county,precinct,office,district,candidate,party,votes
Schoolcraft,"City of Manistique, Precinct 1",Registered Voters,,,,2557
Schoolcraft,"Doyle Township, Precinct 1",Registered Voters,,,,594
Schoolcraft,"Germfask Township, Precinct 1",Registered Voters,,,,412
Schoolcraft,"Hiawatha Township, Precinct 1",Registered Voters,,,,1217
Schoolcraft,"Inwood Township, Precinct 1",Registered Voters,,,,626
Schoolcraft,"Manistique Township, Precinct 1",Registered Voters,,,,979
Schoolcraft,"Mueller Township, Precinct 1",Registered Voters,,,,257
Schoolcraft,"Seney Township, Precinct 1",Registered Voters,,,,105
Schoolcraft,"Thompson Township, Preinct 1",Registered Voters,,,,795
Schoolcraft,"City of Manistique, Precinct 1",Ballots Cast,,,,1370
Schoolcraft,"Doyle Township, Precinct 1",Ballots Cast,,,,419
Schoolcraft,"Germfask Township, Precinct 1",Ballots Cast,,,,262
Schoolcraft,"Hiawatha Township, Precinct 1",Ballots Cast,,,,960
Schoolcraft,"Inwood Township, Precinct 1",Ballots Cast,,,,462
Schoolcraft,"Manistique Township, Precinct 1",Ballots Cast,,,,633
Schoolcraft,"Mueller Township, Precinct 1",Ballots Cast,,,,180
Schoolcraft,"Seney Township, Precinct 1",Ballots Cast,,,,82
Schoolcraft,"Thompson Township, Preinct 1",Ballots Cast,,,,569
Schoolcraft,"City of Manistique, Precinct 1",Straight Party,,Democratic,DEM,255
Schoolcraft,"Doyle Township, Precinct 1",Straight Party,,Democratic,DEM,44
Schoolcraft,"Germfask Township, Precinct 1",Straight Party,,Democratic,DEM,14
Schoolcraft,"Hiawatha Township, Precinct 1",Straight Party,,Democratic,DEM,126
Schoolcraft,"Inwood Township, Precinct 1",Straight Party,,Democratic,DEM,76
Schoolcraft,"Manistique Township, Precinct 1",Straight Party,,Democratic,DEM,96
Schoolcraft,"Mueller Township, Precinct 1",Straight Party,,Democratic,DEM,22
Schoolcraft,"Seney Township, Precinct 1",Straight Party,,Democratic,DEM,8
Schoolcraft,"Thompson Township, Preinct 1",Straight Party,,Democratic,DEM,80
Schoolcraft,"City of Manistique, Precinct 1",Straight Party,,Republican,REP,479
Schoolcraft,"Doyle Township, Precinct 1",Straight Party,,Republican,REP,141
Schoolcraft,"Germfask Township, Precinct 1",Straight Party,,Republican,REP,135
Schoolcraft,"Hiawatha Township, Precinct 1",Straight Party,,Republican,REP,277
Schoolcraft,"Inwood Township, Precinct 1",Straight Party,,Republican,REP,136
Schoolcraft,"Manistique Township, Precinct 1",Straight Party,,Republican,REP,213
Schoolcraft,"Mueller Township, Precinct 1",Straight Party,,Republican,REP,59
Schoolcraft,"Seney Township, Precinct 1",Straight Party,,Republican,REP,34
Schoolcraft,"Thompson Township, Preinct 1",Straight Party,,Republican,REP,188
Schoolcraft,"City of Manistique, Precinct 1",Straight Party,,Libertarian,LIB,0
Schoolcraft,"Doyle Township, Precinct 1",Straight Party,,Libertarian,LIB,1
Schoolcraft,"Germfask Township, Precinct 1",Straight Party,,Libertarian,LIB,1
Schoolcraft,"Hiawatha Township, Precinct 1",Straight Party,,Libertarian,LIB,1
Schoolcraft,"Inwood Township, Precinct 1",Straight Party,,Libertarian,LIB,1
Schoolcraft,"Manistique Township, Precinct 1",Straight Party,,Libertarian,LIB,1
Schoolcraft,"Mueller Township, Precinct 1",Straight Party,,Libertarian,LIB,0
Schoolcraft,"Seney Township, Precinct 1",Straight Party,,Libertarian,LIB,0
Schoolcraft,"Thompson Township, Preinct 1",Straight Party,,Libertarian,LIB,0
Schoolcraft,"City of Manistique, Precinct 1",Straight Party,,U.S. Taxpayers,UST,3
Schoolcraft,"Doyle Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,3
Schoolcraft,"Germfask Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,0
Schoolcraft,"Hiawatha Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,3
Schoolcraft,"Inwood Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,0
Schoolcraft,"Manistique Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,0
Schoolcraft,"Mueller Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,1
Schoolcraft,"Seney Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,0
Schoolcraft,"Thompson Township, Preinct 1",Straight Party,,U.S. Taxpayers,UST,0
Schoolcraft,"City of Manistique, Precinct 1",Straight Party,,Green,GRN,3
Schoolcraft,"Doyle Township, Precinct 1",Straight Party,,Green,GRN,2
Schoolcraft,"Germfask Township, Precinct 1",Straight Party,,Green,GRN,0
Schoolcraft,"Hiawatha Township, Precinct 1",Straight Party,,Green,GRN,0
Schoolcraft,"Inwood Township, Precinct 1",Straight Party,,Green,GRN,0
Schoolcraft,"Manistique Township, Precinct 1",Straight Party,,Green,GRN,1
Schoolcraft,"Mueller Township, Precinct 1",Straight Party,,Green,GRN,1
Schoolcraft,"Seney Township, Precinct 1",Straight Party,,Green,GRN,0
Schoolcraft,"Thompson Township, Preinct 1",Straight Party,,Green,GRN,0
Schoolcraft,"City of Manistique, Precinct 1",Straight Party,,Working Class,WCP,8
Schoolcraft,"Doyle Township, Precinct 1",Straight Party,,Working Class,WCP,0
Schoolcraft,"Germfask Township, Precinct 1",Straight Party,,Working Class,WCP,0
Schoolcraft,"Hiawatha Township, Precinct 1",Straight Party,,Working Class,WCP,2
Schoolcraft,"Inwood Township, Precinct 1",Straight Party,,Working Class,WCP,0
