county,precinct,office,district,candidate,party,votes,election_day,av_counting_boards,early_voting
St. Joseph's,"Fawn River Township, Precinct 1",Board of Education,,Ted Gerrard,U.S. Taxpayers,7,6,0,1
St. Joseph's,"Florence Township, Precinct 1",Board of Education,,Ted Gerrard,U.S. Taxpayers,9,8,0,1
St. Joseph's,"Flowerfield Township, Precinct 1",Board of Education,,Ted Gerrard,U.S. Taxpayers,4,1,0,3
St. Joseph's,"Leonidas Township, Precinct 1",Board of Education,,Ted Gerrard,U.S. Taxpayers,6,6,0,0
St. Joseph's,"Lockport Township, Precinct 1",Board of Education,,Ted Gerrard,U.S. Taxpayers,34,23,8,3
St. Joseph's,"Mendon Township, Precinct 1",Board of Education,,Ted Gerrard,U.S. Taxpayers,12,11,0,1
St. Joseph's,"Mottville Township, Precinct 1",Board of Education,,Ted Gerrard,U.S. Taxpayers,11,10,0,1
St. Joseph's,"Nottawa Township, Precinct 1",Board of Education,,Ted Gerrard,U.S. Taxpayers,21,8,7,6
St. Joseph's,"Park Township, Precinct 1",Board of Education,,Ted Gerrard,U.S. Taxpayers,16,14,0,2
St. Joseph's,"Sherman Township, Precinct 1",Board of Education,,Ted Gerrard,U.S. Taxpayers,18,11,0,7
St. Joseph's,"Sturgis Township, Precinct 1",Board of Education,,Ted Gerrard,U.S. Taxpayers,6,6,0,0
St. Joseph's,"White Pigeon Township, Precinct 1",Board of Education,,Ted Gerrard,U.S. Taxpayers,23,13,10,0
St. Joseph's,"City of Sturgis, Precinct 1",Board of Education,,Ted Gerrard,U.S. Taxpayers,23,15,6,2
St. Joseph's,"City of Sturgis, Precinct 2",Board of Education,,Ted Gerrard,U.S. Taxpayers,11,6,2,3
St. Joseph's,"City of Sturgis, Precinct 3",Board of Education,,Ted Gerrard,U.S. Taxpayers,15,13,1,1
St. Joseph's,"City of Sturgis, Precinct 4",Board of Education,,Ted Gerrard,U.S. Taxpayers,12,6,5,1
St. Joseph's,"City of Three Rivers, Precinct 1",Board of Education,,Ted Gerrard,U.S. Taxpayers,13,8,4,1
St. Joseph's,"City of Three Rivers, Precinct 2",Board of Education,,Ted Gerrard,U.S. Taxpayers,19,10,7,2
St. Joseph's,"Burr Oak Township, Precinct 1",Board of Education,,Christine C. Schwartz,U.S. Taxpayers,25,20,0,5
St. Joseph's,"Colon Township, Precinct 1",Board of Education,,Christine C. Schwartz,U.S. Taxpayers,66,59,0,7
St. Joseph's,"Constantine Township, Precinct 1",Board of Education,,Christine C. Schwartz,U.S. Taxpayers,28,21,0,7
St. Joseph's,"Constantine Township, Precinct 2",Board of Education,,Christine C. Schwartz,U.S. Taxpayers,15,14,0,1
St. Joseph's,"Fabius Township, Precinct 1",Board of Education,,Christine C. Schwartz,U.S. Taxpayers,35,30,0,5
St. Joseph's,"Fawn River Township, Precinct 1",Board of Education,,Christine C. Schwartz,U.S. Taxpayers,22,20,0,2
St. Joseph's,"Florence Township, Precinct 1",Board of Education,,Christine C. Schwartz,U.S. Taxpayers,16,11,0,5
St. Joseph's,"Flowerfield Township, Precinct 1",Board of Education,,Christine C. Schwartz,U.S. Taxpayers,15,14,0,1
St. Joseph's,"Leonidas Township, Precinct 1",Board of Education,,Christine C. Schwartz,U.S. Taxpayers,14,13,0,1
St. Joseph's,"Lockport Township, Precinct 1",Board of Education,,Christine C. Schwartz,U.S. Taxpayers,63,33,22,8
St. Joseph's,"Mendon Township, Precinct 1",Board of Education,,Christine C. Schwartz,U.S. Taxpayers,38,35,0,3
St. Joseph's,"Mottville Township, Precinct 1",Board of Education,,Christine C. Schwartz,U.S. Taxpayers,17,17,0,0
St. Joseph's,"Nottawa Township, Precinct 1",Board of Education,,Christine C. Schwartz,U.S. Taxpayers,46,16,17,13
St. Joseph's,"Park Township, Precinct 1",Board of Education,,Christine C. Schwartz,U.S. Taxpayers,33,30,0,3
St. Joseph's,"Sherman Township, Precinct 1",Board of Education,,Christine C. Schwartz,U.S. Taxpayers,37,33,0,4
St. Joseph's,"Sturgis Township, Precinct 1",Board of Education,,Christine C. Schwartz,U.S. Taxpayers,28,26,0,2
St. Joseph's,"White Pigeon Township, Precinct 1",Board of Education,,Christine C. Schwartz,U.S. Taxpayers,42,21,16,5
St. Joseph's,"City of Sturgis, Precinct 1",Board of Education,,Christine C. Schwartz,U.S. Taxpayers,25,16,8,1
St. Joseph's,"City of Sturgis, Precinct 2",Board of Education,,Christine C. Schwartz,U.S. Taxpayers,19,13,4,2
St. Joseph's,"City of Sturgis, Precinct 3",Board of Education,,Christine C. Schwartz,U.S. Taxpayers,26,22,3,1
St. Joseph's,"City of Sturgis, Precinct 4",Board of Education,,Christine C. Schwartz,U.S. Taxpayers,25,14,8,3
St. Joseph's,"City of Three Rivers, Precinct 1",Board of Education,,Christine C. Schwartz,U.S. Taxpayers,40,21,16,3
St. Joseph's,"City of Three Rivers, Precinct 2",Board of Education,,Christine C. Schwartz,U.S. Taxpayers,60,35,16,9
St. Joseph's,"Burr Oak Township, Precinct 1",Board of Education,,Mary Anne Hering,Working Class,58,47,0,11
St. Joseph's,"Colon Township, Precinct 1",Board of Education,,Mary Anne Hering,Working Class,86,80,0,6
St. Joseph's,"Constantine Township, Precinct 1",Board of Education,,Mary Anne Hering,Working Class,65,49,0,16
St. Joseph's,"Constantine Township, Precinct 2",Board of Education,,Mary Anne Hering,Working Class,49,45,0,4
St. Joseph's,"Fabius Township, Precinct 1",Board of Education,,Mary Anne Hering,Working Class,80,71,0,9
St. Joseph's,"Fawn River Township, Precinct 1",Board of Education,,Mary Anne Hering,Working Class,29,21,0,8
St. Joseph's,"Florence Township, Precinct 1",Board of Education,,Mary Anne Hering,Working Class,22,17,0,5
St. Joseph's,"Flowerfield Township, Precinct 1",Board of Education,,Mary Anne Hering,Working Class,33,31,0,2
St. Joseph's,"Leonidas Township, Precinct 1",Board of Education,,Mary Anne Hering,Working Class,24,20,0,4
St. Joseph's,"Lockport Township, Precinct 1",Board of Education,,Mary Anne Hering,Working Class,104,56,35,13
St. Joseph's,"Mendon Township, Precinct 1",Board of Education,,Mary Anne Hering,Working Class,50,42,0,8
St. Joseph's,"Mottville Township, Precinct 1",Board of Education,,Mary Anne Hering,Working Class,36,33,0,3
St. Joseph's,"Nottawa Township, Precinct 1",Board of Education,,Mary Anne Hering,Working Class,85,36,25,24
St. Joseph's,"Park Township, Precinct 1",Board of Education,,Mary Anne Hering,Working Class,51,45,0,6
St. Joseph's,"Sherman Township, Precinct 1",Board of Education,,Mary Anne Hering,Working Class,74,57,0,17
St. Joseph's,"Sturgis Township, Precinct 1",Board of Education,,Mary Anne Hering,Working Class,51,40,0,11
St. Joseph's,"White Pigeon Township, Precinct 1",Board of Education,,Mary Anne Hering,Working Class,92,56,30,6
St. Joseph's,"City of Sturgis, Precinct 1",Board of Education,,Mary Anne Hering,Working Class,65,36,15,14
St. Joseph's,"City of Sturgis, Precinct 2",Board of Education,,Mary Anne Hering,Working Class,57,42,9,6
St. Joseph's,"City of Sturgis, Precinct 3",Board of Education,,Mary Anne Hering,Working Class,30,18,6,6
St. Joseph's,"City of Sturgis, Precinct 4",Board of Education,,Mary Anne Hering,Working Class,41,29,8,4
St. Joseph's,"City of Three Rivers, Precinct 1",Board of Education,,Mary Anne Hering,Working Class,105,61,37,7
St. Joseph's,"City of Three Rivers, Precinct 2",Board of Education,,Mary Anne Hering,Working Class,120,77,30,13
St. Joseph's,"Burr Oak Township, Precinct 1",Board of Education,,Write-in,,1,1,0,0
St. Joseph's,"Colon Township, Precinct 1",Board of Education,,Write-in,,4,4,0,0
St. Joseph's,"Constantine Township, Precinct 1",Board of Education,,Write-in,,8,3,0,5
St. Joseph's,"Constantine Township, Precinct 2",Board of Education,,Write-in,,0,0,0,0
St. Joseph's,"Fabius Township, Precinct 1",Board of Education,,Write-in,,5,1,0,4
St. Joseph's,"Fawn River Township, Precinct 1",Board of Education,,Write-in,,1,1,0,0
St. Joseph's,"Florence Township, Precinct 1",Board of Education,,Write-in,,1,0,0,1
St. Joseph's,"Flowerfield Township, Precinct 1",Board of Education,,Write-in,,3,3,0,0
St. Joseph's,"Leonidas Township, Precinct 1",Board of Education,,Write-in,,4,4,0,0
St. Joseph's,"Lockport Township, Precinct 1",Board of Education,,Write-in,,14,8,3,3
St. Joseph's,"Mendon Township, Precinct 1",Board of Education,,Write-in,,5,3,0,2
St. Joseph's,"Mottville Township, Precinct 1",Board of Education,,Write-in,,4,3,0,1
St. Joseph's,"Nottawa Township, Precinct 1",Board of Education,,Write-in,,4,4,0,0
St. Joseph's,"Park Township, Precinct 1",Board of Education,,Write-in,,5,5,0,0
St. Joseph's,"Sherman Township, Precinct 1",Board of Education,,Write-in,,4,4,0,0
St. Joseph's,"Sturgis Township, Precinct 1",Board of Education,,Write-in,,4,3,0,1
St. Joseph's,"White Pigeon Township, Precinct 1",Board of Education,,Write-in,,10,10,0,0
St. Joseph's,"City of Sturgis, Precinct 1",Board of Education,,Write-in,,10,4,4,2
St. Joseph's,"City of Sturgis, Precinct 2",Board of Education,,Write-in,,4,3,0,1
St. Joseph's,"City of Sturgis, Precinct 3",Board of Education,,Write-in,,3,3,0,0
St. Joseph's,"City of Sturgis, Precinct 4",Board of Education,,Write-in,,1,1,0,0
St. Joseph's,"City of Three Rivers, Precinct 1",Board of Education,,Write-in,,9,7,2,0
St. Joseph's,"City of Three Rivers, Precinct 2",Board of Education,,Write-in,,11,8,1,2
St. Joseph's,"Burr Oak Township, Precinct 1",Regents of the U of MI,,Denise Ilitch,Democrat,239,211,0,28
St. Joseph's,"Colon Township, Precinct 1",Regents of the U of MI,,Denise Ilitch,Democrat,378,346,0,32
St. Joseph's,"Constantine Township, Precinct 1",Regents of the U of MI,,Denise Ilitch,Democrat,267,223,0,44
St. Joseph's,"Constantine Township, Precinct 2",Regents of the U of MI,,Denise Ilitch,Democrat,176,149,0,27
St. Joseph's,"Fabius Township, Precinct 1",Regents of the U of MI,,Denise Ilitch,Democrat,594,518,0,76
St. Joseph's,"Fawn River Township, Precinct 1",Regents of the U of MI,,Denise Ilitch,Democrat,155,137,0,18
St. Joseph's,"Florence Township, Precinct 1",Regents of the U of MI,,Denise Ilitch,Democrat,116,106,0,10
St. Joseph's,"Flowerfield Township, Precinct 1",Regents of the U of MI,,Denise Ilitch,Democrat,244,204,0,40
St. Joseph's,"Leonidas Township, Precinct 1",Regents of the U of MI,,Denise Ilitch,Democrat,109,94,0,15
St. Joseph's,"Lockport Township, Precinct 1",Regents of the U of MI,,Denise Ilitch,Democrat,708,201,375,132
St. Joseph's,"Mendon Township, Precinct 1",Regents of the U of MI,,Denise Ilitch,Democrat,453,399,0,54
St. Joseph's,"Mottville Township, Precinct 1",Regents of the U of MI,,Denise Ilitch,Democrat,145,133,0,12
St. Joseph's,"Nottawa Township, Precinct 1",Regents of the U of MI,,Denise Ilitch,Democrat,469,81,281,107
St. Joseph's,"Park Township, Precinct 1",Regents of the U of MI,,Denise Ilitch,Democrat,372,305,0,67
St. Joseph's,"Sherman Township, Precinct 1",Regents of the U of MI,,Denise Ilitch,Democrat,410,350,0,60
St. Joseph's,"Sturgis Township, Precinct 1",Regents of the U of MI,,Denise Ilitch,Democrat,235,200,0,35
St. Joseph's,"White Pigeon Township, Precinct 1",Regents of the U of MI,,Denise Ilitch,Democrat,454,140,258,56
St. Joseph's,"City of Sturgis, Precinct 1",Regents of the U of MI,,Denise Ilitch,Democrat,436,217,154,65
St. Joseph's,"City of Sturgis, Precinct 2",Regents of the U of MI,,Denise Ilitch,Democrat,223,128,69,26
St. Joseph's,"City of Sturgis, Precinct 3",Regents of the U of MI,,Denise Ilitch,Democrat,216,127,60,29
St. Joseph's,"City of Sturgis, Precinct 4",Regents of the U of MI,,Denise Ilitch,Democrat,345,161,143,41
St. Joseph's,"City of Three Rivers, Precinct 1",Regents of the U of MI,,Denise Ilitch,Democrat,651,278,313,60
St. Joseph's,"City of Three Rivers, Precinct 2",Regents of the U of MI,,Denise Ilitch,Democrat,625,264,293,68
St. Joseph's,"Burr Oak Township, Precinct 1",Regents of the U of MI,,Shauna Ryder Diggs,Democrat,234,205,0,29
St. Joseph's,"Colon Township, Precinct 1",Regents of the U of MI,,Shauna Ryder Diggs,Democrat,347,317,0,30
St. Joseph's,"Constantine Township, Precinct 1",Regents of the U of MI,,Shauna Ryder Diggs,Democrat,253,216,0,37
St. Joseph's,"Constantine Township, Precinct 2",Regents of the U of MI,,Shauna Ryder Diggs,Democrat,168,141,0,27
St. Joseph's,"Fabius Township, Precinct 1",Regents of the U of MI,,Shauna Ryder Diggs,Democrat,570,498,0,72
St. Joseph's,"Fawn River Township, Precinct 1",Regents of the U of MI,,Shauna Ryder Diggs,Democrat,155,141,0,14
St. Joseph's,"Florence Township, Precinct 1",Regents of the U of MI,,Shauna Ryder Diggs,Democrat,108,101,0,7
St. Joseph's,"Flowerfield Township, Precinct 1",Regents of the U of MI,,Shauna Ryder Diggs,Democrat,233,193,0,40
St. Joseph's,"Leonidas Township, Precinct 1",Regents of the U of MI,,Shauna Ryder Diggs,Democrat,110,96,0,14
St. Joseph's,"Lockport Township, Precinct 1",Regents of the U of MI,,Shauna Ryder Diggs,Democrat,677,198,359,120
St. Joseph's,"Mendon Township, Precinct 1",Regents of the U of MI,,Shauna Ryder Diggs,Democrat,429,372,0,57
St. Joseph's,"Mottville Township, Precinct 1",Regents of the U of MI,,Shauna Ryder Diggs,Democrat,137,126,0,11
St. Joseph's,"Nottawa Township, Precinct 1",Regents of the U of MI,,Shauna Ryder Diggs,Democrat,440,76,262,102
St. Joseph's,"Park Township, Precinct 1",Regents of the U of MI,,Shauna Ryder Diggs,Democrat,345,284,0,61
St. Joseph's,"Sherman Township, Precinct 1",Regents of the U of MI,,Shauna Ryder Diggs,Democrat,375,317,0,58
St. Joseph's,"Sturgis Township, Precinct 1",Regents of the U of MI,,Shauna Ryder Diggs,Democrat,215,183,0,32
St. Joseph's,"White Pigeon Township, Precinct 1",Regents of the U of MI,,Shauna Ryder Diggs,Democrat,434,134,247,53
St. Joseph's,"City of Sturgis, Precinct 1",Regents of the U of MI,,Shauna Ryder Diggs,Democrat,417,201,148,68
St. Joseph's,"City of Sturgis, Precinct 2",Regents of the U of MI,,Shauna Ryder Diggs,Democrat,223,133,65,25
St. Joseph's,"City of Sturgis, Precinct 3",Regents of the U of MI,,Shauna Ryder Diggs,Democrat,208,121,59,28
St. Joseph's,"City of Sturgis, Precinct 4",Regents of the U of MI,,Shauna Ryder Diggs,Democrat,330,156,143,31
St. Joseph's,"City of Three Rivers, Precinct 1",Regents of the U of MI,,Shauna Ryder Diggs,Democrat,650,283,311,56
St. Joseph's,"City of Three Rivers, Precinct 2",Regents of the U of MI,,Shauna Ryder Diggs,Democrat,608,256,284,68
St. Joseph's,"Burr Oak Township, Precinct 1",Regents of the U of MI,,Carl Meyers,Republican,874,721,0,153
St. Joseph's,"Colon Township, Precinct 1",Regents of the U of MI,,Carl Meyers,Republican,1056,897,0,159
St. Joseph's,"Constantine Township, Precinct 1",Regents of the U of MI,,Carl Meyers,Republican,746,547,0,199
St. Joseph's,"Constantine Township, Precinct 2",Regents of the U of MI,,Carl Meyers,Republican,516,409,0,107
St. Joseph's,"Fabius Township, Precinct 1",Regents of the U of MI,,Carl Meyers,Republican,1265,968,0,297
St. Joseph's,"Fawn River Township, Precinct 1",Regents of the U of MI,,Carl Meyers,Republican,536,462,0,74
St. Joseph's,"Florence Township, Precinct 1",Regents of the U of MI,,Carl Meyers,Republican,459,375,0,84
St. Joseph's,"Flowerfield Township, Precinct 1",Regents of the U of MI,,Carl Meyers,Republican,651,540,0,111
St. Joseph's,"Leonidas Township, Precinct 1",Regents of the U of MI,,Carl Meyers,Republican,399,352,0,47
St. Joseph's,"Lockport Township, Precinct 1",Regents of the U of MI,,Carl Meyers,Republican,1191,484,340,367
St. Joseph's,"Mendon Township, Precinct 1",Regents of the U of MI,,Carl Meyers,Republican,981,753,0,228
St. Joseph's,"Mottville Township, Precinct 1",Regents of the U of MI,,Carl Meyers,Republican,507,415,0,92
St. Joseph's,"Nottawa Township, Precinct 1",Regents of the U of MI,,Carl Meyers,Republican,1123,422,294,407
St. Joseph's,"Park Township, Precinct 1",Regents of the U of MI,,Carl Meyers,Republican,870,660,0,210
St. Joseph's,"Sherman Township, Precinct 1",Regents of the U of MI,,Carl Meyers,Republican,1227,852,0,375
St. Joseph's,"Sturgis Township, Precinct 1",Regents of the U of MI,,Carl Meyers,Republican,604,507,0,97
St. Joseph's,"White Pigeon Township, Precinct 1",Regents of the U of MI,,Carl Meyers,Republican,1300,595,415,290
St. Joseph's,"City of Sturgis, Precinct 1",Regents of the U of MI,,Carl Meyers,Republican,810,506,170,134
St. Joseph's,"City of Sturgis, Precinct 2",Regents of the U of MI,,Carl Meyers,Republican,365,265,50,50
St. Joseph's,"City of Sturgis, Precinct 3",Regents of the U of MI,,Carl Meyers,Republican,412,279,80,53
St. Joseph's,"City of Sturgis, Precinct 4",Regents of the U of MI,,Carl Meyers,Republican,525,315,126,84
St. Joseph's,"City of Three Rivers, Precinct 1",Regents of the U of MI,,Carl Meyers,Republican,741,446,158,137
St. Joseph's,"City of Three Rivers, Precinct 2",Regents of the U of MI,,Carl Meyers,Republican,799,470,168,161
St. Joseph's,"Burr Oak Township, Precinct 1",Regents of the U of MI,,Sevag Vartanian,Republican,769,624,0,145
St. Joseph's,"Colon Township, Precinct 1",Regents of the U of MI,,Sevag Vartanian,Republican,915,770,0,145
St. Joseph's,"Constantine Township, Precinct 1",Regents of the U of MI,,Sevag Vartanian,Republican,658,476,0,182
St. Joseph's,"Constantine Township, Precinct 2",Regents of the U of MI,,Sevag Vartanian,Republican,458,358,0,100
St. Joseph's,"Fabius Township, Precinct 1",Regents of the U of MI,,Sevag Vartanian,Republican,1133,863,0,270
St. Joseph's,"Fawn River Township, Precinct 1",Regents of the U of MI,,Sevag Vartanian,Republican,483,419,0,64
St. Joseph's,"Florence Township, Precinct 1",Regents of the U of MI,,Sevag Vartanian,Republican,396,322,0,74
St. Joseph's,"Flowerfield Township, Precinct 1",Regents of the U of MI,,Sevag Vartanian,Republican,590,487,0,103
St. Joseph's,"Leonidas Township, Precinct 1",Regents of the U of MI,,Sevag Vartanian,Republican,349,305,0,44
St. Joseph's,"Lockport Township, Precinct 1",Regents of the U of MI,,Sevag Vartanian,Republican,1037,411,296,330
St. Joseph's,"Mendon Township, Precinct 1",Regents of the U of MI,,Sevag Vartanian,Republican,887,678,0,209
St. Joseph's,"Mottville Township, Precinct 1",Regents of the U of MI,,Sevag Vartanian,Republican,444,362,0,82
St. Joseph's,"Nottawa Township, Precinct 1",Regents of the U of MI,,Sevag Vartanian,Republican,1005,373,262,370
St. Joseph's,"Park Township, Precinct 1",Regents of the U of MI,,Sevag Vartanian,Republican,775,586,0,189
St. Joseph's,"Sherman Township, Precinct 1",Regents of the U of MI,,Sevag Vartanian,Republican,1086,751,0,335
St. Joseph's,"Sturgis Township, Precinct 1",Regents of the U of MI,,Sevag Vartanian,Republican,533,450,0,83
St. Joseph's,"White Pigeon Township, Precinct 1",Regents of the U of MI,,Sevag Vartanian,Republican,1153,505,374,274
St. Joseph's,"City of Sturgis, Precinct 1",Regents of the U of MI,,Sevag Vartanian,Republican,706,441,147,118
St. Joseph's,"City of Sturgis, Precinct 2",Regents of the U of MI,,Sevag Vartanian,Republican,316,228,45,43
St. Joseph's,"City of Sturgis, Precinct 3",Regents of the U of MI,,Sevag Vartanian,Republican,359,243,69,47
St. Joseph's,"City of Sturgis, Precinct 4",Regents of the U of MI,,Sevag Vartanian,Republican,472,278,119,75
St. Joseph's,"City of Three Rivers, Precinct 1",Regents of the U of MI,,Sevag Vartanian,Republican,627,376,134,117
St. Joseph's,"City of Three Rivers, Precinct 2",Regents of the U of MI,,Sevag Vartanian,Republican,708,414,158,136
St. Joseph's,"Burr Oak Township, Precinct 1",Regents of the U of MI,,Andrew Chadderdon,Libertarian,48,35,0,13
St. Joseph's,"Colon Township, Precinct 1",Regents of the U of MI,,Andrew Chadderdon,Libertarian,61,54,0,7
St. Joseph's,"Constantine Township, Precinct 1",Regents of the U of MI,,Andrew Chadderdon,Libertarian,34,24,0,10
St. Joseph's,"Constantine Township, Precinct 2",Regents of the U of MI,,Andrew Chadderdon,Libertarian,28,23,0,5
St. Joseph's,"Fabius Township, Precinct 1",Regents of the U of MI,,Andrew Chadderdon,Libertarian,57,50,0,7
St. Joseph's,"Fawn River Township, Precinct 1",Regents of the U of MI,,Andrew Chadderdon,Libertarian,28,25,0,3
St. Joseph's,"Florence Township, Precinct 1",Regents of the U of MI,,Andrew Chadderdon,Libertarian,22,20,0,2
St. Joseph's,"Flowerfield Township, Precinct 1",Regents of the U of MI,,Andrew Chadderdon,Libertarian,30,25,0,5
St. Joseph's,"Leonidas Township, Precinct 1",Regents of the U of MI,,Andrew Chadderdon,Libertarian,21,18,0,3
St. Joseph's,"Lockport Township, Precinct 1",Regents of the U of MI,,Andrew Chadderdon,Libertarian,80,39,19,22
St. Joseph's,"Mendon Township, Precinct 1",Regents of the U of MI,,Andrew Chadderdon,Libertarian,45,39,0,6
St. Joseph's,"Mottville Township, Precinct 1",Regents of the U of MI,,Andrew Chadderdon,Libertarian,25,22,0,3
St. Joseph's,"Nottawa Township, Precinct 1",Regents of the U of MI,,Andrew Chadderdon,Libertarian,49,22,20,7
St. Joseph's,"Park Township, Precinct 1",Regents of the U of MI,,Andrew Chadderdon,Libertarian,37,31,0,6
St. Joseph's,"Sherman Township, Precinct 1",Regents of the U of MI,,Andrew Chadderdon,Libertarian,53,42,0,11
St. Joseph's,"Sturgis Township, Precinct 1",Regents of the U of MI,,Andrew Chadderdon,Libertarian,30,28,0,2
St. Joseph's,"White Pigeon Township, Precinct 1",Regents of the U of MI,,Andrew Chadderdon,Libertarian,58,31,19,8
St. Joseph's,"City of Sturgis, Precinct 1",Regents of the U of MI,,Andrew Chadderdon,Libertarian,45,28,13,4
St. Joseph's,"City of Sturgis, Precinct 2",Regents of the U of MI,,Andrew Chadderdon,Libertarian,32,24,6,2
St. Joseph's,"City of Sturgis, Precinct 3",Regents of the U of MI,,Andrew Chadderdon,Libertarian,27,20,5,2
St. Joseph's,"City of Sturgis, Precinct 4",Regents of the U of MI,,Andrew Chadderdon,Libertarian,23,14,7,2
St. Joseph's,"City of Three Rivers, Precinct 1",Regents of the U of MI,,Andrew Chadderdon,Libertarian,60,41,17,2
St. Joseph's,"City of Three Rivers, Precinct 2",Regents of the U of MI,,Andrew Chadderdon,Libertarian,75,52,12,11
St. Joseph's,"Burr Oak Township, Precinct 1",Regents of the U of MI,,Donna M. Oetman,U.S. Taxpayers,62,47,0,15
St. Joseph's,"Colon Township, Precinct 1",Regents of the U of MI,,Donna M. Oetman,U.S. Taxpayers,78,72,0,6
St. Joseph's,"Constantine Township, Precinct 1",Regents of the U of MI,,Donna M. Oetman,U.S. Taxpayers,47,35,0,12
St. Joseph's,"Constantine Township, Precinct 2",Regents of the U of MI,,Donna M. Oetman,U.S. Taxpayers,36,31,0,5
St. Joseph's,"Fabius Township, Precinct 1",Regents of the U of MI,,Donna M. Oetman,U.S. Taxpayers,72,62,0,10
St. Joseph's,"Fawn River Township, Precinct 1",Regents of the U of MI,,Donna M. Oetman,U.S. Taxpayers,27,24,0,3
St. Joseph's,"Florence Township, Precinct 1",Regents of the U of MI,,Donna M. Oetman,U.S. Taxpayers,23,19,0,4
St. Joseph's,"Flowerfield Township, Precinct 1",Regents of the U of MI,,Donna M. Oetman,U.S. Taxpayers,24,19,0,5
St. Joseph's,"Leonidas Township, Precinct 1",Regents of the U of MI,,Donna M. Oetman,U.S. Taxpayers,21,19,0,2
St. Joseph's,"Lockport Township, Precinct 1",Regents of the U of MI,,Donna M. Oetman,U.S. Taxpayers,92,46,32,14
St. Joseph's,"Mendon Township, Precinct 1",Regents of the U of MI,,Donna M. Oetman,U.S. Taxpayers,51,40,0,11
St. Joseph's,"Mottville Township, Precinct 1",Regents of the U of MI,,Donna M. Oetman,U.S. Taxpayers,36,35,0,1
St. Joseph's,"Nottawa Township, Precinct 1",Regents of the U of MI,,Donna M. Oetman,U.S. Taxpayers,70,28,23,19
St. Joseph's,"Park Township, Precinct 1",Regents of the U of MI,,Donna M. Oetman,U.S. Taxpayers,41,35,0,6
St. Joseph's,"Sherman Township, Precinct 1",Regents of the U of MI,,Donna M. Oetman,U.S. Taxpayers,62,47,0,15
St. Joseph's,"Sturgis Township, Precinct 1",Regents of the U of MI,,Donna M. Oetman,U.S. Taxpayers,30,27,0,3
St. Joseph's,"White Pigeon Township, Precinct 1",Regents of the U of MI,,Donna M. Oetman,U.S. Taxpayers,66,42,22,2
St. Joseph's,"City of Sturgis, Precinct 1",Regents of the U of MI,,Donna M. Oetman,U.S. Taxpayers,56,30,16,10
St. Joseph's,"City of Sturgis, Precinct 2",Regents of the U of MI,,Donna M. Oetman,U.S. Taxpayers,23,16,5,2
St. Joseph's,"City of Sturgis, Precinct 3",Regents of the U of MI,,Donna M. Oetman,U.S. Taxpayers,33,23,6,4
St. Joseph's,"City of Sturgis, Precinct 4",Regents of the U of MI,,Donna M. Oetman,U.S. Taxpayers,38,19,11,8
St. Joseph's,"City of Three Rivers, Precinct 1",Regents of the U of MI,,Donna M. Oetman,U.S. Taxpayers,72,40,26,6
St. Joseph's,"City of Three Rivers, Precinct 2",Regents of the U of MI,,Donna M. Oetman,U.S. Taxpayers,93,58,26,9
St. Joseph's,"Burr Oak Township, Precinct 1",Regents of the U of MI,,Write-in,,1,1,0,0
St. Joseph's,"Colon Township, Precinct 1",Regents of the U of MI,,Write-in,,10,10,0,0
St. Joseph's,"Constantine Township, Precinct 1",Regents of the U of MI,,Write-in,,9,4,0,5
St. Joseph's,"Constantine Township, Precinct 2",Regents of the U of MI,,Write-in,,1,1,0,0
St. Joseph's,"Fabius Township, Precinct 1",Regents of the U of MI,,Write-in,,10,7,0,3
St. Joseph's,"Fawn River Township, Precinct 1",Regents of the U of MI,,Write-in,,1,1,0,0
St. Joseph's,"Florence Township, Precinct 1",Regents of the U of MI,,Write-in,,1,0,0,1
St. Joseph's,"Flowerfield Township, Precinct 1",Regents of the U of MI,,Write-in,,5,5,0,0
St. Joseph's,"Leonidas Township, Precinct 1",Regents of the U of MI,,Write-in,,6,6,0,0
St. Joseph's,"Lockport Township, Precinct 1",Regents of the U of MI,,Write-in,,12,7,3,2
St. Joseph's,"Mendon Township, Precinct 1",Regents of the U of MI,,Write-in,,6,4,0,2
St. Joseph's,"Mottville Township, Precinct 1",Regents of the U of MI,,Write-in,,6,3,0,3
St. Joseph's,"Nottawa Township, Precinct 1",Regents of the U of MI,,Write-in,,3,3,0,0
St. Joseph's,"Park Township, Precinct 1",Regents of the U of MI,,Write-in,,5,5,0,0
St. Joseph's,"Sherman Township, Precinct 1",Regents of the U of MI,,Write-in,,11,11,0,0
St. Joseph's,"Sturgis Township, Precinct 1",Regents of the U of MI,,Write-in,,3,3,0,0
St. Joseph's,"White Pigeon Township, Precinct 1",Regents of the U of MI,,Write-in,,13,13,0,0
St. Joseph's,"City of Sturgis, Precinct 1",Regents of the U of MI,,Write-in,,9,3,2,4
St. Joseph's,"City of Sturgis, Precinct 2",Regents of the U of MI,,Write-in,,5,2,2,1
St. Joseph's,"City of Sturgis, Precinct 3",Regents of the U of MI,,Write-in,,3,3,0,0
St. Joseph's,"City of Sturgis, Precinct 4",Regents of the U of MI,,Write-in,,6,4,2,0
St. Joseph's,"City of Three Rivers, Precinct 1",Regents of the U of MI,,Write-in,,13,12,1,0
St. Joseph's,"City of Three Rivers, Precinct 2",Regents of the U of MI,,Write-in,,15,11,2,2
