county,precinct,office,district,candidate,party,votes,election_day,early_voting,av_counting_boards
Newaygo,"Ensley Township, Precinct 1",County Sheriff,,Ballots Cast,,1717,1544,173,0
Newaygo,"Ensley Township, Precinct 1",County Sheriff,,Bob Mendham,Republican,1385,1234,151,0
Newaygo,"Ensley Township, Precinct 1",County Sheriff,,Write-in,,19,18,1,0
Newaygo,"Ensley Township, Precinct 1",County Sheriff,,Over Vote Count,,0,0,0,0
Newaygo,"Ensley Township, Precinct 1",County Sheriff,,Under Vote Count,,313,292,21,0
Newaygo,"Ensley Township, Precinct 1",County Clerk,,Ballots Cast,,1717,1544,173,0
Newaygo,"Ensley Township, Precinct 1",County Clerk,,Jason VanderStelt,Republican,1381,1230,151,0
Newaygo,"Ensley Township, Precinct 1",County Clerk,,Write-in,,15,14,1,0
Newaygo,"Ensley Township, Precinct 1",County Clerk,,Over Vote Count,,0,0,0,0
Newaygo,"Ensley Township, Precinct 1",County Clerk,,Under Vote Count,,321,300,21,0
Newaygo,"Ensley Township, Precinct 1",County Treasurer,,Ballots Cast,,1717,1544,173,0
Newaygo,"Ensley Township, Precinct 1",County Treasurer,,Jason O'Connell,Republican,1379,1227,152,0
Newaygo,"Ensley Township, Precinct 1",County Treasurer,,Write-in,,12,11,1,0
Newaygo,"Ensley Township, Precinct 1",County Treasurer,,Over Vote Count,,0,0,0,0
Newaygo,"Ensley Township, Precinct 1",County Treasurer,,Under Vote Count,,326,306,20,0
Newaygo,"Ensley Township, Precinct 1",County Register of Deeds,,Ballots Cast,,1717,1544,173,0
Newaygo,"Ensley Township, Precinct 1",County Register of Deeds,,Stewart Sanders,Republican,1377,1227,150,0
Newaygo,"Ensley Township, Precinct 1",County Register of Deeds,,Write-in,,17,14,3,0
Newaygo,"Ensley Township, Precinct 1",County Register of Deeds,,Over Vote Count,,0,0,0,0
Newaygo,"Ensley Township, Precinct 1",County Register of Deeds,,Under Vote Count,,323,303,20,0
Newaygo,"Ensley Township, Precinct 1",Drain Commissioner,,Ballots Cast,,1717,1544,173,0
Newaygo,"Ensley Township, Precinct 1",Drain Commissioner,,Dale E. Twing,Republican,1372,1223,149,0
Newaygo,"Ensley Township, Precinct 1",Drain Commissioner,,Write-in,,19,16,3,0
Newaygo,"Ensley Township, Precinct 1",Drain Commissioner,,Over Vote Count,,0,0,0,0
Newaygo,"Ensley Township, Precinct 1",Drain Commissioner,,Under Vote Count,,326,305,21,0
Newaygo,"Ensley Township, Precinct 1",County Commissioner 6th District,,Ballots Cast,,0,0,0,0
Newaygo,"Ensley Township, Precinct 1",County Commissioner 6th District,,Brenda Bird,Republican,0,0,0,0
Newaygo,"Ensley Township, Precinct 1",County Commissioner 6th District,,Write-in,,0,0,0,0
Newaygo,"Ensley Township, Precinct 1",County Commissioner 6th District,,Over Vote Count,,0,0,0,0
Newaygo,"Ensley Township, Precinct 1",County Commissioner 6th District,,Under Vote Count,,0,0,0,0
Newaygo,"Ensley Township, Precinct 1",Ensley Township Supervisor,,Ballots Cast,,1717,1544,173,0
Newaygo,"Ensley Township, Precinct 1",Ensley Township Supervisor,,Patrick Hills,Republican,1363,1216,147,0
Newaygo,"Ensley Township, Precinct 1",Ensley Township Supervisor,,Write-in,,25,22,3,0
Newaygo,"Ensley Township, Precinct 1",Ensley Township Supervisor,,Over Vote Count,,0,0,0,0
Newaygo,"Ensley Township, Precinct 1",Ensley Township Supervisor,,Under Vote Count,,329,306,23,0
Newaygo,"Ensley Township, Precinct 1",Ensley Township Clerk,,Ballots Cast,,1717,1544,173,0
Newaygo,"Ensley Township, Precinct 1",Ensley Township Clerk,,Cindy Harwood,Republican,1385,1236,149,0
Newaygo,"Ensley Township, Precinct 1",Ensley Township Clerk,,Write-in,,20,16,4,0
Newaygo,"Ensley Township, Precinct 1",Ensley Township Clerk,,Over Vote Count,,0,0,0,0
Newaygo,"Ensley Township, Precinct 1",Ensley Township Clerk,,Under Vote Count,,312,292,20,0
Newaygo,"Ensley Township, Precinct 1",Ensley Township Treasurer,,Ballots Cast,,1717,1544,173,0
Newaygo,"Ensley Township, Precinct 1",Ensley Township Treasurer,,Faye Folkema,Republican,1415,1263,152,0
Newaygo,"Ensley Township, Precinct 1",Ensley Township Treasurer,,Write-in,,21,19,2,0
Newaygo,"Ensley Township, Precinct 1",Ensley Township Treasurer,,Over Vote Count,,0,0,0,0
Newaygo,"Ensley Township, Precinct 1",Ensley Township Treasurer,,Under Vote Count,,281,262,19,0
Newaygo,"Ensley Township, Precinct 1",Ensley Township Trustee,,Ballots Cast,,1717,1544,173,0
Newaygo,"Ensley Township, Precinct 1",Ensley Township Trustee,,Timothy Butler,Republican,1330,1188,142,0
Newaygo,"Ensley Township, Precinct 1",Ensley Township Trustee,,Tim Newton,Republican,1304,1164,140,0
Newaygo,"Ensley Township, Precinct 1",Ensley Township Trustee,,Write-in,,15,14,1,0
Newaygo,"Ensley Township, Precinct 1",Ensley Township Trustee,,Over Vote Count,,0,0,0,0
Newaygo,"Ensley Township, Precinct 1",Ensley Township Trustee,,Under Vote Count,,785,722,63,0
Newaygo,"Ensley Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Ballots Cast,,1717,1544,173,0
Newaygo,"Ensley Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Andrew Fink,,871,764,107,0
Newaygo,"Ensley Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Kimberly Ann Thomas,,475,445,30,0
Newaygo,"Ensley Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Write-in,,13,10,3,0
Newaygo,"Ensley Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Over Vote Count,,0,0,0,0
Newaygo,"Ensley Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Under Vote Count,,358,325,33,0
Newaygo,"Ensley Township, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Ballots Cast,,1717,1544,173,0
Newaygo,"Ensley Township, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Kyra Harris Bolden,,509,471,38,0
Newaygo,"Ensley Township, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Patrick William O'Grady,,829,727,102,0
Newaygo,"Ensley Township, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Write-in,,15,13,2,0
Newaygo,"Ensley Township, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Over Vote Count,,0,0,0,0
Newaygo,"Ensley Township, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Under Vote Count,,364,333,31,0
Newaygo,"Ensley Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,Ballots Cast,,1717,1544,173,0
Newaygo,"Ensley Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,Philip P. Mariani,,775,694,81,0
Newaygo,"Ensley Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,Christopher P. Yates,,888,803,85,0
Newaygo,"Ensley Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,Write-in,,29,26,3,0
Newaygo,"Ensley Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,Over Vote Count,,0,0,0,0
Newaygo,"Ensley Township, Precinct 1",Judge of Court of Appeals 3rd District Incumbent Position,,Under Vote Count,,1742,1565,177,0
Newaygo,"Ensley Township, Precinct 1",Judge of Circuit Court 27th Circuit Incumbent Position,,Ballots Cast,,1717,1544,173,0
Newaygo,"Ensley Township, Precinct 1",Judge of Circuit Court 27th Circuit Incumbent Position,,Robert D. Springstead,,1074,965,109,0
Newaygo,"Ensley Township, Precinct 1",Judge of Circuit Court 27th Circuit Incumbent Position,,Write-in,,28,25,3,0
Newaygo,"Ensley Township, Precinct 1",Judge of Circuit Court 27th Circuit Incumbent Position,,Over Vote Count,,0,0,0,0
Newaygo,"Ensley Township, Precinct 1",Judge of Circuit Court 27th Circuit Incumbent Position,,Under Vote Count,,615,554,61,0
Newaygo,"Ensley Township, Precinct 1",Judge of Probate Court Incumbent Position,,Ballots Cast,,1717,1544,173,0
Newaygo,"Ensley Township, Precinct 1",Judge of Probate Court Incumbent Position,,Melissa Dykman,,1080,976,104,0
Newaygo,"Ensley Township, Precinct 1",Judge of Probate Court Incumbent Position,,Write-in,,22,18,4,0
Newaygo,"Ensley Township, Precinct 1",Judge of Probate Court Incumbent Position,,Over Vote Count,,0,0,0,0
Newaygo,"Ensley Township, Precinct 1",Judge of Probate Court Incumbent Position,,Under Vote Count,,615,550,65,0
Newaygo,"Ensley Township, Precinct 1",Judge of District Court 78th District Incumbent Position Partial Term Ending 01/01/2027,,Ballots Cast,,1717,1544,173,0
Newaygo,"Ensley Township, Precinct 1",Judge of District Court 78th District Incumbent Position Partial Term Ending 01/01/2027,,"Ellsworth J. Stay, Jr.",,1063,955,108,0
Newaygo,"Ensley Township, Precinct 1",Judge of District Court 78th District Incumbent Position Partial Term Ending 01/01/2027,,Write-in,,25,22,3,0
Newaygo,"Ensley Township, Precinct 1",Judge of District Court 78th District Incumbent Position Partial Term Ending 01/01/2027,,Over Vote Count,,0,0,0,0
Newaygo,"Ensley Township, Precinct 1",Judge of District Court 78th District Incumbent Position Partial Term Ending 01/01/2027,,Under Vote Count,,629,567,62,0
Newaygo,"Ensley Township, Precinct 1",Board of Trustees Member Grand Rapids Community College,,Ballots Cast,,29,26,3,0
Newaygo,"Ensley Township, Precinct 1",Board of Trustees Member Grand Rapids Community College,,Micah Perkins,,0,0,0,0
Newaygo,"Ensley Township, Precinct 1",Board of Trustees Member Grand Rapids Community College,,Sheryl Siegel,,0,0,0,0
Newaygo,"Ensley Township, Precinct 1",Board of Trustees Member Grand Rapids Community College,,Write-in,,0,0,0,0
Newaygo,"Ensley Township, Precinct 1",Board of Trustees Member Grand Rapids Community College,,Over Vote Count,,0,0,0,0
Newaygo,"Ensley Township, Precinct 1",Board of Trustees Member Grand Rapids Community College,,Under Vote Count,,0,0,0,0
Newaygo,"Ensley Township, Precinct 1",Board of Trustees Member Montcalm Community College,,Ballots Cast,,994,903,91,0
Newaygo,"Ensley Township, Precinct 1",Board of Trustees Member Montcalm Community College,,Carol Deuling-Ravell,,466,426,40,0
Newaygo,"Ensley Township, Precinct 1",Board of Trustees Member Montcalm Community College,,Kurt D. Peterson,,509,463,46,0
Newaygo,"Ensley Township, Precinct 1",Board of Trustees Member Montcalm Community College,,Write-in,,13,10,3,0
Newaygo,"Ensley Township, Precinct 1",Board of Trustees Member Montcalm Community College,,Over Vote Count,,0,0,0,0
Newaygo,"Ensley Township, Precinct 1",Board of Trustees Member Montcalm Community College,,Under Vote Count,,1000,907,93,0
Newaygo,"Ensley Township, Precinct 1",Board Member for Cedar Springs Public Schools,,Ballots Cast,,29,26,3,0
Newaygo,"Ensley Township, Precinct 1",Board Member for Cedar Springs Public Schools,,Trent Gilmore,,0,0,0,0
Newaygo,"Ensley Township, Precinct 1",Board Member for Cedar Springs Public Schools,,Jason Lund,,0,0,0,0
Newaygo,"Ensley Township, Precinct 1",Board Member for Cedar Springs Public Schools,,Matthew D. Shoffner,,0,0,0,0
Newaygo,"Ensley Township, Precinct 1",Board Member for Cedar Springs Public Schools,,Timothy J. Voskuil,,0,0,0,0
Newaygo,"Ensley Township, Precinct 1",Board Member for Cedar Springs Public Schools,,Write-in,,0,0,0,0
Newaygo,"Ensley Township, Precinct 1",Board Member for Cedar Springs Public Schools,,Over Vote Count,,0,0,0,0
Newaygo,"Ensley Township, Precinct 1",Board Member for Cedar Springs Public Schools,,Under Vote Count,,0,0,0,0
Newaygo,"Ensley Township, Precinct 1",Board Member for Grant Public Schools 6 Year Term,,Ballots Cast,,694,615,79,0
Newaygo,"Ensley Township, Precinct 1",Board Member for Grant Public Schools 6 Year Term,,Rachal Gort,,321,276,45,0
Newaygo,"Ensley Township, Precinct 1",Board Member for Grant Public Schools 6 Year Term,,Jim Renney,,210,195,15,0
Newaygo,"Ensley Township, Precinct 1",Board Member for Grant Public Schools 6 Year Term,,Ken Thorne,,280,245,35,0
Newaygo,"Ensley Township, Precinct 1",Board Member for Grant Public Schools 6 Year Term,,Write-in,,15,15,0,0
Newaygo,"Ensley Township, Precinct 1",Board Member for Grant Public Schools 6 Year Term,,Over Vote Count,,0,0,0,0
Newaygo,"Ensley Township, Precinct 1",Board Member for Grant Public Schools 6 Year Term,,Under Vote Count,,562,499,63,0
Newaygo,"Ensley Township, Precinct 1",Board Member for Grant Public Schools Partial Term Ending 12/31/2028,,Ballots Cast,,694,615,79,0
Newaygo,"Ensley Township, Precinct 1",Board Member for Grant Public Schools Partial Term Ending 12/31/2028,,Rick Fish,,473,414,59,0
Newaygo,"Ensley Township, Precinct 1",Board Member for Grant Public Schools Partial Term Ending 12/31/2028,,Write-in,,11,11,0,0
Newaygo,"Ensley Township, Precinct 1",Board Member for Grant Public Schools Partial Term Ending 12/31/2028,,Over Vote Count,,0,0,0,0
Newaygo,"Ensley Township, Precinct 1",Board Member for Grant Public Schools Partial Term Ending 12/31/2028,,Under Vote Count,,210,190,20,0
Newaygo,"Ensley Township, Precinct 1",Board Member for Grant Public Schools Partial Term Ending 12/31/2026,,Ballots Cast,,694,615,79,0
Newaygo,"Ensley Township, Precinct 1",Board Member for Grant Public Schools Partial Term Ending 12/31/2026,,Lindsay Mahlich,,200,189,11,0
Newaygo,"Ensley Township, Precinct 1",Board Member for Grant Public Schools Partial Term Ending 12/31/2026,,Jason McKinley,,345,297,48,0
Newaygo,"Ensley Township, Precinct 1",Board Member for Grant Public Schools Partial Term Ending 12/31/2026,,Richard Vance,,265,228,37,0
Newaygo,"Ensley Township, Precinct 1",Board Member for Grant Public Schools Partial Term Ending 12/31/2026,,Write-in,,7,7,0,0
Newaygo,"Ensley Township, Precinct 1",Board Member for Grant Public Schools Partial Term Ending 12/31/2026,,Over Vote Count,,0,0,0,0
Newaygo,"Ensley Township, Precinct 1",Board Member for Grant Public Schools Partial Term Ending 12/31/2026,,Under Vote Count,,571,509,62,0
Newaygo,"Ensley Township, Precinct 1",Board Member for Tri County Area Schools 6 Year Term,,Ballots Cast,,994,903,91,0
Newaygo,"Ensley Township, Precinct 1",Board Member for Tri County Area Schools 6 Year Term,,Nicholas Hall,,484,441,43,0
Newaygo,"Ensley Township, Precinct 1",Board Member for Tri County Area Schools 6 Year Term,,Jessica Helfmann,,487,444,43,0
Newaygo,"Ensley Township, Precinct 1",Board Member for Tri County Area Schools 6 Year Term,,Brandon Monreal,,440,400,40,0
Newaygo,"Ensley Township, Precinct 1",Board Member for Tri County Area Schools 6 Year Term,,Write-in,,11,7,4,0
Newaygo,"Ensley Township, Precinct 1",Board Member for Tri County Area Schools 6 Year Term,,Over Vote Count,,0,0,0,0
Newaygo,"Ensley Township, Precinct 1",Board Member for Tri County Area Schools 6 Year Term,,Under Vote Count,,1560,1417,143,0
Newaygo,"Ensley Township, Precinct 1",Board Member for Tri County Area Schools Partial Term Ending 12/31/2028,,Ballots Cast,,994,903,91,0
Newaygo,"Ensley Township, Precinct 1",Board Member for Tri County Area Schools Partial Term Ending 12/31/2028,,MaDonna Adkins-Princer,,595,539,56,0
Newaygo,"Ensley Township, Precinct 1",Board Member for Tri County Area Schools Partial Term Ending 12/31/2028,,Write-in,,16,11,5,0
Newaygo,"Ensley Township, Precinct 1",Board Member for Tri County Area Schools Partial Term Ending 12/31/2028,,Over Vote Count,,0,0,0,0
Newaygo,"Ensley Township, Precinct 1",Board Member for Tri County Area Schools Partial Term Ending 12/31/2028,,Under Vote Count,,383,353,30,0
Newaygo,"Ensley Township, Precinct 1",Tri County Area Schools Operating Millage Renewal Proposal,,Ballots Cast,,994,903,91,0
Newaygo,"Ensley Township, Precinct 1",Tri County Area Schools Operating Millage Renewal Proposal,,Yes,,477,435,42,0
Newaygo,"Ensley Township, Precinct 1",Tri County Area Schools Operating Millage Renewal Proposal,,No,,389,350,39,0
Newaygo,"Ensley Township, Precinct 1",Tri County Area Schools Operating Millage Renewal Proposal,,Over Vote Count,,0,0,0,0
Newaygo,"Ensley Township, Precinct 1",Tri County Area Schools Operating Millage Renewal Proposal,,Under Vote Count,,128,118,10,0
Newaygo,"Everett Township, Precinct 1",President,,Ballots Cast,,1142,900,242,0
Newaygo,"Everett Township, Precinct 1",President,,Kamala D. Harris/Tim Walz,Democrat,271,235,36,0
Newaygo,"Everett Township, Precinct 1",President,,Donald J. Trump/JD Vance,Republican,849,645,204,0
Newaygo,"Everett Township, Precinct 1",President,,Chase Oliver/Mike ter Maat,Libertarian,4,3,1,0
Newaygo,"Everett Township, Precinct 1",President,,Randall Terry/Stephen E. Broden,U.S. Taxpayers,6,6,0,0
Newaygo,"Everett Township, Precinct 1",President,,Jill Stein/Rudolph Ware,Green,4,4,0,0
Newaygo,"Everett Township, Precinct 1",President,,"Robert F. Kennedy, Jr./Nicole Shanahan",Natural Law,3,2,1,0
Newaygo,"Everett Township, Precinct 1",President,,Over Vote Count,,0,0,0,0
Newaygo,"Everett Township, Precinct 1",President,,Under Vote Count,,5,5,0,0
Newaygo,"Everett Township, Precinct 1",U.S. Senate,,Ballots Cast,,1142,900,242,0
Newaygo,"Everett Township, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,271,233,38,0
Newaygo,"Everett Township, Precinct 1",U.S. Senate,,Mike Rogers,Republican,809,608,201,0
Newaygo,"Everett Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,Libertarian,12,12,0,0
Newaygo,"Everett Township, Precinct 1",U.S. Senate,,Dave Stein,U.S. Taxpayers,25,24,1,0
Newaygo,"Everett Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,Green,4,4,0,0
Newaygo,"Everett Township, Precinct 1",U.S. Senate,,Doug Dern,Natural Law,4,4,0,0
Newaygo,"Everett Township, Precinct 1",U.S. Senate,,Write-in,,2,2,0,0
Newaygo,"Everett Township, Precinct 1",U.S. Senate,,Over Vote Count,,0,0,0,0
Newaygo,"Everett Township, Precinct 1",U.S. Senate,,Under Vote Count,,15,13,2,0
Newaygo,"Everett Township, Precinct 1",U.S. House,2,Ballots Cast,,1142,900,242,0
Newaygo,"Everett Township, Precinct 1",U.S. House,2,Michael Lynch,Democrat,252,218,34,0
Newaygo,"Everett Township, Precinct 1",U.S. House,2,John R. Moolenaar,Republican,816,615,201,0
Newaygo,"Everett Township, Precinct 1",U.S. House,2,Ben DeJong,Libertarian,15,13,2,0
Newaygo,"Everett Township, Precinct 1",U.S. House,2,Scott Adams,U.S. Taxpayers,31,28,3,0
Newaygo,"Everett Township, Precinct 1",U.S. House,2,Write-in,,4,4,0,0
Newaygo,"Everett Township, Precinct 1",U.S. House,2,Over Vote Count,,0,0,0,0
Newaygo,"Everett Township, Precinct 1",U.S. House,2,Under Vote Count,,24,22,2,0
Newaygo,"Everett Township, Precinct 1",State House,101,Ballots Cast,,1142,900,242,0
Newaygo,"Everett Township, Precinct 1",State House,101,Christopher R. Crain,Democrat,253,216,37,0
Newaygo,"Everett Township, Precinct 1",State House,101,Joseph D. Fox,Republican,858,656,202,0
Newaygo,"Everett Township, Precinct 1",State House,101,Write-in,,5,4,1,0
Newaygo,"Everett Township, Precinct 1",State House,101,Over Vote Count,,0,0,0,0
Newaygo,"Everett Township, Precinct 1",State House,101,Under Vote Count,,26,24,2,0
Newaygo,"Everett Township, Precinct 1",Member of the State Board of Education,,Ballots Cast,,1142,900,242,0
Newaygo,"Everett Township, Precinct 1",Member of the State Board of Education,,Theodore Jones,Democrat,236,200,36,0
Newaygo,"Everett Township, Precinct 1",Member of the State Board of Education,,Adam Frederick Zemke,Democrat,219,190,29,0
Newaygo,"Everett Township, Precinct 1",Member of the State Board of Education,,Tom McMillin,Republican,755,573,182,0
Newaygo,"Everett Township, Precinct 1",Member of the State Board of Education,,Nikki Snyder,Republican,746,562,184,0
Newaygo,"Everett Township, Precinct 1",Member of the State Board of Education,,Scotty Boman,Libertarian,22,15,7,0
Newaygo,"Everett Township, Precinct 1",Member of the State Board of Education,,Ted Gerrard,U.S. Taxpayers,22,19,3,0
Newaygo,"Everett Township, Precinct 1",Member of the State Board of Education,,Christine C. Schwartz,U.S. Taxpayers,31,25,6,0
Newaygo,"Everett Township, Precinct 1",Member of the State Board of Education,,Mary Anne Hering,Working Class,55,51,4,0
Newaygo,"Everett Township, Precinct 1",Member of the State Board of Education,,Write-in,,7,5,2,0
Newaygo,"Everett Township, Precinct 1",Member of the State Board of Education,,Over Vote Count,,0,0,0,0
Newaygo,"Everett Township, Precinct 1",Member of the State Board of Education,,Under Vote Count,,191,160,31,0
Newaygo,"Everett Township, Precinct 1",Regent of the University of Michigan,,Ballots Cast,,1142,900,242,0
Newaygo,"Everett Township, Precinct 1",Regent of the University of Michigan,,Denise Ilitch,Democrat,230,199,31,0
Newaygo,"Everett Township, Precinct 1",Regent of the University of Michigan,,Shauna Ryder Diggs,Democrat,234,205,29,0
Newaygo,"Everett Township, Precinct 1",Regent of the University of Michigan,,Carl Meyers,Republican,783,589,194,0
Newaygo,"Everett Township, Precinct 1",Regent of the University of Michigan,,Sevag Vartanian,Republican,700,527,173,0
Newaygo,"Everett Township, Precinct 1",Regent of the University of Michigan,,Andrew Chadderdon,Libertarian,30,22,8,0
Newaygo,"Everett Township, Precinct 1",Regent of the University of Michigan,,Donna M. Oetman,U.S. Taxpayers,53,48,5,0
Newaygo,"Everett Township, Precinct 1",Regent of the University of Michigan,,Write-in,,12,7,5,0
Newaygo,"Everett Township, Precinct 1",Regent of the University of Michigan,,Over Vote Count,,0,0,0,0
Newaygo,"Everett Township, Precinct 1",Regent of the University of Michigan,,Under Vote Count,,242,203,39,0
Newaygo,"Everett Township, Precinct 1",Trustee of Michigan State University,,Ballots Cast,,1142,900,242,0
Newaygo,"Everett Township, Precinct 1",Trustee of Michigan State University,,Rebecca Bahar-Cook,Democrat,223,194,29,0
Newaygo,"Everett Township, Precinct 1",Trustee of Michigan State University,,Thomas Stallworth III,Democrat,212,185,27,0
Newaygo,"Everett Township, Precinct 1",Trustee of Michigan State University,,Mike Balow,Republican,763,572,191,0
Newaygo,"Everett Township, Precinct 1",Trustee of Michigan State University,,Julie Maday,Republican,743,555,188,0
Newaygo,"Everett Township, Precinct 1",Trustee of Michigan State University,,Grant T. Baker,Libertarian,24,18,6,0
Newaygo,"Everett Township, Precinct 1",Trustee of Michigan State University,,Janet M. Sanger,U.S. Taxpayers,34,32,2,0
Newaygo,"Everett Township, Precinct 1",Trustee of Michigan State University,,John Paul Sanger,U.S. Taxpayers,33,33,0,0
Newaygo,"Everett Township, Precinct 1",Trustee of Michigan State University,,John Anthony La Pietra,Green,12,10,2,0
Newaygo,"Everett Township, Precinct 1",Trustee of Michigan State University,,Write-in,,9,6,3,0
Newaygo,"Everett Township, Precinct 1",Trustee of Michigan State University,,Over Vote Count,,0,0,0,0
Newaygo,"Everett Township, Precinct 1",Trustee of Michigan State University,,Under Vote Count,,231,195,36,0
Newaygo,"Everett Township, Precinct 1",Governor of Wayne State University,,Ballots Cast,,1142,900,242,0
Newaygo,"Everett Township, Precinct 1",Governor of Wayne State University,,Rasha Demashkieh,Democrat,210,183,27,0
Newaygo,"Everett Township, Precinct 1",Governor of Wayne State University,,Mark T. Gaffney,Democrat,224,195,29,0
Newaygo,"Everett Township, Precinct 1",Governor of Wayne State University,,Michael Busuito,Republican,745,559,186,0
Newaygo,"Everett Township, Precinct 1",Governor of Wayne State University,,Sunny Reddy,Republican,741,555,186,0
Newaygo,"Everett Township, Precinct 1",Governor of Wayne State University,,Farid Ishac,Libertarian,17,13,4,0
Newaygo,"Everett Township, Precinct 1",Governor of Wayne State University,,William Mohr II,U.S. Taxpayers,27,26,1,0
Newaygo,"Everett Township, Precinct 1",Governor of Wayne State University,,Sami Makhoul,Green,7,6,1,0
Newaygo,"Everett Township, Precinct 1",Governor of Wayne State University,,Suzanne Roehrig,Working Class,46,42,4,0
Newaygo,"Everett Township, Precinct 1",Governor of Wayne State University,,Kathleen Oakford,Natural Law,21,16,5,0
Newaygo,"Everett Township, Precinct 1",Governor of Wayne State University,,Write-in,,12,9,3,0
Newaygo,"Everett Township, Precinct 1",Governor of Wayne State University,,Over Vote Count,,0,0,0,0
Newaygo,"Everett Township, Precinct 1",Governor of Wayne State University,,Under Vote Count,,234,196,38,0
Newaygo,"Everett Township, Precinct 1",County Prosecuting Attorney,,Ballots Cast,,1142,900,242,0
Newaygo,"Everett Township, Precinct 1",County Prosecuting Attorney,,Rachel Robinson,Republican,901,691,210,0
Newaygo,"Everett Township, Precinct 1",County Prosecuting Attorney,,Write-in,,30,25,5,0
Newaygo,"Everett Township, Precinct 1",County Prosecuting Attorney,,Over Vote Count,,1,0,1,0
Newaygo,"Everett Township, Precinct 1",County Prosecuting Attorney,,Under Vote Count,,210,184,26,0
Newaygo,"Everett Township, Precinct 1",County Sheriff,,Ballots Cast,,1142,900,242,0
Newaygo,"Everett Township, Precinct 1",County Sheriff,,Bob Mendham,Republican,940,727,213,0
Newaygo,"Everett Township, Precinct 1",County Sheriff,,Write-in,,24,20,4,0
Newaygo,"Everett Township, Precinct 1",County Sheriff,,Over Vote Count,,0,0,0,0
Newaygo,"Everett Township, Precinct 1",County Sheriff,,Under Vote Count,,178,153,25,0
Newaygo,"Everett Township, Precinct 1",County Clerk,,Ballots Cast,,1142,900,242,0
Newaygo,"Everett Township, Precinct 1",County Clerk,,Jason VanderStelt,Republican,914,705,209,0
Newaygo,"Everett Township, Precinct 1",County Clerk,,Write-in,,23,19,4,0
Newaygo,"Everett Township, Precinct 1",County Clerk,,Over Vote Count,,1,1,0,0
Newaygo,"Everett Township, Precinct 1",County Clerk,,Under Vote Count,,204,175,29,0
Newaygo,"Everett Township, Precinct 1",County Treasurer,,Ballots Cast,,1142,900,242,0
Newaygo,"Everett Township, Precinct 1",County Treasurer,,Jason O'Connell,Republican,914,702,212,0
Newaygo,"Everett Township, Precinct 1",County Treasurer,,Write-in,,22,19,3,0
Newaygo,"Everett Township, Precinct 1",County Treasurer,,Over Vote Count,,0,0,0,0
Newaygo,"Everett Township, Precinct 1",County Treasurer,,Under Vote Count,,206,179,27,0
Newaygo,"Everett Township, Precinct 1",County Register of Deeds,,Ballots Cast,,1142,900,242,0
Newaygo,"Everett Township, Precinct 1",County Register of Deeds,,Stewart Sanders,Republican,923,712,211,0
Newaygo,"Everett Township, Precinct 1",County Register of Deeds,,Write-in,,22,17,5,0
Newaygo,"Everett Township, Precinct 1",County Register of Deeds,,Over Vote Count,,0,0,0,0
Newaygo,"Everett Township, Precinct 1",County Register of Deeds,,Under Vote Count,,197,171,26,0
Newaygo,"Everett Township, Precinct 1",Drain Commissioner,,Ballots Cast,,1142,900,242,0
Newaygo,"Everett Township, Precinct 1",Drain Commissioner,,Dale E. Twing,Republican,914,706,208,0
Newaygo,"Everett Township, Precinct 1",Drain Commissioner,,Write-in,,24,20,4,0
Newaygo,"Everett Township, Precinct 1",Drain Commissioner,,Over Vote Count,,0,0,0,0
Newaygo,"Everett Township, Precinct 1",Drain Commissioner,,Under Vote Count,,204,174,30,0
Newaygo,"Everett Township, Precinct 1",County Commissioner 4th District,,Ballots Cast,,0,0,0,0
Newaygo,"Everett Township, Precinct 1",County Commissioner 4th District,,Jim Maike,Republican,0,0,0,0
Newaygo,"Everett Township, Precinct 1",County Commissioner 4th District,,Write-in,,0,0,0,0
Newaygo,"Everett Township, Precinct 1",County Commissioner 4th District,,Over Vote Count,,0,0,0,0
Newaygo,"Everett Township, Precinct 1",County Commissioner 4th District,,Under Vote Count,,0,0,0,0
Newaygo,"Everett Township, Precinct 1",Everett Township Supervisor,,Ballots Cast,,1142,900,242,0
