county,precinct,office,district,candidate,party,total,election_day,early_voting,av_counting_boards,votes
Lake,"Webber Township, Precinct 17",Village of Baldwin Trustee,,Kelly E. Zoellner,,42,31,11,0,42
Lake,"Webber Township, Precinct 17",Village of Baldwin Trustee,,Write-in,,4,2,2,0,4
Lake,"Webber Township, Precinct 17",Village of Baldwin Trustee,,Pamela Anderson,,1,0,1,0,1
Lake,"Webber Township, Precinct 17",Village of Baldwin Trustee,,Over Vote Count,,0,0,0,0,0
Lake,"Webber Township, Precinct 17",Village of Baldwin Trustee,,Under Vote Count,,101,84,17,0,101
Lake,"Webber Township, Precinct 17",Baldwin Community School District Board Member,,Ballots Cast,,658,534,124,0,658
Lake,"Webber Township, Precinct 17",Baldwin Community School District Board Member,,Katena Abraham,,307,257,50,0,307
Lake,"Webber Township, Precinct 17",Baldwin Community School District Board Member,,Marion Carter Jr.,,248,205,43,0,248
Lake,"Webber Township, Precinct 17",Baldwin Community School District Board Member,,Mary Ann Martin,,289,242,47,0,289
Lake,"Webber Township, Precinct 17",Baldwin Community School District Board Member,,David VanHorn,,266,217,49,0,266
Lake,"Webber Township, Precinct 17",Baldwin Community School District Board Member,,Write-in,,33,27,6,0,33
Lake,"Webber Township, Precinct 17",Baldwin Community School District Board Member,,Over Vote Count,,0,0,0,0,0
Lake,"Webber Township, Precinct 17",Baldwin Community School District Board Member,,Under Vote Count,,1489,1188,301,0,1489
Lake,"Webber Township, Precinct 17",Baldwin Community School District Board Member - Partial Term,,Ballots Cast,,658,534,124,0,658
Lake,"Webber Township, Precinct 17",Baldwin Community School District Board Member - Partial Term,,Write-in,,93,71,22,0,93
Lake,"Webber Township, Precinct 17",Baldwin Community School District Board Member - Partial Term,,Diamond Burrell,,3,0,3,0,3
Lake,"Webber Township, Precinct 17",Baldwin Community School District Board Member - Partial Term,,Over Vote Count,,0,0,0,0,0
Lake,"Webber Township, Precinct 17",Baldwin Community School District Board Member - Partial Term,,Under Vote Count,,565,463,102,0,565
Lake,"Webber Township, Precinct 17",Lake County Veterans Affairs Proposal,,Ballots Cast,,658,534,124,0,658
Lake,"Webber Township, Precinct 17",Lake County Veterans Affairs Proposal,,Yes,,488,400,88,0,488
Lake,"Webber Township, Precinct 17",Lake County Veterans Affairs Proposal,,No,,119,97,22,0,119
Lake,"Webber Township, Precinct 17",Lake County Veterans Affairs Proposal,,Over Vote Count,,0,0,0,0,0
Lake,"Webber Township, Precinct 17",Lake County Veterans Affairs Proposal,,Under Vote Count,,51,37,14,0,51
Lake,"Webber Township, Precinct 17",Lake County Emergency Medical Services Millage Proposal,,Ballots Cast,,658,534,124,0,658
Lake,"Webber Township, Precinct 17",Lake County Emergency Medical Services Millage Proposal,,Yes,,461,371,90,0,461
Lake,"Webber Township, Precinct 17",Lake County Emergency Medical Services Millage Proposal,,No,,144,124,20,0,144
Lake,"Webber Township, Precinct 17",Lake County Emergency Medical Services Millage Proposal,,Over Vote Count,,0,0,0,0,0
Lake,"Webber Township, Precinct 17",Lake County Emergency Medical Services Millage Proposal,,Under Vote Count,,53,39,14,0,53
Lake,"Webber Township, Precinct 17",Baldwin Community School Safety Bond Proposal,,Ballots Cast,,658,534,124,0,658
Lake,"Webber Township, Precinct 17",Baldwin Community School Safety Bond Proposal,,Yes,,341,272,69,0,341
Lake,"Webber Township, Precinct 17",Baldwin Community School Safety Bond Proposal,,No,,274,231,43,0,274
Lake,"Webber Township, Precinct 17",Baldwin Community School Safety Bond Proposal,,Over Vote Count,,0,0,0,0,0
Lake,"Webber Township, Precinct 17",Baldwin Community School Safety Bond Proposal,,Under Vote Count,,43,31,12,0,43
Lake,"Yates Township, Precinct 19",President,,Ballots Cast,,465,409,56,0,465
Lake,"Yates Township, Precinct 19",President,,Kamala D. Harris,Democrat,280,254,26,0,280
Lake,"Yates Township, Precinct 19",President,,Donald J. Trump,Republican,179,149,30,0,179
Lake,"Yates Township, Precinct 19",President,,Chase Oliver,Libertarian,1,1,0,0,1
Lake,"Yates Township, Precinct 19",President,,Jill Stein,Green,1,1,0,0,1
Lake,"Yates Township, Precinct 19",President,,Cornel West / Melina Abdullah,No Party Affiliation,1,1,0,0,1
Lake,"Yates Township, Precinct 19",President,,Over Vote Count,,0,0,0,0,0
Lake,"Yates Township, Precinct 19",President,,Under Vote Count,,3,3,0,0,3
Lake,"Yates Township, Precinct 19",U.S. Senate,,Ballots Cast,,465,409,56,0,465
Lake,"Yates Township, Precinct 19",U.S. Senate,,Elissa Slotkin,Democrat,267,242,25,0,267
Lake,"Yates Township, Precinct 19",U.S. Senate,,Mike Rogers,Republican,169,140,29,0,169
Lake,"Yates Township, Precinct 19",U.S. Senate,,Joseph Solis-Mullen,Libertarian,6,6,0,0,6
Lake,"Yates Township, Precinct 19",U.S. Senate,,Dave Stein,U.S. Taxpayers,5,5,0,0,5
Lake,"Yates Township, Precinct 19",U.S. Senate,,Douglas P. Marsh,Green,4,4,0,0,4
Lake,"Yates Township, Precinct 19",U.S. Senate,,Doug Dern,Natural Law,2,2,0,0,2
Lake,"Yates Township, Precinct 19",U.S. Senate,,Write-in,,5,4,1,0,5
Lake,"Yates Township, Precinct 19",U.S. Senate,,Over Vote Count,,0,0,0,0,0
Lake,"Yates Township, Precinct 19",U.S. Senate,,Under Vote Count,,7,6,1,0,7
Lake,"Yates Township, Precinct 19",U.S. House,2,Ballots Cast,,465,409,56,0,465
Lake,"Yates Township, Precinct 19",U.S. House,2,Michael Lynch,Democrat,264,240,24,0,264
Lake,"Yates Township, Precinct 19",U.S. House,2,John R. Moolenaar,Republican,167,139,28,0,167
Lake,"Yates Township, Precinct 19",U.S. House,2,Ben DeJong,Libertarian,6,6,0,0,6
Lake,"Yates Township, Precinct 19",U.S. House,2,Scott Adams,U.S. Taxpayers,8,8,0,0,8
Lake,"Yates Township, Precinct 19",U.S. House,2,Write-in,,3,2,1,0,3
Lake,"Yates Township, Precinct 19",U.S. House,2,Over Vote Count,,0,0,0,0,0
Lake,"Yates Township, Precinct 19",U.S. House,2,Under Vote Count,,17,14,3,0,17
Lake,"Yates Township, Precinct 19",State House,101,Ballots Cast,,465,409,56,0,465
Lake,"Yates Township, Precinct 19",State House,101,Christopher R. Crain,Democrat,265,241,24,0,265
Lake,"Yates Township, Precinct 19",State House,101,Joseph D. Fox,Republican,179,150,29,0,179
Lake,"Yates Township, Precinct 19",State House,101,Write-in,,6,4,2,0,6
Lake,"Yates Township, Precinct 19",State House,101,Over Vote Count,,0,0,0,0,0
Lake,"Yates Township, Precinct 19",State House,101,Under Vote Count,,15,14,1,0,15
Lake,"Yates Township, Precinct 19",Member of the State Board of Education,,Ballots Cast,,465,409,56,0,465
Lake,"Yates Township, Precinct 19",Member of the State Board of Education,,Theodore Jones,Democrat,249,226,23,0,249
Lake,"Yates Township, Precinct 19",Member of the State Board of Education,,Adam Frederick Zemke,Democrat,234,211,23,0,234
Lake,"Yates Township, Precinct 19",Member of the State Board of Education,,Tom McMillin,Republican,144,117,27,0,144
Lake,"Yates Township, Precinct 19",Member of the State Board of Education,,Nikki Snyder,Republican,148,123,25,0,148
Lake,"Yates Township, Precinct 19",Member of the State Board of Education,,Scotty Boman,Libertarian,10,7,3,0,10
Lake,"Yates Township, Precinct 19",Member of the State Board of Education,,Ted Gerrard,U.S. Taxpayers,5,5,0,0,5
Lake,"Yates Township, Precinct 19",Member of the State Board of Education,,Christine C. Schwartz,U.S. Taxpayers,8,7,1,0,8
Lake,"Yates Township, Precinct 19",Member of the State Board of Education,,Mary Anne Hering,Working Class,23,23,0,0,23
Lake,"Yates Township, Precinct 19",Member of the State Board of Education,,Write-in,,9,8,1,0,9
Lake,"Yates Township, Precinct 19",Member of the State Board of Education,,Over Vote Count,,0,0,0,0,0
Lake,"Yates Township, Precinct 19",Member of the State Board of Education,,Under Vote Count,,100,91,9,0,100
Lake,"Yates Township, Precinct 19",Regent of the University of Michigan,,Ballots Cast,,465,409,56,0,465
Lake,"Yates Township, Precinct 19",Regent of the University of Michigan,,Denise Ilitch,Democrat,251,227,24,0,251
Lake,"Yates Township, Precinct 19",Regent of the University of Michigan,,Shauna Ryder Diggs,Democrat,247,224,23,0,247
Lake,"Yates Township, Precinct 19",Regent of the University of Michigan,,Carl Meyers,Republican,156,128,28,0,156
Lake,"Yates Township, Precinct 19",Regent of the University of Michigan,,Sevag Vartanian,Republican,137,114,23,0,137
Lake,"Yates Township, Precinct 19",Regent of the University of Michigan,,Andrew Chadderdon,Libertarian,12,10,2,0,12
Lake,"Yates Township, Precinct 19",Regent of the University of Michigan,,Donna M. Oetman,U.S. Taxpayers,15,15,0,0,15
Lake,"Yates Township, Precinct 19",Regent of the University of Michigan,,Write-in,,7,6,1,0,7
Lake,"Yates Township, Precinct 19",Regent of the University of Michigan,,Over Vote Count,,0,0,0,0,0
Lake,"Yates Township, Precinct 19",Regent of the University of Michigan,,Under Vote Count,,105,94,11,0,105
Lake,"Yates Township, Precinct 19",Trustee of Michigan State University,,Ballots Cast,,465,409,56,0,465
Lake,"Yates Township, Precinct 19",Trustee of Michigan State University,,Rebecca Bahar-Cook,Democrat,244,222,22,0,244
Lake,"Yates Township, Precinct 19",Trustee of Michigan State University,,Thomas Stallworth III,Democrat,236,214,22,0,236
Lake,"Yates Township, Precinct 19",Trustee of Michigan State University,,Mike Balow,Republican,146,118,28,0,146
Lake,"Yates Township, Precinct 19",Trustee of Michigan State University,,Julie Maday,Republican,139,116,23,0,139
Lake,"Yates Township, Precinct 19",Trustee of Michigan State University,,Grant T. Baker,Libertarian,9,7,2,0,9
Lake,"Yates Township, Precinct 19",Trustee of Michigan State University,,Janet M. Sanger,U.S. Taxpayers,12,12,0,0,12
Lake,"Yates Township, Precinct 19",Trustee of Michigan State University,,John Paul Sanger,U.S. Taxpayers,9,9,0,0,9
Lake,"Yates Township, Precinct 19",Trustee of Michigan State University,,John Anthony La Pietra,Green,8,8,0,0,8
Lake,"Yates Township, Precinct 19",Trustee of Michigan State University,,Write-in,,8,6,2,0,8
Lake,"Yates Township, Precinct 19",Trustee of Michigan State University,,Over Vote Count,,0,0,0,0,0
Lake,"Yates Township, Precinct 19",Trustee of Michigan State University,,Under Vote Count,,119,106,13,0,119
Lake,"Yates Township, Precinct 19",Governor of Wayne State University,,Ballots Cast,,465,409,56,0,465
Lake,"Yates Township, Precinct 19",Governor of Wayne State University,,Rasha Demashkieh,Democrat,226,205,21,0,226
Lake,"Yates Township, Precinct 19",Governor of Wayne State University,,Mark T. Gaffney,Democrat,245,222,23,0,245
Lake,"Yates Township, Precinct 19",Governor of Wayne State University,,Michael Busuito,Republican,148,122,26,0,148
Lake,"Yates Township, Precinct 19",Governor of Wayne State University,,Sunny Reddy,Republican,145,121,24,0,145
Lake,"Yates Township, Precinct 19",Governor of Wayne State University,,Farid Ishac,Libertarian,6,4,2,0,6
Lake,"Yates Township, Precinct 19",Governor of Wayne State University,,William Mohr II,U.S. Taxpayers,8,7,1,0,8
Lake,"Yates Township, Precinct 19",Governor of Wayne State University,,Sami Makhoul,Green,5,5,0,0,5
Lake,"Yates Township, Precinct 19",Governor of Wayne State University,,Suzanne Roehrig,Working Class,16,16,0,0,16
Lake,"Yates Township, Precinct 19",Governor of Wayne State University,,Kathleen Oakford,Natural Law,7,7,0,0,7
Lake,"Yates Township, Precinct 19",Governor of Wayne State University,,Write-in,,7,5,2,0,7
Lake,"Yates Township, Precinct 19",Governor of Wayne State University,,Over Vote Count,,0,0,0,0,0
Lake,"Yates Township, Precinct 19",Governor of Wayne State University,,Under Vote Count,,117,104,13,0,117
Lake,"Yates Township, Precinct 19",County Prosecuting Attorney,,Ballots Cast,,465,409,56,0,465
Lake,"Yates Township, Precinct 19",County Prosecuting Attorney,,Gregory T. Mick,No Party Affiliation,144,123,21,0,144
Lake,"Yates Township, Precinct 19",County Prosecuting Attorney,,Al Swanson,No Party Affiliation,119,108,11,0,119
Lake,"Yates Township, Precinct 19",County Prosecuting Attorney,,Write-in,,16,14,2,0,16
Lake,"Yates Township, Precinct 19",County Prosecuting Attorney,,Over Vote Count,,0,0,0,0,0
Lake,"Yates Township, Precinct 19",County Prosecuting Attorney,,Under Vote Count,,186,164,22,0,186
Lake,"Yates Township, Precinct 19",County Sheriff,,Ballots Cast,,465,409,56,0,465
Lake,"Yates Township, Precinct 19",County Sheriff,,Rich Martin,Republican,279,240,39,0,279
Lake,"Yates Township, Precinct 19",County Sheriff,,Joseph Umbreit,No Party Affiliation,101,96,5,0,101
Lake,"Yates Township, Precinct 19",County Sheriff,,Write-in,,8,6,2,0,8
Lake,"Yates Township, Precinct 19",County Sheriff,,Over Vote Count,,0,0,0,0,0
Lake,"Yates Township, Precinct 19",County Sheriff,,Under Vote Count,,77,67,10,0,77
Lake,"Yates Township, Precinct 19",County Clerk and Register of Deeds,,Ballots Cast,,465,409,56,0,465
Lake,"Yates Township, Precinct 19",County Clerk and Register of Deeds,,Patti Pacola,Republican,240,202,38,0,240
Lake,"Yates Township, Precinct 19",County Clerk and Register of Deeds,,Ryan Weston Ducati,No Party Affiliation,100,94,6,0,100
Lake,"Yates Township, Precinct 19",County Clerk and Register of Deeds,,Write-in,,10,8,2,0,10
Lake,"Yates Township, Precinct 19",County Clerk and Register of Deeds,,Over Vote Count,,0,0,0,0,0
Lake,"Yates Township, Precinct 19",County Clerk and Register of Deeds,,Under Vote Count,,115,105,10,0,115
Lake,"Yates Township, Precinct 19",County Treasurer,,Ballots Cast,,465,409,56,0,465
Lake,"Yates Township, Precinct 19",County Treasurer,,Kellie Allen,Republican,277,237,40,0,277
Lake,"Yates Township, Precinct 19",County Treasurer,,Write-in,,18,17,1,0,18
Lake,"Yates Township, Precinct 19",County Treasurer,,Over Vote Count,,0,0,0,0,0
Lake,"Yates Township, Precinct 19",County Treasurer,,Under Vote Count,,170,155,15,0,170
Lake,"Yates Township, Precinct 19",County Road Commissioner,,Ballots Cast,,465,409,56,0,465
Lake,"Yates Township, Precinct 19",County Road Commissioner,,Jim Fri,Democrat,249,226,23,0,249
Lake,"Yates Township, Precinct 19",County Road Commissioner,,Don Divis,Republican,180,149,31,0,180
Lake,"Yates Township, Precinct 19",County Road Commissioner,,Write-in,,6,5,1,0,6
Lake,"Yates Township, Precinct 19",County Road Commissioner,,Over Vote Count,,0,0,0,0,0
Lake,"Yates Township, Precinct 19",County Road Commissioner,,Under Vote Count,,30,29,1,0,30
Lake,"Yates Township, Precinct 19",County Surveyor,,Ballots Cast,,465,409,56,0,465
Lake,"Yates Township, Precinct 19",County Surveyor,,Patrick Johnson,Republican,262,224,38,0,262
Lake,"Yates Township, Precinct 19",County Surveyor,,Write-in,,22,20,2,0,22
Lake,"Yates Township, Precinct 19",County Surveyor,,Over Vote Count,,0,0,0,0,0
Lake,"Yates Township, Precinct 19",County Surveyor,,Under Vote Count,,181,165,16,0,181
Lake,"Yates Township, Precinct 19",County Commissioner 2nd District,,Ballots Cast,,465,409,56,0,465
Lake,"Yates Township, Precinct 19",County Commissioner 2nd District,,Howard Lodholtz,Republican,256,218,38,0,256
Lake,"Yates Township, Precinct 19",County Commissioner 2nd District,,Write-in,,23,20,3,0,23
Lake,"Yates Township, Precinct 19",County Commissioner 2nd District,,Over Vote Count,,0,0,0,0,0
Lake,"Yates Township, Precinct 19",County Commissioner 2nd District,,Under Vote Count,,186,171,15,0,186
Lake,"Yates Township, Precinct 19",Yates Township Supervisor,,Ballots Cast,,465,409,56,0,465
Lake,"Yates Township, Precinct 19",Yates Township Supervisor,,Kurt Johnson,Democrat,251,233,18,0,251
Lake,"Yates Township, Precinct 19",Yates Township Supervisor,,Patricia Williams,No Party Affiliation,151,125,26,0,151
Lake,"Yates Township, Precinct 19",Yates Township Supervisor,,Write-in,,5,4,1,0,5
Lake,"Yates Township, Precinct 19",Yates Township Supervisor,,Over Vote Count,,0,0,0,0,0
Lake,"Yates Township, Precinct 19",Yates Township Supervisor,,Under Vote Count,,58,47,11,0,58
Lake,"Yates Township, Precinct 19",Yates Township Clerk,,Ballots Cast,,465,409,56,0,465
Lake,"Yates Township, Precinct 19",Yates Township Clerk,,Barbara McGregory,Democrat,335,303,32,0,335
Lake,"Yates Township, Precinct 19",Yates Township Clerk,,Write-in,,29,24,5,0,29
Lake,"Yates Township, Precinct 19",Yates Township Clerk,,Over Vote Count,,0,0,0,0,0
Lake,"Yates Township, Precinct 19",Yates Township Clerk,,Under Vote Count,,101,82,19,0,101
Lake,"Yates Township, Precinct 19",Yates Township Treasurer,,Ballots Cast,,465,409,56,0,465
Lake,"Yates Township, Precinct 19",Yates Township Treasurer,,Jacqueline Patterson,Democrat,345,310,35,0,345
Lake,"Yates Township, Precinct 19",Yates Township Treasurer,,Write-in,,28,23,5,0,28
Lake,"Yates Township, Precinct 19",Yates Township Treasurer,,Over Vote Count,,0,0,0,0,0
Lake,"Yates Township, Precinct 19",Yates Township Treasurer,,Under Vote Count,,92,76,16,0,92
Lake,"Yates Township, Precinct 19",Yates Township Trustee,,Ballots Cast,,465,409,56,0,465
Lake,"Yates Township, Precinct 19",Yates Township Trustee,,Shawn Coffey,Democrat,303,278,25,0,303
Lake,"Yates Township, Precinct 19",Yates Township Trustee,,Erica Tate,Democrat,300,274,26,0,300
Lake,"Yates Township, Precinct 19",Yates Township Trustee,,Write-in,,35,25,10,0,35
Lake,"Yates Township, Precinct 19",Yates Township Trustee,,Over Vote Count,,0,0,0,0,0
Lake,"Yates Township, Precinct 19",Yates Township Trustee,,Under Vote Count,,292,241,51,0,292
Lake,"Yates Township, Precinct 19",Justice of Supreme Court,,Ballots Cast,,465,409,56,0,465
Lake,"Yates Township, Precinct 19",Justice of Supreme Court,,Andrew Fink,,108,91,17,0,108
Lake,"Yates Township, Precinct 19",Justice of Supreme Court,,Kimberly Ann Thomas,,223,206,17,0,223
