county,precinct,office,district,candidate,party,votes,election_day,av_counting_boards,early_voting
Jackson,"Summit Township, Precinct 4JPS",U.S. Senate,,Mike Rogers,REP,985,289,336,360
Jackson,"Summit Township, Precinct 5",U.S. Senate,,Mike Rogers,REP,997,261,330,406
Jackson,"Summit Township, Precinct 6",U.S. Senate,,Mike Rogers,REP,646,211,216,219
Jackson,"Summit Township, Precinct 7",U.S. Senate,,Mike Rogers,REP,1122,551,282,289
Jackson,"Summit Township, Precinct 8",U.S. Senate,,Mike Rogers,REP,835,425,199,211
Jackson,"Tompkins Township, Precinct 1",U.S. Senate,,Mike Rogers,REP,1023,670,191,162
Jackson,"Waterloo Township, Precinct 1",U.S. Senate,,Mike Rogers,REP,1078,638,294,146
Jackson,"City of Jackson, Ward 1, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,LIB,15,11,4,0
Jackson,"City of Jackson, Ward 2, Precinct 2",U.S. Senate,,Joseph Solis-Mullen,LIB,4,1,2,1
Jackson,"City of Jackson, Ward 2, Precinct 3",U.S. Senate,,Joseph Solis-Mullen,LIB,12,8,3,1
Jackson,"City of Jackson, Ward 3, Precinct 4",U.S. Senate,,Joseph Solis-Mullen,LIB,12,10,1,1
Jackson,"City of Jackson, Ward 3, Precinct 5",U.S. Senate,,Joseph Solis-Mullen,LIB,20,14,5,1
Jackson,"City of Jackson, Ward 4, Precinct 6",U.S. Senate,,Joseph Solis-Mullen,LIB,26,21,2,3
Jackson,"City of Jackson, Ward 4, Precinct 7",U.S. Senate,,Joseph Solis-Mullen,LIB,20,14,5,1
Jackson,"City of Jackson, Ward 5, Precinct 8",U.S. Senate,,Joseph Solis-Mullen,LIB,20,10,4,6
Jackson,"City of Jackson, Ward 6, Precinct 9",U.S. Senate,,Joseph Solis-Mullen,LIB,29,17,7,5
Jackson,"City of Jackson, Ward 6, Precinct 10",U.S. Senate,,Joseph Solis-Mullen,LIB,15,8,2,5
Jackson,"Blackman Charter Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,LIB,15,11,2,2
Jackson,"Blackman Charter Township, Precinct 2NW",U.S. Senate,,Joseph Solis-Mullen,LIB,23,12,4,7
Jackson,"Blackman Charter Township, Precinct 3NW",U.S. Senate,,Joseph Solis-Mullen,LIB,21,11,6,4
Jackson,"Blackman Charter Township, Precinct 4NW",U.S. Senate,,Joseph Solis-Mullen,LIB,14,10,2,2
Jackson,"Blackman Charter Township, Precinct 5",U.S. Senate,,Joseph Solis-Mullen,LIB,17,7,9,1
Jackson,"Blackman Charter Township, Precinct 6NW",U.S. Senate,,Joseph Solis-Mullen,LIB,16,8,7,1
Jackson,"Columbia Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,LIB,27,10,5,12
Jackson,"Columbia Township, Precinct 2",U.S. Senate,,Joseph Solis-Mullen,LIB,15,9,3,3
Jackson,"Columbia Township, Precinct 3COL",U.S. Senate,,Joseph Solis-Mullen,LIB,17,8,4,5
Jackson,"Concord Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,LIB,24,19,4,1
Jackson,"Grass Lake Charter Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,LIB,18,12,4,2
Jackson,"Grass Lake Charter Township, Precinct 2",U.S. Senate,,Joseph Solis-Mullen,LIB,17,10,6,1
Jackson,"Grass Lake Charter Township, Precinct 3VIL",U.S. Senate,,Joseph Solis-Mullen,LIB,11,10,0,1
Jackson,"Hanover Township, Precinct 1HH",U.S. Senate,,Joseph Solis-Mullen,LIB,9,3,6,0
Jackson,"Hanover Township, Precinct 2",U.S. Senate,,Joseph Solis-Mullen,LIB,16,12,1,3
Jackson,"Henrietta Township, Precinct 1NW",U.S. Senate,,Joseph Solis-Mullen,LIB,12,8,3,1
Jackson,"Henrietta Township, Precinct 2",U.S. Senate,,Joseph Solis-Mullen,LIB,13,10,3,0
Jackson,"Leoni Township, Precinct 1MC",U.S. Senate,,Joseph Solis-Mullen,LIB,24,13,9,2
Jackson,"Leoni Township, Precinct 2",U.S. Senate,,Joseph Solis-Mullen,LIB,19,13,6,0
Jackson,"Leoni Township, Precinct 3",U.S. Senate,,Joseph Solis-Mullen,LIB,21,10,5,6
Jackson,"Leoni Township, Precinct 4",U.S. Senate,,Joseph Solis-Mullen,LIB,24,17,3,4
Jackson,"Liberty Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,LIB,21,20,0,1
Jackson,"Liberty Township, Precinct 2",U.S. Senate,,Joseph Solis-Mullen,LIB,3,2,0,1
Jackson,"Napoleon Township, Precinct 1NAP",U.S. Senate,,Joseph Solis-Mullen,LIB,20,13,6,1
Jackson,"Napoleon Township, Precinct 2",U.S. Senate,,Joseph Solis-Mullen,LIB,20,13,5,2
Jackson,"Napoleon Township, Precinct 3NAP",U.S. Senate,,Joseph Solis-Mullen,LIB,12,5,5,2
Jackson,"Norvell Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,LIB,8,8,0,0
Jackson,"Norvell Township, Precinct 2COL",U.S. Senate,,Joseph Solis-Mullen,LIB,15,10,4,1
Jackson,"Parma Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,LIB,23,23,0,0
Jackson,"Pulaski Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,LIB,12,10,0,2
Jackson,"Rives Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,LIB,16,11,3,2
Jackson,"Rives Township, Precinct 2",U.S. Senate,,Joseph Solis-Mullen,LIB,12,11,1,0
Jackson,"Sandstone Charter Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,LIB,17,11,2,4
Jackson,"Sandstone Charter Township, Precinct 2WEST",U.S. Senate,,Joseph Solis-Mullen,LIB,8,6,1,1
Jackson,"Sandstone Charter Township, Precinct 3",U.S. Senate,,Joseph Solis-Mullen,LIB,8,5,3,0
Jackson,"Spring Arbor Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,LIB,12,5,3,4
Jackson,"Spring Arbor Township, Precinct 2",U.S. Senate,,Joseph Solis-Mullen,LIB,19,9,3,7
Jackson,"Spring Arbor Township, Precinct 3",U.S. Senate,,Joseph Solis-Mullen,LIB,18,11,5,2
Jackson,"Springport Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,LIB,24,23,0,1
Jackson,"Summit Township, Precinct 1JPS",U.S. Senate,,Joseph Solis-Mullen,LIB,18,12,5,1
Jackson,"Summit Township, Precinct 2",U.S. Senate,,Joseph Solis-Mullen,LIB,23,11,5,7
Jackson,"Summit Township, Precinct 3JPS",U.S. Senate,,Joseph Solis-Mullen,LIB,15,8,3,4
Jackson,"Summit Township, Precinct 4JPS",U.S. Senate,,Joseph Solis-Mullen,LIB,17,8,5,4
Jackson,"Summit Township, Precinct 5",U.S. Senate,,Joseph Solis-Mullen,LIB,18,9,3,6
Jackson,"Summit Township, Precinct 6",U.S. Senate,,Joseph Solis-Mullen,LIB,8,3,3,2
Jackson,"Summit Township, Precinct 7",U.S. Senate,,Joseph Solis-Mullen,LIB,28,21,5,2
Jackson,"Summit Township, Precinct 8",U.S. Senate,,Joseph Solis-Mullen,LIB,28,15,8,5
Jackson,"Tompkins Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,LIB,38,24,5,9
Jackson,"Waterloo Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,LIB,17,14,2,1
Jackson,"City of Jackson, Ward 1, Precinct 1",U.S. Senate,,Dave Stein,UST,19,10,8,1
Jackson,"City of Jackson, Ward 2, Precinct 2",U.S. Senate,,Dave Stein,UST,7,3,3,1
Jackson,"City of Jackson, Ward 2, Precinct 3",U.S. Senate,,Dave Stein,UST,24,12,7,5
Jackson,"City of Jackson, Ward 3, Precinct 4",U.S. Senate,,Dave Stein,UST,8,6,2,0
Jackson,"City of Jackson, Ward 3, Precinct 5",U.S. Senate,,Dave Stein,UST,14,8,4,2
Jackson,"City of Jackson, Ward 4, Precinct 6",U.S. Senate,,Dave Stein,UST,15,5,7,3
Jackson,"City of Jackson, Ward 4, Precinct 7",U.S. Senate,,Dave Stein,UST,12,8,2,2
Jackson,"City of Jackson, Ward 5, Precinct 8",U.S. Senate,,Dave Stein,UST,27,16,10,1
Jackson,"City of Jackson, Ward 6, Precinct 9",U.S. Senate,,Dave Stein,UST,13,8,5,0
Jackson,"City of Jackson, Ward 6, Precinct 10",U.S. Senate,,Dave Stein,UST,9,3,5,1
Jackson,"Blackman Charter Township, Precinct 1",U.S. Senate,,Dave Stein,UST,21,13,3,5
Jackson,"Blackman Charter Township, Precinct 2NW",U.S. Senate,,Dave Stein,UST,16,7,8,1
Jackson,"Blackman Charter Township, Precinct 3NW",U.S. Senate,,Dave Stein,UST,13,8,2,3
Jackson,"Blackman Charter Township, Precinct 4NW",U.S. Senate,,Dave Stein,UST,14,7,7,0
Jackson,"Blackman Charter Township, Precinct 5",U.S. Senate,,Dave Stein,UST,14,7,2,5
Jackson,"Blackman Charter Township, Precinct 6NW",U.S. Senate,,Dave Stein,UST,9,3,5,1
Jackson,"Columbia Township, Precinct 1",U.S. Senate,,Dave Stein,UST,7,3,2,2
Jackson,"Columbia Township, Precinct 2",U.S. Senate,,Dave Stein,UST,6,4,2,0
Jackson,"Columbia Township, Precinct 3COL",U.S. Senate,,Dave Stein,UST,18,11,5,2
Jackson,"Concord Township, Precinct 1",U.S. Senate,,Dave Stein,UST,13,7,6,0
Jackson,"Grass Lake Charter Township, Precinct 1",U.S. Senate,,Dave Stein,UST,5,2,3,0
Jackson,"Grass Lake Charter Township, Precinct 2",U.S. Senate,,Dave Stein,UST,14,9,5,0
Jackson,"Grass Lake Charter Township, Precinct 3VIL",U.S. Senate,,Dave Stein,UST,6,5,1,0
Jackson,"Hanover Township, Precinct 1HH",U.S. Senate,,Dave Stein,UST,7,3,4,0
Jackson,"Hanover Township, Precinct 2",U.S. Senate,,Dave Stein,UST,9,5,3,1
Jackson,"Henrietta Township, Precinct 1NW",U.S. Senate,,Dave Stein,UST,9,5,3,1
Jackson,"Henrietta Township, Precinct 2",U.S. Senate,,Dave Stein,UST,13,7,5,1
Jackson,"Leoni Township, Precinct 1MC",U.S. Senate,,Dave Stein,UST,25,10,15,0
Jackson,"Leoni Township, Precinct 2",U.S. Senate,,Dave Stein,UST,23,13,8,2
Jackson,"Leoni Township, Precinct 3",U.S. Senate,,Dave Stein,UST,14,5,8,1
Jackson,"Leoni Township, Precinct 4",U.S. Senate,,Dave Stein,UST,27,17,9,1
Jackson,"Liberty Township, Precinct 1",U.S. Senate,,Dave Stein,UST,7,6,0,1
Jackson,"Liberty Township, Precinct 2",U.S. Senate,,Dave Stein,UST,4,2,0,2
Jackson,"Napoleon Township, Precinct 1NAP",U.S. Senate,,Dave Stein,UST,18,10,8,0
Jackson,"Napoleon Township, Precinct 2",U.S. Senate,,Dave Stein,UST,11,8,3,0
Jackson,"Napoleon Township, Precinct 3NAP",U.S. Senate,,Dave Stein,UST,11,6,3,2
Jackson,"Norvell Township, Precinct 1",U.S. Senate,,Dave Stein,UST,9,3,3,3
Jackson,"Norvell Township, Precinct 2COL",U.S. Senate,,Dave Stein,UST,5,2,0,3
Jackson,"Parma Township, Precinct 1",U.S. Senate,,Dave Stein,UST,26,23,0,3
Jackson,"Pulaski Township, Precinct 1",U.S. Senate,,Dave Stein,UST,16,16,0,0
Jackson,"Rives Township, Precinct 1",U.S. Senate,,Dave Stein,UST,10,6,3,1
Jackson,"Rives Township, Precinct 2",U.S. Senate,,Dave Stein,UST,13,9,4,0
Jackson,"Sandstone Charter Township, Precinct 1",U.S. Senate,,Dave Stein,UST,8,5,3,0
Jackson,"Sandstone Charter Township, Precinct 2WEST",U.S. Senate,,Dave Stein,UST,7,4,2,1
Jackson,"Sandstone Charter Township, Precinct 3",U.S. Senate,,Dave Stein,UST,12,9,3,0
Jackson,"Spring Arbor Township, Precinct 1",U.S. Senate,,Dave Stein,UST,9,5,3,1
Jackson,"Spring Arbor Township, Precinct 2",U.S. Senate,,Dave Stein,UST,9,5,1,3
Jackson,"Spring Arbor Township, Precinct 3",U.S. Senate,,Dave Stein,UST,16,7,6,3
Jackson,"Springport Township, Precinct 1",U.S. Senate,,Dave Stein,UST,10,10,0,0
Jackson,"Summit Township, Precinct 1JPS",U.S. Senate,,Dave Stein,UST,16,7,7,2
Jackson,"Summit Township, Precinct 2",U.S. Senate,,Dave Stein,UST,15,3,9,3
Jackson,"Summit Township, Precinct 3JPS",U.S. Senate,,Dave Stein,UST,11,2,7,2
Jackson,"Summit Township, Precinct 4JPS",U.S. Senate,,Dave Stein,UST,5,3,1,1
Jackson,"Summit Township, Precinct 5",U.S. Senate,,Dave Stein,UST,4,1,1,2
Jackson,"Summit Township, Precinct 6",U.S. Senate,,Dave Stein,UST,9,5,3,1
Jackson,"Summit Township, Precinct 7",U.S. Senate,,Dave Stein,UST,18,6,9,3
Jackson,"Summit Township, Precinct 8",U.S. Senate,,Dave Stein,UST,6,3,2,1
Jackson,"Tompkins Township, Precinct 1",U.S. Senate,,Dave Stein,UST,12,6,5,1
Jackson,"Waterloo Township, Precinct 1",U.S. Senate,,Dave Stein,UST,7,6,0,1
Jackson,"City of Jackson, Ward 1, Precinct 1",U.S. Senate,,Douglas P. Marsh,GRN,18,9,8,1
Jackson,"City of Jackson, Ward 2, Precinct 2",U.S. Senate,,Douglas P. Marsh,GRN,3,1,1,1
Jackson,"City of Jackson, Ward 2, Precinct 3",U.S. Senate,,Douglas P. Marsh,GRN,17,9,8,0
Jackson,"City of Jackson, Ward 3, Precinct 4",U.S. Senate,,Douglas P. Marsh,GRN,3,3,0,0
Jackson,"City of Jackson, Ward 3, Precinct 5",U.S. Senate,,Douglas P. Marsh,GRN,9,3,4,2
Jackson,"City of Jackson, Ward 4, Precinct 6",U.S. Senate,,Douglas P. Marsh,GRN,5,3,2,0
Jackson,"City of Jackson, Ward 4, Precinct 7",U.S. Senate,,Douglas P. Marsh,GRN,8,4,3,1
Jackson,"City of Jackson, Ward 5, Precinct 8",U.S. Senate,,Douglas P. Marsh,GRN,22,11,5,6
Jackson,"City of Jackson, Ward 6, Precinct 9",U.S. Senate,,Douglas P. Marsh,GRN,11,6,5,0
Jackson,"City of Jackson, Ward 6, Precinct 10",U.S. Senate,,Douglas P. Marsh,GRN,8,4,0,4
Jackson,"Blackman Charter Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,GRN,11,5,6,0
Jackson,"Blackman Charter Township, Precinct 2NW",U.S. Senate,,Douglas P. Marsh,GRN,9,6,3,0
Jackson,"Blackman Charter Township, Precinct 3NW",U.S. Senate,,Douglas P. Marsh,GRN,12,9,1,2
Jackson,"Blackman Charter Township, Precinct 4NW",U.S. Senate,,Douglas P. Marsh,GRN,10,6,3,1
Jackson,"Blackman Charter Township, Precinct 5",U.S. Senate,,Douglas P. Marsh,GRN,9,7,2,0
Jackson,"Blackman Charter Township, Precinct 6NW",U.S. Senate,,Douglas P. Marsh,GRN,10,5,3,2
Jackson,"Columbia Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,GRN,11,9,0,2
Jackson,"Columbia Township, Precinct 2",U.S. Senate,,Douglas P. Marsh,GRN,14,6,6,2
Jackson,"Columbia Township, Precinct 3COL",U.S. Senate,,Douglas P. Marsh,GRN,6,2,3,1
Jackson,"Concord Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,GRN,12,7,3,2
Jackson,"Grass Lake Charter Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,GRN,8,6,1,1
Jackson,"Grass Lake Charter Township, Precinct 2",U.S. Senate,,Douglas P. Marsh,GRN,7,2,5,0
Jackson,"Grass Lake Charter Township, Precinct 3VIL",U.S. Senate,,Douglas P. Marsh,GRN,8,5,3,0
Jackson,"Hanover Township, Precinct 1HH",U.S. Senate,,Douglas P. Marsh,GRN,4,1,2,1
Jackson,"Hanover Township, Precinct 2",U.S. Senate,,Douglas P. Marsh,GRN,6,4,2,0
Jackson,"Henrietta Township, Precinct 1NW",U.S. Senate,,Douglas P. Marsh,GRN,5,4,1,0
Jackson,"Henrietta Township, Precinct 2",U.S. Senate,,Douglas P. Marsh,GRN,6,3,2,1
Jackson,"Leoni Township, Precinct 1MC",U.S. Senate,,Douglas P. Marsh,GRN,11,8,3,0
Jackson,"Leoni Township, Precinct 2",U.S. Senate,,Douglas P. Marsh,GRN,21,11,8,2
Jackson,"Leoni Township, Precinct 3",U.S. Senate,,Douglas P. Marsh,GRN,12,5,6,1
Jackson,"Leoni Township, Precinct 4",U.S. Senate,,Douglas P. Marsh,GRN,7,2,5,0
Jackson,"Liberty Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,GRN,8,7,0,1
Jackson,"Liberty Township, Precinct 2",U.S. Senate,,Douglas P. Marsh,GRN,4,2,0,2
Jackson,"Napoleon Township, Precinct 1NAP",U.S. Senate,,Douglas P. Marsh,GRN,4,2,0,2
Jackson,"Napoleon Township, Precinct 2",U.S. Senate,,Douglas P. Marsh,GRN,9,5,4,0
Jackson,"Napoleon Township, Precinct 3NAP",U.S. Senate,,Douglas P. Marsh,GRN,8,5,3,0
Jackson,"Norvell Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,GRN,10,6,4,0
Jackson,"Norvell Township, Precinct 2COL",U.S. Senate,,Douglas P. Marsh,GRN,4,3,1,0
Jackson,"Parma Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,GRN,14,13,0,1
Jackson,"Pulaski Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,GRN,8,8,0,0
Jackson,"Rives Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,GRN,12,9,2,1
Jackson,"Rives Township, Precinct 2",U.S. Senate,,Douglas P. Marsh,GRN,4,3,0,1
Jackson,"Sandstone Charter Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,GRN,5,2,3,0
Jackson,"Sandstone Charter Township, Precinct 2WEST",U.S. Senate,,Douglas P. Marsh,GRN,6,3,2,1
Jackson,"Sandstone Charter Township, Precinct 3",U.S. Senate,,Douglas P. Marsh,GRN,3,3,0,0
Jackson,"Spring Arbor Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,GRN,8,6,1,1
Jackson,"Spring Arbor Township, Precinct 2",U.S. Senate,,Douglas P. Marsh,GRN,10,4,2,4
Jackson,"Spring Arbor Township, Precinct 3",U.S. Senate,,Douglas P. Marsh,GRN,10,4,5,1
Jackson,"Springport Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,GRN,8,8,0,0
Jackson,"Summit Township, Precinct 1JPS",U.S. Senate,,Douglas P. Marsh,GRN,7,4,2,1
Jackson,"Summit Township, Precinct 2",U.S. Senate,,Douglas P. Marsh,GRN,4,2,1,1
Jackson,"Summit Township, Precinct 3JPS",U.S. Senate,,Douglas P. Marsh,GRN,14,8,1,5
Jackson,"Summit Township, Precinct 4JPS",U.S. Senate,,Douglas P. Marsh,GRN,12,5,4,3
Jackson,"Summit Township, Precinct 5",U.S. Senate,,Douglas P. Marsh,GRN,3,0,1,2
Jackson,"Summit Township, Precinct 6",U.S. Senate,,Douglas P. Marsh,GRN,8,6,2,0
Jackson,"Summit Township, Precinct 7",U.S. Senate,,Douglas P. Marsh,GRN,12,10,1,1
Jackson,"Summit Township, Precinct 8",U.S. Senate,,Douglas P. Marsh,GRN,10,7,3,0
Jackson,"Tompkins Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,GRN,9,7,2,0
Jackson,"Waterloo Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,GRN,7,4,3,0
Jackson,"City of Jackson, Ward 1, Precinct 1",U.S. Senate,,Doug Dern,NLP,15,5,7,3
Jackson,"City of Jackson, Ward 2, Precinct 2",U.S. Senate,,Doug Dern,NLP,6,2,4,0
Jackson,"City of Jackson, Ward 2, Precinct 3",U.S. Senate,,Doug Dern,NLP,17,13,2,2
Jackson,"City of Jackson, Ward 3, Precinct 4",U.S. Senate,,Doug Dern,NLP,7,5,1,1
Jackson,"City of Jackson, Ward 3, Precinct 5",U.S. Senate,,Doug Dern,NLP,11,10,1,0
Jackson,"City of Jackson, Ward 4, Precinct 6",U.S. Senate,,Doug Dern,NLP,4,3,1,0
Jackson,"City of Jackson, Ward 4, Precinct 7",U.S. Senate,,Doug Dern,NLP,8,7,0,1
Jackson,"City of Jackson, Ward 5, Precinct 8",U.S. Senate,,Doug Dern,NLP,17,12,4,1
Jackson,"City of Jackson, Ward 6, Precinct 9",U.S. Senate,,Doug Dern,NLP,5,2,1,2
Jackson,"City of Jackson, Ward 6, Precinct 10",U.S. Senate,,Doug Dern,NLP,2,0,2,0
Jackson,"Blackman Charter Township, Precinct 1",U.S. Senate,,Doug Dern,NLP,5,2,0,3
Jackson,"Blackman Charter Township, Precinct 2NW",U.S. Senate,,Doug Dern,NLP,7,3,0,4
Jackson,"Blackman Charter Township, Precinct 3NW",U.S. Senate,,Doug Dern,NLP,7,3,3,1
Jackson,"Blackman Charter Township, Precinct 4NW",U.S. Senate,,Doug Dern,NLP,7,3,3,1
Jackson,"Blackman Charter Township, Precinct 5",U.S. Senate,,Doug Dern,NLP,11,6,5,0
Jackson,"Blackman Charter Township, Precinct 6NW",U.S. Senate,,Doug Dern,NLP,5,2,3,0
Jackson,"Columbia Township, Precinct 1",U.S. Senate,,Doug Dern,NLP,3,1,0,2
Jackson,"Columbia Township, Precinct 2",U.S. Senate,,Doug Dern,NLP,3,2,1,0
Jackson,"Columbia Township, Precinct 3COL",U.S. Senate,,Doug Dern,NLP,3,1,1,1
Jackson,"Concord Township, Precinct 1",U.S. Senate,,Doug Dern,NLP,7,5,1,1
Jackson,"Grass Lake Charter Township, Precinct 1",U.S. Senate,,Doug Dern,NLP,3,2,1,0
Jackson,"Grass Lake Charter Township, Precinct 2",U.S. Senate,,Doug Dern,NLP,7,4,2,1
Jackson,"Grass Lake Charter Township, Precinct 3VIL",U.S. Senate,,Doug Dern,NLP,6,3,2,1
Jackson,"Hanover Township, Precinct 1HH",U.S. Senate,,Doug Dern,NLP,0,0,0,0
Jackson,"Hanover Township, Precinct 2",U.S. Senate,,Doug Dern,NLP,6,3,3,0
Jackson,"Henrietta Township, Precinct 1NW",U.S. Senate,,Doug Dern,NLP,6,5,0,1
Jackson,"Henrietta Township, Precinct 2",U.S. Senate,,Doug Dern,NLP,6,4,1,1
Jackson,"Leoni Township, Precinct 1MC",U.S. Senate,,Doug Dern,NLP,9,4,5,0
Jackson,"Leoni Township, Precinct 2",U.S. Senate,,Doug Dern,NLP,9,6,1,2
Jackson,"Leoni Township, Precinct 3",U.S. Senate,,Doug Dern,NLP,18,10,5,3
Jackson,"Leoni Township, Precinct 4",U.S. Senate,,Doug Dern,NLP,10,4,6,0
Jackson,"Liberty Township, Precinct 1",U.S. Senate,,Doug Dern,NLP,3,3,0,0
Jackson,"Liberty Township, Precinct 2",U.S. Senate,,Doug Dern,NLP,4,3,0,1
Jackson,"Napoleon Township, Precinct 1NAP",U.S. Senate,,Doug Dern,NLP,5,2,3,0
Jackson,"Napoleon Township, Precinct 2",U.S. Senate,,Doug Dern,NLP,8,5,1,2
Jackson,"Napoleon Township, Precinct 3NAP",U.S. Senate,,Doug Dern,NLP,5,3,2,0
Jackson,"Norvell Township, Precinct 1",U.S. Senate,,Doug Dern,NLP,2,0,1,1
Jackson,"Norvell Township, Precinct 2COL",U.S. Senate,,Doug Dern,NLP,4,3,1,0
Jackson,"Parma Township, Precinct 1",U.S. Senate,,Doug Dern,NLP,5,5,0,0
Jackson,"Pulaski Township, Precinct 1",U.S. Senate,,Doug Dern,NLP,2,2,0,0
Jackson,"Rives Township, Precinct 1",U.S. Senate,,Doug Dern,NLP,11,7,3,1
Jackson,"Rives Township, Precinct 2",U.S. Senate,,Doug Dern,NLP,5,3,0,2
Jackson,"Sandstone Charter Township, Precinct 1",U.S. Senate,,Doug Dern,NLP,2,2,0,0
Jackson,"Sandstone Charter Township, Precinct 2WEST",U.S. Senate,,Doug Dern,NLP,1,1,0,0
Jackson,"Sandstone Charter Township, Precinct 3",U.S. Senate,,Doug Dern,NLP,1,1,0,0
Jackson,"Spring Arbor Township, Precinct 1",U.S. Senate,,Doug Dern,NLP,4,3,0,1
Jackson,"Spring Arbor Township, Precinct 2",U.S. Senate,,Doug Dern,NLP,8,4,1,3
Jackson,"Spring Arbor Township, Precinct 3",U.S. Senate,,Doug Dern,NLP,4,2,1,1
Jackson,"Springport Township, Precinct 1",U.S. Senate,,Doug Dern,NLP,6,6,0,0
Jackson,"Summit Township, Precinct 1JPS",U.S. Senate,,Doug Dern,NLP,5,3,2,0
Jackson,"Summit Township, Precinct 2",U.S. Senate,,Doug Dern,NLP,2,2,0,0
Jackson,"Summit Township, Precinct 3JPS",U.S. Senate,,Doug Dern,NLP,1,0,0,1
Jackson,"Summit Township, Precinct 4JPS",U.S. Senate,,Doug Dern,NLP,10,5,5,0
Jackson,"Summit Township, Precinct 5",U.S. Senate,,Doug Dern,NLP,2,0,1,1
Jackson,"Summit Township, Precinct 6",U.S. Senate,,Doug Dern,NLP,2,1,0,1
Jackson,"Summit Township, Precinct 7",U.S. Senate,,Doug Dern,NLP,10,4,5,1
Jackson,"Summit Township, Precinct 8",U.S. Senate,,Doug Dern,NLP,7,1,3,3
Jackson,"Tompkins Township, Precinct 1",U.S. Senate,,Doug Dern,NLP,4,4,0,0
Jackson,"Waterloo Township, Precinct 1",U.S. Senate,,Doug Dern,NLP,7,5,1,1
Jackson,"City of Jackson, Ward 1, Precinct 1",U.S. Senate,,James Chapman,,0,0,0,0
Jackson,"City of Jackson, Ward 2, Precinct 2",U.S. Senate,,James Chapman,,0,0,0,0
Jackson,"City of Jackson, Ward 2, Precinct 3",U.S. Senate,,James Chapman,,0,0,0,0
Jackson,"City of Jackson, Ward 3, Precinct 4",U.S. Senate,,James Chapman,,0,0,0,0
Jackson,"City of Jackson, Ward 3, Precinct 5",U.S. Senate,,James Chapman,,0,0,0,0
Jackson,"City of Jackson, Ward 4, Precinct 6",U.S. Senate,,James Chapman,,0,0,0,0
Jackson,"City of Jackson, Ward 4, Precinct 7",U.S. Senate,,James Chapman,,0,0,0,0
Jackson,"City of Jackson, Ward 5, Precinct 8",U.S. Senate,,James Chapman,,0,0,0,0
Jackson,"City of Jackson, Ward 6, Precinct 9",U.S. Senate,,James Chapman,,0,0,0,0
Jackson,"City of Jackson, Ward 6, Precinct 10",U.S. Senate,,James Chapman,,0,0,0,0
Jackson,"Blackman Charter Township, Precinct 1",U.S. Senate,,James Chapman,,0,0,0,0
Jackson,"Blackman Charter Township, Precinct 2NW",U.S. Senate,,James Chapman,,0,0,0,0
Jackson,"Blackman Charter Township, Precinct 3NW",U.S. Senate,,James Chapman,,0,0,0,0
Jackson,"Blackman Charter Township, Precinct 4NW",U.S. Senate,,James Chapman,,0,0,0,0
Jackson,"Blackman Charter Township, Precinct 5",U.S. Senate,,James Chapman,,0,0,0,0
Jackson,"Blackman Charter Township, Precinct 6NW",U.S. Senate,,James Chapman,,0,0,0,0
Jackson,"Columbia Township, Precinct 1",U.S. Senate,,James Chapman,,0,0,0,0
Jackson,"Columbia Township, Precinct 2",U.S. Senate,,James Chapman,,0,0,0,0
Jackson,"Columbia Township, Precinct 3COL",U.S. Senate,,James Chapman,,0,0,0,0
Jackson,"Concord Township, Precinct 1",U.S. Senate,,James Chapman,,0,0,0,0
Jackson,"Grass Lake Charter Township, Precinct 1",U.S. Senate,,James Chapman,,0,0,0,0
Jackson,"Grass Lake Charter Township, Precinct 2",U.S. Senate,,James Chapman,,0,0,0,0
Jackson,"Grass Lake Charter Township, Precinct 3VIL",U.S. Senate,,James Chapman,,0,0,0,0
Jackson,"Hanover Township, Precinct 1HH",U.S. Senate,,James Chapman,,0,0,0,0
