county,precinct,office,district,party,candidate,election_day,early_voting,votes
Alger,"City of Munising, Precinct 1",Registered Voters,,,,,,1886
Alger,"City of Munising, Precinct 1",Ballots Cast,,,,903,195,1098
Alger,"AuTrain Township, Precinct 1",Registered Voters,,,,,,1108
Alger,"AuTrain Township, Precinct 1",Ballots Cast,,,,630,149,779
Alger,"Burt Township, Precinct 1",Registered Voters,,,,,,430
Alger,"Burt Township, Precinct 1",Ballots Cast,,,,362,9,371
Alger,"Grand Island Township, Precinct 1",Registered Voters,,,,,,29
Alger,"Grand Island Township, Precinct 1",Ballots Cast,,,,22,4,26
Alger,"Limestone Township, Precinct 1",Registered Voters,,,,,,398
Alger,"Limestone Township, Precinct 1",Ballots Cast,,,,266,23,289
Alger,"Mathias Township, Precinct 1",Registered Voters,,,,,,498
Alger,"Mathias Township, Precinct 1",Ballots Cast,,,,300,20,320
Alger,"Munising Township, Precinct 1",Registered Voters,,,,,,1799
Alger,"Munising Township, Precinct 1",Ballots Cast,,,,1095,213,1308
Alger,"Onota Township, Precinct 1",Registered Voters,,,,,,407
Alger,"Onota Township, Precinct 1",Ballots Cast,,,,305,28,333
Alger,"Rock River Township, Precinct 1",Registered Voters,,,,,,1148
Alger,"Rock River Township, Precinct 1",Ballots Cast,,,,656,122,778
Alger,"City of Munising, Precinct 1",Straight Party,,DEM,Democratic,195,41,236
Alger,"AuTrain Township, Precinct 1",Straight Party,,DEM,Democratic,93,13,106
Alger,"Burt Township, Precinct 1",Straight Party,,DEM,Democratic,41,0,41
Alger,"Grand Island Township, Precinct 1",Straight Party,,DEM,Democratic,3,0,3
Alger,"Limestone Township, Precinct 1",Straight Party,,DEM,Democratic,52,6,58
Alger,"Mathias Township, Precinct 1",Straight Party,,DEM,Democratic,63,2,65
Alger,"Munising Township, Precinct 1",Straight Party,,DEM,Democratic,142,14,156
Alger,"Onota Township, Precinct 1",Straight Party,,DEM,Democratic,71,4,75
Alger,"Rock River Township, Precinct 1",Straight Party,,DEM,Democratic,130,5,135
Alger,"City of Munising, Precinct 1",Straight Party,,REP,Republican,218,60,278
Alger,"AuTrain Township, Precinct 1",Straight Party,,REP,Republican,178,60,238
Alger,"Burt Township, Precinct 1",Straight Party,,REP,Republican,88,2,90
Alger,"Grand Island Township, Precinct 1",Straight Party,,REP,Republican,2,1,3
Alger,"Limestone Township, Precinct 1",Straight Party,,REP,Republican,80,10,90
Alger,"Mathias Township, Precinct 1",Straight Party,,REP,Republican,82,8,90
Alger,"Munising Township, Precinct 1",Straight Party,,REP,Republican,319,83,402
Alger,"Onota Township, Precinct 1",Straight Party,,REP,Republican,65,8,73
Alger,"Rock River Township, Precinct 1",Straight Party,,REP,Republican,142,42,184
Alger,"City of Munising, Precinct 1",Straight Party,,LIB,Libertarian,3,1,4
Alger,"AuTrain Township, Precinct 1",Straight Party,,LIB,Libertarian,0,0,0
Alger,"Burt Township, Precinct 1",Straight Party,,LIB,Libertarian,2,0,2
Alger,"Grand Island Township, Precinct 1",Straight Party,,LIB,Libertarian,0,0,0
Alger,"Limestone Township, Precinct 1",Straight Party,,LIB,Libertarian,2,0,2
Alger,"Mathias Township, Precinct 1",Straight Party,,LIB,Libertarian,0,0,0
Alger,"Munising Township, Precinct 1",Straight Party,,LIB,Libertarian,3,0,3
Alger,"Onota Township, Precinct 1",Straight Party,,LIB,Libertarian,1,0,1
Alger,"Rock River Township, Precinct 1",Straight Party,,LIB,Libertarian,0,0,0
Alger,"City of Munising, Precinct 1",Straight Party,,UST,U.S. Taxpayers,2,0,2
Alger,"AuTrain Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,0,1,1
Alger,"Burt Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,0,0,0
Alger,"Grand Island Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,0,0,0
Alger,"Limestone Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,0,0,0
Alger,"Mathias Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,0,0,0
Alger,"Munising Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,0,0,0
Alger,"Onota Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,0,0,0
Alger,"Rock River Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,0,0,0
Alger,"City of Munising, Precinct 1",Straight Party,,GRN,Green,0,0,0
Alger,"AuTrain Township, Precinct 1",Straight Party,,GRN,Green,0,1,1
Alger,"Burt Township, Precinct 1",Straight Party,,GRN,Green,0,0,0
Alger,"Grand Island Township, Precinct 1",Straight Party,,GRN,Green,0,0,0
Alger,"Limestone Township, Precinct 1",Straight Party,,GRN,Green,0,0,0
Alger,"Mathias Township, Precinct 1",Straight Party,,GRN,Green,1,0,1
Alger,"Munising Township, Precinct 1",Straight Party,,GRN,Green,0,0,0
Alger,"Onota Township, Precinct 1",Straight Party,,GRN,Green,0,0,0
Alger,"Rock River Township, Precinct 1",Straight Party,,GRN,Green,2,0,2
Alger,"City of Munising, Precinct 1",Straight Party,,WCP,Working Class,6,0,6
Alger,"AuTrain Township, Precinct 1",Straight Party,,WCP,Working Class,3,1,4
Alger,"Burt Township, Precinct 1",Straight Party,,WCP,Working Class,2,0,2
Alger,"Grand Island Township, Precinct 1",Straight Party,,WCP,Working Class,0,0,0
Alger,"Limestone Township, Precinct 1",Straight Party,,WCP,Working Class,0,0,0
Alger,"Mathias Township, Precinct 1",Straight Party,,WCP,Working Class,1,0,1
Alger,"Munising Township, Precinct 1",Straight Party,,WCP,Working Class,4,0,4
Alger,"Onota Township, Precinct 1",Straight Party,,WCP,Working Class,0,0,0
Alger,"Rock River Township, Precinct 1",Straight Party,,WCP,Working Class,1,0,1
Alger,"City of Munising, Precinct 1",Straight Party,,NLP,Natural Law,4,1,5
Alger,"AuTrain Township, Precinct 1",Straight Party,,NLP,Natural Law,0,0,0
Alger,"Burt Township, Precinct 1",Straight Party,,NLP,Natural Law,0,0,0
Alger,"Grand Island Township, Precinct 1",Straight Party,,NLP,Natural Law,0,0,0
Alger,"Limestone Township, Precinct 1",Straight Party,,NLP,Natural Law,0,0,0
Alger,"Mathias Township, Precinct 1",Straight Party,,NLP,Natural Law,0,0,0
Alger,"Munising Township, Precinct 1",Straight Party,,NLP,Natural Law,1,0,1
Alger,"Onota Township, Precinct 1",Straight Party,,NLP,Natural Law,0,0,0
Alger,"Rock River Township, Precinct 1",Straight Party,,NLP,Natural Law,0,0,0
Alger,"City of Munising, Precinct 1",President,,DEM,Kamala D. Harris,423,87,510
Alger,"AuTrain Township, Precinct 1",President,,DEM,Kamala D. Harris,229,39,268
Alger,"Burt Township, Precinct 1",President,,DEM,Kamala D. Harris,139,2,141
Alger,"Grand Island Township, Precinct 1",President,,DEM,Kamala D. Harris,13,1,14
Alger,"Limestone Township, Precinct 1",President,,DEM,Kamala D. Harris,108,7,115
Alger,"Mathias Township, Precinct 1",President,,DEM,Kamala D. Harris,129,5,134
Alger,"Munising Township, Precinct 1",President,,DEM,Kamala D. Harris,348,47,395
Alger,"Onota Township, Precinct 1",President,,DEM,Kamala D. Harris,151,12,163
Alger,"Rock River Township, Precinct 1",President,,DEM,Kamala D. Harris,298,37,335
Alger,"City of Munising, Precinct 1",President,,REP,Donald J. Trump,456,106,562
Alger,"AuTrain Township, Precinct 1",President,,REP,Donald J. Trump,385,109,494
Alger,"Burt Township, Precinct 1",President,,REP,Donald J. Trump,219,7,226
Alger,"Grand Island Township, Precinct 1",President,,REP,Donald J. Trump,9,3,12
Alger,"Limestone Township, Precinct 1",President,,REP,Donald J. Trump,153,16,169
Alger,"Mathias Township, Precinct 1",President,,REP,Donald J. Trump,165,15,180
Alger,"Munising Township, Precinct 1",President,,REP,Donald J. Trump,717,164,881
Alger,"Onota Township, Precinct 1",President,,REP,Donald J. Trump,151,16,167
Alger,"Rock River Township, Precinct 1",President,,REP,Donald J. Trump,342,83,425
Alger,"City of Munising, Precinct 1",President,,LIB,Chase Oliver,8,0,8
Alger,"AuTrain Township, Precinct 1",President,,LIB,Chase Oliver,2,0,2
Alger,"Burt Township, Precinct 1",President,,LIB,Chase Oliver,0,0,0
Alger,"Grand Island Township, Precinct 1",President,,LIB,Chase Oliver,0,0,0
Alger,"Limestone Township, Precinct 1",President,,LIB,Chase Oliver,0,0,0
Alger,"Mathias Township, Precinct 1",President,,LIB,Chase Oliver,0,0,0
Alger,"Munising Township, Precinct 1",President,,LIB,Chase Oliver,7,1,8
Alger,"Onota Township, Precinct 1",President,,LIB,Chase Oliver,1,0,1
Alger,"Rock River Township, Precinct 1",President,,LIB,Chase Oliver,4,0,4
Alger,"City of Munising, Precinct 1",President,,UST,Randall Terry,2,0,2
Alger,"AuTrain Township, Precinct 1",President,,UST,Randall Terry,1,0,1
Alger,"Burt Township, Precinct 1",President,,UST,Randall Terry,0,0,0
Alger,"Grand Island Township, Precinct 1",President,,UST,Randall Terry,0,0,0
Alger,"Limestone Township, Precinct 1",President,,UST,Randall Terry,0,0,0
Alger,"Mathias Township, Precinct 1",President,,UST,Randall Terry,0,0,0
Alger,"Munising Township, Precinct 1",President,,UST,Randall Terry,1,0,1
Alger,"Onota Township, Precinct 1",President,,UST,Randall Terry,0,0,0
Alger,"Rock River Township, Precinct 1",President,,UST,Randall Terry,2,0,2
Alger,"City of Munising, Precinct 1",President,,GRN,Jill Stein,1,0,1
Alger,"AuTrain Township, Precinct 1",President,,GRN,Jill Stein,3,0,3
Alger,"Burt Township, Precinct 1",President,,GRN,Jill Stein,0,0,0
Alger,"Grand Island Township, Precinct 1",President,,GRN,Jill Stein,0,0,0
Alger,"Limestone Township, Precinct 1",President,,GRN,Jill Stein,0,0,0
Alger,"Mathias Township, Precinct 1",President,,GRN,Jill Stein,1,0,1
Alger,"Munising Township, Precinct 1",President,,GRN,Jill Stein,2,0,2
Alger,"Onota Township, Precinct 1",President,,GRN,Jill Stein,0,0,0
Alger,"Rock River Township, Precinct 1",President,,GRN,Jill Stein,1,1,2
Alger,"City of Munising, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,8,1,9
Alger,"AuTrain Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,3,0,3
Alger,"Burt Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,0,0,0
Alger,"Grand Island Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,0,0,0
Alger,"Limestone Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,1,0,1
Alger,"Mathias Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,4,0,4
Alger,"Munising Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,8,0,8
Alger,"Onota Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,1,0,1
Alger,"Rock River Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,2,0,2
Alger,"City of Munising, Precinct 1",President,,,Joseph Kishore,0,0,0
Alger,"AuTrain Township, Precinct 1",President,,,Joseph Kishore,0,0,0
Alger,"Burt Township, Precinct 1",President,,,Joseph Kishore,0,0,0
Alger,"Grand Island Township, Precinct 1",President,,,Joseph Kishore,0,0,0
Alger,"Limestone Township, Precinct 1",President,,,Joseph Kishore,0,0,0
Alger,"Mathias Township, Precinct 1",President,,,Joseph Kishore,0,0,0
Alger,"Munising Township, Precinct 1",President,,,Joseph Kishore,0,0,0
Alger,"Onota Township, Precinct 1",President,,,Joseph Kishore,0,0,0
Alger,"Rock River Township, Precinct 1",President,,,Joseph Kishore,1,0,1
Alger,"City of Munising, Precinct 1",President,,,Cornel West,0,0,0
Alger,"AuTrain Township, Precinct 1",President,,,Cornel West,0,0,0
Alger,"Burt Township, Precinct 1",President,,,Cornel West,0,0,0
Alger,"Grand Island Township, Precinct 1",President,,,Cornel West,0,0,0
Alger,"Limestone Township, Precinct 1",President,,,Cornel West,0,0,0
Alger,"Mathias Township, Precinct 1",President,,,Cornel West,0,0,0
Alger,"Munising Township, Precinct 1",President,,,Cornel West,0,0,0
Alger,"Onota Township, Precinct 1",President,,,Cornel West,0,0,0
Alger,"Rock River Township, Precinct 1",President,,,Cornel West,0,0,0
Alger,"City of Munising, Precinct 1",President,,,Jay J. Bowman,0,0,0
Alger,"AuTrain Township, Precinct 1",President,,,Jay J. Bowman,0,0,0
Alger,"Burt Township, Precinct 1",President,,,Jay J. Bowman,0,0,0
Alger,"Grand Island Township, Precinct 1",President,,,Jay J. Bowman,0,0,0
Alger,"Limestone Township, Precinct 1",President,,,Jay J. Bowman,0,0,0
Alger,"Mathias Township, Precinct 1",President,,,Jay J. Bowman,0,0,0
Alger,"Munising Township, Precinct 1",President,,,Jay J. Bowman,0,0,0
Alger,"Onota Township, Precinct 1",President,,,Jay J. Bowman,0,0,0
Alger,"Rock River Township, Precinct 1",President,,,Jay J. Bowman,0,0,0
Alger,"City of Munising, Precinct 1",President,,,Claudia De la Cruz,0,0,0
Alger,"AuTrain Township, Precinct 1",President,,,Claudia De la Cruz,0,0,0
Alger,"Burt Township, Precinct 1",President,,,Claudia De la Cruz,0,0,0
Alger,"Grand Island Township, Precinct 1",President,,,Claudia De la Cruz,0,0,0
Alger,"Limestone Township, Precinct 1",President,,,Claudia De la Cruz,0,0,0
Alger,"Mathias Township, Precinct 1",President,,,Claudia De la Cruz,0,0,0
Alger,"Munising Township, Precinct 1",President,,,Claudia De la Cruz,0,0,0
Alger,"Onota Township, Precinct 1",President,,,Claudia De la Cruz,0,0,0
Alger,"Rock River Township, Precinct 1",President,,,Claudia De la Cruz,0,0,0
Alger,"City of Munising, Precinct 1",President,,,Cherunda Lynn Fox,0,0,0
Alger,"AuTrain Township, Precinct 1",President,,,Cherunda Lynn Fox,0,0,0
Alger,"Burt Township, Precinct 1",President,,,Cherunda Lynn Fox,0,0,0
Alger,"Grand Island Township, Precinct 1",President,,,Cherunda Lynn Fox,0,0,0
Alger,"Limestone Township, Precinct 1",President,,,Cherunda Lynn Fox,0,0,0
