county,precinct,office,district,candidate,party,election_day,av_counting_boards,early_voting,votes
Isabella,"Fremont Township, Precinct 1",Judge of Probate Court Incumbent,,Write-ins,,13,0,5,18
Isabella,"Fremont Township, Precinct 1",Judge of Probate Court Incumbent,,Over Votes,,0,0,0,0
Isabella,"Fremont Township, Precinct 1",Judge of Probate Court Incumbent,,Under Votes,,262,0,72,334
Isabella,"Fremont Township, Precinct 1",Mid Michigan College Board of Trustees 6 Year Term,,Richard Allen,,44,0,9,53
Isabella,"Fremont Township, Precinct 1",Mid Michigan College Board of Trustees 6 Year Term,,Karen Moore,,40,0,10,50
Isabella,"Fremont Township, Precinct 1",Mid Michigan College Board of Trustees 6 Year Term,,Lois Pittsley,,37,0,8,45
Isabella,"Fremont Township, Precinct 1",Mid Michigan College Board of Trustees 6 Year Term,,Write-ins,,6,0,0,6
Isabella,"Fremont Township, Precinct 1",Mid Michigan College Board of Trustees 6 Year Term,,Over Votes,,0,0,0,0
Isabella,"Fremont Township, Precinct 1",Mid Michigan College Board of Trustees 6 Year Term,,Under Votes,,149,0,54,203
Isabella,"Fremont Township, Precinct 1",Mid Michigan College Board of Trustees Partial Term Ending 12/31/2026,,Michael W. Jankoviak,,50,0,12,62
Isabella,"Fremont Township, Precinct 1",Mid Michigan College Board of Trustees Partial Term Ending 12/31/2026,,Write-ins,,2,0,0,2
Isabella,"Fremont Township, Precinct 1",Mid Michigan College Board of Trustees Partial Term Ending 12/31/2026,,Over Votes,,0,0,0,0
Isabella,"Fremont Township, Precinct 1",Mid Michigan College Board of Trustees Partial Term Ending 12/31/2026,,Under Votes,,40,0,15,55
Isabella,"Fremont Township, Precinct 1",Montcalm Community College Board of Trustees,,Carol Deuling-Ravell,,71,0,14,85
Isabella,"Fremont Township, Precinct 1",Montcalm Community College Board of Trustees,,Kurt D. Peterson,,120,0,20,140
Isabella,"Fremont Township, Precinct 1",Montcalm Community College Board of Trustees,,Write-ins,,2,0,1,3
Isabella,"Fremont Township, Precinct 1",Montcalm Community College Board of Trustees,,Over Votes,,0,0,0,0
Isabella,"Fremont Township, Precinct 1",Montcalm Community College Board of Trustees,,Under Votes,,305,0,73,378
Isabella,"Fremont Township, Precinct 1",Montabella Community Schools Board Member 6 Year Term,,Eylie Foster,,39,0,9,48
Isabella,"Fremont Township, Precinct 1",Montabella Community Schools Board Member 6 Year Term,,Jeramee Gilman,,34,0,10,44
Isabella,"Fremont Township, Precinct 1",Montabella Community Schools Board Member 6 Year Term,,Sherri L. Miel,,25,0,2,27
Isabella,"Fremont Township, Precinct 1",Montabella Community Schools Board Member 6 Year Term,,Anna Silverthorn,,27,0,4,31
Isabella,"Fremont Township, Precinct 1",Montabella Community Schools Board Member 6 Year Term,,Steve Sweet,,39,0,10,49
Isabella,"Fremont Township, Precinct 1",Montabella Community Schools Board Member 6 Year Term,,Write-ins,,5,0,0,5
Isabella,"Fremont Township, Precinct 1",Montabella Community Schools Board Member 6 Year Term,,Over Votes,,0,0,0,0
Isabella,"Fremont Township, Precinct 1",Montabella Community Schools Board Member 6 Year Term,,Under Votes,,176,0,55,231
Isabella,"Fremont Township, Precinct 1",Mt. Pleasant Public Schools Board Member 6 Year Term,,Madison Chapman,,34,0,5,39
Isabella,"Fremont Township, Precinct 1",Mt. Pleasant Public Schools Board Member 6 Year Term,,Kristina Marie Hug,,38,0,9,47
Isabella,"Fremont Township, Precinct 1",Mt. Pleasant Public Schools Board Member 6 Year Term,,Melissa Isaac,,31,0,7,38
Isabella,"Fremont Township, Precinct 1",Mt. Pleasant Public Schools Board Member 6 Year Term,,Tamara Kobylarz,,19,0,7,26
Isabella,"Fremont Township, Precinct 1",Mt. Pleasant Public Schools Board Member 6 Year Term,,Write-ins,,1,0,0,1
Isabella,"Fremont Township, Precinct 1",Mt. Pleasant Public Schools Board Member 6 Year Term,,Over Votes,,0,0,0,0
Isabella,"Fremont Township, Precinct 1",Mt. Pleasant Public Schools Board Member 6 Year Term,,Under Votes,,61,0,26,87
Isabella,"Fremont Township, Precinct 1",Shepherd Public Schools Board Member,,Rick D. Judge,,173,0,45,218
Isabella,"Fremont Township, Precinct 1",Shepherd Public Schools Board Member,,Lindsey Read-Smith,,117,0,27,144
Isabella,"Fremont Township, Precinct 1",Shepherd Public Schools Board Member,,Write-ins,,6,0,0,6
Isabella,"Fremont Township, Precinct 1",Shepherd Public Schools Board Member,,Over Votes,,0,0,0,0
Isabella,"Fremont Township, Precinct 1",Shepherd Public Schools Board Member,,Under Votes,,342,0,72,414
Isabella,"Fremont Township, Precinct 1",Vestaburg Community Schools Board Member,,Lynn Van Sickler,,71,0,12,83
Isabella,"Fremont Township, Precinct 1",Vestaburg Community Schools Board Member,,Write-ins,,4,0,1,5
Isabella,"Fremont Township, Precinct 1",Vestaburg Community Schools Board Member,,Over Votes,,0,0,0,0
Isabella,"Fremont Township, Precinct 1",Vestaburg Community Schools Board Member,,Under Votes,,193,0,35,228
Isabella,"Fremont Township, Precinct 1",Montabella Community Schools Board Member Partial Term Ending 12/31/2026,,Write-ins,,6,0,6,12
Isabella,"Fremont Township, Precinct 1",Montabella Community Schools Board Member Partial Term Ending 12/31/2026,,Over Votes,,0,0,0,0
Isabella,"Fremont Township, Precinct 1",Montabella Community Schools Board Member Partial Term Ending 12/31/2026,,Under Votes,,109,0,24,133
Isabella,"Fremont Township, Precinct 1",Mt. Pleasant Public Schools Board Member Partial Term Ending 12/31/2026,,Derek Snyder,,41,0,8,49
Isabella,"Fremont Township, Precinct 1",Mt. Pleasant Public Schools Board Member Partial Term Ending 12/31/2026,,Nathan C. Tomson,,22,0,7,29
Isabella,"Fremont Township, Precinct 1",Mt. Pleasant Public Schools Board Member Partial Term Ending 12/31/2026,,Write-ins,,1,0,0,1
Isabella,"Fremont Township, Precinct 1",Mt. Pleasant Public Schools Board Member Partial Term Ending 12/31/2026,,Over Votes,,0,0,0,0
Isabella,"Fremont Township, Precinct 1",Mt. Pleasant Public Schools Board Member Partial Term Ending 12/31/2026,,Under Votes,,28,0,12,40
Isabella,"Fremont Township, Precinct 1",Isabella County Sheriff's Office Road Patrol Proposal,,Yes,,248,0,46,294
Isabella,"Fremont Township, Precinct 1",Isabella County Sheriff's Office Road Patrol Proposal,,No,,340,0,94,434
Isabella,"Fremont Township, Precinct 1",Isabella County Sheriff's Office Road Patrol Proposal,,Over Votes,,0,0,0,0
Isabella,"Fremont Township, Precinct 1",Isabella County Sheriff's Office Road Patrol Proposal,,Under Votes,,72,0,13,85
Isabella,"Gilmore Township, Precinct 1",Ballots Cast,,,,736,0,88,824
Isabella,"Gilmore Township, Precinct 1",President,,Kamala D. Harris,DEM,220,0,13,233
Isabella,"Gilmore Township, Precinct 1",President,,Donald J. Trump,REP,498,0,75,573
Isabella,"Gilmore Township, Precinct 1",President,,Chase Oliver,LIB,4,0,0,4
Isabella,"Gilmore Township, Precinct 1",President,,Randall Terry,UST,1,0,0,1
Isabella,"Gilmore Township, Precinct 1",President,,"Robert F. Kennedy, Jr.",NLP,6,0,0,6
Isabella,"Gilmore Township, Precinct 1",President,,Joseph Kishore,NPA,2,0,0,2
Isabella,"Gilmore Township, Precinct 1",President,,Write-ins,,2,0,0,2
Isabella,"Gilmore Township, Precinct 1",President,,Over Votes,,1,0,0,1
Isabella,"Gilmore Township, Precinct 1",President,,Under Votes,,2,0,0,2
Isabella,"Gilmore Township, Precinct 1",U.S. Senate,,Elissa Slotkin,DEM,215,0,11,226
Isabella,"Gilmore Township, Precinct 1",U.S. Senate,,Mike Rogers,REP,474,0,74,548
Isabella,"Gilmore Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,LIB,8,0,0,8
Isabella,"Gilmore Township, Precinct 1",U.S. Senate,,Dave Stein,UST,10,0,2,12
Isabella,"Gilmore Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,GRE,4,0,0,4
Isabella,"Gilmore Township, Precinct 1",U.S. Senate,,Doug Dern,NLP,5,0,0,5
Isabella,"Gilmore Township, Precinct 1",U.S. Senate,,Write-ins,,1,0,0,1
Isabella,"Gilmore Township, Precinct 1",U.S. Senate,,Over Votes,,0,0,0,0
Isabella,"Gilmore Township, Precinct 1",U.S. Senate,,Under Votes,,19,0,1,20
Isabella,"Gilmore Township, Precinct 1",U.S. House,2,Michael Lynch,DEM,187,0,12,199
Isabella,"Gilmore Township, Precinct 1",U.S. House,2,John R. Moolenaar,REP,501,0,74,575
Isabella,"Gilmore Township, Precinct 1",U.S. House,2,Ben DeJong,LIB,8,0,0,8
Isabella,"Gilmore Township, Precinct 1",U.S. House,2,Scott Adams,UST,16,0,0,16
Isabella,"Gilmore Township, Precinct 1",U.S. House,2,Write-ins,,3,0,0,3
Isabella,"Gilmore Township, Precinct 1",U.S. House,2,Over Votes,,0,0,0,0
Isabella,"Gilmore Township, Precinct 1",U.S. House,2,Under Votes,,21,0,2,23
Isabella,"Gilmore Township, Precinct 1",State House,92,Timothy Odykirk,DEM,205,0,13,218
Isabella,"Gilmore Township, Precinct 1",State House,92,Jerry Neyer,REP,503,0,73,576
Isabella,"Gilmore Township, Precinct 1",State House,92,Write-ins,,5,0,0,5
Isabella,"Gilmore Township, Precinct 1",State House,92,Over Votes,,0,0,0,0
Isabella,"Gilmore Township, Precinct 1",State House,92,Under Votes,,23,0,2,25
Isabella,"Gilmore Township, Precinct 1",Member of the State Board of Education,,Theodore Jones,DEM,175,0,12,187
Isabella,"Gilmore Township, Precinct 1",Member of the State Board of Education,,Adam Frederick Zemke,DEM,166,0,8,174
Isabella,"Gilmore Township, Precinct 1",Member of the State Board of Education,,Tom McMillin,REP,432,0,68,500
Isabella,"Gilmore Township, Precinct 1",Member of the State Board of Education,,Nikki Snyder,REP,445,0,67,512
Isabella,"Gilmore Township, Precinct 1",Member of the State Board of Education,,Scotty Boman,LIB,11,0,1,12
Isabella,"Gilmore Township, Precinct 1",Member of the State Board of Education,,Ted Gerrard,UST,9,0,1,10
Isabella,"Gilmore Township, Precinct 1",Member of the State Board of Education,,Christine C. Schwartz,UST,15,0,1,16
Isabella,"Gilmore Township, Precinct 1",Member of the State Board of Education,,Mary Anne Hering,Working Class,39,0,4,43
Isabella,"Gilmore Township, Precinct 1",Member of the State Board of Education,,Write-ins,,6,0,1,7
Isabella,"Gilmore Township, Precinct 1",Member of the State Board of Education,,Over Votes,,0,0,0,0
Isabella,"Gilmore Township, Precinct 1",Member of the State Board of Education,,Under Votes,,174,0,13,187
Isabella,"Gilmore Township, Precinct 1",Regent of the University of Michigan,,Denise Ilitch,DEM,184,0,13,197
Isabella,"Gilmore Township, Precinct 1",Regent of the University of Michigan,,Shauna Ryder Diggs,DEM,168,0,8,176
Isabella,"Gilmore Township, Precinct 1",Regent of the University of Michigan,,Carl Meyers,REP,455,0,70,525
Isabella,"Gilmore Township, Precinct 1",Regent of the University of Michigan,,Sevag Vartanian,REP,396,0,65,461
Isabella,"Gilmore Township, Precinct 1",Regent of the University of Michigan,,Andrew Chadderdon,LIB,21,0,2,23
Isabella,"Gilmore Township, Precinct 1",Regent of the University of Michigan,,Donna M. Oetman,UST,29,0,2,31
Isabella,"Gilmore Township, Precinct 1",Regent of the University of Michigan,,Write-ins,,7,0,1,8
Isabella,"Gilmore Township, Precinct 1",Regent of the University of Michigan,,Over Votes,,0,0,0,0
Isabella,"Gilmore Township, Precinct 1",Regent of the University of Michigan,,Under Votes,,212,0,15,227
Isabella,"Gilmore Township, Precinct 1",Trustee of Michigan State University,,Rebecca Bahar-Cook,DEM,193,0,12,205
Isabella,"Gilmore Township, Precinct 1",Trustee of Michigan State University,,Thomas Stallworth III,DEM,163,0,10,173
Isabella,"Gilmore Township, Precinct 1",Trustee of Michigan State University,,Mike Balow,REP,435,0,68,503
Isabella,"Gilmore Township, Precinct 1",Trustee of Michigan State University,,Julie Maday,REP,419,0,67,486
Isabella,"Gilmore Township, Precinct 1",Trustee of Michigan State University,,Grant T. Baker,LIB,12,0,2,14
Isabella,"Gilmore Township, Precinct 1",Trustee of Michigan State University,,Janet M. Sanger,UST,19,0,2,21
Isabella,"Gilmore Township, Precinct 1",Trustee of Michigan State University,,John Paul Sanger,UST,8,0,1,9
Isabella,"Gilmore Township, Precinct 1",Trustee of Michigan State University,,John Anthony La Pietra,GRE,11,0,0,11
Isabella,"Gilmore Township, Precinct 1",Trustee of Michigan State University,,Write-ins,,7,0,1,8
Isabella,"Gilmore Township, Precinct 1",Trustee of Michigan State University,,Over Votes,,0,0,0,0
Isabella,"Gilmore Township, Precinct 1",Trustee of Michigan State University,,Under Votes,,205,0,13,218
Isabella,"Gilmore Township, Precinct 1",Governor of Wayne State University,,Rasha Demashkieh,DEM,155,0,10,165
Isabella,"Gilmore Township, Precinct 1",Governor of Wayne State University,,Mark T. Gaffney,DEM,176,0,9,185
Isabella,"Gilmore Township, Precinct 1",Governor of Wayne State University,,Michael Busuito,REP,417,0,66,483
Isabella,"Gilmore Township, Precinct 1",Governor of Wayne State University,,Sunny Reddy,REP,413,0,64,477
Isabella,"Gilmore Township, Precinct 1",Governor of Wayne State University,,Farid Ishac,LIB,12,0,3,15
Isabella,"Gilmore Township, Precinct 1",Governor of Wayne State University,,William Mohr II,UST,16,0,1,17
Isabella,"Gilmore Township, Precinct 1",Governor of Wayne State University,,Sami Makhoul,GRE,5,0,1,6
Isabella,"Gilmore Township, Precinct 1",Governor of Wayne State University,,Suzanne Roehrig,Working Class,34,0,3,37
Isabella,"Gilmore Township, Precinct 1",Governor of Wayne State University,,Kathleen Oakford,NLP,18,0,1,19
Isabella,"Gilmore Township, Precinct 1",Governor of Wayne State University,,Write-ins,,7,0,1,8
Isabella,"Gilmore Township, Precinct 1",Governor of Wayne State University,,Over Votes,,0,0,0,0
Isabella,"Gilmore Township, Precinct 1",Governor of Wayne State University,,Under Votes,,219,0,17,236
Isabella,"Gilmore Township, Precinct 1",County Prosecuting Attorney,,Mark Kowalczyk,REP,573,0,76,649
Isabella,"Gilmore Township, Precinct 1",County Prosecuting Attorney,,Write-ins,,10,0,1,11
Isabella,"Gilmore Township, Precinct 1",County Prosecuting Attorney,,Over Votes,,0,0,0,0
Isabella,"Gilmore Township, Precinct 1",County Prosecuting Attorney,,Under Votes,,153,0,11,164
Isabella,"Gilmore Township, Precinct 1",County Sheriff,,Michael Main,REP,579,0,76,655
Isabella,"Gilmore Township, Precinct 1",County Sheriff,,Write-ins,,13,0,0,13
Isabella,"Gilmore Township, Precinct 1",County Sheriff,,Over Votes,,0,0,0,0
Isabella,"Gilmore Township, Precinct 1",County Sheriff,,Under Votes,,144,0,12,156
Isabella,"Gilmore Township, Precinct 1",County Clerk,,Patti Sandel,DEM,208,0,11,219
Isabella,"Gilmore Township, Precinct 1",County Clerk,,Minde B. Lux,REP,492,0,75,567
Isabella,"Gilmore Township, Precinct 1",County Clerk,,Write-ins,,4,0,0,4
Isabella,"Gilmore Township, Precinct 1",County Clerk,,Over Votes,,0,0,0,0
Isabella,"Gilmore Township, Precinct 1",County Clerk,,Under Votes,,32,0,2,34
Isabella,"Gilmore Township, Precinct 1",County Treasurer,,Kathleen M. Schafer,REP,577,0,79,656
Isabella,"Gilmore Township, Precinct 1",County Treasurer,,Write-ins,,8,0,0,8
Isabella,"Gilmore Township, Precinct 1",County Treasurer,,Over Votes,,0,0,0,0
Isabella,"Gilmore Township, Precinct 1",County Treasurer,,Under Votes,,151,0,9,160
Isabella,"Gilmore Township, Precinct 1",County Register of Deeds,,Karen R. Jackson,REP,573,0,77,650
Isabella,"Gilmore Township, Precinct 1",County Register of Deeds,,Write-ins,,9,0,0,9
Isabella,"Gilmore Township, Precinct 1",County Register of Deeds,,Over Votes,,0,0,0,0
Isabella,"Gilmore Township, Precinct 1",County Register of Deeds,,Under Votes,,154,0,11,165
Isabella,"Gilmore Township, Precinct 1",County Road Commissioner,,Bob Busch,DEM,201,0,13,214
Isabella,"Gilmore Township, Precinct 1",County Road Commissioner,,Kelly D. Beltinck,REP,501,0,74,575
Isabella,"Gilmore Township, Precinct 1",County Road Commissioner,,Patrick J. Recker,REP,488,0,73,561
Isabella,"Gilmore Township, Precinct 1",County Road Commissioner,,Write-ins,,7,0,0,7
Isabella,"Gilmore Township, Precinct 1",County Road Commissioner,,Over Votes,,0,0,0,0
Isabella,"Gilmore Township, Precinct 1",County Road Commissioner,,Under Votes,,275,0,16,291
Isabella,"Gilmore Township, Precinct 1",County Drain Commissioner,,Ryon Skalitzky,DEM,189,0,13,202
Isabella,"Gilmore Township, Precinct 1",County Drain Commissioner,,Robert J. Willoughby,REP,500,0,73,573
Isabella,"Gilmore Township, Precinct 1",County Drain Commissioner,,Write-ins,,4,0,0,4
Isabella,"Gilmore Township, Precinct 1",County Drain Commissioner,,Over Votes,,0,0,0,0
Isabella,"Gilmore Township, Precinct 1",County Drain Commissioner,,Under Votes,,43,0,2,45
Isabella,"Gilmore Township, Precinct 1",County Commissioner 1st District,,Nicole S. Hagle,DEM,183,0,11,194
Isabella,"Gilmore Township, Precinct 1",County Commissioner 1st District,,Steven G. Weber,REP,510,0,76,586
Isabella,"Gilmore Township, Precinct 1",County Commissioner 1st District,,Write-ins,,5,0,0,5
Isabella,"Gilmore Township, Precinct 1",County Commissioner 1st District,,Over Votes,,0,0,0,0
Isabella,"Gilmore Township, Precinct 1",County Commissioner 1st District,,Under Votes,,38,0,1,39
Isabella,"Gilmore Township, Precinct 1",Gilmore Township Supervisor,,Robert Sabisch,REP,569,0,75,644
Isabella,"Gilmore Township, Precinct 1",Gilmore Township Supervisor,,Write-ins,,9,0,3,12
Isabella,"Gilmore Township, Precinct 1",Gilmore Township Supervisor,,Over Votes,,1,0,0,1
Isabella,"Gilmore Township, Precinct 1",Gilmore Township Supervisor,,Under Votes,,157,0,10,167
Isabella,"Gilmore Township, Precinct 1",Gilmore Township Clerk,,Lisa Graham,REP,588,0,76,664
Isabella,"Gilmore Township, Precinct 1",Gilmore Township Clerk,,Write-ins,,5,0,0,5
Isabella,"Gilmore Township, Precinct 1",Gilmore Township Clerk,,Over Votes,,0,0,0,0
Isabella,"Gilmore Township, Precinct 1",Gilmore Township Clerk,,Under Votes,,143,0,12,155
Isabella,"Gilmore Township, Precinct 1",Gilmore Township Treasurer,,Patricia L. Marshall,REP,591,0,77,668
Isabella,"Gilmore Township, Precinct 1",Gilmore Township Treasurer,,Write-ins,,8,0,0,8
Isabella,"Gilmore Township, Precinct 1",Gilmore Township Treasurer,,Over Votes,,0,0,0,0
Isabella,"Gilmore Township, Precinct 1",Gilmore Township Treasurer,,Under Votes,,137,0,11,148
Isabella,"Gilmore Township, Precinct 1",Gilmore Township Trustee,,Jesse Bonstelle,REP,525,0,74,599
Isabella,"Gilmore Township, Precinct 1",Gilmore Township Trustee,,John McConnell,REP,537,0,71,608
Isabella,"Gilmore Township, Precinct 1",Gilmore Township Trustee,,Write-ins,,10,0,0,10
Isabella,"Gilmore Township, Precinct 1",Gilmore Township Trustee,,Over Votes,,0,0,0,0
Isabella,"Gilmore Township, Precinct 1",Gilmore Township Trustee,,Under Votes,,400,0,31,431
Isabella,"Gilmore Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Andrew Fink,,241,0,43,284
Isabella,"Gilmore Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Kimberly Ann Thomas,,272,0,22,294
Isabella,"Gilmore Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Write-ins,,15,0,1,16
Isabella,"Gilmore Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Over Votes,,0,0,0,0
Isabella,"Gilmore Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Under Votes,,208,0,22,230
Isabella,"Gilmore Township, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Kyra Harris Bolden,,269,0,19,288
Isabella,"Gilmore Township, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Patrick William O'Grady,,244,0,44,288
Isabella,"Gilmore Township, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Write-ins,,16,0,3,19
Isabella,"Gilmore Township, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Over Votes,,1,0,0,1
Isabella,"Gilmore Township, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Under Votes,,206,0,22,228
Isabella,"Gilmore Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent 6 Year Term,,Stephen L. Borrello,,407,0,50,457
Isabella,"Gilmore Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent 6 Year Term,,Write-ins,,17,0,3,20
Isabella,"Gilmore Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent 6 Year Term,,Over Votes,,0,0,0,0
Isabella,"Gilmore Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent 6 Year Term,,Under Votes,,312,0,35,347
Isabella,"Gilmore Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position Partial Term Ending 01/01/2027,,Allie Greenleaf Maldonado,,400,0,48,448
Isabella,"Gilmore Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position Partial Term Ending 01/01/2027,,Write-ins,,14,0,5,19
Isabella,"Gilmore Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position Partial Term Ending 01/01/2027,,Over Votes,,0,0,0,0
Isabella,"Gilmore Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position Partial Term Ending 01/01/2027,,Under Votes,,322,0,35,357
Isabella,"Gilmore Township, Precinct 1",Judge of Circuit Court 21st Circuit Non-Incumbent,,JEB Allen,,402,0,51,453
Isabella,"Gilmore Township, Precinct 1",Judge of Circuit Court 21st Circuit Non-Incumbent,,Write-ins,,16,0,2,18
Isabella,"Gilmore Township, Precinct 1",Judge of Circuit Court 21st Circuit Non-Incumbent,,Over Votes,,0,0,0,0
Isabella,"Gilmore Township, Precinct 1",Judge of Circuit Court 21st Circuit Non-Incumbent,,Under Votes,,318,0,35,353
Isabella,"Gilmore Township, Precinct 1",Judge of Probate Court Incumbent,,Stuart Black,,407,0,53,460
Isabella,"Gilmore Township, Precinct 1",Judge of Probate Court Incumbent,,Write-ins,,14,0,2,16
Isabella,"Gilmore Township, Precinct 1",Judge of Probate Court Incumbent,,Over Votes,,0,0,0,0
Isabella,"Gilmore Township, Precinct 1",Judge of Probate Court Incumbent,,Under Votes,,315,0,33,348
Isabella,"Gilmore Township, Precinct 1",Mid Michigan College Board of Trustees 6 Year Term,,Richard Allen,,208,0,23,231
Isabella,"Gilmore Township, Precinct 1",Mid Michigan College Board of Trustees 6 Year Term,,Karen Moore,,212,0,18,230
Isabella,"Gilmore Township, Precinct 1",Mid Michigan College Board of Trustees 6 Year Term,,Lois Pittsley,,180,0,14,194
Isabella,"Gilmore Township, Precinct 1",Mid Michigan College Board of Trustees 6 Year Term,,Write-ins,,13,0,1,14
Isabella,"Gilmore Township, Precinct 1",Mid Michigan College Board of Trustees 6 Year Term,,Over Votes,,0,0,0,0
Isabella,"Gilmore Township, Precinct 1",Mid Michigan College Board of Trustees 6 Year Term,,Under Votes,,794,0,121,915
Isabella,"Gilmore Township, Precinct 1",Mid Michigan College Board of Trustees Partial Term Ending 12/31/2026,,Michael W. Jankoviak,,266,0,32,298
Isabella,"Gilmore Township, Precinct 1",Mid Michigan College Board of Trustees Partial Term Ending 12/31/2026,,Write-ins,,10,0,1,11
Isabella,"Gilmore Township, Precinct 1",Mid Michigan College Board of Trustees Partial Term Ending 12/31/2026,,Over Votes,,0,0,0,0
Isabella,"Gilmore Township, Precinct 1",Mid Michigan College Board of Trustees Partial Term Ending 12/31/2026,,Under Votes,,193,0,26,219
Isabella,"Gilmore Township, Precinct 1",Beal City Public Schools Board Member,,Curt Gottschalk,,0,0,0,0
Isabella,"Gilmore Township, Precinct 1",Beal City Public Schools Board Member,,Denise McBride,,0,0,0,0
Isabella,"Gilmore Township, Precinct 1",Beal City Public Schools Board Member,,Jon Thodoroff,,0,0,0,0
Isabella,"Gilmore Township, Precinct 1",Beal City Public Schools Board Member,,Over Votes,,0,0,0,0
Isabella,"Gilmore Township, Precinct 1",Beal City Public Schools Board Member,,Under Votes,,0,0,0,0
Isabella,"Gilmore Township, Precinct 1",Chippewa Hills Schools Board Member,,Brenda L. Donley,,119,0,15,134
Isabella,"Gilmore Township, Precinct 1",Chippewa Hills Schools Board Member,,Julia Ezell,,96,0,9,105
Isabella,"Gilmore Township, Precinct 1",Chippewa Hills Schools Board Member,,Brian Simon,,107,0,12,119
Isabella,"Gilmore Township, Precinct 1",Chippewa Hills Schools Board Member,,Write-ins,,2,0,0,2
Isabella,"Gilmore Township, Precinct 1",Chippewa Hills Schools Board Member,,Over Votes,,0,0,0,0
Isabella,"Gilmore Township, Precinct 1",Chippewa Hills Schools Board Member,,Under Votes,,432,0,42,474
Isabella,"Gilmore Township, Precinct 1",Farwell Area Schools Board Member,,Jade Campbell,,232,0,25,257
Isabella,"Gilmore Township, Precinct 1",Farwell Area Schools Board Member,,Kellee Robinson,,231,0,26,257
Isabella,"Gilmore Township, Precinct 1",Farwell Area Schools Board Member,,Write-ins,,8,0,2,10
Isabella,"Gilmore Township, Precinct 1",Farwell Area Schools Board Member,,Over Votes,,0,0,0,0
Isabella,"Gilmore Township, Precinct 1",Farwell Area Schools Board Member,,Under Votes,,467,0,65,532
Isabella,"Gilmore Township, Precinct 1",Isabella County Sheriff's Office Road Patrol Proposal,,Yes,,259,0,30,289
Isabella,"Gilmore Township, Precinct 1",Isabella County Sheriff's Office Road Patrol Proposal,,No,,421,0,50,471
Isabella,"Gilmore Township, Precinct 1",Isabella County Sheriff's Office Road Patrol Proposal,,Over Votes,,0,0,0,0
Isabella,"Gilmore Township, Precinct 1",Isabella County Sheriff's Office Road Patrol Proposal,,Under Votes,,56,0,8,64
Isabella,"Isabella Township, Precinct 1",Ballots Cast,,,,988,0,197,1185
Isabella,"Isabella Township, Precinct 1",President,,Kamala D. Harris,DEM,436,0,74,510
Isabella,"Isabella Township, Precinct 1",President,,Donald J. Trump,REP,531,0,118,649
Isabella,"Isabella Township, Precinct 1",President,,Chase Oliver,LIB,3,0,1,4
Isabella,"Isabella Township, Precinct 1",President,,Randall Terry,UST,1,0,0,1
Isabella,"Isabella Township, Precinct 1",President,,Jill Stein,GRE,4,0,0,4
Isabella,"Isabella Township, Precinct 1",President,,"Robert F. Kennedy, Jr.",NLP,6,0,2,8
Isabella,"Isabella Township, Precinct 1",President,,Joseph Kishore,NPA,2,0,0,2
Isabella,"Isabella Township, Precinct 1",President,,Cornel West,NPA,1,0,0,1
Isabella,"Isabella Township, Precinct 1",President,,Write-ins,,2,0,0,2
Isabella,"Isabella Township, Precinct 1",President,,Over Votes,,0,0,0,0
Isabella,"Isabella Township, Precinct 1",President,,Under Votes,,2,0,2,4
Isabella,"Isabella Township, Precinct 1",U.S. Senate,,Elissa Slotkin,DEM,403,0,71,474
Isabella,"Isabella Township, Precinct 1",U.S. Senate,,Mike Rogers,REP,509,0,110,619
Isabella,"Isabella Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,LIB,18,0,7,25
Isabella,"Isabella Township, Precinct 1",U.S. Senate,,Dave Stein,UST,14,0,3,17
Isabella,"Isabella Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,GRE,5,0,0,5
Isabella,"Isabella Township, Precinct 1",U.S. Senate,,Doug Dern,NLP,5,0,1,6
Isabella,"Isabella Township, Precinct 1",U.S. Senate,,Write-ins,,2,0,0,2
Isabella,"Isabella Township, Precinct 1",U.S. Senate,,Over Votes,,0,0,0,0
Isabella,"Isabella Township, Precinct 1",U.S. Senate,,Under Votes,,32,0,5,37
