county,precinct,office,district,candidate,party,election_day,early_voting,av_counting_boards,votes
Monroe,"City of Luna Pier, Precinct 1",Trustee of Michigan State University,,Mike Balow,Republican,254,74,0,328
Monroe,"City of Luna Pier, Precinct 1",Trustee of Michigan State University,,Julie Maday,Republican,262,71,0,333
Monroe,"City of Luna Pier, Precinct 1",Trustee of Michigan State University,,Grant T. Baker,Libertarian,19,5,0,24
Monroe,"City of Luna Pier, Precinct 1",Trustee of Michigan State University,,Janet M. Sanger,U.S. Taxpayers,16,2,0,18
Monroe,"City of Luna Pier, Precinct 1",Trustee of Michigan State University,,John Paul Sanger,U.S. Taxpayers,12,5,0,17
Monroe,"City of Luna Pier, Precinct 1",Trustee of Michigan State University,,John Anthony La Pietra,Green,19,2,0,21
Monroe,"City of Luna Pier, Precinct 1",Trustee of Michigan State University,,Write-in,,10,1,0,11
Monroe,"City of Luna Pier, Precinct 1",Trustee of Michigan State University,,Over Vote Count,,0,0,0,0
Monroe,"City of Luna Pier, Precinct 1",Trustee of Michigan State University,,Under Vote Count,,241,26,0,267
Monroe,"City of Luna Pier, Precinct 1",Governor of Wayne State University,,Ballots Cast,,642,132,0,774
Monroe,"City of Luna Pier, Precinct 1",Governor of Wayne State University,,Rasha Demashkieh,Democrat,221,35,0,256
Monroe,"City of Luna Pier, Precinct 1",Governor of Wayne State University,,Mark T. Gaffney,Democrat,223,34,0,257
Monroe,"City of Luna Pier, Precinct 1",Governor of Wayne State University,,Michael Busuito,Republican,256,77,0,333
Monroe,"City of Luna Pier, Precinct 1",Governor of Wayne State University,,Sunny Reddy,Republican,250,72,0,322
Monroe,"City of Luna Pier, Precinct 1",Governor of Wayne State University,,Farid Ishac,Libertarian,9,3,0,12
Monroe,"City of Luna Pier, Precinct 1",Governor of Wayne State University,,William Mohr II,U.S. Taxpayers,11,2,0,13
Monroe,"City of Luna Pier, Precinct 1",Governor of Wayne State University,,Sami Makhoul,Green,7,1,0,8
Monroe,"City of Luna Pier, Precinct 1",Governor of Wayne State University,,Suzanne Roehrig,Working Class,30,3,0,33
Monroe,"City of Luna Pier, Precinct 1",Governor of Wayne State University,,Kathleen Oakford,Natural Law,13,3,0,16
Monroe,"City of Luna Pier, Precinct 1",Governor of Wayne State University,,Write-in,,12,2,0,14
Monroe,"City of Luna Pier, Precinct 1",Governor of Wayne State University,,Over Vote Count,,2,0,0,2
Monroe,"City of Luna Pier, Precinct 1",Governor of Wayne State University,,Under Vote Count,,250,32,0,282
Monroe,"City of Luna Pier, Precinct 1",County Prosecuting Attorney,,Ballots Cast,,642,132,0,774
Monroe,"City of Luna Pier, Precinct 1",County Prosecuting Attorney,,Jeffery A. Yorkey,Republican,403,94,0,497
Monroe,"City of Luna Pier, Precinct 1",County Prosecuting Attorney,,Write-in,,16,2,0,18
Monroe,"City of Luna Pier, Precinct 1",County Prosecuting Attorney,,Over Vote Count,,0,0,0,0
Monroe,"City of Luna Pier, Precinct 1",County Prosecuting Attorney,,Under Vote Count,,223,36,0,259
Monroe,"City of Luna Pier, Precinct 1",County Sheriff,,Ballots Cast,,642,132,0,774
Monroe,"City of Luna Pier, Precinct 1",County Sheriff,,Troy Goodnough,Republican,427,95,0,522
Monroe,"City of Luna Pier, Precinct 1",County Sheriff,,Write-in,,15,2,0,17
Monroe,"City of Luna Pier, Precinct 1",County Sheriff,,Over Vote Count,,0,0,0,0
Monroe,"City of Luna Pier, Precinct 1",County Sheriff,,Under Vote Count,,200,35,0,235
Monroe,"City of Luna Pier, Precinct 1",County Clerk and Register of Deeds,,Ballots Cast,,642,132,0,774
Monroe,"City of Luna Pier, Precinct 1",County Clerk and Register of Deeds,,Annamarie Osment,Republican,404,93,0,497
Monroe,"City of Luna Pier, Precinct 1",County Clerk and Register of Deeds,,Write-in,,18,2,0,20
Monroe,"City of Luna Pier, Precinct 1",County Clerk and Register of Deeds,,Over Vote Count,,0,0,0,0
Monroe,"City of Luna Pier, Precinct 1",County Clerk and Register of Deeds,,Under Vote Count,,220,37,0,257
Monroe,"City of Luna Pier, Precinct 1",County Treasurer,,Ballots Cast,,642,132,0,774
Monroe,"City of Luna Pier, Precinct 1",County Treasurer,,Jesse Stanford,Republican,396,90,0,486
Monroe,"City of Luna Pier, Precinct 1",County Treasurer,,Write-in,,21,1,0,22
Monroe,"City of Luna Pier, Precinct 1",County Treasurer,,Over Vote Count,,0,0,0,0
Monroe,"City of Luna Pier, Precinct 1",County Treasurer,,Under Vote Count,,225,41,0,266
Monroe,"City of Luna Pier, Precinct 1",County Drain Commissioner,,Ballots Cast,,642,132,0,774
Monroe,"City of Luna Pier, Precinct 1",County Drain Commissioner,,David P. Thompson,Republican,392,91,0,483
Monroe,"City of Luna Pier, Precinct 1",County Drain Commissioner,,Write-in,,21,1,0,22
Monroe,"City of Luna Pier, Precinct 1",County Drain Commissioner,,Over Vote Count,,0,0,0,0
Monroe,"City of Luna Pier, Precinct 1",County Drain Commissioner,,Under Vote Count,,229,40,0,269
Monroe,"City of Luna Pier, Precinct 1",County Surveyor,,Ballots Cast,,642,132,0,774
Monroe,"City of Luna Pier, Precinct 1",County Surveyor,,Scott A. Warnke,Democrat,353,69,0,422
Monroe,"City of Luna Pier, Precinct 1",County Surveyor,,Write-in,,37,4,0,41
Monroe,"City of Luna Pier, Precinct 1",County Surveyor,,Over Vote Count,,0,0,0,0
Monroe,"City of Luna Pier, Precinct 1",County Surveyor,,Under Vote Count,,252,59,0,311
Monroe,"City of Luna Pier, Precinct 1",County Commissioner District 7,,Ballots Cast,,642,132,0,774
Monroe,"City of Luna Pier, Precinct 1",County Commissioner District 7,,David G. Swartout,Republican,394,90,0,484
Monroe,"City of Luna Pier, Precinct 1",County Commissioner District 7,,Write-in,,23,1,0,24
Monroe,"City of Luna Pier, Precinct 1",County Commissioner District 7,,Over Vote Count,,0,0,0,0
Monroe,"City of Luna Pier, Precinct 1",County Commissioner District 7,,Under Vote Count,,225,41,0,266
Monroe,"City of Luna Pier, Precinct 1",Justice of Supreme Court - 8 Year Term,,Ballots Cast,,642,132,0,774
Monroe,"City of Luna Pier, Precinct 1",Justice of Supreme Court - 8 Year Term,,Andrew Fink,,152,44,0,196
Monroe,"City of Luna Pier, Precinct 1",Justice of Supreme Court - 8 Year Term,,Kimberly Ann Thomas,,269,42,0,311
Monroe,"City of Luna Pier, Precinct 1",Justice of Supreme Court - 8 Year Term,,Write-in,,13,2,0,15
Monroe,"City of Luna Pier, Precinct 1",Justice of Supreme Court - 8 Year Term,,Over Vote Count,,0,0,0,0
Monroe,"City of Luna Pier, Precinct 1",Justice of Supreme Court - 8 Year Term,,Under Vote Count,,208,44,0,252
Monroe,"City of Luna Pier, Precinct 1",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Ballots Cast,,642,132,0,774
Monroe,"City of Luna Pier, Precinct 1",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Kyra Harris Bolden,,284,48,0,332
Monroe,"City of Luna Pier, Precinct 1",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Patrick William O'Grady,,146,39,0,185
Monroe,"City of Luna Pier, Precinct 1",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Write-in,,15,2,0,17
Monroe,"City of Luna Pier, Precinct 1",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Over Vote Count,,0,0,0,0
Monroe,"City of Luna Pier, Precinct 1",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Under Vote Count,,197,43,0,240
Monroe,"City of Luna Pier, Precinct 1",Judge of Court of Appeals 1st District,,Ballots Cast,,642,132,0,774
Monroe,"City of Luna Pier, Precinct 1",Judge of Court of Appeals 1st District,,Kirsten Frank Kelly,,289,54,0,343
Monroe,"City of Luna Pier, Precinct 1",Judge of Court of Appeals 1st District,,Michael J. Riordan,,214,50,0,264
Monroe,"City of Luna Pier, Precinct 1",Judge of Court of Appeals 1st District,,Write-in,,20,3,0,23
Monroe,"City of Luna Pier, Precinct 1",Judge of Court of Appeals 1st District,,Over Vote Count,,0,0,0,0
Monroe,"City of Luna Pier, Precinct 1",Judge of Court of Appeals 1st District,,Under Vote Count,,761,157,0,918
Monroe,"City of Luna Pier, Precinct 1",Judge of Circuit Court 38th Circuit,,Ballots Cast,,642,132,0,774
Monroe,"City of Luna Pier, Precinct 1",Judge of Circuit Court 38th Circuit,,Mark S. Braunlich,,358,69,0,427
Monroe,"City of Luna Pier, Precinct 1",Judge of Circuit Court 38th Circuit,,Write-in,,15,3,0,18
Monroe,"City of Luna Pier, Precinct 1",Judge of Circuit Court 38th Circuit,,Over Vote Count,,0,0,0,0
Monroe,"City of Luna Pier, Precinct 1",Judge of Circuit Court 38th Circuit,,Under Vote Count,,269,60,0,329
Monroe,"City of Luna Pier, Precinct 1",Judge of Probate Court,,Ballots Cast,,642,132,0,774
Monroe,"City of Luna Pier, Precinct 1",Judge of Probate Court,,Cheryl E. Lohmeyer,,350,64,0,414
Monroe,"City of Luna Pier, Precinct 1",Judge of Probate Court,,Write-in,,20,3,0,23
Monroe,"City of Luna Pier, Precinct 1",Judge of Probate Court,,Over Vote Count,,0,0,0,0
Monroe,"City of Luna Pier, Precinct 1",Judge of Probate Court,,Under Vote Count,,272,65,0,337
Monroe,"City of Luna Pier, Precinct 1",Judge of District Court 1st District,,Ballots Cast,,642,132,0,774
Monroe,"City of Luna Pier, Precinct 1",Judge of District Court 1st District,,Amanda L. Eicher,,339,67,0,406
Monroe,"City of Luna Pier, Precinct 1",Judge of District Court 1st District,,Write-in,,21,2,0,23
Monroe,"City of Luna Pier, Precinct 1",Judge of District Court 1st District,,Over Vote Count,,0,0,0,0
Monroe,"City of Luna Pier, Precinct 1",Judge of District Court 1st District,,Under Vote Count,,282,63,0,345
Monroe,"City of Luna Pier, Precinct 1",Monroe County Community College Board of Trustees,,Ballots Cast,,642,132,0,774
Monroe,"City of Luna Pier, Precinct 1",Monroe County Community College Board of Trustees,,Charles Abel,,55,8,0,63
Monroe,"City of Luna Pier, Precinct 1",Monroe County Community College Board of Trustees,,Benny D. Capaul,,53,10,0,63
Monroe,"City of Luna Pier, Precinct 1",Monroe County Community College Board of Trustees,,John Gonta,,42,10,0,52
Monroe,"City of Luna Pier, Precinct 1",Monroe County Community College Board of Trustees,,Duane LeBrun,,23,4,0,27
Monroe,"City of Luna Pier, Precinct 1",Monroe County Community College Board of Trustees,,Jamie O’Brien,,56,8,0,64
Monroe,"City of Luna Pier, Precinct 1",Monroe County Community College Board of Trustees,,Linda Roberts,,127,22,0,149
Monroe,"City of Luna Pier, Precinct 1",Monroe County Community College Board of Trustees,,Joel A. Spotts,,50,10,0,60
Monroe,"City of Luna Pier, Precinct 1",Monroe County Community College Board of Trustees,,Doug Stevens,,54,11,0,65
Monroe,"City of Luna Pier, Precinct 1",Monroe County Community College Board of Trustees,,Kristy Svatek-Whitson,,100,22,0,122
Monroe,"City of Luna Pier, Precinct 1",Monroe County Community College Board of Trustees,,Write-in,,22,5,0,27
Monroe,"City of Luna Pier, Precinct 1",Monroe County Community College Board of Trustees,,Over Vote Count,,2,0,0,2
Monroe,"City of Luna Pier, Precinct 1",Monroe County Community College Board of Trustees,,Under Vote Count,,700,154,0,854
Monroe,"City of Luna Pier, Precinct 1",City of Luna Pier Mayor,,Ballots Cast,,642,132,0,774
Monroe,"City of Luna Pier, Precinct 1",City of Luna Pier Mayor,,Jim Gardner,,399,88,0,487
Monroe,"City of Luna Pier, Precinct 1",City of Luna Pier Mayor,,Write-in,,34,3,0,37
Monroe,"City of Luna Pier, Precinct 1",City of Luna Pier Mayor,,Over Vote Count,,0,0,0,0
Monroe,"City of Luna Pier, Precinct 1",City of Luna Pier Mayor,,Under Vote Count,,209,41,0,250
Monroe,"City of Luna Pier, Precinct 1",City of Luna Pier City Council,,Ballots Cast,,642,132,0,774
Monroe,"City of Luna Pier, Precinct 1",City of Luna Pier City Council,,Duy Hoang,,348,62,0,410
Monroe,"City of Luna Pier, Precinct 1",City of Luna Pier City Council,,Write-in,,38,11,0,49
Monroe,"City of Luna Pier, Precinct 1",City of Luna Pier City Council,,Shawn Rennee Boslooper,,1,2,0,3
Monroe,"City of Luna Pier, Precinct 1",City of Luna Pier City Council,,Over Vote Count,,0,0,0,0
Monroe,"City of Luna Pier, Precinct 1",City of Luna Pier City Council,,Under Vote Count,,1540,323,0,1863
Monroe,"City of Luna Pier, Precinct 1",Mason Consolidated Schools Board Member,,Ballots Cast,,642,132,0,774
Monroe,"City of Luna Pier, Precinct 1",Mason Consolidated Schools Board Member,,Write-in,,133,20,0,153
Monroe,"City of Luna Pier, Precinct 1",Mason Consolidated Schools Board Member,,Rachel Mary England,,45,0,0,45
Monroe,"City of Luna Pier, Precinct 1",Mason Consolidated Schools Board Member,,Shannon Graves,,20,0,0,20
Monroe,"City of Luna Pier, Precinct 1",Mason Consolidated Schools Board Member,,William Jacob Nehrig,,9,0,0,9
Monroe,"City of Luna Pier, Precinct 1",Mason Consolidated Schools Board Member,,Over Vote Count,,0,0,0,0
Monroe,"City of Luna Pier, Precinct 1",Mason Consolidated Schools Board Member,,Under Vote Count,,1151,244,0,1395
Monroe,"City of Luna Pier, Precinct 1",Mason Consolidated Schools Board Member - Partial Term Ending 12/31/2026,,Ballots Cast,,642,132,0,774
Monroe,"City of Luna Pier, Precinct 1",Mason Consolidated Schools Board Member - Partial Term Ending 12/31/2026,,John N. Waller,,320,59,0,379
Monroe,"City of Luna Pier, Precinct 1",Mason Consolidated Schools Board Member - Partial Term Ending 12/31/2026,,Write-in,,15,2,0,17
Monroe,"City of Luna Pier, Precinct 1",Mason Consolidated Schools Board Member - Partial Term Ending 12/31/2026,,Over Vote Count,,0,0,0,0
Monroe,"City of Luna Pier, Precinct 1",Mason Consolidated Schools Board Member - Partial Term Ending 12/31/2026,,Under Vote Count,,307,71,0,378
Monroe,"City of Luna Pier, Precinct 1",Community College District of Monroe Maintenance and Improvement Millage Renewal,,Ballots Cast,,642,132,0,774
Monroe,"City of Luna Pier, Precinct 1",Community College District of Monroe Maintenance and Improvement Millage Renewal,,Yes,,264,47,0,311
Monroe,"City of Luna Pier, Precinct 1",Community College District of Monroe Maintenance and Improvement Millage Renewal,,No,,254,64,0,318
Monroe,"City of Luna Pier, Precinct 1",Community College District of Monroe Maintenance and Improvement Millage Renewal,,Over Vote Count,,0,0,0,0
Monroe,"City of Luna Pier, Precinct 1",Community College District of Monroe Maintenance and Improvement Millage Renewal,,Under Vote Count,,124,21,0,145
Monroe,"City of Luna Pier, Precinct 1",Community College District of Monroe Headlee Override,,Ballots Cast,,642,132,0,774
Monroe,"City of Luna Pier, Precinct 1",Community College District of Monroe Headlee Override,,Yes,,197,36,0,233
Monroe,"City of Luna Pier, Precinct 1",Community College District of Monroe Headlee Override,,No,,303,73,0,376
Monroe,"City of Luna Pier, Precinct 1",Community College District of Monroe Headlee Override,,Over Vote Count,,0,0,0,0
Monroe,"City of Luna Pier, Precinct 1",Community College District of Monroe Headlee Override,,Under Vote Count,,142,23,0,165
Monroe,"City of Monroe, Precinct 1",President,,Ballots Cast,,666,371,618,1655
Monroe,"City of Monroe, Precinct 1",President,,Kamala D. Harris,Democrat,246,131,379,756
Monroe,"City of Monroe, Precinct 1",President,,Donald J. Trump,Republican,400,235,227,862
Monroe,"City of Monroe, Precinct 1",President,,Chase Oliver,Libertarian,5,0,1,6
Monroe,"City of Monroe, Precinct 1",President,,Jill Stein,Green,2,0,1,3
Monroe,"City of Monroe, Precinct 1",President,,"Robert F. Kennedy, Jr.",Natural Law,7,2,4,13
Monroe,"City of Monroe, Precinct 1",President,,Cornel West /,No Party Affiliation,3,0,0,3
Monroe,"City of Monroe, Precinct 1",President,,Over Vote Count,,2,0,0,2
Monroe,"City of Monroe, Precinct 1",President,,Under Vote Count,,1,2,4,7
Monroe,"City of Monroe, Precinct 1",President,,Randall Terry,U.S. Taxpayers,0,0,2,2
Monroe,"City of Monroe, Precinct 1",President,,Write-in,,0,1,0,1
Monroe,"City of Monroe, Precinct 1",U.S. Senate,,Ballots Cast,,666,371,618,1655
Monroe,"City of Monroe, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,247,135,379,761
Monroe,"City of Monroe, Precinct 1",U.S. Senate,,Mike Rogers,Republican,365,221,212,798
Monroe,"City of Monroe, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,Libertarian,16,3,4,23
Monroe,"City of Monroe, Precinct 1",U.S. Senate,,Dave Stein,U.S. Taxpayers,6,3,6,15
Monroe,"City of Monroe, Precinct 1",U.S. Senate,,Douglas P. Marsh,Green,6,2,4,12
Monroe,"City of Monroe, Precinct 1",U.S. Senate,,Doug Dern,Natural Law,5,0,2,7
Monroe,"City of Monroe, Precinct 1",U.S. Senate,,Write-in,,3,2,0,5
Monroe,"City of Monroe, Precinct 1",U.S. Senate,,Over Vote Count,,0,0,3,3
Monroe,"City of Monroe, Precinct 1",U.S. Senate,,Under Vote Count,,18,5,8,31
Monroe,"City of Monroe, Precinct 1",U.S. House,5,Ballots Cast,,666,371,618,1655
Monroe,"City of Monroe, Precinct 1",U.S. House,5,Libbi Urban,Democrat,230,125,340,695
Monroe,"City of Monroe, Precinct 1",U.S. House,5,Tim Walberg,Republican,382,231,251,864
Monroe,"City of Monroe, Precinct 1",U.S. House,5,James Bronke,Green,22,2,10,34
Monroe,"City of Monroe, Precinct 1",U.S. House,5,Write-in,,3,2,0,5
Monroe,"City of Monroe, Precinct 1",U.S. House,5,Over Vote Count,,1,0,0,1
Monroe,"City of Monroe, Precinct 1",U.S. House,5,Under Vote Count,,28,11,17,56
Monroe,"City of Monroe, Precinct 1",State House,30,Ballots Cast,,666,371,618,1655
Monroe,"City of Monroe, Precinct 1",State House,30,Rick Kull,Democrat,255,129,358,742
Monroe,"City of Monroe, Precinct 1",State House,30,William T. Bruck,Republican,372,230,236,838
Monroe,"City of Monroe, Precinct 1",State House,30,Write-in,,6,2,1,9
Monroe,"City of Monroe, Precinct 1",State House,30,Over Vote Count,,0,0,1,1
Monroe,"City of Monroe, Precinct 1",State House,30,Under Vote Count,,33,10,22,65
Monroe,"City of Monroe, Precinct 1",Member of the State Board of Education,,Ballots Cast,,666,371,618,1655
Monroe,"City of Monroe, Precinct 1",Member of the State Board of Education,,Theodore Jones,Democrat,208,117,332,657
Monroe,"City of Monroe, Precinct 1",Member of the State Board of Education,,Adam Frederick Zemke,Democrat,195,105,324,624
Monroe,"City of Monroe, Precinct 1",Member of the State Board of Education,,Tom McMillin,Republican,316,199,198,713
Monroe,"City of Monroe, Precinct 1",Member of the State Board of Education,,Nikki Snyder,Republican,333,199,203,735
Monroe,"City of Monroe, Precinct 1",Member of the State Board of Education,,Scotty Boman,Libertarian,29,14,8,51
Monroe,"City of Monroe, Precinct 1",Member of the State Board of Education,,Ted Gerrard,U.S. Taxpayers,6,8,4,18
Monroe,"City of Monroe, Precinct 1",Member of the State Board of Education,,Christine C. Schwartz,U.S. Taxpayers,22,7,9,38
Monroe,"City of Monroe, Precinct 1",Member of the State Board of Education,,Mary Anne Hering,Working Class,57,20,40,117
Monroe,"City of Monroe, Precinct 1",Member of the State Board of Education,,Write-in,,6,3,0,9
Monroe,"City of Monroe, Precinct 1",Member of the State Board of Education,,Over Vote Count,,4,0,0,4
Monroe,"City of Monroe, Precinct 1",Member of the State Board of Education,,Under Vote Count,,156,70,118,344
Monroe,"City of Monroe, Precinct 1",Regent of the University of Michigan,,Ballots Cast,,666,371,618,1655
Monroe,"City of Monroe, Precinct 1",Regent of the University of Michigan,,Denise Ilitch,Democrat,235,117,365,717
Monroe,"City of Monroe, Precinct 1",Regent of the University of Michigan,,Shauna Ryder Diggs,Democrat,223,112,323,658
Monroe,"City of Monroe, Precinct 1",Regent of the University of Michigan,,Carl Meyers,Republican,332,211,201,744
Monroe,"City of Monroe, Precinct 1",Regent of the University of Michigan,,Sevag Vartanian,Republican,301,182,164,647
Monroe,"City of Monroe, Precinct 1",Regent of the University of Michigan,,Andrew Chadderdon,Libertarian,29,8,9,46
Monroe,"City of Monroe, Precinct 1",Regent of the University of Michigan,,Donna M. Oetman,U.S. Taxpayers,24,19,19,62
Monroe,"City of Monroe, Precinct 1",Regent of the University of Michigan,,Write-in,,9,5,0,14
Monroe,"City of Monroe, Precinct 1",Regent of the University of Michigan,,Over Vote Count,,2,0,0,2
Monroe,"City of Monroe, Precinct 1",Regent of the University of Michigan,,Under Vote Count,,177,88,155,420
Monroe,"City of Monroe, Precinct 1",Trustee of Michigan State University,,Ballots Cast,,666,371,618,1655
Monroe,"City of Monroe, Precinct 1",Trustee of Michigan State University,,Rebecca Bahar-Cook,Democrat,225,118,339,682
Monroe,"City of Monroe, Precinct 1",Trustee of Michigan State University,,Thomas Stallworth III,Democrat,195,108,316,619
Monroe,"City of Monroe, Precinct 1",Trustee of Michigan State University,,Mike Balow,Republican,338,206,193,737
Monroe,"City of Monroe, Precinct 1",Trustee of Michigan State University,,Julie Maday,Republican,319,196,186,701
Monroe,"City of Monroe, Precinct 1",Trustee of Michigan State University,,Grant T. Baker,Libertarian,26,11,11,48
Monroe,"City of Monroe, Precinct 1",Trustee of Michigan State University,,Janet M. Sanger,U.S. Taxpayers,17,7,19,43
Monroe,"City of Monroe, Precinct 1",Trustee of Michigan State University,,John Paul Sanger,U.S. Taxpayers,9,6,9,24
Monroe,"City of Monroe, Precinct 1",Trustee of Michigan State University,,John Anthony La Pietra,Green,14,5,10,29
Monroe,"City of Monroe, Precinct 1",Trustee of Michigan State University,,Write-in,,8,3,1,12
Monroe,"City of Monroe, Precinct 1",Trustee of Michigan State University,,Over Vote Count,,2,0,0,2
Monroe,"City of Monroe, Precinct 1",Trustee of Michigan State University,,Under Vote Count,,179,82,152,413
