county,precinct,office,district,candidate,party,election_day,absentee,early_voting,votes
Ottawa,"City of Coopersville, Precinct 1",Ballots Cast,,,,,,,2544
Ottawa,"City of Coopersville, Precinct 1",Registered Voters,,,,,,,3564
Ottawa,"City of Coopersville, Precinct 1",Straight Party Ticket,,Democratic Party,DEM,173,247,83,503
Ottawa,"City of Coopersville, Precinct 1",Straight Party Ticket,,Republican Party,REP,451,226,313,990
Ottawa,"City of Coopersville, Precinct 1",Straight Party Ticket,,Libertarian Party,LIB,4,7,0,11
Ottawa,"City of Coopersville, Precinct 1",Straight Party Ticket,,U.S. Taxpayers Party,UST,0,0,0,0
Ottawa,"City of Coopersville, Precinct 1",Straight Party Ticket,,Green Party,GRN,0,1,1,2
Ottawa,"City of Coopersville, Precinct 1",Straight Party Ticket,,Working Class Party,WCP,2,2,1,5
Ottawa,"City of Coopersville, Precinct 1",Straight Party Ticket,,Natural Law Party,NLP,0,0,2,2
Ottawa,"City of Coopersville, Precinct 1",Straight Party Ticket,,Under Votes,,524,265,242,1031
Ottawa,"City of Coopersville, Precinct 1",Straight Party Ticket,,Over Votes,,0,0,0,0
Ottawa,"City of Coopersville, Precinct 1",President,,Kamala D. Harris,DEM,332,408,158,898
Ottawa,"City of Coopersville, Precinct 1",President,,Donald J. Trump,REP,795,322,475,1592
Ottawa,"City of Coopersville, Precinct 1",President,,Chase Oliver,LIB,8,11,4,23
Ottawa,"City of Coopersville, Precinct 1",President,,Randall Terry,UST,3,0,0,3
Ottawa,"City of Coopersville, Precinct 1",President,,Jill Stein,GRN,1,2,0,3
Ottawa,"City of Coopersville, Precinct 1",President,,Robert F. Kennedy Jr.,NLP,10,2,3,15
Ottawa,"City of Coopersville, Precinct 1",President,,Joseph Kishore,NPA,1,0,0,1
Ottawa,"City of Coopersville, Precinct 1",President,,Cornel West,NPA,0,0,0,0
Ottawa,"City of Coopersville, Precinct 1",President,,Cherunda Lynn Fox (W),,0,0,0,0
Ottawa,"City of Coopersville, Precinct 1",President,,Claudia De La Cruz (W),,0,0,0,0
Ottawa,"City of Coopersville, Precinct 1",President,,Jay J. Bowman (W),,0,0,0,0
Ottawa,"City of Coopersville, Precinct 1",President,,Peter Sonski (W),,0,0,0,0
Ottawa,"City of Coopersville, Precinct 1",President,,Under Votes,,4,3,1,8
Ottawa,"City of Coopersville, Precinct 1",President,,Over Votes,,0,0,1,1
Ottawa,"City of Coopersville, Precinct 1",U.S. Senate,,Elissa Slotkin,DEM,328,395,151,874
Ottawa,"City of Coopersville, Precinct 1",U.S. Senate,,Mike Rogers,REP,761,327,462,1550
Ottawa,"City of Coopersville, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,LIB,23,13,9,45
Ottawa,"City of Coopersville, Precinct 1",U.S. Senate,,Dave Stein,UST,14,4,4,22
Ottawa,"City of Coopersville, Precinct 1",U.S. Senate,,Douglas P. Marsh,GRN,4,1,6,11
Ottawa,"City of Coopersville, Precinct 1",U.S. Senate,,Doug Dern,NLP,6,0,4,10
Ottawa,"City of Coopersville, Precinct 1",U.S. Senate,,James Chapman (W),,0,0,0,0
Ottawa,"City of Coopersville, Precinct 1",U.S. Senate,,Marcus A. Irvine (W),,0,0,0,0
Ottawa,"City of Coopersville, Precinct 1",U.S. Senate,,Valerie Lee Willis (W),,0,0,0,0
Ottawa,"City of Coopersville, Precinct 1",U.S. Senate,,Under Votes,,18,8,6,32
Ottawa,"City of Coopersville, Precinct 1",U.S. Senate,,Over Votes,,0,0,0,0
Ottawa,"City of Coopersville, Precinct 1",U.S. House,3,Hillary Scholten,DEM,348,407,163,918
Ottawa,"City of Coopersville, Precinct 1",U.S. House,3,Paul Hudson,REP,721,311,452,1484
Ottawa,"City of Coopersville, Precinct 1",U.S. House,3,Alex Avery,LIB,30,14,11,55
Ottawa,"City of Coopersville, Precinct 1",U.S. House,3,Louis Palus,WCP,22,2,6,30
Ottawa,"City of Coopersville, Precinct 1",U.S. House,3,Under Votes,,33,14,9,56
Ottawa,"City of Coopersville, Precinct 1",U.S. House,3,Over Votes,,0,0,1,1
Ottawa,"City of Coopersville, Precinct 1",State House,89,Lois E. Maassen,DEM,288,351,138,777
Ottawa,"City of Coopersville, Precinct 1",State House,89,Luke Meerman,REP,836,377,497,1710
Ottawa,"City of Coopersville, Precinct 1",State House,89,Under Votes,,30,20,7,57
Ottawa,"City of Coopersville, Precinct 1",State House,89,Over Votes,,0,0,0,0
Ottawa,"City of Coopersville, Precinct 1",Member of the State Board of Education,,Theodore Jones,DEM,282,347,134,763
Ottawa,"City of Coopersville, Precinct 1",Member of the State Board of Education,,Adam Frederick Zemke,DEM,266,344,128,738
Ottawa,"City of Coopersville, Precinct 1",Member of the State Board of Education,,Tom McMillin,REP,684,313,431,1428
Ottawa,"City of Coopersville, Precinct 1",Member of the State Board of Education,,Nikki Snyder,REP,698,333,442,1473
Ottawa,"City of Coopersville, Precinct 1",Member of the State Board of Education,,Scotty Boman,LIB,57,20,12,89
Ottawa,"City of Coopersville, Precinct 1",Member of the State Board of Education,,Ted Gerrard,UST,18,6,7,31
Ottawa,"City of Coopersville, Precinct 1",Member of the State Board of Education,,Christine C. Schwartz,UST,22,8,8,38
Ottawa,"City of Coopersville, Precinct 1",Member of the State Board of Education,,Mary Anne Hering,WCP,47,22,22,91
Ottawa,"City of Coopersville, Precinct 1",Member of the State Board of Education,,Under Votes,,232,103,98,433
Ottawa,"City of Coopersville, Precinct 1",Member of the State Board of Education,,Over Votes,,1,1,,
Ottawa,"City of Coopersville, Precinct 1",Regent of the University of Michigan,,Denise Ilitch,DEM,294,368,146,808
Ottawa,"City of Coopersville, Precinct 1",Regent of the University of Michigan,,Shauna Ryder Diggs,DEM,285,342,127,754
Ottawa,"City of Coopersville, Precinct 1",Regent of the University of Michigan,,Carl Meyers,REP,727,332,452,1511
Ottawa,"City of Coopersville, Precinct 1",Regent of the University of Michigan,,Sevag Vartanian,REP,607,290,404,1301
Ottawa,"City of Coopersville, Precinct 1",Regent of the University of Michigan,,Andrew Chadderdon,LIB,56,26,25,107
Ottawa,"City of Coopersville, Precinct 1",Regent of the University of Michigan,,Donna M. Oetman,UST,35,21,16,72
Ottawa,"City of Coopersville, Precinct 1",Regent of the University of Michigan,,Huwaida Arraf (W),,0,0,0,0
Ottawa,"City of Coopersville, Precinct 1",Regent of the University of Michigan,,Under Votes,,302,117,114,533
Ottawa,"City of Coopersville, Precinct 1",Regent of the University of Michigan,,Over Votes,,1,0,,
Ottawa,"City of Coopersville, Precinct 1",Trustee of Michigan State University,,Rebecca Bahar-Cook,DEM,300,369,143,812
Ottawa,"City of Coopersville, Precinct 1",Trustee of Michigan State University,,Thomas Stallworth III,DEM,252,342,122,716
Ottawa,"City of Coopersville, Precinct 1",Trustee of Michigan State University,,Mike Balow,REP,690,315,429,1434
Ottawa,"City of Coopersville, Precinct 1",Trustee of Michigan State University,,Julie Maday,REP,653,319,417,1389
Ottawa,"City of Coopersville, Precinct 1",Trustee of Michigan State University,,Grant T. Baker,LIB,46,17,17,80
Ottawa,"City of Coopersville, Precinct 1",Trustee of Michigan State University,,Janet M. Sanger,UST,21,10,14,45
Ottawa,"City of Coopersville, Precinct 1",Trustee of Michigan State University,,John Paul Sanger,UST,21,8,10,39
Ottawa,"City of Coopersville, Precinct 1",Trustee of Michigan State University,,John Anthony La Pietra,GRN,12,4,9,25
Ottawa,"City of Coopersville, Precinct 1",Trustee of Michigan State University,,Under Votes,,311,112,123,546
Ottawa,"City of Coopersville, Precinct 1",Trustee of Michigan State University,,Over Votes,,1,0,,
Ottawa,"City of Coopersville, Precinct 1",Governor of Wayne State University,,Rasha Demashkieh,DEM,263,345,134,742
Ottawa,"City of Coopersville, Precinct 1",Governor of Wayne State University,,Mark T. Gaffney,DEM,269,346,131,746
Ottawa,"City of Coopersville, Precinct 1",Governor of Wayne State University,,Michael Busuito,REP,664,315,421,1400
Ottawa,"City of Coopersville, Precinct 1",Governor of Wayne State University,,Sunny Reddy,REP,648,312,415,1375
Ottawa,"City of Coopersville, Precinct 1",Governor of Wayne State University,,Farid Ishac,LIB,32,14,10,56
Ottawa,"City of Coopersville, Precinct 1",Governor of Wayne State University,,William Mohr II,UST,23,5,5,33
Ottawa,"City of Coopersville, Precinct 1",Governor of Wayne State University,,Sami Makhoul,GRN,12,7,6,25
Ottawa,"City of Coopersville, Precinct 1",Governor of Wayne State University,,Suzanne Roehrig,WCP,46,14,15,75
Ottawa,"City of Coopersville, Precinct 1",Governor of Wayne State University,,Kathleen Oakford,NLP,15,6,14,35
Ottawa,"City of Coopersville, Precinct 1",Governor of Wayne State University,,Under Votes,,336,132,133,601
Ottawa,"City of Coopersville, Precinct 1",Governor of Wayne State University,,Over Votes,,0,0,0,0
Ottawa,"City of Coopersville, Precinct 1",Prosecuting Attorney,,Sarah Matwiejczyk,REP,912,446,529,1887
Ottawa,"City of Coopersville, Precinct 1",Prosecuting Attorney,,Under Votes,,240,302,113,655
Ottawa,"City of Coopersville, Precinct 1",Prosecuting Attorney,,Over Votes,,2,0,,
Ottawa,"City of Coopersville, Precinct 1",Sheriff,,Eric DeBoer,REP,921,436,525,1882
Ottawa,"City of Coopersville, Precinct 1",Sheriff,,Gregory Thomas Poulson (W),,0,1,0,1
Ottawa,"City of Coopersville, Precinct 1",Sheriff,,Under Votes,,233,311,117,661
Ottawa,"City of Coopersville, Precinct 1",Sheriff,,Over Votes,,0,0,0,0
Ottawa,"City of Coopersville, Precinct 1",Clerk and Register of Deeds,,Justin F. Roebuck,REP,902,439,524,1865
Ottawa,"City of Coopersville, Precinct 1",Clerk and Register of Deeds,,Under Votes,,252,309,118,679
Ottawa,"City of Coopersville, Precinct 1",Clerk and Register of Deeds,,Over Votes,,0,0,0,0
Ottawa,"City of Coopersville, Precinct 1",Treasurer,,Cheryl Clark,REP,797,384,490,1671
Ottawa,"City of Coopersville, Precinct 1",Treasurer,,Dianne Sluiter Fikse,NPA,170,125,66,361
Ottawa,"City of Coopersville, Precinct 1",Treasurer,,Under Votes,,186,239,86,511
Ottawa,"City of Coopersville, Precinct 1",Treasurer,,Over Votes,,1,0,,
Ottawa,"City of Coopersville, Precinct 1",Water Resources Commissioner,,Karen Matchett,DEM,312,350,138,800
Ottawa,"City of Coopersville, Precinct 1",Water Resources Commissioner,,Joe Bush,REP,779,361,479,1619
Ottawa,"City of Coopersville, Precinct 1",Water Resources Commissioner,,Under Votes,,59,37,23,119
Ottawa,"City of Coopersville, Precinct 1",Water Resources Commissioner,,Over Votes,,4,2,,
Ottawa,"City of Coopersville, Precinct 1",County Commissioner 11th District,,Keith Courtade,DEM,321,378,154,853
Ottawa,"City of Coopersville, Precinct 1",County Commissioner 11th District,,Allison Miedema,REP,768,334,474,1576
Ottawa,"City of Coopersville, Precinct 1",County Commissioner 11th District,,Under Votes,,65,36,13,114
Ottawa,"City of Coopersville, Precinct 1",County Commissioner 11th District,,Over Votes,,0,0,1,1
