county,precinct,office,district,party,candidate,votes,election_day,early,absentee
Grand Traverse,Traverse City Pct 9,Board Member Traverse City Area Public Schools,,NON,Jenean Layne,318,101,73,144
Grand Traverse,Traverse City Pct 10,Board Member Traverse City Area Public Schools,,NON,Jenean Layne,360,106,102,152
Grand Traverse,Acme Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Kurt Hubschneider,421,112,135,174
Grand Traverse,Acme Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Kurt Hubschneider,202,54,47,101
Grand Traverse,Blair Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Kurt Hubschneider,231,70,83,78
Grand Traverse,Blair Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Kurt Hubschneider,327,75,143,109
Grand Traverse,Blair Twp Pct 3,Board Member Traverse City Area Public Schools,,NON,Kurt Hubschneider,255,65,92,98
Grand Traverse,Blair Twp Pct 4,Board Member Traverse City Area Public Schools,,NON,Kurt Hubschneider,306,109,100,97
Grand Traverse,East Bay Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Kurt Hubschneider,343,90,92,161
Grand Traverse,East Bay Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Kurt Hubschneider,430,108,136,186
Grand Traverse,East Bay Twp Pct 3,Board Member Traverse City Area Public Schools,,NON,Kurt Hubschneider,298,78,77,143
Grand Traverse,East Bay Twp Pct 4,Board Member Traverse City Area Public Schools,,NON,Kurt Hubschneider,349,74,125,150
Grand Traverse,East Bay Twp Pct 5,Board Member Traverse City Area Public Schools,,NON,Kurt Hubschneider,326,85,124,117
Grand Traverse,Garfield Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Kurt Hubschneider,465,108,159,198
Grand Traverse,Garfield Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Kurt Hubschneider,380,77,129,174
Grand Traverse,Garfield Twp Pct 3,Board Member Traverse City Area Public Schools,,NON,Kurt Hubschneider,267,95,93,79
Grand Traverse,Garfield Twp Pct 4,Board Member Traverse City Area Public Schools,,NON,Kurt Hubschneider,275,52,99,124
Grand Traverse,Garfield Twp Pct 5,Board Member Traverse City Area Public Schools,,NON,Kurt Hubschneider,398,80,122,196
Grand Traverse,Garfield Twp Pct 6,Board Member Traverse City Area Public Schools,,NON,Kurt Hubschneider,343,80,111,152
Grand Traverse,Garfield Twp Pct 7,Board Member Traverse City Area Public Schools,,NON,Kurt Hubschneider,249,112,73,64
Grand Traverse,Grant Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Kurt Hubschneider,69,42,27,0
Grand Traverse,Green Lake Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Kurt Hubschneider,356,97,140,119
Grand Traverse,Green Lake Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Kurt Hubschneider,310,82,138,90
Grand Traverse,Green Lake Twp Pct 3,Board Member Traverse City Area Public Schools,,NON,Kurt Hubschneider,225,69,75,81
Grand Traverse,Long Lake Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Kurt Hubschneider,354,127,82,145
Grand Traverse,Long Lake Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Kurt Hubschneider,438,134,119,185
Grand Traverse,Long Lake Twp Pct 3,Board Member Traverse City Area Public Schools,,NON,Kurt Hubschneider,590,178,147,265
Grand Traverse,Peninsula Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Kurt Hubschneider,519,134,78,307
Grand Traverse,Peninsula Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Kurt Hubschneider,426,88,84,254
Grand Traverse,Union Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Kurt Hubschneider,28,23,5,0
Grand Traverse,Whitewater Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Kurt Hubschneider,5,2,2,1
Grand Traverse,Traverse City Pct 1,Board Member Traverse City Area Public Schools,,NON,Kurt Hubschneider,260,103,55,102
Grand Traverse,Traverse City Pct 3,Board Member Traverse City Area Public Schools,,NON,Kurt Hubschneider,209,59,61,89
Grand Traverse,Traverse City Pct 7,Board Member Traverse City Area Public Schools,,NON,Kurt Hubschneider,311,123,83,105
Grand Traverse,Traverse City Pct 8,Board Member Traverse City Area Public Schools,,NON,Kurt Hubschneider,211,59,66,86
Grand Traverse,Traverse City Pct 9,Board Member Traverse City Area Public Schools,,NON,Kurt Hubschneider,241,75,57,109
Grand Traverse,Traverse City Pct 10,Board Member Traverse City Area Public Schools,,NON,Kurt Hubschneider,243,73,77,93
Grand Traverse,Acme Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Ben Layne,342,86,116,140
Grand Traverse,Acme Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Ben Layne,156,38,33,85
Grand Traverse,Blair Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Ben Layne,247,81,86,80
Grand Traverse,Blair Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Ben Layne,325,95,127,103
Grand Traverse,Blair Twp Pct 3,Board Member Traverse City Area Public Schools,,NON,Ben Layne,226,55,101,70
Grand Traverse,Blair Twp Pct 4,Board Member Traverse City Area Public Schools,,NON,Ben Layne,214,85,62,67
Grand Traverse,East Bay Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Ben Layne,288,67,99,122
Grand Traverse,East Bay Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Ben Layne,333,93,110,130
Grand Traverse,East Bay Twp Pct 3,Board Member Traverse City Area Public Schools,,NON,Ben Layne,243,71,58,114
Grand Traverse,East Bay Twp Pct 4,Board Member Traverse City Area Public Schools,,NON,Ben Layne,281,69,104,108
Grand Traverse,East Bay Twp Pct 5,Board Member Traverse City Area Public Schools,,NON,Ben Layne,283,76,101,106
Grand Traverse,Garfield Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Ben Layne,326,68,135,123
Grand Traverse,Garfield Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Ben Layne,347,58,117,172
Grand Traverse,Garfield Twp Pct 3,Board Member Traverse City Area Public Schools,,NON,Ben Layne,192,69,65,58
Grand Traverse,Garfield Twp Pct 4,Board Member Traverse City Area Public Schools,,NON,Ben Layne,244,65,78,101
Grand Traverse,Garfield Twp Pct 5,Board Member Traverse City Area Public Schools,,NON,Ben Layne,325,74,109,142
Grand Traverse,Garfield Twp Pct 6,Board Member Traverse City Area Public Schools,,NON,Ben Layne,284,63,92,129
Grand Traverse,Garfield Twp Pct 7,Board Member Traverse City Area Public Schools,,NON,Ben Layne,210,94,57,59
Grand Traverse,Grant Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Ben Layne,58,38,20,0
Grand Traverse,Green Lake Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Ben Layne,266,70,112,84
Grand Traverse,Green Lake Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Ben Layne,312,85,122,105
Grand Traverse,Green Lake Twp Pct 3,Board Member Traverse City Area Public Schools,,NON,Ben Layne,190,50,65,75
Grand Traverse,Long Lake Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Ben Layne,304,121,64,119
Grand Traverse,Long Lake Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Ben Layne,370,112,123,135
Grand Traverse,Long Lake Twp Pct 3,Board Member Traverse City Area Public Schools,,NON,Ben Layne,477,136,120,221
Grand Traverse,Peninsula Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Ben Layne,399,97,58,244
Grand Traverse,Peninsula Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Ben Layne,378,82,60,236
Grand Traverse,Union Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Ben Layne,32,23,9,0
Grand Traverse,Whitewater Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Ben Layne,4,0,3,1
Grand Traverse,Traverse City Pct 1,Board Member Traverse City Area Public Schools,,NON,Ben Layne,197,76,42,79
Grand Traverse,Traverse City Pct 3,Board Member Traverse City Area Public Schools,,NON,Ben Layne,208,58,55,95
Grand Traverse,Traverse City Pct 7,Board Member Traverse City Area Public Schools,,NON,Ben Layne,228,91,61,76
Grand Traverse,Traverse City Pct 8,Board Member Traverse City Area Public Schools,,NON,Ben Layne,200,55,61,84
Grand Traverse,Traverse City Pct 9,Board Member Traverse City Area Public Schools,,NON,Ben Layne,230,71,56,103
Grand Traverse,Traverse City Pct 10,Board Member Traverse City Area Public Schools,,NON,Ben Layne,216,74,61,81
Grand Traverse,Acme Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Write-in,60,35,9,16
Grand Traverse,Acme Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Write-in,27,12,9,6
Grand Traverse,Blair Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Write-in,62,27,16,19
Grand Traverse,Blair Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Write-in,50,29,18,3
Grand Traverse,Blair Twp Pct 3,Board Member Traverse City Area Public Schools,,NON,Write-in,45,19,20,6
Grand Traverse,Blair Twp Pct 4,Board Member Traverse City Area Public Schools,,NON,Write-in,48,22,19,7
Grand Traverse,East Bay Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Write-in,25,15,7,3
Grand Traverse,East Bay Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Write-in,19,12,4,3
Grand Traverse,East Bay Twp Pct 3,Board Member Traverse City Area Public Schools,,NON,Write-in,14,10,2,2
Grand Traverse,East Bay Twp Pct 4,Board Member Traverse City Area Public Schools,,NON,Write-in,30,12,7,11
Grand Traverse,East Bay Twp Pct 5,Board Member Traverse City Area Public Schools,,NON,Write-in,46,24,11,11
Grand Traverse,Garfield Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Write-in,49,15,28,6
Grand Traverse,Garfield Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Write-in,29,11,8,10
Grand Traverse,Garfield Twp Pct 3,Board Member Traverse City Area Public Schools,,NON,Write-in,56,29,15,12
Grand Traverse,Garfield Twp Pct 4,Board Member Traverse City Area Public Schools,,NON,Write-in,59,28,17,14
Grand Traverse,Garfield Twp Pct 5,Board Member Traverse City Area Public Schools,,NON,Write-in,39,21,7,11
Grand Traverse,Garfield Twp Pct 6,Board Member Traverse City Area Public Schools,,NON,Write-in,69,41,17,11
Grand Traverse,Garfield Twp Pct 7,Board Member Traverse City Area Public Schools,,NON,Write-in,69,52,9,8
Grand Traverse,Grant Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Write-in,8,5,3,0
Grand Traverse,Green Lake Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Write-in,33,16,9,8
Grand Traverse,Green Lake Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Write-in,57,35,15,7
Grand Traverse,Green Lake Twp Pct 3,Board Member Traverse City Area Public Schools,,NON,Write-in,21,8,8,5
Grand Traverse,Long Lake Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Write-in,60,32,14,14
Grand Traverse,Long Lake Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Write-in,48,33,7,8
Grand Traverse,Long Lake Twp Pct 3,Board Member Traverse City Area Public Schools,,NON,Write-in,51,32,15,4
Grand Traverse,Peninsula Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Write-in,38,23,3,12
Grand Traverse,Peninsula Twp Pct 2,Board Member Traverse City Area Public Schools,,NON,Write-in,25,18,2,5
Grand Traverse,Union Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Write-in,3,3,0,0
Grand Traverse,Whitewater Twp Pct 1,Board Member Traverse City Area Public Schools,,NON,Write-in,0,0,0,0
Grand Traverse,Traverse City Pct 1,Board Member Traverse City Area Public Schools,,NON,Write-in,42,17,19,6
Grand Traverse,Traverse City Pct 3,Board Member Traverse City Area Public Schools,,NON,Write-in,14,9,0,5
Grand Traverse,Traverse City Pct 7,Board Member Traverse City Area Public Schools,,NON,Write-in,45,29,9,7
Grand Traverse,Traverse City Pct 8,Board Member Traverse City Area Public Schools,,NON,Write-in,42,19,9,14
Grand Traverse,Traverse City Pct 9,Board Member Traverse City Area Public Schools,,NON,Write-in,22,11,9,2
Grand Traverse,Traverse City Pct 10,Board Member Traverse City Area Public Schools,,NON,Write-in,49,26,13,10
Grand Traverse,Fife Lake Twp Pct 1,President,,NON,Linda Deeren,176,55,81,40
Grand Traverse,Fife Lake Twp Pct 1,Treasurer Fife Lake Village,,NON,Marcia Eby,190,60,84,46
Grand Traverse,Fife Lake Twp Pct 1,Treasurer Fife Lake Village,,NON,Write-in,1,0,1,0
Grand Traverse,Fife Lake Twp Pct 1,Trustee Village of Fife Lake,,NON,Lisa Marie Magee,172,55,77,40
Grand Traverse,Fife Lake Twp Pct 1,Trustee Village of Fife Lake,,NON,Ivy Barbeaux,127,35,59,33
Grand Traverse,Fife Lake Twp Pct 1,Trustee Village of Fife Lake,,NON,Write-in,33,7,21,5
Grand Traverse,Fife Lake Twp Pct 1,Trustee Fife Lake Village,,NON,Write-in,22,8,9,5
Grand Traverse,Paradise Twp Pct 1,Trustee Village of Kingsley,,NON,Eric Weger,252,136,116,0
Grand Traverse,Paradise Twp Pct 2,Trustee Village of Kingsley,,NON,Eric Weger,283,183,100,0
Grand Traverse,Paradise Twp Pct 1,Trustee Village of Kingsley,,NON,Write-in,18,10,8,0
Grand Traverse,Paradise Twp Pct 2,Trustee Village of Kingsley,,NON,Write-in,30,19,11,0
Grand Traverse,Fife Lake Twp Pct 1,Board Member Forest Area Community Schools,,NON,Daniel Smith,306,93,118,95
Grand Traverse,Union Twp Pct 1,Board Member Forest Area Community Schools,,NON,Daniel Smith,30,26,4,0
Grand Traverse,Fife Lake Twp Pct 1,Board Member Forest Area Community Schools,,NON,Adam Schaefer,289,81,123,85
Grand Traverse,Union Twp Pct 1,Board Member Forest Area Community Schools,,NON,Adam Schaefer,36,31,5,0
Grand Traverse,Fife Lake Twp Pct 1,Board Member Forest Area Community Schools,,NON,Joanna Durfee,286,69,113,104
Grand Traverse,Union Twp Pct 1,Board Member Forest Area Community Schools,,NON,Joanna Durfee,31,25,6,0
Grand Traverse,Fife Lake Twp Pct 1,Board Member Forest Area Community Schools,,NON,Ryan Bolin,192,58,82,52
Grand Traverse,Union Twp Pct 1,Board Member Forest Area Community Schools,,NON,Ryan Bolin,20,18,2,0
Grand Traverse,Fife Lake Twp Pct 1,Board Member Forest Area Community Schools,,NON,Write-in,9,1,8,0
Grand Traverse,Union Twp Pct 1,Board Member Forest Area Community Schools,,NON,Write-in,9,5,4,0
Grand Traverse,Blair Twp Pct 1,Board Member Kingsley Area Schools,,NON,Courtney Guy,6,1,2,3
Grand Traverse,Blair Twp Pct 2,Board Member Kingsley Area Schools,,NON,Courtney Guy,108,25,39,44
Grand Traverse,Fife Lake Twp Pct 1,Board Member Kingsley Area Schools,,NON,Courtney Guy,132,41,50,41
Grand Traverse,Grant Twp Pct 1,Board Member Kingsley Area Schools,,NON,Courtney Guy,5,4,1,0
Grand Traverse,Green Lake Twp Pct 1,Board Member Kingsley Area Schools,,NON,Courtney Guy,91,24,28,39
Grand Traverse,Mayfield Twp Pct 1,Board Member Kingsley Area Schools,,NON,Courtney Guy,298,249,49,0
Grand Traverse,Paradise Twp Pct 1,Board Member Kingsley Area Schools,,NON,Courtney Guy,628,386,242,0
Grand Traverse,Paradise Twp Pct 2,Board Member Kingsley Area Schools,,NON,Courtney Guy,473,310,163,0
Grand Traverse,Union Twp Pct 1,Board Member Kingsley Area Schools,,NON,Courtney Guy,30,26,4,0
Grand Traverse,Blair Twp Pct 1,Board Member Kingsley Area Schools,,NON,Tina Schelich,6,1,2,3
Grand Traverse,Blair Twp Pct 2,Board Member Kingsley Area Schools,,NON,Tina Schelich,84,24,30,30
Grand Traverse,Fife Lake Twp Pct 1,Board Member Kingsley Area Schools,,NON,Tina Schelich,102,23,39,40
Grand Traverse,Grant Twp Pct 1,Board Member Kingsley Area Schools,,NON,Tina Schelich,3,2,1,0
Grand Traverse,Green Lake Twp Pct 1,Board Member Kingsley Area Schools,,NON,Tina Schelich,72,17,27,28
Grand Traverse,Mayfield Twp Pct 1,Board Member Kingsley Area Schools,,NON,Tina Schelich,267,212,55,0
Grand Traverse,Paradise Twp Pct 1,Board Member Kingsley Area Schools,,NON,Tina Schelich,676,403,273,0
Grand Traverse,Paradise Twp Pct 2,Board Member Kingsley Area Schools,,NON,Tina Schelich,409,258,151,0
Grand Traverse,Union Twp Pct 1,Board Member Kingsley Area Schools,,NON,Tina Schelich,27,23,4,0
Grand Traverse,Blair Twp Pct 1,Board Member Kingsley Area Schools,,NON,Anthony Temple,4,2,2,0
Grand Traverse,Blair Twp Pct 2,Board Member Kingsley Area Schools,,NON,Anthony Temple,63,19,22,22
Grand Traverse,Fife Lake Twp Pct 1,Board Member Kingsley Area Schools,,NON,Anthony Temple,100,27,44,29
Grand Traverse,Grant Twp Pct 1,Board Member Kingsley Area Schools,,NON,Anthony Temple,7,7,0,0
Grand Traverse,Green Lake Twp Pct 1,Board Member Kingsley Area Schools,,NON,Anthony Temple,62,15,18,29
Grand Traverse,Mayfield Twp Pct 1,Board Member Kingsley Area Schools,,NON,Anthony Temple,208,164,44,0
Grand Traverse,Paradise Twp Pct 1,Board Member Kingsley Area Schools,,NON,Anthony Temple,495,283,212,0
Grand Traverse,Paradise Twp Pct 2,Board Member Kingsley Area Schools,,NON,Anthony Temple,370,234,136,0
Grand Traverse,Union Twp Pct 1,Board Member Kingsley Area Schools,,NON,Anthony Temple,18,13,5,0
Grand Traverse,Blair Twp Pct 1,Board Member Kingsley Area Schools,,NON,Carl Rocheleau,5,3,2,0
Grand Traverse,Blair Twp Pct 2,Board Member Kingsley Area Schools,,NON,Carl Rocheleau,58,16,23,19
Grand Traverse,Fife Lake Twp Pct 1,Board Member Kingsley Area Schools,,NON,Carl Rocheleau,57,18,27,12
Grand Traverse,Grant Twp Pct 1,Board Member Kingsley Area Schools,,NON,Carl Rocheleau,12,10,2,0
Grand Traverse,Green Lake Twp Pct 1,Board Member Kingsley Area Schools,,NON,Carl Rocheleau,44,12,20,12
Grand Traverse,Mayfield Twp Pct 1,Board Member Kingsley Area Schools,,NON,Carl Rocheleau,177,145,32,0
Grand Traverse,Paradise Twp Pct 1,Board Member Kingsley Area Schools,,NON,Carl Rocheleau,333,201,132,0
Grand Traverse,Paradise Twp Pct 2,Board Member Kingsley Area Schools,,NON,Carl Rocheleau,233,139,94,0
Grand Traverse,Union Twp Pct 1,Board Member Kingsley Area Schools,,NON,Carl Rocheleau,19,14,5,0
Grand Traverse,Blair Twp Pct 1,Board Member Kingsley Area Schools,,NON,Write-in,5,0,3,2
Grand Traverse,Blair Twp Pct 2,Board Member Kingsley Area Schools,,NON,Write-in,5,1,3,1
Grand Traverse,Fife Lake Twp Pct 1,Board Member Kingsley Area Schools,,NON,Write-in,6,4,2,0
Grand Traverse,Grant Twp Pct 1,Board Member Kingsley Area Schools,,NON,Write-in,0,0,0,0
Grand Traverse,Green Lake Twp Pct 1,Board Member Kingsley Area Schools,,NON,Write-in,0,0,0,0
Grand Traverse,Mayfield Twp Pct 1,Board Member Kingsley Area Schools,,NON,Write-in,10,9,1,0
