county,precinct,office,district,party,candidate,election_day,av_counting_boards,early_voting,votes
Arenac,"City of Au Gres, Ward 1, Precinct 1",Registered Voters,,,,,,,730
Arenac,"City of Omer, Precinct 1",Registered Voters,,,,,,,247
Arenac,"City of Standish, Precinct 1",Registered Voters,,,,,,,1019
Arenac,"Adams Township, Precinct 1",Registered Voters,,,,,,,422
Arenac,"Arenac Township, Precinct 1",Registered Voters,,,,,,,703
Arenac,"Au Gres Township, Precinct 1",Registered Voters,,,,,,,780
Arenac,"Clayton Township, Precinct 1",Registered Voters,,,,,,,737
Arenac,"Deep River Township, Precinct 1",Registered Voters,,,,,,,1549
Arenac,"Lincoln Township, Precinct 1",Registered Voters,,,,,,,659
Arenac,"Mason Township, Precinct 1",Registered Voters,,,,,,,524
Arenac,"Moffatt Township, Precinct 1",Registered Voters,,,,,,,1020
Arenac,"Sims Township, Precinct 1",Registered Voters,,,,,,,929
Arenac,"Standish Township, Precinct 1",Registered Voters,,,,,,,1285
Arenac,"Turner Township, Precinct 1",Registered Voters,,,,,,,407
Arenac,"Whitney Township, Precinct 1",Registered Voters,,,,,,,791
Arenac,"City of Au Gres, Ward 1, Precinct 1",Ballots Cast,,,,508,0,59,567
Arenac,"City of Omer, Precinct 1",Ballots Cast,,,,154,0,18,172
Arenac,"City of Standish, Precinct 1",Ballots Cast,,,,561,0,159,720
Arenac,"Adams Township, Precinct 1",Ballots Cast,,,,305,0,34,339
Arenac,"Arenac Township, Precinct 1",Ballots Cast,,,,461,0,79,540
Arenac,"Au Gres Township, Precinct 1",Ballots Cast,,,,577,0,54,631
Arenac,"Clayton Township, Precinct 1",Ballots Cast,,,,490,0,63,553
Arenac,"Deep River Township, Precinct 1",Ballots Cast,,,,1042,0,175,1217
Arenac,"Lincoln Township, Precinct 1",Ballots Cast,,,,446,0,69,515
Arenac,"Mason Township, Precinct 1",Ballots Cast,,,,342,0,26,368
Arenac,"Moffatt Township, Precinct 1",Ballots Cast,,,,706,0,136,842
Arenac,"Sims Township, Precinct 1",Ballots Cast,,,,363,356,68,787
Arenac,"Standish Township, Precinct 1",Ballots Cast,,,,794,0,194,988
Arenac,"Turner Township, Precinct 1",Ballots Cast,,,,264,0,36,300
Arenac,"Whitney Township, Precinct 1",Ballots Cast,,,,488,0,187,675
Arenac,"City of Au Gres, Ward 1, Precinct 1",Straight Party,,DEM,Democratic,71,0,15,86
Arenac,"City of Au Gres, Ward 1, Precinct 1",Straight Party,,REP,Republican,203,0,27,230
Arenac,"City of Au Gres, Ward 1, Precinct 1",Straight Party,,LIB,Libertarian,2,0,0,2
Arenac,"City of Au Gres, Ward 1, Precinct 1",Straight Party,,GRN,Green,0,0,0,0
Arenac,"City of Au Gres, Ward 1, Precinct 1",Straight Party,,NLP,Natural Law,0,0,0,0
Arenac,"City of Au Gres, Ward 1, Precinct 1",Straight Party,,WCP,Working Class,3,0,0,3
Arenac,"City of Au Gres, Ward 1, Precinct 1",Straight Party,,UST,U.S. Taxpayers,0,0,0,0
Arenac,"City of Omer, Precinct 1",Straight Party,,DEM,Democratic,30,0,1,31
Arenac,"City of Omer, Precinct 1",Straight Party,,REP,Republican,56,0,11,67
Arenac,"City of Omer, Precinct 1",Straight Party,,LIB,Libertarian,0,0,0,0
Arenac,"City of Omer, Precinct 1",Straight Party,,GRN,Green,0,0,0,0
Arenac,"City of Omer, Precinct 1",Straight Party,,NLP,Natural Law,0,0,0,0
Arenac,"City of Omer, Precinct 1",Straight Party,,WCP,Working Class,0,0,0,0
Arenac,"City of Omer, Precinct 1",Straight Party,,UST,U.S. Taxpayers,1,0,0,1
Arenac,"City of Standish, Precinct 1",Straight Party,,DEM,Democratic,91,0,21,112
Arenac,"City of Standish, Precinct 1",Straight Party,,REP,Republican,186,0,79,265
Arenac,"City of Standish, Precinct 1",Straight Party,,LIB,Libertarian,4,0,1,5
Arenac,"City of Standish, Precinct 1",Straight Party,,GRN,Green,0,0,0,0
Arenac,"City of Standish, Precinct 1",Straight Party,,NLP,Natural Law,0,0,0,0
Arenac,"City of Standish, Precinct 1",Straight Party,,WCP,Working Class,3,0,1,4
Arenac,"City of Standish, Precinct 1",Straight Party,,UST,U.S. Taxpayers,0,0,0,0
Arenac,"Adams Township, Precinct 1",Straight Party,,DEM,Democratic,27,0,1,28
Arenac,"Adams Township, Precinct 1",Straight Party,,REP,Republican,111,0,13,124
Arenac,"Adams Township, Precinct 1",Straight Party,,LIB,Libertarian,0,0,0,0
Arenac,"Adams Township, Precinct 1",Straight Party,,GRN,Green,0,0,0,0
Arenac,"Adams Township, Precinct 1",Straight Party,,NLP,Natural Law,0,0,0,0
Arenac,"Adams Township, Precinct 1",Straight Party,,WCP,Working Class,2,0,0,2
Arenac,"Adams Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,1,0,0,1
Arenac,"Arenac Township, Precinct 1",Straight Party,,DEM,Democratic,54,0,4,58
Arenac,"Arenac Township, Precinct 1",Straight Party,,REP,Republican,178,0,37,215
Arenac,"Arenac Township, Precinct 1",Straight Party,,LIB,Libertarian,1,0,0,1
Arenac,"Arenac Township, Precinct 1",Straight Party,,GRN,Green,0,0,0,0
Arenac,"Arenac Township, Precinct 1",Straight Party,,NLP,Natural Law,0,0,0,0
Arenac,"Arenac Township, Precinct 1",Straight Party,,WCP,Working Class,2,0,1,3
Arenac,"Arenac Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,1,0,0,1
Arenac,"Au Gres Township, Precinct 1",Straight Party,,DEM,Democratic,67,0,7,74
Arenac,"Au Gres Township, Precinct 1",Straight Party,,REP,Republican,197,0,26,223
Arenac,"Au Gres Township, Precinct 1",Straight Party,,LIB,Libertarian,1,0,1,2
Arenac,"Au Gres Township, Precinct 1",Straight Party,,GRN,Green,0,0,0,0
Arenac,"Au Gres Township, Precinct 1",Straight Party,,NLP,Natural Law,0,0,0,0
Arenac,"Au Gres Township, Precinct 1",Straight Party,,WCP,Working Class,5,0,0,5
Arenac,"Au Gres Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,0,0,0,0
Arenac,"Clayton Township, Precinct 1",Straight Party,,DEM,Democratic,72,0,2,74
Arenac,"Clayton Township, Precinct 1",Straight Party,,REP,Republican,198,0,33,231
Arenac,"Clayton Township, Precinct 1",Straight Party,,LIB,Libertarian,4,0,0,4
Arenac,"Clayton Township, Precinct 1",Straight Party,,GRN,Green,0,0,0,0
Arenac,"Clayton Township, Precinct 1",Straight Party,,NLP,Natural Law,0,0,0,0
