county,precinct,offfice,district,party,candidate,votes,election_day,absentee,early_voting
Emmet,Resort Township Precinct 1,Drain Commissioner Emmet County,,,Write-ins,16,15,0,1
Emmet,Resort Township Precinct 1,Drain Commissioner Emmet County,,,Overvotes,0,0,0,0
Emmet,Resort Township Precinct 1,Drain Commissioner Emmet County,,,Undervotes,578,510,0,68
Emmet,Resort Township Precinct 1,County Commissioner County Commissioner District 06,,REP,David M. White,1448,1174,0,274
Emmet,Resort Township Precinct 1,County Commissioner County Commissioner District 06,,,Write-ins,18,16,0,2
Emmet,Resort Township Precinct 1,County Commissioner County Commissioner District 06,,,Overvotes,0,0,0,0
Emmet,Resort Township Precinct 1,County Commissioner County Commissioner District 06,,,Undervotes,568,503,0,65
Emmet,Resort Township Precinct 1,Supervisor Resort Township,,REP,Bob Wheaton,1472,1205,0,267
Emmet,Resort Township Precinct 1,Supervisor Resort Township,,,Write-ins,35,29,0,6
Emmet,Resort Township Precinct 1,Supervisor Resort Township,,,Overvotes,0,0,0,0
Emmet,Resort Township Precinct 1,Supervisor Resort Township,,,Undervotes,526,458,0,68
Emmet,Resort Township Precinct 1,Clerk Resort Township,,REP,Rufus Welsheimer,1474,1205,0,269
Emmet,Resort Township Precinct 1,Clerk Resort Township,,,Write-ins,13,12,0,1
Emmet,Resort Township Precinct 1,Clerk Resort Township,,,Overvotes,0,0,0,0
Emmet,Resort Township Precinct 1,Clerk Resort Township,,,Undervotes,546,475,0,71
Emmet,Resort Township Precinct 1,Treasurer Resort Township,,REP,Suzanne F. Coveyou,1516,1246,0,270
Emmet,Resort Township Precinct 1,Treasurer Resort Township,,,Write-ins,9,8,0,1
Emmet,Resort Township Precinct 1,Treasurer Resort Township,,,Overvotes,1,1,0,0
Emmet,Resort Township Precinct 1,Treasurer Resort Township,,,Undervotes,507,437,0,70
Emmet,Resort Township Precinct 1,Trustee Resort Township,,REP,Tim Howard,1410,1138,0,272
Emmet,Resort Township Precinct 1,Trustee Resort Township,,REP,Alfred Welsheimer,1292,1042,0,250
Emmet,Resort Township Precinct 1,Trustee Resort Township,,,Write-ins,33,30,0,3
Emmet,Resort Township Precinct 1,Trustee Resort Township,,,Write-In: Christian Picciolini,8,8,0,0
Emmet,Resort Township Precinct 1,Trustee Resort Township,,,Overvotes,0,0,0,0
Emmet,Resort Township Precinct 1,Trustee Resort Township,,,Undervotes,1331,1174,0,157
Emmet,Resort Township Precinct 1,Justice of Supreme Court Supreme Court,,,Andrew Fink,769,607,0,162
Emmet,Resort Township Precinct 1,Justice of Supreme Court Supreme Court,,,Kimberly Ann Thomas,767,660,0,107
Emmet,Resort Township Precinct 1,Justice of Supreme Court Supreme Court,,,Write-ins,11,10,0,1
Emmet,Resort Township Precinct 1,Justice of Supreme Court Supreme Court,,,Overvotes,1,1,0,0
Emmet,Resort Township Precinct 1,Justice of Supreme Court Supreme Court,,,Undervotes,485,414,0,71
Emmet,Resort Township Precinct 1,Justice of Supreme Court Supreme Court,special,,Kyra Harris Bolden,838,709,0,129
Emmet,Resort Township Precinct 1,Justice of Supreme Court Supreme Court,special,,Patrick William O'Grady,699,557,0,142
Emmet,Resort Township Precinct 1,Justice of Supreme Court Supreme Court,special,,Write-ins,10,10,0,0
Emmet,Resort Township Precinct 1,Justice of Supreme Court Supreme Court,special,,Overvotes,2,2,0,0
Emmet,Resort Township Precinct 1,Justice of Supreme Court Supreme Court,special,,Undervotes,484,414,0,70
Emmet,Resort Township Precinct 1,Judge of Court of Appeals 4th District,,,Stephen L. Borrello,1112,910,0,202
Emmet,Resort Township Precinct 1,Judge of Court of Appeals 4th District,,,Write-ins,24,21,0,3
Emmet,Resort Township Precinct 1,Judge of Court of Appeals 4th District,,,Overvotes,1,1,0,0
Emmet,Resort Township Precinct 1,Judge of Court of Appeals 4th District,,,Undervotes,896,760,0,136
Emmet,Resort Township Precinct 1,Judge of Court of Appeals 4th District,,,Allie Greenleaf Maldonado,1111,908,0,203
Emmet,Resort Township Precinct 1,Judge of Court of Appeals 4th District,,,Write-ins,28,25,0,3
Emmet,Resort Township Precinct 1,Judge of Court of Appeals 4th District,,,Overvotes,2,2,0,0
Emmet,Resort Township Precinct 1,Judge of Court of Appeals 4th District,,,Undervotes,892,757,0,135
Emmet,Resort Township Precinct 1,Judge of Circuit Court 57th Circuit,,,Jennifer E. Deegan,1165,958,0,207
Emmet,Resort Township Precinct 1,Judge of Circuit Court 57th Circuit,,,Write-ins,26,22,0,4
Emmet,Resort Township Precinct 1,Judge of Circuit Court 57th Circuit,,,Overvotes,0,0,0,0
Emmet,Resort Township Precinct 1,Judge of Circuit Court 57th Circuit,,,Undervotes,842,712,0,130
Emmet,Resort Township Precinct 1,Judge of Probate District Court 7th District,,,Valerie K. Snyder,1161,952,0,209
Emmet,Resort Township Precinct 1,Judge of Probate District Court 7th District,,,Write-ins,19,16,0,3
Emmet,Resort Township Precinct 1,Judge of Probate District Court 7th District,,,Overvotes,0,0,0,0
Emmet,Resort Township Precinct 1,Judge of Probate District Court 7th District,,,Undervotes,853,724,0,129
Emmet,Resort Township Precinct 1,Community College Board of Trustees Member North Central Michigan College,,,John E. Fought,728,583,0,145
Emmet,Resort Township Precinct 1,Community College Board of Trustees Member North Central Michigan College,,,James M. Shirilla,862,718,0,144
Emmet,Resort Township Precinct 1,Community College Board of Trustees Member North Central Michigan College,,,Janelle A. Wozniak,708,590,0,118
Emmet,Resort Township Precinct 1,Community College Board of Trustees Member North Central Michigan College,,,Write-ins,28,26,0,2
Emmet,Resort Township Precinct 1,Community College Board of Trustees Member North Central Michigan College,,,Overvotes,0,0,0,0
Emmet,Resort Township Precinct 1,Community College Board of Trustees Member North Central Michigan College,,,Undervotes,1738,1465,0,273
Emmet,Resort Township Precinct 1,Community College Board of Trustees Member North Central Michigan College,,,Keith A. Pretty,1122,926,0,196
Emmet,Resort Township Precinct 1,Community College Board of Trustees Member North Central Michigan College,,,Write-ins,17,16,0,1
Emmet,Resort Township Precinct 1,Community College Board of Trustees Member North Central Michigan College,,,Overvotes,1,0,0,1
Emmet,Resort Township Precinct 1,Community College Board of Trustees Member North Central Michigan College,,,Undervotes,893,750,0,143
Emmet,Intermediate School District Board Member Charlevoix-Emmet Isd,Community College Board of Trustees Member North Central Michigan College,,,Larry Cassidy,1001,825,0,176
Emmet,Intermediate School District Board Member Charlevoix-Emmet Isd,Community College Board of Trustees Member North Central Michigan College,,,Beverly Osetek,974,803,0,171
Emmet,Intermediate School District Board Member Charlevoix-Emmet Isd,Community College Board of Trustees Member North Central Michigan College,,,Write-ins,31,25,0,6
Emmet,Intermediate School District Board Member Charlevoix-Emmet Isd,Community College Board of Trustees Member North Central Michigan College,,,Overvotes,0,0,0,0
Emmet,Intermediate School District Board Member Charlevoix-Emmet Isd,Community College Board of Trustees Member North Central Michigan College,,,Undervotes,2060,1731,0,329
Emmet,Intermediate School District Board Member Charlevoix-Emmet Isd,Local School District Board Member Petoskey Public Schools,,,Mark Ashley,1005,826,0,179
Emmet,Intermediate School District Board Member Charlevoix-Emmet Isd,Local School District Board Member Petoskey Public Schools,,,Denise Petoskey,1066,885,0,181
Emmet,Intermediate School District Board Member Charlevoix-Emmet Isd,Local School District Board Member Petoskey Public Schools,,,Write-ins,20,17,0,3
Emmet,Intermediate School District Board Member Charlevoix-Emmet Isd,Local School District Board Member Petoskey Public Schools,,,Overvotes,0,0,0,0
Emmet,Intermediate School District Board Member Charlevoix-Emmet Isd,Local School District Board Member Petoskey Public Schools,,,Undervotes,1975,1656,0,319
Emmet,Resort Township Precinct 1,Library Services Millage Renewal Proposal Resort Township,,,Yes,1262,1055,0,207
Emmet,Resort Township Precinct 1,Library Services Millage Renewal Proposal Resort Township,,,No,596,484,0,112
Emmet,Resort Township Precinct 1,Library Services Millage Renewal Proposal Resort Township,,,Overvotes,0,0,0,0
Emmet,Resort Township Precinct 1,Library Services Millage Renewal Proposal Resort Township,,,Undervotes,175,153,0,22
Emmet,Springvale Township Precinct 1,Registered Voters,,,,2049,,,
Emmet,Springvale Township Precinct 1,Ballots Cast,,,,1552,1225,0,327
Emmet,Springvale Township Precinct 1,Ballots Cast - Blank,,,,0,0,0,0
Emmet,Springvale Township Precinct 1,Straight Party Ticket,,DEM,Democrat,246,214,0,32
Emmet,Springvale Township Precinct 1,Straight Party Ticket,,REP,Republican,603,419,0,184
Emmet,Springvale Township Precinct 1,Straight Party Ticket,,LIB,Libertarian,3,3,0,0
Emmet,Springvale Township Precinct 1,Straight Party Ticket,,UST,U.S. Taxpayers,0,0,0,0
Emmet,Springvale Township Precinct 1,Straight Party Ticket,,GRN,Green,0,0,0,0
Emmet,Springvale Township Precinct 1,Straight Party Ticket,,WCP,Working Class,4,1,0,3
Emmet,Springvale Township Precinct 1,Straight Party Ticket,,NLP,Natural Law,3,3,0,0
Emmet,Springvale Township Precinct 1,Straight Party Ticket,,,Overvotes,1,1,0,0
Emmet,Springvale Township Precinct 1,Straight Party Ticket,,,Undervotes,692,584,0,108
Emmet,Springvale Township Precinct 1,President,,DEM,Kamala D. Harris,546,474,0,72
Emmet,Springvale Township Precinct 1,President,,REP,Donald J. Trump,970,722,0,248
Emmet,Springvale Township Precinct 1,President,,LIB,Chase Oliver,6,5,0,1
Emmet,Springvale Township Precinct 1,President,,UST,Randall Terry,6,5,0,1
Emmet,Springvale Township Precinct 1,President,,GRN,Jill Stein,3,2,0,1
Emmet,Springvale Township Precinct 1,President,,NLP,"NLP Robert F. Kennedy, Jr.",10,8,0,2
Emmet,Springvale Township Precinct 1,President,,NPA,NPA Joseph Kishore,2,2,0,0
Emmet,Springvale Township Precinct 1,President,,NPA,NPA Cornel West,1,0,0,1
Emmet,Springvale Township Precinct 1,President,,,Write-ins,3,3,0,0
Emmet,Springvale Township Precinct 1,President,,,Write-In: Peter Sonski,0,0,0,0
Emmet,Springvale Township Precinct 1,President,,,Overvotes,1,1,0,0
Emmet,Springvale Township Precinct 1,President,,,Undervotes,4,3,0,1
Emmet,Springvale Township Precinct 1,U.S. Senate,,DEM,Elissa Slotkin,527,460,0,67
Emmet,Springvale Township Precinct 1,U.S. Senate,,REP,Mike Rogers,951,708,0,243
Emmet,Springvale Township Precinct 1,U.S. Senate,,LIB,Joseph Solis-Mullen,23,18,0,5
Emmet,Springvale Township Precinct 1,U.S. Senate,,UST,Dave Stein,15,9,0,6
Emmet,Springvale Township Precinct 1,U.S. Senate,,GRN,Douglas P. Marsh,8,7,0,1
Emmet,Springvale Township Precinct 1,U.S. Senate,,NLP,Doug Dern,2,2,0,0
Emmet,Springvale Township Precinct 1,U.S. Senate,,,Write-ins,2,2,0,0
Emmet,Springvale Township Precinct 1,U.S. Senate,,,Overvotes,0,0,0,0
Emmet,Springvale Township Precinct 1,U.S. Senate,,,Undervotes,24,19,0,5
Emmet,Springvale Township Precinct 1,U.S. House,,DEM,Callie Barr,515,451,0,64
Emmet,Springvale Township Precinct 1,U.S. House,,REP,Jack Bergman,951,705,0,246
Emmet,Springvale Township Precinct 1,U.S. House,,LIB,Andrew Gale,23,19,0,4
Emmet,Springvale Township Precinct 1,U.S. House,,WCP,Liz Hakola,27,21,0,6
Emmet,Springvale Township Precinct 1,U.S. House,,,Write-ins,1,1,0,0
Emmet,Springvale Township Precinct 1,U.S. House,,,Overvotes,0,0,0,0
Emmet,Springvale Township Precinct 1,U.S. House,,,Undervotes,35,28,0,7
Emmet,Springvale Township Precinct 1,State House,,DEM,Jodi Decker,489,425,0,64
Emmet,Springvale Township Precinct 1,State House,,REP,Parker Fairbairn,1015,762,0,253
Emmet,Springvale Township Precinct 1,State House,,,Write-ins,2,2,0,0
Emmet,Springvale Township Precinct 1,State House,,,Overvotes,1,1,0,0
Emmet,Springvale Township Precinct 1,State House,,,Undervotes,45,35,0,10
Emmet,Springvale Township Precinct 1,Member of the State Board of Education State,,DEM,Theodore Jones,450,391,0,59
Emmet,Springvale Township Precinct 1,Member of the State Board of Education State,,DEM,Adam Frederick Zemke,435,374,0,61
Emmet,Springvale Township Precinct 1,Member of the State Board of Education State,,REP,Tom McMillin,899,658,0,241
Emmet,Springvale Township Precinct 1,Member of the State Board of Education State,,REP,Nikki Snyder,893,656,0,237
Emmet,Springvale Township Precinct 1,Member of the State Board of Education State,,LIB,Scotty Boman,29,26,0,3
Emmet,Springvale Township Precinct 1,Member of the State Board of Education State,,UST,Ted Gerrard,19,14,0,5
Emmet,Springvale Township Precinct 1,Member of the State Board of Education State,,UST,Christine C. Schwartz,22,17,0,5
Emmet,Springvale Township Precinct 1,Member of the State Board of Education State,,WCP,Mary Anne Hering,57,51,0,6
Emmet,Springvale Township Precinct 1,Member of the State Board of Education State,,,Write-ins,4,4,0,0
Emmet,Springvale Township Precinct 1,Member of the State Board of Education State,,,Overvotes,4,4,0,0
Emmet,Springvale Township Precinct 1,Member of the State Board of Education State,,,Undervotes,292,255,0,37
Emmet,Springvale Township Precinct 1,Regent of the University of Michigan State,,DEM,Shauna Ryder Diggs,436,375,0,61
Emmet,Springvale Township Precinct 1,Regent of the University of Michigan State,,DEM,Denise Ilitch,451,392,0,59
Emmet,Springvale Township Precinct 1,Regent of the University of Michigan State,,REP,Carl Meyers,927,688,0,239
Emmet,Springvale Township Precinct 1,Regent of the University of Michigan State,,REP,Sevag Vartanian,833,605,0,228
Emmet,Springvale Township Precinct 1,Regent of the University of Michigan State,,LIB,Andrew Chadderdon,37,31,0,6
Emmet,Springvale Township Precinct 1,Regent of the University of Michigan State,,UST,Donna M. Oetman,35,30,0,5
Emmet,Springvale Township Precinct 1,Regent of the University of Michigan State,,,Write-ins,3,3,0,0
Emmet,Springvale Township Precinct 1,Regent of the University of Michigan State,,,Write-In: Huwaida Arraf,0,0,0,0
Emmet,Springvale Township Precinct 1,Regent of the University of Michigan State,,,Overvotes,0,0,0,0
Emmet,Springvale Township Precinct 1,Regent of the University of Michigan State,,,Undervotes,382,326,0,56
Emmet,Springvale Township Precinct 1,Trustee of Michigan State University State,,DEM,Rebecca Bahar-Cook,453,390,0,63
Emmet,Springvale Township Precinct 1,Trustee of Michigan State University State,,DEM,Thomas Stallworth III,424,365,0,59
Emmet,Springvale Township Precinct 1,Trustee of Michigan State University State,,REP,Mike Balow,893,661,0,232
Emmet,Springvale Township Precinct 1,Trustee of Michigan State University State,,REP,Julie Maday,867,634,0,233
Emmet,Springvale Township Precinct 1,Trustee of Michigan State University State,,LIB,Grant T. Baker,30,25,0,5
Emmet,Springvale Township Precinct 1,Trustee of Michigan State University State,,UST,Janet M. Sanger,30,24,0,6
Emmet,Springvale Township Precinct 1,Trustee of Michigan State University State,,UST,John Paul Sanger,17,14,0,3
Emmet,Springvale Township Precinct 1,Trustee of Michigan State University State,,GRN,John Anthony La Pietra,8,6,0,2
Emmet,Springvale Township Precinct 1,Trustee of Michigan State University State,,,Write-ins,5,5,0,0
Emmet,Springvale Township Precinct 1,Trustee of Michigan State University State,,,Overvotes,0,0,0,0
Emmet,Springvale Township Precinct 1,Trustee of Michigan State University State,,,Undervotes,377,326,0,51
Emmet,Springvale Township Precinct 1,Governor of Wayne State University State,,DEM,Rasha Demashkieh,415,357,0,58
Emmet,Springvale Township Precinct 1,Governor of Wayne State University State,,DEM,Mark T. Gaffney,428,368,0,60
Emmet,Springvale Township Precinct 1,Governor of Wayne State University State,,REP,Michael Busuito,879,644,0,235
Emmet,Springvale Township Precinct 1,Governor of Wayne State University State,,REP,Sunny Reddy,854,624,0,230
Emmet,Springvale Township Precinct 1,Governor of Wayne State University State,,LIB,Farid Ishac,26,22,0,4
Emmet,Springvale Township Precinct 1,Governor of Wayne State University State,,UST,William Mohr II,13,10,0,3
Emmet,Springvale Township Precinct 1,Governor of Wayne State University State,,GRN,Sami Makhoul,12,10,0,2
Emmet,Springvale Township Precinct 1,Governor of Wayne State University State,,WCP,Suzanne Roehrig,43,37,0,6
Emmet,Springvale Township Precinct 1,Governor of Wayne State University State,,NLP,Kathleen Oakford,12,11,0,1
Emmet,Springvale Township Precinct 1,Governor of Wayne State University State,,,Write-ins,4,4,0,0
Emmet,Springvale Township Precinct 1,Governor of Wayne State University State,,,Overvotes,0,0,0,0
Emmet,Springvale Township Precinct 1,Governor of Wayne State University State,,,Undervotes,418,363,0,55
Emmet,Springvale Township Precinct 1,Prosecuting Attorney Emmet County,,REP,Michael H. Schuitema,1122,845,0,277
Emmet,Springvale Township Precinct 1,Prosecuting Attorney Emmet County,,,Write-ins,17,14,0,3
Emmet,Springvale Township Precinct 1,Prosecuting Attorney Emmet County,,,Overvotes,0,0,0,0
Emmet,Springvale Township Precinct 1,Prosecuting Attorney Emmet County,,,Undervotes,413,366,0,47
Emmet,Springvale Township Precinct 1,Sheriff Emmet County,,REP,Matt Leirstein,1136,856,0,280
Emmet,Springvale Township Precinct 1,Sheriff Emmet County,,,Write-ins,27,23,0,4
