county,precinct,office,district,party,candidate,election_day,early_voting,votes
Gogebic,"City of Bessemer, Precinct 1",Ballots Cast,,,,862,172,1034
Gogebic,"City of Ironwood, Precinct 1",Ballots Cast,,,,961,128,1089
Gogebic,"City of Ironwood, Precinct 2",Ballots Cast,,,,1300,172,1472
Gogebic,"City of Wakefield, Precinct 1",Ballots Cast,,,,823,85,908
Gogebic,"Bessemer Township, Precinct 1",Ballots Cast,,,,575,123,698
Gogebic,"Erwin Township, Precinct 1",Ballots Cast,,,,188,26,214
Gogebic,"Ironwood Charter Township, Precinct 1",Ballots Cast,,,,1240,249,1489
Gogebic,"Marenisco Township, Precinct 1",Ballots Cast,,,,352,32,384
Gogebic,"Wakefield Township, Precinct 1",Ballots Cast,,,,170,23,193
Gogebic,"Watersmeet Township, Precinct 1",Ballots Cast,,,,835,58,893
Gogebic,"City of Bessemer, Precinct 1",Registered Voters,,,,,,1812
Gogebic,"City of Ironwood, Precinct 1",Registered Voters,,,,,,1986
Gogebic,"City of Ironwood, Precinct 2",Registered Voters,,,,,,2807
Gogebic,"City of Wakefield, Precinct 1",Registered Voters,,,,,,1480
Gogebic,"Bessemer Township, Precinct 1",Registered Voters,,,,,,1167
Gogebic,"Erwin Township, Precinct 1",Registered Voters,,,,,,320
Gogebic,"Ironwood Charter Township, Precinct 1",Registered Voters,,,,,,1981
Gogebic,"Marenisco Township, Precinct 1",Registered Voters,,,,,,546
Gogebic,"Wakefield Township, Precinct 1",Registered Voters,,,,,,288
Gogebic,"Watersmeet Township, Precinct 1",Registered Voters,,,,,,1596
Gogebic,"City of Bessemer, Precinct 1",Straight Party,,DEM,Democratic,187,22,209
Gogebic,"City of Bessemer, Precinct 1",Straight Party,,REP,Republican,193,57,250
Gogebic,"City of Bessemer, Precinct 1",Straight Party,,LIB,Libertarian,2,1,3
Gogebic,"City of Bessemer, Precinct 1",Straight Party,,GRN,Green,2,1,3
Gogebic,"City of Bessemer, Precinct 1",Straight Party,,NLP,Natural Law,1,0,1
Gogebic,"City of Bessemer, Precinct 1",Straight Party,,WCP,Working Class,6,1,7
Gogebic,"City of Bessemer, Precinct 1",Straight Party,,UST,U.S. Taxpayers,1,0,1
Gogebic,"City of Ironwood, Precinct 1",Straight Party,,DEM,Democratic,212,19,231
Gogebic,"City of Ironwood, Precinct 1",Straight Party,,REP,Republican,220,42,262
Gogebic,"City of Ironwood, Precinct 1",Straight Party,,LIB,Libertarian,2,0,2
Gogebic,"City of Ironwood, Precinct 1",Straight Party,,GRN,Green,2,0,2
Gogebic,"City of Ironwood, Precinct 1",Straight Party,,NLP,Natural Law,3,0,3
Gogebic,"City of Ironwood, Precinct 1",Straight Party,,WCP,Working Class,0,0,0
Gogebic,"City of Ironwood, Precinct 1",Straight Party,,UST,U.S. Taxpayers,1,0,1
Gogebic,"City of Ironwood, Precinct 2",Straight Party,,DEM,Democratic,302,28,330
