county,precinct,office,district,candidate,party,election_day,early_voting,votes
Gratiot,"New Haven Township, Precinct 1",Judge of Court of Appeals-Incumbent Position Partial Term,,Over Vote Count,,0,0,0
Gratiot,"New Haven Township, Precinct 1",Judge of Court of Appeals-Incumbent Position Partial Term,,Under Vote Count,,161,36,197
Gratiot,"New Haven Township, Precinct 1",Judge of Probate Court,,Ballots Cast,,436,79,515
Gratiot,"New Haven Township, Precinct 1",Judge of Probate Court,,Kristin Bakker,,292,49,341
Gratiot,"New Haven Township, Precinct 1",Judge of Probate Court,,Write-in,,4,0,4
Gratiot,"New Haven Township, Precinct 1",Judge of Probate Court,,Over Vote Count,,0,0,0
Gratiot,"New Haven Township, Precinct 1",Judge of Probate Court,,Under Vote Count,,140,30,170
Gratiot,"New Haven Township, Precinct 1",Community College Board of Trustee,,Ballots Cast,,124,13,137
Gratiot,"New Haven Township, Precinct 1",Community College Board of Trustee,,Carol Deuling-Ravell,,52,4,56
Gratiot,"New Haven Township, Precinct 1",Community College Board of Trustee,,Kurt D. Peterson,,68,4,72
Gratiot,"New Haven Township, Precinct 1",Community College Board of Trustee,,Write-in,,1,0,1
Gratiot,"New Haven Township, Precinct 1",Community College Board of Trustee,,Over Vote Count,,0,0,0
Gratiot,"New Haven Township, Precinct 1",Community College Board of Trustee,,Under Vote Count,,127,18,145
Gratiot,"New Haven Township, Precinct 1",Carson City-Crystal Area School Board Member,,Ballots Cast,,124,13,137
Gratiot,"New Haven Township, Precinct 1",Carson City-Crystal Area School Board Member,,Ryan Lankford,,43,3,46
Gratiot,"New Haven Township, Precinct 1",Carson City-Crystal Area School Board Member,,Gregg McAlvey,,82,7,89
Gratiot,"New Haven Township, Precinct 1",Carson City-Crystal Area School Board Member,,Write-in,,7,1,8
Gratiot,"New Haven Township, Precinct 1",Carson City-Crystal Area School Board Member,,Holly Keiffer,,3,0,3
Gratiot,"New Haven Township, Precinct 1",Carson City-Crystal Area School Board Member,,Matthew Barker,,3,0,3
Gratiot,"New Haven Township, Precinct 1",Carson City-Crystal Area School Board Member,,Nikki Kwiatkowski,,1,0,1
Gratiot,"New Haven Township, Precinct 1",Carson City-Crystal Area School Board Member,,Over Vote Count,,0,0,0
Gratiot,"New Haven Township, Precinct 1",Carson City-Crystal Area School Board Member,,Under Vote Count,,240,28,268
Gratiot,"New Haven Township, Precinct 1",Carson City-Crystal Area School Board Member Partial Term,,Ballots Cast,,124,13,137
Gratiot,"New Haven Township, Precinct 1",Carson City-Crystal Area School Board Member Partial Term,,Melissa Staff,,78,7,85
Gratiot,"New Haven Township, Precinct 1",Carson City-Crystal Area School Board Member Partial Term,,Write-in,,2,0,2
Gratiot,"New Haven Township, Precinct 1",Carson City-Crystal Area School Board Member Partial Term,,Over Vote Count,,0,0,0
Gratiot,"New Haven Township, Precinct 1",Carson City-Crystal Area School Board Member Partial Term,,Under Vote Count,,44,6,50
Gratiot,"New Haven Township, Precinct 1",Fulton School Board Member,,Ballots Cast,,71,9,80
Gratiot,"New Haven Township, Precinct 1",Fulton School Board Member,,Natasha Walden,,0,0,0
Gratiot,"New Haven Township, Precinct 1",Fulton School Board Member,,Jennifer Whitford,,0,0,0
Gratiot,"New Haven Township, Precinct 1",Fulton School Board Member,,Over Vote Count,,0,0,0
Gratiot,"New Haven Township, Precinct 1",Fulton School Board Member,,Under Vote Count,,0,0,0
Gratiot,"New Haven Township, Precinct 1",Ithaca Public School Board Member,,Ballots Cast,,241,57,298
Gratiot,"New Haven Township, Precinct 1",Ithaca Public School Board Member,,Justin Seaman,,157,34,191
Gratiot,"New Haven Township, Precinct 1",Ithaca Public School Board Member,,Write-in,,12,1,13
Gratiot,"New Haven Township, Precinct 1",Ithaca Public School Board Member,,Corey Garbow-Gaylord Fowler,,9,1,10
Gratiot,"New Haven Township, Precinct 1",Ithaca Public School Board Member,,Richard Jolliff,,2,0,2
Gratiot,"New Haven Township, Precinct 1",Ithaca Public School Board Member,,Over Vote Count,,0,0,0
Gratiot,"New Haven Township, Precinct 1",Ithaca Public School Board Member,,Under Vote Count,,313,79,392
Gratiot,"New Haven Township, Precinct 1",Fulton Schools Sinking Fund Millage Proposal,,Ballots Cast,,71,9,80
Gratiot,"New Haven Township, Precinct 1",Fulton Schools Sinking Fund Millage Proposal,,Yes,,0,0,0
Gratiot,"New Haven Township, Precinct 1",Fulton Schools Sinking Fund Millage Proposal,,No,,0,0,0
Gratiot,"New Haven Township, Precinct 1",Fulton Schools Sinking Fund Millage Proposal,,Over Vote Count,,0,0,0
Gratiot,"New Haven Township, Precinct 1",Fulton Schools Sinking Fund Millage Proposal,,Under Vote Count,,0,0,0
Gratiot,"Newark Township, Precinct 1",President,,Ballots Cast,,416,81,497
Gratiot,"Newark Township, Precinct 1",President,,Kamala D. Harris,Democrat,116,12,128
Gratiot,"Newark Township, Precinct 1",President,,Donald J. Trump,Republican,292,68,360
Gratiot,"Newark Township, Precinct 1",President,,Chase Oliver,Libertarian,2,0,2
Gratiot,"Newark Township, Precinct 1",President,,Randall Terry,U.S. Taxpayers,2,0,2
Gratiot,"Newark Township, Precinct 1",President,,Robert F. Kennedy Jr.,Natural Law,3,0,3
Gratiot,"Newark Township, Precinct 1",President,,Over Vote Count,,0,0,0
Gratiot,"Newark Township, Precinct 1",President,,Under Vote Count,,1,0,1
Gratiot,"Newark Township, Precinct 1",President,,Jill Stein,Green,0,1,1
Gratiot,"Newark Township, Precinct 1",U.S. Senate,,Ballots Cast,,416,81,497
Gratiot,"Newark Township, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,117,12,129
Gratiot,"Newark Township, Precinct 1",U.S. Senate,,Mike Rogers,Republican,276,67,343
Gratiot,"Newark Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,Libertarian,5,0,5
Gratiot,"Newark Township, Precinct 1",U.S. Senate,,Dave Stein,U.S. Taxpayers,4,1,5
Gratiot,"Newark Township, Precinct 1",U.S. Senate,,Doug Dern,Natural Law,1,0,1
Gratiot,"Newark Township, Precinct 1",U.S. Senate,,Write-in,,3,0,3
Gratiot,"Newark Township, Precinct 1",U.S. Senate,,Over Vote Count,,1,0,1
Gratiot,"Newark Township, Precinct 1",U.S. Senate,,Under Vote Count,,9,1,10
Gratiot,"Newark Township, Precinct 1",U.S. House,2,Ballots Cast,,416,81,497
Gratiot,"Newark Township, Precinct 1",U.S. House,2,Michael Lynch,Democrat,94,11,105
Gratiot,"Newark Township, Precinct 1",U.S. House,2,John R. Moolenaar,Republican,297,69,366
Gratiot,"Newark Township, Precinct 1",U.S. House,2,Ben DeJong,Libertarian,7,0,7
Gratiot,"Newark Township, Precinct 1",U.S. House,2,Scott Adams,U.S. Taxpayers,5,0,5
Gratiot,"Newark Township, Precinct 1",U.S. House,2,Write-in,,2,0,2
Gratiot,"Newark Township, Precinct 1",U.S. House,2,Over Vote Count,,1,0,1
Gratiot,"Newark Township, Precinct 1",U.S. House,2,Under Vote Count,,10,1,11
Gratiot,"Newark Township, Precinct 1",State House,,Ballots Cast,,416,81,497
Gratiot,"Newark Township, Precinct 1",State House,,Kevin C. Seamon,Democrat,98,10,108
Gratiot,"Newark Township, Precinct 1",State House,,Tim Kelly,Republican,293,69,362
Gratiot,"Newark Township, Precinct 1",State House,,Write-in,,2,0,2
Gratiot,"Newark Township, Precinct 1",State House,,Over Vote Count,,1,0,1
Gratiot,"Newark Township, Precinct 1",State House,,Under Vote Count,,22,2,24
Gratiot,"Newark Township, Precinct 1",Member of the State Board of Education,,Ballots Cast,,416,81,497
Gratiot,"Newark Township, Precinct 1",Member of the State Board of Education,,Theodore Jones,Democrat,92,11,103
Gratiot,"Newark Township, Precinct 1",Member of the State Board of Education,,Adam Frederick Zemke,Democrat,93,10,103
Gratiot,"Newark Township, Precinct 1",Member of the State Board of Education,,Tom McMillin,Republican,253,63,316
Gratiot,"Newark Township, Precinct 1",Member of the State Board of Education,,Nikki Snyder,Republican,259,62,321
Gratiot,"Newark Township, Precinct 1",Member of the State Board of Education,,Scotty Boman,Libertarian,16,1,17
Gratiot,"Newark Township, Precinct 1",Member of the State Board of Education,,Ted Gerrard,U.S. Taxpayers,4,0,4
Gratiot,"Newark Township, Precinct 1",Member of the State Board of Education,,Christine C. Schwartz,U.S. Taxpayers,8,1,9
Gratiot,"Newark Township, Precinct 1",Member of the State Board of Education,,Mary Anne Hering,Working Class,11,2,13
Gratiot,"Newark Township, Precinct 1",Member of the State Board of Education,,Write-in,,2,0,2
Gratiot,"Newark Township, Precinct 1",Member of the State Board of Education,,Over Vote Count,,4,0,4
Gratiot,"Newark Township, Precinct 1",Member of the State Board of Education,,Under Vote Count,,90,12,102
Gratiot,"Newark Township, Precinct 1",Regents of the Unversity of Michigan,,Ballots Cast,,416,81,497
Gratiot,"Newark Township, Precinct 1",Regents of the Unversity of Michigan,,Denise Ilitch,Democrat,105,11,116
Gratiot,"Newark Township, Precinct 1",Regents of the Unversity of Michigan,,Shauna Ryder Diggs,Democrat,99,10,109
Gratiot,"Newark Township, Precinct 1",Regents of the Unversity of Michigan,,Carl Meyers,Republican,264,62,326
Gratiot,"Newark Township, Precinct 1",Regents of the Unversity of Michigan,,Sevag Vartanian,Republican,221,58,279
Gratiot,"Newark Township, Precinct 1",Regents of the Unversity of Michigan,,Andrew Chadderdon,Libertarian,19,0,19
Gratiot,"Newark Township, Precinct 1",Regents of the Unversity of Michigan,,Donna M. Oetman,U.S. Taxpayers,8,2,10
Gratiot,"Newark Township, Precinct 1",Regents of the Unversity of Michigan,,Write-in,,1,0,1
Gratiot,"Newark Township, Precinct 1",Regents of the Unversity of Michigan,,Over Vote Count,,2,0,2
Gratiot,"Newark Township, Precinct 1",Regents of the Unversity of Michigan,,Under Vote Count,,113,19,132
Gratiot,"Newark Township, Precinct 1",Trustees of Michigan State University,,Ballots Cast,,416,81,497
Gratiot,"Newark Township, Precinct 1",Trustees of Michigan State University,,Rebecca Bahar-Cook,Democrat,103,10,113
Gratiot,"Newark Township, Precinct 1",Trustees of Michigan State University,,Thomas Stallworth III,Democrat,88,9,97
Gratiot,"Newark Township, Precinct 1",Trustees of Michigan State University,,Mike Balow,Republican,265,63,328
Gratiot,"Newark Township, Precinct 1",Trustees of Michigan State University,,Julie Maday,Republican,242,62,304
Gratiot,"Newark Township, Precinct 1",Trustees of Michigan State University,,Grant T. Baker,Libertarian,14,0,14
Gratiot,"Newark Township, Precinct 1",Trustees of Michigan State University,,Janet M. Sanger,U.S. Taxpayers,5,2,7
Gratiot,"Newark Township, Precinct 1",Trustees of Michigan State University,,John Paul Sanger,U.S. Taxpayers,10,0,10
Gratiot,"Newark Township, Precinct 1",Trustees of Michigan State University,,John Anthony La Pietra,Green,6,1,7
Gratiot,"Newark Township, Precinct 1",Trustees of Michigan State University,,Write-in,,1,0,1
Gratiot,"Newark Township, Precinct 1",Trustees of Michigan State University,,Over Vote Count,,4,0,4
Gratiot,"Newark Township, Precinct 1",Trustees of Michigan State University,,Under Vote Count,,94,15,109
Gratiot,"Newark Township, Precinct 1",Governor of Wayne State University,,Ballots Cast,,416,81,497
Gratiot,"Newark Township, Precinct 1",Governor of Wayne State University,,Rasha Demashkieh,Democrat,82,10,92
Gratiot,"Newark Township, Precinct 1",Governor of Wayne State University,,Mark T. Gaffney,Democrat,98,10,108
Gratiot,"Newark Township, Precinct 1",Governor of Wayne State University,,Michael Busuito,Republican,251,58,309
Gratiot,"Newark Township, Precinct 1",Governor of Wayne State University,,Sunny Reddy,Republican,246,59,305
Gratiot,"Newark Township, Precinct 1",Governor of Wayne State University,,Farid Ishac,Libertarian,7,0,7
Gratiot,"Newark Township, Precinct 1",Governor of Wayne State University,,William Mohr II,U.S. Taxpayers,2,0,2
Gratiot,"Newark Township, Precinct 1",Governor of Wayne State University,,Sami Makhoul,Green,3,0,3
Gratiot,"Newark Township, Precinct 1",Governor of Wayne State University,,Suzanne Roehrig,Working Class,12,3,15
Gratiot,"Newark Township, Precinct 1",Governor of Wayne State University,,Kathleen Oakford,Natural Law,4,0,4
Gratiot,"Newark Township, Precinct 1",Governor of Wayne State University,,Write-in,,2,0,2
Gratiot,"Newark Township, Precinct 1",Governor of Wayne State University,,Over Vote Count,,2,0,2
Gratiot,"Newark Township, Precinct 1",Governor of Wayne State University,,Under Vote Count,,123,22,145
Gratiot,"Newark Township, Precinct 1",Prosecuting Attorney,,Ballots Cast,,416,81,497
Gratiot,"Newark Township, Precinct 1",Prosecuting Attorney,,Laura M. Bever,Republican,328,71,399
Gratiot,"Newark Township, Precinct 1",Prosecuting Attorney,,Write-in,,7,0,7
Gratiot,"Newark Township, Precinct 1",Prosecuting Attorney,,Over Vote Count,,1,0,1
Gratiot,"Newark Township, Precinct 1",Prosecuting Attorney,,Under Vote Count,,80,10,90
Gratiot,"Newark Township, Precinct 1",Sheriff,,Ballots Cast,,416,81,497
Gratiot,"Newark Township, Precinct 1",Sheriff,,Tom Clark,Republican,334,74,408
Gratiot,"Newark Township, Precinct 1",Sheriff,,John Cary,No Party Affiliation,34,3,37
Gratiot,"Newark Township, Precinct 1",Sheriff,,Write-in,,3,0,3
Gratiot,"Newark Township, Precinct 1",Sheriff,,Over Vote Count,,1,0,1
Gratiot,"Newark Township, Precinct 1",Sheriff,,Under Vote Count,,44,4,48
Gratiot,"Newark Township, Precinct 1",County Clerk,,Ballots Cast,,416,81,497
Gratiot,"Newark Township, Precinct 1",County Clerk,,Angie Thompson,Republican,341,71,412
Gratiot,"Newark Township, Precinct 1",County Clerk,,Write-in,,6,0,6
Gratiot,"Newark Township, Precinct 1",County Clerk,,Over Vote Count,,1,0,1
Gratiot,"Newark Township, Precinct 1",County Clerk,,Under Vote Count,,68,10,78
Gratiot,"Newark Township, Precinct 1",County Treasurer,,Ballots Cast,,416,81,497
Gratiot,"Newark Township, Precinct 1",County Treasurer,,Terri R. Ball,Republican,334,72,406
Gratiot,"Newark Township, Precinct 1",County Treasurer,,Write-in,,6,0,6
Gratiot,"Newark Township, Precinct 1",County Treasurer,,Over Vote Count,,0,0,0
Gratiot,"Newark Township, Precinct 1",County Treasurer,,Under Vote Count,,76,9,85
Gratiot,"Newark Township, Precinct 1",Register of Deeds,,Ballots Cast,,416,81,497
Gratiot,"Newark Township, Precinct 1",Register of Deeds,,Kimberlee M. VanHoose,Republican,332,71,403
Gratiot,"Newark Township, Precinct 1",Register of Deeds,,Write-in,,6,0,6
Gratiot,"Newark Township, Precinct 1",Register of Deeds,,Over Vote Count,,0,0,0
Gratiot,"Newark Township, Precinct 1",Register of Deeds,,Under Vote Count,,78,10,88
Gratiot,"Newark Township, Precinct 1",Road Commissioner,,Ballots Cast,,416,81,497
Gratiot,"Newark Township, Precinct 1",Road Commissioner,,John H. Wilson,Republican,334,72,406
Gratiot,"Newark Township, Precinct 1",Road Commissioner,,Write-in,,4,0,4
Gratiot,"Newark Township, Precinct 1",Road Commissioner,,Over Vote Count,,0,0,0
Gratiot,"Newark Township, Precinct 1",Road Commissioner,,Under Vote Count,,78,9,87
Gratiot,"Newark Township, Precinct 1",Drain Commissioner,,Ballots Cast,,416,81,497
Gratiot,"Newark Township, Precinct 1",Drain Commissioner,,Bernard James Barnes,Republican,331,72,403
Gratiot,"Newark Township, Precinct 1",Drain Commissioner,,Write-in,,7,0,7
Gratiot,"Newark Township, Precinct 1",Drain Commissioner,,Over Vote Count,,0,0,0
Gratiot,"Newark Township, Precinct 1",Drain Commissioner,,Under Vote Count,,78,9,87
Gratiot,"Newark Township, Precinct 1",County Commissioner 4th District,,Ballots Cast,,416,81,497
Gratiot,"Newark Township, Precinct 1",County Commissioner 4th District,,Sarah M. Foltz,Democrat,97,11,108
Gratiot,"Newark Township, Precinct 1",County Commissioner 4th District,,Steven Sopocy,Republican,294,66,360
Gratiot,"Newark Township, Precinct 1",County Commissioner 4th District,,Write-in,,2,1,3
Gratiot,"Newark Township, Precinct 1",County Commissioner 4th District,,Over Vote Count,,0,0,0
Gratiot,"Newark Township, Precinct 1",County Commissioner 4th District,,Under Vote Count,,23,3,26
Gratiot,"Newark Township, Precinct 1",Newark Township Supervisor,,Ballots Cast,,416,81,497
Gratiot,"Newark Township, Precinct 1",Newark Township Supervisor,,Katie Cooper,Republican,337,70,407
Gratiot,"Newark Township, Precinct 1",Newark Township Supervisor,,Write-in,,4,0,4
Gratiot,"Newark Township, Precinct 1",Newark Township Supervisor,,Over Vote Count,,0,0,0
Gratiot,"Newark Township, Precinct 1",Newark Township Supervisor,,Under Vote Count,,75,11,86
Gratiot,"Newark Township, Precinct 1",Newark Township Clerk,,Ballots Cast,,416,81,497
Gratiot,"Newark Township, Precinct 1",Newark Township Clerk,,Heather Reeser,Republican,328,70,398
Gratiot,"Newark Township, Precinct 1",Newark Township Clerk,,Write-in,,6,0,6
Gratiot,"Newark Township, Precinct 1",Newark Township Clerk,,Over Vote Count,,0,0,0
Gratiot,"Newark Township, Precinct 1",Newark Township Clerk,,Under Vote Count,,82,11,93
Gratiot,"Newark Township, Precinct 1",Newark Township Treasurer,,Ballots Cast,,416,81,497
Gratiot,"Newark Township, Precinct 1",Newark Township Treasurer,,Seth D. Lake,Republican,332,71,403
Gratiot,"Newark Township, Precinct 1",Newark Township Treasurer,,Write-in,,3,0,3
Gratiot,"Newark Township, Precinct 1",Newark Township Treasurer,,Over Vote Count,,0,0,0
Gratiot,"Newark Township, Precinct 1",Newark Township Treasurer,,Under Vote Count,,81,10,91
Gratiot,"Newark Township, Precinct 1",Newark Township Trustee,,Ballots Cast,,416,81,497
Gratiot,"Newark Township, Precinct 1",Newark Township Trustee,,Christopher Bovee,Republican,318,69,387
Gratiot,"Newark Township, Precinct 1",Newark Township Trustee,,Tyler J. Moomey,Republican,299,64,363
Gratiot,"Newark Township, Precinct 1",Newark Township Trustee,,Write-in,,4,0,4
Gratiot,"Newark Township, Precinct 1",Newark Township Trustee,,Over Vote Count,,0,0,0
