county,precinct,office,district,candidate,party,election_day,av_counting_boards,early_voting,votes
Saginaw,"Chapin Township, Precinct 1",U.S. Senate,,Valerie Lee Willis,,0,0,0,0
Saginaw,"Chapin Township, Precinct 1",U.S. Senate,,Over Vote Count,,0,0,0,0
Saginaw,"Chapin Township, Precinct 1",U.S. Senate,,Under Vote Count,,18,0,0,18
Saginaw,"Chapin Township, Precinct 1",U.S. House,8,Kristen McDonald Rivet,DEM,134,0,4,138
Saginaw,"Chapin Township, Precinct 1",U.S. House,8,Paul Junge,REP,300,0,8,308
Saginaw,"Chapin Township, Precinct 1",U.S. House,8,Steve Barcelo,LIB,3,0,0,3
Saginaw,"Chapin Township, Precinct 1",U.S. House,8,James Allen Little,UST,8,0,0,8
Saginaw,"Chapin Township, Precinct 1",U.S. House,8,Jim Casha,GRE,2,0,1,3
Saginaw,"Chapin Township, Precinct 1",U.S. House,8,Kathy Goodwin,WCP,15,0,1,16
Saginaw,"Chapin Township, Precinct 1",U.S. House,8,Write-in,,1,0,0,1
Saginaw,"Chapin Township, Precinct 1",U.S. House,8,Over Vote Count,,0,0,0,0
Saginaw,"Chapin Township, Precinct 1",U.S. House,8,Under Vote Count,,20,0,0,20
Saginaw,"Chapin Township, Precinct 1",State House,93,Kevin C. Seamon,DEM,102,0,5,107
Saginaw,"Chapin Township, Precinct 1",State House,93,Tim Kelly,REP,335,0,9,344
Saginaw,"Chapin Township, Precinct 1",State House,93,Write-in,,6,0,0,6
Saginaw,"Chapin Township, Precinct 1",State House,93,Over Vote Count,,0,0,0,0
Saginaw,"Chapin Township, Precinct 1",State House,93,Under Vote Count,,40,0,0,40
Saginaw,"Chapin Township, Precinct 1",Prosecuting Attorney,,John A. McColgan Jr.,DEM,198,0,6,204
Saginaw,"Chapin Township, Precinct 1",Prosecuting Attorney,,Write-in,,38,0,1,39
Saginaw,"Chapin Township, Precinct 1",Prosecuting Attorney,,Over Vote Count,,0,0,0,0
Saginaw,"Chapin Township, Precinct 1",Prosecuting Attorney,,Under Vote Count,,247,0,7,254
Saginaw,"Chapin Township, Precinct 1",Sheriff,,William L. Federspiel,DEM,165,0,4,169
Saginaw,"Chapin Township, Precinct 1",Sheriff,,Jason Wise,REP,283,0,10,293
Saginaw,"Chapin Township, Precinct 1",Sheriff,,Write-in,,4,0,0,4
Saginaw,"Chapin Township, Precinct 1",Sheriff,,Over Vote Count,,0,0,0,0
Saginaw,"Chapin Township, Precinct 1",Sheriff,,Under Vote Count,,31,0,0,31
Saginaw,"Chapin Township, Precinct 1",County Clerk,,Vanessa Guerra,DEM,205,0,7,212
Saginaw,"Chapin Township, Precinct 1",County Clerk,,Write-in,,34,0,1,35
Saginaw,"Chapin Township, Precinct 1",County Clerk,,Over Vote Count,,0,0,0,0
Saginaw,"Chapin Township, Precinct 1",County Clerk,,Under Vote Count,,244,0,6,250
Saginaw,"Chapin Township, Precinct 1",County Treasurer,,Timothy Novak,DEM,207,0,7,214
Saginaw,"Chapin Township, Precinct 1",County Treasurer,,Write-in,,33,0,1,34
Saginaw,"Chapin Township, Precinct 1",County Treasurer,,Over Vote Count,,0,0,0,0
Saginaw,"Chapin Township, Precinct 1",County Treasurer,,Under Vote Count,,243,0,6,249
Saginaw,"Chapin Township, Precinct 1",Register of Deeds,,Katie Albosta Kelly,DEM,207,0,7,214
Saginaw,"Chapin Township, Precinct 1",Register of Deeds,,Write-in,,32,0,1,33
Saginaw,"Chapin Township, Precinct 1",Register of Deeds,,Over Vote Count,,0,0,0,0
Saginaw,"Chapin Township, Precinct 1",Register of Deeds,,Under Vote Count,,244,0,6,250
Saginaw,"Chesaning Township, Precinct 1",Ballots Cast,,,,1221,1,47,1269
Saginaw,"Chesaning Township, Precinct 1",Straight Party,,Democratic Party,DEM,316,0,5,321
Saginaw,"Chesaning Township, Precinct 1",Straight Party,,Republican Party,REP,318,0,20,338
Saginaw,"Chesaning Township, Precinct 1",Straight Party,,Libertarian Party,LIB,1,0,1,2
Saginaw,"Chesaning Township, Precinct 1",Straight Party,,U.S. Taxpayers Party,UST,0,0,0,0
Saginaw,"Chesaning Township, Precinct 1",Straight Party,,Green Party,GRE,1,0,0,1
Saginaw,"Chesaning Township, Precinct 1",Straight Party,,Working Class Party,WCP,4,0,0,4
Saginaw,"Chesaning Township, Precinct 1",Straight Party,,Natural Law Party,NLP,0,0,0,0
Saginaw,"Chesaning Township, Precinct 1",President,,Kamala D. Harris,DEM,592,1,10,603
Saginaw,"Chesaning Township, Precinct 1",President,,Donald J. Trump,REP,592,0,37,629
Saginaw,"Chesaning Township, Precinct 1",President,,Chase Oliver,LIB,7,0,0,7
Saginaw,"Chesaning Township, Precinct 1",President,,Randall Terry,UST,0,0,0,0
Saginaw,"Chesaning Township, Precinct 1",President,,Jill Stein,GRE,6,0,0,6
Saginaw,"Chesaning Township, Precinct 1",President,,Robert F. Kennedy Jr.,NLP,12,0,0,12
Saginaw,"Chesaning Township, Precinct 1",President,,Joseph Kishore,NPA,2,0,0,2
Saginaw,"Chesaning Township, Precinct 1",President,,Cornel West,NPA,2,0,0,2
Saginaw,"Chesaning Township, Precinct 1",President,,Write-in,,2,0,0,2
Saginaw,"Chesaning Township, Precinct 1",President,,Cherunda Lynn Fox,,0,0,0,0
Saginaw,"Chesaning Township, Precinct 1",President,,Claudia De la Cruz,,0,0,0,0
Saginaw,"Chesaning Township, Precinct 1",President,,Jay J. Bowman,,0,0,0,0
Saginaw,"Chesaning Township, Precinct 1",President,,Peter Sonski,,0,0,0,0
Saginaw,"Chesaning Township, Precinct 1",U.S. Senate,,Elissa Slotkin,DEM,606,1,10,617
Saginaw,"Chesaning Township, Precinct 1",U.S. Senate,,Mike Rogers,REP,547,0,34,581
Saginaw,"Chesaning Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,LIB,14,0,1,15
Saginaw,"Chesaning Township, Precinct 1",U.S. Senate,,Dave Stein,UST,5,0,1,6
Saginaw,"Chesaning Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,GRE,11,0,0,11
Saginaw,"Chesaning Township, Precinct 1",U.S. Senate,,Doug Dern,NLP,5,0,0,5
Saginaw,"Chesaning Township, Precinct 1",U.S. Senate,,Write-in,,4,0,0,4
Saginaw,"Chesaning Township, Precinct 1",U.S. Senate,,James Chapman,,0,0,0,0
Saginaw,"Chesaning Township, Precinct 1",U.S. Senate,,Marcus A. Irvine,,0,0,0,0
Saginaw,"Chesaning Township, Precinct 1",U.S. Senate,,Valerie Lee Willis,,0,0,0,0
Saginaw,"Chesaning Township, Precinct 1",U.S. House,8,Kristen McDonald Rivet,DEM,619,0,11,630
Saginaw,"Chesaning Township, Precinct 1",U.S. House,8,Paul Junge,REP,519,0,30,549
Saginaw,"Chesaning Township, Precinct 1",U.S. House,8,Steve Barcelo,LIB,14,0,1,15
Saginaw,"Chesaning Township, Precinct 1",U.S. House,8,James Allen Little,UST,3,0,2,5
Saginaw,"Chesaning Township, Precinct 1",U.S. House,8,Jim Casha,GRE,7,1,0,8
Saginaw,"Chesaning Township, Precinct 1",U.S. House,8,Kathy Goodwin,WCP,19,0,2,21
Saginaw,"Chesaning Township, Precinct 1",U.S. House,8,Write-in,,5,0,0,5
Saginaw,"Chesaning Township, Precinct 1",State House,71,Mark D. Zacharda,DEM,591,1,10,602
Saginaw,"Chesaning Township, Precinct 1",State House,71,Brian BeGole,REP,577,0,35,612
Saginaw,"Chesaning Township, Precinct 1",State House,71,Write-in,,2,0,0,2
Saginaw,"Chesaning Township, Precinct 1",Prosecuting Attorney,,John A. McColgan Jr.,DEM,,,,766
Saginaw,"Chesaning Township, Precinct 1",Prosecuting Attorney,,Write-in,,,,,32
Saginaw,"Chesaning Township, Precinct 1",Prosecuting Attorney,,Over Vote Count,,,,,0
Saginaw,"Chesaning Township, Precinct 1",Prosecuting Attorney,,Under Vote Count,,,,,471
Saginaw,"Chesaning Township, Precinct 1",Sheriff,,William L. Federspiel,DEM,680,1,13,694
Saginaw,"Chesaning Township, Precinct 1",Sheriff,,Jason Wise,REP,501,0,32,533
Saginaw,"Chesaning Township, Precinct 1",Sheriff,,Write-in,,2,0,0,2
Saginaw,"Chesaning Township, Precinct 1",County Clerk,,Vanessa Guerra,DEM,,,,767
Saginaw,"Chesaning Township, Precinct 1",County Clerk,,Write-in,,,,,35
Saginaw,"Chesaning Township, Precinct 1",County Clerk,,Over Vote Count,,,,,0
Saginaw,"Chesaning Township, Precinct 1",County Clerk,,Under Vote Count,,,,,467
Saginaw,"Chesaning Township, Precinct 1",County Treasurer,,Timothy Novak,DEM,,,,782
Saginaw,"Chesaning Township, Precinct 1",County Treasurer,,Write-in,,,,,29
Saginaw,"Chesaning Township, Precinct 1",County Treasurer,,Over Vote Count,,,,,0
Saginaw,"Chesaning Township, Precinct 1",County Treasurer,,Under Vote Count,,,,,458
Saginaw,"Chesaning Township, Precinct 1",Register of Deeds,,Katie Albosta Kelly,DEM,,,,787
Saginaw,"Chesaning Township, Precinct 1",Register of Deeds,,Write-in,,,,,28
Saginaw,"Chesaning Township, Precinct 1",Register of Deeds,,Over Vote Count,,,,,0
Saginaw,"Chesaning Township, Precinct 1",Register of Deeds,,Under Vote Count,,,,,454
Saginaw,"Chesaning Township, Precinct 2",Ballots Cast,,,,1387,0,73,1460
Saginaw,"Chesaning Township, Precinct 2",Straight Party,,Democratic Party,DEM,270,0,9,279
Saginaw,"Chesaning Township, Precinct 2",Straight Party,,Republican Party,REP,429,0,26,455
Saginaw,"Chesaning Township, Precinct 2",Straight Party,,Libertarian Party,LIB,3,0,0,3
Saginaw,"Chesaning Township, Precinct 2",Straight Party,,U.S. Taxpayers Party,UST,1,0,0,1
Saginaw,"Chesaning Township, Precinct 2",Straight Party,,Green Party,GRE,1,0,0,1
Saginaw,"Chesaning Township, Precinct 2",Straight Party,,Working Class Party,WCP,4,0,0,4
Saginaw,"Chesaning Township, Precinct 2",Straight Party,,Natural Law Party,NLP,1,0,0,1
Saginaw,"Chesaning Township, Precinct 2",Straight Party,,Over Vote Count,,0,0,0,0
Saginaw,"Chesaning Township, Precinct 2",Straight Party,,Under Vote Count,,678,0,38,716
Saginaw,"Chesaning Township, Precinct 2",President,,Kamala D. Harris,DEM,508,0,19,527
Saginaw,"Chesaning Township, Precinct 2",President,,Donald J. Trump,REP,852,0,53,905
Saginaw,"Chesaning Township, Precinct 2",President,,Chase Oliver,LIB,5,0,0,5
Saginaw,"Chesaning Township, Precinct 2",President,,Randall Terry,UST,0,0,0,0
Saginaw,"Chesaning Township, Precinct 2",President,,Jill Stein,GRE,5,0,0,5
Saginaw,"Chesaning Township, Precinct 2",President,,Robert F. Kennedy Jr.,NLP,5,0,1,6
Saginaw,"Chesaning Township, Precinct 2",President,,Joseph Kishore,NPA,1,0,0,1
Saginaw,"Chesaning Township, Precinct 2",President,,Cornel West,NPA,0,0,0,0
Saginaw,"Chesaning Township, Precinct 2",President,,Write-in,,2,0,0,2
Saginaw,"Chesaning Township, Precinct 2",President,,Cherunda Lynn Fox,,0,0,0,0
Saginaw,"Chesaning Township, Precinct 2",President,,Claudia De la Cruz,,0,0,0,0
Saginaw,"Chesaning Township, Precinct 2",President,,Jay J. Bowman,,0,0,0,0
Saginaw,"Chesaning Township, Precinct 2",President,,Peter Sonski,,0,0,0,0
Saginaw,"Chesaning Township, Precinct 2",President,,Over Vote Count,,0,0,0,0
Saginaw,"Chesaning Township, Precinct 2",President,,Under Vote Count,,9,0,0,9
Saginaw,"Chesaning Township, Precinct 2",U.S. Senate,,Elissa Slotkin,DEM,525,0,19,544
Saginaw,"Chesaning Township, Precinct 2",U.S. Senate,,Mike Rogers,REP,783,0,52,835
Saginaw,"Chesaning Township, Precinct 2",U.S. Senate,,Joseph Solis-Mullen,LIB,9,0,0,9
Saginaw,"Chesaning Township, Precinct 2",U.S. Senate,,Dave Stein,UST,17,0,0,17
Saginaw,"Chesaning Township, Precinct 2",U.S. Senate,,Douglas P. Marsh,GRE,8,0,0,8
Saginaw,"Chesaning Township, Precinct 2",U.S. Senate,,Doug Dern,NLP,6,0,0,6
Saginaw,"Chesaning Township, Precinct 2",U.S. Senate,,Write-in,,0,0,0,0
Saginaw,"Chesaning Township, Precinct 2",U.S. Senate,,James Chapman,,0,0,0,0
Saginaw,"Chesaning Township, Precinct 2",U.S. Senate,,Marcus A. Irvine,,0,0,0,0
Saginaw,"Chesaning Township, Precinct 2",U.S. Senate,,Valerie Lee Willis,,0,0,0,0
Saginaw,"Chesaning Township, Precinct 2",U.S. Senate,,Over Vote Count,,0,0,0,0
Saginaw,"Chesaning Township, Precinct 2",U.S. Senate,,Under Vote Count,,39,0,2,41
Saginaw,"Chesaning Township, Precinct 2",U.S. House,8,Kristen McDonald Rivet,DEM,545,0,18,563
Saginaw,"Chesaning Township, Precinct 2",U.S. House,8,Paul Junge,REP,727,0,49,776
Saginaw,"Chesaning Township, Precinct 2",U.S. House,8,Steve Barcelo,LIB,17,0,1,18
Saginaw,"Chesaning Township, Precinct 2",U.S. House,8,James Allen Little,UST,7,0,1,8
Saginaw,"Chesaning Township, Precinct 2",U.S. House,8,Jim Casha,GRE,2,0,1,3
Saginaw,"Chesaning Township, Precinct 2",U.S. House,8,Kathy Goodwin,WCP,35,0,0,35
Saginaw,"Chesaning Township, Precinct 2",U.S. House,8,Write-in,,0,0,0,0
Saginaw,"Chesaning Township, Precinct 2",U.S. House,8,Over Vote Count,,0,0,0,0
Saginaw,"Chesaning Township, Precinct 2",U.S. House,8,Under Vote Count,,54,0,3,57
Saginaw,"Chesaning Township, Precinct 2",State House,71,Mark D. Zacharda,DEM,504,0,18,522
Saginaw,"Chesaning Township, Precinct 2",State House,71,Brian BeGole,REP,804,0,49,853
Saginaw,"Chesaning Township, Precinct 2",State House,71,Write-in,,3,0,0,3
Saginaw,"Chesaning Township, Precinct 2",State House,71,Over Vote Count,,0,0,0,0
Saginaw,"Chesaning Township, Precinct 2",State House,71,Under Vote Count,,76,0,6,82
Saginaw,"Chesaning Township, Precinct 2",Prosecuting Attorney,,John A. McColgan Jr.,DEM,772,0,28,800
Saginaw,"Chesaning Township, Precinct 2",Prosecuting Attorney,,Write-in,,37,0,1,38
Saginaw,"Chesaning Township, Precinct 2",Prosecuting Attorney,,Over Vote Count,,0,0,0,0
Saginaw,"Chesaning Township, Precinct 2",Prosecuting Attorney,,Under Vote Count,,578,0,44,622
Saginaw,"Chesaning Township, Precinct 2",Sheriff,,William L. Federspiel,DEM,666,0,21,687
Saginaw,"Chesaning Township, Precinct 2",Sheriff,,Jason Wise,REP,660,0,48,708
Saginaw,"Chesaning Township, Precinct 2",Sheriff,,Write-in,,0,0,0,0
Saginaw,"Chesaning Township, Precinct 2",Sheriff,,Over Vote Count,,0,0,1,1
Saginaw,"Chesaning Township, Precinct 2",Sheriff,,Under Vote Count,,61,0,3,64
Saginaw,"Chesaning Township, Precinct 2",County Clerk,,Vanessa Guerra,DEM,775,0,28,803
Saginaw,"Chesaning Township, Precinct 2",County Clerk,,Write-in,,39,0,1,40
Saginaw,"Chesaning Township, Precinct 2",County Clerk,,Over Vote Count,,0,0,0,0
Saginaw,"Chesaning Township, Precinct 2",County Clerk,,Under Vote Count,,573,0,44,617
Saginaw,"Chesaning Township, Precinct 2",County Treasurer,,Timothy Novak,DEM,786,0,28,814
Saginaw,"Chesaning Township, Precinct 2",County Treasurer,,Write-in,,41,0,1,42
Saginaw,"Chesaning Township, Precinct 2",County Treasurer,,Over Vote Count,,0,0,0,0
Saginaw,"Chesaning Township, Precinct 2",County Treasurer,,Under Vote Count,,560,0,44,604
Saginaw,"Chesaning Township, Precinct 2",Register of Deeds,,Katie Albosta Kelly,DEM,787,0,28,815
Saginaw,"Chesaning Township, Precinct 2",Register of Deeds,,Write-in,,38,0,1,39
Saginaw,"Chesaning Township, Precinct 2",Register of Deeds,,Over Vote Count,,0,0,0,0
Saginaw,"Chesaning Township, Precinct 2",Register of Deeds,,Under Vote Count,,562,0,44,606
Saginaw,"Frankenmuth Township, Precinct 1",Ballots Cast,,,,1317,1,53,1371
Saginaw,"Frankenmuth Township, Precinct 1",Straight Party,,Democratic Party,DEM,142,1,4,147
Saginaw,"Frankenmuth Township, Precinct 1",Straight Party,,Republican Party,REP,404,0,23,427
Saginaw,"Frankenmuth Township, Precinct 1",Straight Party,,Libertarian Party,LIB,6,0,0,6
Saginaw,"Frankenmuth Township, Precinct 1",Straight Party,,U.S. Taxpayers Party,UST,0,0,0,0
Saginaw,"Frankenmuth Township, Precinct 1",Straight Party,,Green Party,GRE,2,0,0,2
Saginaw,"Frankenmuth Township, Precinct 1",Straight Party,,Working Class Party,WCP,0,0,0,0
Saginaw,"Frankenmuth Township, Precinct 1",Straight Party,,Natural Law Party,NLP,1,0,0,1
Saginaw,"Frankenmuth Township, Precinct 1",President,,Kamala D. Harris,DEM,385,1,7,393
Saginaw,"Frankenmuth Township, Precinct 1",President,,Donald J. Trump,REP,898,0,46,944
Saginaw,"Frankenmuth Township, Precinct 1",President,,Chase Oliver,LIB,8,0,0,8
Saginaw,"Frankenmuth Township, Precinct 1",President,,Randall Terry,UST,1,0,0,1
Saginaw,"Frankenmuth Township, Precinct 1",President,,Jill Stein,GRE,2,0,0,2
Saginaw,"Frankenmuth Township, Precinct 1",President,,Robert F. Kennedy Jr.,NLP,8,0,0,8
Saginaw,"Frankenmuth Township, Precinct 1",President,,Joseph Kishore,NPA,0,0,0,0
Saginaw,"Frankenmuth Township, Precinct 1",President,,Cornel West,NPA,1,0,0,1
Saginaw,"Frankenmuth Township, Precinct 1",President,,Write-in,,5,0,0,5
Saginaw,"Frankenmuth Township, Precinct 1",President,,Cherunda Lynn Fox,,0,0,0,0
Saginaw,"Frankenmuth Township, Precinct 1",President,,Claudia De la Cruz,,0,0,0,0
Saginaw,"Frankenmuth Township, Precinct 1",President,,Jay J. Bowman,,0,0,0,0
Saginaw,"Frankenmuth Township, Precinct 1",President,,Peter Sonski,,0,0,0,0
Saginaw,"Frankenmuth Township, Precinct 1",U.S. Senate,,Elissa Slotkin,DEM,367,1,7,375
Saginaw,"Frankenmuth Township, Precinct 1",U.S. Senate,,Mike Rogers,REP,884,0,43,927
Saginaw,"Frankenmuth Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,LIB,14,0,0,14
Saginaw,"Frankenmuth Township, Precinct 1",U.S. Senate,,Dave Stein,UST,7,0,1,8
Saginaw,"Frankenmuth Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,GRE,9,0,0,9
Saginaw,"Frankenmuth Township, Precinct 1",U.S. Senate,,Doug Dern,NLP,6,0,0,6
Saginaw,"Frankenmuth Township, Precinct 1",U.S. Senate,,Write-in,,2,0,0,2
Saginaw,"Frankenmuth Township, Precinct 1",U.S. Senate,,James Chapman,,0,0,0,0
Saginaw,"Frankenmuth Township, Precinct 1",U.S. Senate,,Marcus A. Irvine,,0,0,0,0
Saginaw,"Frankenmuth Township, Precinct 1",U.S. Senate,,Valerie Lee Willis,,0,0,0,0
Saginaw,"Frankenmuth Township, Precinct 1",U.S. House,8,Kristen McDonald Rivet,DEM,405,1,12,418
Saginaw,"Frankenmuth Township, Precinct 1",U.S. House,8,Paul Junge,REP,817,0,38,855
Saginaw,"Frankenmuth Township, Precinct 1",U.S. House,8,Steve Barcelo,LIB,23,0,0,23
Saginaw,"Frankenmuth Township, Precinct 1",U.S. House,8,James Allen Little,UST,5,0,1,6
Saginaw,"Frankenmuth Township, Precinct 1",U.S. House,8,Jim Casha,GRE,4,0,1,5
Saginaw,"Frankenmuth Township, Precinct 1",U.S. House,8,Kathy Goodwin,WCP,19,0,0,19
Saginaw,"Frankenmuth Township, Precinct 1",U.S. House,8,Write-in,,2,0,0,2
Saginaw,"Frankenmuth Township, Precinct 1",State House,97,Mark Putnam,DEM,256,1,5,262
Saginaw,"Frankenmuth Township, Precinct 1",State House,97,Matthew Bierlein,REP,1015,0,47,1062
Saginaw,"Frankenmuth Township, Precinct 1",State House,97,Write-in,,2,0,0,2
Saginaw,"Frankenmuth Township, Precinct 1",Prosecuting Attorney,,John A. McColgan Jr.,DEM,,,,677
Saginaw,"Frankenmuth Township, Precinct 1",Prosecuting Attorney,,Write-in,,,,,36
Saginaw,"Frankenmuth Township, Precinct 1",Prosecuting Attorney,,Over Vote Count,,,,,0
Saginaw,"Frankenmuth Township, Precinct 1",Prosecuting Attorney,,Under Vote Count,,,,,658
Saginaw,"Frankenmuth Township, Precinct 1",Sheriff,,William L. Federspiel,DEM,525,1,15,541
Saginaw,"Frankenmuth Township, Precinct 1",Sheriff,,Jason Wise,REP,722,0,34,756
Saginaw,"Frankenmuth Township, Precinct 1",Sheriff,,Write-in,,2,0,0,2
Saginaw,"Frankenmuth Township, Precinct 1",County Clerk,,Vanessa Guerra,DEM,,,,688
Saginaw,"Frankenmuth Township, Precinct 1",County Clerk,,Write-in,,,,,37
Saginaw,"Frankenmuth Township, Precinct 1",County Clerk,,Over Vote Count,,,,,0
Saginaw,"Frankenmuth Township, Precinct 1",County Clerk,,Under Vote Count,,,,,646
Saginaw,"Frankenmuth Township, Precinct 1",County Treasurer,,Timothy Novak,DEM,,,,694
Saginaw,"Frankenmuth Township, Precinct 1",County Treasurer,,Write-in,,,,,32
Saginaw,"Frankenmuth Township, Precinct 1",County Treasurer,,Over Vote Count,,,,,0
Saginaw,"Frankenmuth Township, Precinct 1",County Treasurer,,Under Vote Count,,,,,645
Saginaw,"Frankenmuth Township, Precinct 1",Register of Deeds,,Katie Albosta Kelly,DEM,,,,679
Saginaw,"Frankenmuth Township, Precinct 1",Register of Deeds,,Write-in,,,,,36
Saginaw,"Frankenmuth Township, Precinct 1",Register of Deeds,,Over Vote Count,,,,,0
Saginaw,"Frankenmuth Township, Precinct 1",Register of Deeds,,Under Vote Count,,,,,656
Saginaw,"Fremont Township, Precinct 1",Ballots Cast,,,,1209,0,80,1289
Saginaw,"Fremont Township, Precinct 1",Straight Party,,Democratic Party,DEM,138,0,12,150
Saginaw,"Fremont Township, Precinct 1",Straight Party,,Republican Party,REP,425,0,28,453
Saginaw,"Fremont Township, Precinct 1",Straight Party,,Libertarian Party,LIB,1,0,0,1
Saginaw,"Fremont Township, Precinct 1",Straight Party,,U.S. Taxpayers Party,UST,0,0,0,0
Saginaw,"Fremont Township, Precinct 1",Straight Party,,Green Party,GRE,2,0,0,2
Saginaw,"Fremont Township, Precinct 1",Straight Party,,Working Class Party,WCP,5,0,0,5
Saginaw,"Fremont Township, Precinct 1",Straight Party,,Natural Law Party,NLP,0,0,0,0
Saginaw,"Fremont Township, Precinct 1",Straight Party,,Over Vote Count,,1,0,0,1
Saginaw,"Fremont Township, Precinct 1",Straight Party,,Under Vote Count,,637,0,40,677
Saginaw,"Fremont Township, Precinct 1",President,,Kamala D. Harris,DEM,325,0,20,345
Saginaw,"Fremont Township, Precinct 1",President,,Donald J. Trump,REP,857,0,59,916
Saginaw,"Fremont Township, Precinct 1",President,,Chase Oliver,LIB,6,0,0,6
Saginaw,"Fremont Township, Precinct 1",President,,Randall Terry,UST,1,0,1,2
Saginaw,"Fremont Township, Precinct 1",President,,Jill Stein,GRE,3,0,0,3
Saginaw,"Fremont Township, Precinct 1",President,,Robert F. Kennedy Jr.,NLP,7,0,0,7
Saginaw,"Fremont Township, Precinct 1",President,,Joseph Kishore,NPA,0,0,0,0
Saginaw,"Fremont Township, Precinct 1",President,,Cornel West,NPA,4,0,0,4
Saginaw,"Fremont Township, Precinct 1",President,,Write-in,,0,0,0,0
Saginaw,"Fremont Township, Precinct 1",President,,Cherunda Lynn Fox,,0,0,0,0
Saginaw,"Fremont Township, Precinct 1",President,,Claudia De la Cruz,,0,0,0,0
Saginaw,"Fremont Township, Precinct 1",President,,Jay J. Bowman,,0,0,0,0
Saginaw,"Fremont Township, Precinct 1",President,,Peter Sonski,,0,0,0,0
Saginaw,"Fremont Township, Precinct 1",President,,Over Vote Count,,2,0,0,2
Saginaw,"Fremont Township, Precinct 1",President,,Under Vote Count,,4,0,0,4
Saginaw,"Fremont Township, Precinct 1",U.S. Senate,,Elissa Slotkin,DEM,336,0,22,358
Saginaw,"Fremont Township, Precinct 1",U.S. Senate,,Mike Rogers,REP,806,0,56,862
Saginaw,"Fremont Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,LIB,12,0,0,12
Saginaw,"Fremont Township, Precinct 1",U.S. Senate,,Dave Stein,UST,13,0,1,14
Saginaw,"Fremont Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,GRE,7,0,0,7
Saginaw,"Fremont Township, Precinct 1",U.S. Senate,,Doug Dern,NLP,3,0,0,3
Saginaw,"Fremont Township, Precinct 1",U.S. Senate,,Write-in,,0,0,0,0
Saginaw,"Fremont Township, Precinct 1",U.S. Senate,,James Chapman,,0,0,0,0
Saginaw,"Fremont Township, Precinct 1",U.S. Senate,,Marcus A. Irvine,,0,0,0,0
Saginaw,"Fremont Township, Precinct 1",U.S. Senate,,Valerie Lee Willis,,0,0,0,0
Saginaw,"Fremont Township, Precinct 1",U.S. Senate,,Over Vote Count,,0,0,0,0
Saginaw,"Fremont Township, Precinct 1",U.S. Senate,,Under Vote Count,,32,0,1,33
Saginaw,"Fremont Township, Precinct 1",U.S. House,8,Kristen McDonald Rivet,DEM,373,0,24,397
Saginaw,"Fremont Township, Precinct 1",U.S. House,8,Paul Junge,REP,747,0,52,799
Saginaw,"Fremont Township, Precinct 1",U.S. House,8,Steve Barcelo,LIB,14,0,1,15
Saginaw,"Fremont Township, Precinct 1",U.S. House,8,James Allen Little,UST,13,0,0,13
Saginaw,"Fremont Township, Precinct 1",U.S. House,8,Jim Casha,GRE,2,0,0,2
Saginaw,"Fremont Township, Precinct 1",U.S. House,8,Kathy Goodwin,WCP,21,0,2,23
Saginaw,"Fremont Township, Precinct 1",U.S. House,8,Write-in,,0,0,0,0
Saginaw,"Fremont Township, Precinct 1",U.S. House,8,Over Vote Count,,1,0,0,1
Saginaw,"Fremont Township, Precinct 1",U.S. House,8,Under Vote Count,,38,0,1,39
Saginaw,"Fremont Township, Precinct 1",State House,93,Kevin C. Seamon,DEM,284,0,19,303
Saginaw,"Fremont Township, Precinct 1",State House,93,Tim Kelly,REP,844,0,58,902
Saginaw,"Fremont Township, Precinct 1",State House,93,Write-in,,4,0,0,4
Saginaw,"Fremont Township, Precinct 1",State House,93,Over Vote Count,,0,0,0,0
Saginaw,"Fremont Township, Precinct 1",State House,93,Under Vote Count,,77,0,3,80
Saginaw,"Fremont Township, Precinct 1",Prosecuting Attorney,,John A. McColgan Jr.,DEM,597,0,37,634
Saginaw,"Fremont Township, Precinct 1",Prosecuting Attorney,,Write-in,,37,0,2,39
Saginaw,"Fremont Township, Precinct 1",Prosecuting Attorney,,Over Vote Count,,0,0,0,0
Saginaw,"Fremont Township, Precinct 1",Prosecuting Attorney,,Under Vote Count,,575,0,41,616
Saginaw,"Fremont Township, Precinct 1",Sheriff,,William L. Federspiel,DEM,471,0,35,506
Saginaw,"Fremont Township, Precinct 1",Sheriff,,Jason Wise,REP,697,0,43,740
Saginaw,"Fremont Township, Precinct 1",Sheriff,,Write-in,,1,0,0,1
Saginaw,"Fremont Township, Precinct 1",Sheriff,,Over Vote Count,,2,0,0,2
Saginaw,"Fremont Township, Precinct 1",Sheriff,,Under Vote Count,,38,0,2,40
Saginaw,"Fremont Township, Precinct 1",County Clerk,,Vanessa Guerra,DEM,613,0,42,655
Saginaw,"Fremont Township, Precinct 1",County Clerk,,Write-in,,42,0,4,46
Saginaw,"Fremont Township, Precinct 1",County Clerk,,Over Vote Count,,0,0,0,0
Saginaw,"Fremont Township, Precinct 1",County Clerk,,Under Vote Count,,554,0,34,588
