county,precinct,office,district,candidate,party,election_day,early_voting,av_counting_boards,votes
Midland,"City of Coleman, Precinct 1",State House,95,Over Vote Count,,0,0,0,0
Midland,"City of Coleman, Precinct 1",State House,95,Under Vote Count,,33,1,0,34
Midland,"City of Coleman, Precinct 1",Member of the State Board of Education,,Ballots Cast,,592,38,0,630
Midland,"City of Coleman, Precinct 1",Member of the State Board of Education,,Theodore Jones,Democrat,170,4,0,174
Midland,"City of Coleman, Precinct 1",Member of the State Board of Education,,Adam Frederick Zemke,Democrat,172,4,0,176
Midland,"City of Coleman, Precinct 1",Member of the State Board of Education,,Tom McMillin,Republican,298,30,0,328
Midland,"City of Coleman, Precinct 1",Member of the State Board of Education,,Nikki Snyder,Republican,305,28,0,333
Midland,"City of Coleman, Precinct 1",Member of the State Board of Education,,Scotty Boman,Libertarian,18,1,0,19
Midland,"City of Coleman, Precinct 1",Member of the State Board of Education,,Ted Gerrard,U.S. Taxpayers,5,1,0,6
Midland,"City of Coleman, Precinct 1",Member of the State Board of Education,,Christine C. Schwartz,U.S. Taxpayers,11,2,0,13
Midland,"City of Coleman, Precinct 1",Member of the State Board of Education,,Mary Anne Hering,Working Class,28,1,0,29
Midland,"City of Coleman, Precinct 1",Member of the State Board of Education,,Write-in,,3,0,0,3
Midland,"City of Coleman, Precinct 1",Member of the State Board of Education,,Over Vote Count,,2,0,0,2
Midland,"City of Coleman, Precinct 1",Member of the State Board of Education,,Under Vote Count,,172,5,0,177
Midland,"City of Coleman, Precinct 1",Regent of the University of Michigan,,Ballots Cast,,592,38,0,630
Midland,"City of Coleman, Precinct 1",Regent of the University of Michigan,,Denise Ilitch,Democrat,186,4,0,190
Midland,"City of Coleman, Precinct 1",Regent of the University of Michigan,,Shauna Ryder Diggs,Democrat,173,4,0,177
Midland,"City of Coleman, Precinct 1",Regent of the University of Michigan,,Carl Meyers,Republican,323,30,0,353
Midland,"City of Coleman, Precinct 1",Regent of the University of Michigan,,Sevag Vartanian,Republican,270,26,0,296
Midland,"City of Coleman, Precinct 1",Regent of the University of Michigan,,Andrew Chadderdon,Libertarian,23,1,0,24
Midland,"City of Coleman, Precinct 1",Regent of the University of Michigan,,Donna M. Oetman,U.S. Taxpayers,13,2,0,15
Midland,"City of Coleman, Precinct 1",Regent of the University of Michigan,,Write-in,,3,0,0,3
Midland,"City of Coleman, Precinct 1",Regent of the University of Michigan,,Over Vote Count,,2,0,0,2
Midland,"City of Coleman, Precinct 1",Regent of the University of Michigan,,Under Vote Count,,191,9,0,200
Midland,"City of Coleman, Precinct 1",Trustee of Michigan State University,,Ballots Cast,,592,38,0,630
Midland,"City of Coleman, Precinct 1",Trustee of Michigan State University,,Rebecca Bahar-Cook,Democrat,187,4,0,191
Midland,"City of Coleman, Precinct 1",Trustee of Michigan State University,,Thomas Stallworth III,Democrat,162,4,0,166
Midland,"City of Coleman, Precinct 1",Trustee of Michigan State University,,Mike Balow,Republican,307,28,0,335
Midland,"City of Coleman, Precinct 1",Trustee of Michigan State University,,Julie Maday,Republican,288,27,0,315
Midland,"City of Coleman, Precinct 1",Trustee of Michigan State University,,Grant T. Baker,Libertarian,16,1,0,17
Midland,"City of Coleman, Precinct 1",Trustee of Michigan State University,,Janet M. Sanger,U.S. Taxpayers,13,1,0,14
Midland,"City of Coleman, Precinct 1",Trustee of Michigan State University,,John Paul Sanger,U.S. Taxpayers,14,1,0,15
Midland,"City of Coleman, Precinct 1",Trustee of Michigan State University,,John Anthony La Pietra,Green,6,0,0,6
Midland,"City of Coleman, Precinct 1",Trustee of Michigan State University,,Write-in,,2,0,0,2
Midland,"City of Coleman, Precinct 1",Trustee of Michigan State University,,Over Vote Count,,0,0,0,0
Midland,"City of Coleman, Precinct 1",Trustee of Michigan State University,,Under Vote Count,,189,10,0,199
Midland,"City of Coleman, Precinct 1",Governor of Wayne State University,,Ballots Cast,,592,38,0,630
Midland,"City of Coleman, Precinct 1",Governor of Wayne State University,,Rasha Demashkieh,Democrat,168,4,0,172
Midland,"City of Coleman, Precinct 1",Governor of Wayne State University,,Mark T. Gaffney,Democrat,174,4,0,178
Midland,"City of Coleman, Precinct 1",Governor of Wayne State University,,Michael Busuito,Republican,299,27,0,326
Midland,"City of Coleman, Precinct 1",Governor of Wayne State University,,Sunny Reddy,Republican,285,24,0,309
Midland,"City of Coleman, Precinct 1",Governor of Wayne State University,,Farid Ishac,Libertarian,10,0,0,10
Midland,"City of Coleman, Precinct 1",Governor of Wayne State University,,William Mohr II,U.S. Taxpayers,7,3,0,10
Midland,"City of Coleman, Precinct 1",Governor of Wayne State University,,Sami Makhoul,Green,2,0,0,2
Midland,"City of Coleman, Precinct 1",Governor of Wayne State University,,Suzanne Roehrig,Working Class,22,1,0,23
Midland,"City of Coleman, Precinct 1",Governor of Wayne State University,,Kathleen Oakford,Natural Law,9,0,0,9
Midland,"City of Coleman, Precinct 1",Governor of Wayne State University,,Write-in,,3,0,0,3
Midland,"City of Coleman, Precinct 1",Governor of Wayne State University,,Over Vote Count,,0,0,0,0
Midland,"City of Coleman, Precinct 1",Governor of Wayne State University,,Under Vote Count,,205,13,0,218
Midland,"City of Coleman, Precinct 1",Midland County Prosecuting Attorney,,Ballots Cast,,592,38,0,630
Midland,"City of Coleman, Precinct 1",Midland County Prosecuting Attorney,,J. Dee Brooks,Republican,429,31,0,460
Midland,"City of Coleman, Precinct 1",Midland County Prosecuting Attorney,,Write-in,,4,0,0,4
Midland,"City of Coleman, Precinct 1",Midland County Prosecuting Attorney,,Over Vote Count,,0,0,0,0
Midland,"City of Coleman, Precinct 1",Midland County Prosecuting Attorney,,Under Vote Count,,159,7,0,166
Midland,"City of Coleman, Precinct 1",Midland County Sheriff,,Ballots Cast,,592,38,0,630
Midland,"City of Coleman, Precinct 1",Midland County Sheriff,,Scott Holzinger,Republican,426,31,0,457
Midland,"City of Coleman, Precinct 1",Midland County Sheriff,,Write-in,,6,0,0,6
Midland,"City of Coleman, Precinct 1",Midland County Sheriff,,Over Vote Count,,0,0,0,0
Midland,"City of Coleman, Precinct 1",Midland County Sheriff,,Under Vote Count,,160,7,0,167
Midland,"City of Coleman, Precinct 1",Midland County Clerk,,Ballots Cast,,592,38,0,630
Midland,"City of Coleman, Precinct 1",Midland County Clerk,,Ann Manary,Republican,427,32,0,459
Midland,"City of Coleman, Precinct 1",Midland County Clerk,,Write-in,,3,0,0,3
Midland,"City of Coleman, Precinct 1",Midland County Clerk,,Over Vote Count,,0,0,0,0
Midland,"City of Coleman, Precinct 1",Midland County Clerk,,Under Vote Count,,162,6,0,168
Midland,"City of Coleman, Precinct 1",Midland County Treasurer,,Ballots Cast,,592,38,0,630
Midland,"City of Coleman, Precinct 1",Midland County Treasurer,,Cathy Lunsford,Republican,423,30,0,453
Midland,"City of Coleman, Precinct 1",Midland County Treasurer,,Write-in,,3,0,0,3
Midland,"City of Coleman, Precinct 1",Midland County Treasurer,,Over Vote Count,,0,0,0,0
Midland,"City of Coleman, Precinct 1",Midland County Treasurer,,Under Vote Count,,166,8,0,174
Midland,"City of Coleman, Precinct 1",Midland County Register of Deeds,,Ballots Cast,,592,38,0,630
Midland,"City of Coleman, Precinct 1",Midland County Register of Deeds,,Jenny Anway,Republican,424,30,0,454
Midland,"City of Coleman, Precinct 1",Midland County Register of Deeds,,Write-in,,2,0,0,2
Midland,"City of Coleman, Precinct 1",Midland County Register of Deeds,,Over Vote Count,,0,0,0,0
Midland,"City of Coleman, Precinct 1",Midland County Register of Deeds,,Under Vote Count,,166,8,0,174
Midland,"City of Coleman, Precinct 1",Midland County Drain Commissioner,,Ballots Cast,,592,38,0,630
Midland,"City of Coleman, Precinct 1",Midland County Drain Commissioner,,Joe Sova,Republican,425,30,0,455
Midland,"City of Coleman, Precinct 1",Midland County Drain Commissioner,,Write-in,,3,0,0,3
Midland,"City of Coleman, Precinct 1",Midland County Drain Commissioner,,Over Vote Count,,0,0,0,0
Midland,"City of Coleman, Precinct 1",Midland County Drain Commissioner,,Under Vote Count,,164,8,0,172
Midland,"City of Coleman, Precinct 1",County Commissioner 1st District,,Ballots Cast,,592,38,0,630
Midland,"City of Coleman, Precinct 1",County Commissioner 1st District,,Renee Hansen,Democrat,201,4,0,205
Midland,"City of Coleman, Precinct 1",County Commissioner 1st District,,Jeanette M. Snyder,Republican,347,33,0,380
Midland,"City of Coleman, Precinct 1",County Commissioner 1st District,,Write-in,,2,0,0,2
Midland,"City of Coleman, Precinct 1",County Commissioner 1st District,,Over Vote Count,,0,0,0,0
Midland,"City of Coleman, Precinct 1",County Commissioner 1st District,,Under Vote Count,,42,1,0,43
Midland,"City of Coleman, Precinct 1",Justice of Supreme Court 8 Year,,Ballots Cast,,592,38,0,630
Midland,"City of Coleman, Precinct 1",Justice of Supreme Court 8 Year,,Andrew Fink,,201,22,0,223
Midland,"City of Coleman, Precinct 1",Justice of Supreme Court 8 Year,,Kimberly Ann Thomas,,215,6,0,221
Midland,"City of Coleman, Precinct 1",Justice of Supreme Court 8 Year,,Write-in,,3,0,0,3
Midland,"City of Coleman, Precinct 1",Justice of Supreme Court 8 Year,,Over Vote Count,,1,0,0,1
Midland,"City of Coleman, Precinct 1",Justice of Supreme Court 8 Year,,Under Vote Count,,172,10,0,182
Midland,"City of Coleman, Precinct 1",Justice of Supreme Court Partial Term,,Ballots Cast,,592,38,0,630
Midland,"City of Coleman, Precinct 1",Justice of Supreme Court Partial Term,,Kyra Harris Bolden,,249,11,0,260
Midland,"City of Coleman, Precinct 1",Justice of Supreme Court Partial Term,,Patrick William O'Grady,,180,18,0,198
Midland,"City of Coleman, Precinct 1",Justice of Supreme Court Partial Term,,Write-in,,6,1,0,7
Midland,"City of Coleman, Precinct 1",Justice of Supreme Court Partial Term,,Over Vote Count,,1,0,0,1
Midland,"City of Coleman, Precinct 1",Justice of Supreme Court Partial Term,,Under Vote Count,,156,8,0,164
Midland,"City of Coleman, Precinct 1",Judge of Court of Appeals 4th District,,Ballots Cast,,592,38,0,630
Midland,"City of Coleman, Precinct 1",Judge of Court of Appeals 4th District,,Stephen L. Borrello,,348,26,0,374
Midland,"City of Coleman, Precinct 1",Judge of Court of Appeals 4th District,,Write-in,,10,1,0,11
Midland,"City of Coleman, Precinct 1",Judge of Court of Appeals 4th District,,Over Vote Count,,0,0,0,0
Midland,"City of Coleman, Precinct 1",Judge of Court of Appeals 4th District,,Under Vote Count,,234,11,0,245
Midland,"City of Coleman, Precinct 1",Judge of Court of Appeals 4th District Partial Term,,Ballots Cast,,592,38,0,630
Midland,"City of Coleman, Precinct 1",Judge of Court of Appeals 4th District Partial Term,,Allie Greenleaf Maldonado,,349,24,0,373
Midland,"City of Coleman, Precinct 1",Judge of Court of Appeals 4th District Partial Term,,Write-in,,10,1,0,11
Midland,"City of Coleman, Precinct 1",Judge of Court of Appeals 4th District Partial Term,,Over Vote Count,,0,0,0,0
Midland,"City of Coleman, Precinct 1",Judge of Court of Appeals 4th District Partial Term,,Under Vote Count,,233,13,0,246
Midland,"City of Coleman, Precinct 1",Judge of Circuit Court 42nd Circuit,,Ballots Cast,,592,38,0,630
Midland,"City of Coleman, Precinct 1",Judge of Circuit Court 42nd Circuit,,Stephen P. Carras,,359,25,0,384
Midland,"City of Coleman, Precinct 1",Judge of Circuit Court 42nd Circuit,,Write-in,,9,1,0,10
Midland,"City of Coleman, Precinct 1",Judge of Circuit Court 42nd Circuit,,Over Vote Count,,0,0,0,0
Midland,"City of Coleman, Precinct 1",Judge of Circuit Court 42nd Circuit,,Under Vote Count,,224,12,0,236
Midland,"City of Coleman, Precinct 1",Judge of Probate Court for Midland County,,Ballots Cast,,592,38,0,630
Midland,"City of Coleman, Precinct 1",Judge of Probate Court for Midland County,,Angela Cole,,350,26,0,376
Midland,"City of Coleman, Precinct 1",Judge of Probate Court for Midland County,,Write-in,,10,1,0,11
Midland,"City of Coleman, Precinct 1",Judge of Probate Court for Midland County,,Over Vote Count,,1,0,0,1
Midland,"City of Coleman, Precinct 1",Judge of Probate Court for Midland County,,Under Vote Count,,231,11,0,242
Midland,"City of Coleman, Precinct 1",Delta College Board of Trustees Bay County,,Ballots Cast,,592,38,0,630
Midland,"City of Coleman, Precinct 1",Delta College Board of Trustees Bay County,,Michael D. Rowley,,343,24,0,367
Midland,"City of Coleman, Precinct 1",Delta College Board of Trustees Bay County,,Write-in,,8,1,0,9
Midland,"City of Coleman, Precinct 1",Delta College Board of Trustees Bay County,,Over Vote Count,,0,0,0,0
Midland,"City of Coleman, Precinct 1",Delta College Board of Trustees Bay County,,Under Vote Count,,241,13,0,254
Midland,"City of Coleman, Precinct 1",Delta College Board of Trustees Midland County,,Ballots Cast,,592,38,0,630
Midland,"City of Coleman, Precinct 1",Delta College Board of Trustees Midland County,,Stacey L. Gannon,,345,25,0,370
Midland,"City of Coleman, Precinct 1",Delta College Board of Trustees Midland County,,Write-in,,8,1,0,9
Midland,"City of Coleman, Precinct 1",Delta College Board of Trustees Midland County,,Over Vote Count,,0,0,0,0
Midland,"City of Coleman, Precinct 1",Delta College Board of Trustees Midland County,,Under Vote Count,,239,12,0,251
Midland,"City of Coleman, Precinct 1",Delta College Board of Trustees Saginaw County,,Ballots Cast,,592,38,0,630
Midland,"City of Coleman, Precinct 1",Delta College Board of Trustees Saginaw County,,Alexis S. Thomas,,337,25,0,362
Midland,"City of Coleman, Precinct 1",Delta College Board of Trustees Saginaw County,,Write-in,,8,1,0,9
Midland,"City of Coleman, Precinct 1",Delta College Board of Trustees Saginaw County,,Over Vote Count,,0,0,0,0
Midland,"City of Coleman, Precinct 1",Delta College Board of Trustees Saginaw County,,Under Vote Count,,247,12,0,259
Midland,"City of Coleman, Precinct 1",Midland ESA Board Member,,Ballots Cast,,592,38,0,630
Midland,"City of Coleman, Precinct 1",Midland ESA Board Member,,Kimberlee Baczewski,,247,14,0,261
Midland,"City of Coleman, Precinct 1",Midland ESA Board Member,,Judy Gunderson,,236,14,0,250
Midland,"City of Coleman, Precinct 1",Midland ESA Board Member,,Kevin Heye,,228,13,0,241
Midland,"City of Coleman, Precinct 1",Midland ESA Board Member,,Write-in,,17,0,0,17
Midland,"City of Coleman, Precinct 1",Midland ESA Board Member,,Over Vote Count,,0,0,0,0
Midland,"City of Coleman, Precinct 1",Midland ESA Board Member,,Under Vote Count,,1048,73,0,1121
Midland,"City of Coleman, Precinct 1",City of Coleman Mayor,,Ballots Cast,,592,38,0,630
Midland,"City of Coleman, Precinct 1",City of Coleman Mayor,,Steve Miller,,380,26,0,406
Midland,"City of Coleman, Precinct 1",City of Coleman Mayor,,Write-in,,18,2,0,20
Midland,"City of Coleman, Precinct 1",City of Coleman Mayor,,Over Vote Count,,0,0,0,0
Midland,"City of Coleman, Precinct 1",City of Coleman Mayor,,Under Vote Count,,194,10,0,204
Midland,"City of Coleman, Precinct 1",City of Coleman Council Member,,Ballots Cast,,592,38,0,630
Midland,"City of Coleman, Precinct 1",City of Coleman Council Member,,Bob Jennings,,253,17,0,270
Midland,"City of Coleman, Precinct 1",City of Coleman Council Member,,Nick Katzinger,,325,19,0,344
Midland,"City of Coleman, Precinct 1",City of Coleman Council Member,,Frank Kroll,,257,14,0,271
Midland,"City of Coleman, Precinct 1",City of Coleman Council Member,,Write-in,,10,0,0,10
Midland,"City of Coleman, Precinct 1",City of Coleman Council Member,,Over Vote Count,,0,0,0,0
Midland,"City of Coleman, Precinct 1",City of Coleman Council Member,,Under Vote Count,,931,64,0,995
Midland,"City of Coleman, Precinct 1",Coleman Schools Board Member,,Ballots Cast,,592,38,0,630
Midland,"City of Coleman, Precinct 1",Coleman Schools Board Member,,Miles Cameron,,298,20,0,318
Midland,"City of Coleman, Precinct 1",Coleman Schools Board Member,,Harmony Ann Farrow,,159,15,0,174
Midland,"City of Coleman, Precinct 1",Coleman Schools Board Member,,Lorie A. Fox,,282,15,0,297
Midland,"City of Coleman, Precinct 1",Coleman Schools Board Member,,Sean Long,,226,13,0,239
Midland,"City of Coleman, Precinct 1",Coleman Schools Board Member,,Write-in,,11,0,0,11
Midland,"City of Coleman, Precinct 1",Coleman Schools Board Member,,Over Vote Count,,3,0,0,3
Midland,"City of Coleman, Precinct 1",Coleman Schools Board Member,,Under Vote Count,,797,51,0,848
Midland,"City of Coleman, Precinct 1",Midland County Mosquito Abatement Millage Renewal Proposal,,Ballots Cast,,592,38,0,630
Midland,"City of Coleman, Precinct 1",Midland County Mosquito Abatement Millage Renewal Proposal,,Yes,,434,27,0,461
Midland,"City of Coleman, Precinct 1",Midland County Mosquito Abatement Millage Renewal Proposal,,No,,82,7,0,89
Midland,"City of Coleman, Precinct 1",Midland County Mosquito Abatement Millage Renewal Proposal,,Over Vote Count,,0,0,0,0
Midland,"City of Coleman, Precinct 1",Midland County Mosquito Abatement Millage Renewal Proposal,,Under Vote Count,,76,4,0,80
Midland,"City of Coleman, Precinct 1",Midland County Public Transportation Services Millage Renewal Proposal,,Ballots Cast,,592,38,0,630
Midland,"City of Coleman, Precinct 1",Midland County Public Transportation Services Millage Renewal Proposal,,Yes,,390,25,0,415
Midland,"City of Coleman, Precinct 1",Midland County Public Transportation Services Millage Renewal Proposal,,No,,119,9,0,128
Midland,"City of Coleman, Precinct 1",Midland County Public Transportation Services Millage Renewal Proposal,,Over Vote Count,,0,0,0,0
Midland,"City of Coleman, Precinct 1",Midland County Public Transportation Services Millage Renewal Proposal,,Under Vote Count,,83,4,0,87
Midland,"City of Coleman, Precinct 1",Coleman Community Schools Bond Proposal,,Ballots Cast,,592,38,0,630
Midland,"City of Coleman, Precinct 1",Coleman Community Schools Bond Proposal,,Yes,,351,21,0,372
Midland,"City of Coleman, Precinct 1",Coleman Community Schools Bond Proposal,,No,,180,16,0,196
Midland,"City of Coleman, Precinct 1",Coleman Community Schools Bond Proposal,,Over Vote Count,,0,0,0,0
Midland,"City of Coleman, Precinct 1",Coleman Community Schools Bond Proposal,,Under Vote Count,,61,1,0,62
Midland,"City of Midland, Ward 1, Precinct 1",President,,Ballots Cast,,944,422,853,2219
Midland,"City of Midland, Ward 1, Precinct 1",President,,Kamala D. Harris /,Democrat,370,177,559,1106
Midland,"City of Midland, Ward 1, Precinct 1",President,,Donald J. Trump /,Republican,549,238,271,1058
Midland,"City of Midland, Ward 1, Precinct 1",President,,Chase Oliver /,Libertarian,5,0,2,7
Midland,"City of Midland, Ward 1, Precinct 1",President,,Jill Stein /,Green,8,0,6,14
Midland,"City of Midland, Ward 1, Precinct 1",President,,"Robert F. Kennedy, Jr. /",Natural Law,2,1,5,8
Midland,"City of Midland, Ward 1, Precinct 1",President,,Write-in,,5,0,0,5
Midland,"City of Midland, Ward 1, Precinct 1",President,,Over Vote Count,,1,4,0,5
Midland,"City of Midland, Ward 1, Precinct 1",President,,Under Vote Count,,4,0,6,10
Midland,"City of Midland, Ward 1, Precinct 1",President,,Randall Terry /,U.S. Taxpayers,0,1,2,3
Midland,"City of Midland, Ward 1, Precinct 1",President,,Joseph Kishore /,No Party Affiliation,0,1,1,2
Midland,"City of Midland, Ward 1, Precinct 1",President,,Cornel West /,No Party Affiliation,0,0,1,1
Midland,"City of Midland, Ward 1, Precinct 1",U.S. Senate,,Ballots Cast,,944,422,853,2219
Midland,"City of Midland, Ward 1, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,375,164,553,1092
Midland,"City of Midland, Ward 1, Precinct 1",U.S. Senate,,Mike Rogers,Republican,504,236,267,1007
Midland,"City of Midland, Ward 1, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,Libertarian,14,7,5,26
Midland,"City of Midland, Ward 1, Precinct 1",U.S. Senate,,Dave Stein,U.S. Taxpayers,13,2,3,18
Midland,"City of Midland, Ward 1, Precinct 1",U.S. Senate,,Douglas P. Marsh,Green,13,1,7,21
Midland,"City of Midland, Ward 1, Precinct 1",U.S. Senate,,Doug Dern,Natural Law,8,0,3,11
Midland,"City of Midland, Ward 1, Precinct 1",U.S. Senate,,Write-in,,2,0,0,2
Midland,"City of Midland, Ward 1, Precinct 1",U.S. Senate,,Over Vote Count,,0,0,0,0
Midland,"City of Midland, Ward 1, Precinct 1",U.S. Senate,,Under Vote Count,,15,12,15,42
Midland,"City of Midland, Ward 1, Precinct 1",U.S. House,,Ballots Cast,,944,422,853,2219
Midland,"City of Midland, Ward 1, Precinct 1",U.S. House,,Kristen McDonald Rivet,Democrat,407,174,563,1144
Midland,"City of Midland, Ward 1, Precinct 1",U.S. House,,Paul Junge,Republican,466,221,251,938
Midland,"City of Midland, Ward 1, Precinct 1",U.S. House,,Steve Barcelo,Libertarian,20,6,9,35
Midland,"City of Midland, Ward 1, Precinct 1",U.S. House,,James Allen Little,U.S. Taxpayers,6,3,2,11
Midland,"City of Midland, Ward 1, Precinct 1",U.S. House,,Jim Casha,Green,6,1,3,10
Midland,"City of Midland, Ward 1, Precinct 1",U.S. House,,Kathy Goodwin,Working Class,20,5,11,36
Midland,"City of Midland, Ward 1, Precinct 1",U.S. House,,Write-in,,2,0,0,2
Midland,"City of Midland, Ward 1, Precinct 1",U.S. House,,Over Vote Count,,0,0,0,0
Midland,"City of Midland, Ward 1, Precinct 1",U.S. House,,Under Vote Count,,17,12,14,43
Midland,"City of Midland, Ward 1, Precinct 1",State House,95,Ballots Cast,,944,422,853,2219
Midland,"City of Midland, Ward 1, Precinct 1",State House,95,Sabrina Lopez,Democrat,328,149,495,972
Midland,"City of Midland, Ward 1, Precinct 1",State House,95,Bill G. Schuette,Republican,586,252,331,1169
Midland,"City of Midland, Ward 1, Precinct 1",State House,95,Write-in,,3,1,0,4
Midland,"City of Midland, Ward 1, Precinct 1",State House,95,Over Vote Count,,0,0,0,0
Midland,"City of Midland, Ward 1, Precinct 1",State House,95,Under Vote Count,,27,20,27,74
Midland,"City of Midland, Ward 1, Precinct 1",Member of the State Board of Education,,Ballots Cast,,944,422,853,2219
Midland,"City of Midland, Ward 1, Precinct 1",Member of the State Board of Education,,Theodore Jones,Democrat,327,146,494,967
Midland,"City of Midland, Ward 1, Precinct 1",Member of the State Board of Education,,Adam Frederick Zemke,Democrat,289,137,489,915
Midland,"City of Midland, Ward 1, Precinct 1",Member of the State Board of Education,,Tom McMillin,Republican,455,222,237,914
Midland,"City of Midland, Ward 1, Precinct 1",Member of the State Board of Education,,Nikki Snyder,Republican,468,207,257,932
Midland,"City of Midland, Ward 1, Precinct 1",Member of the State Board of Education,,Scotty Boman,Libertarian,44,9,19,72
Midland,"City of Midland, Ward 1, Precinct 1",Member of the State Board of Education,,Ted Gerrard,U.S. Taxpayers,8,3,4,15
Midland,"City of Midland, Ward 1, Precinct 1",Member of the State Board of Education,,Christine C. Schwartz,U.S. Taxpayers,26,9,11,46
Midland,"City of Midland, Ward 1, Precinct 1",Member of the State Board of Education,,Mary Anne Hering,Working Class,52,11,30,93
Midland,"City of Midland, Ward 1, Precinct 1",Member of the State Board of Education,,Write-in,,4,4,0,8
Midland,"City of Midland, Ward 1, Precinct 1",Member of the State Board of Education,,Over Vote Count,,0,0,0,0
Midland,"City of Midland, Ward 1, Precinct 1",Member of the State Board of Education,,Under Vote Count,,215,96,165,476
Midland,"City of Midland, Ward 1, Precinct 1",Regent of the University of Michigan,,Ballots Cast,,944,422,853,2219
Midland,"City of Midland, Ward 1, Precinct 1",Regent of the University of Michigan,,Denise Ilitch,Democrat,333,144,507,984
Midland,"City of Midland, Ward 1, Precinct 1",Regent of the University of Michigan,,Shauna Ryder Diggs,Democrat,314,140,481,935
Midland,"City of Midland, Ward 1, Precinct 1",Regent of the University of Michigan,,Carl Meyers,Republican,484,229,271,984
Midland,"City of Midland, Ward 1, Precinct 1",Regent of the University of Michigan,,Sevag Vartanian,Republican,409,202,225,836
Midland,"City of Midland, Ward 1, Precinct 1",Regent of the University of Michigan,,Andrew Chadderdon,Libertarian,41,9,23,73
Midland,"City of Midland, Ward 1, Precinct 1",Regent of the University of Michigan,,Donna M. Oetman,U.S. Taxpayers,34,12,15,61
Midland,"City of Midland, Ward 1, Precinct 1",Regent of the University of Michigan,,Write-in,,5,5,0,10
Midland,"City of Midland, Ward 1, Precinct 1",Regent of the University of Michigan,,Over Vote Count,,0,0,0,0
Midland,"City of Midland, Ward 1, Precinct 1",Regent of the University of Michigan,,Under Vote Count,,268,103,184,555
Midland,"City of Midland, Ward 1, Precinct 1",Trustee of Michigan State University,,Ballots Cast,,944,422,853,2219
Midland,"City of Midland, Ward 1, Precinct 1",Trustee of Michigan State University,,Rebecca Bahar-Cook,Democrat,329,150,488,967
Midland,"City of Midland, Ward 1, Precinct 1",Trustee of Michigan State University,,Thomas Stallworth III,Democrat,295,132,469,896
Midland,"City of Midland, Ward 1, Precinct 1",Trustee of Michigan State University,,Mike Balow,Republican,449,206,253,908
