county,precinct,office,district,candidate,party,election_day,early_voting,av_counting_boards,votes
Shiawassee,"City of Corunna, Precinct 1",Member of the State Board of Education,,Ted Gerrard,U.S. Taxpayers,20,9,0,29
Shiawassee,"City of Corunna, Precinct 1",Member of the State Board of Education,,Christine C. Schwartz,U.S. Taxpayers,39,16,0,55
Shiawassee,"City of Corunna, Precinct 1",Member of the State Board of Education,,Mary Anne Hering,Working Class,80,17,0,97
Shiawassee,"City of Corunna, Precinct 1",Member of the State Board of Education,,Write-in,,6,5,0,11
Shiawassee,"City of Corunna, Precinct 1",Member of the State Board of Education,,Over Vote Count,,0,0,0,0
Shiawassee,"City of Corunna, Precinct 1",Member of the State Board of Education,,Under Vote Count,,269,72,0,341
Shiawassee,"City of Corunna, Precinct 1",Regent of the University of Michigan,,Ballots Cast,,1236,385,0,1621
Shiawassee,"City of Corunna, Precinct 1",Regent of the University of Michigan,,Denise Ilitch,Democrat,523,118,0,641
Shiawassee,"City of Corunna, Precinct 1",Regent of the University of Michigan,,Shauna Ryder Diggs,Democrat,515,111,0,626
Shiawassee,"City of Corunna, Precinct 1",Regent of the University of Michigan,,Carl Meyers,Republican,556,223,0,779
Shiawassee,"City of Corunna, Precinct 1",Regent of the University of Michigan,,Sevag Vartanian,Republican,468,205,0,673
Shiawassee,"City of Corunna, Precinct 1",Regent of the University of Michigan,,Andrew Chadderdon,Libertarian,45,15,0,60
Shiawassee,"City of Corunna, Precinct 1",Regent of the University of Michigan,,Donna M. Oetman,U.S. Taxpayers,53,23,0,76
Shiawassee,"City of Corunna, Precinct 1",Regent of the University of Michigan,,Write-in,,7,5,0,12
Shiawassee,"City of Corunna, Precinct 1",Regent of the University of Michigan,,Over Vote Count,,2,0,0,2
Shiawassee,"City of Corunna, Precinct 1",Regent of the University of Michigan,,Under Vote Count,,303,70,0,373
Shiawassee,"City of Corunna, Precinct 1",Trustee of Michigan State University,,Ballots Cast,,1236,385,0,1621
Shiawassee,"City of Corunna, Precinct 1",Trustee of Michigan State University,,Rebecca Bahar-Cook,Democrat,525,123,0,648
Shiawassee,"City of Corunna, Precinct 1",Trustee of Michigan State University,,Thomas Stallworth III,Democrat,472,106,0,578
Shiawassee,"City of Corunna, Precinct 1",Trustee of Michigan State University,,Mike Balow,Republican,528,220,0,748
Shiawassee,"City of Corunna, Precinct 1",Trustee of Michigan State University,,Julie Maday,Republican,501,210,0,711
Shiawassee,"City of Corunna, Precinct 1",Trustee of Michigan State University,,Grant T. Baker,Libertarian,33,10,0,43
Shiawassee,"City of Corunna, Precinct 1",Trustee of Michigan State University,,Janet M. Sanger,U.S. Taxpayers,45,14,0,59
Shiawassee,"City of Corunna, Precinct 1",Trustee of Michigan State University,,John Paul Sanger,U.S. Taxpayers,37,14,0,51
Shiawassee,"City of Corunna, Precinct 1",Trustee of Michigan State University,,John Anthony La Pietra,Green,16,0,0,16
Shiawassee,"City of Corunna, Precinct 1",Trustee of Michigan State University,,Write-in,,9,5,0,14
Shiawassee,"City of Corunna, Precinct 1",Trustee of Michigan State University,,Over Vote Count,,0,0,0,0
Shiawassee,"City of Corunna, Precinct 1",Trustee of Michigan State University,,Under Vote Count,,306,68,0,374
Shiawassee,"City of Corunna, Precinct 1",Governor of Wayne State University,,Ballots Cast,,1236,385,0,1621
Shiawassee,"City of Corunna, Precinct 1",Governor of Wayne State University,,Rasha Demashkieh,Democrat,458,107,0,565
Shiawassee,"City of Corunna, Precinct 1",Governor of Wayne State University,,Mark T. Gaffney,Democrat,498,109,0,607
Shiawassee,"City of Corunna, Precinct 1",Governor of Wayne State University,,Michael Busuito,Republican,505,209,0,714
Shiawassee,"City of Corunna, Precinct 1",Governor of Wayne State University,,Sunny Reddy,Republican,487,205,0,692
Shiawassee,"City of Corunna, Precinct 1",Governor of Wayne State University,,Farid Ishac,Libertarian,23,6,0,29
Shiawassee,"City of Corunna, Precinct 1",Governor of Wayne State University,,William Mohr II,U.S. Taxpayers,24,14,0,38
Shiawassee,"City of Corunna, Precinct 1",Governor of Wayne State University,,Sami Makhoul,Green,14,2,0,16
Shiawassee,"City of Corunna, Precinct 1",Governor of Wayne State University,,Suzanne Roehrig,Working Class,74,18,0,92
Shiawassee,"City of Corunna, Precinct 1",Governor of Wayne State University,,Kathleen Oakford,Natural Law,27,7,0,34
Shiawassee,"City of Corunna, Precinct 1",Governor of Wayne State University,,Write-in,,12,5,0,17
Shiawassee,"City of Corunna, Precinct 1",Governor of Wayne State University,,Over Vote Count,,0,0,0,0
Shiawassee,"City of Corunna, Precinct 1",Governor of Wayne State University,,Under Vote Count,,350,88,0,438
Shiawassee,"City of Corunna, Precinct 1",County Prosecuting Attorney,,Ballots Cast,,1236,385,0,1621
Shiawassee,"City of Corunna, Precinct 1",County Prosecuting Attorney,,Scott Koerner,Republican,804,281,0,1085
Shiawassee,"City of Corunna, Precinct 1",County Prosecuting Attorney,,Write-in,,57,11,0,68
Shiawassee,"City of Corunna, Precinct 1",County Prosecuting Attorney,,Over Vote Count,,0,0,0,0
Shiawassee,"City of Corunna, Precinct 1",County Prosecuting Attorney,,Under Vote Count,,375,93,0,468
Shiawassee,"City of Corunna, Precinct 1",County Sheriff,,Ballots Cast,,1236,385,0,1621
Shiawassee,"City of Corunna, Precinct 1",County Sheriff,,Douglas Chapman,Republican,846,290,0,1136
Shiawassee,"City of Corunna, Precinct 1",County Sheriff,,Write-in,,39,10,0,49
Shiawassee,"City of Corunna, Precinct 1",County Sheriff,,Over Vote Count,,0,0,0,0
Shiawassee,"City of Corunna, Precinct 1",County Sheriff,,Under Vote Count,,351,85,0,436
Shiawassee,"City of Corunna, Precinct 1",County Clerk,,Ballots Cast,,1236,385,0,1621
Shiawassee,"City of Corunna, Precinct 1",County Clerk,,Caroline Wilson,Republican,846,287,0,1133
Shiawassee,"City of Corunna, Precinct 1",County Clerk,,Write-in,,39,10,0,49
Shiawassee,"City of Corunna, Precinct 1",County Clerk,,Over Vote Count,,0,0,0,0
Shiawassee,"City of Corunna, Precinct 1",County Clerk,,Under Vote Count,,351,88,0,439
Shiawassee,"City of Corunna, Precinct 1",County Treasurer,,Ballots Cast,,1236,385,0,1621
Shiawassee,"City of Corunna, Precinct 1",County Treasurer,,Julie L. Sorenson,Republican,817,281,0,1098
Shiawassee,"City of Corunna, Precinct 1",County Treasurer,,Write-in,,33,13,0,46
Shiawassee,"City of Corunna, Precinct 1",County Treasurer,,Over Vote Count,,1,0,0,1
Shiawassee,"City of Corunna, Precinct 1",County Treasurer,,Under Vote Count,,385,91,0,476
Shiawassee,"City of Corunna, Precinct 1",County Register of Deeds,,Ballots Cast,,1236,385,0,1621
Shiawassee,"City of Corunna, Precinct 1",County Register of Deeds,,Lori S. Kimble,Republican,821,281,0,1102
Shiawassee,"City of Corunna, Precinct 1",County Register of Deeds,,Write-in,,32,11,0,43
Shiawassee,"City of Corunna, Precinct 1",County Register of Deeds,,Over Vote Count,,1,0,0,1
Shiawassee,"City of Corunna, Precinct 1",County Register of Deeds,,Under Vote Count,,382,93,0,475
Shiawassee,"City of Corunna, Precinct 1",County Road Commissioner,,Ballots Cast,,1236,385,0,1621
Shiawassee,"City of Corunna, Precinct 1",County Road Commissioner,,Ricky R. Crawford,Republican,815,277,0,1092
Shiawassee,"City of Corunna, Precinct 1",County Road Commissioner,,Write-in,,32,13,0,45
Shiawassee,"City of Corunna, Precinct 1",County Road Commissioner,,Over Vote Count,,0,0,0,0
Shiawassee,"City of Corunna, Precinct 1",County Road Commissioner,,Under Vote Count,,389,95,0,484
Shiawassee,"City of Corunna, Precinct 1",County Drain Commissioner,,Ballots Cast,,1236,385,0,1621
Shiawassee,"City of Corunna, Precinct 1",County Drain Commissioner,,Tony Newman,Democrat,611,149,0,760
Shiawassee,"City of Corunna, Precinct 1",County Drain Commissioner,,Brent Singer,Republican,552,217,0,769
Shiawassee,"City of Corunna, Precinct 1",County Drain Commissioner,,Write-in,,7,2,0,9
Shiawassee,"City of Corunna, Precinct 1",County Drain Commissioner,,Over Vote Count,,0,0,0,0
Shiawassee,"City of Corunna, Precinct 1",County Drain Commissioner,,Under Vote Count,,66,17,0,83
Shiawassee,"City of Corunna, Precinct 1",County Commissioner - 3rd District,,Ballots Cast,,1236,385,0,1621
Shiawassee,"City of Corunna, Precinct 1",County Commissioner - 3rd District,,Don Surprenant,Democrat,555,132,0,687
Shiawassee,"City of Corunna, Precinct 1",County Commissioner - 3rd District,,Gary Holzhausen,Republican,603,231,0,834
Shiawassee,"City of Corunna, Precinct 1",County Commissioner - 3rd District,,Write-in,,8,3,0,11
Shiawassee,"City of Corunna, Precinct 1",County Commissioner - 3rd District,,Over Vote Count,,0,0,0,0
Shiawassee,"City of Corunna, Precinct 1",County Commissioner - 3rd District,,Under Vote Count,,70,19,0,89
Shiawassee,"City of Corunna, Precinct 1",Justice of Supreme Court - 8 Year Term,,Ballots Cast,,1236,385,0,1621
Shiawassee,"City of Corunna, Precinct 1",Justice of Supreme Court - 8 Year Term,,Andrew Fink,,359,142,0,501
Shiawassee,"City of Corunna, Precinct 1",Justice of Supreme Court - 8 Year Term,,Kimberly Ann Thomas,,578,130,0,708
Shiawassee,"City of Corunna, Precinct 1",Justice of Supreme Court - 8 Year Term,,Write-in,,25,15,0,40
Shiawassee,"City of Corunna, Precinct 1",Justice of Supreme Court - 8 Year Term,,Over Vote Count,,0,0,0,0
Shiawassee,"City of Corunna, Precinct 1",Justice of Supreme Court - 8 Year Term,,Under Vote Count,,274,98,0,372
Shiawassee,"City of Corunna, Precinct 1",Justice of Supreme Court - Incumbent - Partial Term Ending 01/01/2029,,Ballots Cast,,1236,385,0,1621
Shiawassee,"City of Corunna, Precinct 1",Justice of Supreme Court - Incumbent - Partial Term Ending 01/01/2029,,Kyra Harris Bolden,,644,136,0,780
Shiawassee,"City of Corunna, Precinct 1",Justice of Supreme Court - Incumbent - Partial Term Ending 01/01/2029,,Patrick William O'Grady,,311,138,0,449
Shiawassee,"City of Corunna, Precinct 1",Justice of Supreme Court - Incumbent - Partial Term Ending 01/01/2029,,Write-in,,21,13,0,34
Shiawassee,"City of Corunna, Precinct 1",Justice of Supreme Court - Incumbent - Partial Term Ending 01/01/2029,,Over Vote Count,,0,0,0,0
Shiawassee,"City of Corunna, Precinct 1",Justice of Supreme Court - Incumbent - Partial Term Ending 01/01/2029,,Under Vote Count,,260,98,0,358
Shiawassee,"City of Corunna, Precinct 1",Judge of Court of Appeals 4th District - Incumbent - 6 Year Term,,Ballots Cast,,1236,385,0,1621
Shiawassee,"City of Corunna, Precinct 1",Judge of Court of Appeals 4th District - Incumbent - 6 Year Term,,Stephen L. Borrello,,757,215,0,972
Shiawassee,"City of Corunna, Precinct 1",Judge of Court of Appeals 4th District - Incumbent - 6 Year Term,,Write-in,,30,16,0,46
Shiawassee,"City of Corunna, Precinct 1",Judge of Court of Appeals 4th District - Incumbent - 6 Year Term,,Over Vote Count,,0,0,0,0
Shiawassee,"City of Corunna, Precinct 1",Judge of Court of Appeals 4th District - Incumbent - 6 Year Term,,Under Vote Count,,449,154,0,603
Shiawassee,"City of Corunna, Precinct 1",Judge of Court of Appeals 4th District - Incumbent - Partial Term Ending 01/01/2027,,Ballots Cast,,1236,385,0,1621
Shiawassee,"City of Corunna, Precinct 1",Judge of Court of Appeals 4th District - Incumbent - Partial Term Ending 01/01/2027,,Allie Greenleaf Maldonado,,764,215,0,979
Shiawassee,"City of Corunna, Precinct 1",Judge of Court of Appeals 4th District - Incumbent - Partial Term Ending 01/01/2027,,Write-in,,29,18,0,47
Shiawassee,"City of Corunna, Precinct 1",Judge of Court of Appeals 4th District - Incumbent - Partial Term Ending 01/01/2027,,Over Vote Count,,0,0,0,0
Shiawassee,"City of Corunna, Precinct 1",Judge of Court of Appeals 4th District - Incumbent - Partial Term Ending 01/01/2027,,Under Vote Count,,443,152,0,595
Shiawassee,"City of Corunna, Precinct 1",Judge of Probate Court - Incumbent,,Ballots Cast,,1236,385,0,1621
Shiawassee,"City of Corunna, Precinct 1",Judge of Probate Court - Incumbent,,"Douglas E. Corwin, Jr.",,494,150,0,644
Shiawassee,"City of Corunna, Precinct 1",Judge of Probate Court - Incumbent,,Thomas J. Dignan,,506,147,0,653
Shiawassee,"City of Corunna, Precinct 1",Judge of Probate Court - Incumbent,,Write-in,,12,10,0,22
Shiawassee,"City of Corunna, Precinct 1",Judge of Probate Court - Incumbent,,Over Vote Count,,0,0,0,0
Shiawassee,"City of Corunna, Precinct 1",Judge of Probate Court - Incumbent,,Under Vote Count,,224,78,0,302
Shiawassee,"City of Corunna, Precinct 1",Judge of District Court - 66th District - Non-Incumbent,,Ballots Cast,,1236,385,0,1621
Shiawassee,"City of Corunna, Precinct 1",Judge of District Court - 66th District - Non-Incumbent,,Matthew S. McKone,,791,224,0,1015
Shiawassee,"City of Corunna, Precinct 1",Judge of District Court - 66th District - Non-Incumbent,,Write-in,,27,14,0,41
Shiawassee,"City of Corunna, Precinct 1",Judge of District Court - 66th District - Non-Incumbent,,Over Vote Count,,0,0,0,0
Shiawassee,"City of Corunna, Precinct 1",Judge of District Court - 66th District - Non-Incumbent,,Under Vote Count,,418,147,0,565
Shiawassee,"City of Corunna, Precinct 1",City of Corunna Mayor,,Ballots Cast,,1236,385,0,1621
Shiawassee,"City of Corunna, Precinct 1",City of Corunna Mayor,,Wayne LeDuc,,798,233,0,1031
Shiawassee,"City of Corunna, Precinct 1",City of Corunna Mayor,,Write-in,,27,14,0,41
Shiawassee,"City of Corunna, Precinct 1",City of Corunna Mayor,,Over Vote Count,,0,0,0,0
Shiawassee,"City of Corunna, Precinct 1",City of Corunna Mayor,,Under Vote Count,,411,138,0,549
Shiawassee,"City of Corunna, Precinct 1",Council Member - City of Corunna Ward 1,,Ballots Cast,,1236,385,0,1621
Shiawassee,"City of Corunna, Precinct 1",Council Member - City of Corunna Ward 1,,Brian DeLorge,,778,233,0,1011
Shiawassee,"City of Corunna, Precinct 1",Council Member - City of Corunna Ward 1,,Write-in,,28,12,0,40
Shiawassee,"City of Corunna, Precinct 1",Council Member - City of Corunna Ward 1,,Over Vote Count,,0,1,0,1
Shiawassee,"City of Corunna, Precinct 1",Council Member - City of Corunna Ward 1,,Under Vote Count,,430,139,0,569
Shiawassee,"City of Corunna, Precinct 1",Council Member - City of Corunna Ward 2,,Ballots Cast,,1236,385,0,1621
Shiawassee,"City of Corunna, Precinct 1",Council Member - City of Corunna Ward 2,,Daniel Ayers II,,761,226,0,987
Shiawassee,"City of Corunna, Precinct 1",Council Member - City of Corunna Ward 2,,Write-in,,27,13,0,40
Shiawassee,"City of Corunna, Precinct 1",Council Member - City of Corunna Ward 2,,Over Vote Count,,0,0,0,0
Shiawassee,"City of Corunna, Precinct 1",Council Member - City of Corunna Ward 2,,Under Vote Count,,448,146,0,594
Shiawassee,"City of Corunna, Precinct 1",Council Member - City of Corunna Ward 3,,Ballots Cast,,1236,385,0,1621
Shiawassee,"City of Corunna, Precinct 1",Council Member - City of Corunna Ward 3,,Michael J. Carr,,755,221,0,976
Shiawassee,"City of Corunna, Precinct 1",Council Member - City of Corunna Ward 3,,Write-in,,30,15,0,45
Shiawassee,"City of Corunna, Precinct 1",Council Member - City of Corunna Ward 3,,Over Vote Count,,0,0,0,0
Shiawassee,"City of Corunna, Precinct 1",Council Member - City of Corunna Ward 3,,Under Vote Count,,451,149,0,600
Shiawassee,"City of Corunna, Precinct 1",Corunna Public Schools Board Member,,Ballots Cast,,1236,385,0,1621
Shiawassee,"City of Corunna, Precinct 1",Corunna Public Schools Board Member,,Sara Beldyga,,698,195,0,893
Shiawassee,"City of Corunna, Precinct 1",Corunna Public Schools Board Member,,Jeffrey S. Riley,,545,172,0,717
Shiawassee,"City of Corunna, Precinct 1",Corunna Public Schools Board Member,,Write-in,,55,25,0,80
Shiawassee,"City of Corunna, Precinct 1",Corunna Public Schools Board Member,,Joseph Bradley Zdunic,,6,0,0,6
Shiawassee,"City of Corunna, Precinct 1",Corunna Public Schools Board Member,,Over Vote Count,,0,0,0,0
Shiawassee,"City of Corunna, Precinct 1",Corunna Public Schools Board Member,,Under Vote Count,,2410,763,0,3173
Shiawassee,"City of Corunna, Precinct 1",City of Corunna - Fire Department Services and Protection,,Ballots Cast,,1236,385,0,1621
Shiawassee,"City of Corunna, Precinct 1",City of Corunna - Fire Department Services and Protection,,Yes,,759,212,0,971
Shiawassee,"City of Corunna, Precinct 1",City of Corunna - Fire Department Services and Protection,,No,,342,116,0,458
Shiawassee,"City of Corunna, Precinct 1",City of Corunna - Fire Department Services and Protection,,Over Vote Count,,0,0,0,0
Shiawassee,"City of Corunna, Precinct 1",City of Corunna - Fire Department Services and Protection,,Under Vote Count,,135,57,0,192
Shiawassee,"City of Durand, Precinct 1",President,,Ballots Cast,,490,128,274,892
Shiawassee,"City of Durand, Precinct 1",President,,Kamala D. Harris,Democrat,164,36,166,366
Shiawassee,"City of Durand, Precinct 1",President,,Donald J. Trump,Republican,316,90,99,505
Shiawassee,"City of Durand, Precinct 1",President,,Chase Oliver,Libertarian,4,0,0,4
Shiawassee,"City of Durand, Precinct 1",President,,Jill Stein,Green,2,2,0,4
Shiawassee,"City of Durand, Precinct 1",President,,"Robert F. Kennedy, Jr.",Natural Law,4,0,5,9
Shiawassee,"City of Durand, Precinct 1",President,,Over Vote Count,,0,0,1,1
Shiawassee,"City of Durand, Precinct 1",President,,Under Vote Count,,0,0,1,1
Shiawassee,"City of Durand, Precinct 1",President,,Randall Terry,U.S. Taxpayers,0,0,2,2
Shiawassee,"City of Durand, Precinct 1",U.S. Senate,,Ballots Cast,,490,128,274,892
Shiawassee,"City of Durand, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,183,38,160,381
Shiawassee,"City of Durand, Precinct 1",U.S. Senate,,Mike Rogers,Republican,280,87,95,462
Shiawassee,"City of Durand, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,Libertarian,7,0,4,11
Shiawassee,"City of Durand, Precinct 1",U.S. Senate,,Dave Stein,U.S. Taxpayers,5,1,6,12
Shiawassee,"City of Durand, Precinct 1",U.S. Senate,,Douglas P. Marsh,Green,4,0,1,5
Shiawassee,"City of Durand, Precinct 1",U.S. Senate,,Doug Dern,Natural Law,3,0,3,6
Shiawassee,"City of Durand, Precinct 1",U.S. Senate,,Write-in,,1,2,0,3
Shiawassee,"City of Durand, Precinct 1",U.S. Senate,,Over Vote Count,,0,0,1,1
Shiawassee,"City of Durand, Precinct 1",U.S. Senate,,Under Vote Count,,7,0,4,11
Shiawassee,"City of Durand, Precinct 1",U.S. House,7,Ballots Cast,,490,128,274,892
Shiawassee,"City of Durand, Precinct 1",U.S. House,7,Curtis Hertel,Democrat,167,38,156,361
Shiawassee,"City of Durand, Precinct 1",U.S. House,7,Tom Barrett,Republican,284,86,98,468
Shiawassee,"City of Durand, Precinct 1",U.S. House,7,L. Rachel Dailey,Libertarian,28,4,10,42
Shiawassee,"City of Durand, Precinct 1",U.S. House,7,Write-in,,2,0,0,2
Shiawassee,"City of Durand, Precinct 1",U.S. House,7,Over Vote Count,,0,0,1,1
Shiawassee,"City of Durand, Precinct 1",U.S. House,7,Under Vote Count,,9,0,9,18
Shiawassee,"City of Durand, Precinct 1",State House,71,Ballots Cast,,490,128,274,892
Shiawassee,"City of Durand, Precinct 1",State House,71,Mark D. Zacharda,Democrat,168,39,152,359
Shiawassee,"City of Durand, Precinct 1",State House,71,Brian BeGole,Republican,303,87,113,503
Shiawassee,"City of Durand, Precinct 1",State House,71,Write-in,,1,1,0,2
Shiawassee,"City of Durand, Precinct 1",State House,71,Over Vote Count,,0,0,0,0
Shiawassee,"City of Durand, Precinct 1",State House,71,Under Vote Count,,18,1,9,28
Shiawassee,"City of Durand, Precinct 1",Member of the State Board of Education,,Ballots Cast,,490,128,274,892
Shiawassee,"City of Durand, Precinct 1",Member of the State Board of Education,,Theodore Jones,Democrat,147,34,138,319
Shiawassee,"City of Durand, Precinct 1",Member of the State Board of Education,,Adam Frederick Zemke,Democrat,148,33,140,321
Shiawassee,"City of Durand, Precinct 1",Member of the State Board of Education,,Tom McMillin,Republican,246,83,93,422
Shiawassee,"City of Durand, Precinct 1",Member of the State Board of Education,,Nikki Snyder,Republican,250,76,89,415
Shiawassee,"City of Durand, Precinct 1",Member of the State Board of Education,,Scotty Boman,Libertarian,28,2,8,38
Shiawassee,"City of Durand, Precinct 1",Member of the State Board of Education,,Ted Gerrard,U.S. Taxpayers,8,4,5,17
Shiawassee,"City of Durand, Precinct 1",Member of the State Board of Education,,Christine C. Schwartz,U.S. Taxpayers,9,2,13,24
Shiawassee,"City of Durand, Precinct 1",Member of the State Board of Education,,Mary Anne Hering,Working Class,28,7,13,48
Shiawassee,"City of Durand, Precinct 1",Member of the State Board of Education,,Write-in,,2,1,0,3
Shiawassee,"City of Durand, Precinct 1",Member of the State Board of Education,,Over Vote Count,,0,0,0,0
Shiawassee,"City of Durand, Precinct 1",Member of the State Board of Education,,Under Vote Count,,114,14,49,177
Shiawassee,"City of Durand, Precinct 1",Regent of the University of Michigan,,Ballots Cast,,490,128,274,892
Shiawassee,"City of Durand, Precinct 1",Regent of the University of Michigan,,Denise Ilitch,Democrat,160,35,148,343
Shiawassee,"City of Durand, Precinct 1",Regent of the University of Michigan,,Shauna Ryder Diggs,Democrat,149,32,139,320
Shiawassee,"City of Durand, Precinct 1",Regent of the University of Michigan,,Carl Meyers,Republican,272,84,95,451
Shiawassee,"City of Durand, Precinct 1",Regent of the University of Michigan,,Sevag Vartanian,Republican,217,76,79,372
Shiawassee,"City of Durand, Precinct 1",Regent of the University of Michigan,,Andrew Chadderdon,Libertarian,28,7,8,43
Shiawassee,"City of Durand, Precinct 1",Regent of the University of Michigan,,Donna M. Oetman,U.S. Taxpayers,21,6,22,49
Shiawassee,"City of Durand, Precinct 1",Regent of the University of Michigan,,Write-in,,3,1,0,4
Shiawassee,"City of Durand, Precinct 1",Regent of the University of Michigan,,Over Vote Count,,0,0,2,2
Shiawassee,"City of Durand, Precinct 1",Regent of the University of Michigan,,Under Vote Count,,130,15,55,200
Shiawassee,"City of Durand, Precinct 1",Trustee of Michigan State University,,Ballots Cast,,490,128,274,892
Shiawassee,"City of Durand, Precinct 1",Trustee of Michigan State University,,Rebecca Bahar-Cook,Democrat,152,35,153,340
Shiawassee,"City of Durand, Precinct 1",Trustee of Michigan State University,,Thomas Stallworth III,Democrat,138,31,133,302
Shiawassee,"City of Durand, Precinct 1",Trustee of Michigan State University,,Mike Balow,Republican,260,82,92,434
Shiawassee,"City of Durand, Precinct 1",Trustee of Michigan State University,,Julie Maday,Republican,243,77,90,410
Shiawassee,"City of Durand, Precinct 1",Trustee of Michigan State University,,Grant T. Baker,Libertarian,26,4,6,36
Shiawassee,"City of Durand, Precinct 1",Trustee of Michigan State University,,Janet M. Sanger,U.S. Taxpayers,19,5,11,35
Shiawassee,"City of Durand, Precinct 1",Trustee of Michigan State University,,John Paul Sanger,U.S. Taxpayers,9,4,4,17
Shiawassee,"City of Durand, Precinct 1",Trustee of Michigan State University,,John Anthony La Pietra,Green,5,2,5,12
Shiawassee,"City of Durand, Precinct 1",Trustee of Michigan State University,,Write-in,,4,1,0,5
Shiawassee,"City of Durand, Precinct 1",Trustee of Michigan State University,,Over Vote Count,,0,0,0,0
Shiawassee,"City of Durand, Precinct 1",Trustee of Michigan State University,,Under Vote Count,,124,15,54,193
Shiawassee,"City of Durand, Precinct 1",Governor of Wayne State University,,Ballots Cast,,490,128,274,892
Shiawassee,"City of Durand, Precinct 1",Governor of Wayne State University,,Rasha Demashkieh,Democrat,143,33,139,315
Shiawassee,"City of Durand, Precinct 1",Governor of Wayne State University,,Mark T. Gaffney,Democrat,144,32,139,315
Shiawassee,"City of Durand, Precinct 1",Governor of Wayne State University,,Michael Busuito,Republican,245,80,93,418
