county,precinct,office,district,party,candidate,election_day,av_counting_boards,early_voting,votes
Ingham,"Lansing Charter Township, Precinct 3",Ballots Cast,,,,407,352,226,985
Ingham,"Lansing Charter Township, Precinct 4",Ballots Cast,,,,341,324,208,873
Ingham,"Lansing Charter Township, Precinct 6",Ballots Cast,,,,311,395,191,897
Ingham,"Leroy Township, Precinct 1",Ballots Cast,,,,614,867,749,2230
Ingham,"City of Leslie, Precinct 1",Ballots Cast,,,,766,0,263,1029
Ingham,"Leslie Township, Precinct 1",Ballots Cast,,,,"1,047",0,448,1495
Ingham,"Locke Township, Precinct 1",Ballots Cast,,,,881,0,402,1283
Ingham,"City of Mason, Precinct 1",Ballots Cast,,,,566,949,478,1993
Ingham,"City of Mason, Precinct 2",Ballots Cast,,,,857,"1,268",759,2884
Ingham,"Meridian Charter Township, Precinct 1",Ballots Cast,,,,335,879,302,1516
Ingham,"Meridian Charter Township, Precinct 2",Ballots Cast,,,,349,634,322,1305
Ingham,"Meridian Charter Township, Precinct 3",Ballots Cast,,,,427,"1,234",394,2055
Ingham,"Meridian Charter Township, Precinct 4",Ballots Cast,,,,226,544,192,962
Ingham,"Meridian Charter Township, Precinct 5",Ballots Cast,,,,540,"1,088",382,2010
Ingham,"Meridian Charter Township, Precinct 6",Ballots Cast,,,,301,479,299,1079
Ingham,"Meridian Charter Township, Precinct 7",Ballots Cast,,,,244,771,214,1229
Ingham,"Meridian Charter Township, Precinct 8",Ballots Cast,,,,404,911,344,1659
Ingham,"Meridian Charter Township, Precinct 9",Ballots Cast,,,,285,745,216,1246
Ingham,"Meridian Charter Township, Precinct 10",Ballots Cast,,,,248,786,290,1324
Ingham,"Meridian Charter Township, Precinct 11",Ballots Cast,,,,271,522,218,1011
Ingham,"Meridian Charter Township, Precinct 12",Ballots Cast,,,,151,353,136,640
Ingham,"Meridian Charter Township, Precinct 13",Ballots Cast,,,,280,625,164,1069
Ingham,"Meridian Charter Township, Precinct 14",Ballots Cast,,,,304,746,280,1330
Ingham,"Meridian Charter Township, Precinct 15",Ballots Cast,,,,258,746,266,1270
Ingham,"Meridian Charter Township, Precinct 16",Ballots Cast,,,,252,456,241,949
Ingham,"Meridian Charter Township, Precinct 17",Ballots Cast,,,,298,958,387,1643
Ingham,"Meridian Charter Township, Precinct 18",Ballots Cast,,,,405,469,299,1173
Ingham,"Meridian Charter Township, Precinct 19",Ballots Cast,,,,343,"1,114",343,1800
Ingham,"Meridian Charter Township, Precinct 20",Ballots Cast,,,,65,71,52,188
Ingham,"Meridian Charter Township, Precinct 21",Ballots Cast,,,,66,79,42,187
Ingham,"Meridian Charter Township, Precinct 22",Ballots Cast,,,,52,240,69,361
Ingham,"Onondaga Township, Precinct 1",Ballots Cast,,,,"1,506",0,270,1776
Ingham,"Stockbridge Township, Precinct 1",Ballots Cast,,,,759,738,822,2319
Ingham,"Vevay Township, Precinct 1",Ballots Cast,,,,613,"1,068",685,2366
Ingham,"Wheatfield Township, Precinct 1",Ballots Cast,,,,895,0,233,1128
Ingham,"White Oak Township, Precinct 1",Ballots Cast,,,,622,0,164,786
Ingham,"City of Williamston, Precinct 1",Ballots Cast,,,,665,"1,187",592,2444
Ingham,"Williamstown Township, Precinct 1",Ballots Cast,,,,393,991,475,1859
Ingham,"Williamstown Township, Precinct 2",Ballots Cast,,,,383,997,506,1886
Ingham,"Alaiedon Township, Precinct 1",Straight Party,,DEM,Democratic,68,116,25,209
Ingham,"Alaiedon Township, Precinct 2",Straight Party,,DEM,Democratic,54,129,25,208
Ingham,"Aurelius Township, Precinct 1",Straight Party,,DEM,Democratic,71,212,80,363
Ingham,"Aurelius Township, Precinct 2",Straight Party,,DEM,Democratic,59,137,28,224
Ingham,"Bunker Hill Township, Precinct 1",Straight Party,,DEM,Democratic,47,114,48,209
Ingham,"Delhi Charter Township, Precinct 1",Straight Party,,DEM,Democratic,156,443,95,694
Ingham,"Delhi Charter Township, Precinct 2",Straight Party,,DEM,Democratic,126,421,88,635
Ingham,"Delhi Charter Township, Precinct 3",Straight Party,,DEM,Democratic,117,438,125,680
Ingham,"Delhi Charter Township, Precinct 4",Straight Party,,DEM,Democratic,111,284,72,467
Ingham,"Delhi Charter Township, Precinct 5",Straight Party,,DEM,Democratic,176,397,150,723
Ingham,"Delhi Charter Township, Precinct 6",Straight Party,,DEM,Democratic,136,319,112,567
Ingham,"Delhi Charter Township, Precinct 7",Straight Party,,DEM,Democratic,171,336,89,596
Ingham,"Delhi Charter Township, Precinct 8",Straight Party,,DEM,Democratic,128,412,122,662
Ingham,"Delhi Charter Township, Precinct 9",Straight Party,,DEM,Democratic,119,364,95,578
Ingham,"City of East Lansing, Precinct 1",Straight Party,,DEM,Democratic,154,32,169,355
Ingham,"City of East Lansing, Precinct 2",Straight Party,,DEM,Democratic,122,207,155,484
Ingham,"City of East Lansing, Precinct 3",Straight Party,,DEM,Democratic,104,327,156,587
Ingham,"City of East Lansing, Precinct 4",Straight Party,,DEM,Democratic,186,394,139,719
Ingham,"City of East Lansing, Precinct 5",Straight Party,,DEM,Democratic,192,438,231,861
Ingham,"City of East Lansing, Precinct 6",Straight Party,,DEM,Democratic,92,169,105,366
Ingham,"City of East Lansing, Precinct 7",Straight Party,,DEM,Democratic,103,283,108,494
Ingham,"City of East Lansing, Precinct 8",Straight Party,,DEM,Democratic,90,156,101,347
Ingham,"City of East Lansing, Precinct 9",Straight Party,,DEM,Democratic,142,248,202,592
Ingham,"City of East Lansing, Precinct 10",Straight Party,,DEM,Democratic,90,114,92,296
Ingham,"City of East Lansing, Precinct 11",Straight Party,,DEM,Democratic,177,460,144,781
Ingham,"City of East Lansing, Precinct 12",Straight Party,,DEM,Democratic,181,27,206,414
Ingham,"City of East Lansing, Precinct 13",Straight Party,,DEM,Democratic,273,63,262,598
Ingham,"City of East Lansing, Precinct 14",Straight Party,,DEM,Democratic,168,4,138,310
Ingham,"City of East Lansing, Precinct 15",Straight Party,,DEM,Democratic,282,26,337,645
Ingham,"City of East Lansing, Precinct 16",Straight Party,,DEM,Democratic,85,117,90,292
Ingham,"Ingham Township, Precinct 1",Straight Party,,DEM,Democratic,207,0,49,256
Ingham,"City of Lansing, Ward 1, Precinct 1",Straight Party,,DEM,Democratic,306,367,82,755
Ingham,"City of Lansing, Ward 1, Precinct 2",Straight Party,,DEM,Democratic,184,289,125,598
Ingham,"City of Lansing, Ward 1, Precinct 3",Straight Party,,DEM,Democratic,110,262,52,424
Ingham,"City of Lansing, Ward 1, Precinct 4",Straight Party,,DEM,Democratic,341,298,103,742
Ingham,"City of Lansing, Ward 1, Precinct 5",Straight Party,,DEM,Democratic,284,559,265,1108
Ingham,"City of Lansing, Ward 1, Precinct 8",Straight Party,,DEM,Democratic,339,509,202,1050
Ingham,"City of Lansing, Ward 1, Precinct 9",Straight Party,,DEM,Democratic,210,238,72,520
Ingham,"City of Lansing, Ward 1, Precinct 10",Straight Party,,DEM,Democratic,194,241,64,499
Ingham,"City of Lansing, Ward 2, Precinct 12",Straight Party,,DEM,Democratic,292,480,134,906
Ingham,"City of Lansing, Ward 2, Precinct 13",Straight Party,,DEM,Democratic,327,390,109,826
Ingham,"City of Lansing, Ward 2, Precinct 14",Straight Party,,DEM,Democratic,97,319,82,498
Ingham,"City of Lansing, Ward 2, Precinct 15",Straight Party,,DEM,Democratic,119,197,51,367
Ingham,"City of Lansing, Ward 2, Precinct 16",Straight Party,,DEM,Democratic,278,322,144,744
Ingham,"City of Lansing, Ward 2, Precinct 17",Straight Party,,DEM,Democratic,153,364,101,618
Ingham,"City of Lansing, Ward 2, Precinct 18",Straight Party,,DEM,Democratic,307,643,163,1113
Ingham,"City of Lansing, Ward 2, Precinct 20",Straight Party,,DEM,Democratic,283,438,133,854
Ingham,"City of Lansing, Ward 3, Precinct 23",Straight Party,,DEM,Democratic,139,384,79,602
Ingham,"City of Lansing, Ward 3, Precinct 24",Straight Party,,DEM,Democratic,208,394,107,709
Ingham,"City of Lansing, Ward 3, Precinct 25",Straight Party,,DEM,Democratic,197,402,114,713
Ingham,"City of Lansing, Ward 3, Precinct 26",Straight Party,,DEM,Democratic,173,269,80,522
Ingham,"City of Lansing, Ward 3, Precinct 27",Straight Party,,DEM,Democratic,262,420,126,808
Ingham,"City of Lansing, Ward 3, Precinct 28",Straight Party,,DEM,Democratic,323,494,133,950
Ingham,"City of Lansing, Ward 3, Precinct 30",Straight Party,,DEM,Democratic,294,521,109,924
Ingham,"City of Lansing, Ward 4, Precinct 32",Straight Party,,DEM,Democratic,297,704,161,1162
Ingham,"City of Lansing, Ward 4, Precinct 34",Straight Party,,DEM,Democratic,282,525,162,969
Ingham,"City of Lansing, Ward 4, Precinct 35",Straight Party,,DEM,Democratic,364,602,163,1129
Ingham,"City of Lansing, Ward 4, Precinct 36",Straight Party,,DEM,Democratic,407,436,164,1007
Ingham,"City of Lansing, Ward 4, Precinct 37",Straight Party,,DEM,Democratic,255,273,90,618
Ingham,"City of Lansing, Ward 4, Precinct 38",Straight Party,,DEM,Democratic,284,431,113,828
Ingham,"City of Lansing, Ward 4, Precinct 39",Straight Party,,DEM,Democratic,172,390,86,648
Ingham,"City of Lansing, Ward 4, Precinct 40",Straight Party,,DEM,Democratic,223,273,59,555
Ingham,"Lansing Charter Township, Precinct 1",Straight Party,,DEM,Democratic,113,105,45,263
Ingham,"Lansing Charter Township, Precinct 2",Straight Party,,DEM,Democratic,108,237,58,403
Ingham,"Lansing Charter Township, Precinct 3",Straight Party,,DEM,Democratic,157,180,79,416
Ingham,"Lansing Charter Township, Precinct 4",Straight Party,,DEM,Democratic,127,163,72,362
Ingham,"Lansing Charter Township, Precinct 6",Straight Party,,DEM,Democratic,117,196,62,375
Ingham,"Leroy Township, Precinct 1",Straight Party,,DEM,Democratic,64,226,84,374
Ingham,"City of Leslie, Precinct 1",Straight Party,,DEM,Democratic,185,0,46,231
Ingham,"Leslie Township, Precinct 1",Straight Party,,DEM,Democratic,219,0,35,254
Ingham,"Locke Township, Precinct 1",Straight Party,,DEM,Democratic,146,0,29,175
Ingham,"City of Mason, Precinct 1",Straight Party,,DEM,Democratic,95,351,90,536
Ingham,"City of Mason, Precinct 2",Straight Party,,DEM,Democratic,172,424,142,738
Ingham,"Meridian Charter Township, Precinct 1",Straight Party,,DEM,Democratic,69,369,75,513
Ingham,"Meridian Charter Township, Precinct 2",Straight Party,,DEM,Democratic,111,302,124,537
Ingham,"Meridian Charter Township, Precinct 3",Straight Party,,DEM,Democratic,123,557,108,788
Ingham,"Meridian Charter Township, Precinct 4",Straight Party,,DEM,Democratic,56,238,42,336
Ingham,"Meridian Charter Township, Precinct 5",Straight Party,,DEM,Democratic,140,474,110,724
Ingham,"Meridian Charter Township, Precinct 6",Straight Party,,DEM,Democratic,102,211,90,403
Ingham,"Meridian Charter Township, Precinct 7",Straight Party,,DEM,Democratic,65,334,58,457
Ingham,"Meridian Charter Township, Precinct 8",Straight Party,,DEM,Democratic,126,383,120,629
Ingham,"Meridian Charter Township, Precinct 9",Straight Party,,DEM,Democratic,84,385,78,547
Ingham,"Meridian Charter Township, Precinct 10",Straight Party,,DEM,Democratic,64,365,112,541
Ingham,"Meridian Charter Township, Precinct 11",Straight Party,,DEM,Democratic,84,257,88,429
Ingham,"Meridian Charter Township, Precinct 12",Straight Party,,DEM,Democratic,55,167,50,272
Ingham,"Meridian Charter Township, Precinct 13",Straight Party,,DEM,Democratic,80,290,42,412
Ingham,"Meridian Charter Township, Precinct 14",Straight Party,,DEM,Democratic,91,332,101,524
Ingham,"Meridian Charter Township, Precinct 15",Straight Party,,DEM,Democratic,71,318,97,486
Ingham,"Meridian Charter Township, Precinct 16",Straight Party,,DEM,Democratic,83,213,88,384
Ingham,"Meridian Charter Township, Precinct 17",Straight Party,,DEM,Democratic,99,485,127,711
Ingham,"Meridian Charter Township, Precinct 18",Straight Party,,DEM,Democratic,135,251,115,501
Ingham,"Meridian Charter Township, Precinct 19",Straight Party,,DEM,Democratic,97,445,92,634
Ingham,"Meridian Charter Township, Precinct 20",Straight Party,,DEM,Democratic,28,34,25,87
Ingham,"Meridian Charter Township, Precinct 21",Straight Party,,DEM,Democratic,14,38,12,64
Ingham,"Meridian Charter Township, Precinct 22",Straight Party,,DEM,Democratic,14,64,15,93
Ingham,"Onondaga Township, Precinct 1",Straight Party,,DEM,Democratic,265,0,21,286
Ingham,"Stockbridge Township, Precinct 1",Straight Party,,DEM,Democratic,87,217,109,413
Ingham,"Vevay Township, Precinct 1",Straight Party,,DEM,Democratic,73,290,73,436
Ingham,"Wheatfield Township, Precinct 1",Straight Party,,DEM,Democratic,170,0,40,210
Ingham,"White Oak Township, Precinct 1",Straight Party,,DEM,Democratic,103,0,17,120
Ingham,"City of Williamston, Precinct 1",Straight Party,,DEM,Democratic,92,442,105,639
Ingham,"Williamstown Township, Precinct 1",Straight Party,,DEM,Democratic,66,283,56,405
Ingham,"Williamstown Township, Precinct 2",Straight Party,,DEM,Democratic,57,344,84,485
Ingham,"Alaiedon Township, Precinct 1",Straight Party,,REP,Republican,104,104,53,261
Ingham,"Alaiedon Township, Precinct 2",Straight Party,,REP,Republican,116,101,46,263
Ingham,"Aurelius Township, Precinct 1",Straight Party,,REP,Republican,186,181,150,517
Ingham,"Aurelius Township, Precinct 2",Straight Party,,REP,Republican,149,163,74,386
Ingham,"Bunker Hill Township, Precinct 1",Straight Party,,REP,Republican,192,104,162,458
Ingham,"Delhi Charter Township, Precinct 1",Straight Party,,REP,Republican,194,161,116,471
Ingham,"Delhi Charter Township, Precinct 2",Straight Party,,REP,Republican,135,152,74,361
Ingham,"Delhi Charter Township, Precinct 3",Straight Party,,REP,Republican,153,173,154,480
Ingham,"Delhi Charter Township, Precinct 4",Straight Party,,REP,Republican,177,141,144,462
Ingham,"Delhi Charter Township, Precinct 5",Straight Party,,REP,Republican,160,137,105,402
Ingham,"Delhi Charter Township, Precinct 6",Straight Party,,REP,Republican,160,125,100,385
Ingham,"Delhi Charter Township, Precinct 7",Straight Party,,REP,Republican,110,98,71,279
