county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,mail
Lenawee,"City of Adrian, Precinct 1",Registered Voters,,,,2578,2578,2578,,2578
Lenawee,"City of Adrian, Precinct 1",Ballots Cast,,,,1375,217,655,,503
Lenawee,"City of Adrian, Precinct 1",Straight Party,,DEM,Democratic Party,515,69,204,,242
Lenawee,"City of Adrian, Precinct 1",Straight Party,,REP,Republican Party,345,67,208,,70
Lenawee,"City of Adrian, Precinct 1",Straight Party,,LIB,Libertarian Party,3,1,1,,1
Lenawee,"City of Adrian, Precinct 1",Straight Party,,UST,U.S. Taxpayers Party,1,0,1,,0
Lenawee,"City of Adrian, Precinct 1",Straight Party,,GRN,Green Party,4,0,4,,0
Lenawee,"City of Adrian, Precinct 1",Straight Party,,WCP,Working Class Party,7,0,6,,1
Lenawee,"City of Adrian, Precinct 1",Straight Party,,NLP,Natural Law Party,1,0,0,,1
Lenawee,"City of Adrian, Precinct 1",Straight Party,,,Write-Ins,0,0,0,,0
Lenawee,"City of Adrian, Precinct 1",President,,DEM,Kamala D. Harris / Tim Walz,800,112,307,,381
Lenawee,"City of Adrian, Precinct 1",President,,REP,Donald J. Trump / JD Vance,552,103,331,,118
Lenawee,"City of Adrian, Precinct 1",President,,LIB,Chase Oliver / Mike ter Maat,2,0,0,,2
Lenawee,"City of Adrian, Precinct 1",President,,UST,Randall Terry / Stephen E. Broden,0,0,0,,0
Lenawee,"City of Adrian, Precinct 1",President,,GRN,Jill Stein / Rudolph Ware,6,0,6,,0
Lenawee,"City of Adrian, Precinct 1",President,,NLP,Robert F. Kennedy / Nicole Shanahan,7,0,6,,1
Lenawee,"City of Adrian, Precinct 1",President,,NPA,Joseph Kishore / Jerry White,0,0,0,,0
Lenawee,"City of Adrian, Precinct 1",President,,NPA,Cornel West / Melina Abdullah,2,0,2,,0
Lenawee,"City of Adrian, Precinct 1",President,,,Write-Ins,0,0,0,,0
Lenawee,"City of Adrian, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,762,106,284,,372
Lenawee,"City of Adrian, Precinct 1",U.S. Senate,,REP,Mike Rogers,513,98,308,,107
Lenawee,"City of Adrian, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,31,5,18,,8
Lenawee,"City of Adrian, Precinct 1",U.S. Senate,,UST,Dave Stein,10,2,5,,3
Lenawee,"City of Adrian, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,11,0,11,,0
Lenawee,"City of Adrian, Precinct 1",U.S. Senate,,NLP,Doug Dern,2,1,1,,0
Lenawee,"City of Adrian, Precinct 1",U.S. Senate,,,Write-Ins,8,0,6,,2
Lenawee,"City of Adrian, Precinct 1",U.S. House,5,DEM,Libbi Urban,762,106,286,,370
Lenawee,"City of Adrian, Precinct 1",U.S. House,5,REP,Tim Walberg,534,99,317,,118
Lenawee,"City of Adrian, Precinct 1",U.S. House,5,GRN,James Bronke,26,4,21,,1
Lenawee,"City of Adrian, Precinct 1",U.S. House,5,,Write-Ins,7,0,6,,1
Lenawee,"City of Adrian, Precinct 1",State House,34,DEM,John E. Dahlgren,756,106,295,,355
Lenawee,"City of Adrian, Precinct 1",State House,34,REP,Nancy Jenkins-Arno,547,103,318,,126
Lenawee,"City of Adrian, Precinct 1",State House,34,,Write-Ins,10,0,7,,3
Lenawee,"City of Adrian, Precinct 1",County Prosecuting Attorney,,REP,Jackie Wyse,735,131,405,,199
Lenawee,"City of Adrian, Precinct 1",County Prosecuting Attorney,,,Write-Ins,50,8,29,,13
Lenawee,"City of Adrian, Precinct 1",County Sheriff,,REP,Troy Bevier,790,135,442,,213
Lenawee,"City of Adrian, Precinct 1",County Sheriff,,,Write-Ins,53,11,30,,12
Lenawee,"City of Adrian, Precinct 1",County Clerk,,REP,Roxann Holloway,793,137,438,,218
Lenawee,"City of Adrian, Precinct 1",County Clerk,,,Write-Ins,47,10,25,,12
Lenawee,"City of Adrian, Precinct 1",County Treasurer,,REP,Erin Van Dyke,767,131,432,,204
Lenawee,"City of Adrian, Precinct 1",County Treasurer,,,Write-Ins,48,10,27,,11
Lenawee,"City of Adrian, Precinct 1",County Register of Deeds,,REP,Carolyn S. Bater,761,130,424,,207
Lenawee,"City of Adrian, Precinct 1",County Register of Deeds,,,Write-Ins,52,11,29,,12
Lenawee,"City of Adrian, Precinct 1",County Road Commissioner,,DEM,Stan Wilson,939,130,432,,377
Lenawee,"City of Adrian, Precinct 1",County Road Commissioner,,,Write-Ins,63,12,41,,10
Lenawee,"City of Adrian, Precinct 1",County Drain Commissioner,,REP,Edwin Scheffler,743,131,414,,198
Lenawee,"City of Adrian, Precinct 1",County Drain Commissioner,,,Write-Ins,52,11,30,,11
Lenawee,"City of Adrian, Precinct 1",County Surveyor,,REP,Kevin L. Pickford,747,133,416,,198
Lenawee,"City of Adrian, Precinct 1",County Surveyor,,,Write-Ins,52,10,32,,10
Lenawee,"City of Adrian, Precinct 1",Justice of Supreme Court,,,Andrew Fink,300,63,166,,71
Lenawee,"City of Adrian, Precinct 1",Justice of Supreme Court,,,Kimberly Ann Thomas,674,104,284,,286
Lenawee,"City of Adrian, Precinct 1",Justice of Supreme Court,,,Write-Ins,28,8,16,,4
Lenawee,"City of Adrian, Precinct 1",Justice of Supreme Court Partial,,,Kyra Harris Bolden,730,115,321,,294
Lenawee,"City of Adrian, Precinct 1",Justice of Supreme Court Partial,,,Patrick William O'Grady,241,48,126,,67
Lenawee,"City of Adrian, Precinct 1",Justice of Supreme Court Partial,,,Write-Ins,29,8,17,,4
Lenawee,"City of Adrian, Precinct 2",Registered Voters,,,,2762,2762,2762,,2762
Lenawee,"City of Adrian, Precinct 2",Ballots Cast,,,,1171,213,634,,324
Lenawee,"City of Adrian, Precinct 2",Straight Party,,DEM,Democratic Party,423,68,191,,164
Lenawee,"City of Adrian, Precinct 2",Straight Party,,REP,Republican Party,337,65,208,,64
Lenawee,"City of Adrian, Precinct 2",Straight Party,,LIB,Libertarian Party,3,0,3,,0
Lenawee,"City of Adrian, Precinct 2",Straight Party,,UST,U.S. Taxpayers Party,7,0,4,,3
Lenawee,"City of Adrian, Precinct 2",Straight Party,,GRN,Green Party,5,1,3,,1
Lenawee,"City of Adrian, Precinct 2",Straight Party,,WCP,Working Class Party,14,1,12,,1
Lenawee,"City of Adrian, Precinct 2",Straight Party,,NLP,Natural Law Party,5,0,5,,0
Lenawee,"City of Adrian, Precinct 2",Straight Party,,,Write-Ins,0,0,0,,0
Lenawee,"City of Adrian, Precinct 2",President,,DEM,Kamala D. Harris / Tim Walz,621,108,293,,220
Lenawee,"City of Adrian, Precinct 2",President,,REP,Donald J. Trump / JD Vance,514,103,316,,95
Lenawee,"City of Adrian, Precinct 2",President,,LIB,Chase Oliver / Mike ter Maat,1,0,1,,0
Lenawee,"City of Adrian, Precinct 2",President,,UST,Randall Terry / Stephen E. Broden,2,0,1,,1
Lenawee,"City of Adrian, Precinct 2",President,,GRN,Jill Stein / Rudolph Ware,8,1,5,,2
Lenawee,"City of Adrian, Precinct 2",President,,NLP,Robert F. Kennedy / Nicole Shanahan,13,0,11,,2
Lenawee,"City of Adrian, Precinct 2",President,,NPA,Joseph Kishore / Jerry White,0,0,0,,0
Lenawee,"City of Adrian, Precinct 2",President,,NPA,Cornel West / Melina Abdullah,3,0,2,,1
Lenawee,"City of Adrian, Precinct 2",President,,,Write-Ins,3,0,3,,0
Lenawee,"City of Adrian, Precinct 2",U.S. Senate,,DEM,Elissa Slotkin,591,101,278,,212
Lenawee,"City of Adrian, Precinct 2",U.S. Senate,,REP,Mike Rogers,496,101,302,,93
Lenawee,"City of Adrian, Precinct 2",U.S. Senate,,LIB,Joseph Solis-Mullen,25,3,15,,7
Lenawee,"City of Adrian, Precinct 2",U.S. Senate,,UST,Dave Stein,19,2,14,,3
Lenawee,"City of Adrian, Precinct 2",U.S. Senate,,GRN,Douglas P. Marsh,12,0,7,,5
Lenawee,"City of Adrian, Precinct 2",U.S. Senate,,NLP,Doug Dern,5,0,5,,0
Lenawee,"City of Adrian, Precinct 2",U.S. Senate,,,Write-Ins,5,1,3,,1
Lenawee,"City of Adrian, Precinct 2",U.S. House,5,DEM,Libbi Urban,599,101,279,,219
Lenawee,"City of Adrian, Precinct 2",U.S. House,5,REP,Tim Walberg,524,103,322,,99
Lenawee,"City of Adrian, Precinct 2",U.S. House,5,GRN,James Bronke,22,4,14,,4
Lenawee,"City of Adrian, Precinct 2",U.S. House,5,,Write-Ins,5,0,5,,0
Lenawee,"City of Adrian, Precinct 2",State House,34,DEM,John E. Dahlgren,595,99,277,,219
Lenawee,"City of Adrian, Precinct 2",State House,34,REP,Nancy Jenkins-Arno,515,102,317,,96
Lenawee,"City of Adrian, Precinct 2",State House,34,,Write-Ins,8,1,6,,1
Lenawee,"City of Adrian, Precinct 2",County Prosecuting Attorney,,REP,Jackie Wyse,692,127,407,,158
Lenawee,"City of Adrian, Precinct 2",County Prosecuting Attorney,,,Write-Ins,65,8,47,,10
Lenawee,"City of Adrian, Precinct 2",County Sheriff,,REP,Troy Bevier,721,130,431,,160
Lenawee,"City of Adrian, Precinct 2",County Sheriff,,,Write-Ins,71,11,48,,12
Lenawee,"City of Adrian, Precinct 2",County Clerk,,REP,Roxann Holloway,727,130,435,,162
Lenawee,"City of Adrian, Precinct 2",County Clerk,,,Write-Ins,55,5,38,,12
Lenawee,"City of Adrian, Precinct 2",County Treasurer,,REP,Erin Van Dyke,713,126,429,,158
Lenawee,"City of Adrian, Precinct 2",County Treasurer,,,Write-Ins,61,6,43,,12
Lenawee,"City of Adrian, Precinct 2",County Register of Deeds,,REP,Carolyn S. Bater,712,126,428,,158
Lenawee,"City of Adrian, Precinct 2",County Register of Deeds,,,Write-Ins,59,6,40,,13
Lenawee,"City of Adrian, Precinct 2",County Road Commissioner,,DEM,Stan Wilson,781,113,411,,257
Lenawee,"City of Adrian, Precinct 2",County Road Commissioner,,,Write-Ins,80,14,63,,3
Lenawee,"City of Adrian, Precinct 2",County Drain Commissioner,,REP,Edwin Scheffler,713,124,431,,158
Lenawee,"City of Adrian, Precinct 2",County Drain Commissioner,,,Write-Ins,57,7,37,,13
Lenawee,"City of Adrian, Precinct 2",County Surveyor,,REP,Kevin L. Pickford,713,126,429,,158
Lenawee,"City of Adrian, Precinct 2",County Surveyor,,,Write-Ins,59,6,40,,13
Lenawee,"City of Adrian, Precinct 2",Justice of Supreme Court,,,Andrew Fink,282,59,173,,50
Lenawee,"City of Adrian, Precinct 2",Justice of Supreme Court,,,Kimberly Ann Thomas,588,85,309,,194
Lenawee,"City of Adrian, Precinct 2",Justice of Supreme Court,,,Write-Ins,25,5,18,,2
Lenawee,"City of Adrian, Precinct 2",Justice of Supreme Court Partial,,,Kyra Harris Bolden,570,90,283,,197
Lenawee,"City of Adrian, Precinct 2",Justice of Supreme Court Partial,,,Patrick William O'Grady,309,54,198,,57
Lenawee,"City of Adrian, Precinct 2",Justice of Supreme Court Partial,,,Write-Ins,24,4,18,,2
Lenawee,"City of Adrian, Precinct 3",Registered Voters,,,,2987,2987,2987,,2987
Lenawee,"City of Adrian, Precinct 3",Ballots Cast,,,,1317,267,578,,472
Lenawee,"City of Adrian, Precinct 3",Straight Party,,DEM,Democratic Party,465,75,183,,207
Lenawee,"City of Adrian, Precinct 3",Straight Party,,REP,Republican Party,393,94,195,,104
Lenawee,"City of Adrian, Precinct 3",Straight Party,,LIB,Libertarian Party,10,0,10,,0
Lenawee,"City of Adrian, Precinct 3",Straight Party,,UST,U.S. Taxpayers Party,8,0,4,,4
Lenawee,"City of Adrian, Precinct 3",Straight Party,,GRN,Green Party,4,0,3,,1
Lenawee,"City of Adrian, Precinct 3",Straight Party,,WCP,Working Class Party,13,1,8,,4
Lenawee,"City of Adrian, Precinct 3",Straight Party,,NLP,Natural Law Party,2,1,0,,1
Lenawee,"City of Adrian, Precinct 3",Straight Party,,,Write-Ins,0,0,0,,0
Lenawee,"City of Adrian, Precinct 3",President,,DEM,Kamala D. Harris / Tim Walz,690,118,270,,302
Lenawee,"City of Adrian, Precinct 3",President,,REP,Donald J. Trump / JD Vance,598,145,292,,161
Lenawee,"City of Adrian, Precinct 3",President,,LIB,Chase Oliver / Mike ter Maat,8,2,4,,2
Lenawee,"City of Adrian, Precinct 3",President,,UST,Randall Terry / Stephen E. Broden,4,0,2,,2
Lenawee,"City of Adrian, Precinct 3",President,,GRN,Jill Stein / Rudolph Ware,5,0,4,,1
Lenawee,"City of Adrian, Precinct 3",President,,NLP,Robert F. Kennedy / Nicole Shanahan,6,1,3,,2
Lenawee,"City of Adrian, Precinct 3",President,,NPA,Joseph Kishore / Jerry White,0,0,0,,0
Lenawee,"City of Adrian, Precinct 3",President,,NPA,Cornel West / Melina Abdullah,2,1,1,,0
Lenawee,"City of Adrian, Precinct 3",President,,,Write-Ins,2,0,2,,0
Lenawee,"City of Adrian, Precinct 3",U.S. Senate,,DEM,Elissa Slotkin,639,115,246,,278
Lenawee,"City of Adrian, Precinct 3",U.S. Senate,,REP,Mike Rogers,562,140,272,,150
Lenawee,"City of Adrian, Precinct 3",U.S. Senate,,LIB,Joseph Solis-Mullen,18,4,10,,4
Lenawee,"City of Adrian, Precinct 3",U.S. Senate,,UST,Dave Stein,27,3,13,,11
Lenawee,"City of Adrian, Precinct 3",U.S. Senate,,GRN,Douglas P. Marsh,16,0,9,,7
Lenawee,"City of Adrian, Precinct 3",U.S. Senate,,NLP,Doug Dern,15,2,9,,4
Lenawee,"City of Adrian, Precinct 3",U.S. Senate,,,Write-Ins,4,0,3,,1
Lenawee,"City of Adrian, Precinct 3",U.S. House,5,DEM,Libbi Urban,647,110,247,,290
Lenawee,"City of Adrian, Precinct 3",U.S. House,5,REP,Tim Walberg,603,146,292,,165
Lenawee,"City of Adrian, Precinct 3",U.S. House,5,GRN,James Bronke,24,2,18,,4
Lenawee,"City of Adrian, Precinct 3",U.S. House,5,,Write-Ins,4,1,3,,0
Lenawee,"City of Adrian, Precinct 3",State House,34,DEM,John E. Dahlgren,633,113,250,,270
Lenawee,"City of Adrian, Precinct 3",State House,34,REP,Nancy Jenkins-Arno,615,143,294,,178
Lenawee,"City of Adrian, Precinct 3",State House,34,,Write-Ins,10,0,8,,2
Lenawee,"City of Adrian, Precinct 3",County Prosecuting Attorney,,REP,Jackie Wyse,803,174,381,,248
Lenawee,"City of Adrian, Precinct 3",County Prosecuting Attorney,,,Write-Ins,53,8,34,,11
Lenawee,"City of Adrian, Precinct 3",County Sheriff,,REP,Troy Bevier,836,182,394,,260
Lenawee,"City of Adrian, Precinct 3",County Sheriff,,,Write-Ins,59,9,36,,14
Lenawee,"City of Adrian, Precinct 3",County Clerk,,REP,Roxann Holloway,840,179,397,,264
Lenawee,"City of Adrian, Precinct 3",County Clerk,,,Write-Ins,57,9,36,,12
Lenawee,"City of Adrian, Precinct 3",County Treasurer,,REP,Erin Van Dyke,821,179,387,,255
Lenawee,"City of Adrian, Precinct 3",County Treasurer,,,Write-Ins,57,8,37,,12
Lenawee,"City of Adrian, Precinct 3",County Register of Deeds,,REP,Carolyn S. Bater,815,179,385,,251
Lenawee,"City of Adrian, Precinct 3",County Register of Deeds,,,Write-Ins,57,6,38,,13
Lenawee,"City of Adrian, Precinct 3",County Road Commissioner,,DEM,Stan Wilson,875,159,375,,341
Lenawee,"City of Adrian, Precinct 3",County Road Commissioner,,,Write-Ins,66,13,44,,9
Lenawee,"City of Adrian, Precinct 3",County Drain Commissioner,,REP,Edwin Scheffler,810,179,384,,247
Lenawee,"City of Adrian, Precinct 3",County Drain Commissioner,,,Write-Ins,60,7,41,,12
Lenawee,"City of Adrian, Precinct 3",County Surveyor,,REP,Kevin L. Pickford,800,178,380,,242
Lenawee,"City of Adrian, Precinct 3",County Surveyor,,,Write-Ins,62,7,42,,13
Lenawee,"City of Adrian, Precinct 3",Justice of Supreme Court,,,Andrew Fink,329,69,155,,105
Lenawee,"City of Adrian, Precinct 3",Justice of Supreme Court,,,Kimberly Ann Thomas,602,119,244,,239
Lenawee,"City of Adrian, Precinct 3",Justice of Supreme Court,,,Write-Ins,27,6,19,,2
Lenawee,"City of Adrian, Precinct 3",Justice of Supreme Court Partial,,,Kyra Harris Bolden,657,122,274,,261
Lenawee,"City of Adrian, Precinct 3",Justice of Supreme Court Partial,,,Patrick William O'Grady,285,68,125,,92
Lenawee,"City of Adrian, Precinct 3",Justice of Supreme Court Partial,,,Write-Ins,23,5,16,,2
Lenawee,"City of Adrian, Precinct 4",Registered Voters,,,,2577,2577,2577,,2577
Lenawee,"City of Adrian, Precinct 4",Ballots Cast,,,,1730,325,721,,684
Lenawee,"City of Adrian, Precinct 4",Straight Party,,DEM,Democratic Party,460,77,126,,257
Lenawee,"City of Adrian, Precinct 4",Straight Party,,REP,Republican Party,449,116,216,,117
Lenawee,"City of Adrian, Precinct 4",Straight Party,,LIB,Libertarian Party,2,0,1,,1
Lenawee,"City of Adrian, Precinct 4",Straight Party,,UST,U.S. Taxpayers Party,5,1,4,,0
Lenawee,"City of Adrian, Precinct 4",Straight Party,,GRN,Green Party,3,1,2,,0
Lenawee,"City of Adrian, Precinct 4",Straight Party,,WCP,Working Class Party,6,1,4,,1
Lenawee,"City of Adrian, Precinct 4",Straight Party,,NLP,Natural Law Party,3,0,2,,1
Lenawee,"City of Adrian, Precinct 4",Straight Party,,,Write-Ins,0,0,0,,0
Lenawee,"City of Adrian, Precinct 4",President,,DEM,Kamala D. Harris / Tim Walz,877,148,268,,461
Lenawee,"City of Adrian, Precinct 4",President,,REP,Donald J. Trump / JD Vance,810,173,429,,208
Lenawee,"City of Adrian, Precinct 4",President,,LIB,Chase Oliver / Mike ter Maat,,0,5,,1
Lenawee,"City of Adrian, Precinct 4",President,,UST,Randall Terry / Stephen E. Broden,0,0,0,,0
Lenawee,"City of Adrian, Precinct 4",President,,GRN,Jill Stein / Rudolph Ware,7,2,3,,2
Lenawee,"City of Adrian, Precinct 4",President,,NLP,Robert F. Kennedy / Nicole Shanahan,16,0,10,,6
Lenawee,"City of Adrian, Precinct 4",President,,NPA,Joseph Kishore / Jerry White,0,0,0,,0
Lenawee,"City of Adrian, Precinct 4",President,,NPA,Cornel West / Melina Abdullah,3,0,1,,2
Lenawee,"City of Adrian, Precinct 4",President,,,Write-Ins,4,2,2,,0
Lenawee,"City of Adrian, Precinct 4",U.S. Senate,,DEM,Elissa Slotkin,838,139,243,,456
Lenawee,"City of Adrian, Precinct 4",U.S. Senate,,REP,Mike Rogers,782,174,398,,210
Lenawee,"City of Adrian, Precinct 4",U.S. Senate,,LIB,Joseph Solis-Mullen,24,4,16,,4
Lenawee,"City of Adrian, Precinct 4",U.S. Senate,,UST,Dave Stein,13,2,8,,3
Lenawee,"City of Adrian, Precinct 4",U.S. Senate,,GRN,Douglas P. Marsh,11,1,9,,1
Lenawee,"City of Adrian, Precinct 4",U.S. Senate,,NLP,Doug Dern,8,0,6,,2
Lenawee,"City of Adrian, Precinct 4",U.S. Senate,,,Write-Ins,6,1,4,,1
Lenawee,"City of Adrian, Precinct 4",U.S. House,5,DEM,Libbi Urban,820,134,240,,446
Lenawee,"City of Adrian, Precinct 4",U.S. House,5,REP,Tim Walberg,818,182,416,,220
Lenawee,"City of Adrian, Precinct 4",U.S. House,5,GRN,James Bronke,26,3,19,,4
Lenawee,"City of Adrian, Precinct 4",U.S. House,5,,Write-Ins,7,1,4,,2
Lenawee,"City of Adrian, Precinct 4",State House,34,DEM,John E. Dahlgren,756,123,226,,407
Lenawee,"City of Adrian, Precinct 4",State House,34,REP,Nancy Jenkins-Arno,859,185,421,,253
Lenawee,"City of Adrian, Precinct 4",State House,34,,Write-Ins,11,1,8,,2
Lenawee,"City of Adrian, Precinct 4",County Prosecuting Attorney,,REP,Jackie Wyse,1013,202,468,,343
Lenawee,"City of Adrian, Precinct 4",County Prosecuting Attorney,,,Write-Ins,40,7,17,,16
Lenawee,"City of Adrian, Precinct 4",County Sheriff,,REP,Troy Bevier,1127,219,535,,373
Lenawee,"City of Adrian, Precinct 4",County Sheriff,,,Write-Ins,44,5,18,,21
Lenawee,"City of Adrian, Precinct 4",County Clerk,,REP,Roxann Holloway,1116,219,520,,377
Lenawee,"City of Adrian, Precinct 4",County Clerk,,,Write-Ins,39,5,17,,17
Lenawee,"City of Adrian, Precinct 4",County Treasurer,,REP,Erin Van Dyke,1082,215,511,,356
Lenawee,"City of Adrian, Precinct 4",County Treasurer,,,Write-Ins,41,6,16,,19
Lenawee,"City of Adrian, Precinct 4",County Register of Deeds,,REP,Carolyn S. Bater,1092,216,512,,364
Lenawee,"City of Adrian, Precinct 4",County Register of Deeds,,,Write-Ins,33,5,12,,16
Lenawee,"City of Adrian, Precinct 4",County Road Commissioner,,DEM,Stan Wilson,1057,170,390,,497
Lenawee,"City of Adrian, Precinct 4",County Road Commissioner,,,Write-Ins,65,12,43,,10
Lenawee,"City of Adrian, Precinct 4",County Drain Commissioner,,REP,Edwin Scheffler,1065,210,503,,352
Lenawee,"City of Adrian, Precinct 4",County Drain Commissioner,,,Write-Ins,31,5,12,,14
Lenawee,"City of Adrian, Precinct 4",County Surveyor,,REP,Kevin L. Pickford,1071,213,502,,356
Lenawee,"City of Adrian, Precinct 4",County Surveyor,,,Write-Ins,37,5,17,,15
Lenawee,"City of Adrian, Precinct 4",Justice of Supreme Court,,,Andrew Fink,443,81,227,,135
Lenawee,"City of Adrian, Precinct 4",Justice of Supreme Court,,,Kimberly Ann Thomas,813,145,268,,400
Lenawee,"City of Adrian, Precinct 4",Justice of Supreme Court,,,Write-Ins,27,5,14,,8
Lenawee,"City of Adrian, Precinct 4",Justice of Supreme Court Partial,,,Kyra Harris Bolden,804,135,274,,395
