county,precinct,office,district,party,candidate,election_day,av_counting_boards,early_voting,votes
Manistee,"City of Manistee, Precinct 2",Straight Party,,WCP,Working Class,9,2,2,13
Manistee,"Arcadia Township, Precinct 1",Straight Party,,WCP,Working Class,2,0,0,2
Manistee,"Bear Lake Township, Precinct 1",Straight Party,,WCP,Working Class,5,0,1,6
Manistee,"Brown Township, Precinct 1",Straight Party,,WCP,Working Class,1,0,0,1
Manistee,"Cleon Township, Precinct 1",Straight Party,,WCP,Working Class,3,0,1,4
Manistee,"Dickson Township, Precinct 1",Straight Party,,WCP,Working Class,8,0,0,8
Manistee,"Charter Township of Filer, Precinct 1",Straight Party,,WCP,Working Class,1,1,0,2
Manistee,"Manistee Township, Precinct 1",Straight Party,,WCP,Working Class,4,4,2,10
Manistee,"Maple Grove Township, Precinct 1",Straight Party,,WCP,Working Class,10,0,0,10
Manistee,"Marilla Township, Precinct 1",Straight Party,,WCP,Working Class,0,0,0,0
Manistee,"Norman Township, Precinct 1",Straight Party,,WCP,Working Class,3,0,0,3
Manistee,"Onekama Township, Precinct 1",Straight Party,,WCP,Working Class,1,2,1,4
Manistee,"Pleasanton Township, Precinct 1",Straight Party,,WCP,Working Class,3,0,0,3
Manistee,"Springdale Township, Precinct 1",Straight Party,,WCP,Working Class,1,0,0,1
Manistee,"Stronach Township, Precinct 1",Straight Party,,WCP,Working Class,1,0,0,1
Manistee,"City of Manistee, Precinct 1",Straight Party,,NLP,Natural Law,1,2,0,3
Manistee,"City of Manistee, Precinct 2",Straight Party,,NLP,Natural Law,2,2,0,4
Manistee,"Arcadia Township, Precinct 1",Straight Party,,NLP,Natural Law,0,,0,0
Manistee,"Bear Lake Township, Precinct 1",Straight Party,,NLP,Natural Law,1,,0,1
Manistee,"Brown Township, Precinct 1",Straight Party,,NLP,Natural Law,0,,0,0
Manistee,"Cleon Township, Precinct 1",Straight Party,,NLP,Natural Law,1,,0,1
Manistee,"Dickson Township, Precinct 1",Straight Party,,NLP,Natural Law,0,,0,0
Manistee,"Charter Township of Filer, Precinct 1",Straight Party,,NLP,Natural Law,0,0,0,0
Manistee,"Manistee Township, Precinct 1",Straight Party,,NLP,Natural Law,1,0,0,1
Manistee,"Maple Grove Township, Precinct 1",Straight Party,,NLP,Natural Law,0,,1,1
Manistee,"Marilla Township, Precinct 1",Straight Party,,NLP,Natural Law,0,,0,0
Manistee,"Norman Township, Precinct 1",Straight Party,,NLP,Natural Law,2,,0,2
Manistee,"Onekama Township, Precinct 1",Straight Party,,NLP,Natural Law,0,2,0,2
Manistee,"Pleasanton Township, Precinct 1",Straight Party,,NLP,Natural Law,0,,0,0
Manistee,"Springdale Township, Precinct 1",Straight Party,,NLP,Natural Law,2,,0,2
Manistee,"Stronach Township, Precinct 1",Straight Party,,NLP,Natural Law,0,,0,0
Manistee,"City of Manistee, Precinct 1",President,,DEM,Kamala D. Harris,201,589,155,945
Manistee,"City of Manistee, Precinct 2",President,,DEM,Kamala D. Harris,209,431,171,811
Manistee,"Arcadia Township, Precinct 1",President,,DEM,Kamala D. Harris,263,0,26,289
Manistee,"Bear Lake Township, Precinct 1",President,,DEM,Kamala D. Harris,334,0,46,380
Manistee,"Brown Township, Precinct 1",President,,DEM,Kamala D. Harris,144,0,31,175
Manistee,"Cleon Township, Precinct 1",President,,DEM,Kamala D. Harris,146,0,29,175
Manistee,"Dickson Township, Precinct 1",President,,DEM,Kamala D. Harris,168,0,33,201
Manistee,"Charter Township of Filer, Precinct 1",President,,DEM,Kamala D. Harris,184,417,105,706
Manistee,"Manistee Township, Precinct 1",President,,DEM,Kamala D. Harris,140,561,174,875
Manistee,"Maple Grove Township, Precinct 1",President,,DEM,Kamala D. Harris,205,0,66,271
Manistee,"Marilla Township, Precinct 1",President,,DEM,Kamala D. Harris,64,0,5,69
Manistee,"Norman Township, Precinct 1",President,,DEM,Kamala D. Harris,256,0,40,296
Manistee,"Onekama Township, Precinct 1",President,,DEM,Kamala D. Harris,306,145,62,513
Manistee,"Pleasanton Township, Precinct 1",President,,DEM,Kamala D. Harris,183,0,11,194
Manistee,"Springdale Township, Precinct 1",President,,DEM,Kamala D. Harris,170,0,16,186
Manistee,"Stronach Township, Precinct 1",President,,DEM,Kamala D. Harris,195,0,28,223
Manistee,"City of Manistee, Precinct 1",President,,REP,Donald J. Trump,284,321,190,795
Manistee,"City of Manistee, Precinct 2",President,,REP,Donald J. Trump,403,254,210,867
Manistee,"Arcadia Township, Precinct 1",President,,REP,Donald J. Trump,226,,27,253
Manistee,"Bear Lake Township, Precinct 1",President,,REP,Donald J. Trump,570,,133,703
Manistee,"Brown Township, Precinct 1",President,,REP,Donald J. Trump,233,,67,300
Manistee,"Cleon Township, Precinct 1",President,,REP,Donald J. Trump,335,,127,462
Manistee,"Dickson Township, Precinct 1",President,,REP,Donald J. Trump,312,,92,404
Manistee,"Charter Township of Filer, Precinct 1",President,,REP,Donald J. Trump,373,253,261,887
Manistee,"Manistee Township, Precinct 1",President,,REP,Donald J. Trump,348,352,351,1051
Manistee,"Maple Grove Township, Precinct 1",President,,REP,Donald J. Trump,303,,185,488
Manistee,"Marilla Township, Precinct 1",President,,REP,Donald J. Trump,126,,42,168
Manistee,"Norman Township, Precinct 1",President,,REP,Donald J. Trump,606,,102,708
Manistee,"Onekama Township, Precinct 1",President,,REP,Donald J. Trump,217,264,120,601
Manistee,"Pleasanton Township, Precinct 1",President,,REP,Donald J. Trump,271,,84,355
Manistee,"Springdale Township, Precinct 1",President,,REP,Donald J. Trump,305,,70,375
Manistee,"Stronach Township, Precinct 1",President,,REP,Donald J. Trump,260,,71,331
Manistee,"City of Manistee, Precinct 1",President,,LIB,Chase Oliver,6,3,0,9
Manistee,"City of Manistee, Precinct 2",President,,LIB,Chase Oliver,6,0,2,8
Manistee,"Arcadia Township, Precinct 1",President,,LIB,Chase Oliver,2,0,0,2
Manistee,"Bear Lake Township, Precinct 1",President,,LIB,Chase Oliver,3,0,2,5
Manistee,"Brown Township, Precinct 1",President,,LIB,Chase Oliver,2,0,0,2
Manistee,"Cleon Township, Precinct 1",President,,LIB,Chase Oliver,3,0,0,3
Manistee,"Dickson Township, Precinct 1",President,,LIB,Chase Oliver,2,0,0,2
Manistee,"Charter Township of Filer, Precinct 1",President,,LIB,Chase Oliver,1,3,1,5
Manistee,"Manistee Township, Precinct 1",President,,LIB,Chase Oliver,2,4,2,8
Manistee,"Maple Grove Township, Precinct 1",President,,LIB,Chase Oliver,2,0,0,2
Manistee,"Marilla Township, Precinct 1",President,,LIB,Chase Oliver,0,0,0,0
Manistee,"Norman Township, Precinct 1",President,,LIB,Chase Oliver,3,0,0,3
Manistee,"Onekama Township, Precinct 1",President,,LIB,Chase Oliver,0,4,0,4
Manistee,"Pleasanton Township, Precinct 1",President,,LIB,Chase Oliver,2,0,1,3
Manistee,"Springdale Township, Precinct 1",President,,LIB,Chase Oliver,2,0,0,2
Manistee,"Stronach Township, Precinct 1",President,,LIB,Chase Oliver,4,0,1,5
Manistee,"City of Manistee, Precinct 1",President,,UST,Randall Terry,1,1,1,3
Manistee,"City of Manistee, Precinct 2",President,,UST,Randall Terry,0,5,1,6
Manistee,"Arcadia Township, Precinct 1",President,,UST,Randall Terry,0,0,0,0
Manistee,"Bear Lake Township, Precinct 1",President,,UST,Randall Terry,2,0,0,2
Manistee,"Brown Township, Precinct 1",President,,UST,Randall Terry,1,0,0,1
Manistee,"Cleon Township, Precinct 1",President,,UST,Randall Terry,3,0,0,3
Manistee,"Dickson Township, Precinct 1",President,,UST,Randall Terry,1,0,0,1
Manistee,"Charter Township of Filer, Precinct 1",President,,UST,Randall Terry,0,0,0,0
Manistee,"Manistee Township, Precinct 1",President,,UST,Randall Terry,1,1,0,2
Manistee,"Maple Grove Township, Precinct 1",President,,UST,Randall Terry,4,0,0,4
Manistee,"Marilla Township, Precinct 1",President,,UST,Randall Terry,1,0,0,1
Manistee,"Norman Township, Precinct 1",President,,UST,Randall Terry,3,0,0,3
Manistee,"Onekama Township, Precinct 1",President,,UST,Randall Terry,0,0,0,0
Manistee,"Pleasanton Township, Precinct 1",President,,UST,Randall Terry,2,0,0,2
Manistee,"Springdale Township, Precinct 1",President,,UST,Randall Terry,1,0,0,1
Manistee,"Stronach Township, Precinct 1",President,,UST,Randall Terry,0,0,0,0
Manistee,"City of Manistee, Precinct 1",President,,GRN,Jill Stein,3,1,2,6
Manistee,"City of Manistee, Precinct 2",President,,GRN,Jill Stein,4,0,0,4
Manistee,"Arcadia Township, Precinct 1",President,,GRN,Jill Stein,1,0,0,1
Manistee,"Bear Lake Township, Precinct 1",President,,GRN,Jill Stein,3,0,0,3
Manistee,"Brown Township, Precinct 1",President,,GRN,Jill Stein,1,0,0,1
Manistee,"Cleon Township, Precinct 1",President,,GRN,Jill Stein,2,0,0,2
Manistee,"Dickson Township, Precinct 1",President,,GRN,Jill Stein,2,0,0,2
Manistee,"Charter Township of Filer, Precinct 1",President,,GRN,Jill Stein,3,1,3,7
Manistee,"Manistee Township, Precinct 1",President,,GRN,Jill Stein,1,3,1,5
Manistee,"Maple Grove Township, Precinct 1",President,,GRN,Jill Stein,2,0,1,3
Manistee,"Marilla Township, Precinct 1",President,,GRN,Jill Stein,0,0,0,0
Manistee,"Norman Township, Precinct 1",President,,GRN,Jill Stein,3,0,0,3
Manistee,"Onekama Township, Precinct 1",President,,GRN,Jill Stein,2,3,0,5
Manistee,"Pleasanton Township, Precinct 1",President,,GRN,Jill Stein,1,0,0,1
Manistee,"Springdale Township, Precinct 1",President,,GRN,Jill Stein,0,0,0,0
Manistee,"Stronach Township, Precinct 1",President,,GRN,Jill Stein,0,0,1,1
Manistee,"City of Manistee, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,2,3,2,7
Manistee,"City of Manistee, Precinct 2",President,,NLP,Robert F. Kennedy Jr.,2,8,0,10
Manistee,"Arcadia Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,1,0,0,1
Manistee,"Bear Lake Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,6,0,2,8
Manistee,"Brown Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,5,0,0,5
Manistee,"Cleon Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,5,0,0,5
Manistee,"Dickson Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,4,0,0,4
Manistee,"Charter Township of Filer, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,5,10,1,16
Manistee,"Manistee Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,7,4,1,12
Manistee,"Maple Grove Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,1,0,3,4
Manistee,"Marilla Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,0,0,0,0
Manistee,"Norman Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,3,0,0,3
Manistee,"Onekama Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,0,5,0,5
Manistee,"Pleasanton Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,4,0,0,4
Manistee,"Springdale Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,3,0,0,3
Manistee,"Stronach Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,3,0,0,3
Manistee,"City of Manistee, Precinct 1",President,,,Joseph Kishore,1,0,0,1
Manistee,"City of Manistee, Precinct 2",President,,,Joseph Kishore,0,0,0,0
Manistee,"Arcadia Township, Precinct 1",President,,,Joseph Kishore,0,,0,0
Manistee,"Bear Lake Township, Precinct 1",President,,,Joseph Kishore,0,,0,0
Manistee,"Brown Township, Precinct 1",President,,,Joseph Kishore,0,,0,0
Manistee,"Cleon Township, Precinct 1",President,,,Joseph Kishore,0,,0,0
Manistee,"Dickson Township, Precinct 1",President,,,Joseph Kishore,0,,0,0
Manistee,"Charter Township of Filer, Precinct 1",President,,,Joseph Kishore,0,0,0,0
Manistee,"Manistee Township, Precinct 1",President,,,Joseph Kishore,1,1,0,2
Manistee,"Maple Grove Township, Precinct 1",President,,,Joseph Kishore,0,,0,0
Manistee,"Marilla Township, Precinct 1",President,,,Joseph Kishore,0,,0,0
Manistee,"Norman Township, Precinct 1",President,,,Joseph Kishore,0,,0,0
Manistee,"Onekama Township, Precinct 1",President,,,Joseph Kishore,1,0,0,1
Manistee,"Pleasanton Township, Precinct 1",President,,,Joseph Kishore,1,,0,1
Manistee,"Springdale Township, Precinct 1",President,,,Joseph Kishore,0,,0,0
Manistee,"Stronach Township, Precinct 1",President,,,Joseph Kishore,0,,0,0
Manistee,"City of Manistee, Precinct 1",President,,,Cornel West,2,0,1,3
Manistee,"City of Manistee, Precinct 2",President,,,Cornel West,0,1,0,1
Manistee,"Arcadia Township, Precinct 1",President,,,Cornel West,0,,0,0
Manistee,"Bear Lake Township, Precinct 1",President,,,Cornel West,1,,0,1
Manistee,"Brown Township, Precinct 1",President,,,Cornel West,1,,0,1
Manistee,"Cleon Township, Precinct 1",President,,,Cornel West,0,,0,0
Manistee,"Dickson Township, Precinct 1",President,,,Cornel West,0,,0,0
Manistee,"Charter Township of Filer, Precinct 1",President,,,Cornel West,0,0,0,0
Manistee,"Manistee Township, Precinct 1",President,,,Cornel West,0,0,0,0
Manistee,"Maple Grove Township, Precinct 1",President,,,Cornel West,0,,0,0
Manistee,"Marilla Township, Precinct 1",President,,,Cornel West,1,,0,1
Manistee,"Norman Township, Precinct 1",President,,,Cornel West,0,,0,0
Manistee,"Onekama Township, Precinct 1",President,,,Cornel West,0,0,0,0
Manistee,"Pleasanton Township, Precinct 1",President,,,Cornel West,1,,0,1
Manistee,"Springdale Township, Precinct 1",President,,,Cornel West,0,,0,0
Manistee,"Stronach Township, Precinct 1",President,,,Cornel West,0,,0,0
Manistee,"City of Manistee, Precinct 1",President,,,Write-ins,1,4,0,5
Manistee,"City of Manistee, Precinct 2",President,,,Write-ins,0,1,0,1
Manistee,"Arcadia Township, Precinct 1",President,,,Write-ins,2,,0,2
Manistee,"Bear Lake Township, Precinct 1",President,,,Write-ins,2,,0,2
Manistee,"Brown Township, Precinct 1",President,,,Write-ins,0,,0,0
Manistee,"Cleon Township, Precinct 1",President,,,Write-ins,0,,0,0
Manistee,"Dickson Township, Precinct 1",President,,,Write-ins,2,,0,2
Manistee,"Charter Township of Filer, Precinct 1",President,,,Write-ins,1,2,0,3
Manistee,"Manistee Township, Precinct 1",President,,,Write-ins,0,0,1,1
Manistee,"Maple Grove Township, Precinct 1",President,,,Write-ins,1,,0,1
Manistee,"Marilla Township, Precinct 1",President,,,Write-ins,1,,0,1
Manistee,"Norman Township, Precinct 1",President,,,Write-ins,2,,0,2
Manistee,"Onekama Township, Precinct 1",President,,,Write-ins,0,0,0,0
Manistee,"Pleasanton Township, Precinct 1",President,,,Write-ins,5,,0,5
Manistee,"Springdale Township, Precinct 1",President,,,Write-ins,1,,0,1
Manistee,"Stronach Township, Precinct 1",President,,,Write-ins,1,,0,1
Manistee,"City of Manistee, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,196,577,151,924
Manistee,"City of Manistee, Precinct 2",U.S. Senate,,DEM,Elissa Slotkin,208,423,169,800
Manistee,"Arcadia Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,255,0,24,279
Manistee,"Bear Lake Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,324,0,48,372
Manistee,"Brown Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,140,0,30,170
Manistee,"Cleon Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,150,0,28,178
Manistee,"Dickson Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,161,0,34,195
Manistee,"Charter Township of Filer, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,190,416,101,707
Manistee,"Manistee Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,147,533,170,850
Manistee,"Maple Grove Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,199,0,63,262
Manistee,"Marilla Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,63,0,4,67
Manistee,"Norman Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,256,0,36,292
Manistee,"Onekama Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,305,145,62,512
Manistee,"Pleasanton Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,177,0,12,189
Manistee,"Springdale Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,156,0,17,173
Manistee,"Stronach Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,180,0,27,207
Manistee,"City of Manistee, Precinct 1",U.S. Senate,,REP,Mike Rogers,272,323,180,775
Manistee,"City of Manistee, Precinct 2",U.S. Senate,,REP,Mike Rogers,353,251,202,806
Manistee,"Arcadia Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,221,,29,250
Manistee,"Bear Lake Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,554,,132,686
Manistee,"Brown Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,231,,67,298
Manistee,"Cleon Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,313,,126,439
Manistee,"Dickson Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,302,,88,390
Manistee,"Charter Township of Filer, Precinct 1",U.S. Senate,,REP,Mike Rogers,358,249,256,863
Manistee,"Manistee Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,326,364,344,1034
Manistee,"Maple Grove Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,282,,179,461
