county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,mail
Otsego,"City of Gaylord, Ward 1, Precinct 1",Ballots Cast,,,,682,162,342,,178
Otsego,"City of Gaylord, Ward 1, Precinct 1",Straight Party,,DEM,Democraty Party,133,21,61,,51
Otsego,"City of Gaylord, Ward 1, Precinct 1",Straight Party,,REP,Republican Party,289,80,153,,56
Otsego,"City of Gaylord, Ward 1, Precinct 1",Straight Party,,LIB,Libertarian Party,2,1,1,,0
Otsego,"City of Gaylord, Ward 1, Precinct 1",Straight Party,,UST,U.S. Taxpayers Party,1,0,1,,0
Otsego,"City of Gaylord, Ward 1, Precinct 1",Straight Party,,GRN,Green Party,2,0,2,,0
Otsego,"City of Gaylord, Ward 1, Precinct 1",Straight Party,,WCP,Working Class Party,6,3,2,,1
Otsego,"City of Gaylord, Ward 1, Precinct 1",Straight Party,,NLP,Natural Law Party,0,0,0,,0
Otsego,"City of Gaylord, Ward 1, Precinct 1",Straight Party,,,Write-Ins,0,0,0,,0
Otsego,"City of Gaylord, Ward 1, Precinct 1",President,,DEM,Kamala D. Harris /,233,39,104,,90
Otsego,"City of Gaylord, Ward 1, Precinct 1",President,,REP,Donald J. Trump /,436,122,232,,82
Otsego,"City of Gaylord, Ward 1, Precinct 1",President,,LIB,Chase Oliver /,3,0,1,,2
Otsego,"City of Gaylord, Ward 1, Precinct 1",President,,UST,Randall Terry /,1,0,1,,0
Otsego,"City of Gaylord, Ward 1, Precinct 1",President,,GRN,Jill Stein /,1,0,1,,0
Otsego,"City of Gaylord, Ward 1, Precinct 1",President,,NLP,Robert F. Kennedy /,5,1,1,,3
Otsego,"City of Gaylord, Ward 1, Precinct 1",President,,NPA,Joseph Kishore /,0,0,0,,0
Otsego,"City of Gaylord, Ward 1, Precinct 1",President,,NPA,Cornel West /,1,0,1,,0
Otsego,"City of Gaylord, Ward 1, Precinct 1",President,,,Jay J. Bowman Qualified Write-In,0,0,0,,0
Otsego,"City of Gaylord, Ward 1, Precinct 1",President,,,Claudia De La Cruz Qualified Write-In,0,0,0,,0
Otsego,"City of Gaylord, Ward 1, Precinct 1",President,,,Cherunda Lynn Fox Qualified Write-In,0,0,0,,0
Otsego,"City of Gaylord, Ward 1, Precinct 1",President,,,Peter Sonski Qualified Write-In,0,0,0,,0
Otsego,"City of Gaylord, Ward 1, Precinct 1",President,,,Write-Ins,0,0,0,,0
Otsego,"City of Gaylord, Ward 1, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,241,40,108,,93
Otsego,"City of Gaylord, Ward 1, Precinct 1",U.S. Senate,,REP,Mike Rogers,409,118,211,,80
Otsego,"City of Gaylord, Ward 1, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,7,1,5,,1
Otsego,"City of Gaylord, Ward 1, Precinct 1",U.S. Senate,,UST,Dave Stein,9,1,7,,1
Otsego,"City of Gaylord, Ward 1, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,3,1,2,,0
Otsego,"City of Gaylord, Ward 1, Precinct 1",U.S. Senate,,NLP,Doug Dern,2,0,1,,1
Otsego,"City of Gaylord, Ward 1, Precinct 1",U.S. Senate,,,James Chapman Qualified Write-In,0,0,0,,0
Otsego,"City of Gaylord, Ward 1, Precinct 1",U.S. Senate,,,Marcus A. Irvine Qualified Write-In,0,0,0,,0
Otsego,"City of Gaylord, Ward 1, Precinct 1",U.S. Senate,,,Valerie Lee Willis Qualified Write-In,0,0,0,,0
Otsego,"City of Gaylord, Ward 1, Precinct 1",U.S. Senate,,,Write-Ins,1,0,1,,0
Otsego,"City of Gaylord, Ward 1, Precinct 1",U.S. House,1,DEM,Callie Barr,232,43,105,,84
Otsego,"City of Gaylord, Ward 1, Precinct 1",U.S. House,1,REP,Jack Bergman,407,114,209,,84
Otsego,"City of Gaylord, Ward 1, Precinct 1",U.S. House,1,LIB,Andrew Gale,9,1,7,,1
Otsego,"City of Gaylord, Ward 1, Precinct 1",U.S. House,1,WCP,Liz Hakola,20,3,12,,5
Otsego,"City of Gaylord, Ward 1, Precinct 1",U.S. House,1,,Write-Ins,0,0,0,,0
Otsego,"City of Gaylord, Ward 1, Precinct 1",State House,105,DEM,James Wojey,226,40,104,,82
Otsego,"City of Gaylord, Ward 1, Precinct 1",State House,105,REP,Ken Borton,432,118,225,,89
Otsego,"City of Gaylord, Ward 1, Precinct 1",State House,105,,Write-Ins,3,2,0,,1
Otsego,"City of Gaylord, Ward 1, Precinct 1",County Prosecuting Attorney,,REP,Michael A. Rola,509,136,268,,105
Otsego,"City of Gaylord, Ward 1, Precinct 1",County Prosecuting Attorney,,,Write-Ins,28,2,20,,6
Otsego,"City of Gaylord, Ward 1, Precinct 1",County Sheriff,,REP,Matthew J. Nowicki,528,137,279,,112
Otsego,"City of Gaylord, Ward 1, Precinct 1",County Sheriff,,,Write-Ins,22,2,14,,6
Otsego,"City of Gaylord, Ward 1, Precinct 1",County Clerk and Register of Deeds,,REP,Susan I. DeFeyter,518,137,275,,106
Otsego,"City of Gaylord, Ward 1, Precinct 1",County Clerk and Register of Deeds,,,Write-Ins,23,2,15,,6
Otsego,"City of Gaylord, Ward 1, Precinct 1",County Treasurer,,REP,Paula Wright,515,135,274,,106
Otsego,"City of Gaylord, Ward 1, Precinct 1",County Treasurer,,,Write-Ins,22,2,13,,7
Otsego,"City of Gaylord, Ward 1, Precinct 1",County Surveyor,,REP,Ronald Brand,514,133,274,,107
