county,precinct,office,district,party,candidate,election_day,early_voting,votes
Oscoda,"Mentor Township, Precinct 1",County Sheriff,,REP,Taylor Kann,397,112,509
Oscoda,"Mentor Township, Precinct 1",County Sheriff,,,Bradley Wymer,100,45,145
Oscoda,"Mentor Township, Precinct 1",County Sheriff,,,Write-ins,6,0,6
Oscoda,"Big Creek Township, Precinct 1",County Clerk/Register of Deeds,,REP,Libby Marsh,380,212,592
Oscoda,"Big Creek Township, Precinct 1",County Clerk/Register of Deeds,,,Jenny Blamer-Cronkright,1,0,1
Oscoda,"Big Creek Township, Precinct 1",County Clerk/Register of Deeds,,,Write-ins,2,4,6
Oscoda,"Big Creek Township, Precinct 2",County Clerk/Register of Deeds,,REP,Libby Marsh,448,294,742
Oscoda,"Big Creek Township, Precinct 2",County Clerk/Register of Deeds,,,Jenny Blamer-Cronkright,17,20,37
Oscoda,"Big Creek Township, Precinct 2",County Clerk/Register of Deeds,,,Write-ins,21,2,23
Oscoda,"Clinton Township, Precinct 1",County Clerk/Register of Deeds,,REP,Libby Marsh,214,35,249
Oscoda,"Clinton Township, Precinct 1",County Clerk/Register of Deeds,,,Jenny Blamer-Cronkright,6,1,7
Oscoda,"Clinton Township, Precinct 1",County Clerk/Register of Deeds,,,Write-ins,4,0,4
Oscoda,"Comins Township, Precinct 1",County Clerk/Register of Deeds,,REP,Libby Marsh,717,118,835
Oscoda,"Comins Township, Precinct 1",County Clerk/Register of Deeds,,,Jenny Blamer-Cronkright,16,0,16
Oscoda,"Comins Township, Precinct 1",County Clerk/Register of Deeds,,,Write-ins,10,8,18
Oscoda,"Elmer Township, Precinct 1",County Clerk/Register of Deeds,,REP,Libby Marsh,281,69,350
Oscoda,"Elmer Township, Precinct 1",County Clerk/Register of Deeds,,,Jenny Blamer-Cronkright,5,0,5
Oscoda,"Elmer Township, Precinct 1",County Clerk/Register of Deeds,,,Write-ins,6,3,9
Oscoda,"Greenwood Township, Precinct 1",County Clerk/Register of Deeds,,REP,Libby Marsh,551,74,625
Oscoda,"Greenwood Township, Precinct 1",County Clerk/Register of Deeds,,,Jenny Blamer-Cronkright,1,0,1
Oscoda,"Greenwood Township, Precinct 1",County Clerk/Register of Deeds,,,Write-ins,5,0,5
Oscoda,"Mentor Township, Precinct 1",County Clerk/Register of Deeds,,REP,Libby Marsh,439,138,577
Oscoda,"Mentor Township, Precinct 1",County Clerk/Register of Deeds,,,Jenny Blamer-Cronkright,14,1,15
Oscoda,"Mentor Township, Precinct 1",County Clerk/Register of Deeds,,,Write-ins,11,5,16
Oscoda,"Big Creek Township, Precinct 1",County Treasurer,,REP,William M. Kendall,384,217,601
Oscoda,"Big Creek Township, Precinct 1",County Treasurer,,,Write-ins,4,4,8
Oscoda,"Big Creek Township, Precinct 2",County Treasurer,,REP,William M. Kendall,486,318,804
Oscoda,"Big Creek Township, Precinct 2",County Treasurer,,,Write-ins,16,4,20
Oscoda,"Clinton Township, Precinct 1",County Treasurer,,REP,William M. Kendall,216,36,252
Oscoda,"Clinton Township, Precinct 1",County Treasurer,,,Write-ins,4,0,4
Oscoda,"Comins Township, Precinct 1",County Treasurer,,REP,William M. Kendall,744,121,865
Oscoda,"Comins Township, Precinct 1",County Treasurer,,,Write-ins,7,2,9
Oscoda,"Elmer Township, Precinct 1",County Treasurer,,REP,William M. Kendall,296,68,364
Oscoda,"Elmer Township, Precinct 1",County Treasurer,,,Write-ins,4,1,5
Oscoda,"Greenwood Township, Precinct 1",County Treasurer,,REP,William M. Kendall,556,74,630
Oscoda,"Greenwood Township, Precinct 1",County Treasurer,,,Write-ins,4,0,4
Oscoda,"Mentor Township, Precinct 1",County Treasurer,,REP,William M. Kendall,463,149,612
Oscoda,"Mentor Township, Precinct 1",County Treasurer,,,Write-ins,9,0,9
Oscoda,"Big Creek Township, Precinct 1",County Road Commissioner,,REP,Tom Siegler,383,214,597
Oscoda,"Big Creek Township, Precinct 1",County Road Commissioner,,,Write-ins,6,1,7
Oscoda,"Big Creek Township, Precinct 2",County Road Commissioner,,REP,Tom Siegler,467,302,769
Oscoda,"Big Creek Township, Precinct 2",County Road Commissioner,,,Write-ins,15,6,21
Oscoda,"Clinton Township, Precinct 1",County Road Commissioner,,REP,Tom Siegler,212,37,249
Oscoda,"Clinton Township, Precinct 1",County Road Commissioner,,,Write-ins,5,0,5
Oscoda,"Comins Township, Precinct 1",County Road Commissioner,,REP,Tom Siegler,742,118,860
Oscoda,"Comins Township, Precinct 1",County Road Commissioner,,,Write-ins,9,0,9
Oscoda,"Elmer Township, Precinct 1",County Road Commissioner,,REP,Tom Siegler,289,69,358
Oscoda,"Elmer Township, Precinct 1",County Road Commissioner,,,Write-ins,2,2,4
Oscoda,"Greenwood Township, Precinct 1",County Road Commissioner,,REP,Tom Siegler,548,75,623
Oscoda,"Greenwood Township, Precinct 1",County Road Commissioner,,,Write-ins,7,0,7
Oscoda,"Mentor Township, Precinct 1",County Road Commissioner,,REP,Tom Siegler,446,148,594
Oscoda,"Mentor Township, Precinct 1",County Road Commissioner,,,Write-ins,13,0,13
