county,office,district,party,first,last,votes
ALCONA,President,,DEM,,Uncommitted,26
ALCONA,President,,DEM,Roque,De La Fuente,1
ALCONA,President,,DEM,Bernie,Sanders,455
ALCONA,President,,DEM,Martin,O'Malley,5
ALCONA,President,,DEM,Hillary,Clinton,463
ALCONA,President,,REP,Donald,Trump,1111
ALCONA,President,,REP,Rick,Santorum,4
ALCONA,President,,REP,Marco,Rubio,138
ALCONA,President,,REP,Rand,Paul,8
ALCONA,President,,REP,George,Pataki,2
ALCONA,President,,REP,John,Kasich,340
ALCONA,President,,REP,Mike,Huckabee,2
ALCONA,President,,REP,Lindsey,Graham,0
ALCONA,President,,REP,Carly,Fiorina,4
ALCONA,President,,REP,Ted,Cruz,460
ALCONA,President,,REP,Chris,Christie,5
ALCONA,President,,REP,Ben,Carson,27
ALCONA,President,,REP,,Uncommitted,29
ALCONA,President,,REP,Jeb,Bush,13
ALCONA,President,,REP,Donald,Trump,1111
ALCONA,President,,DEM,Hillary,Clinton,463
ALCONA,President,,REP,,Uncommitted,29
ALCONA,President,,DEM,,Uncommitted,26
ALCONA,President,,DEM,Roque,De La Fuente,1
ALCONA,President,,REP,Jeb,Bush,13
ALCONA,President,,REP,Ben,Carson,27
ALCONA,President,,REP,Chris,Christie,5
ALCONA,President,,REP,Ted,Cruz,460
ALCONA,President,,REP,Carly,Fiorina,4
ALCONA,President,,REP,Lindsey,Graham,0
ALCONA,President,,DEM,Bernie,Sanders,455
ALCONA,President,,REP,Mike,Huckabee,2
ALCONA,President,,DEM,Martin,O'Malley,5
ALCONA,President,,REP,John,Kasich,340
ALCONA,President,,REP,George,Pataki,2
ALCONA,President,,REP,Rand,Paul,8
ALCONA,President,,REP,Marco,Rubio,138
ALCONA,President,,REP,Rick,Santorum,4
ALGER,President,,DEM,,Uncommitted,26
ALGER,President,,DEM,Roque,De La Fuente,1
ALGER,President,,DEM,Bernie,Sanders,622
ALGER,President,,DEM,Martin,O'Malley,3
ALGER,President,,DEM,Hillary,Clinton,384
ALGER,President,,REP,Donald,Trump,518
ALGER,President,,REP,Rick,Santorum,0
ALGER,President,,REP,Marco,Rubio,99
ALGER,President,,REP,,Uncommitted,19
ALGER,President,,REP,Rand,Paul,5
ALGER,President,,REP,Jeb,Bush,4
ALGER,President,,REP,George,Pataki,0
ALGER,President,,REP,John,Kasich,281
ALGER,President,,REP,Mike,Huckabee,4
ALGER,President,,REP,Lindsey,Graham,0
ALGER,President,,REP,Carly,Fiorina,1
ALGER,President,,REP,Ted,Cruz,318
ALGER,President,,REP,Chris,Christie,2
ALGER,President,,REP,Ben,Carson,20
ALGER,President,,DEM,Bernie,Sanders,622
ALGER,President,,DEM,Roque,De La Fuente,1
ALGER,President,,DEM,Martin,O'Malley,3
ALGER,President,,DEM,,Uncommitted,26
ALGER,President,,DEM,Hillary,Clinton,384
ALGER,President,,REP,,Uncommitted,19
ALGER,President,,REP,Rick,Santorum,0
ALGER,President,,REP,Marco,Rubio,99
ALGER,President,,REP,Rand,Paul,5
ALGER,President,,REP,George,Pataki,0
ALGER,President,,REP,John,Kasich,281
ALGER,President,,REP,Donald,Trump,518
ALGER,President,,REP,Mike,Huckabee,4
ALGER,President,,REP,Jeb,Bush,4
ALGER,President,,REP,Lindsey,Graham,0
ALGER,President,,REP,Carly,Fiorina,1
ALGER,President,,REP,Ted,Cruz,318
ALGER,President,,REP,Chris,Christie,2
ALGER,President,,REP,Ben,Carson,20
ALLEGAN,President,,DEM,,Uncommitted,142
ALLEGAN,President,,DEM,Roque,De La Fuente,8
ALLEGAN,President,,DEM,Bernie,Sanders,5569
ALLEGAN,President,,DEM,Martin,O'Malley,8
ALLEGAN,President,,DEM,Hillary,Clinton,3511
ALLEGAN,President,,REP,Donald,Trump,5337
ALLEGAN,President,,REP,Rick,Santorum,20
ALLEGAN,President,,REP,Marco,Rubio,1991
ALLEGAN,President,,REP,Rand,Paul,53
ALLEGAN,President,,REP,George,Pataki,6
ALLEGAN,President,,REP,John,Kasich,4658
ALLEGAN,President,,REP,Mike,Huckabee,39
ALLEGAN,President,,REP,Lindsey,Graham,6
ALLEGAN,President,,REP,Carly,Fiorina,15
ALLEGAN,President,,REP,Ted,Cruz,7556
ALLEGAN,President,,REP,Chris,Christie,36
ALLEGAN,President,,REP,Ben,Carson,364
ALLEGAN,President,,REP,,Uncommitted,240
ALLEGAN,President,,REP,Jeb,Bush,165
ALLEGAN,President,,REP,Ben,Carson,9
ALLEGAN,President,,REP,Chris,Christie,0
ALLEGAN,President,,REP,Ted,Cruz,110
ALLEGAN,President,,REP,Carly,Fiorina,1
ALLEGAN,President,,REP,Lindsey,Graham,0
ALLEGAN,President,,REP,Mike,Huckabee,3
ALLEGAN,President,,REP,John,Kasich,131
ALLEGAN,President,,REP,George,Pataki,0
ALLEGAN,President,,REP,Jeb,Bush,6
ALLEGAN,President,,REP,Rand,Paul,1
ALLEGAN,President,,REP,,Uncommitted,7
ALLEGAN,President,,REP,Marco,Rubio,74
ALLEGAN,President,,REP,Rick,Santorum,0
ALLEGAN,President,,REP,Donald,Trump,56
ALLEGAN,President,,DEM,Hillary,Clinton,78
ALLEGAN,President,,DEM,Martin,O'Malley,0
ALLEGAN,President,,DEM,Bernie,Sanders,101
ALLEGAN,President,,DEM,Roque,De La Fuente,0
ALLEGAN,President,,DEM,,Uncommitted,1
ALLEGAN,President,,REP,Ben,Carson,355
ALLEGAN,President,,REP,Chris,Christie,36
ALLEGAN,President,,REP,Ted,Cruz,7446
ALLEGAN,President,,REP,Carly,Fiorina,14
ALLEGAN,President,,REP,Lindsey,Graham,6
ALLEGAN,President,,REP,Mike,Huckabee,36
ALLEGAN,President,,REP,John,Kasich,4527
ALLEGAN,President,,REP,George,Pataki,6
ALLEGAN,President,,REP,Rand,Paul,52
ALLEGAN,President,,REP,Marco,Rubio,1917
ALLEGAN,President,,REP,Rick,Santorum,20
ALLEGAN,President,,REP,Donald,Trump,5281
ALLEGAN,President,,DEM,Hillary,Clinton,3433
ALLEGAN,President,,DEM,Martin,O'Malley,8
ALLEGAN,President,,DEM,Bernie,Sanders,5468
ALLEGAN,President,,DEM,Roque,De La Fuente,8
ALLEGAN,President,,DEM,,Uncommitted,141
ALLEGAN,President,,REP,Jeb,Bush,159
ALLEGAN,President,,REP,,Uncommitted,233
ALPENA,President,,DEM,,Uncommitted,26
ALPENA,President,,DEM,Roque,De La Fuente,4
ALPENA,President,,DEM,Bernie,Sanders,1347
ALPENA,President,,DEM,Martin,O'Malley,11
ALPENA,President,,DEM,Hillary,Clinton,1102
ALPENA,President,,REP,Donald,Trump,1885
ALPENA,President,,REP,Rick,Santorum,3
ALPENA,President,,REP,Marco,Rubio,318
ALPENA,President,,REP,,Uncommitted,35
ALPENA,President,,REP,Rand,Paul,16
ALPENA,President,,REP,Jeb,Bush,24
ALPENA,President,,REP,George,Pataki,3
ALPENA,President,,REP,John,Kasich,785
ALPENA,President,,REP,Mike,Huckabee,6
ALPENA,President,,REP,Lindsey,Graham,0
ALPENA,President,,REP,Carly,Fiorina,2
ALPENA,President,,REP,Ted,Cruz,1125
ALPENA,President,,REP,Chris,Christie,8
ALPENA,President,,REP,Ben,Carson,60
ALPENA,President,,DEM,,Uncommitted,26
ALPENA,President,,DEM,Roque,De La Fuente,4
ALPENA,President,,DEM,Bernie,Sanders,1347
ALPENA,President,,DEM,Martin,O'Malley,11
ALPENA,President,,DEM,Hillary,Clinton,1102
ALPENA,President,,REP,Donald,Trump,1885
ALPENA,President,,REP,Rick,Santorum,3
ALPENA,President,,REP,Marco,Rubio,318
ALPENA,President,,REP,Rand,Paul,16
ALPENA,President,,REP,George,Pataki,3
ALPENA,President,,REP,John,Kasich,785
ALPENA,President,,REP,,Uncommitted,35
ALPENA,President,,REP,Mike,Huckabee,6
ALPENA,President,,REP,Jeb,Bush,24
ALPENA,President,,REP,Lindsey,Graham,0
ALPENA,President,,REP,Carly,Fiorina,2
ALPENA,President,,REP,Ted,Cruz,1125
ALPENA,President,,REP,Chris,Christie,8
ALPENA,President,,REP,Ben,Carson,60
ANTRIM,President,,DEM,,Uncommitted,39
ANTRIM,President,,DEM,Roque,De La Fuente,0
ANTRIM,President,,DEM,Bernie,Sanders,1491
ANTRIM,President,,DEM,Martin,O'Malley,5
ANTRIM,President,,DEM,Hillary,Clinton,867
ANTRIM,President,,REP,Donald,Trump,1969
ANTRIM,President,,REP,Rick,Santorum,11
ANTRIM,President,,REP,Marco,Rubio,424
ANTRIM,President,,REP,,Uncommitted,65
ANTRIM,President,,REP,Rand,Paul,9
ANTRIM,President,,REP,Jeb,Bush,44
ANTRIM,President,,REP,George,Pataki,2
ANTRIM,President,,REP,John,Kasich,1025
ANTRIM,President,,REP,Mike,Huckabee,10
ANTRIM,President,,REP,Lindsey,Graham,4
ANTRIM,President,,REP,Carly,Fiorina,5
ANTRIM,President,,REP,Ted,Cruz,1201
ANTRIM,President,,REP,Chris,Christie,17
ANTRIM,President,,REP,Ben,Carson,91
ANTRIM,President,,DEM,,Uncommitted,39
ANTRIM,President,,DEM,Roque,De La Fuente,0
ANTRIM,President,,DEM,Bernie,Sanders,1491
ANTRIM,President,,DEM,Martin,O'Malley,5
ANTRIM,President,,DEM,Hillary,Clinton,867
ANTRIM,President,,REP,Donald,Trump,1969
ANTRIM,President,,REP,Rick,Santorum,11
ANTRIM,President,,REP,Marco,Rubio,424
ANTRIM,President,,REP,,Uncommitted,65
ANTRIM,President,,REP,Rand,Paul,9
ANTRIM,President,,REP,Jeb,Bush,44
ANTRIM,President,,REP,George,Pataki,2
ANTRIM,President,,REP,John,Kasich,1025
ANTRIM,President,,REP,Mike,Huckabee,10
ANTRIM,President,,REP,Lindsey,Graham,4
ANTRIM,President,,REP,Carly,Fiorina,5
ANTRIM,President,,REP,Ted,Cruz,1201
ANTRIM,President,,REP,Chris,Christie,17
ANTRIM,President,,REP,Ben,Carson,91
ARENAC,President,,DEM,,Uncommitted,24
ARENAC,President,,DEM,Roque,De La Fuente,3
ARENAC,President,,DEM,Bernie,Sanders,663
ARENAC,President,,DEM,Martin,O'Malley,5
ARENAC,President,,DEM,Hillary,Clinton,595
ARENAC,President,,REP,Donald,Trump,1141
ARENAC,President,,REP,Rick,Santorum,2
ARENAC,President,,REP,Marco,Rubio,178
ARENAC,President,,REP,,Uncommitted,32
ARENAC,President,,REP,Rand,Paul,4
ARENAC,President,,REP,Jeb,Bush,21
ARENAC,President,,REP,George,Pataki,0
ARENAC,President,,REP,John,Kasich,328
ARENAC,President,,REP,Mike,Huckabee,3
ARENAC,President,,REP,Lindsey,Graham,2
ARENAC,President,,REP,Carly,Fiorina,3
ARENAC,President,,REP,Ted,Cruz,472
ARENAC,President,,REP,Chris,Christie,4
ARENAC,President,,REP,Ben,Carson,34
ARENAC,President,,REP,Jeb,Bush,21
ARENAC,President,,REP,Ben,Carson,34
ARENAC,President,,REP,Chris,Christie,4
ARENAC,President,,REP,Ted,Cruz,472
ARENAC,President,,REP,Carly,Fiorina,3
ARENAC,President,,REP,Lindsey,Graham,2
ARENAC,President,,REP,Mike,Huckabee,3
ARENAC,President,,REP,John,Kasich,328
ARENAC,President,,REP,Rand,Paul,4
ARENAC,President,,REP,George,Pataki,0
ARENAC,President,,REP,Marco,Rubio,178
ARENAC,President,,REP,,Uncommitted,32
ARENAC,President,,DEM,,Uncommitted,24
ARENAC,President,,DEM,Roque,De La Fuente,3
ARENAC,President,,DEM,Bernie,Sanders,663
ARENAC,President,,DEM,Martin,O'Malley,5
ARENAC,President,,DEM,Hillary,Clinton,595
ARENAC,President,,REP,Donald,Trump,1141
ARENAC,President,,REP,Rick,Santorum,2
BARAGA,President,,DEM,,Uncommitted,25
BARAGA,President,,DEM,Roque,De La Fuente,0
BARAGA,President,,DEM,Bernie,Sanders,371
BARAGA,President,,DEM,Martin,O'Malley,3
BARAGA,President,,DEM,Hillary,Clinton,270
BARAGA,President,,REP,Donald,Trump,468
BARAGA,President,,REP,Rick,Santorum,2
BARAGA,President,,REP,Marco,Rubio,96
BARAGA,President,,REP,Rand,Paul,3
BARAGA,President,,REP,George,Pataki,1
BARAGA,President,,REP,John,Kasich,197
BARAGA,President,,REP,Mike,Huckabee,3
BARAGA,President,,REP,Lindsey,Graham,2
BARAGA,President,,REP,Carly,Fiorina,1
BARAGA,President,,REP,Ted,Cruz,239
BARAGA,President,,REP,Chris,Christie,1
BARAGA,President,,REP,Ben,Carson,19
BARAGA,President,,REP,,Uncommitted,17
BARAGA,President,,REP,Jeb,Bush,5
BARAGA,President,,DEM,,Uncommitted,25
BARAGA,President,,DEM,Roque,De La Fuente,0
BARAGA,President,,DEM,Bernie,Sanders,371
BARAGA,President,,DEM,Martin,O'Malley,3
BARAGA,President,,DEM,Hillary,Clinton,270
BARAGA,President,,REP,Donald,Trump,468
BARAGA,President,,REP,Rick,Santorum,2
BARAGA,President,,REP,Marco,Rubio,96
BARAGA,President,,REP,Rand,Paul,3
BARAGA,President,,REP,George,Pataki,1
BARAGA,President,,REP,John,Kasich,197
BARAGA,President,,REP,,Uncommitted,17
BARAGA,President,,REP,Mike,Huckabee,3
BARAGA,President,,REP,Jeb,Bush,5
BARAGA,President,,REP,Lindsey,Graham,2
BARAGA,President,,REP,Carly,Fiorina,1
BARAGA,President,,REP,Ted,Cruz,239
BARAGA,President,,REP,Chris,Christie,1
BARAGA,President,,REP,Ben,Carson,19
BARRY,President,,DEM,,Uncommitted,74
BARRY,President,,DEM,Roque,De La Fuente,2
BARRY,President,,DEM,Bernie,Sanders,3078
BARRY,President,,DEM,Martin,O'Malley,12
BARRY,President,,DEM,Hillary,Clinton,1736
BARRY,President,,REP,Donald,Trump,3478
BARRY,President,,REP,Rick,Santorum,13
BARRY,President,,REP,Marco,Rubio,875
BARRY,President,,REP,,Uncommitted,115
BARRY,President,,REP,Rand,Paul,33
BARRY,President,,REP,Jeb,Bush,85
BARRY,President,,REP,George,Pataki,2
BARRY,President,,REP,John,Kasich,2191
BARRY,President,,REP,Mike,Huckabee,25
BARRY,President,,REP,Lindsey,Graham,3
BARRY,President,,REP,Carly,Fiorina,6
BARRY,President,,REP,Ted,Cruz,3449
BARRY,President,,REP,Chris,Christie,38
BARRY,President,,REP,Ben,Carson,251
BARRY,President,,REP,Marco,Rubio,875
BARRY,President,,REP,Rick,Santorum,13
BARRY,President,,REP,Donald,Trump,3478
BARRY,President,,DEM,Hillary,Clinton,1736
BARRY,President,,DEM,Martin,O'Malley,12
BARRY,President,,DEM,Bernie,Sanders,3078
BARRY,President,,DEM,Roque,De La Fuente,2
BARRY,President,,DEM,,Uncommitted,74
BARRY,President,,REP,,Uncommitted,115
BARRY,President,,REP,Jeb,Bush,85
BARRY,President,,REP,Ben,Carson,251
BARRY,President,,REP,Chris,Christie,38
BARRY,President,,REP,Ted,Cruz,3449
BARRY,President,,REP,Carly,Fiorina,6
BARRY,President,,REP,Lindsey,Graham,3
BARRY,President,,REP,Mike,Huckabee,25
BARRY,President,,REP,John,Kasich,2191
BARRY,President,,REP,George,Pataki,2
BARRY,President,,REP,Rand,Paul,33
BAY,President,,DEM,,Uncommitted,555
BAY,President,,DEM,Roque,De La Fuente,16
BAY,President,,DEM,Bernie,Sanders,6363
BAY,President,,DEM,Martin,O'Malley,41
BAY,President,,DEM,Hillary,Clinton,5937
BAY,President,,REP,Donald,Trump,5738
BAY,President,,REP,Rick,Santorum,17
BAY,President,,REP,Marco,Rubio,1248
BAY,President,,REP,,Uncommitted,371
BAY,President,,REP,Rand,Paul,45
BAY,President,,REP,Jeb,Bush,127
BAY,President,,REP,George,Pataki,6
BAY,President,,REP,John,Kasich,2304
BAY,President,,REP,Mike,Huckabee,22
BAY,President,,REP,Lindsey,Graham,4
BAY,President,,REP,Carly,Fiorina,13
BAY,President,,REP,Ted,Cruz,3631
BAY,President,,REP,Chris,Christie,32
BAY,President,,REP,Ben,Carson,215
BAY,President,,REP,,Uncommitted,371
BAY,President,,REP,Chris,Christie,32
BAY,President,,REP,Ted,Cruz,3631
BAY,President,,REP,Carly,Fiorina,13
BAY,President,,REP,Lindsey,Graham,4
BAY,President,,REP,Mike,Huckabee,22
BAY,President,,REP,John,Kasich,2304
BAY,President,,REP,George,Pataki,6
BAY,President,,REP,Jeb,Bush,127
BAY,President,,REP,Rand,Paul,45
BAY,President,,REP,Ben,Carson,215
BAY,President,,REP,Marco,Rubio,1248
BAY,President,,REP,Rick,Santorum,17
BAY,President,,REP,Donald,Trump,5738
BAY,President,,DEM,Hillary,Clinton,5937
BAY,President,,DEM,Martin,O'Malley,41
BAY,President,,DEM,Bernie,Sanders,6363
BAY,President,,DEM,Roque,De La Fuente,16
BAY,President,,DEM,,Uncommitted,555
BENZIE,President,,DEM,,Uncommitted,43
BENZIE,President,,DEM,Roque,De La Fuente,0
BENZIE,President,,DEM,Bernie,Sanders,1650
BENZIE,President,,DEM,Martin,O'Malley,2
BENZIE,President,,DEM,Hillary,Clinton,853
BENZIE,President,,REP,Donald,Trump,1278
BENZIE,President,,REP,Rick,Santorum,7
BENZIE,President,,REP,Marco,Rubio,264
BENZIE,President,,REP,,Uncommitted,39
BENZIE,President,,REP,Rand,Paul,7
BENZIE,President,,REP,Jeb,Bush,23
BENZIE,President,,REP,George,Pataki,1
BENZIE,President,,REP,John,Kasich,674
BENZIE,President,,REP,Mike,Huckabee,7
BENZIE,President,,REP,Lindsey,Graham,2
BENZIE,President,,REP,Carly,Fiorina,4
BENZIE,President,,REP,Ted,Cruz,782
BENZIE,President,,REP,Chris,Christie,8
BENZIE,President,,REP,Ben,Carson,52
BENZIE,President,,DEM,,Uncommitted,43
BENZIE,President,,DEM,Roque,De La Fuente,0
BENZIE,President,,DEM,Bernie,Sanders,1650
BENZIE,President,,DEM,Martin,O'Malley,2
BENZIE,President,,DEM,Hillary,Clinton,853
BENZIE,President,,REP,Donald,Trump,1278
BENZIE,President,,REP,Rick,Santorum,7
BENZIE,President,,REP,Marco,Rubio,264
BENZIE,President,,REP,,Uncommitted,39
BENZIE,President,,REP,Rand,Paul,7
BENZIE,President,,REP,Jeb,Bush,23
BENZIE,President,,REP,George,Pataki,1
BENZIE,President,,REP,John,Kasich,674
BENZIE,President,,REP,Mike,Huckabee,7
BENZIE,President,,REP,Lindsey,Graham,2
BENZIE,President,,REP,Carly,Fiorina,4
BENZIE,President,,REP,Ted,Cruz,782
BENZIE,President,,REP,Chris,Christie,8
BENZIE,President,,REP,Ben,Carson,52
BERRIEN,President,,DEM,,Uncommitted,285
BERRIEN,President,,DEM,Roque,De La Fuente,9
BERRIEN,President,,DEM,Bernie,Sanders,5968
BERRIEN,President,,DEM,Martin,O'Malley,35
BERRIEN,President,,DEM,Hillary,Clinton,6698
BERRIEN,President,,REP,Donald,Trump,7891
BERRIEN,President,,REP,Rick,Santorum,35
BERRIEN,President,,REP,Marco,Rubio,2401
BERRIEN,President,,REP,,Uncommitted,525
BERRIEN,President,,REP,Rand,Paul,60
BERRIEN,President,,REP,Jeb,Bush,252
BERRIEN,President,,REP,George,Pataki,13
BERRIEN,President,,REP,John,Kasich,4289
BERRIEN,President,,REP,Mike,Huckabee,48
BERRIEN,President,,REP,Lindsey,Graham,8
BERRIEN,President,,REP,Carly,Fiorina,25
BERRIEN,President,,REP,Ted,Cruz,6635
BERRIEN,President,,REP,Chris,Christie,73
BERRIEN,President,,REP,Ben,Carson,481
BERRIEN,President,,DEM,Hillary,Clinton,6698
BERRIEN,President,,DEM,Bernie,Sanders,5968
BERRIEN,President,,DEM,Roque,De La Fuente,9
BERRIEN,President,,DEM,,Uncommitted,285
BERRIEN,President,,REP,,Uncommitted,525
BERRIEN,President,,DEM,Martin,O'Malley,35
BERRIEN,President,,REP,Jeb,Bush,252
BERRIEN,President,,REP,Ben,Carson,481
BERRIEN,President,,REP,Chris,Christie,73
BERRIEN,President,,REP,Ted,Cruz,6635
BERRIEN,President,,REP,Carly,Fiorina,25
BERRIEN,President,,REP,Lindsey,Graham,8
BERRIEN,President,,REP,Mike,Huckabee,48
BERRIEN,President,,REP,John,Kasich,4289
BERRIEN,President,,REP,George,Pataki,13
BERRIEN,President,,REP,Rand,Paul,60
BERRIEN,President,,REP,Marco,Rubio,2401
BERRIEN,President,,REP,Rick,Santorum,35
BERRIEN,President,,REP,Donald,Trump,7891
BRANCH,President,,DEM,,Uncommitted,59
BRANCH,President,,DEM,Roque,De La Fuente,5
BRANCH,President,,DEM,Bernie,Sanders,1246
BRANCH,President,,DEM,Martin,O'Malley,5
BRANCH,President,,DEM,Hillary,Clinton,1010
BRANCH,President,,REP,Donald,Trump,2455
BRANCH,President,,REP,Rick,Santorum,8
BRANCH,President,,REP,Marco,Rubio,482
BRANCH,President,,REP,,Uncommitted,114
BRANCH,President,,REP,Rand,Paul,12
BRANCH,President,,REP,Jeb,Bush,45
BRANCH,President,,REP,George,Pataki,6
BRANCH,President,,REP,John,Kasich,1244
BRANCH,President,,REP,Mike,Huckabee,24
BRANCH,President,,REP,Lindsey,Graham,3
BRANCH,President,,REP,Carly,Fiorina,4
BRANCH,President,,REP,Ted,Cruz,1535
BRANCH,President,,REP,Chris,Christie,11
BRANCH,President,,REP,Ben,Carson,123
BRANCH,President,,DEM,,Uncommitted,59
BRANCH,President,,REP,Jeb,Bush,45
BRANCH,President,,REP,Ben,Carson,123
BRANCH,President,,REP,Chris,Christie,11
BRANCH,President,,REP,Ted,Cruz,1535
BRANCH,President,,REP,Carly,Fiorina,4
BRANCH,President,,REP,Lindsey,Graham,3
BRANCH,President,,REP,Mike,Huckabee,24
BRANCH,President,,REP,,Uncommitted,114
BRANCH,President,,REP,John,Kasich,1244
BRANCH,President,,REP,Rand,Paul,12
BRANCH,President,,REP,George,Pataki,6
BRANCH,President,,DEM,Roque,De La Fuente,5
BRANCH,President,,DEM,Bernie,Sanders,1246
BRANCH,President,,DEM,Martin,O'Malley,5
BRANCH,President,,DEM,Hillary,Clinton,1010
BRANCH,President,,REP,Donald,Trump,2455
BRANCH,President,,REP,Rick,Santorum,8
BRANCH,President,,REP,Marco,Rubio,482
CALHOUN,President,,DEM,,Uncommitted,201
CALHOUN,President,,DEM,Roque,De La Fuente,12
CALHOUN,President,,DEM,Bernie,Sanders,5812
CALHOUN,President,,DEM,Martin,O'Malley,27
CALHOUN,President,,DEM,Hillary,Clinton,5231
CALHOUN,President,,REP,Donald,Trump,5800
CALHOUN,President,,REP,Rick,Santorum,27
CALHOUN,President,,REP,Marco,Rubio,1430
CALHOUN,President,,REP,,Uncommitted,221
CALHOUN,President,,REP,Rand,Paul,45
CALHOUN,President,,REP,Jeb,Bush,153
CALHOUN,President,,REP,George,Pataki,11
CALHOUN,President,,REP,John,Kasich,3321
CALHOUN,President,,REP,Mike,Huckabee,49
CALHOUN,President,,REP,Lindsey,Graham,6
CALHOUN,President,,REP,Carly,Fiorina,25
CALHOUN,President,,REP,Ted,Cruz,4446
CALHOUN,President,,REP,Chris,Christie,43
CALHOUN,President,,REP,Ben,Carson,346
CALHOUN,President,,DEM,Roque,De La Fuente,12
CALHOUN,President,,DEM,Bernie,Sanders,5812
CALHOUN,President,,DEM,Martin,O'Malley,27
CALHOUN,President,,DEM,Hillary,Clinton,5231
CALHOUN,President,,REP,Donald,Trump,5800
CALHOUN,President,,REP,Rick,Santorum,27
CALHOUN,President,,REP,Marco,Rubio,1430
CALHOUN,President,,REP,Rand,Paul,45
CALHOUN,President,,DEM,,Uncommitted,201
CALHOUN,President,,REP,,Uncommitted,221
CALHOUN,President,,REP,Chris,Christie,43
CALHOUN,President,,REP,Jeb,Bush,153
CALHOUN,President,,REP,Ben,Carson,346
CALHOUN,President,,REP,George,Pataki,11
CALHOUN,President,,REP,John,Kasich,3321
CALHOUN,President,,REP,Mike,Huckabee,49
CALHOUN,President,,REP,Lindsey,Graham,6
CALHOUN,President,,REP,Carly,Fiorina,25
CALHOUN,President,,REP,Ted,Cruz,4446
CASS,President,,DEM,,Uncommitted,69
CASS,President,,DEM,Roque,De La Fuente,3
CASS,President,,DEM,Bernie,Sanders,1684
CASS,President,,DEM,Martin,O'Malley,13
CASS,President,,DEM,Hillary,Clinton,1657
CASS,President,,REP,Donald,Trump,2859
CASS,President,,REP,Rick,Santorum,11
CASS,President,,REP,Marco,Rubio,566
CASS,President,,REP,,Uncommitted,92
CASS,President,,REP,Rand,Paul,22
CASS,President,,REP,Jeb,Bush,45
CASS,President,,REP,George,Pataki,6
CASS,President,,REP,John,Kasich,1048
CASS,President,,REP,Mike,Huckabee,18
CASS,President,,REP,Lindsey,Graham,3
CASS,President,,REP,Carly,Fiorina,5
CASS,President,,REP,Ted,Cruz,2470
CASS,President,,REP,Chris,Christie,25
CASS,President,,REP,Ben,Carson,116
CASS,President,,REP,Rand,Paul,22
CASS,President,,REP,Marco,Rubio,566
CASS,President,,REP,Rick,Santorum,11
CASS,President,,REP,Donald,Trump,2859
CASS,President,,DEM,Hillary,Clinton,1657
CASS,President,,DEM,Martin,O'Malley,13
CASS,President,,DEM,Bernie,Sanders,1684
CASS,President,,DEM,Roque,De La Fuente,3
CASS,President,,DEM,,Uncommitted,69
CASS,President,,REP,Jeb,Bush,45
CASS,President,,REP,,Uncommitted,92
CASS,President,,REP,Ben,Carson,116
CASS,President,,REP,Chris,Christie,25
CASS,President,,REP,Ted,Cruz,2470
CASS,President,,REP,Carly,Fiorina,5
CASS,President,,REP,Lindsey,Graham,3
CASS,President,,REP,Mike,Huckabee,18
CASS,President,,REP,John,Kasich,1048
CASS,President,,REP,George,Pataki,6
CHARLEVOIX,President,,REP,,Uncommitted,66
CHARLEVOIX,President,,REP,Jeb,Bush,35
CHARLEVOIX,President,,DEM,,Uncommitted,58
CHARLEVOIX,President,,DEM,Roque,De La Fuente,0
CHARLEVOIX,President,,DEM,Bernie,Sanders,1730
CHARLEVOIX,President,,DEM,Martin,O'Malley,10
CHARLEVOIX,President,,DEM,Hillary,Clinton,1044
CHARLEVOIX,President,,REP,Donald,Trump,1886
