county,office,district,party,last,first,middle,suffix,votes
OAKLAND,43rd District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,DEM,Villella,Ted,,,3410
OAKLAND,44th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,REP,Runestad,Jim,,,9613
OAKLAND,44th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,DEM,Venie,Mark,,,2906
OAKLAND,45th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,REP,Webber,Michael,,,6883
OAKLAND,45th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,DEM,Eickholdt,Immanuel,,,950
OAKLAND,45th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County,,DEM,Golden,Ted,,,2170
OAKLAND,46th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County (RECOUNT),,REP,Kent,Joe,,,6459
OAKLAND,46th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County (RECOUNT),,REP,Reilly,John,,,6474
OAKLAND,46th District Representative in State Legislature 2 Year Term (1) Position Files In OAKLAND County (RECOUNT),,DEM,Lillis,David,,,2940
LIVINGSTON,47th District Representative in State Legislature 2 Year Term (1) Position Files In LIVINGSTON County,,REP,Vaupel,Hank,,,8506
LIVINGSTON,47th District Representative in State Legislature 2 Year Term (1) Position Files In LIVINGSTON County,,DEM,Van Houten,Keith,,,1606
GENESEE,48th District Representative in State Legislature 2 Year Term (1) Position Files In GENESEE County,,REP,Reno,Joseph,,,2365
GENESEE,48th District Representative in State Legislature 2 Year Term (1) Position Files In GENESEE County,,DEM,Faris,Pam,,,7338
GENESEE,49th District Representative in State Legislature 2 Year Term (1) Position Files In GENESEE County,,REP,Baker,Jeremy,A.,,595
GENESEE,49th District Representative in State Legislature 2 Year Term (1) Position Files In GENESEE County,,REP,Duvendeck,Patrick,,,571
GENESEE,49th District Representative in State Legislature 2 Year Term (1) Position Files In GENESEE County,,DEM,Phelps,Phil,,,8003
GENESEE,50th District Representative in State Legislature 2 Year Term (1) Position Files In GENESEE County,,REP,Matheny,Michael,N.,,1975
GENESEE,50th District Representative in State Legislature 2 Year Term (1) Position Files In GENESEE County,,REP,Seal,Jackie,,,1118
GENESEE,50th District Representative in State Legislature 2 Year Term (1) Position Files In GENESEE County,,DEM,Freiberger,Raymond,R.,,2181
GENESEE,50th District Representative in State Legislature 2 Year Term (1) Position Files In GENESEE County,,DEM,Sneller,Tim,,,4537
GENESEE,51st District Representative in State Legislature 2 Year Term (1) Position,,REP,Graves,Joseph,,,3086
GENESEE,51st District Representative in State Legislature 2 Year Term (1) Position,,REP,Houston,Katherine,,,573
GENESEE,51st District Representative in State Legislature 2 Year Term (1) Position,,REP,Lauve,John,,,489
GENESEE,51st District Representative in State Legislature 2 Year Term (1) Position,,DEM,Bladzik,Ryan,,,4082
OAKLAND,51st District Representative in State Legislature 2 Year Term (1) Position,,REP,Graves,Joseph,,,1183
OAKLAND,51st District Representative in State Legislature 2 Year Term (1) Position,,REP,Houston,Katherine,,,308
OAKLAND,51st District Representative in State Legislature 2 Year Term (1) Position,,REP,Lauve,John,,,407
OAKLAND,51st District Representative in State Legislature 2 Year Term (1) Position,,DEM,Bladzik,Ryan,,,651
WASHTENAW,52nd District Representative in State Legislature 2 Year Term (1) Position Files In WASHTENAW County,,REP,Clark,Randy,,,5850
WASHTENAW,52nd District Representative in State Legislature 2 Year Term (1) Position Files In WASHTENAW County,,DEM,Fuller,Barbara,Ryan,,3312
WASHTENAW,52nd District Representative in State Legislature 2 Year Term (1) Position Files In WASHTENAW County,,DEM,Lasinski,Donna,,,3649
WASHTENAW,53rd District Representative in State Legislature 2 Year Term (1) Position Files In WASHTENAW County,,REP,Bissell,Samuel,,,825
WASHTENAW,53rd District Representative in State Legislature 2 Year Term (1) Position Files In WASHTENAW County,,DEM,Kwasny,Steven,,,1225
WASHTENAW,53rd District Representative in State Legislature 2 Year Term (1) Position Files In WASHTENAW County,,DEM,Rabhi,Yousef,,,7237
WASHTENAW,54th District Representative in State Legislature 2 Year Term (1) Position Files In WASHTENAW County,,REP,Jardine,Kevin,,,1372
WASHTENAW,54th District Representative in State Legislature 2 Year Term (1) Position Files In WASHTENAW County,,DEM,Brown,Anne,,,2189
WASHTENAW,54th District Representative in State Legislature 2 Year Term (1) Position Files In WASHTENAW County,,DEM,Cardenas,Lisa,,,953
WASHTENAW,54th District Representative in State Legislature 2 Year Term (1) Position Files In WASHTENAW County,,DEM,Krebaum,Bill,,,213
WASHTENAW,54th District Representative in State Legislature 2 Year Term (1) Position Files In WASHTENAW County,,DEM,Peoples,Gregory,A.,,1547
WASHTENAW,54th District Representative in State Legislature 2 Year Term (1) Position Files In WASHTENAW County,,DEM,Peterson,Ronnie,D.,,2940
WASHTENAW,54th District Representative in State Legislature 2 Year Term (1) Position Files In WASHTENAW County,,DEM,White,Michael,,,633
WASHTENAW,55th District Representative in State Legislature 2 Year Term (1) Position Files In WASHTENAW County,,REP,Baird,Bob,,,1830
WASHTENAW,55th District Representative in State Legislature 2 Year Term (1) Position Files In WASHTENAW County,,DEM,Zemke,Adam,F.,,7544
MONROE,56th District Representative in State Legislature 2 Year Term (1) Position Files In MONROE County,,REP,Sheppard,Jason,M.,,5446
MONROE,56th District Representative in State Legislature 2 Year Term (1) Position Files In MONROE County,,DEM,Redmond,Tom,,"Formerly: William Thomas Redmond, Jr.",3705
LENAWEE,57th District Representative in State Legislature 2 Year Term (1) Position Files In LENAWEE County,,REP,Cottrell,Jim,,,2253
LENAWEE,57th District Representative in State Legislature 2 Year Term (1) Position Files In LENAWEE County,,REP,Good,Brian,,,608
LENAWEE,57th District Representative in State Legislature 2 Year Term (1) Position Files In LENAWEE County,,REP,Kahle,Bronna,,,4929
LENAWEE,57th District Representative in State Legislature 2 Year Term (1) Position Files In LENAWEE County,,DEM,Schmidt,Harvey,,,1976
BRANCH,58th District Representative in State Legislature 2 Year Term (1) Position,,REP,Leutheuser,Eric,,,4211
BRANCH,58th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Hamaty,Mary,,,472
HILLSDALE,58th District Representative in State Legislature 2 Year Term (1) Position,,REP,Leutheuser,Eric,,,5906
HILLSDALE,58th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Hamaty,Mary,,,402
CASS,59th District Representative in State Legislature 2 Year Term (1) Position,,REP,Miller,Aaron,,,2688
CASS,59th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Higgins,Carol,L.,,520
ST. JOSEPH,59th District Representative in State Legislature 2 Year Term (1) Position,,REP,Miller,Aaron,,,4860
ST. JOSEPH,59th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Higgins,Carol,L.,,745
KALAMAZOO,60th District Representative in State Legislature 2 Year Term (1) Position Files In KALAMAZOO County,,REP,Ross,Alexander,,,1428
KALAMAZOO,60th District Representative in State Legislature 2 Year Term (1) Position Files In KALAMAZOO County,,DEM,Hoadley,Jon,,,5482
KALAMAZOO,61st District Representative in State Legislature 2 Year Term (1) Position Files In KALAMAZOO County,,REP,Iden,Brandt,,,4555
KALAMAZOO,61st District Representative in State Legislature 2 Year Term (1) Position Files In KALAMAZOO County,,DEM,Fisher,John,,,4020
CALHOUN,62nd District Representative in State Legislature 2 Year Term (1) Position Files In CALHOUN County,,REP,Bizon,John,,,4269
CALHOUN,62nd District Representative in State Legislature 2 Year Term (1) Position Files In CALHOUN County,,DEM,Haadsma,Jim,,,2939
CALHOUN,63rd District Representative in State Legislature 2 Year Term (1) Position,,REP,Maturen,David,C.,,3362
CALHOUN,63rd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Shiflea,Lynn,,,1059
KALAMAZOO,63rd District Representative in State Legislature 2 Year Term (1) Position,,REP,Maturen,David,C.,,2968
KALAMAZOO,63rd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Shiflea,Lynn,,,1638
JACKSON,64th District Representative in State Legislature 2 Year Term (1) Position Files In JACKSON County,,REP,Alexander,Julie,,,3479
JACKSON,64th District Representative in State Legislature 2 Year Term (1) Position Files In JACKSON County,,REP,Griffin,John,M.,,2256
JACKSON,64th District Representative in State Legislature 2 Year Term (1) Position Files In JACKSON County,,REP,Tripp,Phil,,,2491
JACKSON,64th District Representative in State Legislature 2 Year Term (1) Position Files In JACKSON County,,DEM,Bormuth,Peter,C.,,419
JACKSON,64th District Representative in State Legislature 2 Year Term (1) Position Files In JACKSON County,,DEM,Brooks,Ron,,,1240
EATON,65th District Representative in State Legislature 2 Year Term (1) Position,,REP,Commet,Robert,Paul,,114
EATON,65th District Representative in State Legislature 2 Year Term (1) Position,,REP,Roberts,Brett,,,911
EATON,65th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Cochran Toops,Val,,,65
EATON,65th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Johnson,Bonnie,,,369
JACKSON,65th District Representative in State Legislature 2 Year Term (1) Position,,REP,Commet,Robert,Paul,,1649
JACKSON,65th District Representative in State Legislature 2 Year Term (1) Position,,REP,Roberts,Brett,,,4069
JACKSON,65th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Cochran Toops,Val,,,314
JACKSON,65th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Johnson,Bonnie,,,1335
LENAWEE,65th District Representative in State Legislature 2 Year Term (1) Position,,REP,Commet,Robert,Paul,,77
LENAWEE,65th District Representative in State Legislature 2 Year Term (1) Position,,REP,Roberts,Brett,,,409
LENAWEE,65th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Cochran Toops,Val,,,19
LENAWEE,65th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Johnson,Bonnie,,,122
KALAMAZOO,66th District Representative in State Legislature 2 Year Term (1) Position,,REP,Griffin,Beth,,,1071
KALAMAZOO,66th District Representative in State Legislature 2 Year Term (1) Position,,REP,Kolich,Greg,,,190
KALAMAZOO,66th District Representative in State Legislature 2 Year Term (1) Position,,REP,Nilson,Matthew,T.,,337
KALAMAZOO,66th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Brown,Annie,,,524
KALAMAZOO,66th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Kerley,Dylan,,,63
VAN BUREN,66th District Representative in State Legislature 2 Year Term (1) Position,,REP,Griffin,Beth,,,4405
VAN BUREN,66th District Representative in State Legislature 2 Year Term (1) Position,,REP,Kolich,Greg,,,587
VAN BUREN,66th District Representative in State Legislature 2 Year Term (1) Position,,REP,Nilson,Matthew,T.,,2431
VAN BUREN,66th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Brown,Annie,,,1976
VAN BUREN,66th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Kerley,Dylan,,,239
INGHAM,67th District Representative in State Legislature 2 Year Term (1) Position Files In INGHAM County,,REP,Clark,Leon,R.,,3081
INGHAM,67th District Representative in State Legislature 2 Year Term (1) Position Files In INGHAM County,,REP,Ketchum,Jerry,,,2335
INGHAM,67th District Representative in State Legislature 2 Year Term (1) Position Files In INGHAM County,,DEM,Cochran,Tom,,,5407
INGHAM,67th District Representative in State Legislature 2 Year Term (1) Position Files In INGHAM County,,DEM,Findlay,Alec,,,820
INGHAM,68th District Representative in State Legislature 2 Year Term (1) Position Files In INGHAM County,,REP,Pilon,Randy,,,1857
INGHAM,68th District Representative in State Legislature 2 Year Term (1) Position Files In INGHAM County,,DEM,Davenport,Chris,G.,,760
INGHAM,68th District Representative in State Legislature 2 Year Term (1) Position Files In INGHAM County,,DEM,Nelson,Eric,,,707
INGHAM,68th District Representative in State Legislature 2 Year Term (1) Position Files In INGHAM County,,DEM,Schor,Andy,,,6388
INGHAM,69th District Representative in State Legislature 2 Year Term (1) Position Files In INGHAM County,,REP,Nastas,George,,,2737
INGHAM,69th District Representative in State Legislature 2 Year Term (1) Position Files In INGHAM County,,DEM,Singh,Sam,,,8142
GRATIOT,70th District Representative in State Legislature 2 Year Term (1) Position,,REP,Alexander,Gregory,S.,,67
GRATIOT,70th District Representative in State Legislature 2 Year Term (1) Position,,REP,Lower,James,A.,,827
GRATIOT,70th District Representative in State Legislature 2 Year Term (1) Position,,REP,Mulholland,L.,Charles,,208
GRATIOT,70th District Representative in State Legislature 2 Year Term (1) Position,,REP,Putansu,Jeremy,M.,,70
GRATIOT,70th District Representative in State Legislature 2 Year Term (1) Position,,REP,Reyburn,Dale,,,194
GRATIOT,70th District Representative in State Legislature 2 Year Term (1) Position,,REP,Van Kleeck,Michael,,,196
GRATIOT,70th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Hart,Ken,,,390
MONTCALM,70th District Representative in State Legislature 2 Year Term (1) Position,,REP,Alexander,Gregory,S.,,566
MONTCALM,70th District Representative in State Legislature 2 Year Term (1) Position,,REP,Lower,James,A.,,3327
MONTCALM,70th District Representative in State Legislature 2 Year Term (1) Position,,REP,Mulholland,L.,Charles,,1078
MONTCALM,70th District Representative in State Legislature 2 Year Term (1) Position,,REP,Putansu,Jeremy,M.,,233
MONTCALM,70th District Representative in State Legislature 2 Year Term (1) Position,,REP,Reyburn,Dale,,,893
MONTCALM,70th District Representative in State Legislature 2 Year Term (1) Position,,REP,Van Kleeck,Michael,,,1621
MONTCALM,70th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Hart,Ken,,,866
EATON,71st District Representative in State Legislature 2 Year Term (1) Position Files In EATON County,,REP,Barrett,Tom,,,6686
EATON,71st District Representative in State Legislature 2 Year Term (1) Position Files In EATON County,,DEM,Abed,Theresa,,,5202
ALLEGAN,72nd District Representative in State Legislature 2 Year Term (1) Position,,REP,Coughlin,Robert,D.,,147
ALLEGAN,72nd District Representative in State Legislature 2 Year Term (1) Position,,REP,Gallogly,Ryan,,,348
ALLEGAN,72nd District Representative in State Legislature 2 Year Term (1) Position,,REP,Hirsch,Bill,,,515
ALLEGAN,72nd District Representative in State Legislature 2 Year Term (1) Position,,REP,Johnson,Steven,,,1017
ALLEGAN,72nd District Representative in State Legislature 2 Year Term (1) Position,,REP,Noto,Tony,,,415
ALLEGAN,72nd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Cunningham,Dick,,,109
ALLEGAN,72nd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Shoemaker,Steve,,,237
KENT,72nd District Representative in State Legislature 2 Year Term (1) Position,,REP,Coughlin,Robert,D.,,499
KENT,72nd District Representative in State Legislature 2 Year Term (1) Position,,REP,Gallogly,Ryan,,,1207
KENT,72nd District Representative in State Legislature 2 Year Term (1) Position,,REP,Hirsch,Bill,,,852
KENT,72nd District Representative in State Legislature 2 Year Term (1) Position,,REP,Johnson,Steven,,,1240
KENT,72nd District Representative in State Legislature 2 Year Term (1) Position,,REP,Noto,Tony,,,1333
KENT,72nd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Cunningham,Dick,,,574
KENT,72nd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Shoemaker,Steve,,,986
KENT,73rd District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,REP,Afendoulis,Chris,,,9367
KENT,73rd District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,DEM,Havens,Deb,,,3227
KENT,74th District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,REP,Verheulen,Rob,,,7365
KENT,74th District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,DEM,Bigger,Robin,,,2087
KENT,75th District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,REP,Rossiter,Chad,C.,,1153
KENT,75th District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,DEM,LaGrand,David,,,3283
KENT,76th District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,REP,O'Neill,Casey,J.,,3351
KENT,76th District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,REP,Sheridan,Jeff,,,1318
KENT,76th District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,DEM,Brinks,Winnie,,,4389
KENT,77th District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,REP,Brann,Tommy,,,6752
KENT,77th District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,REP,Murin,Frank,,,756
KENT,77th District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,DEM,Knight,Dana,J.,,1792
BERRIEN,78th District Representative in State Legislature 2 Year Term (1) Position,,REP,Pagel,Dave,,,4216
BERRIEN,78th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Hill,Dean,E.,,1301
CASS,78th District Representative in State Legislature 2 Year Term (1) Position,,REP,Pagel,Dave,,,1741
CASS,78th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Hill,Dean,E.,,283
BERRIEN,79th District Representative in State Legislature 2 Year Term (1) Position Files In BERRIEN County,,REP,Arnt,Ryan,,,2957
BERRIEN,79th District Representative in State Legislature 2 Year Term (1) Position Files In BERRIEN County,,REP,Brown,Mary,E.,,490
BERRIEN,79th District Representative in State Legislature 2 Year Term (1) Position Files In BERRIEN County,,REP,LaSata,Kim,,,4856
BERRIEN,79th District Representative in State Legislature 2 Year Term (1) Position Files In BERRIEN County,,REP,Rolling,Troy,,,899
BERRIEN,79th District Representative in State Legislature 2 Year Term (1) Position Files In BERRIEN County,,DEM,Seats,Marletta,,,2465
ALLEGAN,80th District Representative in State Legislature 2 Year Term (1) Position Files In ALLEGAN County,,REP,Nobel,Abigail,,,2521
ALLEGAN,80th District Representative in State Legislature 2 Year Term (1) Position Files In ALLEGAN County,,REP,Whiteford,Mary,,,7278
ALLEGAN,80th District Representative in State Legislature 2 Year Term (1) Position Files In ALLEGAN County,,DEM,Andrysiak,John,,,2047
ST. CLAIR,81st District Representative in State Legislature 2 Year Term (1) Position Files In ST. CLAIR County,,REP,Lauwers,Dan,,,8623
ST. CLAIR,81st District Representative in State Legislature 2 Year Term (1) Position Files In ST. CLAIR County,,DEM,Sternberg,Stewart,,,2245
LAPEER,82nd District Representative in State Legislature 2 Year Term (1) Position Files In LAPEER County,,REP,Howell,Gary,,,11215
LAPEER,82nd District Representative in State Legislature 2 Year Term (1) Position Files In LAPEER County,,DEM,Guerrero DeLuca,Margaret,,,1928
ST. CLAIR,83rd District Representative in State Legislature 2 Year Term (1) Position,,REP,Faber,Justin,K.,,738
ST. CLAIR,83rd District Representative in State Legislature 2 Year Term (1) Position,,REP,Hernandez,Shane,,,2376
ST. CLAIR,83rd District Representative in State Legislature 2 Year Term (1) Position,,REP,Muxlow,Matt,,,1762
ST. CLAIR,83rd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Frank,Jim,,,1827
SANILAC,83rd District Representative in State Legislature 2 Year Term (1) Position,,REP,Faber,Justin,K.,,1788
SANILAC,83rd District Representative in State Legislature 2 Year Term (1) Position,,REP,Hernandez,Shane,,,2979
SANILAC,83rd District Representative in State Legislature 2 Year Term (1) Position,,REP,Muxlow,Matt,,,1785
SANILAC,83rd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Frank,Jim,,,678
HURON,84th District Representative in State Legislature 2 Year Term (1) Position,,REP,Canfield,Edward,J.,,4112
HURON,84th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Stadler,Chuck,,,135
HURON,84th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Wencel,James,L.,,430
TUSCOLA,84th District Representative in State Legislature 2 Year Term (1) Position,,REP,Canfield,Edward,J.,,4490
TUSCOLA,84th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Stadler,Chuck,,,611
TUSCOLA,84th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Wencel,James,L.,,775
SAGINAW,85th District Representative in State Legislature 2 Year Term (1) Position,,REP,Aue,Hartmann,Frederick,,119
SAGINAW,85th District Representative in State Legislature 2 Year Term (1) Position,,REP,Cottrell,Robert,,,142
SAGINAW,85th District Representative in State Legislature 2 Year Term (1) Position,,REP,Frederick,Ben,,,1168
SAGINAW,85th District Representative in State Legislature 2 Year Term (1) Position,,REP,Sode,George,,,34
SAGINAW,85th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Horvath,John,,,349
SAGINAW,85th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Karhoff,Anthony,David,,203
SAGINAW,85th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Surprenant,Joyce,,,291
SAGINAW,85th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Vincent,John,W.,,111
SHIAWASSEE,85th District Representative in State Legislature 2 Year Term (1) Position,,REP,Aue,Hartmann,Frederick,,1968
SHIAWASSEE,85th District Representative in State Legislature 2 Year Term (1) Position,,REP,Cottrell,Robert,,,564
SHIAWASSEE,85th District Representative in State Legislature 2 Year Term (1) Position,,REP,Frederick,Ben,,,4522
SHIAWASSEE,85th District Representative in State Legislature 2 Year Term (1) Position,,REP,Sode,George,,,249
SHIAWASSEE,85th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Horvath,John,,,762
SHIAWASSEE,85th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Karhoff,Anthony,David,,954
SHIAWASSEE,85th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Surprenant,Joyce,,,560
SHIAWASSEE,85th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Vincent,John,W.,,121
IONIA,86th District Representative in State Legislature 2 Year Term (1) Position,,REP,Albert,Thomas,A.,,807
IONIA,86th District Representative in State Legislature 2 Year Term (1) Position,,REP,Henry,Katherine,,,600
IONIA,86th District Representative in State Legislature 2 Year Term (1) Position,,REP,Johnson,Jeffrey,W.,,234
IONIA,86th District Representative in State Legislature 2 Year Term (1) Position,,REP,Lower,Bartholomew,J.,,494
IONIA,86th District Representative in State Legislature 2 Year Term (1) Position,,REP,VanderWerff,Matthew,,,82
IONIA,86th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Mason,Lynn,,,441
KENT,86th District Representative in State Legislature 2 Year Term (1) Position,,REP,Albert,Thomas,A.,,2486
KENT,86th District Representative in State Legislature 2 Year Term (1) Position,,REP,Henry,Katherine,,,1842
KENT,86th District Representative in State Legislature 2 Year Term (1) Position,,REP,Johnson,Jeffrey,W.,,2691
KENT,86th District Representative in State Legislature 2 Year Term (1) Position,,REP,Lower,Bartholomew,J.,,267
KENT,86th District Representative in State Legislature 2 Year Term (1) Position,,REP,VanderWerff,Matthew,,,962
KENT,86th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Mason,Lynn,,,1716
BARRY,87th District Representative in State Legislature 2 Year Term (1) Position,,REP,Calley,Julie,,,8937
BARRY,87th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Anderson,Eric,,,770
IONIA,87th District Representative in State Legislature 2 Year Term (1) Position,,REP,Calley,Julie,,,3566
IONIA,87th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Anderson,Eric,,,639
OTTAWA,88th District Representative in State Legislature 2 Year Term (1) Position Files In OTTAWA County,,REP,Victory,Roger,,,9898
OTTAWA,88th District Representative in State Legislature 2 Year Term (1) Position Files In OTTAWA County,,DEM,Nagy,Kim,,,1114
OTTAWA,89th District Representative in State Legislature 2 Year Term (1) Position Files In OTTAWA County,,REP,Hall,Brandon,M.,,872
OTTAWA,89th District Representative in State Legislature 2 Year Term (1) Position Files In OTTAWA County,,REP,Lilly,Jim,,,6720
OTTAWA,89th District Representative in State Legislature 2 Year Term (1) Position Files In OTTAWA County,,REP,Stille-Mulligan,Tracy,,,3335
OTTAWA,89th District Representative in State Legislature 2 Year Term (1) Position Files In OTTAWA County,,DEM,Meyer,Tim,,,2647
OTTAWA,90th District Representative in State Legislature 2 Year Term (1) Position Files In OTTAWA County,,REP,Estrada,Orlando,J.,,1666
OTTAWA,90th District Representative in State Legislature 2 Year Term (1) Position Files In OTTAWA County,,REP,Garcia,Daniela,,,8128
OTTAWA,90th District Representative in State Legislature 2 Year Term (1) Position Files In OTTAWA County,,DEM,Yedinak,Mary,M.,,2363
MUSKEGON,91st District Representative in State Legislature 2 Year Term (1) Position Files In MUSKEGON County,,REP,Hughes,Holly,,,4977
MUSKEGON,91st District Representative in State Legislature 2 Year Term (1) Position Files In MUSKEGON County,,DEM,Lamonte,Collene,,,7499
MUSKEGON,92nd District Representative in State Legislature 2 Year Term (1) Position Files In MUSKEGON County,,REP,Davis,Marshall,,,1189
MUSKEGON,92nd District Representative in State Legislature 2 Year Term (1) Position Files In MUSKEGON County,,REP,Eichorst,Gail,,,976
MUSKEGON,92nd District Representative in State Legislature 2 Year Term (1) Position Files In MUSKEGON County,,DEM,Mullally,Sean,,,3972
MUSKEGON,92nd District Representative in State Legislature 2 Year Term (1) Position Files In MUSKEGON County,,DEM,Sabo,Terry,J.,,4120
CLINTON,93rd District Representative in State Legislature 2 Year Term (1) Position,,REP,Leonard,Tom,,,5947
CLINTON,93rd District Representative in State Legislature 2 Year Term (1) Position,,REP,Truesdell,Charles,,,1613
CLINTON,93rd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Derke,Josh,,,2035
GRATIOT,93rd District Representative in State Legislature 2 Year Term (1) Position,,REP,Leonard,Tom,,,1568
GRATIOT,93rd District Representative in State Legislature 2 Year Term (1) Position,,REP,Truesdell,Charles,,,414
GRATIOT,93rd District Representative in State Legislature 2 Year Term (1) Position,,DEM,Derke,Josh,,,254
SAGINAW,94th District Representative in State Legislature 2 Year Term (1) Position Files In SAGINAW County,,REP,Kelly,Tim,,,4056
SAGINAW,94th District Representative in State Legislature 2 Year Term (1) Position Files In SAGINAW County,,DEM,Seamon,Kevin,C.,,5767
SAGINAW,95th District Representative in State Legislature 2 Year Term (1) Position Files In SAGINAW County,,REP,Tanner,Dorothy,,,893
SAGINAW,95th District Representative in State Legislature 2 Year Term (1) Position Files In SAGINAW County,,DEM,Guerra,Vanessa,,,6476
BAY,96th District Representative in State Legislature 2 Year Term (1) Position Files In BAY County (RECOUNT),,REP,Scholl,David,,,1585
BAY,96th District Representative in State Legislature 2 Year Term (1) Position Files In BAY County (RECOUNT),,DEM,DuFresne,Brian,J.,,1751
BAY,96th District Representative in State Legislature 2 Year Term (1) Position Files In BAY County (RECOUNT),,DEM,Elder,Brian,K.,,5974
BAY,96th District Representative in State Legislature 2 Year Term (1) Position Files In BAY County (RECOUNT),,DEM,Tilley,Donald,,,5061
ARENAC,97th District Representative in State Legislature 2 Year Term (1) Position,,REP,Gilmore,George,,,116
ARENAC,97th District Representative in State Legislature 2 Year Term (1) Position,,REP,Johnson,Brian,,,70
ARENAC,97th District Representative in State Legislature 2 Year Term (1) Position,,REP,Link,Jacob,,,567
ARENAC,97th District Representative in State Legislature 2 Year Term (1) Position,,REP,Wentworth,Jason,,,418
ARENAC,97th District Representative in State Legislature 2 Year Term (1) Position,,REP,Winarski,Thomas,L.,,70
ARENAC,97th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Corbett,Robert,C.,,297
ARENAC,97th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Townsend,Robert,,,399
CLARE,97th District Representative in State Legislature 2 Year Term (1) Position,,REP,Gilmore,George,,,485
CLARE,97th District Representative in State Legislature 2 Year Term (1) Position,,REP,Johnson,Brian,,,216
CLARE,97th District Representative in State Legislature 2 Year Term (1) Position,,REP,Link,Jacob,,,438
CLARE,97th District Representative in State Legislature 2 Year Term (1) Position,,REP,Wentworth,Jason,,,1501
CLARE,97th District Representative in State Legislature 2 Year Term (1) Position,,REP,Winarski,Thomas,L.,,288
CLARE,97th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Corbett,Robert,C.,,328
CLARE,97th District Representative in State Legislature 2 Year Term (1) Position,,DEM,Townsend,Robert,,,583
GLADWIN,97th District Representative in State Legislature 2 Year Term (1) Position,,REP,Gilmore,George,,,173
GLADWIN,97th District Representative in State Legislature 2 Year Term (1) Position,,REP,Johnson,Brian,,,119
