county,office,district,party,last,first,middle,votes
EATON,65th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Roberts,Brett,,589
EATON,65th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Stormont,James,,38
EATON,65th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Sutherby,Robert,James,113
EATON,65th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Johnson,Bonnie,J.,209
EATON,65th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Peterson,Ed,,173
JACKSON,65th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Calhoun,John,C.,1317
JACKSON,65th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Fulara,Dan,,81
JACKSON,65th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Moretz,Dale,,467
JACKSON,65th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Roberts,Brett,,1014
JACKSON,65th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Stormont,James,,1021
JACKSON,65th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Sutherby,Robert,James,1201
JACKSON,65th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Johnson,Bonnie,J.,1243
JACKSON,65th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Peterson,Ed,,882
LENAWEE,65th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Calhoun,John,C.,128
LENAWEE,65th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Fulara,Dan,,21
LENAWEE,65th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Moretz,Dale,,19
LENAWEE,65th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Roberts,Brett,,88
LENAWEE,65th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Stormont,James,,21
LENAWEE,65th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Sutherby,Robert,James,78
LENAWEE,65th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Johnson,Bonnie,J.,95
LENAWEE,65th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Peterson,Ed,,68
KALAMAZOO,66th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Nesbitt,Aric,,1007
KALAMAZOO,66th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Brown,Annie,,535
VAN BUREN,66th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Nesbitt,Aric,,4491
VAN BUREN,66th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Brown,Annie,,2210
INGHAM,67th District Representative in State Legislature 2 Year Term (1) Position Files In INGHAM County,,Republican,Hayhoe,John,L.,4700
INGHAM,67th District Representative in State Legislature 2 Year Term (1) Position Files In INGHAM County,,Democratic,Cochran,Tom,,4826
INGHAM,68th District Representative in State Legislature 2 Year Term (1) Position Files In INGHAM County,,Republican,Secaur,Rob,,2235
INGHAM,68th District Representative in State Legislature 2 Year Term (1) Position Files In INGHAM County,,Democratic,Schor,Andy,,5808
INGHAM,69th District Representative in State Legislature 2 Year Term (1) Position Files In INGHAM County,,Republican,Lambert,Frank,L.,2135
INGHAM,69th District Representative in State Legislature 2 Year Term (1) Position Files In INGHAM County,,Republican,Nastas III,George,,1155
INGHAM,69th District Representative in State Legislature 2 Year Term (1) Position Files In INGHAM County,,Republican,Vanderwoude,Gregory,,1
INGHAM,69th District Representative in State Legislature 2 Year Term (1) Position Files In INGHAM County,,Democratic,Singh,Sam,,6204
GRATIOT,70th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Outman,Rick,,955
GRATIOT,70th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Hart,Ken,,355
GRATIOT,70th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Hoisington,James,A.,214
MONTCALM,70th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Outman,Rick,,3750
MONTCALM,70th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Hart,Ken,,615
MONTCALM,70th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Hoisington,James,A.,924
EATON,71st District Representative in State Legislature 2 Year Term (1) Position Files In EATON County,,Republican,Barrett,Tom,,5516
EATON,71st District Representative in State Legislature 2 Year Term (1) Position Files In EATON County,,Democratic,Abed,Theresa,,4209
ALLEGAN,72nd District Representative in State Legislature 2 Year Term (1) Position,,Republican,Hudson,Gabe,,653
ALLEGAN,72nd District Representative in State Legislature 2 Year Term (1) Position,,Republican,Yonker,Ken,,1337
ALLEGAN,72nd District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Hamulic,Kemal,,380
KENT,72nd District Representative in State Legislature 2 Year Term (1) Position,,Republican,Hudson,Gabe,,1790
KENT,72nd District Representative in State Legislature 2 Year Term (1) Position,,Republican,Yonker,Ken,,4441
KENT,72nd District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Hamulic,Kemal,,1599
KENT,73rd District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,Republican,Afendoulis,Chris,,5071
KENT,73rd District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,Republican,Decker,John,A.,1602
KENT,73rd District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,Republican,Downs,Brian,,210
KENT,73rd District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,Republican,Middleton,Brady,A.,393
KENT,73rd District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,Republican,Norton,Tom,,1032
KENT,73rd District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,Republican,"Pfaff, Jr.",Frank,A.,2791
KENT,73rd District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,Republican,Regan,Robert,J.,2940
KENT,73rd District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,Democratic,Polonowski,Mary,,2914
KENT,74th District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,Republican,VerHeulen,Rob,,8364
KENT,74th District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,Democratic,Erdman,Richard,,2634
KENT,75th District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,Republican,Lohrstorfer,John,,2004
KENT,75th District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,Democratic,Dillon,Brandon,,2740
KENT,76th District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,Republican,Allard,Keith,,3297
KENT,76th District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,Republican,DeJonge,Donijo,,3809
KENT,76th District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,Republican,Milanowski,Stan,A.,1604
KENT,76th District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,Democratic,Brinks,Winnie,,3918
KENT,77th District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,Republican,Hooker,Tom,,6889
KENT,77th District Representative in State Legislature 2 Year Term (1) Position Files In KENT County,,Democratic,Hanselman,Jessica,,2010
BERRIEN,78th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Pagel,Dave,,3497
BERRIEN,78th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Walker,Jim,,1102
BERRIEN,78th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Shields,Cartier,,1110
CASS,78th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Pagel,Dave,,851
CASS,78th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Walker,Jim,,305
CASS,78th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Shields,Cartier,,275
BERRIEN,79th District Representative in State Legislature 2 Year Term (1) Position Files In BERRIEN County,,Republican,Duran,Cindy,,3022
BERRIEN,79th District Representative in State Legislature 2 Year Term (1) Position Files In BERRIEN County,,Republican,Pscholka,Al,,5755
BERRIEN,79th District Representative in State Legislature 2 Year Term (1) Position Files In BERRIEN County,,Democratic,Lester,Eric,,2112
ALLEGAN,80th District Representative in State Legislature 2 Year Term (1) Position Files In ALLEGAN County,,Republican,Brink,Randy,,427
ALLEGAN,80th District Representative in State Legislature 2 Year Term (1) Position Files In ALLEGAN County,,Republican,Gamrat,Cindy,,3924
ALLEGAN,80th District Representative in State Legislature 2 Year Term (1) Position Files In ALLEGAN County,,Republican,Schulz,Stephen,A.,2462
ALLEGAN,80th District Representative in State Legislature 2 Year Term (1) Position Files In ALLEGAN County,,Republican,Whiteford,Mary,,2798
ALLEGAN,80th District Representative in State Legislature 2 Year Term (1) Position Files In ALLEGAN County,,Democratic,Parker,Geoff,,2218
ST. CLAIR,81st District Representative in State Legislature 2 Year Term (1) Position Files In ST. CLAIR County,,Republican,Lauwers,Dan,,6534
ST. CLAIR,81st District Representative in State Legislature 2 Year Term (1) Position Files In ST. CLAIR County,,Democratic,Licata,Bernardo,,3628
LAPEER,82nd District Representative in State Legislature 2 Year Term (1) Position Files In LAPEER County,,Republican,Courser,Todd,,3477
LAPEER,82nd District Representative in State Legislature 2 Year Term (1) Position Files In LAPEER County,,Republican,Hunsanger,Jacob,,1593
LAPEER,82nd District Representative in State Legislature 2 Year Term (1) Position Files In LAPEER County,,Republican,Peabody,Jan,,3126
LAPEER,82nd District Representative in State Legislature 2 Year Term (1) Position Files In LAPEER County,,Republican,Smith,Sharna,,1239
LAPEER,82nd District Representative in State Legislature 2 Year Term (1) Position Files In LAPEER County,,Democratic,Eickholdt,Immanuel,,562
LAPEER,82nd District Representative in State Legislature 2 Year Term (1) Position Files In LAPEER County,,Democratic,Guerrero DeLuca,Margaret,,2326
ST. CLAIR,83rd District Representative in State Legislature 2 Year Term (1) Position,,Republican,Muxlow,Paul,,2351
ST. CLAIR,83rd District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Middleton,Marcus,,2015
SANILAC,83rd District Representative in State Legislature 2 Year Term (1) Position,,Republican,Muxlow,Paul,,3401
SANILAC,83rd District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Middleton,Marcus,,1062
HURON,84th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Boehmer,Curtis,J.,422
HURON,84th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Canfield,Edward,J.,1709
HURON,84th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Damrow,Kurt,,746
HURON,84th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Grimshaw,Dan,,209
HURON,84th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Jobe,Marlene,,662
HURON,84th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Wassa,Tom,,370
HURON,84th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Wencel,James,L.,1045
HURON,84th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Badger,Richard,,358
HURON,84th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Jaroch,David,J.,1076
TUSCOLA,84th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Boehmer,Curtis,J.,285
TUSCOLA,84th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Canfield,Edward,J.,1530
TUSCOLA,84th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Damrow,Kurt,,416
TUSCOLA,84th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Grimshaw,Dan,,1179
TUSCOLA,84th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Jobe,Marlene,,166
TUSCOLA,84th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Wassa,Tom,,915
TUSCOLA,84th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Wencel,James,L.,835
TUSCOLA,84th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Badger,Richard,,783
TUSCOLA,84th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Jaroch,David,J.,877
SAGINAW,85th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Glardon,Ben,,1705
SAGINAW,85th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Sode,George,,378
SAGINAW,85th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Braidwood,Annie,Dignan,1226
SHIAWASSEE,85th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Glardon,Ben,,4837
SHIAWASSEE,85th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Sode,George,,972
SHIAWASSEE,85th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Braidwood,Annie,Dignan,3079
IONIA,86th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Lyons,Lisa,Posthumus,996
IONIA,86th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Rigas,Angela,,355
IONIA,86th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Mason,Lynn,S.,538
KENT,86th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Lyons,Lisa,Posthumus,6496
KENT,86th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Rigas,Angela,,2714
KENT,86th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Mason,Lynn,S.,1417
BARRY,87th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Callton,Mike,,5602
BARRY,87th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Brehm,Jordan,,1370
IONIA,87th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Callton,Mike,,2735
IONIA,87th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Brehm,Jordan,,808
OTTAWA,88th District Representative in State Legislature 2 Year Term (1) Position Files In OTTAWA County,,Republican,Victory,Roger,,10583
OTTAWA,88th District Representative in State Legislature 2 Year Term (1) Position Files In OTTAWA County,,Democratic,Gwasdacus,Janice,,2078
OTTAWA,89th District Representative in State Legislature 2 Year Term (1) Position Files In OTTAWA County,,Republican,Price,Amanda,,6372
OTTAWA,89th District Representative in State Legislature 2 Year Term (1) Position Files In OTTAWA County,,Republican,Wiedenhoeft,Matthew,,2113
OTTAWA,89th District Representative in State Legislature 2 Year Term (1) Position Files In OTTAWA County,,Democratic,Bergman,Don,,2518
OTTAWA,90th District Representative in State Legislature 2 Year Term (1) Position Files In OTTAWA County,,Republican,Garcia,Daniela,,4092
OTTAWA,90th District Representative in State Legislature 2 Year Term (1) Position Files In OTTAWA County,,Republican,Harmsen,Bob,,705
OTTAWA,90th District Representative in State Legislature 2 Year Term (1) Position Files In OTTAWA County,,Republican,Haveman,Geoff,,2465
OTTAWA,90th District Representative in State Legislature 2 Year Term (1) Position Files In OTTAWA County,,Republican,Holtrop,Jim,,318
OTTAWA,90th District Representative in State Legislature 2 Year Term (1) Position Files In OTTAWA County,,Republican,Kroll,David,,551
OTTAWA,90th District Representative in State Legislature 2 Year Term (1) Position Files In OTTAWA County,,Democratic,Haspas,James,,1109
MUSKEGON,91st District Representative in State Legislature 2 Year Term (1) Position Files In MUSKEGON County,,Republican,Erb,Kevin,,759
MUSKEGON,91st District Representative in State Legislature 2 Year Term (1) Position Files In MUSKEGON County,,Republican,Hughes,Holly,,3543
MUSKEGON,91st District Representative in State Legislature 2 Year Term (1) Position Files In MUSKEGON County,,Republican,Riekse,Max,,900
MUSKEGON,91st District Representative in State Legislature 2 Year Term (1) Position Files In MUSKEGON County,,Democratic,Lamonte,Collene,,3567
MUSKEGON,92nd District Representative in State Legislature 2 Year Term (1) Position Files In MUSKEGON County,,Republican,Berman,Ken,,2281
MUSKEGON,92nd District Representative in State Legislature 2 Year Term (1) Position Files In MUSKEGON County,,Democratic,Hovey-Wright,Marcia,,3170
CLINTON,93rd District Representative in State Legislature 2 Year Term (1) Position,,Republican,Leonard,Tom,,5954
CLINTON,93rd District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Derke,Josh,,2599
GRATIOT,93rd District Representative in State Legislature 2 Year Term (1) Position,,Republican,Leonard,Tom,,1392
GRATIOT,93rd District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Derke,Josh,,620
SAGINAW,94th District Representative in State Legislature 2 Year Term (1) Position Files In SAGINAW County,,Republican,Kelly,Tim,,9913
SAGINAW,94th District Representative in State Legislature 2 Year Term (1) Position Files In SAGINAW County,,Democratic,Mosca,Vincent,J.,5556
SAGINAW,95th District Representative in State Legislature 2 Year Term (1) Position Files In SAGINAW County,,Republican,Haskins,Jordan,,2108
SAGINAW,95th District Representative in State Legislature 2 Year Term (1) Position Files In SAGINAW County,,Democratic,Braddock,Norman,C.,2912
SAGINAW,95th District Representative in State Legislature 2 Year Term (1) Position Files In SAGINAW County,,Democratic,Guerra,Vanessa,,4085
BAY,96th District Representative in State Legislature 2 Year Term (1) Position Files In BAY County,,Republican,Jaime,Carlos,,4027
BAY,96th District Representative in State Legislature 2 Year Term (1) Position Files In BAY County,,Democratic,Brunner,Charles,M.,5723
ARENAC,97th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Johnson,Joel,,1052
ARENAC,97th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Lightfoot,Mark,,673
CLARE,97th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Johnson,Joel,,2188
CLARE,97th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Lightfoot,Mark,,810
GLADWIN,97th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Johnson,Joel,,2227
GLADWIN,97th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Lightfoot,Mark,,995
OSCEOLA,97th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Johnson,Joel,,1167
OSCEOLA,97th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Lightfoot,Mark,,295
BAY,98th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Glenn,Gary,,1017
BAY,98th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Ieuter,Karl,,586
BAY,98th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Brausch,Joan,M.,1148
MIDLAND,98th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Glenn,Gary,,5022
MIDLAND,98th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Ieuter,Karl,,5122
MIDLAND,98th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Brausch,Joan,M.,1472
ISABELLA,99th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Cotter,Kevin,,2639
ISABELLA,99th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Mielke,Bryan,,1401
MIDLAND,99th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Cotter,Kevin,,1584
MIDLAND,99th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Mielke,Bryan,,450
LAKE,100th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Bumstead,Jon,,805
LAKE,100th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Balcom,Mark,Edmund,312
LAKE,100th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Valko,Bill,,304
NEWAYGO,100th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Bumstead,Jon,,3666
NEWAYGO,100th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Balcom,Mark,Edmund,621
NEWAYGO,100th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Valko,Bill,,390
OCEANA,100th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Bumstead,Jon,,2491
OCEANA,100th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Balcom,Mark,Edmund,506
OCEANA,100th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Valko,Bill,,215
BENZIE,101st District Representative in State Legislature 2 Year Term (1) Position,,Republican,Franz,Ray,A.,1672
BENZIE,101st District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Stobie,Tom,,989
LEELANAU,101st District Representative in State Legislature 2 Year Term (1) Position,,Republican,Franz,Ray,A.,2488
LEELANAU,101st District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Stobie,Tom,,1230
MANISTEE,101st District Representative in State Legislature 2 Year Term (1) Position,,Republican,Franz,Ray,A.,1777
MANISTEE,101st District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Stobie,Tom,,1435
MASON,101st District Representative in State Legislature 2 Year Term (1) Position,,Republican,Franz,Ray,A.,2935
MASON,101st District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Stobie,Tom,,1399
MECOSTA,102nd District Representative in State Legislature 2 Year Term (1) Position,,Republican,Higgs,James,,1187
MECOSTA,102nd District Representative in State Legislature 2 Year Term (1) Position,,Republican,Potvin,Phil,,2149
MECOSTA,102nd District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Ruggles,John,B.,993
OSCEOLA,102nd District Representative in State Legislature 2 Year Term (1) Position,,Republican,Higgs,James,,429
OSCEOLA,102nd District Representative in State Legislature 2 Year Term (1) Position,,Republican,Potvin,Phil,,937
OSCEOLA,102nd District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Ruggles,John,B.,303
WEXFORD,102nd District Representative in State Legislature 2 Year Term (1) Position,,Republican,Higgs,James,,951
WEXFORD,102nd District Representative in State Legislature 2 Year Term (1) Position,,Republican,Potvin,Phil,,2156
WEXFORD,102nd District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Ruggles,John,B.,769
CRAWFORD,103rd District Representative in State Legislature 2 Year Term (1) Position,,Republican,Rendon,Bruce,R.,1038
CRAWFORD,103rd District Representative in State Legislature 2 Year Term (1) Position,,Republican,Ryan,Dave,,444
CRAWFORD,103rd District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Cromwell,James,,502
KALKASKA,103rd District Representative in State Legislature 2 Year Term (1) Position,,Republican,Rendon,Bruce,R.,1247
KALKASKA,103rd District Representative in State Legislature 2 Year Term (1) Position,,Republican,Ryan,Dave,,571
KALKASKA,103rd District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Cromwell,James,,837
MISSAUKEE,103rd District Representative in State Legislature 2 Year Term (1) Position,,Republican,Rendon,Bruce,R.,1694
MISSAUKEE,103rd District Representative in State Legislature 2 Year Term (1) Position,,Republican,Ryan,Dave,,316
MISSAUKEE,103rd District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Cromwell,James,,420
OGEMAW,103rd District Representative in State Legislature 2 Year Term (1) Position,,Republican,Rendon,Bruce,R.,1494
OGEMAW,103rd District Representative in State Legislature 2 Year Term (1) Position,,Republican,Ryan,Dave,,555
OGEMAW,103rd District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Cromwell,James,,1247
ROSCOMMON,103rd District Representative in State Legislature 2 Year Term (1) Position,,Republican,Rendon,Bruce,R.,2569
ROSCOMMON,103rd District Representative in State Legislature 2 Year Term (1) Position,,Republican,Ryan,Dave,,906
ROSCOMMON,103rd District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Cromwell,James,,1545
GD. TRAVERSE,104th District Representative in State Legislature 2 Year Term (1) Position Files In GD. TRAVERSE County,,Republican,Callahan,Jamie,,1606
GD. TRAVERSE,104th District Representative in State Legislature 2 Year Term (1) Position Files In GD. TRAVERSE County,,Republican,Hentschel,Robert,D.,2298
GD. TRAVERSE,104th District Representative in State Legislature 2 Year Term (1) Position Files In GD. TRAVERSE County,,Republican,Hinton,Ken,,288
GD. TRAVERSE,104th District Representative in State Legislature 2 Year Term (1) Position Files In GD. TRAVERSE County,,Republican,Inman,Larry,C.,2430
GD. TRAVERSE,104th District Representative in State Legislature 2 Year Term (1) Position Files In GD. TRAVERSE County,,Republican,Lundy,Matt,,280
GD. TRAVERSE,104th District Representative in State Legislature 2 Year Term (1) Position Files In GD. TRAVERSE County,,Republican,Renny,Karen,,1112
GD. TRAVERSE,104th District Representative in State Legislature 2 Year Term (1) Position Files In GD. TRAVERSE County,,Republican,Vore,Beau,,1265
GD. TRAVERSE,104th District Representative in State Legislature 2 Year Term (1) Position Files In GD. TRAVERSE County,,Republican,Wunsch,Isaiah,,2205
GD. TRAVERSE,104th District Representative in State Legislature 2 Year Term (1) Position Files In GD. TRAVERSE County,,Democratic,Coffia,Betsy,,3139
GD. TRAVERSE,104th District Representative in State Legislature 2 Year Term (1) Position Files In GD. TRAVERSE County,,Democratic,Larcom,Penny,M.,667
ANTRIM,105th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Cole,Triston,,2728
ANTRIM,105th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Cutler,Tony,,883
ANTRIM,105th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Vickory,Michael,,215
ANTRIM,105th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Calo,Jay,,736
CHARLEVOIX,105th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Cole,Triston,,2160
CHARLEVOIX,105th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Cutler,Tony,,2070
CHARLEVOIX,105th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Vickory,Michael,,336
CHARLEVOIX,105th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Calo,Jay,,1159
MONTMORENCY,105th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Cole,Triston,,740
MONTMORENCY,105th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Cutler,Tony,,173
MONTMORENCY,105th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Vickory,Michael,,137
MONTMORENCY,105th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Calo,Jay,,450
OSCODA,105th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Cole,Triston,,750
OSCODA,105th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Cutler,Tony,,174
OSCODA,105th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Vickory,Michael,,140
OSCODA,105th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Calo,Jay,,283
OTSEGO,105th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Cole,Triston,,2249
OTSEGO,105th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Cutler,Tony,,732
OTSEGO,105th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Vickory,Michael,,313
OTSEGO,105th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Calo,Jay,,1062
ALCONA,106th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Pettalia,Peter,,1071
ALCONA,106th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Curley,Rozanne,,104
ALCONA,106th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Kennedy,Robert,,499
ALCONA,106th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,McKenzie,Scot,R.,173
ALPENA,106th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Pettalia,Peter,,1896
ALPENA,106th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Curley,Rozanne,,136
ALPENA,106th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Kennedy,Robert,,664
ALPENA,106th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,McKenzie,Scot,R.,1083
CHEBOYGAN,106th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Pettalia,Peter,,1558
CHEBOYGAN,106th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Curley,Rozanne,,173
CHEBOYGAN,106th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Kennedy,Robert,,274
CHEBOYGAN,106th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,McKenzie,Scot,R.,216
IOSCO,106th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Pettalia,Peter,,1826
IOSCO,106th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Curley,Rozanne,,416
IOSCO,106th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Kennedy,Robert,,1151
IOSCO,106th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,McKenzie,Scot,R.,350
PRESQUE ISLE,106th District Representative in State Legislature 2 Year Term (1) Position,,Republican,Pettalia,Peter,,1240
PRESQUE ISLE,106th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Curley,Rozanne,,116
PRESQUE ISLE,106th District Representative in State Legislature 2 Year Term (1) Position,,Democratic,Kennedy,Robert,,416
