county,precinct,office,district,party,candidates,votes
Alcona,City Harrisville,President,,REP,Uncommitted,0
Alcona,Alcona Twp,President,,DEM,Joe Biden,90
Alcona,Caledonia Twp,President,,DEM,Joe Biden,99
Alcona,Curtis Twp,President,,DEM,Joe Biden,76
Alcona,Greenbush Twp,President,,DEM,Joe Biden,107
Alcona,Gustin Twp,President,,DEM,Joe Biden,40
Alcona,Harrisville Twp,President,,DEM,Joe Biden,94
Alcona,Hawes Twp,President,,DEM,Joe Biden,52
Alcona,Haynes Twp,President,,DEM,Joe Biden,51
Alcona,Mikado Twp,President,,DEM,Joe Biden,28
Alcona,Millen Twp,President,,DEM,Joe Biden,41
Alcona,Mitchell Twp,President,,DEM,Joe Biden,18
Alcona,City Harrisville,President,,DEM,Joe Biden,46
Alcona,Alcona Twp,President,,DEM,Michael R. Bloomberg,14
Alcona,Caledonia Twp,President,,DEM,Michael R. Bloomberg,4
Alcona,Curtis Twp,President,,DEM,Michael R. Bloomberg,8
Alcona,Greenbush Twp,President,,DEM,Michael R. Bloomberg,17
Alcona,Gustin Twp,President,,DEM,Michael R. Bloomberg,0
Alcona,Harrisville Twp,President,,DEM,Michael R. Bloomberg,5
Alcona,Hawes Twp,President,,DEM,Michael R. Bloomberg,2
Alcona,Haynes Twp,President,,DEM,Michael R. Bloomberg,2
Alcona,Mikado Twp,President,,DEM,Michael R. Bloomberg,4
Alcona,Millen Twp,President,,DEM,Michael R. Bloomberg,3
Alcona,Mitchell Twp,President,,DEM,Michael R. Bloomberg,1
Alcona,City Harrisville,President,,DEM,Michael R. Bloomberg,1
Alcona,Alcona Twp,President,,DEM,Cory Booker,0
Alcona,Caledonia Twp,President,,DEM,Cory Booker,0
Alcona,Curtis Twp,President,,DEM,Cory Booker,1
Alcona,Greenbush Twp,President,,DEM,Cory Booker,0
Alcona,Gustin Twp,President,,DEM,Cory Booker,0
Alcona,Harrisville Twp,President,,DEM,Cory Booker,0
Alcona,Hawes Twp,President,,DEM,Cory Booker,0
Alcona,Haynes Twp,President,,DEM,Cory Booker,0
Alcona,Mikado Twp,President,,DEM,Cory Booker,0
Alcona,Millen Twp,President,,DEM,Cory Booker,0
Alcona,Mitchell Twp,President,,DEM,Cory Booker,0
Alcona,City Harrisville,President,,DEM,Cory Booker,0
Alcona,Alcona Twp,President,,DEM,Pete Buttigieg,1
Alcona,Caledonia Twp,President,,DEM,Pete Buttigieg,0
Alcona,Curtis Twp,President,,DEM,Pete Buttigieg,0
Alcona,Greenbush Twp,President,,DEM,Pete Buttigieg,2
Alcona,Gustin Twp,President,,DEM,Pete Buttigieg,0
Alcona,Harrisville Twp,President,,DEM,Pete Buttigieg,1
Alcona,Hawes Twp,President,,DEM,Pete Buttigieg,0
Alcona,Haynes Twp,President,,DEM,Pete Buttigieg,0
Alcona,Mikado Twp,President,,DEM,Pete Buttigieg,0
Alcona,Millen Twp,President,,DEM,Pete Buttigieg,2
Alcona,Mitchell Twp,President,,DEM,Pete Buttigieg,0
Alcona,City Harrisville,President,,DEM,Pete Buttigieg,0
Alcona,Alcona Twp,President,,DEM,Julian Castro,0
Alcona,Caledonia Twp,President,,DEM,Julian Castro,0
Alcona,Curtis Twp,President,,DEM,Julian Castro,0
Alcona,Greenbush Twp,President,,DEM,Julian Castro,0
Alcona,Gustin Twp,President,,DEM,Julian Castro,0
Alcona,Harrisville Twp,President,,DEM,Julian Castro,0
Alcona,Hawes Twp,President,,DEM,Julian Castro,0
Alcona,Haynes Twp,President,,DEM,Julian Castro,0
Alcona,Mikado Twp,President,,DEM,Julian Castro,0
Alcona,Millen Twp,President,,DEM,Julian Castro,0
Alcona,Mitchell Twp,President,,DEM,Julian Castro,0
Alcona,City Harrisville,President,,DEM,Julian Castro,0
Alcona,Alcona Twp,President,,DEM,John Delaney,0
Alcona,Caledonia Twp,President,,DEM,John Delaney,0
Alcona,Curtis Twp,President,,DEM,John Delaney,1
Alcona,Greenbush Twp,President,,DEM,John Delaney,0
Alcona,Gustin Twp,President,,DEM,John Delaney,0
Alcona,Harrisville Twp,President,,DEM,John Delaney,1
Alcona,Hawes Twp,President,,DEM,John Delaney,1
Alcona,Haynes Twp,President,,DEM,John Delaney,0
Alcona,Mikado Twp,President,,DEM,John Delaney,0
Alcona,Millen Twp,President,,DEM,John Delaney,0
Alcona,Mitchell Twp,President,,DEM,John Delaney,0
Alcona,City Harrisville,President,,DEM,John Delaney,0
Alcona,Alcona Twp,President,,DEM,Tulsi Gabbard,1
Alcona,Caledonia Twp,President,,DEM,Tulsi Gabbard,2
Alcona,Curtis Twp,President,,DEM,Tulsi Gabbard,0
Alcona,Greenbush Twp,President,,DEM,Tulsi Gabbard,0
Alcona,Gustin Twp,President,,DEM,Tulsi Gabbard,0
Alcona,Harrisville Twp,President,,DEM,Tulsi Gabbard,3
Alcona,Hawes Twp,President,,DEM,Tulsi Gabbard,2
Alcona,Haynes Twp,President,,DEM,Tulsi Gabbard,2
Alcona,Mikado Twp,President,,DEM,Tulsi Gabbard,1
Alcona,Millen Twp,President,,DEM,Tulsi Gabbard,0
Alcona,Mitchell Twp,President,,DEM,Tulsi Gabbard,1
Alcona,City Harrisville,President,,DEM,Tulsi Gabbard,0
Alcona,Alcona Twp,President,,DEM,Amy Klobuchar,0
Alcona,Caledonia Twp,President,,DEM,Amy Klobuchar,1
Alcona,Curtis Twp,President,,DEM,Amy Klobuchar,0
Alcona,Greenbush Twp,President,,DEM,Amy Klobuchar,0
Alcona,Gustin Twp,President,,DEM,Amy Klobuchar,0
Alcona,Harrisville Twp,President,,DEM,Amy Klobuchar,1
Alcona,Hawes Twp,President,,DEM,Amy Klobuchar,1
Alcona,Haynes Twp,President,,DEM,Amy Klobuchar,1
Alcona,Mikado Twp,President,,DEM,Amy Klobuchar,0
Alcona,Millen Twp,President,,DEM,Amy Klobuchar,0
Alcona,Mitchell Twp,President,,DEM,Amy Klobuchar,0
Alcona,City Harrisville,President,,DEM,Amy Klobuchar,0
Alcona,Alcona Twp,President,,DEM,Bernie Sanders,38
Alcona,Caledonia Twp,President,,DEM,Bernie Sanders,29
Alcona,Curtis Twp,President,,DEM,Bernie Sanders,48
Alcona,Greenbush Twp,President,,DEM,Bernie Sanders,42
Alcona,Gustin Twp,President,,DEM,Bernie Sanders,9
Alcona,Harrisville Twp,President,,DEM,Bernie Sanders,30
Alcona,Hawes Twp,President,,DEM,Bernie Sanders,22
Alcona,Haynes Twp,President,,DEM,Bernie Sanders,24
Alcona,Mikado Twp,President,,DEM,Bernie Sanders,29
Alcona,Millen Twp,President,,DEM,Bernie Sanders,7
Alcona,Mitchell Twp,President,,DEM,Bernie Sanders,7
Alcona,City Harrisville,President,,DEM,Bernie Sanders,22
Alcona,Alcona Twp,President,,DEM,Joe Sestak,0
Alcona,Caledonia Twp,President,,DEM,Joe Sestak,0
Alcona,Curtis Twp,President,,DEM,Joe Sestak,0
Alcona,Greenbush Twp,President,,DEM,Joe Sestak,0
Alcona,Gustin Twp,President,,DEM,Joe Sestak,0
Alcona,Harrisville Twp,President,,DEM,Joe Sestak,0
Alcona,Hawes Twp,President,,DEM,Joe Sestak,0
Alcona,Haynes Twp,President,,DEM,Joe Sestak,0
Alcona,Mikado Twp,President,,DEM,Joe Sestak,0
Alcona,Millen Twp,President,,DEM,Joe Sestak,0
Alcona,Mitchell Twp,President,,DEM,Joe Sestak,0
Alcona,City Harrisville,President,,DEM,Joe Sestak,0
Alcona,Alcona Twp,President,,DEM,Tom Steyer,2
Alcona,Caledonia Twp,President,,DEM,Tom Steyer,0
Alcona,Curtis Twp,President,,DEM,Tom Steyer,0
Alcona,Greenbush Twp,President,,DEM,Tom Steyer,0
Alcona,Gustin Twp,President,,DEM,Tom Steyer,0
Alcona,Harrisville Twp,President,,DEM,Tom Steyer,0
Alcona,Hawes Twp,President,,DEM,Tom Steyer,0
Alcona,Haynes Twp,President,,DEM,Tom Steyer,0
Alcona,Mikado Twp,President,,DEM,Tom Steyer,0
Alcona,Millen Twp,President,,DEM,Tom Steyer,1
Alcona,Mitchell Twp,President,,DEM,Tom Steyer,0
Alcona,City Harrisville,President,,DEM,Tom Steyer,0
Alcona,Alcona Twp,President,,DEM,Elizabeth Warren,0
Alcona,Caledonia Twp,President,,DEM,Elizabeth Warren,1
Alcona,Curtis Twp,President,,DEM,Elizabeth Warren,2
Alcona,Greenbush Twp,President,,DEM,Elizabeth Warren,5
Alcona,Gustin Twp,President,,DEM,Elizabeth Warren,0
Alcona,Harrisville Twp,President,,DEM,Elizabeth Warren,5
Alcona,Hawes Twp,President,,DEM,Elizabeth Warren,1
Alcona,Haynes Twp,President,,DEM,Elizabeth Warren,2
Alcona,Mikado Twp,President,,DEM,Elizabeth Warren,0
Alcona,Millen Twp,President,,DEM,Elizabeth Warren,0
Alcona,Mitchell Twp,President,,DEM,Elizabeth Warren,0
Alcona,City Harrisville,President,,DEM,Elizabeth Warren,0
Alcona,Alcona Twp,President,,DEM,Marianne Williamson,0
Alcona,Caledonia Twp,President,,DEM,Marianne Williamson,0
Alcona,Curtis Twp,President,,DEM,Marianne Williamson,0
Alcona,Greenbush Twp,President,,DEM,Marianne Williamson,0
Alcona,Gustin Twp,President,,DEM,Marianne Williamson,0
Alcona,Harrisville Twp,President,,DEM,Marianne Williamson,1
Alcona,Hawes Twp,President,,DEM,Marianne Williamson,0
Alcona,Haynes Twp,President,,DEM,Marianne Williamson,0
Alcona,Mikado Twp,President,,DEM,Marianne Williamson,0
Alcona,Millen Twp,President,,DEM,Marianne Williamson,0
Alcona,Mitchell Twp,President,,DEM,Marianne Williamson,0
Alcona,City Harrisville,President,,DEM,Marianne Williamson,0
Alcona,Alcona Twp,President,,DEM,Andrew Yang,0
Alcona,Caledonia Twp,President,,DEM,Andrew Yang,0
Alcona,Curtis Twp,President,,DEM,Andrew Yang,0
Alcona,Greenbush Twp,President,,DEM,Andrew Yang,0
Alcona,Gustin Twp,President,,DEM,Andrew Yang,0
Alcona,Harrisville Twp,President,,DEM,Andrew Yang,0
Alcona,Hawes Twp,President,,DEM,Andrew Yang,0
Alcona,Haynes Twp,President,,DEM,Andrew Yang,0
Alcona,Mikado Twp,President,,DEM,Andrew Yang,0
Alcona,Millen Twp,President,,DEM,Andrew Yang,0
Alcona,Mitchell Twp,President,,DEM,Andrew Yang,0
Alcona,City Harrisville,President,,DEM,Andrew Yang,0
Alcona,Alcona Twp,President,,DEM,Michael Bennet,0
Alcona,Caledonia Twp,President,,DEM,Michael Bennet,1
Alcona,Curtis Twp,President,,DEM,Michael Bennet,0
Alcona,Greenbush Twp,President,,DEM,Michael Bennet,0
Alcona,Gustin Twp,President,,DEM,Michael Bennet,0
Alcona,Harrisville Twp,President,,DEM,Michael Bennet,0
Alcona,Hawes Twp,President,,DEM,Michael Bennet,0
Alcona,Haynes Twp,President,,DEM,Michael Bennet,0
Alcona,Mikado Twp,President,,DEM,Michael Bennet,0
Alcona,Millen Twp,President,,DEM,Michael Bennet,0
Alcona,Mitchell Twp,President,,DEM,Michael Bennet,0
Alcona,City Harrisville,President,,DEM,Michael Bennet,0
Alcona,Alcona Twp,President,,DEM,Uncommitted,0
Alcona,Caledonia Twp,President,,DEM,Uncommitted,0
Alcona,Curtis Twp,President,,DEM,Uncommitted,6
Alcona,Greenbush Twp,President,,DEM,Uncommitted,4
Alcona,Gustin Twp,President,,DEM,Uncommitted,1
Alcona,Harrisville Twp,President,,DEM,Uncommitted,1
Alcona,Hawes Twp,President,,DEM,Uncommitted,1
Alcona,Haynes Twp,President,,DEM,Uncommitted,1
Alcona,Mikado Twp,President,,DEM,Uncommitted,1
Alcona,Millen Twp,President,,DEM,Uncommitted,0
Alcona,Mitchell Twp,President,,DEM,Uncommitted,0
Alcona,City Harrisville,President,,DEM,Uncommitted,0
