county,precinct,office,district,candidate,party,absentee,election_day,votes
Macomb,CLINTON TOWNSHIP 06,Secretary of State,,Benson,DEM,291,258,549
Macomb,CLINTON TOWNSHIP 06,Secretary of State,,Karamo,REP,63,174,237
Macomb,CLINTON TOWNSHIP 06,Secretary of State,,Hutchinson Jr.,GRN,1,1,2
Macomb,CLINTON TOWNSHIP 07,Secretary of State,,Ballots Cast,,,,1009
Macomb,CLINTON TOWNSHIP 07,Secretary of State,,Schwartz,UST,2,3,5
Macomb,CLINTON TOWNSHIP 07,Secretary of State,,Stempfle,LIB,2,7,9
Macomb,CLINTON TOWNSHIP 07,Secretary of State,,Benson,DEM,320,228,548
Macomb,CLINTON TOWNSHIP 07,Secretary of State,,Karamo,REP,140,276,416
Macomb,CLINTON TOWNSHIP 07,Secretary of State,,Hutchinson Jr.,GRN,0,0,0
Macomb,CLINTON TOWNSHIP 08,Secretary of State,,Ballots Cast,,,,1455
Macomb,CLINTON TOWNSHIP 08,Secretary of State,,Schwartz,UST,4,3,7
Macomb,CLINTON TOWNSHIP 08,Secretary of State,,Stempfle,LIB,5,13,18
Macomb,CLINTON TOWNSHIP 08,Secretary of State,,Benson,DEM,515,314,829
Macomb,CLINTON TOWNSHIP 08,Secretary of State,,Karamo,REP,218,349,567
Macomb,CLINTON TOWNSHIP 08,Secretary of State,,Hutchinson Jr.,GRN,2,4,6
Macomb,CLINTON TOWNSHIP 09,Secretary of State,,Ballots Cast,,,,1453
Macomb,CLINTON TOWNSHIP 09,Secretary of State,,Schwartz,UST,4,2,6
Macomb,CLINTON TOWNSHIP 09,Secretary of State,,Stempfle,LIB,8,7,15
Macomb,CLINTON TOWNSHIP 09,Secretary of State,,Benson,DEM,557,256,813
Macomb,CLINTON TOWNSHIP 09,Secretary of State,,Karamo,REP,303,291,594
Macomb,CLINTON TOWNSHIP 09,Secretary of State,,Hutchinson Jr.,GRN,1,2,3
Macomb,CLINTON TOWNSHIP 10,Secretary of State,,Ballots Cast,,,,951
Macomb,CLINTON TOWNSHIP 10,Secretary of State,,Schwartz,UST,2,4,6
Macomb,CLINTON TOWNSHIP 10,Secretary of State,,Stempfle,LIB,2,9,11
Macomb,CLINTON TOWNSHIP 10,Secretary of State,,Benson,DEM,336,145,481
Macomb,CLINTON TOWNSHIP 10,Secretary of State,,Karamo,REP,190,238,428
Macomb,CLINTON TOWNSHIP 10,Secretary of State,,Hutchinson Jr.,GRN,1,1,2
Macomb,CLINTON TOWNSHIP 11,Secretary of State,,Ballots Cast,,,,1480
Macomb,CLINTON TOWNSHIP 11,Secretary of State,,Schwartz,UST,4,3,7
Macomb,CLINTON TOWNSHIP 11,Secretary of State,,Stempfle,LIB,6,9,15
Macomb,CLINTON TOWNSHIP 11,Secretary of State,,Benson,DEM,495,289,784
Macomb,CLINTON TOWNSHIP 11,Secretary of State,,Karamo,REP,270,374,644
Macomb,CLINTON TOWNSHIP 11,Secretary of State,,Hutchinson Jr.,GRN,0,1,1
Macomb,CLINTON TOWNSHIP 12,Secretary of State,,Ballots Cast,,,,1049
Macomb,CLINTON TOWNSHIP 12,Secretary of State,,Schwartz,UST,2,3,5
Macomb,CLINTON TOWNSHIP 12,Secretary of State,,Stempfle,LIB,6,12,18
Macomb,CLINTON TOWNSHIP 12,Secretary of State,,Benson,DEM,347,183,530
Macomb,CLINTON TOWNSHIP 12,Secretary of State,,Karamo,REP,173,300,473
Macomb,CLINTON TOWNSHIP 12,Secretary of State,,Hutchinson Jr.,GRN,1,3,4
Macomb,CLINTON TOWNSHIP 13,Secretary of State,,Ballots Cast,,,,638
Macomb,CLINTON TOWNSHIP 13,Secretary of State,,Schwartz,UST,3,1,4
Macomb,CLINTON TOWNSHIP 13,Secretary of State,,Stempfle,LIB,0,2,2
Macomb,CLINTON TOWNSHIP 13,Secretary of State,,Benson,DEM,203,139,342
Macomb,CLINTON TOWNSHIP 13,Secretary of State,,Karamo,REP,135,143,278
Macomb,CLINTON TOWNSHIP 13,Secretary of State,,Hutchinson Jr.,GRN,0,0,0
Macomb,CLINTON TOWNSHIP 14,Secretary of State,,Ballots Cast,,,,870
Macomb,CLINTON TOWNSHIP 14,Secretary of State,,Schwartz,UST,1,5,6
Macomb,CLINTON TOWNSHIP 14,Secretary of State,,Stempfle,LIB,3,6,9
Macomb,CLINTON TOWNSHIP 14,Secretary of State,,Benson,DEM,266,386,652
Macomb,CLINTON TOWNSHIP 14,Secretary of State,,Karamo,REP,52,126,178
Macomb,CLINTON TOWNSHIP 14,Secretary of State,,Hutchinson Jr.,GRN,1,4,5
Macomb,CLINTON TOWNSHIP 15,Secretary of State,,Ballots Cast,,,,1297
Macomb,CLINTON TOWNSHIP 15,Secretary of State,,Schwartz,UST,2,9,11
Macomb,CLINTON TOWNSHIP 15,Secretary of State,,Stempfle,LIB,8,6,14
Macomb,CLINTON TOWNSHIP 15,Secretary of State,,Benson,DEM,396,308,704
Macomb,CLINTON TOWNSHIP 15,Secretary of State,,Karamo,REP,197,339,536
Macomb,CLINTON TOWNSHIP 15,Secretary of State,,Hutchinson Jr.,GRN,0,4,4
Macomb,CLINTON TOWNSHIP 16,Secretary of State,,Ballots Cast,,,,1565
Macomb,CLINTON TOWNSHIP 16,Secretary of State,,Schwartz,UST,3,5,8
Macomb,CLINTON TOWNSHIP 16,Secretary of State,,Stempfle,LIB,5,10,15
Macomb,CLINTON TOWNSHIP 16,Secretary of State,,Benson,DEM,603,260,863
Macomb,CLINTON TOWNSHIP 16,Secretary of State,,Karamo,REP,303,342,645
Macomb,CLINTON TOWNSHIP 16,Secretary of State,,Hutchinson Jr.,GRN,3,1,4
Macomb,CLINTON TOWNSHIP 17,Secretary of State,,Ballots Cast,,,,1100
Macomb,CLINTON TOWNSHIP 17,Secretary of State,,Schwartz,UST,1,2,3
Macomb,CLINTON TOWNSHIP 17,Secretary of State,,Stempfle,LIB,3,8,11
Macomb,CLINTON TOWNSHIP 17,Secretary of State,,Benson,DEM,306,359,665
Macomb,CLINTON TOWNSHIP 17,Secretary of State,,Karamo,REP,172,229,401
Macomb,CLINTON TOWNSHIP 17,Secretary of State,,Hutchinson Jr.,GRN,1,2,3
Macomb,CLINTON TOWNSHIP 18,Secretary of State,,Ballots Cast,,,,884
Macomb,CLINTON TOWNSHIP 18,Secretary of State,,Schwartz,UST,1,3,4
Macomb,CLINTON TOWNSHIP 18,Secretary of State,,Stempfle,LIB,5,10,15
Macomb,CLINTON TOWNSHIP 18,Secretary of State,,Benson,DEM,330,149,479
Macomb,CLINTON TOWNSHIP 18,Secretary of State,,Karamo,REP,155,212,367
Macomb,CLINTON TOWNSHIP 18,Secretary of State,,Hutchinson Jr.,GRN,1,2,3
Macomb,CLINTON TOWNSHIP 19,Secretary of State,,Ballots Cast,,,,746
Macomb,CLINTON TOWNSHIP 19,Secretary of State,,Schwartz,UST,1,4,5
Macomb,CLINTON TOWNSHIP 19,Secretary of State,,Stempfle,LIB,0,5,5
Macomb,CLINTON TOWNSHIP 19,Secretary of State,,Benson,DEM,238,159,397
Macomb,CLINTON TOWNSHIP 19,Secretary of State,,Karamo,REP,111,194,305
Macomb,CLINTON TOWNSHIP 19,Secretary of State,,Hutchinson Jr.,GRN,1,1,2
Macomb,CLINTON TOWNSHIP 20,Secretary of State,,Ballots Cast,,,,1085
Macomb,CLINTON TOWNSHIP 20,Secretary of State,,Schwartz,UST,5,10,15
Macomb,CLINTON TOWNSHIP 20,Secretary of State,,Stempfle,LIB,10,11,21
Macomb,CLINTON TOWNSHIP 20,Secretary of State,,Benson,DEM,371,254,625
Macomb,CLINTON TOWNSHIP 20,Secretary of State,,Karamo,REP,140,261,401
Macomb,CLINTON TOWNSHIP 20,Secretary of State,,Hutchinson Jr.,GRN,0,3,3
Macomb,CLINTON TOWNSHIP 21,Secretary of State,,Ballots Cast,,,,1042
Macomb,CLINTON TOWNSHIP 21,Secretary of State,,Schwartz,UST,2,2,4
Macomb,CLINTON TOWNSHIP 21,Secretary of State,,Stempfle,LIB,5,3,8
Macomb,CLINTON TOWNSHIP 21,Secretary of State,,Benson,DEM,330,322,652
Macomb,CLINTON TOWNSHIP 21,Secretary of State,,Karamo,REP,102,254,356
Macomb,CLINTON TOWNSHIP 21,Secretary of State,,Hutchinson Jr.,GRN,2,4,6
Macomb,CLINTON TOWNSHIP 22,Secretary of State,,Ballots Cast,,,,1160
Macomb,CLINTON TOWNSHIP 22,Secretary of State,,Schwartz,UST,2,5,7
Macomb,CLINTON TOWNSHIP 22,Secretary of State,,Stempfle,LIB,4,12,16
Macomb,CLINTON TOWNSHIP 22,Secretary of State,,Benson,DEM,316,268,584
Macomb,CLINTON TOWNSHIP 22,Secretary of State,,Karamo,REP,204,322,526
Macomb,CLINTON TOWNSHIP 22,Secretary of State,,Hutchinson Jr.,GRN,0,1,1
Macomb,CLINTON TOWNSHIP 23,Secretary of State,,Ballots Cast,,,,1191
Macomb,CLINTON TOWNSHIP 23,Secretary of State,,Schwartz,UST,4,1,5
Macomb,CLINTON TOWNSHIP 23,Secretary of State,,Stempfle,LIB,6,8,14
Macomb,CLINTON TOWNSHIP 23,Secretary of State,,Benson,DEM,410,205,615
Macomb,CLINTON TOWNSHIP 23,Secretary of State,,Karamo,REP,205,322,527
Macomb,CLINTON TOWNSHIP 23,Secretary of State,,Hutchinson Jr.,GRN,3,2,5
Macomb,CLINTON TOWNSHIP 24,Secretary of State,,Ballots Cast,,,,583
Macomb,CLINTON TOWNSHIP 24,Secretary of State,,Schwartz,UST,1,2,3
Macomb,CLINTON TOWNSHIP 24,Secretary of State,,Stempfle,LIB,2,7,9
Macomb,CLINTON TOWNSHIP 24,Secretary of State,,Benson,DEM,158,126,284
Macomb,CLINTON TOWNSHIP 24,Secretary of State,,Karamo,REP,98,179,277
Macomb,CLINTON TOWNSHIP 24,Secretary of State,,Hutchinson Jr.,GRN,0,1,1
Macomb,CLINTON TOWNSHIP 25,Secretary of State,,Ballots Cast,,,,979
Macomb,CLINTON TOWNSHIP 25,Secretary of State,,Schwartz,UST,0,0,0
Macomb,CLINTON TOWNSHIP 25,Secretary of State,,Stempfle,LIB,2,7,9
Macomb,CLINTON TOWNSHIP 25,Secretary of State,,Benson,DEM,264,230,494
Macomb,CLINTON TOWNSHIP 25,Secretary of State,,Karamo,REP,196,270,466
Macomb,CLINTON TOWNSHIP 25,Secretary of State,,Hutchinson Jr.,GRN,0,0,0
Macomb,CLINTON TOWNSHIP 26,Secretary of State,,Ballots Cast,,,,1102
Macomb,CLINTON TOWNSHIP 26,Secretary of State,,Schwartz,UST,5,7,12
Macomb,CLINTON TOWNSHIP 26,Secretary of State,,Stempfle,LIB,2,15,17
Macomb,CLINTON TOWNSHIP 26,Secretary of State,,Benson,DEM,351,394,745
Macomb,CLINTON TOWNSHIP 26,Secretary of State,,Karamo,REP,94,214,308
Macomb,CLINTON TOWNSHIP 26,Secretary of State,,Hutchinson Jr.,GRN,2,1,3
Macomb,CLINTON TOWNSHIP 27,Secretary of State,,Ballots Cast,,,,976
Macomb,CLINTON TOWNSHIP 27,Secretary of State,,Schwartz,UST,3,3,6
Macomb,CLINTON TOWNSHIP 27,Secretary of State,,Stempfle,LIB,6,8,14
Macomb,CLINTON TOWNSHIP 27,Secretary of State,,Benson,DEM,313,266,579
Macomb,CLINTON TOWNSHIP 27,Secretary of State,,Karamo,REP,120,240,360
Macomb,CLINTON TOWNSHIP 27,Secretary of State,,Hutchinson Jr.,GRN,1,3,4
Macomb,CLINTON TOWNSHIP 28,Secretary of State,,Ballots Cast,,,,1268
Macomb,CLINTON TOWNSHIP 28,Secretary of State,,Schwartz,UST,2,5,7
Macomb,CLINTON TOWNSHIP 28,Secretary of State,,Stempfle,LIB,3,7,10
Macomb,CLINTON TOWNSHIP 28,Secretary of State,,Benson,DEM,374,421,795
Macomb,CLINTON TOWNSHIP 28,Secretary of State,,Karamo,REP,125,302,427
Macomb,CLINTON TOWNSHIP 28,Secretary of State,,Hutchinson Jr.,GRN,2,5,7
Macomb,CLINTON TOWNSHIP 29,Secretary of State,,Ballots Cast,,,,694
Macomb,CLINTON TOWNSHIP 29,Secretary of State,,Schwartz,UST,2,1,3
Macomb,CLINTON TOWNSHIP 29,Secretary of State,,Stempfle,LIB,0,6,6
Macomb,CLINTON TOWNSHIP 29,Secretary of State,,Benson,DEM,199,173,372
Macomb,CLINTON TOWNSHIP 29,Secretary of State,,Karamo,REP,115,184,299
Macomb,CLINTON TOWNSHIP 29,Secretary of State,,Hutchinson Jr.,GRN,1,1,2
Macomb,CLINTON TOWNSHIP 30,Secretary of State,,Ballots Cast,,,,1099
Macomb,CLINTON TOWNSHIP 30,Secretary of State,,Schwartz,UST,6,3,9
Macomb,CLINTON TOWNSHIP 30,Secretary of State,,Stempfle,LIB,3,4,7
Macomb,CLINTON TOWNSHIP 30,Secretary of State,,Benson,DEM,373,275,648
Macomb,CLINTON TOWNSHIP 30,Secretary of State,,Karamo,REP,155,260,415
Macomb,CLINTON TOWNSHIP 30,Secretary of State,,Hutchinson Jr.,GRN,0,1,1
Macomb,CLINTON TOWNSHIP 31,Secretary of State,,Ballots Cast,,,,796
Macomb,CLINTON TOWNSHIP 31,Secretary of State,,Schwartz,UST,0,3,3
Macomb,CLINTON TOWNSHIP 31,Secretary of State,,Stempfle,LIB,2,3,5
Macomb,CLINTON TOWNSHIP 31,Secretary of State,,Benson,DEM,238,190,428
Macomb,CLINTON TOWNSHIP 31,Secretary of State,,Karamo,REP,108,241,349
Macomb,CLINTON TOWNSHIP 31,Secretary of State,,Hutchinson Jr.,GRN,0,1,1
Macomb,CLINTON TOWNSHIP 32,Secretary of State,,Ballots Cast,,,,903
Macomb,CLINTON TOWNSHIP 32,Secretary of State,,Schwartz,UST,2,7,9
Macomb,CLINTON TOWNSHIP 32,Secretary of State,,Stempfle,LIB,1,11,12
Macomb,CLINTON TOWNSHIP 32,Secretary of State,,Benson,DEM,234,212,446
Macomb,CLINTON TOWNSHIP 32,Secretary of State,,Karamo,REP,127,275,402
Macomb,CLINTON TOWNSHIP 32,Secretary of State,,Hutchinson Jr.,GRN,1,2,3
Macomb,CLINTON TOWNSHIP 33,Secretary of State,,Ballots Cast,,,,1090
Macomb,CLINTON TOWNSHIP 33,Secretary of State,,Schwartz,UST,1,4,5
Macomb,CLINTON TOWNSHIP 33,Secretary of State,,Stempfle,LIB,3,10,13
Macomb,CLINTON TOWNSHIP 33,Secretary of State,,Benson,DEM,267,362,629
Macomb,CLINTON TOWNSHIP 33,Secretary of State,,Karamo,REP,99,311,410
Macomb,CLINTON TOWNSHIP 33,Secretary of State,,Hutchinson Jr.,GRN,1,3,4
Macomb,CLINTON TOWNSHIP 34,Secretary of State,,Ballots Cast,,,,899
Macomb,CLINTON TOWNSHIP 34,Secretary of State,,Schwartz,UST,0,4,4
Macomb,CLINTON TOWNSHIP 34,Secretary of State,,Stempfle,LIB,3,13,16
Macomb,CLINTON TOWNSHIP 34,Secretary of State,,Benson,DEM,238,327,565
Macomb,CLINTON TOWNSHIP 34,Secretary of State,,Karamo,REP,69,234,303
Macomb,CLINTON TOWNSHIP 34,Secretary of State,,Hutchinson Jr.,GRN,0,3,3
Macomb,CLINTON TOWNSHIP 35,Secretary of State,,Ballots Cast,,,,1276
Macomb,CLINTON TOWNSHIP 35,Secretary of State,,Schwartz,UST,1,9,10
Macomb,CLINTON TOWNSHIP 35,Secretary of State,,Stempfle,LIB,1,18,19
Macomb,CLINTON TOWNSHIP 35,Secretary of State,,Benson,DEM,295,412,707
Macomb,CLINTON TOWNSHIP 35,Secretary of State,,Karamo,REP,124,384,508
Macomb,CLINTON TOWNSHIP 35,Secretary of State,,Hutchinson Jr.,GRN,2,4,6
Macomb,CLINTON TOWNSHIP 36,Secretary of State,,Ballots Cast,,,,585
Macomb,CLINTON TOWNSHIP 36,Secretary of State,,Schwartz,UST,1,1,2
Macomb,CLINTON TOWNSHIP 36,Secretary of State,,Stempfle,LIB,2,9,11
Macomb,CLINTON TOWNSHIP 36,Secretary of State,,Benson,DEM,132,165,297
Macomb,CLINTON TOWNSHIP 36,Secretary of State,,Karamo,REP,59,201,260
Macomb,CLINTON TOWNSHIP 36,Secretary of State,,Hutchinson Jr.,GRN,1,4,5
Macomb,CLINTON TOWNSHIP 37,Secretary of State,,Ballots Cast,,,,1316
Macomb,CLINTON TOWNSHIP 37,Secretary of State,,Schwartz,UST,7,8,15
Macomb,CLINTON TOWNSHIP 37,Secretary of State,,Stempfle,LIB,3,8,11
Macomb,CLINTON TOWNSHIP 37,Secretary of State,,Benson,DEM,382,409,791
Macomb,CLINTON TOWNSHIP 37,Secretary of State,,Karamo,REP,125,333,458
Macomb,CLINTON TOWNSHIP 37,Secretary of State,,Hutchinson Jr.,GRN,4,3,7
Macomb,CLINTON TOWNSHIP 38,Secretary of State,,Ballots Cast,,,,1064
Macomb,CLINTON TOWNSHIP 38,Secretary of State,,Schwartz,UST,1,5,6
Macomb,CLINTON TOWNSHIP 38,Secretary of State,,Stempfle,LIB,2,6,8
Macomb,CLINTON TOWNSHIP 38,Secretary of State,,Benson,DEM,321,417,738
Macomb,CLINTON TOWNSHIP 38,Secretary of State,,Karamo,REP,93,195,288
Macomb,CLINTON TOWNSHIP 38,Secretary of State,,Hutchinson Jr.,GRN,1,2,3
Macomb,CLINTON TOWNSHIP 39,Secretary of State,,Ballots Cast,,,,1021
Macomb,CLINTON TOWNSHIP 39,Secretary of State,,Schwartz,UST,1,6,7
Macomb,CLINTON TOWNSHIP 39,Secretary of State,,Stempfle,LIB,2,16,18
Macomb,CLINTON TOWNSHIP 39,Secretary of State,,Benson,DEM,268,338,606
Macomb,CLINTON TOWNSHIP 39,Secretary of State,,Karamo,REP,74,286,360
Macomb,CLINTON TOWNSHIP 39,Secretary of State,,Hutchinson Jr.,GRN,5,5,10
Macomb,CLINTON TOWNSHIP 40,Secretary of State,,Ballots Cast,,,,1057
Macomb,CLINTON TOWNSHIP 40,Secretary of State,,Schwartz,UST,2,14,16
Macomb,CLINTON TOWNSHIP 40,Secretary of State,,Stempfle,LIB,5,18,23
Macomb,CLINTON TOWNSHIP 40,Secretary of State,,Benson,DEM,240,339,579
Macomb,CLINTON TOWNSHIP 40,Secretary of State,,Karamo,REP,95,304,399
Macomb,CLINTON TOWNSHIP 40,Secretary of State,,Hutchinson Jr.,GRN,0,6,6
Macomb,CLINTON TOWNSHIP 41,Secretary of State,,Ballots Cast,,,,673
Macomb,CLINTON TOWNSHIP 41,Secretary of State,,Schwartz,UST,0,2,2
Macomb,CLINTON TOWNSHIP 41,Secretary of State,,Stempfle,LIB,2,5,7
Macomb,CLINTON TOWNSHIP 41,Secretary of State,,Benson,DEM,208,377,585
Macomb,CLINTON TOWNSHIP 41,Secretary of State,,Karamo,REP,11,46,57
Macomb,CLINTON TOWNSHIP 41,Secretary of State,,Hutchinson Jr.,GRN,1,3,4
Macomb,CLINTON TOWNSHIP 42,Secretary of State,,Ballots Cast,,,,1249
Macomb,CLINTON TOWNSHIP 42,Secretary of State,,Schwartz,UST,1,5,6
Macomb,CLINTON TOWNSHIP 42,Secretary of State,,Stempfle,LIB,3,18,21
Macomb,CLINTON TOWNSHIP 42,Secretary of State,,Benson,DEM,367,352,719
Macomb,CLINTON TOWNSHIP 42,Secretary of State,,Karamo,REP,142,325,467
Macomb,CLINTON TOWNSHIP 42,Secretary of State,,Hutchinson Jr.,GRN,2,4,6
Macomb,EASTPOINTE 01,Secretary of State,,Ballots Cast,,,,765
Macomb,EASTPOINTE 01,Secretary of State,,Schwartz,UST,0,1,1
Macomb,EASTPOINTE 01,Secretary of State,,Stempfle,LIB,3,5,8
Macomb,EASTPOINTE 01,Secretary of State,,Benson,DEM,259,348,607
Macomb,EASTPOINTE 01,Secretary of State,,Karamo,REP,41,92,133
Macomb,EASTPOINTE 01,Secretary of State,,Hutchinson Jr.,GRN,0,5,5
Macomb,EASTPOINTE 02,Secretary of State,,Ballots Cast,,,,1083
Macomb,EASTPOINTE 02,Secretary of State,,Schwartz,UST,2,5,7
Macomb,EASTPOINTE 02,Secretary of State,,Stempfle,LIB,3,12,15
Macomb,EASTPOINTE 02,Secretary of State,,Benson,DEM,394,449,843
Macomb,EASTPOINTE 02,Secretary of State,,Karamo,REP,82,120,202
Macomb,EASTPOINTE 02,Secretary of State,,Hutchinson Jr.,GRN,3,1,4
Macomb,EASTPOINTE 03,Secretary of State,,Ballots Cast,,,,1000
Macomb,EASTPOINTE 03,Secretary of State,,Schwartz,UST,2,6,8
Macomb,EASTPOINTE 03,Secretary of State,,Stempfle,LIB,1,8,9
Macomb,EASTPOINTE 03,Secretary of State,,Benson,DEM,302,428,730
Macomb,EASTPOINTE 03,Secretary of State,,Karamo,REP,75,154,229
Macomb,EASTPOINTE 03,Secretary of State,,Hutchinson Jr.,GRN,1,2,3
Macomb,EASTPOINTE 04,Secretary of State,,Ballots Cast,,,,985
Macomb,EASTPOINTE 04,Secretary of State,,Schwartz,UST,2,13,15
Macomb,EASTPOINTE 04,Secretary of State,,Stempfle,LIB,5,9,14
Macomb,EASTPOINTE 04,Secretary of State,,Benson,DEM,343,372,715
Macomb,EASTPOINTE 04,Secretary of State,,Karamo,REP,73,148,221
Macomb,EASTPOINTE 04,Secretary of State,,Hutchinson Jr.,GRN,1,5,6
Macomb,EASTPOINTE 05,Secretary of State,,Ballots Cast,,,,979
Macomb,EASTPOINTE 05,Secretary of State,,Schwartz,UST,4,10,14
Macomb,EASTPOINTE 05,Secretary of State,,Stempfle,LIB,5,16,21
Macomb,EASTPOINTE 05,Secretary of State,,Benson,DEM,255,458,713
Macomb,EASTPOINTE 05,Secretary of State,,Karamo,REP,49,164,213
Macomb,EASTPOINTE 05,Secretary of State,,Hutchinson Jr.,GRN,1,5,6
Macomb,EASTPOINTE 06,Secretary of State,,Ballots Cast,,,,996
Macomb,EASTPOINTE 06,Secretary of State,,Schwartz,UST,1,2,3
Macomb,EASTPOINTE 06,Secretary of State,,Stempfle,LIB,1,7,8
Macomb,EASTPOINTE 06,Secretary of State,,Benson,DEM,332,439,771
Macomb,EASTPOINTE 06,Secretary of State,,Karamo,REP,64,123,187
Macomb,EASTPOINTE 06,Secretary of State,,Hutchinson Jr.,GRN,3,7,10
Macomb,EASTPOINTE 07,Secretary of State,,Ballots Cast,,,,885
Macomb,EASTPOINTE 07,Secretary of State,,Schwartz,UST,1,2,3
Macomb,EASTPOINTE 07,Secretary of State,,Stempfle,LIB,0,1,1
Macomb,EASTPOINTE 07,Secretary of State,,Benson,DEM,323,464,787
Macomb,EASTPOINTE 07,Secretary of State,,Karamo,REP,36,46,82
Macomb,EASTPOINTE 07,Secretary of State,,Hutchinson Jr.,GRN,1,3,4
Macomb,EASTPOINTE 08,Secretary of State,,Ballots Cast,,,,1077
Macomb,EASTPOINTE 08,Secretary of State,,Schwartz,UST,1,3,4
Macomb,EASTPOINTE 08,Secretary of State,,Stempfle,LIB,1,4,5
Macomb,EASTPOINTE 08,Secretary of State,,Benson,DEM,440,519,959
Macomb,EASTPOINTE 08,Secretary of State,,Karamo,REP,55,40,95
Macomb,EASTPOINTE 08,Secretary of State,,Hutchinson Jr.,GRN,2,1,3
Macomb,EASTPOINTE 09,Secretary of State,,Ballots Cast,,,,821
Macomb,EASTPOINTE 09,Secretary of State,,Schwartz,UST,2,3,5
Macomb,EASTPOINTE 09,Secretary of State,,Stempfle,LIB,0,1,1
Macomb,EASTPOINTE 09,Secretary of State,,Benson,DEM,334,384,718
Macomb,EASTPOINTE 09,Secretary of State,,Karamo,REP,29,61,90
Macomb,EASTPOINTE 09,Secretary of State,,Hutchinson Jr.,GRN,1,0,1
Macomb,EASTPOINTE 10,Secretary of State,,Ballots Cast,,,,755
Macomb,EASTPOINTE 10,Secretary of State,,Schwartz,UST,1,8,9
Macomb,EASTPOINTE 10,Secretary of State,,Stempfle,LIB,2,3,5
Macomb,EASTPOINTE 10,Secretary of State,,Benson,DEM,222,360,582
Macomb,EASTPOINTE 10,Secretary of State,,Karamo,REP,48,97,145
Macomb,EASTPOINTE 10,Secretary of State,,Hutchinson Jr.,GRN,3,5,8
Macomb,EASTPOINTE 11,Secretary of State,,Ballots Cast,,,,932
Macomb,EASTPOINTE 11,Secretary of State,,Schwartz,UST,4,4,8
Macomb,EASTPOINTE 11,Secretary of State,,Stempfle,LIB,1,7,8
Macomb,EASTPOINTE 11,Secretary of State,,Benson,DEM,297,426,723
Macomb,EASTPOINTE 11,Secretary of State,,Karamo,REP,62,113,175
Macomb,EASTPOINTE 11,Secretary of State,,Hutchinson Jr.,GRN,0,1,1
Macomb,EASTPOINTE 12,Secretary of State,,Ballots Cast,,,,1322
Macomb,EASTPOINTE 12,Secretary of State,,Schwartz,UST,4,2,6
Macomb,EASTPOINTE 12,Secretary of State,,Stempfle,LIB,4,8,12
Macomb,EASTPOINTE 12,Secretary of State,,Benson,DEM,496,520,1016
Macomb,EASTPOINTE 12,Secretary of State,,Karamo,REP,91,167,258
Macomb,EASTPOINTE 12,Secretary of State,,Hutchinson Jr.,GRN,1,1,2
Macomb,EASTPOINTE 13,Secretary of State,,Ballots Cast,,,,491
Macomb,EASTPOINTE 13,Secretary of State,,Schwartz,UST,2,0,2
Macomb,EASTPOINTE 13,Secretary of State,,Stempfle,LIB,2,1,3
Macomb,EASTPOINTE 13,Secretary of State,,Benson,DEM,195,219,414
Macomb,EASTPOINTE 13,Secretary of State,,Karamo,REP,34,29,63
Macomb,EASTPOINTE 13,Secretary of State,,Hutchinson Jr.,GRN,1,0,1
Macomb,EASTPOINTE 14,Secretary of State,,Ballots Cast,,,,934
Macomb,EASTPOINTE 14,Secretary of State,,Schwartz,UST,1,4,5
Macomb,EASTPOINTE 14,Secretary of State,,Stempfle,LIB,6,1,7
Macomb,EASTPOINTE 14,Secretary of State,,Benson,DEM,365,390,755
Macomb,EASTPOINTE 14,Secretary of State,,Karamo,REP,61,84,145
Macomb,EASTPOINTE 14,Secretary of State,,Hutchinson Jr.,GRN,1,5,6
Macomb,FRASER 01,Secretary of State,,Ballots Cast,,,,806
Macomb,FRASER 01,Secretary of State,,Schwartz,UST,2,3,5
Macomb,FRASER 01,Secretary of State,,Stempfle,LIB,3,12,15
Macomb,FRASER 01,Secretary of State,,Benson,DEM,176,234,410
Macomb,FRASER 01,Secretary of State,,Karamo,REP,83,259,342
Macomb,FRASER 01,Secretary of State,,Hutchinson Jr.,GRN,0,6,6
Macomb,FRASER 02,Secretary of State,,Ballots Cast,,,,1245
Macomb,FRASER 02,Secretary of State,,Schwartz,UST,1,6,7
Macomb,FRASER 02,Secretary of State,,Stempfle,LIB,1,5,6
Macomb,FRASER 02,Secretary of State,,Benson,DEM,308,345,653
Macomb,FRASER 02,Secretary of State,,Karamo,REP,202,349,551
Macomb,FRASER 02,Secretary of State,,Hutchinson Jr.,GRN,1,1,2
Macomb,FRASER 03,Secretary of State,,Ballots Cast,,,,1353
Macomb,FRASER 03,Secretary of State,,Schwartz,UST,4,5,9
Macomb,FRASER 03,Secretary of State,,Stempfle,LIB,8,13,21
Macomb,FRASER 03,Secretary of State,,Benson,DEM,401,419,820
Macomb,FRASER 03,Secretary of State,,Karamo,REP,113,361,474
Macomb,FRASER 03,Secretary of State,,Hutchinson Jr.,GRN,0,5,5
Macomb,FRASER 04,Secretary of State,,Ballots Cast,,,,1159
Macomb,FRASER 04,Secretary of State,,Schwartz,UST,1,13,14
Macomb,FRASER 04,Secretary of State,,Stempfle,LIB,2,8,10
Macomb,FRASER 04,Secretary of State,,Benson,DEM,289,365,654
Macomb,FRASER 04,Secretary of State,,Karamo,REP,121,330,451
Macomb,FRASER 04,Secretary of State,,Hutchinson Jr.,GRN,4,0,4
