county,precinct,office,district,party,candidate,election_day,absentee,votes
Eaton,"Delta Charter Township, Precinct 3",Ballots Cast,,,,,,727
Eaton,"Delta Charter Township, Precinct 4",Ballots Cast,,,,,,876
Eaton,"Delta Charter Township, Precinct 5",Ballots Cast,,,,,,1501
Eaton,"Delta Charter Township, Precinct 6",Ballots Cast,,,,,,1132
Eaton,"Delta Charter Township, Precinct 7",Ballots Cast,,,,,,1365
Eaton,"Delta Charter Township, Precinct 8",Ballots Cast,,,,,,1261
Eaton,"Delta Charter Township, Precinct 9",Ballots Cast,,,,,,879
Eaton,"Delta Charter Township, Precinct 10",Ballots Cast,,,,,,1352
Eaton,"Delta Charter Township, Precinct 11",Ballots Cast,,,,,,1040
Eaton,"Delta Charter Township, Precinct 12",Ballots Cast,,,,,,907
Eaton,"Delta Charter Township, Precinct 13",Ballots Cast,,,,,,737
Eaton,"Delta Charter Township, Precinct 14",Ballots Cast,,,,,,853
Eaton,"Delta Charter Township, Precinct 15",Ballots Cast,,,,,,1448
Eaton,"Delta Charter Township, Precinct 16",Ballots Cast,,,,,,1322
Eaton,"Eaton Township, Precinct 1",Ballots Cast,,,,,,1191
Eaton,"Eaton Township, Precinct 2",Ballots Cast,,,,,,1107
Eaton,"Eaton Rapids Township, Precinct 1",Ballots Cast,,,,,,910
Eaton,"Eaton Rapids Township, Precinct 2",Ballots Cast,,,,,,1253
Eaton,"Hamlin Township, Precinct 1",Ballots Cast,,,,,,1685
Eaton,"Kalamo Township, Precinct 1",Ballots Cast,,,,,,814
Eaton,"Oneida Charter Township, Precinct 1",Ballots Cast,,,,,,1551
Eaton,"Oneida Charter Township, Precinct 2",Ballots Cast,,,,,,774
Eaton,"Roxand Township, Precinct 1",Ballots Cast,,,,,,915
Eaton,"Sunfield Township, Precinct 1",Ballots Cast,,,,,,1037
Eaton,"Vermontville Township, Precinct 1",Ballots Cast,,,,,,881
Eaton,"Walton Township, Precinct 1",Ballots Cast,,,,,,1093
Eaton,"Windsor Charter Township, Precinct 1",Ballots Cast,,,,,,1608
Eaton,"Windsor Charter Township, Precinct 2",Ballots Cast,,,,,,1495
Eaton,"Windsor Charter Township, Precinct 3",Ballots Cast,,,,,,1057
Eaton,"City of Charlotte, Dist 1, Precinct 1",Ballots Cast,,,,,,960
Eaton,"City of Charlotte, Dist 1, Precinct 2",Ballots Cast,,,,,,776
Eaton,"City of Charlotte, Dist. 2, Precinct 1",Ballots Cast,,,,,,977
Eaton,"City of Charlotte, Dist. 2, Precinct 2",Ballots Cast,,,,,,984
Eaton,"City of Eaton Rapids, Precinct 1",Ballots Cast,,,,,,641
Eaton,"City of Eaton Rapids, Precinct 2",Ballots Cast,,,,,,650
Eaton,"City of Eaton Rapids, Precinct 3",Ballots Cast,,,,,,785
Eaton,"City of Grand Ledge, Precinct 1",Ballots Cast,,,,,,1203
Eaton,"City of Grand Ledge, Precinct 2",Ballots Cast,,,,,,1217
Eaton,"City of Grand Ledge, Precinct 3",Ballots Cast,,,,,,849
Eaton,"City of Grand Ledge, Precinct 4",Ballots Cast,,,,,,822
Eaton,"City of Olivet, Precinct 1",Ballots Cast,,,,,,376
Eaton,"City of Potterville, Precinct 1",Ballots Cast,,,,,,1130
Eaton,"City of Lansing, Precinct 3-21",Ballots Cast,,,,,,650
Eaton,"City of Lansing, Precinct 3-22",Ballots Cast,,,,,,1305
Eaton,"Bellevue Township, Precinct 1",Straight Party,,DEM,,81,138,219
Eaton,"Benton Charter Township, Precinct 1",Straight Party,,DEM,,107,185,292
Eaton,"Brookfield Township, Precinct 1",Straight Party,,DEM,,55,48,103
Eaton,"Carmel Township, Precinct 1",Straight Party,,DEM,,138,154,292
Eaton,"Chester Township, Precinct 1",Straight Party,,DEM,,53,82,135
Eaton,"Delta Charter Township, Precinct 1",Straight Party,,DEM,,86,248,334
Eaton,"Delta Charter Township, Precinct 2",Straight Party,,DEM,,85,230,315
Eaton,"Delta Charter Township, Precinct 3",Straight Party,,DEM,,94,173,267
Eaton,"Delta Charter Township, Precinct 4",Straight Party,,DEM,,144,204,348
Eaton,"Delta Charter Township, Precinct 5",Straight Party,,DEM,,137,351,488
Eaton,"Delta Charter Township, Precinct 6",Straight Party,,DEM,,205,286,491
Eaton,"Delta Charter Township, Precinct 7",Straight Party,,DEM,,218,297,515
Eaton,"Delta Charter Township, Precinct 8",Straight Party,,DEM,,238,325,563
Eaton,"Delta Charter Township, Precinct 9",Straight Party,,DEM,,161,199,360
Eaton,"Delta Charter Township, Precinct 10",Straight Party,,DEM,,180,362,542
Eaton,"Delta Charter Township, Precinct 11",Straight Party,,DEM,,116,243,359
Eaton,"Delta Charter Township, Precinct 12",Straight Party,,DEM,,124,228,352
Eaton,"Delta Charter Township, Precinct 13",Straight Party,,DEM,,72,130,202
Eaton,"Delta Charter Township, Precinct 14",Straight Party,,DEM,,86,171,257
Eaton,"Delta Charter Township, Precinct 15",Straight Party,,DEM,,146,281,427
Eaton,"Delta Charter Township, Precinct 16",Straight Party,,DEM,,213,338,551
Eaton,"Eaton Township, Precinct 1",Straight Party,,DEM,,94,117,211
Eaton,"Eaton Township, Precinct 2",Straight Party,,DEM,,78,130,208
Eaton,"Eaton Rapids Township, Precinct 1",Straight Party,,DEM,,78,97,175
Eaton,"Eaton Rapids Township, Precinct 2",Straight Party,,DEM,,103,151,254
Eaton,"Hamlin Township, Precinct 1",Straight Party,,DEM,,173,167,340
Eaton,"Kalamo Township, Precinct 1",Straight Party,,DEM,,53,77,130
Eaton,"Oneida Charter Township, Precinct 1",Straight Party,,DEM,,100,212,312
Eaton,"Oneida Charter Township, Precinct 2",Straight Party,,DEM,,69,98,167
Eaton,"Roxand Township, Precinct 1",Straight Party,,DEM,,102,58,160
Eaton,"Sunfield Township, Precinct 1",Straight Party,,DEM,,88,98,186
Eaton,"Vermontville Township, Precinct 1",Straight Party,,DEM,,135,0,135
Eaton,"Walton Township, Precinct 1",Straight Party,,DEM,,107,88,195
Eaton,"Windsor Charter Township, Precinct 1",Straight Party,,DEM,,142,265,407
Eaton,"Windsor Charter Township, Precinct 2",Straight Party,,DEM,,134,249,383
Eaton,"Windsor Charter Township, Precinct 3",Straight Party,,DEM,,100,224,324
Eaton,"City of Charlotte, Dist 1, Precinct 1",Straight Party,,DEM,,108,154,262
Eaton,"City of Charlotte, Dist 1, Precinct 2",Straight Party,,DEM,,89,117,206
Eaton,"City of Charlotte, Dist. 2, Precinct 1",Straight Party,,DEM,,80,164,244
Eaton,"City of Charlotte, Dist. 2, Precinct 2",Straight Party,,DEM,,114,141,255
Eaton,"City of Eaton Rapids, Precinct 1",Straight Party,,DEM,,87,56,143
Eaton,"City of Eaton Rapids, Precinct 2",Straight Party,,DEM,,73,75,148
Eaton,"City of Eaton Rapids, Precinct 3",Straight Party,,DEM,,105,90,195
Eaton,"City of Grand Ledge, Precinct 1",Straight Party,,DEM,,168,205,373
Eaton,"City of Grand Ledge, Precinct 2",Straight Party,,DEM,,153,193,346
Eaton,"City of Grand Ledge, Precinct 3",Straight Party,,DEM,,96,168,264
Eaton,"City of Grand Ledge, Precinct 4",Straight Party,,DEM,,80,150,230
Eaton,"City of Olivet, Precinct 1",Straight Party,,DEM,,72,0,72
Eaton,"City of Potterville, Precinct 1",Straight Party,,DEM,,143,101,244
Eaton,"City of Lansing, Precinct 3-21",Straight Party,,DEM,,117,132,249
Eaton,"City of Lansing, Precinct 3-22",Straight Party,,DEM,,268,299,567
Eaton,"Bellevue Township, Precinct 1",Straight Party,,REP,,447,122,569
Eaton,"Benton Charter Township, Precinct 1",Straight Party,,REP,,339,155,494
Eaton,"Brookfield Township, Precinct 1",Straight Party,,REP,,214,53,267
Eaton,"Carmel Township, Precinct 1",Straight Party,,REP,,372,145,517
Eaton,"Chester Township, Precinct 1",Straight Party,,REP,,244,52,296
Eaton,"Delta Charter Township, Precinct 1",Straight Party,,REP,,138,126,264
Eaton,"Delta Charter Township, Precinct 2",Straight Party,,REP,,157,105,262
Eaton,"Delta Charter Township, Precinct 3",Straight Party,,REP,,51,60,111
Eaton,"Delta Charter Township, Precinct 4",Straight Party,,REP,,79,80,159
Eaton,"Delta Charter Township, Precinct 5",Straight Party,,REP,,129,169,298
Eaton,"Delta Charter Township, Precinct 6",Straight Party,,REP,,119,87,206
Eaton,"Delta Charter Township, Precinct 7",Straight Party,,REP,,127,121,248
Eaton,"Delta Charter Township, Precinct 8",Straight Party,,REP,,117,86,203
Eaton,"Delta Charter Township, Precinct 9",Straight Party,,REP,,78,68,146
Eaton,"Delta Charter Township, Precinct 10",Straight Party,,REP,,124,134,258
Eaton,"Delta Charter Township, Precinct 11",Straight Party,,REP,,114,88,202
Eaton,"Delta Charter Township, Precinct 12",Straight Party,,REP,,102,98,200
Eaton,"Delta Charter Township, Precinct 13",Straight Party,,REP,,88,58,146
Eaton,"Delta Charter Township, Precinct 14",Straight Party,,REP,,104,66,170
Eaton,"Delta Charter Township, Precinct 15",Straight Party,,REP,,141,158,299
Eaton,"Delta Charter Township, Precinct 16",Straight Party,,REP,,153,98,251
Eaton,"Eaton Township, Precinct 1",Straight Party,,REP,,303,111,414
Eaton,"Eaton Township, Precinct 2",Straight Party,,REP,,215,112,327
Eaton,"Eaton Rapids Township, Precinct 1",Straight Party,,REP,,211,81,292
Eaton,"Eaton Rapids Township, Precinct 2",Straight Party,,REP,,282,123,405
Eaton,"Hamlin Township, Precinct 1",Straight Party,,REP,,434,109,543
Eaton,"Kalamo Township, Precinct 1",Straight Party,,REP,,261,66,327
Eaton,"Oneida Charter Township, Precinct 1",Straight Party,,REP,,233,165,398
Eaton,"Oneida Charter Township, Precinct 2",Straight Party,,REP,,115,73,188
Eaton,"Roxand Township, Precinct 1",Straight Party,,REP,,243,59,302
Eaton,"Sunfield Township, Precinct 1",Straight Party,,REP,,321,85,406
Eaton,"Vermontville Township, Precinct 1",Straight Party,,REP,,339,0,339
Eaton,"Walton Township, Precinct 1",Straight Party,,REP,,358,60,418
Eaton,"Windsor Charter Township, Precinct 1",Straight Party,,REP,,278,183,461
Eaton,"Windsor Charter Township, Precinct 2",Straight Party,,REP,,191,142,333
Eaton,"Windsor Charter Township, Precinct 3",Straight Party,,REP,,163,97,260
Eaton,"City of Charlotte, Dist 1, Precinct 1",Straight Party,,REP,,167,96,263
Eaton,"City of Charlotte, Dist 1, Precinct 2",Straight Party,,REP,,132,63,195
Eaton,"City of Charlotte, Dist. 2, Precinct 1",Straight Party,,REP,,172,79,251
Eaton,"City of Charlotte, Dist. 2, Precinct 2",Straight Party,,REP,,158,100,258
Eaton,"City of Eaton Rapids, Precinct 1",Straight Party,,REP,,155,34,189
Eaton,"City of Eaton Rapids, Precinct 2",Straight Party,,REP,,169,37,206
Eaton,"City of Eaton Rapids, Precinct 3",Straight Party,,REP,,161,43,204
Eaton,"City of Grand Ledge, Precinct 1",Straight Party,,REP,,167,76,243
Eaton,"City of Grand Ledge, Precinct 2",Straight Party,,REP,,202,75,277
Eaton,"City of Grand Ledge, Precinct 3",Straight Party,,REP,,121,56,177
Eaton,"City of Grand Ledge, Precinct 4",Straight Party,,REP,,98,87,185
Eaton,"City of Olivet, Precinct 1",Straight Party,,REP,,121,0,121
Eaton,"City of Potterville, Precinct 1",Straight Party,,REP,,270,65,335
Eaton,"City of Lansing, Precinct 3-21",Straight Party,,REP,,26,10,36
Eaton,"City of Lansing, Precinct 3-22",Straight Party,,REP,,37,20,57
Eaton,"Bellevue Township, Precinct 1",Straight Party,,LIB,,5,1,6
Eaton,"Benton Charter Township, Precinct 1",Straight Party,,LIB,,3,0,3
Eaton,"Brookfield Township, Precinct 1",Straight Party,,LIB,,4,0,4
Eaton,"Carmel Township, Precinct 1",Straight Party,,LIB,,2,0,2
Eaton,"Chester Township, Precinct 1",Straight Party,,LIB,,2,0,2
Eaton,"Delta Charter Township, Precinct 1",Straight Party,,LIB,,3,1,4
Eaton,"Delta Charter Township, Precinct 2",Straight Party,,LIB,,2,1,3
Eaton,"Delta Charter Township, Precinct 3",Straight Party,,LIB,,2,1,3
Eaton,"Delta Charter Township, Precinct 4",Straight Party,,LIB,,2,1,3
Eaton,"Delta Charter Township, Precinct 5",Straight Party,,LIB,,2,0,2
Eaton,"Delta Charter Township, Precinct 6",Straight Party,,LIB,,0,0,0
Eaton,"Delta Charter Township, Precinct 7",Straight Party,,LIB,,1,1,2
Eaton,"Delta Charter Township, Precinct 8",Straight Party,,LIB,,6,0,6
Eaton,"Delta Charter Township, Precinct 9",Straight Party,,LIB,,1,0,1
Eaton,"Delta Charter Township, Precinct 10",Straight Party,,LIB,,1,0,1
Eaton,"Delta Charter Township, Precinct 11",Straight Party,,LIB,,4,2,6
Eaton,"Delta Charter Township, Precinct 12",Straight Party,,LIB,,2,1,3
Eaton,"Delta Charter Township, Precinct 13",Straight Party,,LIB,,0,0,0
Eaton,"Delta Charter Township, Precinct 14",Straight Party,,LIB,,2,1,3
Eaton,"Delta Charter Township, Precinct 15",Straight Party,,LIB,,2,1,3
Eaton,"Delta Charter Township, Precinct 16",Straight Party,,LIB,,2,1,3
Eaton,"Eaton Township, Precinct 1",Straight Party,,LIB,,6,1,7
Eaton,"Eaton Township, Precinct 2",Straight Party,,LIB,,5,2,7
Eaton,"Eaton Rapids Township, Precinct 1",Straight Party,,LIB,,1,0,1
Eaton,"Eaton Rapids Township, Precinct 2",Straight Party,,LIB,,2,2,4
Eaton,"Hamlin Township, Precinct 1",Straight Party,,LIB,,4,1,5
Eaton,"Kalamo Township, Precinct 1",Straight Party,,LIB,,2,0,2
Eaton,"Oneida Charter Township, Precinct 1",Straight Party,,LIB,,3,2,5
Eaton,"Oneida Charter Township, Precinct 2",Straight Party,,LIB,,2,0,2
Eaton,"Roxand Township, Precinct 1",Straight Party,,LIB,,4,2,6
Eaton,"Sunfield Township, Precinct 1",Straight Party,,LIB,,1,2,3
Eaton,"Vermontville Township, Precinct 1",Straight Party,,LIB,,4,0,4
Eaton,"Walton Township, Precinct 1",Straight Party,,LIB,,1,0,1
Eaton,"Windsor Charter Township, Precinct 1",Straight Party,,LIB,,4,1,5
Eaton,"Windsor Charter Township, Precinct 2",Straight Party,,LIB,,3,0,3
Eaton,"Windsor Charter Township, Precinct 3",Straight Party,,LIB,,2,0,2
Eaton,"City of Charlotte, Dist 1, Precinct 1",Straight Party,,LIB,,2,1,3
Eaton,"City of Charlotte, Dist 1, Precinct 2",Straight Party,,LIB,,6,1,7
Eaton,"City of Charlotte, Dist. 2, Precinct 1",Straight Party,,LIB,,1,0,1
Eaton,"City of Charlotte, Dist. 2, Precinct 2",Straight Party,,LIB,,6,1,7
Eaton,"City of Eaton Rapids, Precinct 1",Straight Party,,LIB,,0,1,1
Eaton,"City of Eaton Rapids, Precinct 2",Straight Party,,LIB,,4,2,6
Eaton,"City of Eaton Rapids, Precinct 3",Straight Party,,LIB,,3,0,3
Eaton,"City of Grand Ledge, Precinct 1",Straight Party,,LIB,,8,0,8
Eaton,"City of Grand Ledge, Precinct 2",Straight Party,,LIB,,4,1,5
Eaton,"City of Grand Ledge, Precinct 3",Straight Party,,LIB,,2,0,2
Eaton,"City of Grand Ledge, Precinct 4",Straight Party,,LIB,,1,1,2
Eaton,"City of Olivet, Precinct 1",Straight Party,,LIB,,4,0,4
Eaton,"City of Potterville, Precinct 1",Straight Party,,LIB,,2,1,3
Eaton,"City of Lansing, Precinct 3-21",Straight Party,,LIB,,2,1,3
Eaton,"City of Lansing, Precinct 3-22",Straight Party,,LIB,,2,2,4
Eaton,"Bellevue Township, Precinct 1",Straight Party,,UST,,3,0,3
Eaton,"Benton Charter Township, Precinct 1",Straight Party,,UST,,0,0,0
Eaton,"Brookfield Township, Precinct 1",Straight Party,,UST,,1,0,1
Eaton,"Carmel Township, Precinct 1",Straight Party,,UST,,0,1,1
Eaton,"Chester Township, Precinct 1",Straight Party,,UST,,0,2,2
Eaton,"Delta Charter Township, Precinct 1",Straight Party,,UST,,1,0,1
Eaton,"Delta Charter Township, Precinct 2",Straight Party,,UST,,0,0,0
Eaton,"Delta Charter Township, Precinct 3",Straight Party,,UST,,0,0,0
Eaton,"Delta Charter Township, Precinct 4",Straight Party,,UST,,0,1,1
Eaton,"Delta Charter Township, Precinct 5",Straight Party,,UST,,0,2,2
Eaton,"Delta Charter Township, Precinct 6",Straight Party,,UST,,1,1,2
Eaton,"Delta Charter Township, Precinct 7",Straight Party,,UST,,0,0,0
Eaton,"Delta Charter Township, Precinct 8",Straight Party,,UST,,0,2,2
Eaton,"Delta Charter Township, Precinct 9",Straight Party,,UST,,0,1,1
Eaton,"Delta Charter Township, Precinct 10",Straight Party,,UST,,2,1,3
Eaton,"Delta Charter Township, Precinct 11",Straight Party,,UST,,0,0,0
Eaton,"Delta Charter Township, Precinct 12",Straight Party,,UST,,1,0,1
Eaton,"Delta Charter Township, Precinct 13",Straight Party,,UST,,0,0,0
Eaton,"Delta Charter Township, Precinct 14",Straight Party,,UST,,1,0,1
Eaton,"Delta Charter Township, Precinct 15",Straight Party,,UST,,0,2,2
Eaton,"Delta Charter Township, Precinct 16",Straight Party,,UST,,1,0,1
Eaton,"Eaton Township, Precinct 1",Straight Party,,UST,,0,0,0
Eaton,"Eaton Township, Precinct 2",Straight Party,,UST,,0,0,0
Eaton,"Eaton Rapids Township, Precinct 1",Straight Party,,UST,,0,0,0
Eaton,"Eaton Rapids Township, Precinct 2",Straight Party,,UST,,1,0,1
Eaton,"Hamlin Township, Precinct 1",Straight Party,,UST,,0,0,0
Eaton,"Kalamo Township, Precinct 1",Straight Party,,UST,,0,0,0
Eaton,"Oneida Charter Township, Precinct 1",Straight Party,,UST,,1,0,1
Eaton,"Oneida Charter Township, Precinct 2",Straight Party,,UST,,1,0,1
Eaton,"Roxand Township, Precinct 1",Straight Party,,UST,,0,0,0
Eaton,"Sunfield Township, Precinct 1",Straight Party,,UST,,1,1,2
Eaton,"Vermontville Township, Precinct 1",Straight Party,,UST,,1,0,1
Eaton,"Walton Township, Precinct 1",Straight Party,,UST,,0,0,0
Eaton,"Windsor Charter Township, Precinct 1",Straight Party,,UST,,2,1,3
Eaton,"Windsor Charter Township, Precinct 2",Straight Party,,UST,,2,0,2
Eaton,"Windsor Charter Township, Precinct 3",Straight Party,,UST,,0,0,0
Eaton,"City of Charlotte, Dist 1, Precinct 1",Straight Party,,UST,,1,0,1
Eaton,"City of Charlotte, Dist 1, Precinct 2",Straight Party,,UST,,1,0,1
Eaton,"City of Charlotte, Dist. 2, Precinct 1",Straight Party,,UST,,0,1,1
Eaton,"City of Charlotte, Dist. 2, Precinct 2",Straight Party,,UST,,1,0,1
Eaton,"City of Eaton Rapids, Precinct 1",Straight Party,,UST,,2,0,2
Eaton,"City of Eaton Rapids, Precinct 2",Straight Party,,UST,,1,0,1
Eaton,"City of Eaton Rapids, Precinct 3",Straight Party,,UST,,0,0,0
Eaton,"City of Grand Ledge, Precinct 1",Straight Party,,UST,,0,0,0
Eaton,"City of Grand Ledge, Precinct 2",Straight Party,,UST,,1,0,1
Eaton,"City of Grand Ledge, Precinct 3",Straight Party,,UST,,1,0,1
Eaton,"City of Grand Ledge, Precinct 4",Straight Party,,UST,,0,0,0
Eaton,"City of Olivet, Precinct 1",Straight Party,,UST,,2,0,2
Eaton,"City of Potterville, Precinct 1",Straight Party,,UST,,1,0,1
Eaton,"City of Lansing, Precinct 3-21",Straight Party,,UST,,1,0,1
Eaton,"City of Lansing, Precinct 3-22",Straight Party,,UST,,3,1,4
Eaton,"Bellevue Township, Precinct 1",Straight Party,,WCP,,4,0,4
Eaton,"Benton Charter Township, Precinct 1",Straight Party,,WCP,,4,0,4
Eaton,"Brookfield Township, Precinct 1",Straight Party,,WCP,,2,0,2
Eaton,"Carmel Township, Precinct 1",Straight Party,,WCP,,0,1,1
Eaton,"Chester Township, Precinct 1",Straight Party,,WCP,,2,2,4
Eaton,"Delta Charter Township, Precinct 1",Straight Party,,WCP,,3,0,3
Eaton,"Delta Charter Township, Precinct 2",Straight Party,,WCP,,1,0,1
Eaton,"Delta Charter Township, Precinct 3",Straight Party,,WCP,,0,0,0
Eaton,"Delta Charter Township, Precinct 4",Straight Party,,WCP,,0,0,0
Eaton,"Delta Charter Township, Precinct 5",Straight Party,,WCP,,4,4,8
Eaton,"Delta Charter Township, Precinct 6",Straight Party,,WCP,,0,0,0
Eaton,"Delta Charter Township, Precinct 7",Straight Party,,WCP,,5,0,5
Eaton,"Delta Charter Township, Precinct 8",Straight Party,,WCP,,3,0,3
Eaton,"Delta Charter Township, Precinct 9",Straight Party,,WCP,,4,1,5
Eaton,"Delta Charter Township, Precinct 10",Straight Party,,WCP,,3,0,3
Eaton,"Delta Charter Township, Precinct 11",Straight Party,,WCP,,1,2,3
Eaton,"Delta Charter Township, Precinct 12",Straight Party,,WCP,,1,1,2
Eaton,"Delta Charter Township, Precinct 13",Straight Party,,WCP,,1,0,1
Eaton,"Delta Charter Township, Precinct 14",Straight Party,,WCP,,0,0,0
Eaton,"Delta Charter Township, Precinct 15",Straight Party,,WCP,,3,0,3
Eaton,"Delta Charter Township, Precinct 16",Straight Party,,WCP,,2,2,4
Eaton,"Eaton Township, Precinct 1",Straight Party,,WCP,,1,0,1
Eaton,"Eaton Township, Precinct 2",Straight Party,,WCP,,3,0,3
Eaton,"Eaton Rapids Township, Precinct 1",Straight Party,,WCP,,1,0,1
Eaton,"Eaton Rapids Township, Precinct 2",Straight Party,,WCP,,4,0,4
Eaton,"Hamlin Township, Precinct 1",Straight Party,,WCP,,4,0,4
Eaton,"Kalamo Township, Precinct 1",Straight Party,,WCP,,2,0,2
Eaton,"Oneida Charter Township, Precinct 1",Straight Party,,WCP,,2,0,2
Eaton,"Oneida Charter Township, Precinct 2",Straight Party,,WCP,,2,3,5
Eaton,"Roxand Township, Precinct 1",Straight Party,,WCP,,2,0,2
Eaton,"Sunfield Township, Precinct 1",Straight Party,,WCP,,4,0,4
Eaton,"Vermontville Township, Precinct 1",Straight Party,,WCP,,3,0,3
Eaton,"Walton Township, Precinct 1",Straight Party,,WCP,,1,0,1
Eaton,"Windsor Charter Township, Precinct 1",Straight Party,,WCP,,3,0,3
Eaton,"Windsor Charter Township, Precinct 2",Straight Party,,WCP,,1,1,2
Eaton,"Windsor Charter Township, Precinct 3",Straight Party,,WCP,,3,2,5
Eaton,"City of Charlotte, Dist 1, Precinct 1",Straight Party,,WCP,,1,1,2
Eaton,"City of Charlotte, Dist 1, Precinct 2",Straight Party,,WCP,,2,0,2
Eaton,"City of Charlotte, Dist. 2, Precinct 1",Straight Party,,WCP,,2,2,4
Eaton,"City of Charlotte, Dist. 2, Precinct 2",Straight Party,,WCP,,1,0,1
Eaton,"City of Eaton Rapids, Precinct 1",Straight Party,,WCP,,2,1,3
Eaton,"City of Eaton Rapids, Precinct 2",Straight Party,,WCP,,2,1,3
Eaton,"City of Eaton Rapids, Precinct 3",Straight Party,,WCP,,2,1,3
Eaton,"City of Grand Ledge, Precinct 1",Straight Party,,WCP,,2,1,3
Eaton,"City of Grand Ledge, Precinct 2",Straight Party,,WCP,,1,0,1
Eaton,"City of Grand Ledge, Precinct 3",Straight Party,,WCP,,1,0,1
Eaton,"City of Grand Ledge, Precinct 4",Straight Party,,WCP,,0,0,0
Eaton,"City of Olivet, Precinct 1",Straight Party,,WCP,,0,0,0
Eaton,"City of Potterville, Precinct 1",Straight Party,,WCP,,3,2,5
