county,precinct,office,district,party,candidate,election_day,absentee,votes
Montmorency,"Albert Township, Precinct 1",Registered Voters,,,,,,2446
Montmorency,"Avery Township, Precinct 1",Registered Voters,,,,,,596
Montmorency,"Briley Township, Precinct 1",Registered Voters,,,,,,1858
Montmorency,"Hillman Township, Precinct 1",Registered Voters,,,,,,1824
Montmorency,"Loud Township, Precinct 1",Registered Voters,,,,,,276
Montmorency,"Montmorency Township, Precinct 1",Registered Voters,,,,,,577
Montmorency,"Montmorency Township, Precinct 2",Registered Voters,,,,,,475
Montmorency,"Rust Township, Precinct 1",Registered Voters,,,,,,464
Montmorency,"Vienna Township, Precinct 1",Registered Voters,,,,,,531
Montmorency,"Albert Township, Precinct 1",Ballots Cast,,,,730,640,1370
Montmorency,"Avery Township, Precinct 1",Ballots Cast,,,,343,0,343
Montmorency,"Briley Township, Precinct 1",Ballots Cast,,,,933,0,933
Montmorency,"Hillman Township, Precinct 1",Ballots Cast,,,,1004,0,1004
Montmorency,"Loud Township, Precinct 1",Ballots Cast,,,,169,0,169
Montmorency,"Montmorency Township, Precinct 1",Ballots Cast,,,,401,0,401
Montmorency,"Montmorency Township, Precinct 2",Ballots Cast,,,,342,0,342
Montmorency,"Rust Township, Precinct 1",Ballots Cast,,,,279,0,279
Montmorency,"Vienna Township, Precinct 1",Ballots Cast,,,,324,0,324
Montmorency,"Greenwood Township, Precinct 1 (Oscoda County)",Ballots Cast,,,,990,0,990
Montmorency,"Charlton Township, Precinct 1 (Otsego County)",Ballots Cast,,,,839,0,839
Montmorency,"Chester Township, Precinct 1 (Otsego County)",Ballots Cast,,,,308,0,308
Montmorency,"Dover Township, Precinct 1 (Otsego County)",Ballots Cast,,,,440,0,440
Montmorency,"Bismarck Township, Precinct 1 (Presque Isle County)",Ballots Cast,,,,2,0,2
Montmorency,"Green Township, Precinct 1 (Alpena County)",Ballots Cast,,,,140,0,140
Montmorency,"Wellington Township, Precinct 1 (Alpena County)",Ballots Cast,,,,51,0,51
Montmorency,"Albert Township, Precinct 1",Straight Party,,DEM,Democratic,93,147,240
Montmorency,"Avery Township, Precinct 1",Straight Party,,DEM,Democratic,55,0,55
Montmorency,"Briley Township, Precinct 1",Straight Party,,DEM,Democratic,113,0,113
Montmorency,"Hillman Township, Precinct 1",Straight Party,,DEM,Democratic,133,0,133
Montmorency,"Loud Township, Precinct 1",Straight Party,,DEM,Democratic,30,0,30
Montmorency,"Montmorency Township, Precinct 1",Straight Party,,DEM,Democratic,55,0,55
Montmorency,"Albert Township, Precinct 1",Straight Party,,REP,Republican,346,206,552
Montmorency,"Avery Township, Precinct 1",Straight Party,,REP,Republican,152,0,152
Montmorency,"Briley Township, Precinct 1",Straight Party,,REP,Republican,390,0,390
Montmorency,"Hillman Township, Precinct 1",Straight Party,,REP,Republican,390,0,390
Montmorency,"Loud Township, Precinct 1",Straight Party,,REP,Republican,77,0,77
Montmorency,"Montmorency Township, Precinct 1",Straight Party,,REP,Republican,142,0,142
Montmorency,"Albert Township, Precinct 1",Straight Party,,LIB,Libertarian,0,0,0
Montmorency,"Avery Township, Precinct 1",Straight Party,,LIB,Libertarian,1,0,1
Montmorency,"Briley Township, Precinct 1",Straight Party,,LIB,Libertarian,2,0,2
Montmorency,"Hillman Township, Precinct 1",Straight Party,,LIB,Libertarian,2,0,2
Montmorency,"Loud Township, Precinct 1",Straight Party,,LIB,Libertarian,0,0,0
Montmorency,"Montmorency Township, Precinct 1",Straight Party,,LIB,Libertarian,1,0,1
Montmorency,"Albert Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,0,0,0
Montmorency,"Avery Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,1,0,1
Montmorency,"Briley Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,3,0,3
Montmorency,"Hillman Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,1,0,1
Montmorency,"Loud Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,0,0,0
Montmorency,"Montmorency Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,0,0,0
Montmorency,"Albert Township, Precinct 1",Straight Party,,WCP,Working Class,2,0,2
Montmorency,"Avery Township, Precinct 1",Straight Party,,WCP,Working Class,1,0,1
Montmorency,"Briley Township, Precinct 1",Straight Party,,WCP,Working Class,3,0,3
Montmorency,"Hillman Township, Precinct 1",Straight Party,,WCP,Working Class,6,0,6
Montmorency,"Loud Township, Precinct 1",Straight Party,,WCP,Working Class,0,0,0
Montmorency,"Montmorency Township, Precinct 1",Straight Party,,WCP,Working Class,2,0,2
Montmorency,"Albert Township, Precinct 1",Straight Party,,GRN,Green,0,0,0
Montmorency,"Avery Township, Precinct 1",Straight Party,,GRN,Green,0,0,0
Montmorency,"Briley Township, Precinct 1",Straight Party,,GRN,Green,1,0,1
Montmorency,"Hillman Township, Precinct 1",Straight Party,,GRN,Green,3,0,3
Montmorency,"Loud Township, Precinct 1",Straight Party,,GRN,Green,0,0,0
Montmorency,"Montmorency Township, Precinct 1",Straight Party,,GRN,Green,1,0,1
Montmorency,"Albert Township, Precinct 1",Straight Party,,NLP,Natural Law,0,0,0
Montmorency,"Avery Township, Precinct 1",Straight Party,,NLP,Natural Law,0,0,0
Montmorency,"Briley Township, Precinct 1",Straight Party,,NLP,Natural Law,0,0,0
Montmorency,"Hillman Township, Precinct 1",Straight Party,,NLP,Natural Law,0,0,0
Montmorency,"Loud Township, Precinct 1",Straight Party,,NLP,Natural Law,1,0,1
Montmorency,"Montmorency Township, Precinct 1",Straight Party,,NLP,Natural Law,0,0,0
Montmorency,"Montmorency Township, Precinct 2",Straight Party,,DEM,Democratic,62,0,62
Montmorency,"Rust Township, Precinct 1",Straight Party,,DEM,Democratic,34,0,34
Montmorency,"Vienna Township, Precinct 1",Straight Party,,DEM,Democratic,47,0,47
Montmorency,"Montmorency Township, Precinct 2",Straight Party,,REP,Republican,142,0,142
Montmorency,"Rust Township, Precinct 1",Straight Party,,REP,Republican,139,0,139
Montmorency,"Vienna Township, Precinct 1",Straight Party,,REP,Republican,134,0,134
Montmorency,"Montmorency Township, Precinct 2",Straight Party,,LIB,Libertarian,1,0,1
Montmorency,"Rust Township, Precinct 1",Straight Party,,LIB,Libertarian,0,0,0
Montmorency,"Vienna Township, Precinct 1",Straight Party,,LIB,Libertarian,1,0,1
Montmorency,"Montmorency Township, Precinct 2",Straight Party,,UST,U.S. Taxpayers,1,0,1
Montmorency,"Rust Township, Precinct 1",Straight Party,,UST,U.S. Taxpayers,0,0,0
