county,precinct,office,district,party,candidate,election_day,absentee,votes
Houghton,"Adams Township, Precinct 1",Registered Voters,,,,,,2073
Houghton,"Allouez Township, Precinct 1 (Keweenaw County)",Registered Voters,,,,,,1387
Houghton,"Bohemia Township, Precinct 1 (Ontonagon County)",Registered Voters,,,,,,27
Houghton,"Calumet Charter Township, Precinct 1",Registered Voters,,,,,,1697
Houghton,"Calumet Charter Township, Precinct 2",Registered Voters,,,,,,1391
Houghton,"Calumet Charter Township, Precinct 5",Registered Voters,,,,,,541
Houghton,"Calumet Charter Township, Precinct 9",Registered Voters,,,,,,1665
Houghton,"Chassell Township, Precinct 1",Registered Voters,,,,,,1653
Houghton,"City of Hancock, Precinct 1",Registered Voters,,,,,,1068
Houghton,"City of Hancock, Precinct 2",Registered Voters,,,,,,1310
Houghton,"City of Hancock, Precinct 3",Registered Voters,,,,,,1189
Houghton,"City of Houghton, Precinct 1",Registered Voters,,,,,,596
Houghton,"City of Houghton, Precinct 2",Registered Voters,,,,,,2334
Houghton,"Duncan Township, Precinct 1",Registered Voters,,,,,,97
Houghton,"Duncan Township, Precinct 2",Registered Voters,,,,,,87
Houghton,"Eagle Harbor Township, Precinct 1 (Keweenaw County)",Registered Voters,,,,,,267
Houghton,"Elm River Township, Precinct 1",Registered Voters,,,,,,192
Houghton,"Franklin Township, Precinct 1",Registered Voters,,,,,,826
Houghton,"Franklin Township, Precinct 2",Registered Voters,,,,,,345
Houghton,"Hancock Township, Precinct 1",Registered Voters,,,,,,397
Houghton,"Houghton Township, Precinct 1 (Keweenaw County)",Registered Voters,,,,,,81
Houghton,"Laird Township, Precinct 1",Registered Voters,,,,,,435
Houghton,"Osceola Township, Precinct 1",Registered Voters,,,,,,413
Houghton,"Osceola Township, Precinct 2",Registered Voters,,,,,,752
Houghton,"Osceola Township, Precinct 4",Registered Voters,,,,,,358
Houghton,"Portage Township, Precinct 2",Registered Voters,,,,,,2036
Houghton,"Portage Township, Precinct 4",Registered Voters,,,,,,636
Houghton,"Quincy Township, Precinct 1",Registered Voters,,,,,,244
Houghton,"Schoolcraft Township, Precinct 1",Registered Voters,,,,,,2526
Houghton,"Sherman Township, Precinct 1 (Keweenaw County)",Registered Voters,,,,,,90
Houghton,"Stanton Township, Precinct 1",Registered Voters,,,,,,1184
Houghton,"Stanton Township, Precinct 2",Registered Voters,,,,,,136
Houghton,"Torch Lake Township, Precinct 1",Registered Voters,,,,,,990
Houghton,"Torch Lake Township, Precinct 2",Registered Voters,,,,,,713
Houghton,"Adams Township, Precinct 1",Ballots Cast,,,,770,328,1098
