county,precinct,office,district,party,candidate,election_day,absentee,votes
Grand Traverse,Acme Twp Pct 1,Registered Voters,,,,,,2556
Grand Traverse,Acme Twp Pct 2,Registered Voters,,,,,,1465
Grand Traverse,Blair Twp Pct 1,Registered Voters,,,,,,1574
Grand Traverse,Blair Twp Pct 2,Registered Voters,,,,,,2375
Grand Traverse,Blair Twp Pct 3,Registered Voters,,,,,,1649
Grand Traverse,Blair Twp Pct 4,Registered Voters,,,,,,1678
Grand Traverse,East Bay Twp Pct 1,Registered Voters,,,,,,2291
Grand Traverse,East Bay Twp Pct 2,Registered Voters,,,,,,2120
Grand Traverse,East Bay Twp Pct 3,Registered Voters,,,,,,1789
Grand Traverse,East Bay Twp Pct 4,Registered Voters,,,,,,2276
Grand Traverse,East Bay Twp Pct 5,Registered Voters,,,,,,1888
Grand Traverse,Fife Lake Twp Pct 1,Registered Voters,,,,,,1409
Grand Traverse,Garfield Twp Pct 1,Registered Voters,,,,,,2874
Grand Traverse,Garfield Twp Pct 2,Registered Voters,,,,,,2556
Grand Traverse,Garfield Twp Pct 3,Registered Voters,,,,,,1964
Grand Traverse,Garfield Twp Pct 4,Registered Voters,,,,,,2503
Grand Traverse,Garfield Twp Pct 5,Registered Voters,,,,,,2745
Grand Traverse,Garfield Twp Pct 6,Registered Voters,,,,,,2444
Grand Traverse,Garfield Twp Pct 7,Registered Voters,,,,,,2094
Grand Traverse,Grant Twp Pct 1,Registered Voters,,,,,,1067
Grand Traverse,Green Lake Twp Pct 1,Registered Voters,,,,,,2246
Grand Traverse,Green Lake Twp Pct 2,Registered Voters,,,,,,1949
Grand Traverse,Green Lake Twp Pct 3,Registered Voters,,,,,,1471
Grand Traverse,Long Lake Twp Pct 1,Registered Voters,,,,,,2734
Grand Traverse,Long Lake Twp Pct 2,Registered Voters,,,,,,2616
Grand Traverse,Long Lake Twp Pct 3,Registered Voters,,,,,,3090
Grand Traverse,Mayfield Twp Pct 1,Registered Voters,,,,,,1477
Grand Traverse,Paradise Twp Pct 1,Registered Voters,,,,,,2191
Grand Traverse,Paradise Twp Pct 2,Registered Voters,,,,,,1863
Grand Traverse,Peninsula Twp Pct 1,Registered Voters,,,,,,2840
Grand Traverse,Peninsula Twp Pct 2,Registered Voters,,,,,,2869
Grand Traverse,Union Twp Pct 1,Registered Voters,,,,,,432
Grand Traverse,Whitewater Twp Pct 1,Registered Voters,,,,,,2407
Grand Traverse,Traverse City Pct 1,Registered Voters,,,,,,2231
Grand Traverse,Traverse City Pct 3,Registered Voters,,,,,,2043
Grand Traverse,Traverse City Pct 7,Registered Voters,,,,,,2189
Grand Traverse,Traverse City Pct 8,Registered Voters,,,,,,2105
Grand Traverse,Traverse City Pct 9,Registered Voters,,,,,,1963
Grand Traverse,Traverse City Pct 10,Registered Voters,,,,,,2400
Grand Traverse,Acme Twp Pct 1,Ballots Cast,,,,831,951,1782
Grand Traverse,Acme Twp Pct 2,Ballots Cast,,,,466,592,1058
Grand Traverse,Blair Twp Pct 1,Ballots Cast,,,,465,263,728
Grand Traverse,Blair Twp Pct 2,Ballots Cast,,,,838,614,1452
Grand Traverse,Blair Twp Pct 3,Ballots Cast,,,,495,412,907
Grand Traverse,Blair Twp Pct 4,Ballots Cast,,,,554,275,829
Grand Traverse,East Bay Twp Pct 1,Ballots Cast,,,,663,717,1380
Grand Traverse,East Bay Twp Pct 2,Ballots Cast,,,,712,704,1416
Grand Traverse,East Bay Twp Pct 3,Ballots Cast,,,,612,685,1297
Grand Traverse,East Bay Twp Pct 4,Ballots Cast,,,,751,748,1499
