id,county,precinct,office,district,candidate,party,election_day,absentee,votes
17281,Ottawa,"Grand Haven Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Non-Incumbent Position,,Rejected write-in votes,,6,0,6
17282,Ottawa,"Grand Haven Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Non-Incumbent Position,,Unresolved write-in votes,,0,0,0
17284,Ottawa,"Grand Haven Charter Township, Precinct 2",Judge of Circuit Court 20th Circuit Incumbent Position,,Kent D. Engle,,322,225,547
17285,Ottawa,"Grand Haven Charter Township, Precinct 2",Judge of Circuit Court 20th Circuit Incumbent Position,,Karen Jongekrijg Miedema,,335,231,566
17286,Ottawa,"Grand Haven Charter Township, Precinct 2",Judge of Circuit Court 20th Circuit Incumbent Position,,Cast Votes,,657,456,1113
17287,Ottawa,"Grand Haven Charter Township, Precinct 2",Judge of Circuit Court 20th Circuit Incumbent Position,,Undervotes,,610,397,1007
17288,Ottawa,"Grand Haven Charter Township, Precinct 2",Judge of Circuit Court 20th Circuit Incumbent Position,,Overvotes,,0,0,0
17289,Ottawa,"Grand Haven Charter Township, Precinct 2",Judge of Circuit Court 20th Circuit Incumbent Position,,Rejected write-in votes,,7,1,8
17290,Ottawa,"Grand Haven Charter Township, Precinct 2",Judge of Circuit Court 20th Circuit Incumbent Position,,Unresolved write-in votes,,0,0,0
17293,Ottawa,"Grand Haven Charter Township, Precinct 2",Judge of Circuit Court 20th Circuit New Judgeship,,Paul Kraus,,267,188,455
17294,Ottawa,"Grand Haven Charter Township, Precinct 2",Judge of Circuit Court 20th Circuit New Judgeship,,Mercedes Watts,,180,133,313
17295,Ottawa,"Grand Haven Charter Township, Precinct 2",Judge of Circuit Court 20th Circuit New Judgeship,,Cast Votes,,447,321,768
17296,Ottawa,"Grand Haven Charter Township, Precinct 2",Judge of Circuit Court 20th Circuit New Judgeship,,Undervotes,,184,106,290
17297,Ottawa,"Grand Haven Charter Township, Precinct 2",Judge of Circuit Court 20th Circuit New Judgeship,,Overvotes,,1,0,1
17298,Ottawa,"Grand Haven Charter Township, Precinct 2",Judge of Circuit Court 20th Circuit New Judgeship,,Rejected write-in votes,,5,0,5
17299,Ottawa,"Grand Haven Charter Township, Precinct 2",Judge of Circuit Court 20th Circuit New Judgeship,,Unresolved write-in votes,,0,0,0
17301,Ottawa,"Grand Haven Charter Township, Precinct 2",Judge of District Court 58th District Incumbent Position,,Judy K. Mulder,,399,250,649
17302,Ottawa,"Grand Haven Charter Township, Precinct 2",Judge of District Court 58th District Incumbent Position,,Cast Votes,,399,250,649
17303,Ottawa,"Grand Haven Charter Township, Precinct 2",Judge of District Court 58th District Incumbent Position,,Undervotes,,233,175,408
17304,Ottawa,"Grand Haven Charter Township, Precinct 2",Judge of District Court 58th District Incumbent Position,,Overvotes,,0,0,0
17305,Ottawa,"Grand Haven Charter Township, Precinct 2",Judge of District Court 58th District Incumbent Position,,Rejected write-in votes,,5,2,7
17306,Ottawa,"Grand Haven Charter Township, Precinct 2",Judge of District Court 58th District Incumbent Position,,Unresolved write-in votes,,0,0,0
17308,Ottawa,"Grand Haven Charter Township, Precinct 2",Board Member Grand Haven Area Public Schools 6 Year Term,,Tracey Nauta,,192,86,278
17309,Ottawa,"Grand Haven Charter Township, Precinct 2",Board Member Grand Haven Area Public Schools 6 Year Term,,Nichol Stack,,207,180,387
17310,Ottawa,"Grand Haven Charter Township, Precinct 2",Board Member Grand Haven Area Public Schools 6 Year Term,,Carl Treutler,,151,194,345
17311,Ottawa,"Grand Haven Charter Township, Precinct 2",Board Member Grand Haven Area Public Schools 6 Year Term,,Tommy Van Hill,,187,98,285
17312,Ottawa,"Grand Haven Charter Township, Precinct 2",Board Member Grand Haven Area Public Schools 6 Year Term,,Roger Williams,,173,98,271
17313,Ottawa,"Grand Haven Charter Township, Precinct 2",Board Member Grand Haven Area Public Schools 6 Year Term,,Cast Votes,,910,656,1566
17314,Ottawa,"Grand Haven Charter Township, Precinct 2",Board Member Grand Haven Area Public Schools 6 Year Term,,Undervotes,,344,193,537
17315,Ottawa,"Grand Haven Charter Township, Precinct 2",Board Member Grand Haven Area Public Schools 6 Year Term,,Overvotes,,5,1,6
17316,Ottawa,"Grand Haven Charter Township, Precinct 2",Board Member Grand Haven Area Public Schools 6 Year Term,,Rejected write-in votes,,10,3,13
17317,Ottawa,"Grand Haven Charter Township, Precinct 2",Board Member Grand Haven Area Public Schools 6 Year Term,,Unresolved write-in votes,,0,0,0
17321,Ottawa,"Grand Haven Charter Township, Precinct 2",Board Member Grand Haven Area Public Schools Partial Term Ending 12/31/2026,,Marc Eickholt,,217,205,422
17322,Ottawa,"Grand Haven Charter Township, Precinct 2",Board Member Grand Haven Area Public Schools Partial Term Ending 12/31/2026,,Thomas Hoekstra II,,282,134,416
17323,Ottawa,"Grand Haven Charter Township, Precinct 2",Board Member Grand Haven Area Public Schools Partial Term Ending 12/31/2026,,Cast Votes,,499,339,838
17324,Ottawa,"Grand Haven Charter Township, Precinct 2",Board Member Grand Haven Area Public Schools Partial Term Ending 12/31/2026,,Undervotes,,133,87,220
17325,Ottawa,"Grand Haven Charter Township, Precinct 2",Board Member Grand Haven Area Public Schools Partial Term Ending 12/31/2026,,Overvotes,,0,0,0
17326,Ottawa,"Grand Haven Charter Township, Precinct 2",Board Member Grand Haven Area Public Schools Partial Term Ending 12/31/2026,,Rejected write-in votes,,5,1,6
17327,Ottawa,"Grand Haven Charter Township, Precinct 2",Board Member Grand Haven Area Public Schools Partial Term Ending 12/31/2026,,Unresolved write-in votes,,0,0,0
17329,Ottawa,"Grand Haven Charter Township, Precinct 2",Proposal 22-1,,Yes,,391,305,696
17330,Ottawa,"Grand Haven Charter Township, Precinct 2",Proposal 22-1,,No,,226,102,328
17331,Ottawa,"Grand Haven Charter Township, Precinct 2",Proposal 22-1,,Cast Votes,,617,407,1024
17332,Ottawa,"Grand Haven Charter Township, Precinct 2",Proposal 22-1,,Undervotes,,19,20,39
17333,Ottawa,"Grand Haven Charter Township, Precinct 2",Proposal 22-1,,Overvotes,,1,0,1
17334,Ottawa,"Grand Haven Charter Township, Precinct 2",Proposal 22-1,,Rejected write-in votes,,0,0,0
17335,Ottawa,"Grand Haven Charter Township, Precinct 2",Proposal 22-1,,Unresolved write-in votes,,0,0,0
17337,Ottawa,"Grand Haven Charter Township, Precinct 2",Proposal 22-2,,Yes,,323,275,598
17338,Ottawa,"Grand Haven Charter Township, Precinct 2",Proposal 22-2,,No,,295,135,430
17339,Ottawa,"Grand Haven Charter Township, Precinct 2",Proposal 22-2,,Cast Votes,,618,410,1028
17340,Ottawa,"Grand Haven Charter Township, Precinct 2",Proposal 22-2,,Undervotes,,18,16,34
17341,Ottawa,"Grand Haven Charter Township, Precinct 2",Proposal 22-2,,Overvotes,,1,1,2
17342,Ottawa,"Grand Haven Charter Township, Precinct 2",Proposal 22-2,,Rejected write-in votes,,0,0,0
17343,Ottawa,"Grand Haven Charter Township, Precinct 2",Proposal 22-2,,Unresolved write-in votes,,0,0,0
17346,Ottawa,"Grand Haven Charter Township, Precinct 2",Proposal 22-3,,Yes,,328,259,587
17347,Ottawa,"Grand Haven Charter Township, Precinct 2",Proposal 22-3,,No,,302,156,458
17348,Ottawa,"Grand Haven Charter Township, Precinct 2",Proposal 22-3,,Cast Votes,,630,415,1045
17349,Ottawa,"Grand Haven Charter Township, Precinct 2",Proposal 22-3,,Undervotes,,7,11,18
17350,Ottawa,"Grand Haven Charter Township, Precinct 2",Proposal 22-3,,Overvotes,,0,1,1
17351,Ottawa,"Grand Haven Charter Township, Precinct 2",Proposal 22-3,,Rejected write-in votes,,0,0,0
17352,Ottawa,"Grand Haven Charter Township, Precinct 2",Proposal 22-3,,Unresolved write-in votes,,0,0,0
17354,Ottawa,"Grand Haven Charter Township, Precinct 2",Grand Haven Charter Township Northwest Ottawa Recreation Authority Millage Proposal,,Yes,,298,207,505
17355,Ottawa,"Grand Haven Charter Township, Precinct 2",Grand Haven Charter Township Northwest Ottawa Recreation Authority Millage Proposal,,No,,305,206,511
17356,Ottawa,"Grand Haven Charter Township, Precinct 2",Grand Haven Charter Township Northwest Ottawa Recreation Authority Millage Proposal,,Cast Votes,,603,413,1016
17357,Ottawa,"Grand Haven Charter Township, Precinct 2",Grand Haven Charter Township Northwest Ottawa Recreation Authority Millage Proposal,,Undervotes,,34,14,48
17358,Ottawa,"Grand Haven Charter Township, Precinct 2",Grand Haven Charter Township Northwest Ottawa Recreation Authority Millage Proposal,,Overvotes,,0,0,0
17359,Ottawa,"Grand Haven Charter Township, Precinct 2",Grand Haven Charter Township Northwest Ottawa Recreation Authority Millage Proposal,,Rejected write-in votes,,0,0,0
17360,Ottawa,"Grand Haven Charter Township, Precinct 2",Grand Haven Charter Township Northwest Ottawa Recreation Authority Millage Proposal,,Unresolved write-in votes,,0,0,0
17363,Ottawa,"Grand Haven Charter Township, Precinct 3",Straight Party,,Democratic Party,DEM,113,241,354
17364,Ottawa,"Grand Haven Charter Township, Precinct 3",Straight Party,,Republican Party,REP,276,235,511
17365,Ottawa,"Grand Haven Charter Township, Precinct 3",Straight Party,,Libertarian Party,LIB,1,2,3
17366,Ottawa,"Grand Haven Charter Township, Precinct 3",Straight Party,,U.S. Taxpayers Party,UST,0,0,0
17367,Ottawa,"Grand Haven Charter Township, Precinct 3",Straight Party,,Working Class Party,WC,1,1,2
17368,Ottawa,"Grand Haven Charter Township, Precinct 3",Straight Party,,Green Party,GRE,1,0,1
17369,Ottawa,"Grand Haven Charter Township, Precinct 3",Straight Party,,Natural Law Party,NAL,0,0,0
17370,Ottawa,"Grand Haven Charter Township, Precinct 3",Straight Party,,Cast Votes,,392,479,871
17371,Ottawa,"Grand Haven Charter Township, Precinct 3",Straight Party,,Undervotes,,369,434,803
17372,Ottawa,"Grand Haven Charter Township, Precinct 3",Straight Party,,Overvotes,,0,0,0
17373,Ottawa,"Grand Haven Charter Township, Precinct 3",Straight Party,,Rejected write-in votes,,0,0,0
17374,Ottawa,"Grand Haven Charter Township, Precinct 3",Straight Party,,Unresolved write-in votes,,0,0,0
17377,Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Gretchen Whitmer Garlin D. Gilchrist II,DEM,280,527,807
17378,Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Tudor M. Dixon Shane Hernandez,REP,467,366,833
17379,Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Mary Buzuma Brian Ellison,LIB,8,5,13
17380,Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Donna Brandenburg Mellissa Carone,UST,1,0,1
17381,Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Kevin Hogan Destiny Clayton,GRE,1,1,2
17382,Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Daryl M. Simpson Doug Dern,NAL,0,4,4
17383,Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Bob Scott (W),,0,0,0
17384,Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
17385,Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Ervin Joseph Lamie (W),,0,0,0
17386,Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Eugene Rosell Hunt Jr. (W),,0,0,0
17387,Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Evan S. Space (W),,0,0,0
17388,Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Joseph Irving (W),,0,0,0
17389,Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Joseph Michael Hunt (W),,0,0,0
17390,Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Joyce Priscilla Gipson (W),,0,0,0
17391,Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Justin Paul Blackburn (W),,0,0,0
17392,Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Michael David Kelley (W),,0,0,0
17393,Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Michael Ray Deck (W),,0,0,0
17394,Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Cast Votes,,757,903,1660
17395,Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Undervotes,,4,9,13
17396,Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Overvotes,,0,1,1
17397,Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Rejected write-in votes,,0,0,0
17398,Ottawa,"Grand Haven Charter Township, Precinct 3",Governor,,Unresolved write-in votes,,0,0,0
17401,Ottawa,"Grand Haven Charter Township, Precinct 3",Secretary of State,,Jocelyn Benson,DEM,280,545,825
17402,Ottawa,"Grand Haven Charter Township, Precinct 3",Secretary of State,,Kristina Elaine Karamo,REP,451,346,797
17403,Ottawa,"Grand Haven Charter Township, Precinct 3",Secretary of State,,Gregory Scott Stempfle,LIB,10,7,17
17404,Ottawa,"Grand Haven Charter Township, Precinct 3",Secretary of State,,Christine C. Schwartz,UST,3,1,4
17405,Ottawa,"Grand Haven Charter Township, Precinct 3",Secretary of State,,Larry James Hutchinson Jr.,GRE,4,1,5
17406,Ottawa,"Grand Haven Charter Township, Precinct 3",Secretary of State,,Cast Votes,,748,900,1648
17407,Ottawa,"Grand Haven Charter Township, Precinct 3",Secretary of State,,Undervotes,,13,13,26
17408,Ottawa,"Grand Haven Charter Township, Precinct 3",Secretary of State,,Overvotes,,0,0,0
17409,Ottawa,"Grand Haven Charter Township, Precinct 3",Secretary of State,,Rejected write-in votes,,0,0,0
17410,Ottawa,"Grand Haven Charter Township, Precinct 3",Secretary of State,,Unresolved write-in votes,,0,0,0
17412,Ottawa,"Grand Haven Charter Township, Precinct 3",Attorney General,,Dana Nessel,DEM,258,506,764
17413,Ottawa,"Grand Haven Charter Township, Precinct 3",Attorney General,,Matthew DePerno,REP,465,373,838
17414,Ottawa,"Grand Haven Charter Township, Precinct 3",Attorney General,,Joseph W. McHugh Jr.,LIB,16,6,22
17415,Ottawa,"Grand Haven Charter Township, Precinct 3",Attorney General,,Gerald T. Van Sickle,UST,5,3,8
17416,Ottawa,"Grand Haven Charter Township, Precinct 3",Attorney General,,Cast Votes,,744,888,1632
17417,Ottawa,"Grand Haven Charter Township, Precinct 3",Attorney General,,Undervotes,,17,24,41
17418,Ottawa,"Grand Haven Charter Township, Precinct 3",Attorney General,,Overvotes,,0,0,0
17419,Ottawa,"Grand Haven Charter Township, Precinct 3",Attorney General,,Rejected write-in votes,,0,1,1
17420,Ottawa,"Grand Haven Charter Township, Precinct 3",Attorney General,,Unresolved write-in votes,,0,0,0
17422,Ottawa,"Grand Haven Charter Township, Precinct 3",U.S. House,3,Hillary Scholten,DEM,269,502,771
17423,Ottawa,"Grand Haven Charter Township, Precinct 3",U.S. House,3,John Gibbs,REP,453,356,809
17424,Ottawa,"Grand Haven Charter Township, Precinct 3",U.S. House,3,Jamie Lewis,LIB,17,17,34
17425,Ottawa,"Grand Haven Charter Township, Precinct 3",U.S. House,3,Louis Palus,WC,4,8,12
17426,Ottawa,"Grand Haven Charter Township, Precinct 3",U.S. House,3,Cast Votes,,743,883,1626
17427,Ottawa,"Grand Haven Charter Township, Precinct 3",U.S. House,3,Undervotes,,18,30,48
17428,Ottawa,"Grand Haven Charter Township, Precinct 3",U.S. House,3,Overvotes,,0,0,0
17429,Ottawa,"Grand Haven Charter Township, Precinct 3",U.S. House,3,Rejected write-in votes,,0,0,0
17430,Ottawa,"Grand Haven Charter Township, Precinct 3",U.S. House,3,Unresolved write-in votes,,0,0,0
17433,Ottawa,"Grand Haven Charter Township, Precinct 3",State Senate,31,Kim S. Nagy,DEM,240,446,686
17434,Ottawa,"Grand Haven Charter Township, Precinct 3",State Senate,31,Roger Victory,REP,482,437,919
17435,Ottawa,"Grand Haven Charter Township, Precinct 3",State Senate,31,Jessica L. Fox,LIB,15,7,22
17436,Ottawa,"Grand Haven Charter Township, Precinct 3",State Senate,31,Cast Votes,,737,890,1627
17437,Ottawa,"Grand Haven Charter Township, Precinct 3",State Senate,31,Undervotes,,24,23,47
17438,Ottawa,"Grand Haven Charter Township, Precinct 3",State Senate,31,Overvotes,,0,0,0
17439,Ottawa,"Grand Haven Charter Township, Precinct 3",State Senate,31,Rejected write-in votes,,0,0,0
17440,Ottawa,"Grand Haven Charter Township, Precinct 3",State Senate,31,Unresolved write-in votes,,0,0,0
17442,Ottawa,"Grand Haven Charter Township, Precinct 3",State House,88,Christine Baker,DEM,241,440,681
17443,Ottawa,"Grand Haven Charter Township, Precinct 3",State House,88,Greg VanWoerkom,REP,483,437,920
17444,Ottawa,"Grand Haven Charter Township, Precinct 3",State House,88,Marv Bolthouse,LIB,13,8,21
17445,Ottawa,"Grand Haven Charter Township, Precinct 3",State House,88,Cast Votes,,737,885,1622
17446,Ottawa,"Grand Haven Charter Township, Precinct 3",State House,88,Undervotes,,23,28,51
17447,Ottawa,"Grand Haven Charter Township, Precinct 3",State House,88,Overvotes,,1,0,1
17448,Ottawa,"Grand Haven Charter Township, Precinct 3",State House,88,Rejected write-in votes,,0,0,0
17449,Ottawa,"Grand Haven Charter Township, Precinct 3",State House,88,Unresolved write-in votes,,0,0,0
17452,Ottawa,"Grand Haven Charter Township, Precinct 3",Member of the State Board of Education,,Pamela Pugh,DEM,226,443,669
17453,Ottawa,"Grand Haven Charter Township, Precinct 3",Member of the State Board of Education,,Mitchell Robinson,DEM,213,429,642
17454,Ottawa,"Grand Haven Charter Township, Precinct 3",Member of the State Board of Education,,Tamara D. Carlone,REP,453,403,856
17455,Ottawa,"Grand Haven Charter Township, Precinct 3",Member of the State Board of Education,,Linda Lee Tarver,REP,436,386,822
17456,Ottawa,"Grand Haven Charter Township, Precinct 3",Member of the State Board of Education,,Donna Gundle-Krieg,LIB,21,7,28
17457,Ottawa,"Grand Haven Charter Township, Precinct 3",Member of the State Board of Education,,Bill Hall,LIB,23,8,31
17458,Ottawa,"Grand Haven Charter Township, Precinct 3",Member of the State Board of Education,,Ethan Hobson,UST,4,5,9
17459,Ottawa,"Grand Haven Charter Township, Precinct 3",Member of the State Board of Education,,Mary Anne Hering,WC,13,12,25
