county,precinct,office,district,party,candidate,absentee,election_day,votes
Clinton,"Bath Charter Township, Precinct 1",President,,REP,Mark Sanford,0,3,3
Clinton,"Bath Charter Township, Precinct 1",President,,REP,Donald J. Trump,0,134,134
Clinton,"Bath Charter Township, Precinct 1",President,,REP,Joe Walsh,0,0,0
Clinton,"Bath Charter Township, Precinct 1",President,,REP,Bill Weld,0,1,1
Clinton,"Bath Charter Township, Precinct 1",President,,REP,Uncommitted,0,7,7
Clinton,"Bath Charter Township, Precinct 1",Ballots Cast,,REP,,0,145,145
Clinton,"Bath Charter Township, Precinct 1",President,,REP,Undervotes,0,0,0
Clinton,"Bath Charter Township, Precinct 1",President,,REP,Overvotes,0,0,0
Clinton,"Bath Charter Township, Precinct 1",President,,DEM,Michael Bennet,0,0,0
Clinton,"Bath Charter Township, Precinct 1",President,,DEM,Joe Biden,0,167,167
Clinton,"Bath Charter Township, Precinct 1",President,,DEM,Michael R. Bloomberg,0,13,13
Clinton,"Bath Charter Township, Precinct 1",President,,DEM,Cory Booker,0,0,0
Clinton,"Bath Charter Township, Precinct 1",President,,DEM,Pete Buttigieg,0,3,3
Clinton,"Bath Charter Township, Precinct 1",President,,DEM,Julián Castro,0,0,0
Clinton,"Bath Charter Township, Precinct 1",President,,DEM,John Delaney,0,0,0
Clinton,"Bath Charter Township, Precinct 1",President,,DEM,Tulsi Gabbard,0,3,3
Clinton,"Bath Charter Township, Precinct 1",President,,DEM,Amy Klobuchar,0,0,0
Clinton,"Bath Charter Township, Precinct 1",President,,DEM,Bernie Sanders,0,107,107
Clinton,"Bath Charter Township, Precinct 1",President,,DEM,Joe Sestak,0,0,0
Clinton,"Bath Charter Township, Precinct 1",President,,DEM,Tom Steyer,0,0,0
Clinton,"Bath Charter Township, Precinct 1",President,,DEM,Elizabeth Warren,0,5,5
Clinton,"Bath Charter Township, Precinct 1",President,,DEM,Marianne Williamson,0,0,0
Clinton,"Bath Charter Township, Precinct 1",President,,DEM,Andrew Yang,0,0,0
Clinton,"Bath Charter Township, Precinct 1",President,,DEM,Uncommitted,0,2,2
Clinton,"Bath Charter Township, Precinct 1",President,,DEM,Undervotes,0,0,0
Clinton,"Bath Charter Township, Precinct 1",President,,DEM,Overvotes,0,1,1
Clinton,"Bath Charter Township, Precinct 1",Millage Proposition County-Wide E-911 Emergency Dispatch,,NON,Yes,0,295,295
