county,precinct,office,district,party,candidates,votes
Gladwin,"Billings Township, Precinct 1",President,,REP,Joe Walsh,2
Gladwin,"Bourret Township, Precinct 1",President,,REP,Joe Walsh,0
Gladwin,"Buckeye Township, Precinct 1",President,,REP,Joe Walsh,0
Gladwin,"Butman Township, Precinct 1",President,,REP,Joe Walsh,0
Gladwin,"Clement Township, Precinct 1",President,,REP,Joe Walsh,0
Gladwin,"Gladwin Township, Precinct 1",President,,REP,Joe Walsh,0
Gladwin,"Grim Township, Precinct 1",President,,REP,Joe Walsh,1
Gladwin,"Grout Township, Precinct 1",President,,REP,Joe Walsh,0
Gladwin,"Hay Township, Precinct 1",President,,REP,Joe Walsh,2
Gladwin,"Sage Township, Precinct 1",President,,REP,Joe Walsh,1
Gladwin,"Secord Township, Precinct 1",President,,REP,Joe Walsh,0
Gladwin,"Sherman Township, Precinct 1",President,,REP,Joe Walsh,0
Gladwin,"Tobacco Township, Precinct 1",President,,REP,Joe Walsh,0
Gladwin,"City of Beaverton, Precinct 1",President,,REP,Bill Weld,0
Gladwin,"City of Gladwin, Precinct 1",President,,REP,Bill Weld,0
Gladwin,"City of Gladwin, Precinct 2",President,,REP,Bill Weld,0
Gladwin,"Beaverton Township, Precinct 1",President,,REP,Bill Weld,1
Gladwin,"Bentley Township, Precinct 1",President,,REP,Bill Weld,0
Gladwin,"Billings Township, Precinct 1",President,,REP,Bill Weld,0
Gladwin,"Bourret Township, Precinct 1",President,,REP,Bill Weld,0
Gladwin,"Buckeye Township, Precinct 1",President,,REP,Bill Weld,0
Gladwin,"Butman Township, Precinct 1",President,,REP,Bill Weld,0
Gladwin,"Clement Township, Precinct 1",President,,REP,Bill Weld,0
Gladwin,"Gladwin Township, Precinct 1",President,,REP,Bill Weld,0
Gladwin,"Grim Township, Precinct 1",President,,REP,Bill Weld,0
Gladwin,"Grout Township, Precinct 1",President,,REP,Bill Weld,0
Gladwin,"Hay Township, Precinct 1",President,,REP,Bill Weld,0
Gladwin,"Sage Township, Precinct 1",President,,REP,Bill Weld,0
Gladwin,"Secord Township, Precinct 1",President,,REP,Bill Weld,0
Gladwin,"Sherman Township, Precinct 1",President,,REP,Bill Weld,0
Gladwin,"Tobacco Township, Precinct 1",President,,REP,Bill Weld,2
Gladwin,"City of Beaverton, Precinct 1",President,,REP,Uncommitted,0
Gladwin,"City of Gladwin, Precinct 1",President,,REP,Uncommitted,1
Gladwin,"City of Gladwin, Precinct 2",President,,REP,Uncommitted,4
Gladwin,"Beaverton Township, Precinct 1",President,,REP,Uncommitted,3
Gladwin,"Bentley Township, Precinct 1",President,,REP,Uncommitted,0
Gladwin,"Billings Township, Precinct 1",President,,REP,Uncommitted,6
Gladwin,"Bourret Township, Precinct 1",President,,REP,Uncommitted,1
Gladwin,"Buckeye Township, Precinct 1",President,,REP,Uncommitted,5
Gladwin,"Butman Township, Precinct 1",President,,REP,Uncommitted,7
Gladwin,"Clement Township, Precinct 1",President,,REP,Uncommitted,0
Gladwin,"Gladwin Township, Precinct 1",President,,REP,Uncommitted,5
Gladwin,"Grim Township, Precinct 1",President,,REP,Uncommitted,1
Gladwin,"Grout Township, Precinct 1",President,,REP,Uncommitted,3
Gladwin,"Hay Township, Precinct 1",President,,REP,Uncommitted,3
Gladwin,"Sage Township, Precinct 1",President,,REP,Uncommitted,6
Gladwin,"Secord Township, Precinct 1",President,,REP,Uncommitted,0
Gladwin,"Sherman Township, Precinct 1",President,,REP,Uncommitted,1
Gladwin,"Tobacco Township, Precinct 1",President,,REP,Uncommitted,3
Gladwin,"City of Beaverton, Precinct 1",President,,REP,Unresolved Write-In,0
Gladwin,"City of Gladwin, Precinct 1",President,,REP,Unresolved Write-In,0
Gladwin,"City of Gladwin, Precinct 2",President,,REP,Unresolved Write-In,2
Gladwin,"Beaverton Township, Precinct 1",President,,REP,Unresolved Write-In,0
Gladwin,"Bentley Township, Precinct 1",President,,REP,Unresolved Write-In,0
Gladwin,"Billings Township, Precinct 1",President,,REP,Unresolved Write-In,0
Gladwin,"Bourret Township, Precinct 1",President,,REP,Unresolved Write-In,0
Gladwin,"Buckeye Township, Precinct 1",President,,REP,Unresolved Write-In,0
Gladwin,"Butman Township, Precinct 1",President,,REP,Unresolved Write-In,0
Gladwin,"Clement Township, Precinct 1",President,,REP,Unresolved Write-In,1
Gladwin,"Gladwin Township, Precinct 1",President,,REP,Unresolved Write-In,0
Gladwin,"Grim Township, Precinct 1",President,,REP,Unresolved Write-In,0
Gladwin,"Grout Township, Precinct 1",President,,REP,Unresolved Write-In,0
Gladwin,"Hay Township, Precinct 1",President,,REP,Unresolved Write-In,0
Gladwin,"Sage Township, Precinct 1",President,,REP,Unresolved Write-In,0
Gladwin,"Secord Township, Precinct 1",President,,REP,Unresolved Write-In,0
Gladwin,"Sherman Township, Precinct 1",President,,REP,Unresolved Write-In,0
Gladwin,"Tobacco Township, Precinct 1",President,,REP,Unresolved Write-In,0
