county,precinct,office,district,party,candidates,votes
Gladwin,"City of Beaverton, Precinct 1",President,,DEM,Michael R. Bloomberg,4
Gladwin,"City of Gladwin, Precinct 1",President,,DEM,Michael R. Bloomberg,9
Gladwin,"City of Gladwin, Precinct 2",President,,DEM,Michael R. Bloomberg,3
Gladwin,"Beaverton Township, Precinct 1",President,,DEM,Michael R. Bloomberg,21
Gladwin,"Bentley Township, Precinct 1",President,,DEM,Michael R. Bloomberg,2
Gladwin,"Billings Township, Precinct 1",President,,DEM,Michael R. Bloomberg,21
Gladwin,"Bourret Township, Precinct 1",President,,DEM,Michael R. Bloomberg,4
Gladwin,"Buckeye Township, Precinct 1",President,,DEM,Michael R. Bloomberg,3
Gladwin,"Butman Township, Precinct 1",President,,DEM,Michael R. Bloomberg,26
Gladwin,"Clement Township, Precinct 1",President,,DEM,Michael R. Bloomberg,6
Gladwin,"Gladwin Township, Precinct 1",President,,DEM,Michael R. Bloomberg,3
Gladwin,"Grim Township, Precinct 1",President,,DEM,Michael R. Bloomberg,0
Gladwin,"Grout Township, Precinct 1",President,,DEM,Michael R. Bloomberg,11
Gladwin,"Hay Township, Precinct 1",President,,DEM,Michael R. Bloomberg,4
Gladwin,"Sage Township, Precinct 1",President,,DEM,Michael R. Bloomberg,13
Gladwin,"Secord Township, Precinct 1",President,,DEM,Michael R. Bloomberg,11
Gladwin,"Sherman Township, Precinct 1",President,,DEM,Michael R. Bloomberg,5
Gladwin,"Tobacco Township, Precinct 1",President,,DEM,Michael R. Bloomberg,24
Gladwin,"City of Beaverton, Precinct 1",President,,DEM,Cory Booker,0
Gladwin,"City of Gladwin, Precinct 1",President,,DEM,Cory Booker,0
Gladwin,"City of Gladwin, Precinct 2",President,,DEM,Cory Booker,0
Gladwin,"Beaverton Township, Precinct 1",President,,DEM,Cory Booker,0
Gladwin,"Bentley Township, Precinct 1",President,,DEM,Cory Booker,0
Gladwin,"Billings Township, Precinct 1",President,,DEM,Cory Booker,0
Gladwin,"Bourret Township, Precinct 1",President,,DEM,Cory Booker,1
Gladwin,"Buckeye Township, Precinct 1",President,,DEM,Cory Booker,0
Gladwin,"Butman Township, Precinct 1",President,,DEM,Cory Booker,0
Gladwin,"Clement Township, Precinct 1",President,,DEM,Cory Booker,0
Gladwin,"Gladwin Township, Precinct 1",President,,DEM,Cory Booker,0
Gladwin,"Grim Township, Precinct 1",President,,DEM,Cory Booker,0
Gladwin,"Grout Township, Precinct 1",President,,DEM,Cory Booker,0
Gladwin,"Hay Township, Precinct 1",President,,DEM,Cory Booker,0
Gladwin,"Sage Township, Precinct 1",President,,DEM,Cory Booker,0
Gladwin,"Secord Township, Precinct 1",President,,DEM,Cory Booker,0
Gladwin,"Sherman Township, Precinct 1",President,,DEM,Cory Booker,0
Gladwin,"Tobacco Township, Precinct 1",President,,DEM,Cory Booker,1
Gladwin,"City of Beaverton, Precinct 1",President,,DEM,Pete Buttigieg,0
Gladwin,"City of Gladwin, Precinct 1",President,,DEM,Pete Buttigieg,2
Gladwin,"City of Gladwin, Precinct 2",President,,DEM,Pete Buttigieg,2
Gladwin,"Beaverton Township, Precinct 1",President,,DEM,Pete Buttigieg,2
Gladwin,"Bentley Township, Precinct 1",President,,DEM,Pete Buttigieg,1
Gladwin,"Billings Township, Precinct 1",President,,DEM,Pete Buttigieg,3
Gladwin,"Bourret Township, Precinct 1",President,,DEM,Pete Buttigieg,0
Gladwin,"Buckeye Township, Precinct 1",President,,DEM,Pete Buttigieg,0
Gladwin,"Butman Township, Precinct 1",President,,DEM,Pete Buttigieg,10
Gladwin,"Clement Township, Precinct 1",President,,DEM,Pete Buttigieg,3
Gladwin,"Gladwin Township, Precinct 1",President,,DEM,Pete Buttigieg,3
Gladwin,"Grim Township, Precinct 1",President,,DEM,Pete Buttigieg,0
Gladwin,"Grout Township, Precinct 1",President,,DEM,Pete Buttigieg,3
Gladwin,"Hay Township, Precinct 1",President,,DEM,Pete Buttigieg,1
Gladwin,"Sage Township, Precinct 1",President,,DEM,Pete Buttigieg,4
Gladwin,"Secord Township, Precinct 1",President,,DEM,Pete Buttigieg,1
Gladwin,"Sherman Township, Precinct 1",President,,DEM,Pete Buttigieg,0
Gladwin,"Tobacco Township, Precinct 1",President,,DEM,Pete Buttigieg,1
Gladwin,"City of Beaverton, Precinct 1",President,,DEM,Julian Castro,0
Gladwin,"City of Gladwin, Precinct 1",President,,DEM,Julian Castro,0
Gladwin,"City of Gladwin, Precinct 2",President,,DEM,Julian Castro,0
Gladwin,"Beaverton Township, Precinct 1",President,,DEM,Julian Castro,0
Gladwin,"Bentley Township, Precinct 1",President,,DEM,Julian Castro,0
Gladwin,"Billings Township, Precinct 1",President,,DEM,Julian Castro,1
Gladwin,"Bourret Township, Precinct 1",President,,DEM,Julian Castro,0
Gladwin,"Buckeye Township, Precinct 1",President,,DEM,Julian Castro,0
Gladwin,"Butman Township, Precinct 1",President,,DEM,Julian Castro,0
Gladwin,"Clement Township, Precinct 1",President,,DEM,Julian Castro,0
Gladwin,"Gladwin Township, Precinct 1",President,,DEM,Julian Castro,0
Gladwin,"Grim Township, Precinct 1",President,,DEM,Julian Castro,0
Gladwin,"Grout Township, Precinct 1",President,,DEM,Julian Castro,0
Gladwin,"Hay Township, Precinct 1",President,,DEM,Julian Castro,0
Gladwin,"Sage Township, Precinct 1",President,,DEM,Julian Castro,0
Gladwin,"Secord Township, Precinct 1",President,,DEM,Julian Castro,0
Gladwin,"Sherman Township, Precinct 1",President,,DEM,Julian Castro,0
Gladwin,"Tobacco Township, Precinct 1",President,,DEM,Julian Castro,0
Gladwin,"City of Beaverton, Precinct 1",President,,DEM,John Delaney,0
Gladwin,"City of Gladwin, Precinct 1",President,,DEM,John Delaney,0
Gladwin,"City of Gladwin, Precinct 2",President,,DEM,John Delaney,0
Gladwin,"Beaverton Township, Precinct 1",President,,DEM,John Delaney,0
Gladwin,"Bentley Township, Precinct 1",President,,DEM,John Delaney,0
Gladwin,"Billings Township, Precinct 1",President,,DEM,John Delaney,0
Gladwin,"Bourret Township, Precinct 1",President,,DEM,John Delaney,0
Gladwin,"Buckeye Township, Precinct 1",President,,DEM,John Delaney,0
Gladwin,"Butman Township, Precinct 1",President,,DEM,John Delaney,0
Gladwin,"Clement Township, Precinct 1",President,,DEM,John Delaney,0
Gladwin,"Gladwin Township, Precinct 1",President,,DEM,John Delaney,0
Gladwin,"Grim Township, Precinct 1",President,,DEM,John Delaney,0
Gladwin,"Grout Township, Precinct 1",President,,DEM,John Delaney,0
Gladwin,"Hay Township, Precinct 1",President,,DEM,John Delaney,0
Gladwin,"Sage Township, Precinct 1",President,,DEM,John Delaney,1
Gladwin,"Secord Township, Precinct 1",President,,DEM,John Delaney,0
Gladwin,"Sherman Township, Precinct 1",President,,DEM,John Delaney,0
Gladwin,"Tobacco Township, Precinct 1",President,,DEM,John Delaney,0
Gladwin,"City of Beaverton, Precinct 1",President,,DEM,Tulsi Gabbard,0
Gladwin,"City of Gladwin, Precinct 1",President,,DEM,Tulsi Gabbard,1
Gladwin,"City of Gladwin, Precinct 2",President,,DEM,Tulsi Gabbard,1
Gladwin,"Beaverton Township, Precinct 1",President,,DEM,Tulsi Gabbard,0
Gladwin,"Bentley Township, Precinct 1",President,,DEM,Tulsi Gabbard,0
Gladwin,"Billings Township, Precinct 1",President,,DEM,Tulsi Gabbard,1
Gladwin,"Bourret Township, Precinct 1",President,,DEM,Tulsi Gabbard,0
Gladwin,"Buckeye Township, Precinct 1",President,,DEM,Tulsi Gabbard,0
Gladwin,"Butman Township, Precinct 1",President,,DEM,Tulsi Gabbard,1
Gladwin,"Clement Township, Precinct 1",President,,DEM,Tulsi Gabbard,1
Gladwin,"Gladwin Township, Precinct 1",President,,DEM,Tulsi Gabbard,1
Gladwin,"Grim Township, Precinct 1",President,,DEM,Tulsi Gabbard,0
Gladwin,"Grout Township, Precinct 1",President,,DEM,Tulsi Gabbard,0
Gladwin,"Hay Township, Precinct 1",President,,DEM,Tulsi Gabbard,0
Gladwin,"Sage Township, Precinct 1",President,,DEM,Tulsi Gabbard,5
Gladwin,"Secord Township, Precinct 1",President,,DEM,Tulsi Gabbard,1
Gladwin,"Sherman Township, Precinct 1",President,,DEM,Tulsi Gabbard,0
Gladwin,"Tobacco Township, Precinct 1",President,,DEM,Tulsi Gabbard,4
Gladwin,"City of Beaverton, Precinct 1",President,,DEM,Amy Klobuchar,0
Gladwin,"City of Gladwin, Precinct 1",President,,DEM,Amy Klobuchar,0
Gladwin,"City of Gladwin, Precinct 2",President,,DEM,Amy Klobuchar,0
Gladwin,"Beaverton Township, Precinct 1",President,,DEM,Amy Klobuchar,1
Gladwin,"Bentley Township, Precinct 1",President,,DEM,Amy Klobuchar,0
Gladwin,"Billings Township, Precinct 1",President,,DEM,Amy Klobuchar,1
Gladwin,"Bourret Township, Precinct 1",President,,DEM,Amy Klobuchar,0
Gladwin,"Buckeye Township, Precinct 1",President,,DEM,Amy Klobuchar,0
Gladwin,"Butman Township, Precinct 1",President,,DEM,Amy Klobuchar,7
Gladwin,"Clement Township, Precinct 1",President,,DEM,Amy Klobuchar,2
Gladwin,"Gladwin Township, Precinct 1",President,,DEM,Amy Klobuchar,0
Gladwin,"Grim Township, Precinct 1",President,,DEM,Amy Klobuchar,0
Gladwin,"Grout Township, Precinct 1",President,,DEM,Amy Klobuchar,2
Gladwin,"Hay Township, Precinct 1",President,,DEM,Amy Klobuchar,2
Gladwin,"Sage Township, Precinct 1",President,,DEM,Amy Klobuchar,0
Gladwin,"Secord Township, Precinct 1",President,,DEM,Amy Klobuchar,2
Gladwin,"Sherman Township, Precinct 1",President,,DEM,Amy Klobuchar,1
Gladwin,"Tobacco Township, Precinct 1",President,,DEM,Amy Klobuchar,3
Gladwin,"City of Beaverton, Precinct 1",President,,DEM,Bernie Sanders,31
Gladwin,"City of Gladwin, Precinct 1",President,,DEM,Bernie Sanders,48
Gladwin,"City of Gladwin, Precinct 2",President,,DEM,Bernie Sanders,34
Gladwin,"Beaverton Township, Precinct 1",President,,DEM,Bernie Sanders,36
Gladwin,"Bentley Township, Precinct 1",President,,DEM,Bernie Sanders,34
Gladwin,"Billings Township, Precinct 1",President,,DEM,Bernie Sanders,74
Gladwin,"Bourret Township, Precinct 1",President,,DEM,Bernie Sanders,10
Gladwin,"Buckeye Township, Precinct 1",President,,DEM,Bernie Sanders,20
Gladwin,"Butman Township, Precinct 1",President,,DEM,Bernie Sanders,51
Gladwin,"Clement Township, Precinct 1",President,,DEM,Bernie Sanders,17
Gladwin,"Gladwin Township, Precinct 1",President,,DEM,Bernie Sanders,26
Gladwin,"Grim Township, Precinct 1",President,,DEM,Bernie Sanders,6
Gladwin,"Grout Township, Precinct 1",President,,DEM,Bernie Sanders,42
Gladwin,"Hay Township, Precinct 1",President,,DEM,Bernie Sanders,36
Gladwin,"Sage Township, Precinct 1",President,,DEM,Bernie Sanders,82
Gladwin,"Secord Township, Precinct 1",President,,DEM,Bernie Sanders,27
Gladwin,"Sherman Township, Precinct 1",President,,DEM,Bernie Sanders,21
Gladwin,"Tobacco Township, Precinct 1",President,,DEM,Bernie Sanders,64
Gladwin,"City of Beaverton, Precinct 1",President,,DEM,Joe Sestak,0
Gladwin,"City of Gladwin, Precinct 1",President,,DEM,Joe Sestak,0
Gladwin,"City of Gladwin, Precinct 2",President,,DEM,Joe Sestak,0
Gladwin,"Beaverton Township, Precinct 1",President,,DEM,Joe Sestak,0
Gladwin,"Bentley Township, Precinct 1",President,,DEM,Joe Sestak,0
Gladwin,"Billings Township, Precinct 1",President,,DEM,Joe Sestak,0
Gladwin,"Bourret Township, Precinct 1",President,,DEM,Joe Sestak,0
Gladwin,"Buckeye Township, Precinct 1",President,,DEM,Joe Sestak,0
Gladwin,"Butman Township, Precinct 1",President,,DEM,Joe Sestak,0
Gladwin,"Clement Township, Precinct 1",President,,DEM,Joe Sestak,0
Gladwin,"Gladwin Township, Precinct 1",President,,DEM,Joe Sestak,0
Gladwin,"Grim Township, Precinct 1",President,,DEM,Joe Sestak,0
Gladwin,"Grout Township, Precinct 1",President,,DEM,Joe Sestak,0
Gladwin,"Hay Township, Precinct 1",President,,DEM,Joe Sestak,0
Gladwin,"Sage Township, Precinct 1",President,,DEM,Joe Sestak,0
Gladwin,"Secord Township, Precinct 1",President,,DEM,Joe Sestak,0
Gladwin,"Sherman Township, Precinct 1",President,,DEM,Joe Sestak,0
Gladwin,"Tobacco Township, Precinct 1",President,,DEM,Joe Sestak,0
Gladwin,"City of Beaverton, Precinct 1",President,,DEM,Tom Steyer,1
Gladwin,"City of Gladwin, Precinct 1",President,,DEM,Tom Steyer,0
Gladwin,"City of Gladwin, Precinct 2",President,,DEM,Tom Steyer,0
Gladwin,"Beaverton Township, Precinct 1",President,,DEM,Tom Steyer,0
Gladwin,"Bentley Township, Precinct 1",President,,DEM,Tom Steyer,0
Gladwin,"Billings Township, Precinct 1",President,,DEM,Tom Steyer,1
Gladwin,"Bourret Township, Precinct 1",President,,DEM,Tom Steyer,0
Gladwin,"Buckeye Township, Precinct 1",President,,DEM,Tom Steyer,0
Gladwin,"Butman Township, Precinct 1",President,,DEM,Tom Steyer,0
Gladwin,"Clement Township, Precinct 1",President,,DEM,Tom Steyer,0
Gladwin,"Gladwin Township, Precinct 1",President,,DEM,Tom Steyer,0
Gladwin,"Grim Township, Precinct 1",President,,DEM,Tom Steyer,0
Gladwin,"Grout Township, Precinct 1",President,,DEM,Tom Steyer,0
Gladwin,"Hay Township, Precinct 1",President,,DEM,Tom Steyer,0
Gladwin,"Sage Township, Precinct 1",President,,DEM,Tom Steyer,0
Gladwin,"Secord Township, Precinct 1",President,,DEM,Tom Steyer,0
Gladwin,"Sherman Township, Precinct 1",President,,DEM,Tom Steyer,0
Gladwin,"Tobacco Township, Precinct 1",President,,DEM,Tom Steyer,1
Gladwin,"City of Beaverton, Precinct 1",President,,DEM,Elizabeth Warren,3
Gladwin,"City of Gladwin, Precinct 1",President,,DEM,Elizabeth Warren,2
Gladwin,"City of Gladwin, Precinct 2",President,,DEM,Elizabeth Warren,1
Gladwin,"Beaverton Township, Precinct 1",President,,DEM,Elizabeth Warren,4
Gladwin,"Bentley Township, Precinct 1",President,,DEM,Elizabeth Warren,0
Gladwin,"Billings Township, Precinct 1",President,,DEM,Elizabeth Warren,6
Gladwin,"Bourret Township, Precinct 1",President,,DEM,Elizabeth Warren,1
Gladwin,"Buckeye Township, Precinct 1",President,,DEM,Elizabeth Warren,2
Gladwin,"Butman Township, Precinct 1",President,,DEM,Elizabeth Warren,7
Gladwin,"Clement Township, Precinct 1",President,,DEM,Elizabeth Warren,1
Gladwin,"Gladwin Township, Precinct 1",President,,DEM,Elizabeth Warren,1
Gladwin,"Grim Township, Precinct 1",President,,DEM,Elizabeth Warren,0
Gladwin,"Grout Township, Precinct 1",President,,DEM,Elizabeth Warren,1
Gladwin,"Hay Township, Precinct 1",President,,DEM,Elizabeth Warren,1
Gladwin,"Sage Township, Precinct 1",President,,DEM,Elizabeth Warren,1
Gladwin,"Secord Township, Precinct 1",President,,DEM,Elizabeth Warren,2
Gladwin,"Sherman Township, Precinct 1",President,,DEM,Elizabeth Warren,1
Gladwin,"Tobacco Township, Precinct 1",President,,DEM,Elizabeth Warren,1
Gladwin,"City of Beaverton, Precinct 1",President,,DEM,Marianne Williamson,0
Gladwin,"City of Gladwin, Precinct 1",President,,DEM,Marianne Williamson,0
Gladwin,"City of Gladwin, Precinct 2",President,,DEM,Marianne Williamson,0
Gladwin,"Beaverton Township, Precinct 1",President,,DEM,Marianne Williamson,0
Gladwin,"Bentley Township, Precinct 1",President,,DEM,Marianne Williamson,0
Gladwin,"Billings Township, Precinct 1",President,,DEM,Marianne Williamson,0
Gladwin,"Bourret Township, Precinct 1",President,,DEM,Marianne Williamson,0
Gladwin,"Buckeye Township, Precinct 1",President,,DEM,Marianne Williamson,0
Gladwin,"Butman Township, Precinct 1",President,,DEM,Marianne Williamson,0
Gladwin,"Clement Township, Precinct 1",President,,DEM,Marianne Williamson,0
Gladwin,"Gladwin Township, Precinct 1",President,,DEM,Marianne Williamson,0
Gladwin,"Grim Township, Precinct 1",President,,DEM,Marianne Williamson,0
Gladwin,"Grout Township, Precinct 1",President,,DEM,Marianne Williamson,1
Gladwin,"Hay Township, Precinct 1",President,,DEM,Marianne Williamson,0
Gladwin,"Sage Township, Precinct 1",President,,DEM,Marianne Williamson,0
Gladwin,"Secord Township, Precinct 1",President,,DEM,Marianne Williamson,0
Gladwin,"Sherman Township, Precinct 1",President,,DEM,Marianne Williamson,0
Gladwin,"Tobacco Township, Precinct 1",President,,DEM,Marianne Williamson,0
Gladwin,"City of Beaverton, Precinct 1",President,,DEM,Andrew Yang,0
Gladwin,"City of Gladwin, Precinct 1",President,,DEM,Andrew Yang,2
Gladwin,"City of Gladwin, Precinct 2",President,,DEM,Andrew Yang,2
Gladwin,"Beaverton Township, Precinct 1",President,,DEM,Andrew Yang,0
Gladwin,"Bentley Township, Precinct 1",President,,DEM,Andrew Yang,0
Gladwin,"Billings Township, Precinct 1",President,,DEM,Andrew Yang,0
Gladwin,"Bourret Township, Precinct 1",President,,DEM,Andrew Yang,0
Gladwin,"Buckeye Township, Precinct 1",President,,DEM,Andrew Yang,1
Gladwin,"Butman Township, Precinct 1",President,,DEM,Andrew Yang,0
Gladwin,"Clement Township, Precinct 1",President,,DEM,Andrew Yang,0
Gladwin,"Gladwin Township, Precinct 1",President,,DEM,Andrew Yang,0
Gladwin,"Grim Township, Precinct 1",President,,DEM,Andrew Yang,0
Gladwin,"Grout Township, Precinct 1",President,,DEM,Andrew Yang,2
Gladwin,"Hay Township, Precinct 1",President,,DEM,Andrew Yang,0
Gladwin,"Sage Township, Precinct 1",President,,DEM,Andrew Yang,1
Gladwin,"Secord Township, Precinct 1",President,,DEM,Andrew Yang,0
Gladwin,"Sherman Township, Precinct 1",President,,DEM,Andrew Yang,1
Gladwin,"Tobacco Township, Precinct 1",President,,DEM,Andrew Yang,2
Gladwin,"City of Beaverton, Precinct 1",President,,DEM,Uncommitted,0
Gladwin,"City of Gladwin, Precinct 1",President,,DEM,Uncommitted,2
Gladwin,"City of Gladwin, Precinct 2",President,,DEM,Uncommitted,3
Gladwin,"Beaverton Township, Precinct 1",President,,DEM,Uncommitted,4
Gladwin,"Bentley Township, Precinct 1",President,,DEM,Uncommitted,0
Gladwin,"Billings Township, Precinct 1",President,,DEM,Uncommitted,3
Gladwin,"Bourret Township, Precinct 1",President,,DEM,Uncommitted,3
Gladwin,"Buckeye Township, Precinct 1",President,,DEM,Uncommitted,6
Gladwin,"Butman Township, Precinct 1",President,,DEM,Uncommitted,4
Gladwin,"Clement Township, Precinct 1",President,,DEM,Uncommitted,4
Gladwin,"Gladwin Township, Precinct 1",President,,DEM,Uncommitted,0
Gladwin,"Grim Township, Precinct 1",President,,DEM,Uncommitted,0
Gladwin,"Grout Township, Precinct 1",President,,DEM,Uncommitted,4
Gladwin,"Hay Township, Precinct 1",President,,DEM,Uncommitted,1
Gladwin,"Sage Township, Precinct 1",President,,DEM,Uncommitted,6
Gladwin,"Secord Township, Precinct 1",President,,DEM,Uncommitted,1
Gladwin,"Sherman Township, Precinct 1",President,,DEM,Uncommitted,2
Gladwin,"Tobacco Township, Precinct 1",President,,DEM,Uncommitted,3
Gladwin,"City of Beaverton, Precinct 1",President,,DEM,Unresolved Write-In,0
Gladwin,"City of Gladwin, Precinct 1",President,,DEM,Unresolved Write-In,0
Gladwin,"City of Gladwin, Precinct 2",President,,DEM,Unresolved Write-In,0
Gladwin,"Beaverton Township, Precinct 1",President,,DEM,Unresolved Write-In,0
Gladwin,"Bentley Township, Precinct 1",President,,DEM,Unresolved Write-In,0
Gladwin,"Billings Township, Precinct 1",President,,DEM,Unresolved Write-In,0
Gladwin,"Bourret Township, Precinct 1",President,,DEM,Unresolved Write-In,0
Gladwin,"Buckeye Township, Precinct 1",President,,DEM,Unresolved Write-In,1
Gladwin,"Butman Township, Precinct 1",President,,DEM,Unresolved Write-In,0
Gladwin,"Clement Township, Precinct 1",President,,DEM,Unresolved Write-In,0
Gladwin,"Gladwin Township, Precinct 1",President,,DEM,Unresolved Write-In,0
Gladwin,"Grim Township, Precinct 1",President,,DEM,Unresolved Write-In,0
Gladwin,"Grout Township, Precinct 1",President,,DEM,Unresolved Write-In,0
Gladwin,"Hay Township, Precinct 1",President,,DEM,Unresolved Write-In,0
Gladwin,"Sage Township, Precinct 1",President,,DEM,Unresolved Write-In,0
Gladwin,"Secord Township, Precinct 1",President,,DEM,Unresolved Write-In,0
Gladwin,"Sherman Township, Precinct 1",President,,DEM,Unresolved Write-In,0
Gladwin,"Tobacco Township, Precinct 1",President,,DEM,Unresolved Write-In,0
Gladwin,"City of Beaverton, Precinct 1",President,,REP,Mark Sanford,0
Gladwin,"City of Gladwin, Precinct 1",President,,REP,Mark Sanford,2
Gladwin,"City of Gladwin, Precinct 2",President,,REP,Mark Sanford,0
Gladwin,"Beaverton Township, Precinct 1",President,,REP,Mark Sanford,0
Gladwin,"Bentley Township, Precinct 1",President,,REP,Mark Sanford,0
Gladwin,"Billings Township, Precinct 1",President,,REP,Mark Sanford,1
Gladwin,"Bourret Township, Precinct 1",President,,REP,Mark Sanford,0
Gladwin,"Buckeye Township, Precinct 1",President,,REP,Mark Sanford,0
Gladwin,"Butman Township, Precinct 1",President,,REP,Mark Sanford,2
Gladwin,"Clement Township, Precinct 1",President,,REP,Mark Sanford,0
Gladwin,"Gladwin Township, Precinct 1",President,,REP,Mark Sanford,0
Gladwin,"Grim Township, Precinct 1",President,,REP,Mark Sanford,0
Gladwin,"Grout Township, Precinct 1",President,,REP,Mark Sanford,0
Gladwin,"Hay Township, Precinct 1",President,,REP,Mark Sanford,0
Gladwin,"Sage Township, Precinct 1",President,,REP,Mark Sanford,1
Gladwin,"Secord Township, Precinct 1",President,,REP,Mark Sanford,0
Gladwin,"Sherman Township, Precinct 1",President,,REP,Mark Sanford,1
Gladwin,"Tobacco Township, Precinct 1",President,,REP,Mark Sanford,1
Gladwin,"City of Beaverton, Precinct 1",President,,REP,Donald J. Trump,57
Gladwin,"City of Gladwin, Precinct 1",President,,REP,Donald J. Trump,105
Gladwin,"City of Gladwin, Precinct 2",President,,REP,Donald J. Trump,120
Gladwin,"Beaverton Township, Precinct 1",President,,REP,Donald J. Trump,139
Gladwin,"Bentley Township, Precinct 1",President,,REP,Donald J. Trump,55
Gladwin,"Billings Township, Precinct 1",President,,REP,Donald J. Trump,166
Gladwin,"Bourret Township, Precinct 1",President,,REP,Donald J. Trump,45
Gladwin,"Buckeye Township, Precinct 1",President,,REP,Donald J. Trump,106
Gladwin,"Butman Township, Precinct 1",President,,REP,Donald J. Trump,315
Gladwin,"Clement Township, Precinct 1",President,,REP,Donald J. Trump,95
Gladwin,"Gladwin Township, Precinct 1",President,,REP,Donald J. Trump,114
Gladwin,"Grim Township, Precinct 1",President,,REP,Donald J. Trump,11
Gladwin,"Grout Township, Precinct 1",President,,REP,Donald J. Trump,185
Gladwin,"Hay Township, Precinct 1",President,,REP,Donald J. Trump,70
Gladwin,"Sage Township, Precinct 1",President,,REP,Donald J. Trump,255
Gladwin,"Secord Township, Precinct 1",President,,REP,Donald J. Trump,109
Gladwin,"Sherman Township, Precinct 1",President,,REP,Donald J. Trump,120
Gladwin,"Tobacco Township, Precinct 1",President,,REP,Donald J. Trump,206
Gladwin,"City of Beaverton, Precinct 1",President,,REP,Joe Walsh,2
Gladwin,"City of Gladwin, Precinct 1",President,,REP,Joe Walsh,2
Gladwin,"City of Gladwin, Precinct 2",President,,REP,Joe Walsh,2
Gladwin,"Beaverton Township, Precinct 1",President,,REP,Joe Walsh,0
Gladwin,"Bentley Township, Precinct 1",President,,REP,Joe Walsh,0
