county,precinct,office,district,party,candidate,absentee,election_day,votes
Macomb,ARMADA TOWNSHIP 1,Straight Party,,DEM,Democratic,184,61,245
Macomb,ARMADA TOWNSHIP 2,Straight Party,,DEM,Democratic,95,30,125
Macomb,BRUCE TOWNSHIP 1,Straight Party,,DEM,Democratic,154,65,219
Macomb,BRUCE TOWNSHIP 2,Straight Party,,DEM,Democratic,168,60,228
Macomb,BRUCE TOWNSHIP 3,Straight Party,,DEM,Democratic,119,64,183
Macomb,BRUCE TOWNSHIP 4,Straight Party,,DEM,Democratic,109,43,152
Macomb,CENTER LINE 1,Straight Party,,DEM,Democratic,210,105,315
Macomb,CENTER LINE 2,Straight Party,,DEM,Democratic,315,88,403
Macomb,CENTER LINE 3,Straight Party,,DEM,Democratic,355,200,555
Macomb,CENTER LINE 4,Straight Party,,DEM,Democratic,146,92,238
Macomb,CENTER LINE 5,Straight Party,,DEM,Democratic,133,90,223
Macomb,CHESTERFIELD TOWNSHIP 1,Straight Party,,DEM,Democratic,237,49,286
Macomb,CHESTERFIELD TOWNSHIP 2,Straight Party,,DEM,Democratic,224,70,294
Macomb,CHESTERFIELD TOWNSHIP 3,Straight Party,,DEM,Democratic,150,27,177
Macomb,CHESTERFIELD TOWNSHIP 4,Straight Party,,DEM,Democratic,246,64,310
Macomb,CHESTERFIELD TOWNSHIP 5,Straight Party,,DEM,Democratic,216,51,267
Macomb,CHESTERFIELD TOWNSHIP 6,Straight Party,,DEM,Democratic,185,68,253
Macomb,CHESTERFIELD TOWNSHIP 7,Straight Party,,DEM,Democratic,146,59,205
Macomb,CHESTERFIELD TOWNSHIP 8,Straight Party,,DEM,Democratic,152,48,200
Macomb,CHESTERFIELD TOWNSHIP 9,Straight Party,,DEM,Democratic,280,78,358
Macomb,CHESTERFIELD TOWNSHIP 10,Straight Party,,DEM,Democratic,198,45,243
Macomb,CHESTERFIELD TOWNSHIP 11,Straight Party,,DEM,Democratic,189,54,243
Macomb,CHESTERFIELD TOWNSHIP 12,Straight Party,,DEM,Democratic,343,150,493
Macomb,CHESTERFIELD TOWNSHIP 13,Straight Party,,DEM,Democratic,315,68,383
Macomb,CHESTERFIELD TOWNSHIP 14,Straight Party,,DEM,Democratic,129,70,199
Macomb,CHESTERFIELD TOWNSHIP 15,Straight Party,,DEM,Democratic,284,75,359
Macomb,CHESTERFIELD TOWNSHIP 16,Straight Party,,DEM,Democratic,176,51,227
Macomb,CHESTERFIELD TOWNSHIP 17,Straight Party,,DEM,Democratic,274,186,460
Macomb,CHESTERFIELD TOWNSHIP 18,Straight Party,,DEM,Democratic,153,45,198
Macomb,CHESTERFIELD TOWNSHIP 19,Straight Party,,DEM,Democratic,199,77,276
Macomb,CLINTON TOWNSHIP 1,Straight Party,,DEM,Democratic,205,65,270
Macomb,CLINTON TOWNSHIP 2,Straight Party,,DEM,Democratic,84,41,125
Macomb,CLINTON TOWNSHIP 3,Straight Party,,DEM,Democratic,294,183,477
Macomb,CLINTON TOWNSHIP 4,Straight Party,,DEM,Democratic,81,36,117
Macomb,CLINTON TOWNSHIP 5,Straight Party,,DEM,Democratic,394,318,712
Macomb,CLINTON TOWNSHIP 6,Straight Party,,DEM,Democratic,356,213,569
Macomb,CLINTON TOWNSHIP 7,Straight Party,,DEM,Democratic,113,78,191
Macomb,CLINTON TOWNSHIP 8,Straight Party,,DEM,Democratic,201,130,331
Macomb,CLINTON TOWNSHIP 9,Straight Party,,DEM,Democratic,128,60,188
Macomb,CLINTON TOWNSHIP 10,Straight Party,,DEM,Democratic,126,27,153
Macomb,CLINTON TOWNSHIP 11,Straight Party,,DEM,Democratic,271,221,492
Macomb,CLINTON TOWNSHIP 12,Straight Party,,DEM,Democratic,133,78,211
Macomb,CLINTON TOWNSHIP 13,Straight Party,,DEM,Democratic,283,201,484
Macomb,CLINTON TOWNSHIP 14,Straight Party,,DEM,Democratic,76,34,110
Macomb,CLINTON TOWNSHIP 15,Straight Party,,DEM,Democratic,185,109,294
Macomb,CLINTON TOWNSHIP 16,Straight Party,,DEM,Democratic,330,99,429
Macomb,CLINTON TOWNSHIP 17,Straight Party,,DEM,Democratic,199,73,272
Macomb,CLINTON TOWNSHIP 18,Straight Party,,DEM,Democratic,147,50,197
Macomb,CLINTON TOWNSHIP 19,Straight Party,,DEM,Democratic,179,29,208
Macomb,CLINTON TOWNSHIP 20,Straight Party,,DEM,Democratic,111,109,220
Macomb,CLINTON TOWNSHIP 21,Straight Party,,DEM,Democratic,217,84,301
Macomb,CLINTON TOWNSHIP 22,Straight Party,,DEM,Democratic,451,259,710
Macomb,CLINTON TOWNSHIP 23,Straight Party,,DEM,Democratic,276,67,343
Macomb,CLINTON TOWNSHIP 24,Straight Party,,DEM,Democratic,156,58,214
Macomb,CLINTON TOWNSHIP 25,Straight Party,,DEM,Democratic,286,110,396
Macomb,CLINTON TOWNSHIP 26,Straight Party,,DEM,Democratic,246,111,357
Macomb,CLINTON TOWNSHIP 27,Straight Party,,DEM,Democratic,175,23,198
Macomb,CLINTON TOWNSHIP 28,Straight Party,,DEM,Democratic,429,294,723
Macomb,CLINTON TOWNSHIP 29,Straight Party,,DEM,Democratic,222,62,284
Macomb,CLINTON TOWNSHIP 30,Straight Party,,DEM,Democratic,262,139,401
Macomb,CLINTON TOWNSHIP 31,Straight Party,,DEM,Democratic,288,137,425
Macomb,CLINTON TOWNSHIP 32,Straight Party,,DEM,Democratic,159,56,215
Macomb,CLINTON TOWNSHIP 33,Straight Party,,DEM,Democratic,469,194,663
Macomb,CLINTON TOWNSHIP 34,Straight Party,,DEM,Democratic,532,220,752
Macomb,CLINTON TOWNSHIP 35,Straight Party,,DEM,Democratic,402,85,487
Macomb,CLINTON TOWNSHIP 36,Straight Party,,DEM,Democratic,332,170,502
Macomb,CLINTON TOWNSHIP 37,Straight Party,,DEM,Democratic,324,96,420
Macomb,CLINTON TOWNSHIP 38,Straight Party,,DEM,Democratic,143,49,192
Macomb,CLINTON TOWNSHIP 39,Straight Party,,DEM,Democratic,176,20,196
Macomb,CLINTON TOWNSHIP 40,Straight Party,,DEM,Democratic,302,79,381
Macomb,CLINTON TOWNSHIP 41,Straight Party,,DEM,Democratic,256,98,354
Macomb,CLINTON TOWNSHIP 42,Straight Party,,DEM,Democratic,432,224,656
Macomb,CLINTON TOWNSHIP 43,Straight Party,,DEM,Democratic,93,27,120
Macomb,CLINTON TOWNSHIP 44,Straight Party,,DEM,Democratic,384,110,494
Macomb,CLINTON TOWNSHIP 45,Straight Party,,DEM,Democratic,190,43,233
Macomb,CLINTON TOWNSHIP 46,Straight Party,,DEM,Democratic,518,115,633
Macomb,EASTPOINTE 1,Straight Party,,DEM,Democratic,417,225,642
Macomb,EASTPOINTE 2,Straight Party,,DEM,Democratic,559,233,792
Macomb,EASTPOINTE 3,Straight Party,,DEM,Democratic,419,243,662
Macomb,EASTPOINTE 4,Straight Party,,DEM,Democratic,435,205,640
Macomb,EASTPOINTE 5,Straight Party,,DEM,Democratic,384,278,662
Macomb,EASTPOINTE 6,Straight Party,,DEM,Democratic,571,258,829
Macomb,EASTPOINTE 7,Straight Party,,DEM,Democratic,586,303,889
Macomb,EASTPOINTE 8,Straight Party,,DEM,Democratic,757,292,1049
Macomb,EASTPOINTE 9,Straight Party,,DEM,Democratic,519,217,736
Macomb,EASTPOINTE 10,Straight Party,,DEM,Democratic,333,224,557
Macomb,EASTPOINTE 11,Straight Party,,DEM,Democratic,497,247,744
Macomb,EASTPOINTE 12,Straight Party,,DEM,Democratic,651,289,940
Macomb,EASTPOINTE 13,Straight Party,,DEM,Democratic,305,93,398
Macomb,EASTPOINTE 14,Straight Party,,DEM,Democratic,552,183,735
Macomb,FRASER 1,Straight Party,,DEM,Democratic,138,71,209
Macomb,FRASER 2,Straight Party,,DEM,Democratic,218,108,326
Macomb,FRASER 3,Straight Party,,DEM,Democratic,373,120,493
Macomb,FRASER 4,Straight Party,,DEM,Democratic,292,124,416
Macomb,FRASER 5,Straight Party,,DEM,Democratic,111,52,163
Macomb,FRASER 6,Straight Party,,DEM,Democratic,283,62,345
Macomb,FRASER 7,Straight Party,,DEM,Democratic,242,108,350
Macomb,GROSSE POINTE SHORES 3,Straight Party,,DEM,Democratic,8,8,0
Macomb,GROSSE POINTE SHORES 63,Straight Party,,DEM,Democratic,8,0,0
Macomb,HARRISON TOWNSHIP 1,Straight Party,,DEM,Democratic,258,153,411
Macomb,HARRISON TOWNSHIP 2,Straight Party,,DEM,Democratic,418,124,542
Macomb,HARRISON TOWNSHIP 3,Straight Party,,DEM,Democratic,186,60,246
Macomb,HARRISON TOWNSHIP 4,Straight Party,,DEM,Democratic,307,115,422
Macomb,HARRISON TOWNSHIP 5,Straight Party,,DEM,Democratic,132,25,157
Macomb,HARRISON TOWNSHIP 6,Straight Party,,DEM,Democratic,274,125,399
Macomb,HARRISON TOWNSHIP 7,Straight Party,,DEM,Democratic,192,66,258
Macomb,HARRISON TOWNSHIP 8,Straight Party,,DEM,Democratic,313,171,484
Macomb,HARRISON TOWNSHIP 9,Straight Party,,DEM,Democratic,195,77,272
Macomb,HARRISON TOWNSHIP 10,Straight Party,,DEM,Democratic,156,50,206
Macomb,LENOX TOWNSHIP 1,Straight Party,,DEM,Democratic,94,17,111
Macomb,LENOX TOWNSHIP 2,Straight Party,,DEM,Democratic,238,93,331
Macomb,LENOX TOWNSHIP 3,Straight Party,,DEM,Democratic,407,148,555
Macomb,LENOX TOWNSHIP 4,Straight Party,,DEM,Democratic,153,103,256
Macomb,MACOMB TOWNSHIP 1,Straight Party,,DEM,Democratic,131,46,177
Macomb,MACOMB TOWNSHIP 2,Straight Party,,DEM,Democratic,186,68,254
Macomb,MACOMB TOWNSHIP 3,Straight Party,,DEM,Democratic,194,58,252
Macomb,MACOMB TOWNSHIP 4,Straight Party,,DEM,Democratic,200,70,270
Macomb,MACOMB TOWNSHIP 5,Straight Party,,DEM,Democratic,358,76,434
Macomb,MACOMB TOWNSHIP 6,Straight Party,,DEM,Democratic,203,59,262
Macomb,MACOMB TOWNSHIP 7,Straight Party,,DEM,Democratic,138,67,205
Macomb,MACOMB TOWNSHIP 8,Straight Party,,DEM,Democratic,236,56,292
Macomb,MACOMB TOWNSHIP 9,Straight Party,,DEM,Democratic,124,37,161
Macomb,MACOMB TOWNSHIP 10,Straight Party,,DEM,Democratic,266,187,453
Macomb,MACOMB TOWNSHIP 11,Straight Party,,DEM,Democratic,250,89,339
Macomb,MACOMB TOWNSHIP 12,Straight Party,,DEM,Democratic,296,57,353
Macomb,MACOMB TOWNSHIP 13,Straight Party,,DEM,Democratic,170,73,243
Macomb,MACOMB TOWNSHIP 14,Straight Party,,DEM,Democratic,216,63,279
Macomb,MACOMB TOWNSHIP 15,Straight Party,,DEM,Democratic,249,61,310
Macomb,MACOMB TOWNSHIP 16,Straight Party,,DEM,Democratic,225,57,282
Macomb,MACOMB TOWNSHIP 17,Straight Party,,DEM,Democratic,271,102,373
Macomb,MACOMB TOWNSHIP 18,Straight Party,,DEM,Democratic,276,174,450
Macomb,MACOMB TOWNSHIP 19,Straight Party,,DEM,Democratic,245,136,381
Macomb,MACOMB TOWNSHIP 20,Straight Party,,DEM,Democratic,235,60,295
Macomb,MACOMB TOWNSHIP 21,Straight Party,,DEM,Democratic,287,69,356
Macomb,MACOMB TOWNSHIP 22,Straight Party,,DEM,Democratic,229,46,275
