county,precinct,office,district,candidate,party,absentee,election_day,votes
Muskegon,Holton Township Precinct 1,Straight Party,,Natural Law Party,NLP,0,0,0
Muskegon,Holton Township Precinct 1,Straight Party,,Over Votes,,0,1,1
Muskegon,Holton Township Precinct 1,President,,Joseph R. Biden,DEM,269,134,403
Muskegon,Holton Township Precinct 1,President,,Donald J. Trump,REP,306,588,894
Muskegon,Holton Township Precinct 1,President,,Jo Jorgensen,LIB,9,8,17
Muskegon,Holton Township Precinct 1,President,,Don Blankenship,UST,1,2,3
Muskegon,Holton Township Precinct 1,President,,Howie Hawkins,GRN,2,0,2
Muskegon,Holton Township Precinct 1,President,,Rocky De La Fuente,NLP,0,0,0
Muskegon,Holton Township Precinct 1,President,,Brian T. Carrol (W),,1,0,1
Muskegon,Holton Township Precinct 1,President,,Jade Simmons (W),,0,0,0
Muskegon,Holton Township Precinct 1,President,,Kasey Wells (W),,0,0,0
Muskegon,Holton Township Precinct 1,President,,Tara Renee Hunter (W),,0,0,0
Muskegon,Holton Township Precinct 1,President,,Tom Hoefling (W),,0,0,0
Muskegon,Holton Township Precinct 1,President,,Over Votes,,0,0,0
Muskegon,Holton Township Precinct 1,U.S. Senate,,Gary Peters,DEM,264,146,410
Muskegon,Holton Township Precinct 1,U.S. Senate,,John James,REP,291,554,845
Muskegon,Holton Township Precinct 1,U.S. Senate,,Valerie L. Willis,UST,8,6,14
Muskegon,Holton Township Precinct 1,U.S. Senate,,Marcia Squier,GRN,8,3,11
Muskegon,Holton Township Precinct 1,U.S. Senate,,Doug Dern,NLP,2,1,3
Muskegon,Holton Township Precinct 1,U.S. Senate,,Leonard Paul Gadzinski (W),,0,0,0
Muskegon,Holton Township Precinct 1,U.S. Senate,,Rober william Carr (W),,0,0,0
Muskegon,Holton Township Precinct 1,U.S. Senate,,Over Votes,,1,0,1
Muskegon,Holton Township Precinct 1,U.S. House,2,Bryan Berghoef,DEM,231,123,354
Muskegon,Holton Township Precinct 1,U.S. House,2,Bill Huizenga,REP,312,559,871
Muskegon,Holton Township Precinct 1,U.S. House,2,Max Riekse,LIB,6,6,12
Muskegon,Holton Township Precinct 1,U.S. House,2,Gerald T. VanSickle,UST,8,9,17
Muskegon,Holton Township Precinct 1,U.S. House,2,Jean-Michel Creviere,GRN,8,7,15
Muskegon,Holton Township Precinct 1,U.S. House,2,Over Votes,,0,1,1
Muskegon,Holton Township Precinct 1,State House,91,Brian Hosticka,DEM,245,148,393
Muskegon,Holton Township Precinct 1,State House,91,Greg VanWoerkom,REP,317,546,863
Muskegon,Holton Township Precinct 1,State House,91,Over Votes,,0,1,1
Muskegon,"Laketon Township, Precinct 1",Ballots Cast,,,,,,1451
Muskegon,"Laketon Township, Precinct 1",Registered Voters,,,,,,1762
Muskegon,"Laketon Township, Precinct 1",Straight Party,,Democratic Party,DEM,216,52,268
Muskegon,"Laketon Township, Precinct 1",Straight Party,,Republican Party,REP,146,205,351
Muskegon,"Laketon Township, Precinct 1",Straight Party,,Libertarian Party,LIB,2,2,4
Muskegon,"Laketon Township, Precinct 1",Straight Party,,US Taxpayers Party,UST,1,1,2
Muskegon,"Laketon Township, Precinct 1",Straight Party,,Working Class Party,WCP,0,0,0
Muskegon,"Laketon Township, Precinct 1",Straight Party,,Green Party,GRN,3,0,3
Muskegon,"Laketon Township, Precinct 1",Straight Party,,Natural Law Party,NLP,0,0,0
Muskegon,"Laketon Township, Precinct 1",Straight Party,,Over Votes,,1,0,1
Muskegon,"Laketon Township, Precinct 1",President,,Joseph R. Biden,DEM,481,146,627
Muskegon,"Laketon Township, Precinct 1",President,,Donald J. Trump,REP,355,429,784
Muskegon,"Laketon Township, Precinct 1",President,,Jo Jorgensen,LIB,15,5,20
Muskegon,"Laketon Township, Precinct 1",President,,Don Blankenship,UST,2,1,3
Muskegon,"Laketon Township, Precinct 1",President,,Howie Hawkins,GRN,4,0,4
Muskegon,"Laketon Township, Precinct 1",President,,Rocky De La Fuente,NLP,0,1,1
Muskegon,"Laketon Township, Precinct 1",President,,Brian T. Carrol (W),,0,2,2
Muskegon,"Laketon Township, Precinct 1",President,,Jade Simmons (W),,0,0,0
Muskegon,"Laketon Township, Precinct 1",President,,Kasey Wells (W),,0,0,0
Muskegon,"Laketon Township, Precinct 1",President,,Tara Renee Hunter (W),,0,0,0
Muskegon,"Laketon Township, Precinct 1",President,,Tom Hoefling (W),,0,0,0
Muskegon,"Laketon Township, Precinct 1",President,,Over Votes,,0,0,0
Muskegon,"Laketon Township, Precinct 1",U.S. Senate,,Gary Peters,DEM,446,136,582
Muskegon,"Laketon Township, Precinct 1",U.S. Senate,,John James,REP,382,434,816
Muskegon,"Laketon Township, Precinct 1",U.S. Senate,,Valerie L. Willis,UST,9,2,11
Muskegon,"Laketon Township, Precinct 1",U.S. Senate,,Marcia Squier,GRN,7,4,11
Muskegon,"Laketon Township, Precinct 1",U.S. Senate,,Doug Dern,NLP,0,1,1
Muskegon,"Laketon Township, Precinct 1",U.S. Senate,,Leonard Paul Gadzinski (W),,0,0,0
Muskegon,"Laketon Township, Precinct 1",U.S. Senate,,Rober william Carr (W),,0,0,0
Muskegon,"Laketon Township, Precinct 1",U.S. Senate,,Over Votes,,0,0,0
Muskegon,"Laketon Township, Precinct 1",U.S. House,2,Bryan Berghoef,DEM,385,124,509
Muskegon,"Laketon Township, Precinct 1",U.S. House,2,Bill Huizenga,REP,433,436,869
Muskegon,"Laketon Township, Precinct 1",U.S. House,2,Max Riekse,LIB,7,6,13
Muskegon,"Laketon Township, Precinct 1",U.S. House,2,Gerald T. VanSickle,UST,5,4,9
Muskegon,"Laketon Township, Precinct 1",U.S. House,2,Jean-Michel Creviere,GRN,3,4,7
Muskegon,"Laketon Township, Precinct 1",U.S. House,2,Over Votes,,1,0,1
Muskegon,"Laketon Township, Precinct 1",State House,92,Terry J. Sabo,DEM,531,195,726
Muskegon,"Laketon Township, Precinct 1",State House,92,Michael L. Haueisen,REP,289,365,654
Muskegon,"Laketon Township, Precinct 1",State House,92,Over Votes,,1,0,1
Muskegon,"Laketon Township, Precinct 2",Ballots Cast,,,,,,2010
Muskegon,"Laketon Township, Precinct 2",Registered Voters,,,,,,2514
Muskegon,"Laketon Township, Precinct 2",Straight Party,,Democratic Party,DEM,383,105,488
Muskegon,"Laketon Township, Precinct 2",Straight Party,,Republican Party,REP,259,260,519
Muskegon,"Laketon Township, Precinct 2",Straight Party,,Libertarian Party,LIB,2,3,5
Muskegon,"Laketon Township, Precinct 2",Straight Party,,US Taxpayers Party,UST,2,1,3
Muskegon,"Laketon Township, Precinct 2",Straight Party,,Working Class Party,WCP,1,4,5
Muskegon,"Laketon Township, Precinct 2",Straight Party,,Green Party,GRN,1,2,3
Muskegon,"Laketon Township, Precinct 2",Straight Party,,Natural Law Party,NLP,0,1,1
Muskegon,"Laketon Township, Precinct 2",Straight Party,,Over Votes,,1,1,2
Muskegon,"Laketon Township, Precinct 2",President,,Joseph R. Biden,DEM,684,218,902
Muskegon,"Laketon Township, Precinct 2",President,,Donald J. Trump,REP,512,555,1067
Muskegon,"Laketon Township, Precinct 2",President,,Jo Jorgensen,LIB,9,13,22
Muskegon,"Laketon Township, Precinct 2",President,,Don Blankenship,UST,4,1,5
Muskegon,"Laketon Township, Precinct 2",President,,Howie Hawkins,GRN,1,4,5
Muskegon,"Laketon Township, Precinct 2",President,,Rocky De La Fuente,NLP,0,0,0
Muskegon,"Laketon Township, Precinct 2",President,,Brian T. Carrol (W),,0,0,0
Muskegon,"Laketon Township, Precinct 2",President,,Jade Simmons (W),,0,0,0
Muskegon,"Laketon Township, Precinct 2",President,,Kasey Wells (W),,0,0,0
Muskegon,"Laketon Township, Precinct 2",President,,Tara Renee Hunter (W),,0,0,0
Muskegon,"Laketon Township, Precinct 2",President,,Tom Hoefling (W),,0,0,0
Muskegon,"Laketon Township, Precinct 2",President,,Over Votes,,1,0,1
Muskegon,"Laketon Township, Precinct 2",U.S. Senate,,Gary Peters,DEM,670,226,896
Muskegon,"Laketon Township, Precinct 2",U.S. Senate,,John James,REP,500,537,1037
Muskegon,"Laketon Township, Precinct 2",U.S. Senate,,Valerie L. Willis,UST,14,5,19
Muskegon,"Laketon Township, Precinct 2",U.S. Senate,,Marcia Squier,GRN,11,7,18
Muskegon,"Laketon Township, Precinct 2",U.S. Senate,,Doug Dern,NLP,2,1,3
Muskegon,"Laketon Township, Precinct 2",U.S. Senate,,Leonard Paul Gadzinski (W),,0,0,0
Muskegon,"Laketon Township, Precinct 2",U.S. Senate,,Rober william Carr (W),,0,0,0
Muskegon,"Laketon Township, Precinct 2",U.S. Senate,,Over Votes,,0,1,1
Muskegon,"Laketon Township, Precinct 2",U.S. House,2,Bryan Berghoef,DEM,621,205,826
Muskegon,"Laketon Township, Precinct 2",U.S. House,2,Bill Huizenga,REP,541,547,1088
Muskegon,"Laketon Township, Precinct 2",U.S. House,2,Max Riekse,LIB,11,2,13
Muskegon,"Laketon Township, Precinct 2",U.S. House,2,Gerald T. VanSickle,UST,7,5,12
Muskegon,"Laketon Township, Precinct 2",U.S. House,2,Jean-Michel Creviere,GRN,3,9,12
Muskegon,"Laketon Township, Precinct 2",U.S. House,2,Over Votes,,0,0,0
Muskegon,"Laketon Township, Precinct 2",State House,92,Terry J. Sabo,DEM,750,285,1035
Muskegon,"Laketon Township, Precinct 2",State House,92,Michael L. Haueisen,REP,429,467,896
Muskegon,"Laketon Township, Precinct 2",State House,92,Over Votes,,0,0,0
Muskegon,"Laketon Township, Precinct 3",Ballots Cast,,,,,,1591
Muskegon,"Laketon Township, Precinct 3",Registered Voters,,,,,,2170
Muskegon,"Laketon Township, Precinct 3",Straight Party,,Democratic Party,DEM,258,85,343
Muskegon,"Laketon Township, Precinct 3",Straight Party,,Republican Party,REP,165,238,403
Muskegon,"Laketon Township, Precinct 3",Straight Party,,Libertarian Party,LIB,2,6,8
Muskegon,"Laketon Township, Precinct 3",Straight Party,,US Taxpayers Party,UST,1,3,4
Muskegon,"Laketon Township, Precinct 3",Straight Party,,Working Class Party,WCP,0,2,2
Muskegon,"Laketon Township, Precinct 3",Straight Party,,Green Party,GRN,0,1,1
Muskegon,"Laketon Township, Precinct 3",Straight Party,,Natural Law Party,NLP,0,0,0
Muskegon,"Laketon Township, Precinct 3",Straight Party,,Over Votes,,0,0,0
Muskegon,"Laketon Township, Precinct 3",President,,Joseph R. Biden,DEM,500,174,674
Muskegon,"Laketon Township, Precinct 3",President,,Donald J. Trump,REP,354,525,879
Muskegon,"Laketon Township, Precinct 3",President,,Jo Jorgensen,LIB,8,13,21
Muskegon,"Laketon Township, Precinct 3",President,,Don Blankenship,UST,0,3,3
Muskegon,"Laketon Township, Precinct 3",President,,Howie Hawkins,GRN,2,2,4
Muskegon,"Laketon Township, Precinct 3",President,,Rocky De La Fuente,NLP,0,1,1
Muskegon,"Laketon Township, Precinct 3",President,,Brian T. Carrol (W),,0,2,2
Muskegon,"Laketon Township, Precinct 3",President,,Jade Simmons (W),,0,0,0
Muskegon,"Laketon Township, Precinct 3",President,,Kasey Wells (W),,0,0,0
Muskegon,"Laketon Township, Precinct 3",President,,Tara Renee Hunter (W),,0,0,0
Muskegon,"Laketon Township, Precinct 3",President,,Tom Hoefling (W),,0,0,0
Muskegon,"Laketon Township, Precinct 3",President,,Over Votes,,0,0,0
Muskegon,"Laketon Township, Precinct 3",U.S. Senate,,Gary Peters,DEM,492,168,660
Muskegon,"Laketon Township, Precinct 3",U.S. Senate,,John James,REP,334,518,852
Muskegon,"Laketon Township, Precinct 3",U.S. Senate,,Valerie L. Willis,UST,14,11,25
Muskegon,"Laketon Township, Precinct 3",U.S. Senate,,Marcia Squier,GRN,7,7,14
Muskegon,"Laketon Township, Precinct 3",U.S. Senate,,Doug Dern,NLP,1,2,3
Muskegon,"Laketon Township, Precinct 3",U.S. Senate,,Leonard Paul Gadzinski (W),,0,0,0
Muskegon,"Laketon Township, Precinct 3",U.S. Senate,,Rober william Carr (W),,0,0,0
Muskegon,"Laketon Township, Precinct 3",U.S. Senate,,Over Votes,,0,1,1
Muskegon,"Laketon Township, Precinct 3",U.S. House,2,Bryan Berghoef,DEM,431,133,564
Muskegon,"Laketon Township, Precinct 3",U.S. House,2,Bill Huizenga,REP,400,530,930
Muskegon,"Laketon Township, Precinct 3",U.S. House,2,Max Riekse,LIB,6,14,20
Muskegon,"Laketon Township, Precinct 3",U.S. House,2,Gerald T. VanSickle,UST,2,13,15
Muskegon,"Laketon Township, Precinct 3",U.S. House,2,Jean-Michel Creviere,GRN,3,7,10
Muskegon,"Laketon Township, Precinct 3",U.S. House,2,Over Votes,,1,0,1
Muskegon,"Laketon Township, Precinct 3",State House,92,Terry J. Sabo,DEM,560,244,804
Muskegon,"Laketon Township, Precinct 3",State House,92,Michael L. Haueisen,REP,274,429,703
Muskegon,"Laketon Township, Precinct 3",State House,92,Over Votes,,0,0,0
Muskegon,"Montague Township, Precinct 1",Ballots Cast,,,,,,956
Muskegon,"Montague Township, Precinct 1",Registered Voters,,,,,,1314
Muskegon,"Montague Township, Precinct 1",Straight Party,,Democratic Party,DEM,,,182
Muskegon,"Montague Township, Precinct 1",Straight Party,,Republican Party,REP,,,313
Muskegon,"Montague Township, Precinct 1",Straight Party,,Libertarian Party,LIB,,,5
Muskegon,"Montague Township, Precinct 1",Straight Party,,US Taxpayers Party,UST,,,2
Muskegon,"Montague Township, Precinct 1",Straight Party,,Working Class Party,WCP,,,0
Muskegon,"Montague Township, Precinct 1",Straight Party,,Green Party,GRN,,,1
Muskegon,"Montague Township, Precinct 1",Straight Party,,Natural Law Party,NLP,,,0
Muskegon,"Montague Township, Precinct 1",Straight Party,,Over Votes,,,,0
Muskegon,"Montague Township, Precinct 1",President,,Joseph R. Biden,DEM,,,365
Muskegon,"Montague Township, Precinct 1",President,,Donald J. Trump,REP,,,560
Muskegon,"Montague Township, Precinct 1",President,,Jo Jorgensen,LIB,,,20
Muskegon,"Montague Township, Precinct 1",President,,Don Blankenship,UST,,,2
Muskegon,"Montague Township, Precinct 1",President,,Howie Hawkins,GRN,,,4
Muskegon,"Montague Township, Precinct 1",President,,Rocky De La Fuente,NLP,,,0
Muskegon,"Montague Township, Precinct 1",President,,Brian T. Carrol (W),,,,0
Muskegon,"Montague Township, Precinct 1",President,,Jade Simmons (W),,,,0
Muskegon,"Montague Township, Precinct 1",President,,Kasey Wells (W),,,,0
Muskegon,"Montague Township, Precinct 1",President,,Tara Renee Hunter (W),,,,0
Muskegon,"Montague Township, Precinct 1",President,,Tom Hoefling (W),,,,0
Muskegon,"Montague Township, Precinct 1",President,,Over Votes,,,,0
Muskegon,"Montague Township, Precinct 1",U.S. Senate,,Gary Peters,DEM,,,348
Muskegon,"Montague Township, Precinct 1",U.S. Senate,,John James,REP,,,576
Muskegon,"Montague Township, Precinct 1",U.S. Senate,,Valerie L. Willis,UST,,,3
Muskegon,"Montague Township, Precinct 1",U.S. Senate,,Marcia Squier,GRN,,,6
Muskegon,"Montague Township, Precinct 1",U.S. Senate,,Doug Dern,NLP,,,3
Muskegon,"Montague Township, Precinct 1",U.S. Senate,,Leonard Paul Gadzinski (W),,,,0
Muskegon,"Montague Township, Precinct 1",U.S. Senate,,Rober william Carr (W),,,,0
Muskegon,"Montague Township, Precinct 1",U.S. Senate,,Over Votes,,,,0
Muskegon,"Montague Township, Precinct 1",U.S. House,2,Bryan Berghoef,DEM,,,293
Muskegon,"Montague Township, Precinct 1",U.S. House,2,Bill Huizenga,REP,,,607
Muskegon,"Montague Township, Precinct 1",U.S. House,2,Max Riekse,LIB,,,17
Muskegon,"Montague Township, Precinct 1",U.S. House,2,Gerald T. VanSickle,UST,,,4
Muskegon,"Montague Township, Precinct 1",U.S. House,2,Jean-Michel Creviere,GRN,,,5
Muskegon,"Montague Township, Precinct 1",U.S. House,2,Over Votes,,,,1
Muskegon,"Montague Township, Precinct 1",State House,91,Brian Hosticka,DEM,,,347
Muskegon,"Montague Township, Precinct 1",State House,91,Greg VanWoerkom,REP,,,574
Muskegon,"Montague Township, Precinct 1",State House,91,Over Votes,,,,0
Muskegon,"Moorland Township, Precinct 1",Straight Party,,Democratic Party,DEM,,,111
Muskegon,"Moorland Township, Precinct 1",Straight Party,,Republican Party,REP,,,330
Muskegon,"Moorland Township, Precinct 1",Straight Party,,Libertarian Party,LIB,,,5
Muskegon,"Moorland Township, Precinct 1",Straight Party,,US Taxpayers Party,UST,,,1
Muskegon,"Moorland Township, Precinct 1",Straight Party,,Working Class Party,WCP,,,5
Muskegon,"Moorland Township, Precinct 1",Straight Party,,Green Party,GRN,,,0
Muskegon,"Moorland Township, Precinct 1",Straight Party,,Natural Law Party,NLP,,,0
Muskegon,"Moorland Township, Precinct 1",Straight Party,,Over Votes,,,,0
Muskegon,"Moorland Township, Precinct 1",President,,Joseph R. Biden,DEM,,,242
Muskegon,"Moorland Township, Precinct 1",President,,Donald J. Trump,REP,,,658
Muskegon,"Moorland Township, Precinct 1",President,,Jo Jorgensen,LIB,,,14
Muskegon,"Moorland Township, Precinct 1",President,,Don Blankenship,UST,,,0
Muskegon,"Moorland Township, Precinct 1",President,,Howie Hawkins,GRN,,,1
Muskegon,"Moorland Township, Precinct 1",President,,Rocky De La Fuente,NLP,,,0
Muskegon,"Moorland Township, Precinct 1",President,,Brian T. Carrol (W),,,,0
Muskegon,"Moorland Township, Precinct 1",President,,Jade Simmons (W),,,,0
Muskegon,"Moorland Township, Precinct 1",President,,Kasey Wells (W),,,,0
Muskegon,"Moorland Township, Precinct 1",President,,Tara Renee Hunter (W),,,,0
Muskegon,"Moorland Township, Precinct 1",President,,Tom Hoefling (W),,,,0
Muskegon,"Moorland Township, Precinct 1",President,,Over Votes,,,,0
Muskegon,"Moorland Township, Precinct 1",U.S. Senate,,Gary Peters,DEM,,,250
Muskegon,"Moorland Township, Precinct 1",U.S. Senate,,John James,REP,,,628
Muskegon,"Moorland Township, Precinct 1",U.S. Senate,,Valerie L. Willis,UST,,,16
Muskegon,"Moorland Township, Precinct 1",U.S. Senate,,Marcia Squier,GRN,,,4
Muskegon,"Moorland Township, Precinct 1",U.S. Senate,,Doug Dern,NLP,,,2
Muskegon,"Moorland Township, Precinct 1",U.S. Senate,,Leonard Paul Gadzinski (W),,,,0
Muskegon,"Moorland Township, Precinct 1",U.S. Senate,,Rober william Carr (W),,,,0
Muskegon,"Moorland Township, Precinct 1",U.S. Senate,,Over Votes,,,,1
Muskegon,"Moorland Township, Precinct 1",U.S. House,2,Bryan Berghoef,DEM,,,205
Muskegon,"Moorland Township, Precinct 1",U.S. House,2,Bill Huizenga,REP,,,645
Muskegon,"Moorland Township, Precinct 1",U.S. House,2,Max Riekse,LIB,,,17
Muskegon,"Moorland Township, Precinct 1",U.S. House,2,Gerald T. VanSickle,UST,,,12
Muskegon,"Moorland Township, Precinct 1",U.S. House,2,Jean-Michel Creviere,GRN,,,4
Muskegon,"Moorland Township, Precinct 1",U.S. House,2,Over Votes,,,,2
Muskegon,"Moorland Township, Precinct 1",State House,91,Brian Hosticka,DEM,,,238
Muskegon,"Moorland Township, Precinct 1",State House,91,Greg VanWoerkom,REP,,,638
Muskegon,"Moorland Township, Precinct 1",State House,91,Over Votes,,,,1
Muskegon,"Muskegon Charter Township, Precinct 1",Ballots Cast,,,,,,1116
Muskegon,"Muskegon Charter Township, Precinct 1",Registered Voters,,,,,,1974
Muskegon,"Muskegon Charter Township, Precinct 1",Straight Party,,Democratic Party,DEM,258,107,365
Muskegon,"Muskegon Charter Township, Precinct 1",Straight Party,,Republican Party,REP,113,166,279
Muskegon,"Muskegon Charter Township, Precinct 1",Straight Party,,Libertarian Party,LIB,2,5,7
Muskegon,"Muskegon Charter Township, Precinct 1",Straight Party,,US Taxpayers Party,UST,1,2,3
Muskegon,"Muskegon Charter Township, Precinct 1",Straight Party,,Working Class Party,WCP,2,3,5
Muskegon,"Muskegon Charter Township, Precinct 1",Straight Party,,Green Party,GRN,0,1,1
Muskegon,"Muskegon Charter Township, Precinct 1",Straight Party,,Natural Law Party,NLP,0,2,2
Muskegon,"Muskegon Charter Township, Precinct 1",Straight Party,,Over Votes,,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 1",President,,Joseph R. Biden,DEM,404,178,582
Muskegon,"Muskegon Charter Township, Precinct 1",President,,Donald J. Trump,REP,215,284,499
Muskegon,"Muskegon Charter Township, Precinct 1",President,,Jo Jorgensen,LIB,9,14,23
Muskegon,"Muskegon Charter Township, Precinct 1",President,,Don Blankenship,UST,2,0,2
Muskegon,"Muskegon Charter Township, Precinct 1",President,,Howie Hawkins,GRN,0,3,3
Muskegon,"Muskegon Charter Township, Precinct 1",President,,Rocky De La Fuente,NLP,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 1",President,,Brian T. Carrol (W),,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 1",President,,Jade Simmons (W),,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 1",President,,Kasey Wells (W),,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 1",President,,Tara Renee Hunter (W),,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 1",President,,Tom Hoefling (W),,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 1",President,,Over Votes,,1,1,2
Muskegon,"Muskegon Charter Township, Precinct 1",U.S. Senate,,Gary Peters,DEM,376,173,549
Muskegon,"Muskegon Charter Township, Precinct 1",U.S. Senate,,John James,REP,218,279,497
Muskegon,"Muskegon Charter Township, Precinct 1",U.S. Senate,,Valerie L. Willis,UST,11,6,17
Muskegon,"Muskegon Charter Township, Precinct 1",U.S. Senate,,Marcia Squier,GRN,8,10,18
Muskegon,"Muskegon Charter Township, Precinct 1",U.S. Senate,,Doug Dern,NLP,3,3,6
Muskegon,"Muskegon Charter Township, Precinct 1",U.S. Senate,,Leonard Paul Gadzinski (W),,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 1",U.S. Senate,,Rober william Carr (W),,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 1",U.S. Senate,,Over Votes,,1,0,1
Muskegon,"Muskegon Charter Township, Precinct 1",U.S. House,2,Bryan Berghoef,DEM,346,154,500
Muskegon,"Muskegon Charter Township, Precinct 1",U.S. House,2,Bill Huizenga,REP,246,283,529
Muskegon,"Muskegon Charter Township, Precinct 1",U.S. House,2,Max Riekse,LIB,10,13,23
Muskegon,"Muskegon Charter Township, Precinct 1",U.S. House,2,Gerald T. VanSickle,UST,5,4,9
Muskegon,"Muskegon Charter Township, Precinct 1",U.S. House,2,Jean-Michel Creviere,GRN,8,6,14
Muskegon,"Muskegon Charter Township, Precinct 1",U.S. House,2,Over Votes,,0,1,1
Muskegon,"Muskegon Charter Township, Precinct 1",State House,92,Terry J. Sabo,DEM,418,199,617
Muskegon,"Muskegon Charter Township, Precinct 1",State House,92,Michael L. Haueisen,REP,187,257,444
Muskegon,"Muskegon Charter Township, Precinct 1",State House,92,Over Votes,,1,0,1
Muskegon,"Muskegon Charter Township, Precinct 2",Ballots Cast,,,,,,1059
Muskegon,"Muskegon Charter Township, Precinct 2",Registered Voters,,,,,,1689
Muskegon,"Muskegon Charter Township, Precinct 2",Straight Party,,Democratic Party,DEM,228,110,338
Muskegon,"Muskegon Charter Township, Precinct 2",Straight Party,,Republican Party,REP,90,200,290
Muskegon,"Muskegon Charter Township, Precinct 2",Straight Party,,Libertarian Party,LIB,2,6,8
Muskegon,"Muskegon Charter Township, Precinct 2",Straight Party,,US Taxpayers Party,UST,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",Straight Party,,Working Class Party,WCP,1,1,2
Muskegon,"Muskegon Charter Township, Precinct 2",Straight Party,,Green Party,GRN,0,3,3
Muskegon,"Muskegon Charter Township, Precinct 2",Straight Party,,Natural Law Party,NLP,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",Straight Party,,Over Votes,,1,0,1
Muskegon,"Muskegon Charter Township, Precinct 2",President,,Joseph R. Biden,DEM,348,179,527
Muskegon,"Muskegon Charter Township, Precinct 2",President,,Donald J. Trump,REP,166,339,505
Muskegon,"Muskegon Charter Township, Precinct 2",President,,Jo Jorgensen,LIB,3,10,13
Muskegon,"Muskegon Charter Township, Precinct 2",President,,Don Blankenship,UST,2,1,3
Muskegon,"Muskegon Charter Township, Precinct 2",President,,Howie Hawkins,GRN,1,3,4
Muskegon,"Muskegon Charter Township, Precinct 2",President,,Rocky De La Fuente,NLP,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",President,,Brian T. Carrol (W),,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",President,,Jade Simmons (W),,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",President,,Kasey Wells (W),,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",President,,Tara Renee Hunter (W),,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",President,,Tom Hoefling (W),,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",President,,Over Votes,,1,0,1
Muskegon,"Muskegon Charter Township, Precinct 2",U.S. Senate,,Gary Peters,DEM,330,175,505
Muskegon,"Muskegon Charter Township, Precinct 2",U.S. Senate,,John James,REP,167,330,497
Muskegon,"Muskegon Charter Township, Precinct 2",U.S. Senate,,Valerie L. Willis,UST,12,12,24
Muskegon,"Muskegon Charter Township, Precinct 2",U.S. Senate,,Marcia Squier,GRN,6,5,11
Muskegon,"Muskegon Charter Township, Precinct 2",U.S. Senate,,Doug Dern,NLP,1,0,1
Muskegon,"Muskegon Charter Township, Precinct 2",U.S. Senate,,Leonard Paul Gadzinski (W),,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",U.S. Senate,,Rober william Carr (W),,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",U.S. Senate,,Over Votes,,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",U.S. House,2,Bryan Berghoef,DEM,299,148,447
Muskegon,"Muskegon Charter Township, Precinct 2",U.S. House,2,Bill Huizenga,REP,199,339,538
Muskegon,"Muskegon Charter Township, Precinct 2",U.S. House,2,Max Riekse,LIB,8,15,23
Muskegon,"Muskegon Charter Township, Precinct 2",U.S. House,2,Gerald T. VanSickle,UST,2,4,6
Muskegon,"Muskegon Charter Township, Precinct 2",U.S. House,2,Jean-Michel Creviere,GRN,5,12,17
Muskegon,"Muskegon Charter Township, Precinct 2",U.S. House,2,Over Votes,,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 2",State House,92,Terry J. Sabo,DEM,362,206,568
Muskegon,"Muskegon Charter Township, Precinct 2",State House,92,Michael L. Haueisen,REP,148,305,453
Muskegon,"Muskegon Charter Township, Precinct 2",State House,92,Over Votes,,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Ballots Cast,,,,,,1647
Muskegon,"Muskegon Charter Township, Precinct 3",Registered Voters,,,,,,2136
Muskegon,"Muskegon Charter Township, Precinct 3",Straight Party,,Democratic Party,DEM,319,68,387
Muskegon,"Muskegon Charter Township, Precinct 3",Straight Party,,Republican Party,REP,154,253,407
Muskegon,"Muskegon Charter Township, Precinct 3",Straight Party,,Libertarian Party,LIB,2,3,5
Muskegon,"Muskegon Charter Township, Precinct 3",Straight Party,,US Taxpayers Party,UST,0,1,1
Muskegon,"Muskegon Charter Township, Precinct 3",Straight Party,,Working Class Party,WCP,0,2,2
Muskegon,"Muskegon Charter Township, Precinct 3",Straight Party,,Green Party,GRN,1,1,2
Muskegon,"Muskegon Charter Township, Precinct 3",Straight Party,,Natural Law Party,NLP,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",Straight Party,,Over Votes,,0,0,0
Muskegon,"Muskegon Charter Township, Precinct 3",President,,Joseph R. Biden,DEM,562,161,723
