county,precinct,office,district,party,candidate,absentee,election_day,votes
Clinton,Bath Charter Township Precinct 1,United States Senator,,REP,John James,0,584,584
Clinton,Bath Charter Township Precinct 1,United States Senator,,UST,Valerie L. Willis,0,19,19
Clinton,Bath Charter Township Precinct 1,United States Senator,,GRN,Marcia Squier,0,9,9
Clinton,Bath Charter Township Precinct 1,United States Senator,,NLP,Doug Dern,0,3,3
Clinton,Bath Charter Township Precinct 1,United States Senator,,,Leonard Paul Gadzinski (W),0,0,0
Clinton,Bath Charter Township Precinct 1,United States Senator,,,Robert William Carr (W),0,0,0
Clinton,Bath Charter Township Precinct 1,Registered Voters,,,,,,1479
Clinton,Bath Charter Township Precinct 1,Representative in Congress 4th District,,DEM,Jerry Hilliard,0,472,472
Clinton,Bath Charter Township Precinct 1,Representative in Congress 4th District,,REP,John Moolenaar,0,605,605
Clinton,Bath Charter Township Precinct 1,Representative in Congress 4th District,,LIB,David Canny,0,16,16
Clinton,Bath Charter Township Precinct 1,Representative in Congress 4th District,,GRN,Amy Slepr,0,27,27
Clinton,Bath Charter Township Precinct 1,Ballots Cast,,,,0,1120,1120
Clinton,Bath Charter Township Precinct 1,Representative in State Legislature 93rd District,,DEM,Muhammad Salman Rais,0,441,441
Clinton,Bath Charter Township Precinct 1,Representative in State Legislature 93rd District,,REP,Graham Filler,0,653,653
Clinton,Bath Charter Township Precinct 1,Member of the State Board of Education,,DEM,Ellen Cogen Lipton,0,449,449
Clinton,Bath Charter Township Precinct 1,Member of the State Board of Education,,DEM,Jason Strayhorn,0,443,443
Clinton,Bath Charter Township Precinct 1,Member of the State Board of Education,,REP,Tami Carlone,0,504,504
Clinton,Bath Charter Township Precinct 1,Member of the State Board of Education,,REP,Michelle A. Frederick,0,526,526
Clinton,Bath Charter Township Precinct 1,Member of the State Board of Education,,LIB,Bill Hall,0,22,22
Clinton,Bath Charter Township Precinct 1,Member of the State Board of Education,,LIB,Richard A. Hewer,0,19,19
Clinton,Bath Charter Township Precinct 1,Member of the State Board of Education,,UST,Karen Adams,0,14,14
Clinton,Bath Charter Township Precinct 1,Member of the State Board of Education,,UST,Douglas Levesque,0,8,8
Clinton,Bath Charter Township Precinct 1,Member of the State Board of Education,,WCP,Mary Anne Hering,0,27,27
Clinton,Bath Charter Township Precinct 1,Member of the State Board of Education,,WCP,Hali McEachern,0,18,18
Clinton,Bath Charter Township Precinct 1,Member of the State Board of Education,,GRN,Tom Mair,0,20,20
Clinton,Bath Charter Township Precinct 1,Registered Voters,,,,,,1479
Clinton,Bath Charter Township Precinct 1,Regent of the University of Michigan,,DEM,Mark Bernstein,0,413,413
Clinton,Bath Charter Township Precinct 1,Regent of the University of Michigan,,DEM,Shauna Ryder Diggs,0,407,407
Clinton,Bath Charter Township Precinct 1,Regent of the University of Michigan,,REP,Sarah Hubbard,0,515,515
Clinton,Bath Charter Township Precinct 1,Regent of the University of Michigan,,REP,Carl Meyers,0,488,488
Clinton,Bath Charter Township Precinct 1,Regent of the University of Michigan,,LIB,James L. Hudler,0,31,31
Clinton,Bath Charter Township Precinct 1,Regent of the University of Michigan,,LIB,Eric Larson,0,33,33
Clinton,Bath Charter Township Precinct 1,Regent of the University of Michigan,,UST,Ronald E. Graeser,0,11,11
Clinton,Bath Charter Township Precinct 1,Regent of the University of Michigan,,UST,Crystal Van Sickle,0,25,25
Clinton,Bath Charter Township Precinct 1,Regent of the University of Michigan,,GRN,Michael Mawilai,0,24,24
Clinton,Bath Charter Township Precinct 1,Regent of the University of Michigan,,NLP,Keith Butkovich,0,10,10
Clinton,Bath Charter Township Precinct 1,Ballots Cast,,,,0,1957,1957
Clinton,Bath Charter Township Precinct 1,Trustee of Michigan State University,,DEM,Brian Mosallam,0,418,418
Clinton,Bath Charter Township Precinct 1,Trustee of Michigan State University,,DEM,Rema Ella Vassar,0,414,414
Clinton,Bath Charter Township Precinct 1,Trustee of Michigan State University,,REP,Pat O'Keefe,0,549,549
Clinton,Bath Charter Township Precinct 1,Trustee of Michigan State University,,REP,Tonya Schuitmaker,0,513,513
Clinton,Bath Charter Township Precinct 1,Trustee of Michigan State University,,LIB,Will Tyler White,0,38,38
Clinton,Bath Charter Township Precinct 1,Trustee of Michigan State University,,UST,Janet M. Sanger,0,20,20
Clinton,Bath Charter Township Precinct 1,Trustee of Michigan State University,,UST,John Paul Sanger,0,14,14
Clinton,Bath Charter Township Precinct 1,Trustee of Michigan State University,,GRN,Brandon Hu,0,26,26
Clinton,Bath Charter Township Precinct 1,Trustee of Michigan State University,,GRN,Robin Lea Laurain,0,24,24
Clinton,Bath Charter Township Precinct 1,Trustee of Michigan State University,,NLP,Bridgette Abraham-Guzman,0,16,16
Clinton,Bath Charter Township Precinct 1,Registered Voters,,,,,,1479
Clinton,Bath Charter Township Precinct 1,Governor of Wayne State University,,DEM,Eva Garza Dewaelsche,0,409,409
Clinton,Bath Charter Township Precinct 1,Governor of Wayne State University,,DEM,Shirley Stancato,0,425,425
Clinton,Bath Charter Township Precinct 1,Governor of Wayne State University,,REP,Don Gates,0,480,480
Clinton,Bath Charter Township Precinct 1,Governor of Wayne State University,,REP,Terri Lynn Land,0,512,512
Clinton,Bath Charter Township Precinct 1,Governor of Wayne State University,,LIB,Jon Elgas,0,34,34
Clinton,Bath Charter Township Precinct 1,Governor of Wayne State University,,UST,Christine C. Schwartz,0,19,19
Clinton,Bath Charter Township Precinct 1,Governor of Wayne State University,,GRN,Susan Odgers,0,25,25
Clinton,Bath Charter Township Precinct 1,Governor of Wayne State University,,,Lloyd Arthur Conway (W),0,0,0
Clinton,Bath Charter Township Precinct 1,Ballots Cast,,,,0,1904,1904
Clinton,Bath Charter Township Precinct 1,Prosecuting Attorney,,DEM,Brian A. Ameche,0,442,442
Clinton,Bath Charter Township Precinct 1,Prosecuting Attorney,,REP,Tony Spagnuolo,0,662,662
Clinton,Bath Charter Township Precinct 1,Sheriff,,REP,Larry Jerue,0,746,746
Clinton,Bath Charter Township Precinct 1,Clerk and Register of Deeds,,REP,Diane Zuker,0,753,753
Clinton,Bath Charter Township Precinct 1,Treasurer,,REP,Tina Ward,0,753,753
Clinton,Bath Charter Township Precinct 1,Registered Voters,,,,,,1479
Clinton,Bath Charter Township Precinct 1,Drain Commissioner,,REP,Phil Hanses,0,732,732
Clinton,Bath Charter Township Precinct 1,Ballots Cast,,,,0,732,732
Clinton,Bath Charter Township Precinct 1,County Commissioner 6th District,,DEM,Dwight J. Washington,0,631,631
Clinton,Bath Charter Township Precinct 1,Supervisor,,DEM,Marie E. Howe,0,642,642
Clinton,Bath Charter Township Precinct 1,Clerk,,DEM,Kathleen McQueen,0,668,668
Clinton,Bath Charter Township Precinct 1,Treasurer,,DEM,Steven E. Wiswasser,0,665,665
Clinton,Bath Charter Township Precinct 1,Trustee,,DEM,Jack Barber,0,486,486
Clinton,Bath Charter Township Precinct 1,Trustee,,DEM,Joseph Benzie,0,498,498
Clinton,Bath Charter Township Precinct 1,Trustee,,DEM,Ryan Fewins-Bliss,0,509,509
Clinton,Bath Charter Township Precinct 1,Trustee,,DEM,Allen L. Rosekrans,0,512,512
Clinton,Bath Charter Township Precinct 1,Trustee,,REP,Guy Elsenheimer,0,612,612
Clinton,Bath Charter Township Precinct 1,Registered Voters,,,,,,1479
Clinton,Bath Charter Township Precinct 1,Justice of Supreme Court,,,Susan L. Hubbard,0,164,164
Clinton,Bath Charter Township Precinct 1,Justice of Supreme Court,,,Mary Kelly,0,245,245
Clinton,Bath Charter Township Precinct 1,Justice of Supreme Court,,,Bridget Mary McCormack,0,445,445
Clinton,Bath Charter Township Precinct 1,Justice of Supreme Court,,,Kerry Lee Morgan,0,38,38
Clinton,Bath Charter Township Precinct 1,Justice of Supreme Court,,,Katherine Mary Nepton,0,29,29
Clinton,Bath Charter Township Precinct 1,Justice of Supreme Court,,,Brock Swartzle,0,202,202
Clinton,Bath Charter Township Precinct 1,Justice of Supreme Court,,,Elizabeth M. Welch,0,224,224
Clinton,Bath Charter Township Precinct 1,Ballots Cast,,,,0,1347,1347
Clinton,Bath Charter Township Precinct 1,Judge of Court of Appeals 4th District Incumbent Position,,,Michael J. Kelly,0,517,517
Clinton,Bath Charter Township Precinct 1,Judge of Court of Appeals 4th District Incumbent Position,,,Amy Ronayne Krause,0,478,478
Clinton,Bath Charter Township Precinct 1,Judge of Court of Appeals 4th District Non-Incumbent Position,,,Michelle Rick,0,529,529
Clinton,Bath Charter Township Precinct 1,Judge of Circuit Court 29th Circuit Non-Incumbent Position,,,Shannon L.W. Schlegel,0,574,574
Clinton,Bath Charter Township Precinct 1,Judge of District Court 65A District Incumbent Position,,,Michael Edward Clarizio,0,521,521
Clinton,Bath Charter Township Precinct 1,Registered Voters,,,,,,1479
Clinton,Bath Charter Township Precinct 1,Board of Trustee Member Lansing Community College,,,Andrew P. Abood,0,320,320
Clinton,Bath Charter Township Precinct 1,Board of Trustee Member Lansing Community College,,,Kimberly Kaye Azima,0,242,242
Clinton,Bath Charter Township Precinct 1,Board of Trustee Member Lansing Community College,,,Gregory Sinicropi,0,160,160
Clinton,Bath Charter Township Precinct 1,Board of Trustee Member Lansing Community College,,,Howard T. Spence,0,198,198
Clinton,Bath Charter Township Precinct 1,Board of Trustee Member Lansing Community College,,,LaShunda Thomas,0,173,173
Clinton,Bath Charter Township Precinct 1,Ballots Cast,,,,0,1093,1093
Clinton,Bath Charter Township Precinct 1,Board Member Bath Township Public Library,,,Audrey Barton,0,402,402
Clinton,Bath Charter Township Precinct 1,Board Member Bath Township Public Library,,,Anita Lynn Bergen,0,370,370
Clinton,Bath Charter Township Precinct 1,Board Member Bath Township Public Library,,,Larry Fewins-Bliss,0,397,397
Clinton,Bath Charter Township Precinct 1,Board Member Bath Township Public Library,,,Suzanne Garrity,0,443,443
Clinton,Bath Charter Township Precinct 1,Board Member Bath Township Public Library,,,Kenneth Jensen,0,387,387
Clinton,Bath Charter Township Precinct 1,Board Member Bath Township Public Library,,,Theresa Kidd,0,386,386
Clinton,Bath Charter Township Precinct 1,Board Member Bath Community Schools,,,Ann Marie Chaffee,0,491,491
Clinton,Bath Charter Township Precinct 1,Board Member Bath Community Schools,,,Jennifer Lynn Smith,0,446,446
Clinton,Bath Charter Township Precinct 1,Board Member Bath Community Schools,,,Dean N. Sweet Jr.,0,433,433
Clinton,Bath Charter Township Precinct 1,Proposal 20-1,,,Yes,0,864,864
Clinton,Bath Charter Township Precinct 1,Proposal 20-1,,,No,0,148,148
Clinton,Bath Charter Township Precinct 1,Registered Voters,,,,,,1479
Clinton,Bath Charter Township Precinct 1,Proposal 20-2,,,Yes,0,905,905
Clinton,Bath Charter Township Precinct 1,Proposal 20-2,,,No,0,117,117
Clinton,Bath Charter Township Precinct 1,Ballots Cast,,,,0,1022,1022
Clinton,Bath Charter Township Precinct 2,Registered Voters,,,,,,2225
Clinton,Bath Charter Township Precinct 2,Straight Party Ticket,,DEM,Democratic Party,0,499,499
Clinton,Bath Charter Township Precinct 2,Straight Party Ticket,,REP,Republican Party,0,314,314
Clinton,Bath Charter Township Precinct 2,Straight Party Ticket,,LIB,Libertarian Party,0,6,6
Clinton,Bath Charter Township Precinct 2,Straight Party Ticket,,UST,U.S. Taxpayers Party,0,1,1
Clinton,Bath Charter Township Precinct 2,Straight Party Ticket,,WCP,Working Class Party,0,3,3
Clinton,Bath Charter Township Precinct 2,Straight Party Ticket,,GRN,Green Party,0,1,1
Clinton,Bath Charter Township Precinct 2,Straight Party Ticket,,NLP,Natural Law Party,0,1,1
Clinton,Bath Charter Township Precinct 2,Ballots Cast,,,,0,825,825
Clinton,Bath Charter Township Precinct 2,Electors of President and Vice-President of the United States,,DEM,Joseph R. Biden Kamala D. Harris,0,931,931
Clinton,Bath Charter Township Precinct 2,Electors of President and Vice-President of the United States,,REP,Donald J. Trump Michael R. Pence,0,576,576
Clinton,Bath Charter Township Precinct 2,Electors of President and Vice-President of the United States,,LIB,Jo Jorgensen Jeremy Cohen,0,19,19
Clinton,Bath Charter Township Precinct 2,Electors of President and Vice-President of the United States,,UST,Don Blankenship William Mohr,0,4,4
Clinton,Bath Charter Township Precinct 2,Electors of President and Vice-President of the United States,,GRN,Howie Hawkins Angela Walker,0,4,4
Clinton,Bath Charter Township Precinct 2,Electors of President and Vice-President of the United States,,NLP,Rocky De La Fuente Darcy Richardson,0,2,2
Clinton,Bath Charter Township Precinct 2,Electors of President and Vice-President of the United States,,,Brian T. Carroll (W),0,0,0
Clinton,Bath Charter Township Precinct 2,Electors of President and Vice-President of the United States,,,Jade Simmons (W),0,0,0
Clinton,Bath Charter Township Precinct 2,Electors of President and Vice-President of the United States,,,Kasey Wells (W),0,0,0
Clinton,Bath Charter Township Precinct 2,Electors of President and Vice-President of the United States,,,Tara Renee Hunter (W),0,0,0
Clinton,Bath Charter Township Precinct 2,Electors of President and Vice-President of the United States,,,Tom Hoefling (W),0,0,0
Clinton,Bath Charter Township Precinct 2,United States Senator,,DEM,Gary Peters,0,925,925
Clinton,Bath Charter Township Precinct 2,United States Senator,,REP,John James,0,568,568
Clinton,Bath Charter Township Precinct 2,United States Senator,,UST,Valerie L. Willis,0,9,9
Clinton,Bath Charter Township Precinct 2,United States Senator,,GRN,Marcia Squier,0,16,16
Clinton,Bath Charter Township Precinct 2,United States Senator,,NLP,Doug Dern,0,9,9
Clinton,Bath Charter Township Precinct 2,United States Senator,,,Leonard Paul Gadzinski (W),0,0,0
Clinton,Bath Charter Township Precinct 2,United States Senator,,,Robert William Carr (W),0,0,0
Clinton,Bath Charter Township Precinct 2,Registered Voters,,,,,,2225
Clinton,Bath Charter Township Precinct 2,Representative in Congress 4th District,,DEM,Jerry Hilliard,0,837,837
Clinton,Bath Charter Township Precinct 2,Representative in Congress 4th District,,REP,John Moolenaar,0,598,598
Clinton,Bath Charter Township Precinct 2,Representative in Congress 4th District,,LIB,David Canny,0,34,34
Clinton,Bath Charter Township Precinct 2,Representative in Congress 4th District,,GRN,Amy Slepr,0,30,30
Clinton,Bath Charter Township Precinct 2,Ballots Cast,,,,0,1499,1499
Clinton,Bath Charter Township Precinct 2,Representative in State Legislature 93rd District,,DEM,Muhammad Salman Rais,0,826,826
Clinton,Bath Charter Township Precinct 2,Representative in State Legislature 93rd District,,REP,Graham Filler,0,644,644
Clinton,Bath Charter Township Precinct 2,Member of the State Board of Education,,DEM,Ellen Cogen Lipton,0,817,817
Clinton,Bath Charter Township Precinct 2,Member of the State Board of Education,,DEM,Jason Strayhorn,0,797,797
Clinton,Bath Charter Township Precinct 2,Member of the State Board of Education,,REP,Tami Carlone,0,498,498
Clinton,Bath Charter Township Precinct 2,Member of the State Board of Education,,REP,Michelle A. Frederick,0,524,524
Clinton,Bath Charter Township Precinct 2,Member of the State Board of Education,,LIB,Bill Hall,0,43,43
Clinton,Bath Charter Township Precinct 2,Member of the State Board of Education,,LIB,Richard A. Hewer,0,36,36
Clinton,Bath Charter Township Precinct 2,Member of the State Board of Education,,UST,Karen Adams,0,13,13
Clinton,Bath Charter Township Precinct 2,Member of the State Board of Education,,UST,Douglas Levesque,0,7,7
Clinton,Bath Charter Township Precinct 2,Member of the State Board of Education,,WCP,Mary Anne Hering,0,45,45
Clinton,Bath Charter Township Precinct 2,Member of the State Board of Education,,WCP,Hali McEachern,0,32,32
Clinton,Bath Charter Township Precinct 2,Member of the State Board of Education,,GRN,Tom Mair,0,24,24
Clinton,Bath Charter Township Precinct 2,Registered Voters,,,,,,2225
Clinton,Bath Charter Township Precinct 2,Regent of the University of Michigan,,DEM,Mark Bernstein,0,787,787
Clinton,Bath Charter Township Precinct 2,Regent of the University of Michigan,,DEM,Shauna Ryder Diggs,0,761,761
Clinton,Bath Charter Township Precinct 2,Regent of the University of Michigan,,REP,Sarah Hubbard,0,539,539
Clinton,Bath Charter Township Precinct 2,Regent of the University of Michigan,,REP,Carl Meyers,0,491,491
Clinton,Bath Charter Township Precinct 2,Regent of the University of Michigan,,LIB,James L. Hudler,0,36,36
Clinton,Bath Charter Township Precinct 2,Regent of the University of Michigan,,LIB,Eric Larson,0,43,43
Clinton,Bath Charter Township Precinct 2,Regent of the University of Michigan,,UST,Ronald E. Graeser,0,12,12
Clinton,Bath Charter Township Precinct 2,Regent of the University of Michigan,,UST,Crystal Van Sickle,0,24,24
Clinton,Bath Charter Township Precinct 2,Regent of the University of Michigan,,GRN,Michael Mawilai,0,28,28
Clinton,Bath Charter Township Precinct 2,Regent of the University of Michigan,,NLP,Keith Butkovich,0,12,12
Clinton,Bath Charter Township Precinct 2,Ballots Cast,,,,0,2733,2733
Clinton,Bath Charter Township Precinct 2,Trustee of Michigan State University,,DEM,Brian Mosallam,0,776,776
Clinton,Bath Charter Township Precinct 2,Trustee of Michigan State University,,DEM,Rema Ella Vassar,0,776,776
Clinton,Bath Charter Township Precinct 2,Trustee of Michigan State University,,REP,Pat O'Keefe,0,546,546
Clinton,Bath Charter Township Precinct 2,Trustee of Michigan State University,,REP,Tonya Schuitmaker,0,532,532
Clinton,Bath Charter Township Precinct 2,Trustee of Michigan State University,,LIB,Will Tyler White,0,38,38
Clinton,Bath Charter Township Precinct 2,Trustee of Michigan State University,,UST,Janet M. Sanger,0,31,31
Clinton,Bath Charter Township Precinct 2,Trustee of Michigan State University,,UST,John Paul Sanger,0,17,17
Clinton,Bath Charter Township Precinct 2,Trustee of Michigan State University,,GRN,Brandon Hu,0,23,23
Clinton,Bath Charter Township Precinct 2,Trustee of Michigan State University,,GRN,Robin Lea Laurain,0,27,27
Clinton,Bath Charter Township Precinct 2,Trustee of Michigan State University,,NLP,Bridgette Abraham-Guzman,0,19,19
Clinton,Bath Charter Township Precinct 2,Registered Voters,,,,,,2225
Clinton,Bath Charter Township Precinct 2,Governor of Wayne State University,,DEM,Eva Garza Dewaelsche,0,769,769
Clinton,Bath Charter Township Precinct 2,Governor of Wayne State University,,DEM,Shirley Stancato,0,756,756
Clinton,Bath Charter Township Precinct 2,Governor of Wayne State University,,REP,Don Gates,0,508,508
Clinton,Bath Charter Township Precinct 2,Governor of Wayne State University,,REP,Terri Lynn Land,0,536,536
Clinton,Bath Charter Township Precinct 2,Governor of Wayne State University,,LIB,Jon Elgas,0,48,48
Clinton,Bath Charter Township Precinct 2,Governor of Wayne State University,,UST,Christine C. Schwartz,0,25,25
Clinton,Bath Charter Township Precinct 2,Governor of Wayne State University,,GRN,Susan Odgers,0,37,37
Clinton,Bath Charter Township Precinct 2,Governor of Wayne State University,,,Lloyd Arthur Conway (W),0,0,0
Clinton,Bath Charter Township Precinct 2,Ballots Cast,,,,0,2679,2679
Clinton,Bath Charter Township Precinct 2,Prosecuting Attorney,,DEM,Brian A. Ameche,0,805,805
Clinton,Bath Charter Township Precinct 2,Prosecuting Attorney,,REP,Tony Spagnuolo,0,659,659
Clinton,Bath Charter Township Precinct 2,Sheriff,,REP,Larry Jerue,0,855,855
Clinton,Bath Charter Township Precinct 2,Clerk and Register of Deeds,,REP,Diane Zuker,0,872,872
Clinton,Bath Charter Township Precinct 2,Treasurer,,REP,Tina Ward,0,853,853
Clinton,Bath Charter Township Precinct 2,Registered Voters,,,,,,2225
Clinton,Bath Charter Township Precinct 2,Drain Commissioner,,REP,Phil Hanses,0,835,835
Clinton,Bath Charter Township Precinct 2,Ballots Cast,,,,0,835,835
Clinton,Bath Charter Township Precinct 2,County Commissioner 6th District,,DEM,Dwight J. Washington,0,1026,1026
Clinton,Bath Charter Township Precinct 2,Supervisor,,DEM,Marie E. Howe,0,1020,1020
Clinton,Bath Charter Township Precinct 2,Clerk,,DEM,Kathleen McQueen,0,1044,1044
Clinton,Bath Charter Township Precinct 2,Treasurer,,DEM,Steven E. Wiswasser,0,1023,1023
Clinton,Bath Charter Township Precinct 2,Trustee,,DEM,Jack Barber,0,868,868
Clinton,Bath Charter Township Precinct 2,Trustee,,DEM,Joseph Benzie,0,871,871
Clinton,Bath Charter Township Precinct 2,Trustee,,DEM,Ryan Fewins-Bliss,0,856,856
Clinton,Bath Charter Township Precinct 2,Trustee,,DEM,Allen L. Rosekrans,0,873,873
Clinton,Bath Charter Township Precinct 2,Trustee,,REP,Guy Elsenheimer,0,620,620
Clinton,Bath Charter Township Precinct 2,Registered Voters,,,,,,2225
Clinton,Bath Charter Township Precinct 2,Justice of Supreme Court,,,Susan L. Hubbard,0,119,119
Clinton,Bath Charter Township Precinct 2,Justice of Supreme Court,,,Mary Kelly,0,352,352
Clinton,Bath Charter Township Precinct 2,Justice of Supreme Court,,,Bridget Mary McCormack,0,794,794
Clinton,Bath Charter Township Precinct 2,Justice of Supreme Court,,,Kerry Lee Morgan,0,78,78
Clinton,Bath Charter Township Precinct 2,Justice of Supreme Court,,,Katherine Mary Nepton,0,44,44
Clinton,Bath Charter Township Precinct 2,Justice of Supreme Court,,,Brock Swartzle,0,248,248
Clinton,Bath Charter Township Precinct 2,Justice of Supreme Court,,,Elizabeth M. Welch,0,452,452
Clinton,Bath Charter Township Precinct 2,Ballots Cast,,,,0,2087,2087
Clinton,Bath Charter Township Precinct 2,Judge of Court of Appeals 4th District Incumbent Position,,,Michael J. Kelly,0,704,704
Clinton,Bath Charter Township Precinct 2,Judge of Court of Appeals 4th District Incumbent Position,,,Amy Ronayne Krause,0,772,772
Clinton,Bath Charter Township Precinct 2,Judge of Court of Appeals 4th District Non-Incumbent Position,,,Michelle Rick,0,815,815
Clinton,Bath Charter Township Precinct 2,Judge of Circuit Court 29th Circuit Non-Incumbent Position,,,Shannon L.W. Schlegel,0,806,806
Clinton,Bath Charter Township Precinct 2,Judge of District Court 65A District Incumbent Position,,,Michael Edward Clarizio,0,794,794
Clinton,Bath Charter Township Precinct 2,Registered Voters,,,,,,2225
Clinton,Bath Charter Township Precinct 2,Board of Trustee Member Lansing Community College,,,Andrew P. Abood,0,370,370
Clinton,Bath Charter Township Precinct 2,Board of Trustee Member Lansing Community College,,,Kimberly Kaye Azima,0,468,468
Clinton,Bath Charter Township Precinct 2,Board of Trustee Member Lansing Community College,,,Gregory Sinicropi,0,209,209
Clinton,Bath Charter Township Precinct 2,Board of Trustee Member Lansing Community College,,,Howard T. Spence,0,269,269
Clinton,Bath Charter Township Precinct 2,Board of Trustee Member Lansing Community College,,,LaShunda Thomas,0,377,377
Clinton,Bath Charter Township Precinct 2,Ballots Cast,,,,0,1693,1693
Clinton,Bath Charter Township Precinct 2,Board Member Bath Township Public Library,,,Audrey Barton,0,577,577
Clinton,Bath Charter Township Precinct 2,Board Member Bath Township Public Library,,,Anita Lynn Bergen,0,644,644
Clinton,Bath Charter Township Precinct 2,Board Member Bath Township Public Library,,,Larry Fewins-Bliss,0,576,576
Clinton,Bath Charter Township Precinct 2,Board Member Bath Township Public Library,,,Suzanne Garrity,0,626,626
Clinton,Bath Charter Township Precinct 2,Board Member Bath Township Public Library,,,Kenneth Jensen,0,575,575
Clinton,Bath Charter Township Precinct 2,Board Member Bath Township Public Library,,,Theresa Kidd,0,599,599
Clinton,Bath Charter Township Precinct 2,Board Member Bath Community Schools,,,Ann Marie Chaffee,0,476,476
Clinton,Bath Charter Township Precinct 2,Board Member Bath Community Schools,,,Jennifer Lynn Smith,0,516,516
Clinton,Bath Charter Township Precinct 2,Board Member Bath Community Schools,,,Dean N. Sweet Jr.,0,458,458
Clinton,Bath Charter Township Precinct 2,Board Member Haslett Public Schools,,,Greg Bird,0,145,145
Clinton,Bath Charter Township Precinct 2,Board Member Haslett Public Schools,,,Tracy Collins,0,169,169
Clinton,Bath Charter Township Precinct 2,Board Member Haslett Public Schools,,,Camara Lewis,0,110,110
Clinton,Bath Charter Township Precinct 2,Registered Voters,,,,,,2225
Clinton,Bath Charter Township Precinct 2,Board Member Haslett Public Schools Partial Term Ending 12/31/2022,,,Joshua Morey,0,208,208
Clinton,Bath Charter Township Precinct 2,Board Member Haslett Public Schools Partial Term Ending 12/31/2022,,,Jason J. Kildea (W),0,3,3
Clinton,Bath Charter Township Precinct 2,Ballots Cast,,,,0,211,211
Clinton,Bath Charter Township Precinct 2,Proposal 20-1,,,Yes,0,1194,1194
Clinton,Bath Charter Township Precinct 2,Proposal 20-1,,,No,0,182,182
Clinton,Bath Charter Township Precinct 2,Proposal 20-2,,,Yes,0,1269,1269
Clinton,Bath Charter Township Precinct 2,Proposal 20-2,,,No,0,137,137
Clinton,Bath Charter Township Precinct 3,Registered Voters,,,,,,1412
Clinton,Bath Charter Township Precinct 3,Straight Party Ticket,,DEM,Democratic Party,0,262,262
Clinton,Bath Charter Township Precinct 3,Straight Party Ticket,,REP,Republican Party,0,285,285
Clinton,Bath Charter Township Precinct 3,Straight Party Ticket,,LIB,Libertarian Party,0,3,3
Clinton,Bath Charter Township Precinct 3,Straight Party Ticket,,UST,U.S. Taxpayers Party,0,0,0
Clinton,Bath Charter Township Precinct 3,Straight Party Ticket,,WCP,Working Class Party,0,1,1
Clinton,Bath Charter Township Precinct 3,Straight Party Ticket,,GRN,Green Party,0,1,1
Clinton,Bath Charter Township Precinct 3,Straight Party Ticket,,NLP,Natural Law Party,0,0,0
Clinton,Bath Charter Township Precinct 3,Ballots Cast,,,,0,552,552
Clinton,Bath Charter Township Precinct 3,Electors of President and Vice-President of the United States,,DEM,Joseph R. Biden Kamala D. Harris,0,559,559
Clinton,Bath Charter Township Precinct 3,Electors of President and Vice-President of the United States,,REP,Donald J. Trump Michael R. Pence,0,558,558
Clinton,Bath Charter Township Precinct 3,Electors of President and Vice-President of the United States,,LIB,Jo Jorgensen Jeremy Cohen,0,14,14
