county,precinct,office,district,candidate,party,votes,election_day,absentee
Bay,"Beaver Twp., Pct 1",U.S. House,5,Kathy Goodwin,WCP,51,29,22
Bay,"Beaver Twp., Pct 1",U.S. House,5,Write-In,,2,2,0
Bay,"Beaver Twp., Pct 1",State Representative,98,Sarah Schulz,DEM,516,173,343
Bay,"Beaver Twp., Pct 1",State Representative,98,Annette Glenn,REP,1189,769,420
Bay,"Beaver Twp., Pct 1",State Representative,98,Write-In,,3,3,0
Bay,"Frankenlust Twp., Pct 1",Registered Voters,,,,3151,,
Bay,"Frankenlust Twp., Pct 1",Ballots Cast,,,,2462,1007,1455
Bay,"Frankenlust Twp., Pct 1",Ballots Cast Blank,,,,0,0,0
Bay,"Frankenlust Twp., Pct 1",Straight Party,,Democratic Party,DEM,421,101,320
Bay,"Frankenlust Twp., Pct 1",Straight Party,,Republican Party,REP,699,342,357
Bay,"Frankenlust Twp., Pct 1",Straight Party,,Libertarian Party,LIB,5,3,2
Bay,"Frankenlust Twp., Pct 1",Straight Party,,U.S. Taxpayers Party,UTP,2,1,1
Bay,"Frankenlust Twp., Pct 1",Straight Party,,Working Class Party,WCP,5,4,1
Bay,"Frankenlust Twp., Pct 1",Straight Party,,Green Party,GRN,3,2,1
Bay,"Frankenlust Twp., Pct 1",Straight Party,,Natural Law Party,NLP,0,0,0
Bay,"Frankenlust Twp., Pct 1",President,,Joseph R. Biden,DEM,900,226,674
Bay,"Frankenlust Twp., Pct 1",President,,Donald J. Trump,REP,1518,765,753
Bay,"Frankenlust Twp., Pct 1",President,,Jo Jorgensen,LIB,26,12,14
Bay,"Frankenlust Twp., Pct 1",President,,Don Blankenship,UTP,4,1,3
Bay,"Frankenlust Twp., Pct 1",President,,Howie Hawkins,GRN,6,3,3
Bay,"Frankenlust Twp., Pct 1",President,,Rocky De La Fuente,NLP,0,0,0
Bay,"Frankenlust Twp., Pct 1",President,,Write-In,,1,0,1
Bay,"Frankenlust Twp., Pct 1",U.S. Senate,,Gary Peters,DEM,912,244,668
Bay,"Frankenlust Twp., Pct 1",U.S. Senate,,John James,REP,1488,733,755
Bay,"Frankenlust Twp., Pct 1",U.S. Senate,,Valerie L. Willis,UTP,21,13,8
Bay,"Frankenlust Twp., Pct 1",U.S. Senate,,Marcia Squier,GRN,6,2,4
Bay,"Frankenlust Twp., Pct 1",U.S. Senate,,Doug Dern,NLP,1,0,1
Bay,"Frankenlust Twp., Pct 1",U.S. Senate,,Write-In,,1,1,0
Bay,"Frankenlust Twp., Pct 1",U.S. House,5,Daniel T. Kildee,DEM,939,246,693
Bay,"Frankenlust Twp., Pct 1",U.S. House,5,Tim Kelly,REP,1390,687,703
Bay,"Frankenlust Twp., Pct 1",U.S. House,5,James Harris,LIB,14,10,4
Bay,"Frankenlust Twp., Pct 1",U.S. House,5,Kathy Goodwin,WCP,42,25,17
Bay,"Frankenlust Twp., Pct 1",U.S. House,5,Write-In,,0,0,0
Bay,"Frankenlust Twp., Pct 1",State Representative,96,Brian K. Elder,DEM,867,237,630
Bay,"Frankenlust Twp., Pct 1",State Representative,96,Timothy Beson,REP,1527,738,789
Bay,"Frankenlust Twp., Pct 1",State Representative,96,Write-In,,2,0,2
Bay,"Fraser Twp., Pct 1",Registered Voters,,,,2463,,
Bay,"Fraser Twp., Pct 1",Ballots Cast,,,,1851,1851,0
Bay,"Fraser Twp., Pct 1",Ballots Cast Blank,,,,0,0,0
Bay,"Fraser Twp., Pct 1",Straight Party,,Democratic Party,DEM,350,350,0
Bay,"Fraser Twp., Pct 1",Straight Party,,Republican Party,REP,581,581,0
Bay,"Fraser Twp., Pct 1",Straight Party,,Libertarian Party,LIB,5,5,0
Bay,"Fraser Twp., Pct 1",Straight Party,,U.S. Taxpayers Party,UTP,2,2,0
Bay,"Fraser Twp., Pct 1",Straight Party,,Working Class Party,WCP,7,7,0
Bay,"Fraser Twp., Pct 1",Straight Party,,Green Party,GRN,1,1,0
Bay,"Fraser Twp., Pct 1",Straight Party,,Natural Law Party,NLP,0,0,0
Bay,"Fraser Twp., Pct 1",President,,Joseph R. Biden,DEM,620,620,0
Bay,"Fraser Twp., Pct 1",President,,Donald J. Trump,REP,1200,1200,0
Bay,"Fraser Twp., Pct 1",President,,Jo Jorgensen,LIB,17,17,0
Bay,"Fraser Twp., Pct 1",President,,Don Blankenship,UTP,5,5,0
Bay,"Fraser Twp., Pct 1",President,,Howie Hawkins,GRN,2,2,0
Bay,"Fraser Twp., Pct 1",President,,Rocky De La Fuente,NLP,1,1,0
Bay,"Fraser Twp., Pct 1",President,,Write-In,,1,1,0
Bay,"Fraser Twp., Pct 1",U.S. Senate,,Gary Peters,DEM,698,698,0
Bay,"Fraser Twp., Pct 1",U.S. Senate,,John James,REP,1087,1087,0
Bay,"Fraser Twp., Pct 1",U.S. Senate,,Valerie L. Willis,UTP,14,14,0
Bay,"Fraser Twp., Pct 1",U.S. Senate,,Marcia Squier,GRN,9,9,0
Bay,"Fraser Twp., Pct 1",U.S. Senate,,Doug Dern,NLP,3,3,0
Bay,"Fraser Twp., Pct 1",U.S. Senate,,Write-In,,0,0,0
Bay,"Fraser Twp., Pct 1",U.S. House,5,Daniel T. Kildee,DEM,700,700,0
Bay,"Fraser Twp., Pct 1",U.S. House,5,Tim Kelly,REP,1026,1026,0
Bay,"Fraser Twp., Pct 1",U.S. House,5,James Harris,LIB,22,22,0
Bay,"Fraser Twp., Pct 1",U.S. House,5,Kathy Goodwin,WCP,35,35,0
Bay,"Fraser Twp., Pct 1",U.S. House,5,Write-In,,4,4,0
Bay,"Fraser Twp., Pct 1",State Representative,98,Sarah Schulz,DEM,611,611,0
Bay,"Fraser Twp., Pct 1",State Representative,98,Annette Glenn,REP,1178,1178,0
Bay,"Fraser Twp., Pct 1",State Representative,98,Write-In,,4,4,0
Bay,"Garfield Twp., Pct 1",Registered Voters,,,,1414,,
Bay,"Garfield Twp., Pct 1",Ballots Cast,,,,1043,1043,0
Bay,"Garfield Twp., Pct 1",Ballots Cast Blank,,,,0,0,0
Bay,"Garfield Twp., Pct 1",Straight Party,,Democratic Party,DEM,152,152,0
Bay,"Garfield Twp., Pct 1",Straight Party,,Republican Party,REP,324,324,0
Bay,"Garfield Twp., Pct 1",Straight Party,,Libertarian Party,LIB,2,2,0
Bay,"Garfield Twp., Pct 1",Straight Party,,U.S. Taxpayers Party,UTP,2,2,0
Bay,"Garfield Twp., Pct 1",Straight Party,,Working Class Party,WCP,8,8,0
Bay,"Garfield Twp., Pct 1",Straight Party,,Green Party,GRN,1,1,0
Bay,"Garfield Twp., Pct 1",Straight Party,,Natural Law Party,NLP,1,1,0
Bay,"Garfield Twp., Pct 1",President,,Joseph R. Biden,DEM,313,313,0
Bay,"Garfield Twp., Pct 1",President,,Donald J. Trump,REP,708,708,0
Bay,"Garfield Twp., Pct 1",President,,Jo Jorgensen,LIB,10,10,0
Bay,"Garfield Twp., Pct 1",President,,Don Blankenship,UTP,5,5,0
Bay,"Garfield Twp., Pct 1",President,,Howie Hawkins,GRN,5,5,0
Bay,"Garfield Twp., Pct 1",President,,Rocky De La Fuente,NLP,0,0,0
Bay,"Garfield Twp., Pct 1",President,,Write-In,,0,0,0
Bay,"Garfield Twp., Pct 1",U.S. Senate,,Gary Peters,DEM,381,381,0
Bay,"Garfield Twp., Pct 1",U.S. Senate,,John James,REP,605,605,0
Bay,"Garfield Twp., Pct 1",U.S. Senate,,Valerie L. Willis,UTP,14,14,0
Bay,"Garfield Twp., Pct 1",U.S. Senate,,Marcia Squier,GRN,6,6,0
Bay,"Garfield Twp., Pct 1",U.S. Senate,,Doug Dern,NLP,3,3,0
Bay,"Garfield Twp., Pct 1",U.S. Senate,,Write-In,,1,1,0
Bay,"Garfield Twp., Pct 1",U.S. House,5,Daniel T. Kildee,DEM,369,369,0
Bay,"Garfield Twp., Pct 1",U.S. House,5,Tim Kelly,REP,588,588,0
Bay,"Garfield Twp., Pct 1",U.S. House,5,James Harris,LIB,10,10,0
Bay,"Garfield Twp., Pct 1",U.S. House,5,Kathy Goodwin,WCP,33,33,0
Bay,"Garfield Twp., Pct 1",U.S. House,5,Write-In,,0,0,0
Bay,"Garfield Twp., Pct 1",State Representative,98,Sarah Schulz,DEM,326,326,0
Bay,"Garfield Twp., Pct 1",State Representative,98,Annette Glenn,REP,682,682,0
Bay,"Garfield Twp., Pct 1",State Representative,98,Write-In,,1,1,0
Bay,"Gibson Twp., Pct 1",Registered Voters,,,,891,,
Bay,"Gibson Twp., Pct 1",Ballots Cast,,,,610,610,0
Bay,"Gibson Twp., Pct 1",Ballots Cast Blank,,,,0,0,0
Bay,"Gibson Twp., Pct 1",Straight Party,,Democratic Party,DEM,67,67,0
Bay,"Gibson Twp., Pct 1",Straight Party,,Republican Party,REP,234,234,0
Bay,"Gibson Twp., Pct 1",Straight Party,,Libertarian Party,LIB,2,2,0
Bay,"Gibson Twp., Pct 1",Straight Party,,U.S. Taxpayers Party,UTP,0,0,0
Bay,"Gibson Twp., Pct 1",Straight Party,,Working Class Party,WCP,4,4,0
Bay,"Gibson Twp., Pct 1",Straight Party,,Green Party,GRN,0,0,0
Bay,"Gibson Twp., Pct 1",Straight Party,,Natural Law Party,NLP,0,0,0
Bay,"Gibson Twp., Pct 1",President,,Joseph R. Biden,DEM,140,140,0
Bay,"Gibson Twp., Pct 1",President,,Donald J. Trump,REP,451,451,0
Bay,"Gibson Twp., Pct 1",President,,Jo Jorgensen,LIB,7,7,0
Bay,"Gibson Twp., Pct 1",President,,Don Blankenship,UTP,2,2,0
Bay,"Gibson Twp., Pct 1",President,,Howie Hawkins,GRN,1,1,0
Bay,"Gibson Twp., Pct 1",President,,Rocky De La Fuente,NLP,1,1,0
Bay,"Gibson Twp., Pct 1",President,,Write-In,,1,1,0
Bay,"Gibson Twp., Pct 1",U.S. Senate,,Gary Peters,DEM,164,164,0
Bay,"Gibson Twp., Pct 1",U.S. Senate,,John James,REP,413,413,0
Bay,"Gibson Twp., Pct 1",U.S. Senate,,Valerie L. Willis,UTP,8,8,0
Bay,"Gibson Twp., Pct 1",U.S. Senate,,Marcia Squier,GRN,2,2,0
Bay,"Gibson Twp., Pct 1",U.S. Senate,,Doug Dern,NLP,2,2,0
Bay,"Gibson Twp., Pct 1",U.S. Senate,,Write-In,,2,2,0
Bay,"Gibson Twp., Pct 1",U.S. House,5,Daniel T. Kildee,DEM,174,174,0
Bay,"Gibson Twp., Pct 1",U.S. House,5,Tim Kelly,REP,380,380,0
Bay,"Gibson Twp., Pct 1",U.S. House,5,James Harris,LIB,10,10,0
Bay,"Gibson Twp., Pct 1",U.S. House,5,Kathy Goodwin,WCP,18,18,0
Bay,"Gibson Twp., Pct 1",U.S. House,5,Write-In,,1,1,0
Bay,"Gibson Twp., Pct 1",State Representative,98,Sarah Schulz,DEM,146,146,0
Bay,"Gibson Twp., Pct 1",State Representative,98,Annette Glenn,REP,431,431,0
Bay,"Gibson Twp., Pct 1",State Representative,98,Write-In,,3,3,0
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
