county,precinct,office,district,party,candidate,election_day,absentee,votes
Muskegon,"Blue Lake Township, Precinct 1",President,,DEM,Michael Bennet,1,0,1
Muskegon,"Blue Lake Township, Precinct 1",President,,DEM,Joe Biden,157,0,157
Muskegon,"Blue Lake Township, Precinct 1",President,,DEM,Michael R. Bloomberg,14,0,14
Muskegon,"Blue Lake Township, Precinct 1",President,,DEM,Cory Booker,0,0,0
Muskegon,"Blue Lake Township, Precinct 1",President,,DEM,Pete Buttigieg,0,0,0
Muskegon,"Blue Lake Township, Precinct 1",President,,DEM,Julián Castro,0,0,0
Muskegon,"Blue Lake Township, Precinct 1",President,,DEM,John Delaney,1,0,1
Muskegon,"Blue Lake Township, Precinct 1",President,,DEM,Tulsi Gabbard,3,0,3
Muskegon,"Blue Lake Township, Precinct 1",President,,DEM,Amy Klobuchar,3,0,3
Muskegon,"Blue Lake Township, Precinct 1",President,,DEM,Bernie Sanders,106,0,106
Muskegon,"Blue Lake Township, Precinct 1",President,,DEM,Joe Sestak,0,0,0
Muskegon,"Blue Lake Township, Precinct 1",President,,DEM,Tom Steyer,0,0,0
Muskegon,"Blue Lake Township, Precinct 1",President,,DEM,Elizabeth Warren,3,0,3
Muskegon,"Blue Lake Township, Precinct 1",President,,DEM,Marianne Williamson,0,0,0
Muskegon,"Blue Lake Township, Precinct 1",President,,DEM,Andrew Yang,0,0,0
Muskegon,"Blue Lake Township, Precinct 1",President,,DEM,Uncommitted,3,0,3
Muskegon,"Blue Lake Township, Precinct 1",Ballots Cast,,Democratic Party,,291,0,291
Muskegon,"Blue Lake Township, Precinct 1",President,,DEM,Undervotes,0,0,0
Muskegon,"Blue Lake Township, Precinct 1",President,,DEM,Overvotes,0,0,0
Muskegon,"Blue Lake Township, Precinct 1",President,,DEM,Rejected write-in votes:,0,0,0
Muskegon,"Blue Lake Township, Precinct 1",President,,DEM,Unresolved write-in votes:,0,0,0
Muskegon,"Blue Lake Township, Precinct 1",President,,REP,Mark Sanford,2,0,2
Muskegon,"Blue Lake Township, Precinct 1",President,,REP,Donald J. Trump,183,0,183
Muskegon,"Blue Lake Township, Precinct 1",President,,REP,Joe Walsh,0,0,0
Muskegon,"Blue Lake Township, Precinct 1",President,,REP,Bill Weld,2,0,2
Muskegon,"Blue Lake Township, Precinct 1",President,,REP,Uncommitted,7,0,7
Muskegon,"Blue Lake Township, Precinct 1",Ballots Cast,,Republican Party,,194,0,194
Muskegon,"Blue Lake Township, Precinct 1",President,,REP,Undervotes,0,0,0
Muskegon,"Blue Lake Township, Precinct 1",President,,REP,Overvotes,0,0,0
Muskegon,"Blue Lake Township, Precinct 1",President,,REP,Rejected write-in votes:,0,0,0
Muskegon,"Blue Lake Township, Precinct 1",President,,REP,Unresolved write-in votes:,0,0,0
Muskegon,"Casnovia Township, Precinct 1",President,,DEM,Michael Bennet,0,0,0
Muskegon,"Casnovia Township, Precinct 1",President,,DEM,Joe Biden,90,0,90
Muskegon,"Casnovia Township, Precinct 1",President,,DEM,Michael R. Bloomberg,14,0,14
Muskegon,"Casnovia Township, Precinct 1",President,,DEM,Cory Booker,0,0,0
Muskegon,"Casnovia Township, Precinct 1",President,,DEM,Pete Buttigieg,1,0,1
Muskegon,"Casnovia Township, Precinct 1",President,,DEM,Julián Castro,0,0,0
Muskegon,"Casnovia Township, Precinct 1",President,,DEM,John Delaney,1,0,1
Muskegon,"Casnovia Township, Precinct 1",President,,DEM,Tulsi Gabbard,0,0,0
Muskegon,"Casnovia Township, Precinct 1",President,,DEM,Amy Klobuchar,0,0,0
Muskegon,"Casnovia Township, Precinct 1",President,,DEM,Bernie Sanders,95,0,95
Muskegon,"Casnovia Township, Precinct 1",President,,DEM,Joe Sestak,0,0,0
Muskegon,"Casnovia Township, Precinct 1",President,,DEM,Tom Steyer,0,0,0
Muskegon,"Casnovia Township, Precinct 1",President,,DEM,Elizabeth Warren,0,0,0
Muskegon,"Casnovia Township, Precinct 1",President,,DEM,Marianne Williamson,0,0,0
Muskegon,"Casnovia Township, Precinct 1",President,,DEM,Andrew Yang,1,0,1
Muskegon,"Casnovia Township, Precinct 1",President,,DEM,Uncommitted,4,0,4
Muskegon,"Casnovia Township, Precinct 1",Ballots Cast,,Democratic Party,,206,0,206
Muskegon,"Casnovia Township, Precinct 1",President,,DEM,Undervotes,0,0,0
Muskegon,"Casnovia Township, Precinct 1",President,,DEM,Overvotes,0,0,0
Muskegon,"Casnovia Township, Precinct 1",President,,DEM,Rejected write-in votes:,0,0,0
Muskegon,"Casnovia Township, Precinct 1",President,,DEM,Unresolved write-in votes:,0,0,0
Muskegon,"Casnovia Township, Precinct 1",President,,REP,Mark Sanford,3,0,3
Muskegon,"Casnovia Township, Precinct 1",President,,REP,Donald J. Trump,223,0,223
Muskegon,"Casnovia Township, Precinct 1",President,,REP,Joe Walsh,2,0,2
Muskegon,"Casnovia Township, Precinct 1",President,,REP,Bill Weld,1,0,1
Muskegon,"Casnovia Township, Precinct 1",President,,REP,Uncommitted,5,0,5
Muskegon,"Casnovia Township, Precinct 1",Ballots Cast,,Republican Party,,234,0,234
Muskegon,"Casnovia Township, Precinct 1",President,,REP,Undervotes,1,0,1
Muskegon,"Casnovia Township, Precinct 1",President,,REP,Overvotes,0,0,0
Muskegon,"Casnovia Township, Precinct 1",President,,REP,Rejected write-in votes:,0,0,0
Muskegon,"Casnovia Township, Precinct 1",President,,REP,Unresolved write-in votes:,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",President,,DEM,Michael Bennet,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",President,,DEM,Joe Biden,167,0,167
Muskegon,"Cedar Creek Township, Precinct 1",President,,DEM,Michael R. Bloomberg,21,0,21
Muskegon,"Cedar Creek Township, Precinct 1",President,,DEM,Cory Booker,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",President,,DEM,Pete Buttigieg,7,0,7
Muskegon,"Cedar Creek Township, Precinct 1",President,,DEM,Julián Castro,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",President,,DEM,John Delaney,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",President,,DEM,Tulsi Gabbard,1,0,1
Muskegon,"Cedar Creek Township, Precinct 1",President,,DEM,Amy Klobuchar,2,0,2
Muskegon,"Cedar Creek Township, Precinct 1",President,,DEM,Bernie Sanders,125,0,125
Muskegon,"Cedar Creek Township, Precinct 1",President,,DEM,Joe Sestak,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",President,,DEM,Tom Steyer,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",President,,DEM,Elizabeth Warren,6,0,6
Muskegon,"Cedar Creek Township, Precinct 1",President,,DEM,Marianne Williamson,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",President,,DEM,Andrew Yang,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",President,,DEM,Uncommitted,10,0,10
Muskegon,"Cedar Creek Township, Precinct 1",Ballots Cast,,Democratic Party,,339,0,339
Muskegon,"Cedar Creek Township, Precinct 1",President,,DEM,Undervotes,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",President,,DEM,Overvotes,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",President,,DEM,Rejected write-in votes:,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",President,,DEM,Unresolved write-in votes:,1,0,1
Muskegon,"Cedar Creek Township, Precinct 1",President,,REP,Mark Sanford,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",President,,REP,Donald J. Trump,188,0,188
Muskegon,"Cedar Creek Township, Precinct 1",President,,REP,Joe Walsh,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",President,,REP,Bill Weld,2,0,2
Muskegon,"Cedar Creek Township, Precinct 1",President,,REP,Uncommitted,9,0,9
Muskegon,"Cedar Creek Township, Precinct 1",Ballots Cast,,Republican Party,,199,0,199
Muskegon,"Cedar Creek Township, Precinct 1",President,,REP,Undervotes,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",President,,REP,Overvotes,1,0,1
Muskegon,"Cedar Creek Township, Precinct 1",President,,REP,Rejected write-in votes:,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",President,,REP,Unresolved write-in votes:,1,0,1
Muskegon,"Cedar Creek Township, Precinct 1",Oakridge Public Schools Operating Millage Renewal Proposal,,NON,Yes,1,0,1
Muskegon,"Cedar Creek Township, Precinct 1",Oakridge Public Schools Operating Millage Renewal Proposal,,NON,No,2,0,2
Muskegon,"Cedar Creek Township, Precinct 1",Oakridge Public Schools Operating Millage Renewal Proposal,,NON,Undervotes,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",Oakridge Public Schools Operating Millage Renewal Proposal,,NON,Overvotes,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",Oakridge Public Schools Operating Millage Renewal Proposal,,NON,Rejected write-in votes:,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",Oakridge Public Schools Operating Millage Renewal Proposal,,NON,Unresolved write-in votes:,0,0,0
Muskegon,"Dalton Township, Precinct 1",President,,DEM,Michael Bennet,0,0,0
Muskegon,"Dalton Township, Precinct 1",President,,DEM,Joe Biden,90,58,148
Muskegon,"Dalton Township, Precinct 1",President,,DEM,Michael R. Bloomberg,1,21,22
Muskegon,"Dalton Township, Precinct 1",President,,DEM,Cory Booker,0,0,0
Muskegon,"Dalton Township, Precinct 1",President,,DEM,Pete Buttigieg,0,9,9
Muskegon,"Dalton Township, Precinct 1",President,,DEM,Julián Castro,0,0,0
Muskegon,"Dalton Township, Precinct 1",President,,DEM,John Delaney,0,0,0
Muskegon,"Dalton Township, Precinct 1",President,,DEM,Tulsi Gabbard,1,0,1
Muskegon,"Dalton Township, Precinct 1",President,,DEM,Amy Klobuchar,0,2,2
Muskegon,"Dalton Township, Precinct 1",President,,DEM,Bernie Sanders,87,23,110
Muskegon,"Dalton Township, Precinct 1",President,,DEM,Joe Sestak,0,0,0
Muskegon,"Dalton Township, Precinct 1",President,,DEM,Tom Steyer,0,0,0
Muskegon,"Dalton Township, Precinct 1",President,,DEM,Elizabeth Warren,1,2,3
Muskegon,"Dalton Township, Precinct 1",President,,DEM,Marianne Williamson,0,0,0
Muskegon,"Dalton Township, Precinct 1",President,,DEM,Andrew Yang,0,1,1
Muskegon,"Dalton Township, Precinct 1",President,,DEM,Uncommitted,0,2,2
Muskegon,"Dalton Township, Precinct 1",Ballots Cast,,Democratic Party,,180,118,298
Muskegon,"Dalton Township, Precinct 1",President,,DEM,Undervotes,0,0,0
Muskegon,"Dalton Township, Precinct 1",President,,DEM,Overvotes,0,0,0
Muskegon,"Dalton Township, Precinct 1",President,,DEM,Rejected write-in votes:,0,0,0
Muskegon,"Dalton Township, Precinct 1",President,,DEM,Unresolved write-in votes:,0,0,0
Muskegon,"Dalton Township, Precinct 1",President,,REP,Mark Sanford,0,0,0
Muskegon,"Dalton Township, Precinct 1",President,,REP,Donald J. Trump,87,108,195
Muskegon,"Dalton Township, Precinct 1",President,,REP,Joe Walsh,1,2,3
Muskegon,"Dalton Township, Precinct 1",President,,REP,Bill Weld,1,0,1
Muskegon,"Dalton Township, Precinct 1",President,,REP,Uncommitted,1,1,2
Muskegon,"Dalton Township, Precinct 1",Ballots Cast,,Republican Party,,90,111,201
Muskegon,"Dalton Township, Precinct 1",President,,REP,Undervotes,0,0,0
Muskegon,"Dalton Township, Precinct 1",President,,REP,Overvotes,0,0,0
Muskegon,"Dalton Township, Precinct 1",President,,REP,Rejected write-in votes:,0,0,0
Muskegon,"Dalton Township, Precinct 1",President,,REP,Unresolved write-in votes:,0,0,0
Muskegon,"Dalton Township, Precinct 2",President,,DEM,Michael Bennet,0,0,0
Muskegon,"Dalton Township, Precinct 2",President,,DEM,Joe Biden,80,27,107
Muskegon,"Dalton Township, Precinct 2",President,,DEM,Michael R. Bloomberg,1,0,1
Muskegon,"Dalton Township, Precinct 2",President,,DEM,Cory Booker,0,0,0
Muskegon,"Dalton Township, Precinct 2",President,,DEM,Pete Buttigieg,0,0,0
Muskegon,"Dalton Township, Precinct 2",President,,DEM,Julián Castro,0,0,0
Muskegon,"Dalton Township, Precinct 2",President,,DEM,John Delaney,0,0,0
Muskegon,"Dalton Township, Precinct 2",President,,DEM,Tulsi Gabbard,1,1,2
Muskegon,"Dalton Township, Precinct 2",President,,DEM,Amy Klobuchar,0,3,3
Muskegon,"Dalton Township, Precinct 2",President,,DEM,Bernie Sanders,82,19,101
Muskegon,"Dalton Township, Precinct 2",President,,DEM,Joe Sestak,0,0,0
Muskegon,"Dalton Township, Precinct 2",President,,DEM,Tom Steyer,0,0,0
Muskegon,"Dalton Township, Precinct 2",President,,DEM,Elizabeth Warren,0,3,3
Muskegon,"Dalton Township, Precinct 2",President,,DEM,Marianne Williamson,0,0,0
Muskegon,"Dalton Township, Precinct 2",President,,DEM,Andrew Yang,0,0,0
Muskegon,"Dalton Township, Precinct 2",President,,DEM,Uncommitted,0,0,0
Muskegon,"Dalton Township, Precinct 2",Ballots Cast,,Democratic Party,,164,53,217
Muskegon,"Dalton Township, Precinct 2",President,,DEM,Undervotes,0,0,0
Muskegon,"Dalton Township, Precinct 2",President,,DEM,Overvotes,0,0,0
Muskegon,"Dalton Township, Precinct 2",President,,DEM,Rejected write-in votes:,0,0,0
Muskegon,"Dalton Township, Precinct 2",President,,DEM,Unresolved write-in votes:,0,0,0
Muskegon,"Dalton Township, Precinct 2",President,,REP,Mark Sanford,0,0,0
Muskegon,"Dalton Township, Precinct 2",President,,REP,Donald J. Trump,59,20,79
Muskegon,"Dalton Township, Precinct 2",President,,REP,Joe Walsh,0,0,0
Muskegon,"Dalton Township, Precinct 2",President,,REP,Bill Weld,0,0,0
Muskegon,"Dalton Township, Precinct 2",President,,REP,Uncommitted,2,2,4
Muskegon,"Dalton Township, Precinct 2",Ballots Cast,,Republican Party,,61,22,83
Muskegon,"Dalton Township, Precinct 2",President,,REP,Undervotes,0,0,0
Muskegon,"Dalton Township, Precinct 2",President,,REP,Overvotes,0,0,0
Muskegon,"Dalton Township, Precinct 2",President,,REP,Rejected write-in votes:,0,0,0
Muskegon,"Dalton Township, Precinct 2",President,,REP,Unresolved write-in votes:,0,0,0
Muskegon,"Dalton Township, Precinct 3",President,,DEM,Michael Bennet,0,0,0
Muskegon,"Dalton Township, Precinct 3",President,,DEM,Joe Biden,41,35,76
Muskegon,"Dalton Township, Precinct 3",President,,DEM,Michael R. Bloomberg,0,8,8
Muskegon,"Dalton Township, Precinct 3",President,,DEM,Cory Booker,0,0,0
Muskegon,"Dalton Township, Precinct 3",President,,DEM,Pete Buttigieg,0,0,0
Muskegon,"Dalton Township, Precinct 3",President,,DEM,Julián Castro,0,0,0
Muskegon,"Dalton Township, Precinct 3",President,,DEM,John Delaney,0,1,1
Muskegon,"Dalton Township, Precinct 3",President,,DEM,Tulsi Gabbard,0,0,0
Muskegon,"Dalton Township, Precinct 3",President,,DEM,Amy Klobuchar,0,3,3
Muskegon,"Dalton Township, Precinct 3",President,,DEM,Bernie Sanders,49,16,65
Muskegon,"Dalton Township, Precinct 3",President,,DEM,Joe Sestak,0,0,0
Muskegon,"Dalton Township, Precinct 3",President,,DEM,Tom Steyer,0,0,0
Muskegon,"Dalton Township, Precinct 3",President,,DEM,Elizabeth Warren,0,2,2
Muskegon,"Dalton Township, Precinct 3",President,,DEM,Marianne Williamson,0,0,0
Muskegon,"Dalton Township, Precinct 3",President,,DEM,Andrew Yang,0,0,0
Muskegon,"Dalton Township, Precinct 3",President,,DEM,Uncommitted,0,1,1
Muskegon,"Dalton Township, Precinct 3",Ballots Cast,,Democratic Party,,90,66,156
Muskegon,"Dalton Township, Precinct 3",President,,DEM,Undervotes,0,0,0
Muskegon,"Dalton Township, Precinct 3",President,,DEM,Overvotes,0,0,0
Muskegon,"Dalton Township, Precinct 3",President,,DEM,Rejected write-in votes:,0,0,0
Muskegon,"Dalton Township, Precinct 3",President,,DEM,Unresolved write-in votes:,0,2,2
Muskegon,"Dalton Township, Precinct 3",President,,REP,Mark Sanford,0,0,0
Muskegon,"Dalton Township, Precinct 3",President,,REP,Donald J. Trump,41,36,77
Muskegon,"Dalton Township, Precinct 3",President,,REP,Joe Walsh,1,0,1
Muskegon,"Dalton Township, Precinct 3",President,,REP,Bill Weld,0,2,2
Muskegon,"Dalton Township, Precinct 3",President,,REP,Uncommitted,0,2,2
Muskegon,"Dalton Township, Precinct 3",Ballots Cast,,Republican Party,,42,40,82
Muskegon,"Dalton Township, Precinct 3",President,,REP,Undervotes,0,0,0
Muskegon,"Dalton Township, Precinct 3",President,,REP,Overvotes,0,0,0
Muskegon,"Dalton Township, Precinct 3",President,,REP,Rejected write-in votes:,0,0,0
Muskegon,"Dalton Township, Precinct 3",President,,REP,Unresolved write-in votes:,0,0,0
Muskegon,"Dalton Township, Precinct 4",President,,DEM,Michael Bennet,0,1,1
Muskegon,"Dalton Township, Precinct 4",President,,DEM,Joe Biden,80,87,167
Muskegon,"Dalton Township, Precinct 4",President,,DEM,Michael R. Bloomberg,1,12,13
Muskegon,"Dalton Township, Precinct 4",President,,DEM,Cory Booker,0,0,0
Muskegon,"Dalton Township, Precinct 4",President,,DEM,Pete Buttigieg,0,9,9
Muskegon,"Dalton Township, Precinct 4",President,,DEM,Julián Castro,0,0,0
Muskegon,"Dalton Township, Precinct 4",President,,DEM,John Delaney,0,0,0
Muskegon,"Dalton Township, Precinct 4",President,,DEM,Tulsi Gabbard,2,0,2
Muskegon,"Dalton Township, Precinct 4",President,,DEM,Amy Klobuchar,0,8,8
Muskegon,"Dalton Township, Precinct 4",President,,DEM,Bernie Sanders,96,30,126
Muskegon,"Dalton Township, Precinct 4",President,,DEM,Joe Sestak,0,1,1
Muskegon,"Dalton Township, Precinct 4",President,,DEM,Tom Steyer,0,0,0
Muskegon,"Dalton Township, Precinct 4",President,,DEM,Elizabeth Warren,0,6,6
Muskegon,"Dalton Township, Precinct 4",President,,DEM,Marianne Williamson,0,0,0
Muskegon,"Dalton Township, Precinct 4",President,,DEM,Andrew Yang,0,0,0
Muskegon,"Dalton Township, Precinct 4",President,,DEM,Uncommitted,0,4,4
Muskegon,"Dalton Township, Precinct 4",Ballots Cast,,Democratic Party,,179,158,337
Muskegon,"Dalton Township, Precinct 4",President,,DEM,Undervotes,0,0,0
Muskegon,"Dalton Township, Precinct 4",President,,DEM,Overvotes,0,0,0
Muskegon,"Dalton Township, Precinct 4",President,,DEM,Rejected write-in votes:,0,0,0
Muskegon,"Dalton Township, Precinct 4",President,,DEM,Unresolved write-in votes:,0,0,0
Muskegon,"Dalton Township, Precinct 4",President,,REP,Mark Sanford,0,0,0
Muskegon,"Dalton Township, Precinct 4",President,,REP,Donald J. Trump,78,102,180
Muskegon,"Dalton Township, Precinct 4",President,,REP,Joe Walsh,1,1,2
Muskegon,"Dalton Township, Precinct 4",President,,REP,Bill Weld,0,1,1
Muskegon,"Dalton Township, Precinct 4",President,,REP,Uncommitted,1,1,2
Muskegon,"Dalton Township, Precinct 4",Ballots Cast,,Republican Party,,80,105,185
Muskegon,"Dalton Township, Precinct 4",President,,REP,Undervotes,0,0,0
