county,precinct,office,district,party,candidates,votes
Mecosta,"Aetna Township, Precinct 1",Registered Voters,,,,"1,708"
Mecosta,"Austin Township, Precinct 1",Registered Voters,,,,"1,250"
Mecosta,"Big Rapids Charter Township, Precinct 1",Registered Voters,,,,"3,127"
Mecosta,"Chippewa Township, Precinct 1",Registered Voters,,,,"1,029"
Mecosta,"Colfax Township, Precinct 1",Registered Voters,,,,"1,714"
Mecosta,"Deerfield Township, Precinct 1",Registered Voters,,,,"1,288"
Mecosta,"Fork Township, Precinct 1",Registered Voters,,,,"1,341"
Mecosta,"Grant Township, Precinct 1",Registered Voters,,,,613
Mecosta,"Green Charter Township, Precinct 1",Registered Voters,,,,"2,708"
Mecosta,"Hinton Township, Precinct 1",Registered Voters,,,,827
Mecosta,"Martiny Township, Precinct 1",Registered Voters,,,,"1,459"
Mecosta,"Mecosta Township, Precinct 1",Registered Voters,,,,"2,262"
Mecosta,"Millbrook Township, Precinct 1",Registered Voters,,,,844
Mecosta,"Morton Township, Precinct 1",Registered Voters,,,,"2,134"
Mecosta,"Morton Township, Precinct 2",Registered Voters,,,,"1,984"
Mecosta,"Sheridan Township, Precinct 1",Registered Voters,,,,"1,128"
Mecosta,"Wheatland Township, Precinct 1",Registered Voters,,,,"1,162"
Mecosta,"City of Big Rapids, Precinct 1",Registered Voters,,,,"1,452"
Mecosta,"City of Big Rapids, Precinct 2",Registered Voters,,,,"2,085"
Mecosta,"City of Big Rapids, Precinct 3",Registered Voters,,,,"1,610"
Mecosta,"Aetna Township, Precinct 1",Ballots Cast,,,,899
Mecosta,"Austin Township, Precinct 1",Ballots Cast,,,,715
Mecosta,"Big Rapids Charter Township, Precinct 1",Ballots Cast,,,,"1,810"
Mecosta,"Chippewa Township, Precinct 1",Ballots Cast,,,,609
Mecosta,"Colfax Township, Precinct 1",Ballots Cast,,,,"1,064"
Mecosta,"Deerfield Township, Precinct 1",Ballots Cast,,,,660
Mecosta,"Fork Township, Precinct 1",Ballots Cast,,,,675
Mecosta,"Grant Township, Precinct 1",Ballots Cast,,,,383
Mecosta,"Green Charter Township, Precinct 1",Ballots Cast,,,,"1,668"
Mecosta,"Hinton Township, Precinct 1",Ballots Cast,,,,492
Mecosta,"Martiny Township, Precinct 1",Ballots Cast,,,,752
Mecosta,"Mecosta Township, Precinct 1",Ballots Cast,,,,"1,271"
Mecosta,"Millbrook Township, Precinct 1",Ballots Cast,,,,469
Mecosta,"Morton Township, Precinct 1",Ballots Cast,,,,"1,361"
Mecosta,"Morton Township, Precinct 2",Ballots Cast,,,,"1,511"
Mecosta,"Sheridan Township, Precinct 1",Ballots Cast,,,,562
Mecosta,"Wheatland Township, Precinct 1",Ballots Cast,,,,636
Mecosta,"City of Big Rapids, Precinct 1",Ballots Cast,,,,642
Mecosta,"City of Big Rapids, Precinct 2",Ballots Cast,,,,850
Mecosta,"City of Big Rapids, Precinct 3",Ballots Cast,,,,599
Mecosta,"Aetna Township, Precinct 1",Straight Party,,DEM,Democratic,116
Mecosta,"Austin Township, Precinct 1",Straight Party,,DEM,Democratic,116
