county,precinct,office,district,party,candidate,election_day,absentee,votes
Allegan,"Alamo Township, Precinct 1- O (Kalamazoo)",Registered Voters,,,,,,1127
Allegan,"Alamo Township, Precinct 2- O (Kalamazoo)",Registered Voters,,,,,,1469
Allegan,"Alamo Township, Precinct 2- PL (Kalamazoo)",Registered Voters,,,,,,476
Allegan,"Allegan Township, Precinct 1- ALG",Registered Voters,,,,,,2742
Allegan,"Allegan Township, Precinct 2",Registered Voters,,,,,,1102
Allegan,"Byron Township, Precinct 5 (Kent)",Registered Voters,,,,,,9
Allegan,"Casco Township, Precinct 1",Registered Voters,,,,,,2577
Allegan,"Cheshire Township, Precinct 1",Registered Voters,,,,,,1828
Allegan,"City of Allegan, Precinct 1- ALG",Registered Voters,,,,,,1358
Allegan,"City of Allegan, Precinct 2- ALG",Registered Voters,,,,,,2700
Allegan,"City of Fennville, Precinct 1- FEN",Registered Voters,,,,,,1063
Allegan,"City of Holland, Ward 4, Precinct 9 (Ottawa)",Registered Voters,,,,,,1697
Allegan,"City of Holland, Ward 5, Precinct 11 (Ottawa)",Registered Voters,,,,,,1459
Allegan,"City of Holland, Ward 5, Precinct 12 (Ottawa)",Registered Voters,,,,,,1666
Allegan,"City of Holland, Ward 5, Precinct 13 (Ottawa)",Registered Voters,,,,,,1439
Allegan,"City of Otsego, Precinct 1- OTS",Registered Voters,,,,,,3121
Allegan,"City of Plainwell, Precinct 1- PLA",Registered Voters,,,,,,2890
Allegan,"City of Saugatuck, Precinct 1- SAU",Registered Voters,,,,,,847
Allegan,"City of South Haven, Ward 3, Precinct 2 (Van Buren County)",Registered Voters,,,,,,10
Allegan,"City of the Village of Douglas, Precinct 1-SAU",Registered Voters,,,,,,1380
Allegan,"City of Wayland, Precinct 1- WAY",Registered Voters,,,,,,1673
Allegan,"City of Wayland, Precinct 2- WAY",Registered Voters,,,,,,1621
Allegan,"Clyde Township, Precinct 1- FEN",Registered Voters,,,,,,1581
Allegan,"Cooper Township, Precinct 1- PL (Kalamazoo)",Registered Voters,,,,,,940
Allegan,"Cooper Township, Precinct 2- PL (Kalamazoo)",Registered Voters,,,,,,454
Allegan,"Cooper Township, Precinct 4 (Kalamazoo)",Registered Voters,,,,,,2155
Allegan,"Dorr Township, Precinct 1- HOP",Registered Voters,,,,,,1672
Allegan,"Dorr Township, Precinct 2- WAY",Registered Voters,,,,,,2404
Allegan,"Dorr Township, Precinct 3- WAY",Registered Voters,,,,,,1935
Allegan,"Fillmore Township, Precinct 1",Registered Voters,,,,,,2329
Allegan,"Ganges Township, Precinct 1",Registered Voters,,,,,,2298
Allegan,"Gun Plain Township, Precinct 1-PLA",Registered Voters,,,,,,2933
Allegan,"Gun Plain Township, Precinct 2",Registered Voters,,,,,,1998
Allegan,"Heath Township, Precinct 1- HAM",Registered Voters,,,,,,2647
Allegan,"Heath Township, Precinct 2- ALG",Registered Voters,,,,,,529
Allegan,"Hopkins Township, Precinct 1",Registered Voters,,,,,,2106
Allegan,"Laketown Township, Precinct 1-HOL",Registered Voters,,,,,,1928
Allegan,"Laketown Township, Precinct 2-HAM",Registered Voters,,,,,,2507
Allegan,"Laketown Township, Precinct 3-SAU",Registered Voters,,,,,,972
Allegan,"Lee Township, Precinct 1",Registered Voters,,,,,,2813
Allegan,"Leighton Township, Precinct 1-WAY",Registered Voters,,,,,,1762
Allegan,"Leighton Township, Precinct 2",Registered Voters,,,,,,1917
Allegan,"Leighton Township, Precinct 3-WAY",Registered Voters,,,,,,1621
Allegan,"Manlius Township, Precinct 1",Registered Voters,,,,,,2688
Allegan,"Martin Township, Precinct 1",Registered Voters,,,,,,2121
Allegan,"Monterey Township, Precinct 1",Registered Voters,,,,,,1968
Allegan,"Orangeville Township, Precinct 1 (Barry)",Registered Voters,,,,,,479
Allegan,"Oshtemo Township, Precinct 1-O (Kalamazoo)",Registered Voters,,,,,,1318
