county,precinct,office,district,party,candidate,election_day,absentee,votes
Baraga,"Arvon Township, Precinct 1",Registered Voters,,,,,,507
Baraga,"Baraga Township, Precinct 1",Registered Voters,,,,,,1256
Baraga,"Baraga Township, Precinct 2",Registered Voters,,,,,,400
Baraga,"Baraga Township, Precinct 3",Registered Voters,,,,,,296
Baraga,"Baraga Township, Precinct 4",Registered Voters,,,,,,462
Baraga,"Bohemia Township, Precinct 1 (Ontonagon County)",Registered Voters,,,,,,1
Baraga,"Covington Township, Precinct 1",Registered Voters,,,,,,366
Baraga,"Duncan Township, Precinct 2 (Houghton County)",Registered Voters,,,,,,87
Baraga,"Laird Township, Precinct 1 (Houghton Township)",Registered Voters,,,,,,435
Baraga,"L'Anse Township, Precinct 1",Registered Voters,,,,,,3216
Baraga,"Portage Township, Precinct 4 (Houghton County)",Registered Voters,,,,,,232
Baraga,"Spurr Township, Precinct 1",Registered Voters,,,,,,278
Baraga,"Arvon Township, Precinct 1",Ballots Cast,,,,324,0,324
Baraga,"Baraga Township, Precinct 1",Ballots Cast,,,,507,0,507
Baraga,"Baraga Township, Precinct 2",Ballots Cast,,,,233,0,233
Baraga,"Baraga Township, Precinct 3",Ballots Cast,,,,168,0,168
Baraga,"Baraga Township, Precinct 4",Ballots Cast,,,,222,0,222
Baraga,"Bohemia Township, Precinct 1 (Ontonagon County)",Ballots Cast,,,,1,0,1
Baraga,"Covington Township, Precinct 1",Ballots Cast,,,,226,0,226
Baraga,"Duncan Township, Precinct 2 (Houghton County)",Ballots Cast,,,,60,0,60
Baraga,"Laird Township, Precinct 1 (Houghton Township)",Ballots Cast,,,,269,0,269
Baraga,"L'Anse Township, Precinct 1",Ballots Cast,,,,923,692,1615
Baraga,"Portage Township, Precinct 4 (Houghton County)",Ballots Cast,,,,141,0,141
Baraga,"Spurr Township, Precinct 1",Ballots Cast,,,,182,0,182
Baraga,"Arvon Township, Precinct 1",Straight Party,,DEM,,46,0,46
Baraga,"Baraga Township, Precinct 1",Straight Party,,DEM,,143,0,143
Baraga,"Baraga Township, Precinct 2",Straight Party,,DEM,,37,0,37
Baraga,"Baraga Township, Precinct 3",Straight Party,,DEM,,20,0,20
Baraga,"Baraga Township, Precinct 4",Straight Party,,DEM,,41,0,41
Baraga,"Bohemia Township, Precinct 1 (Ontonagon County)",Straight Party,,DEM,,0,0,0
Baraga,"Covington Township, Precinct 1",Straight Party,,DEM,,38,0,38
