county,precinct,office,vote_type,district,party,candidate,votes
Monroe,"London Township, Precinct 1",Secretary of State,Election Day,,,Write-in,1
Monroe,"Milan Township, Precinct 1",Secretary of State,Election Day,,,Write-in,0
Monroe,"Monroe Township, Precinct 1",Secretary of State,Election Day,,,Write-in,1
Monroe,"Monroe Township, Precinct 2",Secretary of State,Election Day,,,Write-in,4
Monroe,"Monroe Township, Precinct 3",Secretary of State,Election Day,,,Write-in,0
Monroe,"Monroe Township, Precinct 4",Secretary of State,Election Day,,,Write-in,3
Monroe,"Monroe Township, Precinct 5",Secretary of State,Election Day,,,Write-in,1
Monroe,"Monroe Township, Precinct 6",Secretary of State,Election Day,,,Write-in,1
Monroe,"Raisinville Township, Precinct1",Secretary of State,Election Day,,,Write-in,0
Monroe,"Raisinville Township, Precinct2",Secretary of State,Election Day,,,Write-in,0
Monroe,"Summerfield Township,Precinct 1",Secretary of State,Election Day,,,Write-in,1
Monroe,"Whiteford Township, Precinct1",Secretary of State,Election Day,,,Write-in,0
Monroe,"Whiteford Township, Precinct2",Secretary of State,Election Day,,,Write-in,0
Monroe,"Ash Township, Precinct 1",Secretary of State,Absentee,,,Write-in,0
Monroe,"Ash Township, Precinct 2",Secretary of State,Absentee,,,Write-in,0
Monroe,"Ash Township, Precinct 3",Secretary of State,Absentee,,,Write-in,0
Monroe,"Bedford Township, Precinct 1",Secretary of State,Absentee,,,Write-in,0
Monroe,"Bedford Township, Precinct 2",Secretary of State,Absentee,,,Write-in,0
Monroe,"Bedford Township, Precinct 3",Secretary of State,Absentee,,,Write-in,0
Monroe,"Bedford Township, Precinct 4",Secretary of State,Absentee,,,Write-in,0
Monroe,"Bedford Township, Precinct 5",Secretary of State,Absentee,,,Write-in,0
Monroe,"Bedford Township, Precinct 6",Secretary of State,Absentee,,,Write-in,0
Monroe,"Bedford Township, Precinct 7",Secretary of State,Absentee,,,Write-in,0
Monroe,"Bedford Township, Precinct 8",Secretary of State,Absentee,,,Write-in,0
Monroe,"Bedford Township, Precinct 9",Secretary of State,Absentee,,,Write-in,1
Monroe,"Bedford Township, Precinct 10",Secretary of State,Absentee,,,Write-in,0
Monroe,"Bedford Township, Precinct 11",Secretary of State,Absentee,,,Write-in,0
Monroe,"Bedford Township, Precinct 12",Secretary of State,Absentee,,,Write-in,0
Monroe,"Bedford Township, Precinct 13",Secretary of State,Absentee,,,Write-in,0
Monroe,"Bedford Township, Precinct 14",Secretary of State,Absentee,,,Write-in,0
Monroe,"Berlin Township, Precinct 1",Secretary of State,Absentee,,,Write-in,1
Monroe,"Berlin Township, Precinct 2",Secretary of State,Absentee,,,Write-in,0
Monroe,"Berlin Township, Precinct 3",Secretary of State,Absentee,,,Write-in,0
Monroe,"Berlin Township, Precinct 4",Secretary of State,Absentee,,,Write-in,0
Monroe,"City of Luna Pier, Precinct 1",Secretary of State,Absentee,,,Write-in,0
Monroe,"City of Milan, Precinct 1",Secretary of State,Absentee,,,Write-in,0
Monroe,"City of Monroe, Precinct 1",Secretary of State,Absentee,,,Write-in,0
Monroe,"City of Monroe, Precinct 2",Secretary of State,Absentee,,,Write-in,0
Monroe,"City of Monroe, Precinct 3N",Secretary of State,Absentee,,,Write-in,0
Monroe,"City of Monroe, Precinct 3S",Secretary of State,Absentee,,,Write-in,0
Monroe,"City of Monroe, Precinct 4",Secretary of State,Absentee,,,Write-in,0
Monroe,"City of Monroe, Precinct 5",Secretary of State,Absentee,,,Write-in,0
Monroe,"City of Monroe, Precinct 6",Secretary of State,Absentee,,,Write-in,0
Monroe,"City of Petersburg, Precinct 1",Secretary of State,Absentee,,,Write-in,0
Monroe,"Dundee Township, Precinct 1",Secretary of State,Absentee,,,Write-in,0
Monroe,"Dundee Township, Precinct 2",Secretary of State,Absentee,,,Write-in,0
Monroe,"Dundee Township, Precinct 3",Secretary of State,Absentee,,,Write-in,0
Monroe,"Erie Township, Precinct 1",Secretary of State,Absentee,,,Write-in,0
Monroe,"Erie Township, Precinct 2",Secretary of State,Absentee,,,Write-in,0
Monroe,"Exeter Township, Precinct 1",Secretary of State,Absentee,,,Write-in,0
Monroe,"Exeter Township, Precinct 2",Secretary of State,Absentee,,,Write-in,0
Monroe,"Frenchtown Township,Precinct 1",Secretary of State,Absentee,,,Write-in,0
Monroe,"Frenchtown Township,Precinct 2",Secretary of State,Absentee,,,Write-in,0
Monroe,"Frenchtown Township,Precinct 3",Secretary of State,Absentee,,,Write-in,0
Monroe,"Frenchtown Township,Precinct 4",Secretary of State,Absentee,,,Write-in,0
Monroe,"Frenchtown Township,Precinct 5",Secretary of State,Absentee,,,Write-in,0
Monroe,"Frenchtown Township,Precinct 6",Secretary of State,Absentee,,,Write-in,0
Monroe,"Frenchtown Township,Precinct 7",Secretary of State,Absentee,,,Write-in,0
Monroe,"Frenchtown Township,Precinct 8",Secretary of State,Absentee,,,Write-in,0
Monroe,"Frenchtown Township,Precinct 9",Secretary of State,Absentee,,,Write-in,0
Monroe,"Ida Township, Precinct 1",Secretary of State,Absentee,,,Write-in,0
Monroe,"Ida Township, Precinct 2",Secretary of State,Absentee,,,Write-in,0
Monroe,"La Salle Township, Precinct 1",Secretary of State,Absentee,,,Write-in,0
Monroe,"La Salle Township, Precinct 2",Secretary of State,Absentee,,,Write-in,0
Monroe,"London Township, Precinct 1",Secretary of State,Absentee,,,Write-in,0
Monroe,"Milan Township, Precinct 1",Secretary of State,Absentee,,,Write-in,0
Monroe,"Monroe Township, Precinct 1",Secretary of State,Absentee,,,Write-in,0
Monroe,"Monroe Township, Precinct 2",Secretary of State,Absentee,,,Write-in,1
Monroe,"Monroe Township, Precinct 3",Secretary of State,Absentee,,,Write-in,0
Monroe,"Monroe Township, Precinct 4",Secretary of State,Absentee,,,Write-in,0
Monroe,"Monroe Township, Precinct 5",Secretary of State,Absentee,,,Write-in,0
Monroe,"Monroe Township, Precinct 6",Secretary of State,Absentee,,,Write-in,0
Monroe,"Raisinville Township, Precinct1",Secretary of State,Absentee,,,Write-in,0
Monroe,"Raisinville Township, Precinct2",Secretary of State,Absentee,,,Write-in,0
Monroe,"Summerfield Township,Precinct 1",Secretary of State,Absentee,,,Write-in,1
Monroe,"Whiteford Township, Precinct1",Secretary of State,Absentee,,,Write-in,0
Monroe,"Whiteford Township, Precinct2",Secretary of State,Absentee,,,Write-in,0
Monroe,"Ash Township, Precinct 1",Attorney General,Election Day,,DEM,Dana Nessel,231
Monroe,"Ash Township, Precinct 2",Attorney General,Election Day,,DEM,Dana Nessel,233
Monroe,"Ash Township, Precinct 3",Attorney General,Election Day,,DEM,Dana Nessel,159
Monroe,"Bedford Township, Precinct 1",Attorney General,Election Day,,DEM,Dana Nessel,102
Monroe,"Bedford Township, Precinct 2",Attorney General,Election Day,,DEM,Dana Nessel,220
Monroe,"Bedford Township, Precinct 3",Attorney General,Election Day,,DEM,Dana Nessel,216
Monroe,"Bedford Township, Precinct 4",Attorney General,Election Day,,DEM,Dana Nessel,246
Monroe,"Bedford Township, Precinct 5",Attorney General,Election Day,,DEM,Dana Nessel,247
Monroe,"Bedford Township, Precinct 6",Attorney General,Election Day,,DEM,Dana Nessel,301
Monroe,"Bedford Township, Precinct 7",Attorney General,Election Day,,DEM,Dana Nessel,240
Monroe,"Bedford Township, Precinct 8",Attorney General,Election Day,,DEM,Dana Nessel,237
Monroe,"Bedford Township, Precinct 9",Attorney General,Election Day,,DEM,Dana Nessel,128
Monroe,"Bedford Township, Precinct 10",Attorney General,Election Day,,DEM,Dana Nessel,118
Monroe,"Bedford Township, Precinct 11",Attorney General,Election Day,,DEM,Dana Nessel,240
Monroe,"Bedford Township, Precinct 12",Attorney General,Election Day,,DEM,Dana Nessel,192
Monroe,"Bedford Township, Precinct 13",Attorney General,Election Day,,DEM,Dana Nessel,189
Monroe,"Bedford Township, Precinct 14",Attorney General,Election Day,,DEM,Dana Nessel,192
Monroe,"Berlin Township, Precinct 1",Attorney General,Election Day,,DEM,Dana Nessel,214
Monroe,"Berlin Township, Precinct 2",Attorney General,Election Day,,DEM,Dana Nessel,260
Monroe,"Berlin Township, Precinct 3",Attorney General,Election Day,,DEM,Dana Nessel,157
Monroe,"Berlin Township, Precinct 4",Attorney General,Election Day,,DEM,Dana Nessel,240
Monroe,"City of Luna Pier, Precinct 1",Attorney General,Election Day,,DEM,Dana Nessel,276
Monroe,"City of Milan, Precinct 1",Attorney General,Election Day,,DEM,Dana Nessel,556
Monroe,"City of Monroe, Precinct 1",Attorney General,Election Day,,DEM,Dana Nessel,299
Monroe,"City of Monroe, Precinct 2",Attorney General,Election Day,,DEM,Dana Nessel,262
Monroe,"City of Monroe, Precinct 3N",Attorney General,Election Day,,DEM,Dana Nessel,178
Monroe,"City of Monroe, Precinct 3S",Attorney General,Election Day,,DEM,Dana Nessel,152
Monroe,"City of Monroe, Precinct 4",Attorney General,Election Day,,DEM,Dana Nessel,355
Monroe,"City of Monroe, Precinct 5",Attorney General,Election Day,,DEM,Dana Nessel,346
Monroe,"City of Monroe, Precinct 6",Attorney General,Election Day,,DEM,Dana Nessel,321
Monroe,"City of Petersburg, Precinct 1",Attorney General,Election Day,,DEM,Dana Nessel,143
Monroe,"Dundee Township, Precinct 1",Attorney General,Election Day,,DEM,Dana Nessel,227
Monroe,"Dundee Township, Precinct 2",Attorney General,Election Day,,DEM,Dana Nessel,272
Monroe,"Dundee Township, Precinct 3",Attorney General,Election Day,,DEM,Dana Nessel,323
Monroe,"Erie Township, Precinct 1",Attorney General,Election Day,,DEM,Dana Nessel,163
Monroe,"Erie Township, Precinct 2",Attorney General,Election Day,,DEM,Dana Nessel,127
Monroe,"Exeter Township, Precinct 1",Attorney General,Election Day,,DEM,Dana Nessel,305
Monroe,"Exeter Township, Precinct 2",Attorney General,Election Day,,DEM,Dana Nessel,433
Monroe,"Frenchtown Township, Precinct 1",Attorney General,Election Day,,DEM,Dana Nessel,112
Monroe,"Frenchtown Township,Precinct 2",Attorney General,Election Day,,DEM,Dana Nessel,159
Monroe,"Frenchtown Township,Precinct 3",Attorney General,Election Day,,DEM,Dana Nessel,126
Monroe,"Frenchtown Township,Precinct 4",Attorney General,Election Day,,DEM,Dana Nessel,141
Monroe,"Frenchtown Township,Precinct 5",Attorney General,Election Day,,DEM,Dana Nessel,236
Monroe,"Frenchtown Township,Precinct 6",Attorney General,Election Day,,DEM,Dana Nessel,217
Monroe,"Frenchtown Township,Precinct 7",Attorney General,Election Day,,DEM,Dana Nessel,238
Monroe,"Frenchtown Township,Precinct 8",Attorney General,Election Day,,DEM,Dana Nessel,152
Monroe,"Frenchtown Township,Precinct 9",Attorney General,Election Day,,DEM,Dana Nessel,175
Monroe,"Ida Township, Precinct 1",Attorney General,Election Day,,DEM,Dana Nessel,178
Monroe,"Ida Township, Precinct 2",Attorney General,Election Day,,DEM,Dana Nessel,191
Monroe,"La Salle Township, Precinct 1",Attorney General,Election Day,,DEM,Dana Nessel,159
Monroe,"La Salle Township, Precinct 2",Attorney General,Election Day,,DEM,Dana Nessel,206
Monroe,"London Township, Precinct 1",Attorney General,Election Day,,DEM,Dana Nessel,519
Monroe,"Milan Township, Precinct 1",Attorney General,Election Day,,DEM,Dana Nessel,330
Monroe,"Monroe Township, Precinct 1",Attorney General,Election Day,,DEM,Dana Nessel,159
Monroe,"Monroe Township, Precinct 2",Attorney General,Election Day,,DEM,Dana Nessel,118
Monroe,"Monroe Township, Precinct 3",Attorney General,Election Day,,DEM,Dana Nessel,121
Monroe,"Monroe Township, Precinct 4",Attorney General,Election Day,,DEM,Dana Nessel,219
Monroe,"Monroe Township, Precinct 5",Attorney General,Election Day,,DEM,Dana Nessel,239
Monroe,"Monroe Township, Precinct 6",Attorney General,Election Day,,DEM,Dana Nessel,158
Monroe,"Raisinville Township, Precinct1",Attorney General,Election Day,,DEM,Dana Nessel,181
Monroe,"Raisinville Township, Precinct2",Attorney General,Election Day,,DEM,Dana Nessel,291
Monroe,"Summerfield Township,Precinct 1",Attorney General,Election Day,,DEM,Dana Nessel,245
Monroe,"Whiteford Township, Precinct1",Attorney General,Election Day,,DEM,Dana Nessel,196
Monroe,"Whiteford Township, Precinct2",Attorney General,Election Day,,DEM,Dana Nessel,143
Monroe,"Ash Township, Precinct 1",Attorney General,Absentee,,DEM,Dana Nessel,267
Monroe,"Ash Township, Precinct 2",Attorney General,Absentee,,DEM,Dana Nessel,344
Monroe,"Ash Township, Precinct 3",Attorney General,Absentee,,DEM,Dana Nessel,249
Monroe,"Bedford Township, Precinct 1",Attorney General,Absentee,,DEM,Dana Nessel,81
Monroe,"Bedford Township, Precinct 2",Attorney General,Absentee,,DEM,Dana Nessel,225
Monroe,"Bedford Township, Precinct 3",Attorney General,Absentee,,DEM,Dana Nessel,170
Monroe,"Bedford Township, Precinct 4",Attorney General,Absentee,,DEM,Dana Nessel,268
Monroe,"Bedford Township, Precinct 5",Attorney General,Absentee,,DEM,Dana Nessel,229
Monroe,"Bedford Township, Precinct 6",Attorney General,Absentee,,DEM,Dana Nessel,292
Monroe,"Bedford Township, Precinct 7",Attorney General,Absentee,,DEM,Dana Nessel,245
Monroe,"Bedford Township, Precinct 8",Attorney General,Absentee,,DEM,Dana Nessel,285
Monroe,"Bedford Township, Precinct 9",Attorney General,Absentee,,DEM,Dana Nessel,182
Monroe,"Bedford Township, Precinct 10",Attorney General,Absentee,,DEM,Dana Nessel,126
Monroe,"Bedford Township, Precinct 11",Attorney General,Absentee,,DEM,Dana Nessel,210
Monroe,"Bedford Township, Precinct 12",Attorney General,Absentee,,DEM,Dana Nessel,232
Monroe,"Bedford Township, Precinct 13",Attorney General,Absentee,,DEM,Dana Nessel,212
Monroe,"Bedford Township, Precinct 14",Attorney General,Absentee,,DEM,Dana Nessel,188
Monroe,"Berlin Township, Precinct 1",Attorney General,Absentee,,DEM,Dana Nessel,183
Monroe,"Berlin Township, Precinct 2",Attorney General,Absentee,,DEM,Dana Nessel,294
Monroe,"Berlin Township, Precinct 3",Attorney General,Absentee,,DEM,Dana Nessel,174
Monroe,"Berlin Township, Precinct 4",Attorney General,Absentee,,DEM,Dana Nessel,237
Monroe,"City of Luna Pier, Precinct 1",Attorney General,Absentee,,DEM,Dana Nessel,0
Monroe,"City of Milan, Precinct 1",Attorney General,Absentee,,DEM,Dana Nessel,0
Monroe,"City of Monroe, Precinct 1",Attorney General,Absentee,,DEM,Dana Nessel,313
Monroe,"City of Monroe, Precinct 2",Attorney General,Absentee,,DEM,Dana Nessel,209
Monroe,"City of Monroe, Precinct 3N",Attorney General,Absentee,,DEM,Dana Nessel,113
Monroe,"City of Monroe, Precinct 3S",Attorney General,Absentee,,DEM,Dana Nessel,92
Monroe,"City of Monroe, Precinct 4",Attorney General,Absentee,,DEM,Dana Nessel,383
Monroe,"City of Monroe, Precinct 5",Attorney General,Absentee,,DEM,Dana Nessel,499
Monroe,"City of Monroe, Precinct 6",Attorney General,Absentee,,DEM,Dana Nessel,297
Monroe,"City of Petersburg, Precinct 1",Attorney General,Absentee,,DEM,Dana Nessel,71
Monroe,"Dundee Township, Precinct 1",Attorney General,Absentee,,DEM,Dana Nessel,175
Monroe,"Dundee Township, Precinct 2",Attorney General,Absentee,,DEM,Dana Nessel,272
Monroe,"Dundee Township, Precinct 3",Attorney General,Absentee,,DEM,Dana Nessel,283
Monroe,"Erie Township, Precinct 1",Attorney General,Absentee,,DEM,Dana Nessel,218
Monroe,"Erie Township, Precinct 2",Attorney General,Absentee,,DEM,Dana Nessel,144
Monroe,"Exeter Township, Precinct 1",Attorney General,Absentee,,DEM,Dana Nessel,0
Monroe,"Exeter Township, Precinct 2",Attorney General,Absentee,,DEM,Dana Nessel,0
Monroe,"Frenchtown Township,Precinct 1",Attorney General,Absentee,,DEM,Dana Nessel,120
Monroe,"Frenchtown Township,Precinct 2",Attorney General,Absentee,,DEM,Dana Nessel,150
Monroe,"Frenchtown Township,Precinct 3",Attorney General,Absentee,,DEM,Dana Nessel,201
Monroe,"Frenchtown Township,Precinct 4",Attorney General,Absentee,,DEM,Dana Nessel,346
Monroe,"Frenchtown Township,Precinct 5",Attorney General,Absentee,,DEM,Dana Nessel,165
Monroe,"Frenchtown Township,Precinct 6",Attorney General,Absentee,,DEM,Dana Nessel,252
Monroe,"Frenchtown Township,Precinct 7",Attorney General,Absentee,,DEM,Dana Nessel,385
Monroe,"Frenchtown Township,Precinct 8",Attorney General,Absentee,,DEM,Dana Nessel,183
Monroe,"Frenchtown Township,Precinct 9",Attorney General,Absentee,,DEM,Dana Nessel,238
Monroe,"Ida Township, Precinct 1",Attorney General,Absentee,,DEM,Dana Nessel,180
Monroe,"Ida Township, Precinct 2",Attorney General,Absentee,,DEM,Dana Nessel,198
Monroe,"La Salle Township, Precinct 1",Attorney General,Absentee,,DEM,Dana Nessel,210
Monroe,"La Salle Township, Precinct 2",Attorney General,Absentee,,DEM,Dana Nessel,242
Monroe,"London Township, Precinct 1",Attorney General,Absentee,,DEM,Dana Nessel,0
Monroe,"Milan Township, Precinct 1",Attorney General,Absentee,,DEM,Dana Nessel,0
Monroe,"Monroe Township, Precinct 1",Attorney General,Absentee,,DEM,Dana Nessel,226
Monroe,"Monroe Township, Precinct 2",Attorney General,Absentee,,DEM,Dana Nessel,153
Monroe,"Monroe Township, Precinct 3",Attorney General,Absentee,,DEM,Dana Nessel,163
Monroe,"Monroe Township, Precinct 4",Attorney General,Absentee,,DEM,Dana Nessel,231
Monroe,"Monroe Township, Precinct 5",Attorney General,Absentee,,DEM,Dana Nessel,347
Monroe,"Monroe Township, Precinct 6",Attorney General,Absentee,,DEM,Dana Nessel,232
Monroe,"Raisinville Township, Precinct1",Attorney General,Absentee,,DEM,Dana Nessel,302
Monroe,"Raisinville Township, Precinct2",Attorney General,Absentee,,DEM,Dana Nessel,358
Monroe,"Summerfield Township,Precinct 1",Attorney General,Absentee,,DEM,Dana Nessel,224
Monroe,"Whiteford Township, Precinct1",Attorney General,Absentee,,DEM,Dana Nessel,172
Monroe,"Whiteford Township, Precinct2",Attorney General,Absentee,,DEM,Dana Nessel,122
Monroe,"Ash Township, Precinct 1",Attorney General,Election Day,,REP,Matthew DePerno,490
Monroe,"Ash Township, Precinct 2",Attorney General,Election Day,,REP,Matthew DePerno,548
Monroe,"Ash Township, Precinct 3",Attorney General,Election Day,,REP,Matthew DePerno,478
Monroe,"Bedford Township, Precinct 1",Attorney General,Election Day,,REP,Matthew DePerno,308
Monroe,"Bedford Township, Precinct 2",Attorney General,Election Day,,REP,Matthew DePerno,475
Monroe,"Bedford Township, Precinct 3",Attorney General,Election Day,,REP,Matthew DePerno,485
