county,precinct,office,district,candidate,party,election_day,absentee,total
Ottawa,"Grand Haven Charter Township, Precinct 4",State House,88,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 5",Straight Party,,Democratic,DEM,145,313,458
Ottawa,"Grand Haven Charter Township, Precinct 5",Straight Party,,Republican,REP,245,282,527
Ottawa,"Grand Haven Charter Township, Precinct 5",Straight Party,,Libertarian,LIB,4,3,7
Ottawa,"Grand Haven Charter Township, Precinct 5",Straight Party,,U.S. Taxpayers,UST,3,0,3
Ottawa,"Grand Haven Charter Township, Precinct 5",Straight Party,,Working Class,WC,0,1,1
Ottawa,"Grand Haven Charter Township, Precinct 5",Straight Party,,Green,GRE,0,1,1
Ottawa,"Grand Haven Charter Township, Precinct 5",Straight Party,,Natural Law,NAL,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 5",Straight Party,,Cast Votes,,397,600,997
Ottawa,"Grand Haven Charter Township, Precinct 5",Straight Party,,Undervotes,,436,425,861
Ottawa,"Grand Haven Charter Township, Precinct 5",Straight Party,,Overvotes,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 5",Straight Party,,Rejected,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 5",Straight Party,,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 5",Governor,,Gretchen Whitmer,DEM,367,611,978
Ottawa,"Grand Haven Charter Township, Precinct 5",Governor,,Tudor M. Dixon,REP,454,398,852
Ottawa,"Grand Haven Charter Township, Precinct 5",Governor,,Mary Buzuma,LIB,8,8,16
Ottawa,"Grand Haven Charter Township, Precinct 5",Governor,,Donna Brandenburg,UST,0,1,1
Ottawa,"Grand Haven Charter Township, Precinct 5",Governor,,Kevin Hogan,GRE,0,1,1
Ottawa,"Grand Haven Charter Township, Precinct 5",Governor,,Daryl M. Simpson,NAL,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 5",Governor,,Bob Scott (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 5",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 5",Governor,,Ervin Joseph Lamie (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 5",Governor,,Eugene Rosell Hunt Jr. (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 5",Governor,,Evan S. Space (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 5",Governor,,Joseph Irving (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 5",Governor,,Joseph Michael Hunt (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 5",Governor,,Joyce Priscilla Gipson (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 5",Governor,,Justin Paul Blackburn (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 5",Governor,,Michael David Kelley (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 5",Governor,,Michael Ray Deck (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 5",Governor,,Cast Votes,,829,1019,1848
Ottawa,"Grand Haven Charter Township, Precinct 5",Governor,,Undervotes,,3,4,7
Ottawa,"Grand Haven Charter Township, Precinct 5",Governor,,Overvotes,,1,1,2
Ottawa,"Grand Haven Charter Township, Precinct 5",Governor,,Rejected,,0,1,1
Ottawa,"Grand Haven Charter Township, Precinct 5",Governor,,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 5",Secretary of State,,Jocelyn Benson,DEM,379,614,993
Ottawa,"Grand Haven Charter Township, Precinct 5",Secretary of State,,Kristina Elaine Karamo,REP,429,387,816
Ottawa,"Grand Haven Charter Township, Precinct 5",Secretary of State,,Gregory Scott Stempfle,LIB,11,5,16
Ottawa,"Grand Haven Charter Township, Precinct 5",Secretary of State,,Christine C. Schwartz,UST,1,2,3
Ottawa,"Grand Haven Charter Township, Precinct 5",Secretary of State,,Larry James Hutchinson Jr.,GRE,2,1,3
Ottawa,"Grand Haven Charter Township, Precinct 5",Secretary of State,,Cast Votes,,822,1009,1831
Ottawa,"Grand Haven Charter Township, Precinct 5",Secretary of State,,Undervotes,,10,16,26
Ottawa,"Grand Haven Charter Township, Precinct 5",Secretary of State,,Overvotes,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 5",Secretary of State,,Rejected,,1,0,1
Ottawa,"Grand Haven Charter Township, Precinct 5",Secretary of State,,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 5",Attorney General,,Dana Nessel,DEM,362,600,962
Ottawa,"Grand Haven Charter Township, Precinct 5",Attorney General,,Matthew DePerno,REP,439,399,838
Ottawa,"Grand Haven Charter Township, Precinct 5",Attorney General,,Joseph W. McHugh Jr.,LIB,13,8,21
Ottawa,"Grand Haven Charter Township, Precinct 5",Attorney General,,Gerald T. Van Sickle,UST,2,0,2
Ottawa,"Grand Haven Charter Township, Precinct 5",Attorney General,,Cast Votes,,816,1007,1823
Ottawa,"Grand Haven Charter Township, Precinct 5",Attorney General,,Undervotes,,14,18,32
Ottawa,"Grand Haven Charter Township, Precinct 5",Attorney General,,Overvotes,,1,0,1
Ottawa,"Grand Haven Charter Township, Precinct 5",Attorney General,,Rejected,,2,0,2
Ottawa,"Grand Haven Charter Township, Precinct 5",Attorney General,,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 5",U.S. House,3,Hillary Scholten,DEM,356,587,943
Ottawa,"Grand Haven Charter Township, Precinct 5",U.S. House,3,John Gibbs,REP,436,383,819
Ottawa,"Grand Haven Charter Township, Precinct 5",U.S. House,3,Jamie Lewis,LIB,17,17,34
Ottawa,"Grand Haven Charter Township, Precinct 5",U.S. House,3,Louis Palus,WC,4,2,6
Ottawa,"Grand Haven Charter Township, Precinct 5",U.S. House,3,Cast Votes,,813,989,1802
Ottawa,"Grand Haven Charter Township, Precinct 5",U.S. House,3,Undervotes,,19,34,53
Ottawa,"Grand Haven Charter Township, Precinct 5",U.S. House,3,Overvotes,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 5",U.S. House,3,Rejected,,1,2,3
Ottawa,"Grand Haven Charter Township, Precinct 5",U.S. House,3,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 5",State Senate,31,Kim S. Nagy,DEM,326,535,861
Ottawa,"Grand Haven Charter Township, Precinct 5",State Senate,31,Roger Victory,REP,459,454,913
Ottawa,"Grand Haven Charter Township, Precinct 5",State Senate,31,Jessica L. Fox,LIB,27,7,34
Ottawa,"Grand Haven Charter Township, Precinct 5",State Senate,31,Cast Votes,,812,996,1808
Ottawa,"Grand Haven Charter Township, Precinct 5",State Senate,31,Undervotes,,21,29,50
Ottawa,"Grand Haven Charter Township, Precinct 5",State Senate,31,Overvotes,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 5",State Senate,31,Rejected,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 5",State Senate,31,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 5",State House,88,Christine Baker,DEM,326,540,866
Ottawa,"Grand Haven Charter Township, Precinct 5",State House,88,Greg VanWoerkom,REP,463,451,914
Ottawa,"Grand Haven Charter Township, Precinct 5",State House,88,Marv Bolthouse,LIB,19,8,27
Ottawa,"Grand Haven Charter Township, Precinct 5",State House,88,Cast Votes,,808,999,1807
Ottawa,"Grand Haven Charter Township, Precinct 5",State House,88,Undervotes,,25,26,51
Ottawa,"Grand Haven Charter Township, Precinct 5",State House,88,Overvotes,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 5",State House,88,Rejected,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 5",State House,88,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 6",Straight Party,,Democratic,DEM,109,131,240
Ottawa,"Grand Haven Charter Township, Precinct 6",Straight Party,,Republican,REP,180,82,262
Ottawa,"Grand Haven Charter Township, Precinct 6",Straight Party,,Libertarian,LIB,4,1,5
Ottawa,"Grand Haven Charter Township, Precinct 6",Straight Party,,U.S. Taxpayers,UST,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 6",Straight Party,,Working Class,WC,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 6",Straight Party,,Green,GRE,1,0,1
Ottawa,"Grand Haven Charter Township, Precinct 6",Straight Party,,Natural Law,NAL,2,0,2
Ottawa,"Grand Haven Charter Township, Precinct 6",Straight Party,,Cast Votes,,296,214,510
Ottawa,"Grand Haven Charter Township, Precinct 6",Straight Party,,Undervotes,,284,203,487
Ottawa,"Grand Haven Charter Township, Precinct 6",Straight Party,,Overvotes,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 6",Straight Party,,Rejected,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 6",Straight Party,,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 6",Governor,,Gretchen Whitmer,DEM,245,262,507
Ottawa,"Grand Haven Charter Township, Precinct 6",Governor,,Tudor M. Dixon,REP,324,144,468
Ottawa,"Grand Haven Charter Township, Precinct 6",Governor,,Mary Buzuma,LIB,6,7,13
Ottawa,"Grand Haven Charter Township, Precinct 6",Governor,,Donna Brandenburg,UST,1,0,1
Ottawa,"Grand Haven Charter Township, Precinct 6",Governor,,Kevin Hogan,GRE,0,1,1
Ottawa,"Grand Haven Charter Township, Precinct 6",Governor,,Daryl M. Simpson,NAL,0,2,2
Ottawa,"Grand Haven Charter Township, Precinct 6",Governor,,Bob Scott (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 6",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 6",Governor,,Ervin Joseph Lamie (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 6",Governor,,Eugene Rosell Hunt Jr. (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 6",Governor,,Evan S. Space (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 6",Governor,,Joseph Irving (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 6",Governor,,Joseph Michael Hunt (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 6",Governor,,Joyce Priscilla Gipson (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 6",Governor,,Justin Paul Blackburn (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 6",Governor,,Michael David Kelley (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 6",Governor,,Michael Ray Deck (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 6",Governor,,Cast Votes,,576,416,992
Ottawa,"Grand Haven Charter Township, Precinct 6",Governor,,Undervotes,,1,1,2
Ottawa,"Grand Haven Charter Township, Precinct 6",Governor,,Overvotes,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 6",Governor,,Rejected,,3,0,3
Ottawa,"Grand Haven Charter Township, Precinct 6",Governor,,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 6",Secretary of State,,Jocelyn Benson,DEM,265,265,530
Ottawa,"Grand Haven Charter Township, Precinct 6",Secretary of State,,Kristina Elaine Karamo,REP,297,139,436
Ottawa,"Grand Haven Charter Township, Precinct 6",Secretary of State,,Gregory Scott Stempfle,LIB,8,4,12
Ottawa,"Grand Haven Charter Township, Precinct 6",Secretary of State,,Christine C. Schwartz,UST,0,2,2
Ottawa,"Grand Haven Charter Township, Precinct 6",Secretary of State,,Larry James Hutchinson Jr.,GRE,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 6",Secretary of State,,Cast Votes,,570,410,980
Ottawa,"Grand Haven Charter Township, Precinct 6",Secretary of State,,Undervotes,,8,7,15
Ottawa,"Grand Haven Charter Township, Precinct 6",Secretary of State,,Overvotes,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 6",Secretary of State,,Rejected,,2,0,2
Ottawa,"Grand Haven Charter Township, Precinct 6",Secretary of State,,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 6",Attorney General,,Dana Nessel,DEM,239,257,496
Ottawa,"Grand Haven Charter Township, Precinct 6",Attorney General,,Matthew DePerno,REP,309,144,453
Ottawa,"Grand Haven Charter Township, Precinct 6",Attorney General,,Joseph W. McHugh Jr.,LIB,12,6,18
Ottawa,"Grand Haven Charter Township, Precinct 6",Attorney General,,Gerald T. Van Sickle,UST,3,2,5
Ottawa,"Grand Haven Charter Township, Precinct 6",Attorney General,,Cast Votes,,563,409,972
Ottawa,"Grand Haven Charter Township, Precinct 6",Attorney General,,Undervotes,,15,8,23
Ottawa,"Grand Haven Charter Township, Precinct 6",Attorney General,,Overvotes,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 6",Attorney General,,Rejected,,2,0,2
Ottawa,"Grand Haven Charter Township, Precinct 6",Attorney General,,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 6",U.S. House,3,Hillary Scholten,DEM,243,260,503
Ottawa,"Grand Haven Charter Township, Precinct 6",U.S. House,3,John Gibbs,REP,303,135,438
Ottawa,"Grand Haven Charter Township, Precinct 6",U.S. House,3,Jamie Lewis,LIB,17,12,29
Ottawa,"Grand Haven Charter Township, Precinct 6",U.S. House,3,Louis Palus,WC,4,2,6
Ottawa,"Grand Haven Charter Township, Precinct 6",U.S. House,3,Cast Votes,,567,409,976
Ottawa,"Grand Haven Charter Township, Precinct 6",U.S. House,3,Undervotes,,10,8,18
Ottawa,"Grand Haven Charter Township, Precinct 6",U.S. House,3,Overvotes,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 6",U.S. House,3,Rejected,,3,0,3
Ottawa,"Grand Haven Charter Township, Precinct 6",U.S. House,3,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 6",State Senate,31,Kim S. Nagy,DEM,213,227,440
Ottawa,"Grand Haven Charter Township, Precinct 6",State Senate,31,Roger Victory,REP,331,176,507
Ottawa,"Grand Haven Charter Township, Precinct 6",State Senate,31,Jessica L. Fox,LIB,19,6,25
Ottawa,"Grand Haven Charter Township, Precinct 6",State Senate,31,Cast Votes,,563,409,972
Ottawa,"Grand Haven Charter Township, Precinct 6",State Senate,31,Undervotes,,15,8,23
Ottawa,"Grand Haven Charter Township, Precinct 6",State Senate,31,Overvotes,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 6",State Senate,31,Rejected,,2,0,2
Ottawa,"Grand Haven Charter Township, Precinct 6",State Senate,31,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 6",State House,88,Christine Baker,DEM,216,232,448
Ottawa,"Grand Haven Charter Township, Precinct 6",State House,88,Greg VanWoerkom,REP,333,171,504
Ottawa,"Grand Haven Charter Township, Precinct 6",State House,88,Marv Bolthouse,LIB,10,4,14
Ottawa,"Grand Haven Charter Township, Precinct 6",State House,88,Cast Votes,,559,407,966
Ottawa,"Grand Haven Charter Township, Precinct 6",State House,88,Undervotes,,19,10,29
Ottawa,"Grand Haven Charter Township, Precinct 6",State House,88,Overvotes,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 6",State House,88,Rejected,,2,0,2
Ottawa,"Grand Haven Charter Township, Precinct 6",State House,88,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 7",Straight Party,,Democratic,DEM,175,266,441
Ottawa,"Grand Haven Charter Township, Precinct 7",Straight Party,,Republican,REP,340,184,524
Ottawa,"Grand Haven Charter Township, Precinct 7",Straight Party,,Libertarian,LIB,6,0,6
Ottawa,"Grand Haven Charter Township, Precinct 7",Straight Party,,U.S. Taxpayers,UST,0,1,1
Ottawa,"Grand Haven Charter Township, Precinct 7",Straight Party,,Working Class,WC,4,0,4
Ottawa,"Grand Haven Charter Township, Precinct 7",Straight Party,,Green,GRE,2,0,2
Ottawa,"Grand Haven Charter Township, Precinct 7",Straight Party,,Natural Law,NAL,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 7",Straight Party,,Cast Votes,,527,451,978
Ottawa,"Grand Haven Charter Township, Precinct 7",Straight Party,,Undervotes,,477,350,827
Ottawa,"Grand Haven Charter Township, Precinct 7",Straight Party,,Overvotes,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 7",Straight Party,,Rejected,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 7",Straight Party,,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 7",Governor,,Gretchen Whitmer,DEM,400,503,903
Ottawa,"Grand Haven Charter Township, Precinct 7",Governor,,Tudor M. Dixon,REP,576,277,853
Ottawa,"Grand Haven Charter Township, Precinct 7",Governor,,Mary Buzuma,LIB,13,7,20
Ottawa,"Grand Haven Charter Township, Precinct 7",Governor,,Donna Brandenburg,UST,2,6,8
Ottawa,"Grand Haven Charter Township, Precinct 7",Governor,,Kevin Hogan,GRE,2,0,2
Ottawa,"Grand Haven Charter Township, Precinct 7",Governor,,Daryl M. Simpson,NAL,1,1,2
Ottawa,"Grand Haven Charter Township, Precinct 7",Governor,,Bob Scott (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 7",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 7",Governor,,Ervin Joseph Lamie (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 7",Governor,,Eugene Rosell Hunt Jr. (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 7",Governor,,Evan S. Space (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 7",Governor,,Joseph Irving (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 7",Governor,,Joseph Michael Hunt (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 7",Governor,,Joyce Priscilla Gipson (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 7",Governor,,Justin Paul Blackburn (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 7",Governor,,Michael David Kelley (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 7",Governor,,Michael Ray Deck (W),,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 7",Governor,,Cast Votes,,994,794,1788
Ottawa,"Grand Haven Charter Township, Precinct 7",Governor,,Undervotes,,9,7,16
Ottawa,"Grand Haven Charter Township, Precinct 7",Governor,,Overvotes,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 7",Governor,,Rejected,,1,0,1
Ottawa,"Grand Haven Charter Township, Precinct 7",Governor,,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 7",Secretary of State,,Jocelyn Benson,DEM,401,528,929
Ottawa,"Grand Haven Charter Township, Precinct 7",Secretary of State,,Kristina Elaine Karamo,REP,555,249,804
Ottawa,"Grand Haven Charter Township, Precinct 7",Secretary of State,,Gregory Scott Stempfle,LIB,14,5,19
Ottawa,"Grand Haven Charter Township, Precinct 7",Secretary of State,,Christine C. Schwartz,UST,11,3,14
Ottawa,"Grand Haven Charter Township, Precinct 7",Secretary of State,,Larry James Hutchinson Jr.,GRE,3,2,5
Ottawa,"Grand Haven Charter Township, Precinct 7",Secretary of State,,Cast Votes,,984,787,1771
Ottawa,"Grand Haven Charter Township, Precinct 7",Secretary of State,,Undervotes,,20,14,34
Ottawa,"Grand Haven Charter Township, Precinct 7",Secretary of State,,Overvotes,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 7",Secretary of State,,Rejected,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 7",Secretary of State,,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 7",Attorney General,,Dana Nessel,DEM,391,492,883
Ottawa,"Grand Haven Charter Township, Precinct 7",Attorney General,,Matthew DePerno,REP,556,276,832
Ottawa,"Grand Haven Charter Township, Precinct 7",Attorney General,,Joseph W. McHugh Jr.,LIB,23,6,29
Ottawa,"Grand Haven Charter Township, Precinct 7",Attorney General,,Gerald T. Van Sickle,UST,9,6,15
Ottawa,"Grand Haven Charter Township, Precinct 7",Attorney General,,Cast Votes,,979,780,1759
Ottawa,"Grand Haven Charter Township, Precinct 7",Attorney General,,Undervotes,,25,20,45
Ottawa,"Grand Haven Charter Township, Precinct 7",Attorney General,,Overvotes,,0,1,1
Ottawa,"Grand Haven Charter Township, Precinct 7",Attorney General,,Rejected,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 7",Attorney General,,Unresolved,,0,0,0
Ottawa,"Grand Haven Charter Township, Precinct 7",U.S. House,3,Hillary Scholten,DEM,381,487,868
Ottawa,"Grand Haven Charter Township, Precinct 7",U.S. House,3,John Gibbs,REP,564,265,829
Ottawa,"Grand Haven Charter Township, Precinct 7",U.S. House,3,Jamie Lewis,LIB,21,12,33
Ottawa,"Grand Haven Charter Township, Precinct 7",U.S. House,3,Louis Palus,WC,12,14,26
